Unnamed: 0,contest,precinct,contest_id,office,choice,candidate,vote,county
331,220,"=""GANADO""",10,President - Dem,20,"Steinberg, Michael",2,APACHE
332,220,"=""GANADO""",10,President - Dem,30,"Sanders, Bernie",34,APACHE
333,220,"=""GANADO""",10,President - Dem,40,"O'Malley, Martin J.",3,APACHE
334,220,"=""GANADO""",10,President - Dem,50,"Clinton, Hillary",120,APACHE
335,220,"=""GANADO""",10,President - Dem,60,"Hewes, Henry",0,APACHE
336,220,"=""GANADO""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
337,220,"=""GANADO""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
338,220,"=""GANADO""",20,President - Rep,999997,Registered Voters,63,APACHE
339,220,"=""GANADO""",20,President - Rep,999996,Times Counted,6,APACHE
340,220,"=""GANADO""",20,President - Rep,10,"Santorum, Rick",0,APACHE
341,220,"=""GANADO""",20,President - Rep,20,"Cook, Tim",0,APACHE
342,220,"=""GANADO""",20,President - Rep,30,"Paul, Rand",0,APACHE
343,220,"=""GANADO""",20,President - Rep,40,"Rubio, Marco",0,APACHE
344,220,"=""GANADO""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
345,220,"=""GANADO""",20,President - Rep,60,"Kasich, John R.",0,APACHE
346,220,"=""GANADO""",20,President - Rep,70,"Bush, Jeb",0,APACHE
347,220,"=""GANADO""",20,President - Rep,80,"Trump, Donald J.",3,APACHE
348,220,"=""GANADO""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
349,220,"=""GANADO""",20,President - Rep,100,"Pataki, George E.",0,APACHE
350,220,"=""GANADO""",20,President - Rep,110,"Cruz, Ted",3,APACHE
351,220,"=""GANADO""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
352,220,"=""GANADO""",20,President - Rep,130,"Christie, Chris",0,APACHE
353,220,"=""GANADO""",20,President - Rep,140,"Carson, Ben",0,APACHE
354,220,"=""GANADO""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
355,220,"=""GANADO""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
356,220,"=""GANADO""",30,President - Gre,999997,Registered Voters,1,APACHE
357,220,"=""GANADO""",30,President - Gre,999996,Times Counted,0,APACHE
358,220,"=""GANADO""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
359,220,"=""GANADO""",30,President - Gre,20,"Stein, Jill",0,APACHE
360,230,"=""GANADO""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
361,230,"=""GANADO""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
362,230,"=""GANADO""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
363,230,"=""GANADO""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
364,230,"=""GANADO""",10,President - Dem,999997,Registered Voters,809,APACHE
365,230,"=""GANADO""",10,President - Dem,999996,Times Counted,234,APACHE
366,230,"=""GANADO""",10,President - Dem,10,"De La Fuente, Roque",1,APACHE
367,230,"=""GANADO""",10,President - Dem,20,"Steinberg, Michael",5,APACHE
368,230,"=""GANADO""",10,President - Dem,30,"Sanders, Bernie",59,APACHE
369,230,"=""GANADO""",10,President - Dem,40,"O'Malley, Martin J.",0,APACHE
370,230,"=""GANADO""",10,President - Dem,50,"Clinton, Hillary",167,APACHE
371,230,"=""GANADO""",10,President - Dem,60,"Hewes, Henry",2,APACHE
372,230,"=""GANADO""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
373,230,"=""GANADO""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
374,230,"=""GANADO""",20,President - Rep,999997,Registered Voters,111,APACHE
375,230,"=""GANADO""",20,President - Rep,999996,Times Counted,20,APACHE
376,230,"=""GANADO""",20,President - Rep,10,"Santorum, Rick",0,APACHE
377,230,"=""GANADO""",20,President - Rep,20,"Cook, Tim",0,APACHE
378,230,"=""GANADO""",20,President - Rep,30,"Paul, Rand",0,APACHE
379,230,"=""GANADO""",20,President - Rep,40,"Rubio, Marco",1,APACHE
380,230,"=""GANADO""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
381,230,"=""GANADO""",20,President - Rep,60,"Kasich, John R.",2,APACHE
382,230,"=""GANADO""",20,President - Rep,70,"Bush, Jeb",1,APACHE
383,230,"=""GANADO""",20,President - Rep,80,"Trump, Donald J.",6,APACHE
384,230,"=""GANADO""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
385,230,"=""GANADO""",20,President - Rep,100,"Pataki, George E.",0,APACHE
386,230,"=""GANADO""",20,President - Rep,110,"Cruz, Ted",9,APACHE
387,230,"=""GANADO""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
388,230,"=""GANADO""",20,President - Rep,130,"Christie, Chris",0,APACHE
389,230,"=""GANADO""",20,President - Rep,140,"Carson, Ben",0,APACHE
390,230,"=""GANADO""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
391,230,"=""GANADO""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
392,230,"=""GANADO""",30,President - Gre,999997,Registered Voters,0,APACHE
393,230,"=""GANADO""",30,President - Gre,999996,Times Counted,0,APACHE
394,230,"=""GANADO""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
395,230,"=""GANADO""",30,President - Gre,20,"Stein, Jill",0,APACHE
396,250,"=""GREER""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
397,250,"=""GREER""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
398,250,"=""GREER""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
399,250,"=""GREER""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
400,250,"=""GREER""",10,President - Dem,999997,Registered Voters,34,APACHE
401,250,"=""GREER""",10,President - Dem,999996,Times Counted,17,APACHE
402,250,"=""GREER""",10,President - Dem,10,"De La Fuente, Roque",1,APACHE
403,250,"=""GREER""",10,President - Dem,20,"Steinberg, Michael",0,APACHE
404,250,"=""GREER""",10,President - Dem,30,"Sanders, Bernie",9,APACHE
405,250,"=""GREER""",10,President - Dem,40,"O'Malley, Martin J.",0,APACHE
406,250,"=""GREER""",10,President - Dem,50,"Clinton, Hillary",7,APACHE
407,250,"=""GREER""",10,President - Dem,60,"Hewes, Henry",0,APACHE
408,250,"=""GREER""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
409,250,"=""GREER""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
410,250,"=""GREER""",20,President - Rep,999997,Registered Voters,72,APACHE
411,250,"=""GREER""",20,President - Rep,999996,Times Counted,41,APACHE
412,250,"=""GREER""",20,President - Rep,10,"Santorum, Rick",0,APACHE
413,250,"=""GREER""",20,President - Rep,20,"Cook, Tim",0,APACHE
414,250,"=""GREER""",20,President - Rep,30,"Paul, Rand",0,APACHE
415,250,"=""GREER""",20,President - Rep,40,"Rubio, Marco",0,APACHE
416,250,"=""GREER""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
417,250,"=""GREER""",20,President - Rep,60,"Kasich, John R.",5,APACHE
418,250,"=""GREER""",20,President - Rep,70,"Bush, Jeb",0,APACHE
419,250,"=""GREER""",20,President - Rep,80,"Trump, Donald J.",23,APACHE
420,250,"=""GREER""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
421,250,"=""GREER""",20,President - Rep,100,"Pataki, George E.",0,APACHE
422,250,"=""GREER""",20,President - Rep,110,"Cruz, Ted",13,APACHE
423,250,"=""GREER""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
424,250,"=""GREER""",20,President - Rep,130,"Christie, Chris",0,APACHE
425,250,"=""GREER""",20,President - Rep,140,"Carson, Ben",0,APACHE
426,250,"=""GREER""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
427,250,"=""GREER""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
428,250,"=""GREER""",30,President - Gre,999997,Registered Voters,0,APACHE
429,250,"=""GREER""",30,President - Gre,999996,Times Counted,0,APACHE
430,250,"=""GREER""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
431,250,"=""GREER""",30,President - Gre,20,"Stein, Jill",0,APACHE
432,270,"=""HOUCK""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
433,270,"=""HOUCK""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
434,270,"=""HOUCK""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
435,270,"=""HOUCK""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
436,270,"=""HOUCK""",10,President - Dem,999997,Registered Voters,776,APACHE
437,270,"=""HOUCK""",10,President - Dem,999996,Times Counted,250,APACHE
438,270,"=""HOUCK""",10,President - Dem,10,"De La Fuente, Roque",4,APACHE
439,270,"=""HOUCK""",10,President - Dem,20,"Steinberg, Michael",3,APACHE
440,270,"=""HOUCK""",10,President - Dem,30,"Sanders, Bernie",72,APACHE
441,270,"=""HOUCK""",10,President - Dem,40,"O'Malley, Martin J.",2,APACHE
442,270,"=""HOUCK""",10,President - Dem,50,"Clinton, Hillary",162,APACHE
443,270,"=""HOUCK""",10,President - Dem,60,"Hewes, Henry",5,APACHE
444,270,"=""HOUCK""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
445,270,"=""HOUCK""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
446,270,"=""HOUCK""",20,President - Rep,999997,Registered Voters,115,APACHE
447,270,"=""HOUCK""",20,President - Rep,999996,Times Counted,26,APACHE
448,270,"=""HOUCK""",20,President - Rep,10,"Santorum, Rick",0,APACHE
449,270,"=""HOUCK""",20,President - Rep,20,"Cook, Tim",0,APACHE
450,270,"=""HOUCK""",20,President - Rep,30,"Paul, Rand",0,APACHE
451,270,"=""HOUCK""",20,President - Rep,40,"Rubio, Marco",1,APACHE
452,270,"=""HOUCK""",20,President - Rep,50,"Graham, Lindsey",1,APACHE
453,270,"=""HOUCK""",20,President - Rep,60,"Kasich, John R.",0,APACHE
454,270,"=""HOUCK""",20,President - Rep,70,"Bush, Jeb",1,APACHE
455,270,"=""HOUCK""",20,President - Rep,80,"Trump, Donald J.",7,APACHE
456,270,"=""HOUCK""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
457,270,"=""HOUCK""",20,President - Rep,100,"Pataki, George E.",0,APACHE
458,270,"=""HOUCK""",20,President - Rep,110,"Cruz, Ted",14,APACHE
459,270,"=""HOUCK""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
460,270,"=""HOUCK""",20,President - Rep,130,"Christie, Chris",0,APACHE
461,270,"=""HOUCK""",20,President - Rep,140,"Carson, Ben",2,APACHE
462,270,"=""HOUCK""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
463,270,"=""HOUCK""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
464,270,"=""HOUCK""",30,President - Gre,999997,Registered Voters,3,APACHE
465,270,"=""HOUCK""",30,President - Gre,999996,Times Counted,0,APACHE
466,270,"=""HOUCK""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
467,270,"=""HOUCK""",30,President - Gre,20,"Stein, Jill",0,APACHE
468,290,"=""KINLICHEE""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
469,290,"=""KINLICHEE""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
470,290,"=""KINLICHEE""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
471,290,"=""KINLICHEE""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
472,290,"=""KINLICHEE""",10,President - Dem,999997,Registered Voters,724,APACHE
473,290,"=""KINLICHEE""",10,President - Dem,999996,Times Counted,265,APACHE
474,290,"=""KINLICHEE""",10,President - Dem,10,"De La Fuente, Roque",1,APACHE
475,290,"=""KINLICHEE""",10,President - Dem,20,"Steinberg, Michael",5,APACHE
476,290,"=""KINLICHEE""",10,President - Dem,30,"Sanders, Bernie",61,APACHE
477,290,"=""KINLICHEE""",10,President - Dem,40,"O'Malley, Martin J.",2,APACHE
478,290,"=""KINLICHEE""",10,President - Dem,50,"Clinton, Hillary",192,APACHE
479,290,"=""KINLICHEE""",10,President - Dem,60,"Hewes, Henry",2,APACHE
480,290,"=""KINLICHEE""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
481,290,"=""KINLICHEE""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
482,290,"=""KINLICHEE""",20,President - Rep,999997,Registered Voters,61,APACHE
483,290,"=""KINLICHEE""",20,President - Rep,999996,Times Counted,12,APACHE
484,290,"=""KINLICHEE""",20,President - Rep,10,"Santorum, Rick",0,APACHE
485,290,"=""KINLICHEE""",20,President - Rep,20,"Cook, Tim",1,APACHE
486,290,"=""KINLICHEE""",20,President - Rep,30,"Paul, Rand",0,APACHE
487,290,"=""KINLICHEE""",20,President - Rep,40,"Rubio, Marco",0,APACHE
488,290,"=""KINLICHEE""",20,President - Rep,50,"Graham, Lindsey",1,APACHE
489,290,"=""KINLICHEE""",20,President - Rep,60,"Kasich, John R.",0,APACHE
490,290,"=""KINLICHEE""",20,President - Rep,70,"Bush, Jeb",1,APACHE
491,290,"=""KINLICHEE""",20,President - Rep,80,"Trump, Donald J.",2,APACHE
492,290,"=""KINLICHEE""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
493,290,"=""KINLICHEE""",20,President - Rep,100,"Pataki, George E.",0,APACHE
494,290,"=""KINLICHEE""",20,President - Rep,110,"Cruz, Ted",2,APACHE
495,290,"=""KINLICHEE""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
496,290,"=""KINLICHEE""",20,President - Rep,130,"Christie, Chris",2,APACHE
497,290,"=""KINLICHEE""",20,President - Rep,140,"Carson, Ben",2,APACHE
498,290,"=""KINLICHEE""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
499,290,"=""KINLICHEE""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
500,290,"=""KINLICHEE""",30,President - Gre,999997,Registered Voters,1,APACHE
501,290,"=""KINLICHEE""",30,President - Gre,999996,Times Counted,0,APACHE
502,290,"=""KINLICHEE""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
503,290,"=""KINLICHEE""",30,President - Gre,20,"Stein, Jill",0,APACHE
504,310,"=""KLAGETOH""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
505,310,"=""KLAGETOH""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
506,310,"=""KLAGETOH""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
507,310,"=""KLAGETOH""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
508,310,"=""KLAGETOH""",10,President - Dem,999997,Registered Voters,600,APACHE
509,310,"=""KLAGETOH""",10,President - Dem,999996,Times Counted,196,APACHE
510,310,"=""KLAGETOH""",10,President - Dem,10,"De La Fuente, Roque",3,APACHE
511,310,"=""KLAGETOH""",10,President - Dem,20,"Steinberg, Michael",3,APACHE
512,310,"=""KLAGETOH""",10,President - Dem,30,"Sanders, Bernie",55,APACHE
513,310,"=""KLAGETOH""",10,President - Dem,40,"O'Malley, Martin J.",4,APACHE
514,310,"=""KLAGETOH""",10,President - Dem,50,"Clinton, Hillary",129,APACHE
515,310,"=""KLAGETOH""",10,President - Dem,60,"Hewes, Henry",1,APACHE
516,310,"=""KLAGETOH""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
517,310,"=""KLAGETOH""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
518,310,"=""KLAGETOH""",20,President - Rep,999997,Registered Voters,93,APACHE
519,310,"=""KLAGETOH""",20,President - Rep,999996,Times Counted,19,APACHE
520,310,"=""KLAGETOH""",20,President - Rep,10,"Santorum, Rick",0,APACHE
521,310,"=""KLAGETOH""",20,President - Rep,20,"Cook, Tim",0,APACHE
522,310,"=""KLAGETOH""",20,President - Rep,30,"Paul, Rand",0,APACHE
523,310,"=""KLAGETOH""",20,President - Rep,40,"Rubio, Marco",1,APACHE
524,310,"=""KLAGETOH""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
525,310,"=""KLAGETOH""",20,President - Rep,60,"Kasich, John R.",0,APACHE
526,310,"=""KLAGETOH""",20,President - Rep,70,"Bush, Jeb",1,APACHE
527,310,"=""KLAGETOH""",20,President - Rep,80,"Trump, Donald J.",5,APACHE
528,310,"=""KLAGETOH""",20,President - Rep,90,"Fiorina, Carly",1,APACHE
529,310,"=""KLAGETOH""",20,President - Rep,100,"Pataki, George E.",0,APACHE
530,310,"=""KLAGETOH""",20,President - Rep,110,"Cruz, Ted",6,APACHE
531,310,"=""KLAGETOH""",20,President - Rep,120,"Huckabee, Mike",1,APACHE
532,310,"=""KLAGETOH""",20,President - Rep,130,"Christie, Chris",0,APACHE
533,310,"=""KLAGETOH""",20,President - Rep,140,"Carson, Ben",3,APACHE
534,310,"=""KLAGETOH""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
535,310,"=""KLAGETOH""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
536,310,"=""KLAGETOH""",30,President - Gre,999997,Registered Voters,0,APACHE
537,310,"=""KLAGETOH""",30,President - Gre,999996,Times Counted,0,APACHE
538,310,"=""KLAGETOH""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
539,310,"=""KLAGETOH""",30,President - Gre,20,"Stein, Jill",0,APACHE
540,330,"=""LUKACHUKAI""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
541,330,"=""LUKACHUKAI""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
542,330,"=""LUKACHUKAI""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
543,330,"=""LUKACHUKAI""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
544,330,"=""LUKACHUKAI""",10,President - Dem,999997,Registered Voters,1183,APACHE
545,330,"=""LUKACHUKAI""",10,President - Dem,999996,Times Counted,225,APACHE
546,330,"=""LUKACHUKAI""",10,President - Dem,10,"De La Fuente, Roque",1,APACHE
547,330,"=""LUKACHUKAI""",10,President - Dem,20,"Steinberg, Michael",1,APACHE
548,330,"=""LUKACHUKAI""",10,President - Dem,30,"Sanders, Bernie",40,APACHE
549,330,"=""LUKACHUKAI""",10,President - Dem,40,"O'Malley, Martin J.",5,APACHE
550,330,"=""LUKACHUKAI""",10,President - Dem,50,"Clinton, Hillary",175,APACHE
551,330,"=""LUKACHUKAI""",10,President - Dem,60,"Hewes, Henry",2,APACHE
552,330,"=""LUKACHUKAI""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
553,330,"=""LUKACHUKAI""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
554,330,"=""LUKACHUKAI""",20,President - Rep,999997,Registered Voters,86,APACHE
555,330,"=""LUKACHUKAI""",20,President - Rep,999996,Times Counted,13,APACHE
556,330,"=""LUKACHUKAI""",20,President - Rep,10,"Santorum, Rick",0,APACHE
557,330,"=""LUKACHUKAI""",20,President - Rep,20,"Cook, Tim",0,APACHE
558,330,"=""LUKACHUKAI""",20,President - Rep,30,"Paul, Rand",0,APACHE
559,330,"=""LUKACHUKAI""",20,President - Rep,40,"Rubio, Marco",2,APACHE
560,330,"=""LUKACHUKAI""",20,President - Rep,50,"Graham, Lindsey",2,APACHE
561,330,"=""LUKACHUKAI""",20,President - Rep,60,"Kasich, John R.",1,APACHE
562,330,"=""LUKACHUKAI""",20,President - Rep,70,"Bush, Jeb",1,APACHE
563,330,"=""LUKACHUKAI""",20,President - Rep,80,"Trump, Donald J.",2,APACHE
564,330,"=""LUKACHUKAI""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
565,330,"=""LUKACHUKAI""",20,President - Rep,100,"Pataki, George E.",0,APACHE
566,330,"=""LUKACHUKAI""",20,President - Rep,110,"Cruz, Ted",5,APACHE
567,330,"=""LUKACHUKAI""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
568,330,"=""LUKACHUKAI""",20,President - Rep,130,"Christie, Chris",0,APACHE
569,330,"=""LUKACHUKAI""",20,President - Rep,140,"Carson, Ben",0,APACHE
570,330,"=""LUKACHUKAI""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
571,330,"=""LUKACHUKAI""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
572,330,"=""LUKACHUKAI""",30,President - Gre,999997,Registered Voters,1,APACHE
573,330,"=""LUKACHUKAI""",30,President - Gre,999996,Times Counted,0,APACHE
574,330,"=""LUKACHUKAI""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
575,330,"=""LUKACHUKAI""",30,President - Gre,20,"Stein, Jill",0,APACHE
576,350,"=""LUPTON""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
577,350,"=""LUPTON""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
578,350,"=""LUPTON""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
579,350,"=""LUPTON""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
580,350,"=""LUPTON""",10,President - Dem,999997,Registered Voters,491,APACHE
581,350,"=""LUPTON""",10,President - Dem,999996,Times Counted,155,APACHE
582,350,"=""LUPTON""",10,President - Dem,10,"De La Fuente, Roque",1,APACHE
583,350,"=""LUPTON""",10,President - Dem,20,"Steinberg, Michael",1,APACHE
584,350,"=""LUPTON""",10,President - Dem,30,"Sanders, Bernie",43,APACHE
585,350,"=""LUPTON""",10,President - Dem,40,"O'Malley, Martin J.",1,APACHE
586,350,"=""LUPTON""",10,President - Dem,50,"Clinton, Hillary",107,APACHE
587,350,"=""LUPTON""",10,President - Dem,60,"Hewes, Henry",0,APACHE
588,350,"=""LUPTON""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
589,350,"=""LUPTON""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
590,350,"=""LUPTON""",20,President - Rep,999997,Registered Voters,65,APACHE
591,350,"=""LUPTON""",20,President - Rep,999996,Times Counted,10,APACHE
592,350,"=""LUPTON""",20,President - Rep,10,"Santorum, Rick",0,APACHE
593,350,"=""LUPTON""",20,President - Rep,20,"Cook, Tim",0,APACHE
594,350,"=""LUPTON""",20,President - Rep,30,"Paul, Rand",0,APACHE
595,350,"=""LUPTON""",20,President - Rep,40,"Rubio, Marco",1,APACHE
596,350,"=""LUPTON""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
597,350,"=""LUPTON""",20,President - Rep,60,"Kasich, John R.",0,APACHE
598,350,"=""LUPTON""",20,President - Rep,70,"Bush, Jeb",1,APACHE
599,350,"=""LUPTON""",20,President - Rep,80,"Trump, Donald J.",2,APACHE
600,350,"=""LUPTON""",20,President - Rep,90,"Fiorina, Carly",1,APACHE
601,350,"=""LUPTON""",20,President - Rep,100,"Pataki, George E.",0,APACHE
602,350,"=""LUPTON""",20,President - Rep,110,"Cruz, Ted",4,APACHE
603,350,"=""LUPTON""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
604,350,"=""LUPTON""",20,President - Rep,130,"Christie, Chris",0,APACHE
605,350,"=""LUPTON""",20,President - Rep,140,"Carson, Ben",1,APACHE
606,350,"=""LUPTON""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
607,350,"=""LUPTON""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
608,350,"=""LUPTON""",30,President - Gre,999997,Registered Voters,1,APACHE
609,350,"=""LUPTON""",30,President - Gre,999996,Times Counted,0,APACHE
610,350,"=""LUPTON""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
611,350,"=""LUPTON""",30,President - Gre,20,"Stein, Jill",0,APACHE
612,370,"=""MCNARY""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
613,370,"=""MCNARY""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
614,370,"=""MCNARY""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
615,370,"=""MCNARY""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
616,370,"=""MCNARY""",10,President - Dem,999997,Registered Voters,97,APACHE
617,370,"=""MCNARY""",10,President - Dem,999996,Times Counted,23,APACHE
618,370,"=""MCNARY""",10,President - Dem,10,"De La Fuente, Roque",0,APACHE
619,370,"=""MCNARY""",10,President - Dem,20,"Steinberg, Michael",0,APACHE
620,370,"=""MCNARY""",10,President - Dem,30,"Sanders, Bernie",3,APACHE
621,370,"=""MCNARY""",10,President - Dem,40,"O'Malley, Martin J.",0,APACHE
622,370,"=""MCNARY""",10,President - Dem,50,"Clinton, Hillary",19,APACHE
623,370,"=""MCNARY""",10,President - Dem,60,"Hewes, Henry",1,APACHE
624,370,"=""MCNARY""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
625,370,"=""MCNARY""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
626,370,"=""MCNARY""",20,President - Rep,999997,Registered Voters,16,APACHE
627,370,"=""MCNARY""",20,President - Rep,999996,Times Counted,0,APACHE
628,370,"=""MCNARY""",20,President - Rep,10,"Santorum, Rick",0,APACHE
629,370,"=""MCNARY""",20,President - Rep,20,"Cook, Tim",0,APACHE
630,370,"=""MCNARY""",20,President - Rep,30,"Paul, Rand",0,APACHE
631,370,"=""MCNARY""",20,President - Rep,40,"Rubio, Marco",0,APACHE
632,370,"=""MCNARY""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
633,370,"=""MCNARY""",20,President - Rep,60,"Kasich, John R.",0,APACHE
634,370,"=""MCNARY""",20,President - Rep,70,"Bush, Jeb",0,APACHE
635,370,"=""MCNARY""",20,President - Rep,80,"Trump, Donald J.",0,APACHE
636,370,"=""MCNARY""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
637,370,"=""MCNARY""",20,President - Rep,100,"Pataki, George E.",0,APACHE
638,370,"=""MCNARY""",20,President - Rep,110,"Cruz, Ted",0,APACHE
639,370,"=""MCNARY""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
640,370,"=""MCNARY""",20,President - Rep,130,"Christie, Chris",0,APACHE
641,370,"=""MCNARY""",20,President - Rep,140,"Carson, Ben",0,APACHE
642,370,"=""MCNARY""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
643,370,"=""MCNARY""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
644,370,"=""MCNARY""",30,President - Gre,999997,Registered Voters,0,APACHE
645,370,"=""MCNARY""",30,President - Gre,999996,Times Counted,0,APACHE
646,370,"=""MCNARY""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
647,370,"=""MCNARY""",30,President - Gre,20,"Stein, Jill",0,APACHE
648,390,"=""MANY""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
649,390,"=""MANY""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
650,390,"=""MANY""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
651,390,"=""MANY""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
652,390,"=""MANY""",10,President - Dem,999997,Registered Voters,1111,APACHE
653,390,"=""MANY""",10,President - Dem,999996,Times Counted,349,APACHE
654,390,"=""MANY""",10,President - Dem,10,"De La Fuente, Roque",3,APACHE
655,390,"=""MANY""",10,President - Dem,20,"Steinberg, Michael",4,APACHE
656,390,"=""MANY""",10,President - Dem,30,"Sanders, Bernie",69,APACHE
657,390,"=""MANY""",10,President - Dem,40,"O'Malley, Martin J.",1,APACHE
658,390,"=""MANY""",10,President - Dem,50,"Clinton, Hillary",265,APACHE
659,390,"=""MANY""",10,President - Dem,60,"Hewes, Henry",7,APACHE
660,390,"=""MANY""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
661,390,"=""MANY""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
662,390,"=""MANY""",20,President - Rep,999997,Registered Voters,90,APACHE
663,390,"=""MANY""",20,President - Rep,999996,Times Counted,11,APACHE
664,390,"=""MANY""",20,President - Rep,10,"Santorum, Rick",0,APACHE
