precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_dem_GALLEGO,gen_grn_BARAKA,gen_grn_STEIN,gen_ind_CASTLE,gen_ind_CUBBLER,gen_ind_FOX,gen_ind_HOEFLING,gen_ind_KOTLIKOFF,gen_ind_LEE,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_ind_MORROW,gen_ind_SOLTYSIK,gen_ind_STEFFES,gen_ind_STEIN,gen_ind_VALDIVIA,gen_lib_CORVALAN,gen_lib_JOHNSON,gen_rep_ARRINGTON,gen_rep_HURD,gen_rep_TRUMP,gen_unk_BARRIERE,gen_unk_CASE,gen_unk_CHRISTIE,gen_unk_CRUZ,gen_unk_ERSKINE,gen_unk_KUSHNER,gen_unk_LEAMER,gen_unk_LILLY,gen_unk_RODRIGUEZ,gen_unk_RUBIO,gen_unk_SANDERS,gen_unk_SCHULIN,gen_unk_WALKER
TRAVIS234 C,0,738,0,0,10,0,0.0,0.0,0,0,0.0,0.0,19,0.0,0.0,0.0,0.0,0,0.0,0,79,0,0,809,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS235 A AUSTIN,0,1890,0,0,61,0,0.0,0.0,0,0,0.0,0.0,10,0.0,0.0,0.0,0.0,0,0.0,0,101,0,0,243,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS236 A AUSTIN,0,2033,0,0,42,0,0.0,0.0,0,0,0.0,0.0,24,0.0,0.0,0.0,0.0,0,0.0,0,99,0,0,309,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS237 A AUSTIN,0,1101,0,0,4,0,0.0,0.0,0,0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.0,0,86,0,0,480,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS238 A AUSTIN,0,1575,0,0,35,0,0.0,0.0,0,0,0.0,0.0,29,0.0,0.0,0.0,0.0,0,0.0,0,127,0,0,470,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS239 A AUSTIN,0,1504,0,0,32,0,0.0,0.0,0,0,0.0,0.0,18,0.0,0.0,0.0,0.0,0,0.0,0,77,0,0,334,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS240 A AUSTIN,0,581,0,0,5,0,0.0,0.0,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0,0.0,0,64,0,0,206,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS241 A AUSTIN,0,1087,0,0,24,0,0.0,0.0,0,0,0.0,0.0,13,0.0,0.0,0.0,0.0,0,0.0,0,59,0,0,191,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS242 A AUSTIN,0,3451,0,0,81,0,0.0,0.0,0,0,0.0,0.0,44,0.0,0.0,0.0,0.0,0,0.0,0,182,0,0,563,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS243 A AUSTIN,0,1062,0,0,10,0,0.0,0.0,0,0,0.0,0.0,15,0.0,0.0,0.0,0.0,0,0.0,0,81,0,0,316,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS244 A,0,1126,0,0,18,0,0.0,0.0,0,0,0.0,0.0,21,0.0,0.0,0.0,0.0,0,0.0,0,123,0,0,998,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS244 B AUSTIN,0,78,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,41,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS244 C,0,223,0,0,6,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,20,0,0,208,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS245 A,0,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS245 B AUSTIN,0,438,0,0,10,0,0.0,0.0,0,0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,0.0,0,53,0,0,406,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS246 A AUSTIN,0,961,0,0,19,0,0.0,0.0,0,0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.0,0,49,0,0,374,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS247 A AUSTIN,0,350,0,0,3,0,0.0,0.0,0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,0,17,0,0,250,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS248 A AUSTIN,0,1382,0,0,52,0,0.0,0.0,0,0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,0.0,0,70,0,0,333,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS249 A AUSTIN,0,1538,0,0,27,0,0.0,0.0,0,0,0.0,0.0,23,0.0,0.0,0.0,0.0,0,0.0,0,115,0,0,611,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS250 A AUSTIN,0,2999,0,0,69,0,0.0,0.0,0,0,0.0,0.0,20,0.0,0.0,0.0,0.0,0,0.0,0,178,0,0,683,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS251 A AUSTIN,0,1745,0,0,34,0,0.0,0.0,0,0,0.0,0.0,23,0.0,0.0,0.0,0.0,0,0.0,0,125,0,0,531,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS252 A AUSTIN,0,1486,0,0,32,0,0.0,0.0,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0,0.0,0,90,0,0,415,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS253 A AUSTIN,0,1439,0,0,17,0,0.0,0.0,0,0,0.0,0.0,23,0.0,0.0,0.0,0.0,0,0.0,0,116,0,0,817,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS254 A AUSTIN,0,1164,0,0,31,0,0.0,0.0,0,0,0.0,0.0,13,0.0,0.0,0.0,0.0,0,0.0,0,117,0,0,496,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS254 B AUSTIN,0,412,0,0,6,0,0.0,0.0,0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,0,46,0,0,151,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS256 A AUSTIN,0,936,0,0,16,0,0.0,0.0,0,0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.0,0,83,0,0,625,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS258 A AUSTIN,0,177,0,0,4,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,10,0,0,71,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS258 B AUSTIN,0,878,0,0,18,0,0.0,0.0,0,0,0.0,0.0,5,0.0,0.0,0.0,0.0,0,0.0,0,62,0,0,427,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS258 C AUSTIN,0,30,0,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,7,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS258 D AUSTIN,0,107,0,0,6,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,8,0,0,26,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS259 A AUSTIN,0,1364,0,0,25,0,0.0,0.0,0,0,0.0,0.0,29,0.0,0.0,0.0,0.0,0,0.0,0,128,0,0,557,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS260 A AUSTIN,0,560,0,0,14,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,31,0,0,143,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS260 B AUSTIN,0,7,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,6,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS262 A AUSTIN,0,2311,0,0,56,0,0.0,0.0,0,0,0.0,0.0,39,0.0,0.0,0.0,0.0,0,0.0,0,166,0,0,885,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS263 A AUSTIN,0,1423,0,0,40,0,0.0,0.0,0,0,0.0,0.0,35,0.0,0.0,0.0,0.0,0,0.0,0,139,0,0,543,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS266 A AUSTIN,0,46,0,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,21,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS266 B AUSTIN,0,193,0,0,1,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,19,0,0,135,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS267 A AUSTIN,0,754,0,0,19,0,0.0,0.0,0,0,0.0,0.0,16,0.0,0.0,0.0,0.0,0,0.0,0,70,0,0,299,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS267 B AUSTIN,0,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS268 A AUSTIN,0,167,0,0,5,0,0.0,0.0,0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,0,14,0,0,68,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS268 B AUSTIN,0,348,0,0,9,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,29,0,0,84,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS268 D AUSTIN,0,51,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,13,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS273 A AUSTIN,0,1865,0,0,27,0,0.0,0.0,0,0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,0.0,0,97,0,0,376,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS274 A AUSTIN,0,1740,0,0,57,0,0.0,0.0,0,0,0.0,0.0,16,0.0,0.0,0.0,0.0,0,0.0,0,87,0,0,176,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS274 B AUSTIN,0,18,0,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,4,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS275 A AUSTIN,0,1569,0,0,45,0,0.0,0.0,0,0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,0.0,0,58,0,0,136,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS275 B AUSTIN,0,656,0,0,24,0,0.0,0.0,0,0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,0.0,0,35,0,0,76,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS277 A AUSTIN,0,3765,0,0,87,0,0.0,0.0,0,0,0.0,0.0,27,0.0,0.0,0.0,0.0,0,0.0,0,246,0,0,1102,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS301 A,0,129,0,0,0,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,17,0,0,25,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS301 B,0,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS301 C SUNSET VALLEY,0,4,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,4,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS301 D SUNSET VALLEY,0,236,0,0,6,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,17,0,0,131,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS301 E AUSTIN,0,261,0,0,3,0,0.0,0.0,0,0,0.0,0.0,5,0.0,0.0,0.0,0.0,0,0.0,0,29,0,0,73,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS302 A,0,965,0,0,28,0,0.0,0.0,0,0,0.0,0.0,23,0.0,0.0,0.0,0.0,0,0.0,0,115,0,0,783,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS302 B AUSTIN,0,389,0,0,6,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,36,0,0,183,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS303 A,0,1142,0,0,21,0,0.0,0.0,0,0,0.0,0.0,19,0.0,0.0,0.0,0.0,0,0.0,0,91,0,0,964,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS303 B AUSTIN,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS303 C,0,16,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,3,0,0,14,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS304 A AUSTIN,0,1838,0,0,32,0,0.0,0.0,0,0,0.0,0.0,43,0.0,0.0,0.0,0.0,0,0.0,0,194,0,0,1097,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS305 A AUSTIN,0,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,4,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS306 A,0,790,0,0,13,0,0.0,0.0,0,0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,0.0,0,75,0,0,1250,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS306 B,0,85,0,0,4,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,6,0,0,192,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS307 A,0,510,0,0,9,0,0.0,0.0,0,0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,0.0,0,35,0,0,291,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS307 B AUSTIN,0,34,0,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,2,0,0,62,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS307 C AUSTIN,0,129,0,0,3,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,8,0,0,47,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS308 A,0,1509,0,0,32,0,0.0,0.0,0,0,0.0,0.0,33,0.0,0.0,0.0,0.0,0,0.0,0,185,0,0,2680,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS308 B,0,70,0,0,0,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,10,0,0,127,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS309 A,0,147,0,0,7,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,14,0,0,118,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS309 B AUSTIN,0,660,0,0,16,0,0.0,0.0,0,0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.0,0,77,0,0,337,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS309 C AUSTIN,0,370,0,0,7,0,0.0,0.0,0,0,0.0,0.0,5,0.0,0.0,0.0,0.0,0,0.0,0,31,0,0,139,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS310 A,0,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS310 B,0,824,0,0,29,0,0.0,0.0,0,0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,0.0,0,72,0,0,654,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS310 D AUSTIN,0,1210,0,0,22,0,0.0,0.0,0,0,0.0,0.0,7,0.0,0.0,0.0,0.0,0,0.0,0,104,0,0,548,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS310 F,0,65,0,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,2,0,0,16,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS311 A AUSTIN,0,2964,0,0,92,0,0.0,0.0,0,0,0.0,0.0,22,0.0,0.0,0.0,0.0,0,0.0,0,180,0,0,571,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS312 A,0,656,0,0,11,0,0.0,0.0,0,0,0.0,0.0,5,0.0,0.0,0.0,0.0,0,0.0,0,68,0,0,885,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS313 A AUSTIN,0,252,0,0,6,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,22,0,0,37,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS314 A,0,716,0,0,10,0,0.0,0.0,0,0,0.0,0.0,13,0.0,0.0,0.0,0.0,0,0.0,0,95,0,0,1078,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS314 B AUSTIN,0,923,0,0,21,0,0.0,0.0,0,0,0.0,0.0,19,0.0,0.0,0.0,0.0,0,0.0,0,99,0,0,717,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS314 C,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,9,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS315 A,0,626,0,0,12,0,0.0,0.0,0,0,0.0,0.0,7,0.0,0.0,0.0,0.0,0,0.0,0,61,0,0,354,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS315 B AUSTIN,0,1107,0,0,22,0,0.0,0.0,0,0,0.0,0.0,16,0.0,0.0,0.0,0.0,0,0.0,0,98,0,0,748,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS316 A,0,937,0,0,7,0,0.0,0.0,0,0,0.0,0.0,35,0.0,0.0,0.0,0.0,0,0.0,0,120,0,0,1345,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS317 A,0,83,0,0,2,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,8,0,0,50,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS317 B AUSTIN,0,439,0,0,11,0,0.0,0.0,0,0,0.0,0.0,7,0.0,0.0,0.0,0.0,0,0.0,0,45,0,0,261,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS317 C AUSTIN,0,601,0,0,11,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,56,0,0,432,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS317 D,0,16,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,2,0,0,22,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS318 A,0,362,0,0,7,0,0.0,0.0,0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0,0.0,0,24,0,0,232,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS318 C,0,7,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,4,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS319 A,0,661,0,0,18,0,0.0,0.0,0,0,0.0,0.0,7,0.0,0.0,0.0,0.0,0,0.0,0,69,0,0,1040,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS320 A,0,549,0,0,13,0,0.0,0.0,0,0,0.0,0.0,17,0.0,0.0,0.0,0.0,0,0.0,0,49,0,0,875,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS321 A AUSTIN,0,359,0,0,9,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,17,0,0,209,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS323 A AUSTIN,0,1095,0,0,23,0,0.0,0.0,0,0,0.0,0.0,16,0.0,0.0,0.0,0.0,0,0.0,0,86,0,0,293,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS324 A,0,1863,0,0,33,0,0.0,0.0,0,0,0.0,0.0,40,0.0,0.0,0.0,0.0,0,0.0,0,235,0,0,2478,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS325 A AUSTIN,0,50,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,21,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS326 A,0,1,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS326 B,0,29,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,16,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS326 C AUSTIN,0,152,0,0,3,0,0.0,0.0,0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0,0.0,0,10,0,0,86,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS326 D AUSTIN,0,806,0,0,7,0,0.0,0.0,0,0,0.0,0.0,10,0.0,0.0,0.0,0.0,0,0.0,0,52,0,0,372,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS326 E,0,6,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS326 F,0,141,0,0,3,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,17,0,0,141,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS327 A AUSTIN,0,1219,0,0,12,0,0.0,0.0,0,0,0.0,0.0,15,0.0,0.0,0.0,0.0,0,0.0,0,94,0,0,716,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS327 B AUSTIN,0,162,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,15,0,0,97,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS328 A AUSTIN,0,1071,0,0,22,0,0.0,0.0,0,0,0.0,0.0,20,0.0,0.0,0.0,0.0,0,0.0,0,79,0,0,419,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS328 B AUSTIN,0,814,0,0,17,0,0.0,0.0,0,0,0.0,0.0,14,0.0,0.0,0.0,0.0,0,0.0,0,70,0,0,413,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS329 A AUSTIN,0,2054,0,0,26,0,0.0,0.0,0,0,0.0,0.0,19,0.0,0.0,0.0,0.0,0,0.0,0,209,0,0,808,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS330 A,0,843,0,0,18,0,0.0,0.0,0,0,0.0,0.0,13,0.0,0.0,0.0,0.0,0,0.0,0,81,0,0,805,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS330 B AUSTIN,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS330 C AUSTIN,0,247,0,0,4,0,0.0,0.0,0,0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,0.0,0,34,0,0,203,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS330 D,0,34,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,14,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS331 A AUSTIN,0,1261,0,0,13,0,0.0,0.0,0,0,0.0,0.0,14,0.0,0.0,0.0,0.0,0,0.0,0,97,0,0,683,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS331 B,0,24,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,2,0,0,9,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS332 A AUSTIN,0,1792,0,0,36,0,0.0,0.0,0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0,0.0,0,81,0,0,251,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS333 A,0,7,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,12,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS333 B,0,4,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,28,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS333 C AUSTIN,0,146,0,0,3,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,11,0,0,120,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS333 D AUSTIN,0,1140,0,0,18,0,0.0,0.0,0,0,0.0,0.0,26,0.0,0.0,0.0,0.0,0,0.0,0,86,0,0,595,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS333 E,0,4,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,7,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS333 F,0,4,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
TRAVIS334 A,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
