county,precinct,office,district,candidate,party,votes,vtd
Labette,Osage Township S14,U.S. House,2,"Bales, James Houston",Libertarian,0,120020
Labette,Osage Township S14,U.S. House,2,"Jenkins, Lynn",Republican,0,120020
Labette,Osage Township S15,U.S. House,2,"Potter, Britani",Democratic,61,120030
Labette,Osage Township S15,U.S. House,2,"Bales, James Houston",Libertarian,15,120030
Labette,Osage Township S15,U.S. House,2,"Jenkins, Lynn",Republican,243,120030
Labette,Richland Township H1 A,U.S. House,2,"Potter, Britani",Democratic,3,12004A
Labette,Richland Township H1 A,U.S. House,2,"Bales, James Houston",Libertarian,1,12004A
Labette,Richland Township H1 A,U.S. House,2,"Jenkins, Lynn",Republican,26,12004A
Labette,Richland Township H1 B,U.S. House,2,"Potter, Britani",Democratic,1,12004B
Labette,Richland Township H1 B,U.S. House,2,"Bales, James Houston",Libertarian,1,12004B
Labette,Richland Township H1 B,U.S. House,2,"Jenkins, Lynn",Republican,17,12004B
Labette,Richland Township H1,U.S. House,2,"Potter, Britani",Democratic,0,120040
Labette,Richland Township H1,U.S. House,2,"Bales, James Houston",Libertarian,0,120040
Labette,Richland Township H1,U.S. House,2,"Jenkins, Lynn",Republican,0,120040
Labette,Richland Township H7,U.S. House,2,"Potter, Britani",Democratic,18,120050
Labette,Richland Township H7,U.S. House,2,"Bales, James Houston",Libertarian,2,120050
Labette,Richland Township H7,U.S. House,2,"Jenkins, Lynn",Republican,60,120050
Labette,Oswego City Ward 1 Exclave,U.S. House,2,"Potter, Britani",Democratic,0,900010
Labette,Oswego City Ward 1 Exclave,U.S. House,2,"Bales, James Houston",Libertarian,0,900010
Labette,Oswego City Ward 1 Exclave,U.S. House,2,"Jenkins, Lynn",Republican,0,900010
Labette,Altamont City Part A,U.S. Senate,,"Smith, DJ",Write-ins,0,00001A
Labette,Altamont City Part A,U.S. Senate,,"Wiesner, Patrick",Democratic,0,00001A
Labette,Altamont City Part A,U.S. Senate,,"Garrard, Robert D.",Libertarian,0,00001A
Labette,Altamont City Part A,U.S. Senate,,"Moran, Jerry",Republican,0,00001A
Labette,Canada Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000020
Labette,Canada Township,U.S. Senate,,"Wiesner, Patrick",Democratic,19,000020
Labette,Canada Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,7,000020
Labette,Canada Township,U.S. Senate,,"Moran, Jerry",Republican,90,000020
Labette,Chetopa Ward 1,U.S. Senate,,"Smith, DJ",Write-ins,0,000030
Labette,Chetopa Ward 1,U.S. Senate,,"Wiesner, Patrick",Democratic,44,000030
Labette,Chetopa Ward 1,U.S. Senate,,"Garrard, Robert D.",Libertarian,1,000030
Labette,Chetopa Ward 1,U.S. Senate,,"Moran, Jerry",Republican,59,000030
Labette,Chetopa Ward 2,U.S. Senate,,"Smith, DJ",Write-ins,0,000040
Labette,Chetopa Ward 2,U.S. Senate,,"Wiesner, Patrick",Democratic,33,000040
Labette,Chetopa Ward 2,U.S. Senate,,"Garrard, Robert D.",Libertarian,6,000040
Labette,Chetopa Ward 2,U.S. Senate,,"Moran, Jerry",Republican,74,000040
Labette,Chetopa Ward 3,U.S. Senate,,"Smith, DJ",Write-ins,0,000050
Labette,Chetopa Ward 3,U.S. Senate,,"Wiesner, Patrick",Democratic,36,000050
Labette,Chetopa Ward 3,U.S. Senate,,"Garrard, Robert D.",Libertarian,9,000050
Labette,Chetopa Ward 3,U.S. Senate,,"Moran, Jerry",Republican,96,000050
Labette,Elm Grove Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000060
Labette,Elm Grove Township,U.S. Senate,,"Wiesner, Patrick",Democratic,60,000060
Labette,Elm Grove Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,23,000060
Labette,Elm Grove Township,U.S. Senate,,"Moran, Jerry",Republican,308,000060
Labette,Fairview Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000070
Labette,Fairview Township,U.S. Senate,,"Wiesner, Patrick",Democratic,15,000070
Labette,Fairview Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,2,000070
Labette,Fairview Township,U.S. Senate,,"Moran, Jerry",Republican,81,000070
Labette,Hackberry Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000080
Labette,Hackberry Township,U.S. Senate,,"Wiesner, Patrick",Democratic,22,000080
Labette,Hackberry Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,8,000080
Labette,Hackberry Township,U.S. Senate,,"Moran, Jerry",Republican,128,000080
Labette,Howard Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000090
Labette,Howard Township,U.S. Senate,,"Wiesner, Patrick",Democratic,33,000090
Labette,Howard Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,11,000090
Labette,Howard Township,U.S. Senate,,"Moran, Jerry",Republican,127,000090
Labette,Labette Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000100
Labette,Labette Township,U.S. Senate,,"Wiesner, Patrick",Democratic,34,000100
Labette,Labette Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,11,000100
Labette,Labette Township,U.S. Senate,,"Moran, Jerry",Republican,155,000100
Labette,Liberty Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000110
Labette,Liberty Township,U.S. Senate,,"Wiesner, Patrick",Democratic,39,000110
Labette,Liberty Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,15,000110
Labette,Liberty Township,U.S. Senate,,"Moran, Jerry",Republican,138,000110
Labette,Montana Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000120
Labette,Montana Township,U.S. Senate,,"Wiesner, Patrick",Democratic,12,000120
Labette,Montana Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,2,000120
Labette,Montana Township,U.S. Senate,,"Moran, Jerry",Republican,64,000120
Labette,Mound Valley Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000130
Labette,Mound Valley Township,U.S. Senate,,"Wiesner, Patrick",Democratic,56,000130
Labette,Mound Valley Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,30,000130
Labette,Mound Valley Township,U.S. Senate,,"Moran, Jerry",Republican,256,000130
Labette,Mount Pleasant Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000140
Labette,Mount Pleasant Township,U.S. Senate,,"Wiesner, Patrick",Democratic,128,000140
Labette,Mount Pleasant Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,32,000140
Labette,Mount Pleasant Township,U.S. Senate,,"Moran, Jerry",Republican,416,000140
Labette,Neosho Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000150
Labette,Neosho Township,U.S. Senate,,"Wiesner, Patrick",Democratic,34,000150
Labette,Neosho Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,3,000150
Labette,Neosho Township,U.S. Senate,,"Moran, Jerry",Republican,44,000150
Labette,North Township,U.S. Senate,,"Smith, DJ",Write-ins,0,00016A
Labette,North Township,U.S. Senate,,"Wiesner, Patrick",Democratic,85,00016A
Labette,North Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,21,00016A
Labette,North Township,U.S. Senate,,"Moran, Jerry",Republican,210,00016A
Labette,North Township Enclave,U.S. Senate,,"Smith, DJ",Write-ins,0,00016B
Labette,North Township Enclave,U.S. Senate,,"Wiesner, Patrick",Democratic,0,00016B
Labette,North Township Enclave,U.S. Senate,,"Garrard, Robert D.",Libertarian,0,00016B
Labette,North Township Enclave,U.S. Senate,,"Moran, Jerry",Republican,0,00016B
Labette,Oswego City Ward 1,U.S. Senate,,"Smith, DJ",Write-ins,0,000180
Labette,Oswego City Ward 1,U.S. Senate,,"Wiesner, Patrick",Democratic,58,000180
Labette,Oswego City Ward 1,U.S. Senate,,"Garrard, Robert D.",Libertarian,24,000180
Labette,Oswego City Ward 1,U.S. Senate,,"Moran, Jerry",Republican,171,000180
Labette,Oswego City Ward 2,U.S. Senate,,"Smith, DJ",Write-ins,0,00019A
Labette,Oswego City Ward 2,U.S. Senate,,"Wiesner, Patrick",Democratic,52,00019A
Labette,Oswego City Ward 2,U.S. Senate,,"Garrard, Robert D.",Libertarian,22,00019A
Labette,Oswego City Ward 2,U.S. Senate,,"Moran, Jerry",Republican,160,00019A
Labette,Oswego City Ward 3,U.S. Senate,,"Smith, DJ",Write-ins,0,000200
Labette,Oswego City Ward 3,U.S. Senate,,"Wiesner, Patrick",Democratic,39,000200
Labette,Oswego City Ward 3,U.S. Senate,,"Garrard, Robert D.",Libertarian,18,000200
Labette,Oswego City Ward 3,U.S. Senate,,"Moran, Jerry",Republican,126,000200
Labette,Oswego Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000210
Labette,Oswego Township,U.S. Senate,,"Wiesner, Patrick",Democratic,20,000210
Labette,Oswego Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,6,000210
Labette,Oswego Township,U.S. Senate,,"Moran, Jerry",Republican,101,000210
Labette,Parsons Ward 1 Precinct 1,U.S. Senate,,"Smith, DJ",Write-ins,0,000220
Labette,Parsons Ward 1 Precinct 1,U.S. Senate,,"Wiesner, Patrick",Democratic,107,000220
Labette,Parsons Ward 1 Precinct 1,U.S. Senate,,"Garrard, Robert D.",Libertarian,13,000220
Labette,Parsons Ward 1 Precinct 1,U.S. Senate,,"Moran, Jerry",Republican,204,000220
Labette,Parsons Ward 1 Precinct 2,U.S. Senate,,"Smith, DJ",Write-ins,0,000230
Labette,Parsons Ward 1 Precinct 2,U.S. Senate,,"Wiesner, Patrick",Democratic,59,000230
Labette,Parsons Ward 1 Precinct 2,U.S. Senate,,"Garrard, Robert D.",Libertarian,12,000230
Labette,Parsons Ward 1 Precinct 2,U.S. Senate,,"Moran, Jerry",Republican,84,000230
Labette,Parsons Ward 1 Precinct 3,U.S. Senate,,"Smith, DJ",Write-ins,0,00024A
Labette,Parsons Ward 1 Precinct 3,U.S. Senate,,"Wiesner, Patrick",Democratic,61,00024A
Labette,Parsons Ward 1 Precinct 3,U.S. Senate,,"Garrard, Robert D.",Libertarian,7,00024A
Labette,Parsons Ward 1 Precinct 3,U.S. Senate,,"Moran, Jerry",Republican,53,00024A
Labette,Parsons Ward 1 Precinct 3 Exclave,U.S. Senate,,"Smith, DJ",Write-ins,0,00024B
Labette,Parsons Ward 1 Precinct 3 Exclave,U.S. Senate,,"Wiesner, Patrick",Democratic,0,00024B
Labette,Parsons Ward 1 Precinct 3 Exclave,U.S. Senate,,"Garrard, Robert D.",Libertarian,0,00024B
Labette,Parsons Ward 1 Precinct 3 Exclave,U.S. Senate,,"Moran, Jerry",Republican,0,00024B
Labette,Parsons Ward 2 Precinct 1,U.S. Senate,,"Smith, DJ",Write-ins,0,000250
Labette,Parsons Ward 2 Precinct 1,U.S. Senate,,"Wiesner, Patrick",Democratic,40,000250
Labette,Parsons Ward 2 Precinct 1,U.S. Senate,,"Garrard, Robert D.",Libertarian,6,000250
Labette,Parsons Ward 2 Precinct 1,U.S. Senate,,"Moran, Jerry",Republican,59,000250
Labette,Parsons Ward 2 Precinct 2,U.S. Senate,,"Smith, DJ",Write-ins,0,000260
Labette,Parsons Ward 2 Precinct 2,U.S. Senate,,"Wiesner, Patrick",Democratic,122,000260
Labette,Parsons Ward 2 Precinct 2,U.S. Senate,,"Garrard, Robert D.",Libertarian,23,000260
Labette,Parsons Ward 2 Precinct 2,U.S. Senate,,"Moran, Jerry",Republican,125,000260
Labette,Parsons Ward 2 Precinct 3,U.S. Senate,,"Smith, DJ",Write-ins,0,00027A
Labette,Parsons Ward 2 Precinct 3,U.S. Senate,,"Wiesner, Patrick",Democratic,123,00027A
Labette,Parsons Ward 2 Precinct 3,U.S. Senate,,"Garrard, Robert D.",Libertarian,23,00027A
Labette,Parsons Ward 2 Precinct 3,U.S. Senate,,"Moran, Jerry",Republican,155,00027A
Labette,Parsons Ward 2 Precinct 3 Exclave,U.S. Senate,,"Smith, DJ",Write-ins,0,00027B
Labette,Parsons Ward 2 Precinct 3 Exclave,U.S. Senate,,"Wiesner, Patrick",Democratic,0,00027B
Labette,Parsons Ward 2 Precinct 3 Exclave,U.S. Senate,,"Garrard, Robert D.",Libertarian,0,00027B
Labette,Parsons Ward 2 Precinct 3 Exclave,U.S. Senate,,"Moran, Jerry",Republican,0,00027B
Labette,Parsons Ward 3 Precinct 1,U.S. Senate,,"Smith, DJ",Write-ins,0,000280
Labette,Parsons Ward 3 Precinct 1,U.S. Senate,,"Wiesner, Patrick",Democratic,45,000280
Labette,Parsons Ward 3 Precinct 1,U.S. Senate,,"Garrard, Robert D.",Libertarian,10,000280
Labette,Parsons Ward 3 Precinct 1,U.S. Senate,,"Moran, Jerry",Republican,75,000280
Labette,Parsons Ward 3 Precinct 2,U.S. Senate,,"Smith, DJ",Write-ins,0,00029A
Labette,Parsons Ward 3 Precinct 2,U.S. Senate,,"Wiesner, Patrick",Democratic,149,00029A
Labette,Parsons Ward 3 Precinct 2,U.S. Senate,,"Garrard, Robert D.",Libertarian,16,00029A
Labette,Parsons Ward 3 Precinct 2,U.S. Senate,,"Moran, Jerry",Republican,188,00029A
Labette,Parsons Ward 3 Precinct 2 Exclave,U.S. Senate,,"Smith, DJ",Write-ins,0,00029B
Labette,Parsons Ward 3 Precinct 2 Exclave,U.S. Senate,,"Wiesner, Patrick",Democratic,0,00029B
Labette,Parsons Ward 3 Precinct 2 Exclave,U.S. Senate,,"Garrard, Robert D.",Libertarian,0,00029B
Labette,Parsons Ward 3 Precinct 2 Exclave,U.S. Senate,,"Moran, Jerry",Republican,0,00029B
Labette,Parsons Ward 3 Precinct 3,U.S. Senate,,"Smith, DJ",Write-ins,0,000300
Labette,Parsons Ward 3 Precinct 3,U.S. Senate,,"Wiesner, Patrick",Democratic,106,000300
Labette,Parsons Ward 3 Precinct 3,U.S. Senate,,"Garrard, Robert D.",Libertarian,20,000300
Labette,Parsons Ward 3 Precinct 3,U.S. Senate,,"Moran, Jerry",Republican,158,000300
Labette,Parsons Ward 3 Precinct 4,U.S. Senate,,"Smith, DJ",Write-ins,0,000310
Labette,Parsons Ward 3 Precinct 4,U.S. Senate,,"Wiesner, Patrick",Democratic,159,000310
Labette,Parsons Ward 3 Precinct 4,U.S. Senate,,"Garrard, Robert D.",Libertarian,18,000310
Labette,Parsons Ward 3 Precinct 4,U.S. Senate,,"Moran, Jerry",Republican,234,000310
Labette,Parsons Ward 4 Precinct 1,U.S. Senate,,"Smith, DJ",Write-ins,0,000320
Labette,Parsons Ward 4 Precinct 1,U.S. Senate,,"Wiesner, Patrick",Democratic,61,000320
Labette,Parsons Ward 4 Precinct 1,U.S. Senate,,"Garrard, Robert D.",Libertarian,8,000320
Labette,Parsons Ward 4 Precinct 1,U.S. Senate,,"Moran, Jerry",Republican,102,000320
Labette,Parsons Ward 4 Precinct 2,U.S. Senate,,"Smith, DJ",Write-ins,0,000330
Labette,Parsons Ward 4 Precinct 2,U.S. Senate,,"Wiesner, Patrick",Democratic,92,000330
Labette,Parsons Ward 4 Precinct 2,U.S. Senate,,"Garrard, Robert D.",Libertarian,19,000330
Labette,Parsons Ward 4 Precinct 2,U.S. Senate,,"Moran, Jerry",Republican,116,000330
Labette,Parsons Ward 4 Precinct 3,U.S. Senate,,"Smith, DJ",Write-ins,0,000340
Labette,Parsons Ward 4 Precinct 3,U.S. Senate,,"Wiesner, Patrick",Democratic,76,000340
Labette,Parsons Ward 4 Precinct 3,U.S. Senate,,"Garrard, Robert D.",Libertarian,18,000340
Labette,Parsons Ward 4 Precinct 3,U.S. Senate,,"Moran, Jerry",Republican,106,000340
Labette,Parsons Ward 4 Precinct 4,U.S. Senate,,"Smith, DJ",Write-ins,0,000350
Labette,Parsons Ward 4 Precinct 4,U.S. Senate,,"Wiesner, Patrick",Democratic,91,000350
Labette,Parsons Ward 4 Precinct 4,U.S. Senate,,"Garrard, Robert D.",Libertarian,14,000350
Labette,Parsons Ward 4 Precinct 4,U.S. Senate,,"Moran, Jerry",Republican,185,000350
Labette,Walton Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000370
Labette,Walton Township,U.S. Senate,,"Wiesner, Patrick",Democratic,107,000370
Labette,Walton Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,20,000370
Labette,Walton Township,U.S. Senate,,"Moran, Jerry",Republican,253,000370
Labette,Osage Township S14,U.S. Senate,,"Smith, DJ",Write-ins,0,120020
Labette,Osage Township S14,U.S. Senate,,"Wiesner, Patrick",Democratic,0,120020
Labette,Osage Township S14,U.S. Senate,,"Garrard, Robert D.",Libertarian,0,120020
Labette,Osage Township S14,U.S. Senate,,"Moran, Jerry",Republican,0,120020
Labette,Osage Township S15,U.S. Senate,,"Smith, DJ",Write-ins,0,120030
Labette,Osage Township S15,U.S. Senate,,"Wiesner, Patrick",Democratic,71,120030
Labette,Osage Township S15,U.S. Senate,,"Garrard, Robert D.",Libertarian,22,120030
Labette,Osage Township S15,U.S. Senate,,"Moran, Jerry",Republican,222,120030
Labette,Richland Township H1 A,U.S. Senate,,"Smith, DJ",Write-ins,0,12004A
Labette,Richland Township H1 A,U.S. Senate,,"Wiesner, Patrick",Democratic,7,12004A
Labette,Richland Township H1 A,U.S. Senate,,"Garrard, Robert D.",Libertarian,2,12004A
Labette,Richland Township H1 A,U.S. Senate,,"Moran, Jerry",Republican,20,12004A
Labette,Richland Township H1 B,U.S. Senate,,"Smith, DJ",Write-ins,0,12004B
Labette,Richland Township H1 B,U.S. Senate,,"Wiesner, Patrick",Democratic,2,12004B
Labette,Richland Township H1 B,U.S. Senate,,"Garrard, Robert D.",Libertarian,1,12004B
Labette,Richland Township H1 B,U.S. Senate,,"Moran, Jerry",Republican,16,12004B
Labette,Richland Township H1,U.S. Senate,,"Smith, DJ",Write-ins,0,120040
Labette,Richland Township H1,U.S. Senate,,"Wiesner, Patrick",Democratic,0,120040
Labette,Richland Township H1,U.S. Senate,,"Garrard, Robert D.",Libertarian,0,120040
Labette,Richland Township H1,U.S. Senate,,"Moran, Jerry",Republican,0,120040
Labette,Richland Township H7,U.S. Senate,,"Smith, DJ",Write-ins,0,120050
Labette,Richland Township H7,U.S. Senate,,"Wiesner, Patrick",Democratic,22,120050
Labette,Richland Township H7,U.S. Senate,,"Garrard, Robert D.",Libertarian,5,120050
Labette,Richland Township H7,U.S. Senate,,"Moran, Jerry",Republican,53,120050
Labette,Oswego City Ward 1 Exclave,U.S. Senate,,"Smith, DJ",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,U.S. Senate,,"Wiesner, Patrick",Democratic,0,900010
Labette,Oswego City Ward 1 Exclave,U.S. Senate,,"Garrard, Robert D.",Libertarian,0,900010
Labette,Oswego City Ward 1 Exclave,U.S. Senate,,"Moran, Jerry",Republican,0,900010
Lane,Alamota Township,State House,118,"Hineman, Don",Republican,40,000010
Lane,Dighton Township 2,State House,118,"Hineman, Don",Republican,54,000020
Lane,Dighton Township 3,State House,118,"Hineman, Don",Republican,30,000030
Lane,Cheyenne Township,State House,118,"Hineman, Don",Republican,101,000040
Lane,Dighton Township 1,State House,118,"Hineman, Don",Republican,41,000050
Lane,Dighton City Precinct 1,State House,118,"Hineman, Don",Republican,181,000060
Lane,Dighton City Precinct 2,State House,118,"Hineman, Don",Republican,247,000070
Lane,Dighton City Precinct 3,State House,118,"Hineman, Don",Republican,78,000080
Lane,White Rock Township,State House,118,"Hineman, Don",Republican,11,000100
Lane,Wilson Township,State House,118,"Hineman, Don",Republican,30,000110
Lane,Alamota Township,State Senate,33,"Bristow, Matt",Democratic,7,000010
Lane,Alamota Township,State Senate,33,"Taylor, Mary Jo",Republican,37,000010
Lane,Dighton Township 2,State Senate,33,"Bristow, Matt",Democratic,3,000020
Lane,Dighton Township 2,State Senate,33,"Taylor, Mary Jo",Republican,53,000020
Lane,Dighton Township 3,State Senate,33,"Bristow, Matt",Democratic,4,000030
Lane,Dighton Township 3,State Senate,33,"Taylor, Mary Jo",Republican,27,000030
Lane,Cheyenne Township,State Senate,33,"Bristow, Matt",Democratic,21,000040
Lane,Cheyenne Township,State Senate,33,"Taylor, Mary Jo",Republican,87,000040
Lane,Dighton Township 1,State Senate,33,"Bristow, Matt",Democratic,10,000050
