county,precinct,office,district,candidate,party,votes,vtd
Washington,Union Township,President,,"Sood, Ajay",Write-ins,0,000240
Washington,Union Township,President,,"Sterling, Shawna",Write-ins,0,000240
Washington,Union Township,President,,"Valdivia, Anthony J",Write-ins,0,000240
Washington,Union Township,President,,"Vogel-Walcutt, J.J.",Write-ins,0,000240
Washington,Union Township,President,,"Wysinger, Demetra Jefferson",Write-ins,0,000240
Washington,Union Township,President,,"Clinton, Hillary Rodham",Democratic,4,000240
Washington,Union Township,President,,"Johnson, Gary",Libertarian,2,000240
Washington,Union Township,President,,"Trump, Donald J.",Republican,34,000240
Washington,Washington Township,President,,"Stein, Jill",independent,2,00025A
Washington,Washington Township,President,,"Basiago, Andrew D.",Write-ins,0,00025A
Washington,Washington Township,President,,"Castle, Darrell L",Write-ins,0,00025A
Washington,Washington Township,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,00025A
Washington,Washington Township,President,,"Giordani, Rocky",Write-ins,0,00025A
Washington,Washington Township,President,,"Hedges, James A",Write-ins,0,00025A
Washington,Washington Township,President,,"Hoefling, Tom",Write-ins,0,00025A
Washington,Washington Township,President,,"Kahn, Lynn",Write-ins,0,00025A
Washington,Washington Township,President,,"La Riva, Gloria",Write-ins,0,00025A
Washington,Washington Township,President,,"Levinson, Michael S.",Write-ins,0,00025A
Washington,Washington Township,President,,"Maturen, Michael A",Write-ins,0,00025A
Washington,Washington Township,President,,"McMullin, Evan",Write-ins,0,00025A
Washington,Washington Township,President,,"Moorehead, Monica G.",Write-ins,0,00025A
Washington,Washington Township,President,,"Perry, Darryl",Write-ins,0,00025A
Washington,Washington Township,President,,"Schoenke, Marshall R.",Write-ins,0,00025A
Washington,Washington Township,President,,"Schriner, Joe C",Write-ins,0,00025A
Washington,Washington Township,President,,"Smith, Mike",Write-ins,0,00025A
Washington,Washington Township,President,,"Sood, Ajay",Write-ins,0,00025A
Washington,Washington Township,President,,"Sterling, Shawna",Write-ins,0,00025A
Washington,Washington Township,President,,"Valdivia, Anthony J",Write-ins,0,00025A
Washington,Washington Township,President,,"Vogel-Walcutt, J.J.",Write-ins,0,00025A
Washington,Washington Township,President,,"Wysinger, Demetra Jefferson",Write-ins,0,00025A
Washington,Washington Township,President,,"Clinton, Hillary Rodham",Democratic,8,00025A
Washington,Washington Township,President,,"Johnson, Gary",Libertarian,6,00025A
Washington,Washington Township,President,,"Trump, Donald J.",Republican,103,00025A
Washington,Washington Township Rural Enclave,President,,"Stein, Jill",independent,0,00025B
Washington,Washington Township Rural Enclave,President,,"Basiago, Andrew D.",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"Castle, Darrell L",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"Giordani, Rocky",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"Hedges, James A",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"Hoefling, Tom",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"Kahn, Lynn",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"La Riva, Gloria",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"Levinson, Michael S.",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"Maturen, Michael A",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"McMullin, Evan",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"Moorehead, Monica G.",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"Perry, Darryl",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"Schoenke, Marshall R.",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"Schriner, Joe C",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"Smith, Mike",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"Sood, Ajay",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"Sterling, Shawna",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"Valdivia, Anthony J",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"Vogel-Walcutt, J.J.",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"Wysinger, Demetra Jefferson",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,President,,"Clinton, Hillary Rodham",Democratic,0,00025B
Washington,Washington Township Rural Enclave,President,,"Johnson, Gary",Libertarian,0,00025B
Washington,Washington Township Rural Enclave,President,,"Trump, Donald J.",Republican,0,00025B
Washington,Washington City,President,,"Stein, Jill",independent,11,00026A
Washington,Washington City,President,,"Basiago, Andrew D.",Write-ins,0,00026A
Washington,Washington City,President,,"Castle, Darrell L",Write-ins,0,00026A
Washington,Washington City,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,00026A
Washington,Washington City,President,,"Giordani, Rocky",Write-ins,0,00026A
Washington,Washington City,President,,"Hedges, James A",Write-ins,0,00026A
Washington,Washington City,President,,"Hoefling, Tom",Write-ins,0,00026A
Washington,Washington City,President,,"Kahn, Lynn",Write-ins,0,00026A
Washington,Washington City,President,,"La Riva, Gloria",Write-ins,0,00026A
Washington,Washington City,President,,"Levinson, Michael S.",Write-ins,0,00026A
Washington,Washington City,President,,"Maturen, Michael A",Write-ins,0,00026A
Washington,Washington City,President,,"McMullin, Evan",Write-ins,2,00026A
Washington,Washington City,President,,"Moorehead, Monica G.",Write-ins,0,00026A
Washington,Washington City,President,,"Perry, Darryl",Write-ins,0,00026A
Washington,Washington City,President,,"Schoenke, Marshall R.",Write-ins,0,00026A
Washington,Washington City,President,,"Schriner, Joe C",Write-ins,0,00026A
Washington,Washington City,President,,"Smith, Mike",Write-ins,0,00026A
Washington,Washington City,President,,"Sood, Ajay",Write-ins,0,00026A
Washington,Washington City,President,,"Sterling, Shawna",Write-ins,0,00026A
Washington,Washington City,President,,"Valdivia, Anthony J",Write-ins,0,00026A
Washington,Washington City,President,,"Vogel-Walcutt, J.J.",Write-ins,0,00026A
Washington,Washington City,President,,"Wysinger, Demetra Jefferson",Write-ins,0,00026A
Washington,Washington City,President,,"Clinton, Hillary Rodham",Democratic,105,00026A
Washington,Washington City,President,,"Johnson, Gary",Libertarian,32,00026A
Washington,Washington City,President,,"Trump, Donald J.",Republican,390,00026A
Washington,Washington City Exclave,President,,"Stein, Jill",independent,0,00026B
Washington,Washington City Exclave,President,,"Basiago, Andrew D.",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"Castle, Darrell L",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"Giordani, Rocky",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"Hedges, James A",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"Hoefling, Tom",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"Kahn, Lynn",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"La Riva, Gloria",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"Levinson, Michael S.",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"Maturen, Michael A",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"McMullin, Evan",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"Moorehead, Monica G.",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"Perry, Darryl",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"Schoenke, Marshall R.",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"Schriner, Joe C",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"Smith, Mike",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"Sood, Ajay",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"Sterling, Shawna",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"Valdivia, Anthony J",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"Vogel-Walcutt, J.J.",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"Wysinger, Demetra Jefferson",Write-ins,0,00026B
Washington,Washington City Exclave,President,,"Clinton, Hillary Rodham",Democratic,0,00026B
Washington,Washington City Exclave,President,,"Johnson, Gary",Libertarian,0,00026B
Washington,Washington City Exclave,President,,"Trump, Donald J.",Republican,0,00026B
Washington,Washington Township Rural Enclave B,President,,"Stein, Jill",independent,0,900010
Washington,Washington Township Rural Enclave B,President,,"Basiago, Andrew D.",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"Castle, Darrell L",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"Giordani, Rocky",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"Hedges, James A",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"Hoefling, Tom",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"Kahn, Lynn",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"La Riva, Gloria",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"Levinson, Michael S.",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"Maturen, Michael A",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"McMullin, Evan",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"Moorehead, Monica G.",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"Perry, Darryl",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"Schoenke, Marshall R.",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"Schriner, Joe C",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"Smith, Mike",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"Sood, Ajay",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"Sterling, Shawna",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"Valdivia, Anthony J",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"Vogel-Walcutt, J.J.",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"Wysinger, Demetra Jefferson",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,President,,"Clinton, Hillary Rodham",Democratic,0,900010
Washington,Washington Township Rural Enclave B,President,,"Johnson, Gary",Libertarian,0,900010
Washington,Washington Township Rural Enclave B,President,,"Trump, Donald J.",Republican,0,900010
Washington,Barnes Township,U.S. House,1,"LaPolice, Alan",independent,29,000010
Washington,Barnes Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000010
Washington,Barnes Township,U.S. House,1,"Burt, Kerry",Libertarian,1,000010
Washington,Barnes Township,U.S. House,1,"Marshall, Roger",Republican,58,000010
Washington,Brantford Township,U.S. House,1,"LaPolice, Alan",independent,21,000020
Washington,Brantford Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000020
Washington,Brantford Township,U.S. House,1,"Burt, Kerry",Libertarian,0,000020
Washington,Brantford Township,U.S. House,1,"Marshall, Roger",Republican,18,000020
Washington,Charleston Township,U.S. House,1,"LaPolice, Alan",independent,10,000030
Washington,Charleston Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000030
Washington,Charleston Township,U.S. House,1,"Burt, Kerry",Libertarian,1,000030
Washington,Charleston Township,U.S. House,1,"Marshall, Roger",Republican,21,000030
Washington,Clifton Township,U.S. House,1,"LaPolice, Alan",independent,137,000040
Washington,Clifton Township,U.S. House,1,"Huelskamp, Tim",Write-ins,3,000040
Washington,Clifton Township,U.S. House,1,"Burt, Kerry",Libertarian,0,000040
Washington,Clifton Township,U.S. House,1,"Marshall, Roger",Republican,56,000040
Washington,Coleman Township,U.S. House,1,"LaPolice, Alan",independent,10,000050
Washington,Coleman Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000050
Washington,Coleman Township,U.S. House,1,"Burt, Kerry",Libertarian,0,000050
Washington,Coleman Township,U.S. House,1,"Marshall, Roger",Republican,20,000050
Washington,Farmington Township,U.S. House,1,"LaPolice, Alan",independent,23,000060
Washington,Farmington Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000060
Washington,Farmington Township,U.S. House,1,"Burt, Kerry",Libertarian,4,000060
Washington,Farmington Township,U.S. House,1,"Marshall, Roger",Republican,51,000060
Washington,Franklin Township,U.S. House,1,"LaPolice, Alan",independent,14,000070
Washington,Franklin Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000070
Washington,Franklin Township,U.S. House,1,"Burt, Kerry",Libertarian,3,000070
Washington,Franklin Township,U.S. House,1,"Marshall, Roger",Republican,42,000070
Washington,Grant Township,U.S. House,1,"LaPolice, Alan",independent,6,000080
Washington,Grant Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000080
Washington,Grant Township,U.S. House,1,"Burt, Kerry",Libertarian,0,000080
Washington,Grant Township,U.S. House,1,"Marshall, Roger",Republican,12,000080
Washington,Greenleaf Township,U.S. House,1,"LaPolice, Alan",independent,51,000090
Washington,Greenleaf Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000090
Washington,Greenleaf Township,U.S. House,1,"Burt, Kerry",Libertarian,1,000090
Washington,Greenleaf Township,U.S. House,1,"Marshall, Roger",Republican,86,000090
Washington,Haddam Township,U.S. House,1,"LaPolice, Alan",independent,38,000100
Washington,Haddam Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000100
Washington,Haddam Township,U.S. House,1,"Burt, Kerry",Libertarian,3,000100
Washington,Haddam Township,U.S. House,1,"Marshall, Roger",Republican,40,000100
Washington,Hanover Township,U.S. House,1,"LaPolice, Alan",independent,102,000110
Washington,Hanover Township,U.S. House,1,"Huelskamp, Tim",Write-ins,2,000110
Washington,Hanover Township,U.S. House,1,"Burt, Kerry",Libertarian,12,000110
Washington,Hanover Township,U.S. House,1,"Marshall, Roger",Republican,282,000110
Washington,Highland Township,U.S. House,1,"LaPolice, Alan",independent,5,000120
Washington,Highland Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000120
Washington,Highland Township,U.S. House,1,"Burt, Kerry",Libertarian,1,000120
Washington,Highland Township,U.S. House,1,"Marshall, Roger",Republican,7,000120
Washington,Independence Township,U.S. House,1,"LaPolice, Alan",independent,11,000130
Washington,Independence Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000130
Washington,Independence Township,U.S. House,1,"Burt, Kerry",Libertarian,0,000130
Washington,Independence Township,U.S. House,1,"Marshall, Roger",Republican,50,000130
Washington,Kimeo Township,U.S. House,1,"LaPolice, Alan",independent,15,000140
Washington,Kimeo Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000140
Washington,Kimeo Township,U.S. House,1,"Burt, Kerry",Libertarian,0,000140
Washington,Kimeo Township,U.S. House,1,"Marshall, Roger",Republican,22,000140
Washington,Lincoln Township,U.S. House,1,"LaPolice, Alan",independent,4,000150
Washington,Lincoln Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000150
Washington,Lincoln Township,U.S. House,1,"Burt, Kerry",Libertarian,1,000150
Washington,Lincoln Township,U.S. House,1,"Marshall, Roger",Republican,23,000150
Washington,Linn Township,U.S. House,1,"LaPolice, Alan",independent,79,000160
Washington,Linn Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000160
Washington,Linn Township,U.S. House,1,"Burt, Kerry",Libertarian,5,000160
Washington,Linn Township,U.S. House,1,"Marshall, Roger",Republican,145,000160
Washington,Little Blue Township,U.S. House,1,"LaPolice, Alan",independent,16,000170
Washington,Little Blue Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000170
Washington,Little Blue Township,U.S. House,1,"Burt, Kerry",Libertarian,3,000170
Washington,Little Blue Township,U.S. House,1,"Marshall, Roger",Republican,18,000170
Washington,Logan Township,U.S. House,1,"LaPolice, Alan",independent,21,000180
Washington,Logan Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000180
Washington,Logan Township,U.S. House,1,"Burt, Kerry",Libertarian,0,000180
Washington,Logan Township,U.S. House,1,"Marshall, Roger",Republican,42,000180
Washington,Lowe Township,U.S. House,1,"LaPolice, Alan",independent,4,000190
Washington,Lowe Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000190
Washington,Lowe Township,U.S. House,1,"Burt, Kerry",Libertarian,2,000190
Washington,Lowe Township,U.S. House,1,"Marshall, Roger",Republican,23,000190
Washington,Mill Creek Township,U.S. House,1,"LaPolice, Alan",independent,31,000200
Washington,Mill Creek Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000200
Washington,Mill Creek Township,U.S. House,1,"Burt, Kerry",Libertarian,5,000200
Washington,Mill Creek Township,U.S. House,1,"Marshall, Roger",Republican,73,000200
Washington,Sheridan Township,U.S. House,1,"LaPolice, Alan",independent,24,000210
Washington,Sheridan Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000210
Washington,Sheridan Township,U.S. House,1,"Burt, Kerry",Libertarian,0,000210
Washington,Sheridan Township,U.S. House,1,"Marshall, Roger",Republican,25,000210
Washington,Sherman Township,U.S. House,1,"LaPolice, Alan",independent,54,000220
Washington,Sherman Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000220
Washington,Sherman Township,U.S. House,1,"Burt, Kerry",Libertarian,1,000220
Washington,Sherman Township,U.S. House,1,"Marshall, Roger",Republican,88,000220
Washington,Strawberry Township,U.S. House,1,"LaPolice, Alan",independent,21,000230
Washington,Strawberry Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000230
Washington,Strawberry Township,U.S. House,1,"Burt, Kerry",Libertarian,1,000230
Washington,Strawberry Township,U.S. House,1,"Marshall, Roger",Republican,40,000230
Washington,Union Township,U.S. House,1,"LaPolice, Alan",independent,6,000240
Washington,Union Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,000240
Washington,Union Township,U.S. House,1,"Burt, Kerry",Libertarian,2,000240
Washington,Union Township,U.S. House,1,"Marshall, Roger",Republican,31,000240
Washington,Washington Township,U.S. House,1,"LaPolice, Alan",independent,28,00025A
Washington,Washington Township,U.S. House,1,"Huelskamp, Tim",Write-ins,0,00025A
Washington,Washington Township,U.S. House,1,"Burt, Kerry",Libertarian,2,00025A
Washington,Washington Township,U.S. House,1,"Marshall, Roger",Republican,87,00025A
Washington,Washington Township Rural Enclave,U.S. House,1,"LaPolice, Alan",independent,0,00025B
Washington,Washington Township Rural Enclave,U.S. House,1,"Huelskamp, Tim",Write-ins,0,00025B
Washington,Washington Township Rural Enclave,U.S. House,1,"Burt, Kerry",Libertarian,0,00025B
Washington,Washington Township Rural Enclave,U.S. House,1,"Marshall, Roger",Republican,0,00025B
Washington,Washington City,U.S. House,1,"LaPolice, Alan",independent,178,00026A
Washington,Washington City,U.S. House,1,"Huelskamp, Tim",Write-ins,0,00026A
Washington,Washington City,U.S. House,1,"Burt, Kerry",Libertarian,23,00026A
Washington,Washington City,U.S. House,1,"Marshall, Roger",Republican,325,00026A
Washington,Washington City Exclave,U.S. House,1,"LaPolice, Alan",independent,0,00026B
Washington,Washington City Exclave,U.S. House,1,"Huelskamp, Tim",Write-ins,0,00026B
Washington,Washington City Exclave,U.S. House,1,"Burt, Kerry",Libertarian,0,00026B
Washington,Washington City Exclave,U.S. House,1,"Marshall, Roger",Republican,0,00026B
Washington,Washington Township Rural Enclave B,U.S. House,1,"LaPolice, Alan",independent,0,900010
Washington,Washington Township Rural Enclave B,U.S. House,1,"Huelskamp, Tim",Write-ins,0,900010
Washington,Washington Township Rural Enclave B,U.S. House,1,"Burt, Kerry",Libertarian,0,900010
Washington,Washington Township Rural Enclave B,U.S. House,1,"Marshall, Roger",Republican,0,900010
Washington,Barnes Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000010
Washington,Barnes Township,U.S. Senate,,"Wiesner, Patrick",Democratic,10,000010
Washington,Barnes Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,2,000010
Washington,Barnes Township,U.S. Senate,,"Moran, Jerry",Republican,75,000010
Washington,Brantford Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000020
Washington,Brantford Township,U.S. Senate,,"Wiesner, Patrick",Democratic,3,000020
Washington,Brantford Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,0,000020
Washington,Brantford Township,U.S. Senate,,"Moran, Jerry",Republican,37,000020
Washington,Charleston Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000030
Washington,Charleston Township,U.S. Senate,,"Wiesner, Patrick",Democratic,4,000030
Washington,Charleston Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,0,000030
Washington,Charleston Township,U.S. Senate,,"Moran, Jerry",Republican,30,000030
Washington,Clifton Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000040
Washington,Clifton Township,U.S. Senate,,"Wiesner, Patrick",Democratic,26,000040
Washington,Clifton Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,9,000040
Washington,Clifton Township,U.S. Senate,,"Moran, Jerry",Republican,158,000040
Washington,Coleman Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000050
Washington,Coleman Township,U.S. Senate,,"Wiesner, Patrick",Democratic,2,000050
Washington,Coleman Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,2,000050
Washington,Coleman Township,U.S. Senate,,"Moran, Jerry",Republican,27,000050
Washington,Farmington Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000060
Washington,Farmington Township,U.S. Senate,,"Wiesner, Patrick",Democratic,9,000060
Washington,Farmington Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,6,000060
Washington,Farmington Township,U.S. Senate,,"Moran, Jerry",Republican,64,000060
Washington,Franklin Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000070
Washington,Franklin Township,U.S. Senate,,"Wiesner, Patrick",Democratic,8,000070
Washington,Franklin Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,4,000070
Washington,Franklin Township,U.S. Senate,,"Moran, Jerry",Republican,48,000070
Washington,Grant Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000080
Washington,Grant Township,U.S. Senate,,"Wiesner, Patrick",Democratic,2,000080
Washington,Grant Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,1,000080
Washington,Grant Township,U.S. Senate,,"Moran, Jerry",Republican,15,000080
Washington,Greenleaf Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000090
Washington,Greenleaf Township,U.S. Senate,,"Wiesner, Patrick",Democratic,18,000090
Washington,Greenleaf Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,9,000090
Washington,Greenleaf Township,U.S. Senate,,"Moran, Jerry",Republican,115,000090
Washington,Haddam Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000100
Washington,Haddam Township,U.S. Senate,,"Wiesner, Patrick",Democratic,9,000100
Washington,Haddam Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,5,000100
Washington,Haddam Township,U.S. Senate,,"Moran, Jerry",Republican,69,000100
Washington,Hanover Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000110
Washington,Hanover Township,U.S. Senate,,"Wiesner, Patrick",Democratic,46,000110
Washington,Hanover Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,12,000110
Washington,Hanover Township,U.S. Senate,,"Moran, Jerry",Republican,356,000110
Washington,Highland Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000120
Washington,Highland Township,U.S. Senate,,"Wiesner, Patrick",Democratic,1,000120
Washington,Highland Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,0,000120
Washington,Highland Township,U.S. Senate,,"Moran, Jerry",Republican,12,000120
Washington,Independence Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000130
Washington,Independence Township,U.S. Senate,,"Wiesner, Patrick",Democratic,5,000130
Washington,Independence Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,3,000130
Washington,Independence Township,U.S. Senate,,"Moran, Jerry",Republican,54,000130
Washington,Kimeo Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000140
Washington,Kimeo Township,U.S. Senate,,"Wiesner, Patrick",Democratic,2,000140
Washington,Kimeo Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,1,000140
Washington,Kimeo Township,U.S. Senate,,"Moran, Jerry",Republican,34,000140
Washington,Lincoln Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000150
Washington,Lincoln Township,U.S. Senate,,"Wiesner, Patrick",Democratic,0,000150
Washington,Lincoln Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,2,000150
Washington,Lincoln Township,U.S. Senate,,"Moran, Jerry",Republican,26,000150
Washington,Linn Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000160
Washington,Linn Township,U.S. Senate,,"Wiesner, Patrick",Democratic,16,000160
Washington,Linn Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,9,000160
Washington,Linn Township,U.S. Senate,,"Moran, Jerry",Republican,208,000160
Washington,Little Blue Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000170
Washington,Little Blue Township,U.S. Senate,,"Wiesner, Patrick",Democratic,8,000170
Washington,Little Blue Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,1,000170
Washington,Little Blue Township,U.S. Senate,,"Moran, Jerry",Republican,30,000170
Washington,Logan Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000180
Washington,Logan Township,U.S. Senate,,"Wiesner, Patrick",Democratic,8,000180
Washington,Logan Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,1,000180
Washington,Logan Township,U.S. Senate,,"Moran, Jerry",Republican,54,000180
Washington,Lowe Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000190
Washington,Lowe Township,U.S. Senate,,"Wiesner, Patrick",Democratic,1,000190
Washington,Lowe Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,1,000190
Washington,Lowe Township,U.S. Senate,,"Moran, Jerry",Republican,30,000190
Washington,Mill Creek Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000200
Washington,Mill Creek Township,U.S. Senate,,"Wiesner, Patrick",Democratic,7,000200
Washington,Mill Creek Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,4,000200
Washington,Mill Creek Township,U.S. Senate,,"Moran, Jerry",Republican,101,000200
Washington,Sheridan Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000210
Washington,Sheridan Township,U.S. Senate,,"Wiesner, Patrick",Democratic,4,000210
Washington,Sheridan Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,1,000210
Washington,Sheridan Township,U.S. Senate,,"Moran, Jerry",Republican,44,000210
Washington,Sherman Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000220
Washington,Sherman Township,U.S. Senate,,"Wiesner, Patrick",Democratic,8,000220
Washington,Sherman Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,2,000220
Washington,Sherman Township,U.S. Senate,,"Moran, Jerry",Republican,134,000220
Washington,Strawberry Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000230
Washington,Strawberry Township,U.S. Senate,,"Wiesner, Patrick",Democratic,6,000230
Washington,Strawberry Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,3,000230
Washington,Strawberry Township,U.S. Senate,,"Moran, Jerry",Republican,51,000230
Washington,Union Township,U.S. Senate,,"Smith, DJ",Write-ins,0,000240
Washington,Union Township,U.S. Senate,,"Wiesner, Patrick",Democratic,6,000240
Washington,Union Township,U.S. Senate,,"Garrard, Robert D.",Libertarian,3,000240
Washington,Union Township,U.S. Senate,,"Moran, Jerry",Republican,34,000240
Washington,Washington Township,U.S. Senate,,"Smith, DJ",Write-ins,0,00025A
Washington,Washington Township,U.S. Senate,,"Wiesner, Patrick",Democratic,5,00025A
