county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional,hand_count
Cleveland,Rison Inside,Court of Appeals Associate Judge District 05,,Non,James McMenis,122,32,83,4,3,0
Cleveland,Rison Inside,Court of Appeals Associate Judge District 05,,Non,Mark Klappenbach,276,69,198,7,2,0
Cleveland,Rison Inside,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,AGAINST,139,34,103,2,0,0
Cleveland,Rison Inside,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,FOR,275,72,188,9,6,0
Cleveland,Rison Inside,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,AGAINST,113,36,73,3,1,0
Cleveland,Rison Inside,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,FOR,306,72,221,8,5,0
Cleveland,Rison Inside,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,AGAINST,125,29,90,3,3,0
Cleveland,Rison Inside,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,FOR,288,75,202,8,3,0
Cleveland,Rison Inside,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,AGAINST,225,41,181,2,1,0
Cleveland,Rison Inside,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,FOR,194,66,114,9,5,0
Cleveland,Rison Inside,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,AGAINST,220,68,144,4,4,0
Cleveland,Rison Inside,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,FOR,199,41,149,7,2,0
Cleveland,Rison Inside,State Representative,10,Dem,Dorothy Hall,230,57,166,4,3,0
Cleveland,Rison Inside,State Representative,10,Rep,Representative Mike Holcomb,200,54,136,7,3,0
Cleveland,Rison Inside,State Senate,27,Dem,Senator Bobby J. Pierce,224,53,162,6,3,0
Cleveland,Rison Inside,State Senate,27,Rep,Trent Garner,200,56,137,5,2,0
Cleveland,Rison Inside,U.S. House,4,Lib,Kerry Hicks,108,29,75,3,1,0
Cleveland,Rison Inside,U.S. House,4,Rep,Congressman Bruce Westerman,286,72,201,8,5,0
Cleveland,Rison Inside,U.S. President & Vice President,,Bet,Evan McMullin/Nathan Johnson,16,1,15,0,0,0
Cleveland,Rison Inside,U.S. President & Vice President,,Dem,Hillary Clinton/Tim Kaine,175,48,121,4,2,0
Cleveland,Rison Inside,U.S. President & Vice President,,Gre,Jill Stein/Ajamu Baraka,3,1,2,0,0,0
Cleveland,Rison Inside,U.S. President & Vice President,,Ind,Jim Hedges/Bill Bayes,2,1,1,0,0,0
Cleveland,Rison Inside,U.S. President & Vice President,,Ind,Lynn S. Kahn/Kathleen Monahan,4,1,3,0,0,0
Cleveland,Rison Inside,U.S. President & Vice President,,Lib,Gary Johnson/Bill Weld,13,5,6,1,1,0
Cleveland,Rison Inside,U.S. President & Vice President,,Rep,Donald J. Trump/Michael R. Pence,215,56,150,6,3,0
Cleveland,Rison Inside,U.S. Senate,,Dem,Conner Eldridge,197,52,140,3,2,0
Cleveland,Rison Inside,U.S. Senate,,Lib,Frank Gilbert,17,6,10,0,1,0
Cleveland,Rison Inside,U.S. Senate,,Non,Write-In,2,0,2,0,0,0
Cleveland,Rison Inside,U.S. Senate,,Rep,Senator John Boozman,209,52,146,8,3,0
Cleveland,Rison Inside,Unopposed Candidates,,Non,For,297,71,214,8,4,0
Cleveland,Rison Outside,1.5% SALES AND USE TAX,,Non,AGAINST,73,31,42,0,0,0
Cleveland,Rison Outside,1.5% SALES AND USE TAX,,Non,FOR,51,13,37,0,1,0
Cleveland,Rison Outside,Cleveland County Circuit & County Clerk,,Rep,Jimmy D Cummings,109,41,68,0,0,0
Cleveland,Rison Outside,Court of Appeals Associate Judge District 05,,Non,James McMenis,20,10,10,0,0,0
Cleveland,Rison Outside,Court of Appeals Associate Judge District 05,,Non,Mark Klappenbach,95,32,63,0,0,0
Cleveland,Rison Outside,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,AGAINST,41,22,19,0,0,0
Cleveland,Rison Outside,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,FOR,79,21,57,0,1,0
Cleveland,Rison Outside,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,AGAINST,33,13,19,0,1,0
Cleveland,Rison Outside,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,FOR,85,30,55,0,0,0
Cleveland,Rison Outside,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,AGAINST,46,20,26,0,0,0
Cleveland,Rison Outside,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,FOR,73,24,48,0,1,0
Cleveland,Rison Outside,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,AGAINST,82,31,51,0,0,0
Cleveland,Rison Outside,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,FOR,39,13,25,0,1,0
Cleveland,Rison Outside,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,AGAINST,71,32,38,0,1,0
Cleveland,Rison Outside,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,FOR,52,12,40,0,0,0
Cleveland,Rison Outside,State Representative,10,Dem,Dorothy Hall,44,11,32,0,1,0
Cleveland,Rison Outside,State Representative,10,Rep,Representative Mike Holcomb,78,33,45,0,0,0
Cleveland,Rison Outside,State Senate,27,Dem,Senator Bobby J. Pierce,39,10,28,0,1,0
Cleveland,Rison Outside,State Senate,27,Rep,Trent Garner,80,33,47,0,0,0
Cleveland,Rison Outside,U.S. House,4,Lib,Kerry Hicks,10,3,7,0,0,0
Cleveland,Rison Outside,U.S. House,4,Rep,Congressman Bruce Westerman,100,40,60,0,0,0
Cleveland,Rison Outside,U.S. President & Vice President,,Dem,Hillary Clinton/Tim Kaine,25,6,18,0,1,0
Cleveland,Rison Outside,U.S. President & Vice President,,Lib,Gary Johnson/Bill Weld,1,1,0,0,0,0
Cleveland,Rison Outside,U.S. President & Vice President,,Rep,Donald J. Trump/Michael R. Pence,99,37,62,0,0,0
Cleveland,Rison Outside,U.S. Senate,,Dem,Conner Eldridge,37,8,28,0,1,0
Cleveland,Rison Outside,U.S. Senate,,Lib,Frank Gilbert,1,0,1,0,0,0
Cleveland,Rison Outside,U.S. Senate,,Rep,Senator John Boozman,83,35,48,0,0,0
Cleveland,Rison Outside,Unopposed Candidates,,Non,For,89,28,61,0,0,0
Cleveland,Rowell,1.5% SALES AND USE TAX,,Non,AGAINST,91,62,28,0,1,0
Cleveland,Rowell,1.5% SALES AND USE TAX,,Non,FOR,57,32,23,1,1,0
Cleveland,Rowell,Cleveland County Circuit & County Clerk,,Rep,Jimmy D Cummings,139,86,48,3,2,0
Cleveland,Rowell,Court of Appeals Associate Judge District 05,,Non,James McMenis,46,25,17,2,2,0
Cleveland,Rowell,Court of Appeals Associate Judge District 05,,Non,Mark Klappenbach,82,51,30,1,0,0
Cleveland,Rowell,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,AGAINST,55,38,16,1,0,0
Cleveland,Rowell,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,FOR,90,52,35,1,2,0
Cleveland,Rowell,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,AGAINST,45,29,15,1,0,0
Cleveland,Rowell,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,FOR,101,62,36,1,2,0
Cleveland,Rowell,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,AGAINST,64,43,20,1,0,0
Cleveland,Rowell,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,FOR,81,49,29,1,2,0
Cleveland,Rowell,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,AGAINST,83,51,28,2,2,0
Cleveland,Rowell,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,FOR,63,40,22,1,0,0
Cleveland,Rowell,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,AGAINST,86,58,25,2,1,0
Cleveland,Rowell,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,FOR,61,33,26,1,1,0
Cleveland,Rowell,State Representative,10,Dem,Dorothy Hall,55,43,11,0,1,0
Cleveland,Rowell,State Representative,10,Rep,Representative Mike Holcomb,97,53,40,3,1,0
Cleveland,Rowell,State Senate,26,Dem,Senator Eddie L. Cheatham,81,52,27,0,2,0
Cleveland,Rowell,State Senate,26,Lib,Elvis Presley,48,29,17,2,0,0
Cleveland,Rowell,U.S. House,4,Lib,Kerry Hicks,11,7,4,0,0,0
Cleveland,Rowell,U.S. House,4,Rep,Congressman Bruce Westerman,128,78,45,3,2,0
Cleveland,Rowell,U.S. President & Vice President,,Bet,Evan McMullin/Nathan Johnson,1,1,0,0,0,0
Cleveland,Rowell,U.S. President & Vice President,,Con,Darrell L. Castle/Scott N. Bradley,1,1,0,0,0,0
Cleveland,Rowell,U.S. President & Vice President,,Dem,Hillary Clinton/Tim Kaine,20,15,5,0,0,0
Cleveland,Rowell,U.S. President & Vice President,,Ind,Jim Hedges/Bill Bayes,1,1,0,0,0,0
Cleveland,Rowell,U.S. President & Vice President,,Lib,Gary Johnson/Bill Weld,2,2,0,0,0,0
Cleveland,Rowell,U.S. President & Vice President,,Rep,Donald J. Trump/Michael R. Pence,128,77,46,3,2,0
Cleveland,Rowell,U.S. Senate,,Dem,Conner Eldridge,33,26,7,0,0,0
Cleveland,Rowell,U.S. Senate,,Lib,Frank Gilbert,3,1,2,0,0,0
Cleveland,Rowell,U.S. Senate,,Rep,Senator John Boozman,115,67,43,3,2,0
Cleveland,Rowell,Unopposed Candidates,,Non,For,88,47,38,1,2,0
Cleveland,Saline,1.5% SALES AND USE TAX,,Non,AGAINST,11,6,5,0,0,0
Cleveland,Saline,1.5% SALES AND USE TAX,,Non,FOR,10,6,4,0,0,0
Cleveland,Saline,Cleveland County Circuit & County Clerk,,Rep,Jimmy D Cummings,19,11,8,0,0,0
Cleveland,Saline,Court of Appeals Associate Judge District 05,,Non,James McMenis,3,3,0,0,0,0
Cleveland,Saline,Court of Appeals Associate Judge District 05,,Non,Mark Klappenbach,18,9,9,0,0,0
Cleveland,Saline,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,AGAINST,9,4,5,0,0,0
Cleveland,Saline,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,FOR,12,8,4,0,0,0
Cleveland,Saline,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,AGAINST,10,4,6,0,0,0
Cleveland,Saline,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,FOR,11,8,3,0,0,0
Cleveland,Saline,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,AGAINST,12,6,6,0,0,0
Cleveland,Saline,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,FOR,9,6,3,0,0,0
Cleveland,Saline,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,AGAINST,14,8,6,0,0,0
Cleveland,Saline,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,FOR,7,4,3,0,0,0
Cleveland,Saline,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,AGAINST,9,3,6,0,0,0
Cleveland,Saline,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,FOR,12,9,3,0,0,0
Cleveland,Saline,State Senate,27,Dem,Senator Bobby J. Pierce,4,3,1,0,0,0
Cleveland,Saline,State Senate,27,Rep,Trent Garner,17,9,8,0,0,0
Cleveland,Saline,U.S. House,4,Lib,Kerry Hicks,3,2,1,0,0,0
Cleveland,Saline,U.S. House,4,Rep,Congressman Bruce Westerman,18,10,8,0,0,0
Cleveland,Saline,U.S. President & Vice President,,Dem,Hillary Clinton/Tim Kaine,2,1,1,0,0,0
Cleveland,Saline,U.S. President & Vice President,,Ind,Jim Hedges/Bill Bayes,1,1,0,0,0,0
Cleveland,Saline,U.S. President & Vice President,,Lib,Gary Johnson/Bill Weld,1,1,0,0,0,0
Cleveland,Saline,U.S. President & Vice President,,Rep,Donald J. Trump/Michael R. Pence,17,9,8,0,0,0
Cleveland,Saline,U.S. Senate,,Dem,Conner Eldridge,4,2,2,0,0,0
Cleveland,Saline,U.S. Senate,,Lib,Frank Gilbert,2,1,1,0,0,0
Cleveland,Saline,U.S. Senate,,Rep,Senator John Boozman,15,9,6,0,0,0
Cleveland,Saline,Unopposed Candidates,,Non,For,17,10,7,0,0,0
Cleveland,Smith,1.5% SALES AND USE TAX,,Non,AGAINST,103,60,41,2,0,0
Cleveland,Smith,1.5% SALES AND USE TAX,,Non,FOR,86,40,42,1,3,0
Cleveland,Smith,Cleveland County Circuit & County Clerk,,Rep,Jimmy D Cummings,183,96,81,3,3,0
Cleveland,Smith,Court of Appeals Associate Judge District 05,,Non,James McMenis,50,26,22,2,0,0
Cleveland,Smith,Court of Appeals Associate Judge District 05,,Non,Mark Klappenbach,126,68,54,1,3,0
Cleveland,Smith,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,AGAINST,74,41,30,1,2,0
Cleveland,Smith,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,FOR,114,58,53,2,1,0
Cleveland,Smith,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,AGAINST,56,33,23,0,0,0
Cleveland,Smith,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,FOR,133,66,61,3,3,0
Cleveland,Smith,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,AGAINST,88,50,35,2,1,0
Cleveland,Smith,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,FOR,99,49,47,1,2,0
Cleveland,Smith,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,AGAINST,117,59,55,1,2,0
Cleveland,Smith,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,FOR,72,41,28,2,1,0
Cleveland,Smith,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,AGAINST,98,55,41,2,0,0
Cleveland,Smith,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,FOR,92,45,43,1,3,0
Cleveland,Smith,State Representative,10,Dem,Dorothy Hall,69,36,31,1,1,0
Cleveland,Smith,State Representative,10,Rep,Representative Mike Holcomb,121,64,53,2,2,0
Cleveland,Smith,State Senate,26,Dem,Senator Eddie L. Cheatham,100,51,45,3,1,0
Cleveland,Smith,State Senate,26,Lib,Elvis Presley,72,41,30,0,1,0
Cleveland,Smith,U.S. House,4,Lib,Kerry Hicks,15,9,6,0,0,0
Cleveland,Smith,U.S. House,4,Rep,Congressman Bruce Westerman,164,85,73,3,3,0
Cleveland,Smith,U.S. President & Vice President,,Con,Darrell L. Castle/Scott N. Bradley,2,2,0,0,0,0
Cleveland,Smith,U.S. President & Vice President,,Dem,Hillary Clinton/Tim Kaine,24,10,14,0,0,0
Cleveland,Smith,U.S. President & Vice President,,Ind,Jim Hedges/Bill Bayes,1,1,0,0,0,0
Cleveland,Smith,U.S. President & Vice President,,Lib,Gary Johnson/Bill Weld,3,2,1,0,0,0
Cleveland,Smith,U.S. President & Vice President,,Rep,Donald J. Trump/Michael R. Pence,159,85,68,3,3,0
Cleveland,Smith,U.S. Senate,,Dem,Conner Eldridge,41,23,16,1,1,0
Cleveland,Smith,U.S. Senate,,Lib,Frank Gilbert,3,2,1,0,0,0
Cleveland,Smith,U.S. Senate,,Rep,Senator John Boozman,143,74,65,2,2,0
Cleveland,Smith,Unopposed Candidates,,Non,For,143,78,59,3,3,0
Cleveland,Whiteoak,1.5% SALES AND USE TAX,,Non,AGAINST,38,0,37,0,1,0
Cleveland,Whiteoak,1.5% SALES AND USE TAX,,Non,FOR,34,1,31,0,2,0
Cleveland,Whiteoak,Cleveland County Circuit & County Clerk,,Rep,Jimmy D Cummings,67,1,63,0,3,0
Cleveland,Whiteoak,Court of Appeals Associate Judge District 05,,Non,James McMenis,19,1,18,0,0,0
Cleveland,Whiteoak,Court of Appeals Associate Judge District 05,,Non,Mark Klappenbach,47,0,44,0,3,0
Cleveland,Whiteoak,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,AGAINST,21,0,20,0,1,0
Cleveland,Whiteoak,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,FOR,49,1,46,0,2,0
Cleveland,Whiteoak,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,AGAINST,10,0,10,0,0,0
Cleveland,Whiteoak,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,FOR,60,1,56,0,3,0
Cleveland,Whiteoak,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,AGAINST,27,0,27,0,0,0
Cleveland,Whiteoak,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,FOR,43,1,39,0,3,0
Cleveland,Whiteoak,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,AGAINST,39,0,37,0,2,0
Cleveland,Whiteoak,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,FOR,32,1,30,0,1,0
Cleveland,Whiteoak,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,AGAINST,36,0,35,0,1,0
Cleveland,Whiteoak,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,FOR,35,1,32,0,2,0
Cleveland,Whiteoak,State Representative,10,Dem,Dorothy Hall,29,1,27,0,1,0
Cleveland,Whiteoak,State Representative,10,Rep,Representative Mike Holcomb,43,0,41,0,2,0
Cleveland,Whiteoak,State Senate,27,Dem,Senator Bobby J. Pierce,22,1,21,0,0,0
Cleveland,Whiteoak,State Senate,27,Rep,Trent Garner,48,0,45,0,3,0
Cleveland,Whiteoak,U.S. House,4,Lib,Kerry Hicks,3,0,3,0,0,0
Cleveland,Whiteoak,U.S. House,4,Rep,Congressman Bruce Westerman,64,1,60,0,3,0
Cleveland,Whiteoak,U.S. President & Vice President,,Dem,Hillary Clinton/Tim Kaine,11,0,11,0,0,0
Cleveland,Whiteoak,U.S. President & Vice President,,Ind,Jim Hedges/Bill Bayes,1,1,0,0,0,0
Cleveland,Whiteoak,U.S. President & Vice President,,Lib,Gary Johnson/Bill Weld,1,0,1,0,0,0
Cleveland,Whiteoak,U.S. President & Vice President,,Rep,Donald J. Trump/Michael R. Pence,59,0,56,0,3,0
Cleveland,Whiteoak,U.S. Senate,,Dem,Conner Eldridge,17,1,16,0,0,0
Cleveland,Whiteoak,U.S. Senate,,Lib,Frank Gilbert,4,0,4,0,0,0
Cleveland,Whiteoak,U.S. Senate,,Rep,Senator John Boozman,50,0,47,0,3,0
Cleveland,Whiteoak,Unopposed Candidates,,Non,For,54,1,51,0,2,0
Cleveland,Whiteville,1.5% SALES AND USE TAX,,Non,AGAINST,236,137,93,3,3,0
Cleveland,Whiteville,1.5% SALES AND USE TAX,,Non,FOR,159,96,61,1,1,0
Cleveland,Whiteville,Cleveland County Circuit & County Clerk,,Rep,Jimmy D Cummings,376,217,149,5,5,0
Cleveland,Whiteville,Court of Appeals Associate Judge District 05,,Non,James McMenis,137,94,41,0,2,0
Cleveland,Whiteville,Court of Appeals Associate Judge District 05,,Non,Mark Klappenbach,216,117,93,4,2,0
Cleveland,Whiteville,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,AGAINST,117,78,37,0,2,0
Cleveland,Whiteville,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,FOR,274,152,116,4,2,0
Cleveland,Whiteville,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,AGAINST,97,55,41,0,1,0
Cleveland,Whiteville,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,FOR,298,178,113,4,3,0
Cleveland,Whiteville,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,AGAINST,164,88,74,2,0,0
Cleveland,Whiteville,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,FOR,224,140,77,3,4,0
Cleveland,Whiteville,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,AGAINST,248,141,100,4,3,0
Cleveland,Whiteville,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,FOR,147,92,53,1,1,0
Cleveland,Whiteville,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,AGAINST,215,123,87,3,2,0
Cleveland,Whiteville,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,FOR,178,108,67,1,2,0
Cleveland,Whiteville,State Representative,10,Dem,Dorothy Hall,130,77,50,1,2,0
Cleveland,Whiteville,State Representative,10,Rep,Representative Mike Holcomb,270,157,106,4,3,0
Cleveland,Whiteville,State Senate,26,Dem,Senator Eddie L. Cheatham,220,128,88,2,2,0
Cleveland,Whiteville,State Senate,26,Lib,Elvis Presley,135,80,51,2,2,0
Cleveland,Whiteville,U.S. House,4,Lib,Kerry Hicks,49,27,22,0,0,0
Cleveland,Whiteville,U.S. House,4,Rep,Congressman Bruce Westerman,340,201,131,4,4,0
Cleveland,Whiteville,U.S. President & Vice President,,Bet,Evan McMullin/Nathan Johnson,3,0,3,0,0,0
Cleveland,Whiteville,U.S. President & Vice President,,Con,Darrell L. Castle/Scott N. Bradley,1,0,1,0,0,0
Cleveland,Whiteville,U.S. President & Vice President,,Dem,Hillary Clinton/Tim Kaine,72,39,31,2,0,0
Cleveland,Whiteville,U.S. President & Vice President,,Gre,Jill Stein/Ajamu Baraka,1,1,0,0,0,0
Cleveland,Whiteville,U.S. President & Vice President,,Ind,Jim Hedges/Bill Bayes,4,4,0,0,0,0
Cleveland,Whiteville,U.S. President & Vice President,,Lib,Gary Johnson/Bill Weld,3,2,1,0,0,0
Cleveland,Whiteville,U.S. President & Vice President,,Rep,Donald J. Trump/Michael R. Pence,317,189,120,3,5,0
Cleveland,Whiteville,U.S. Senate,,Dem,Conner Eldridge,120,69,48,2,1,0
Cleveland,Whiteville,U.S. Senate,,Lib,Frank Gilbert,11,7,4,0,0,0
Cleveland,Whiteville,U.S. Senate,,Rep,Senator John Boozman,268,158,103,3,4,0
Cleveland,Whiteville,Unopposed Candidates,,Non,For,248,151,92,2,3,0
Columbia,Columbia North,CIRCUIT CLERK,,Dem,Phyllis Disotell,1226,166,876,184,0,0
