county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional,hand_count
Washington,Spg 14,Alderman Ward 4 Position 2 SPRINGDALE,,NON,Jeremy Lynch,465,206,255,4,0,0
Washington,Spg 14,Alderman Ward 4 Position 2 SPRINGDALE,,NON,Kathy Jaycox,497,200,291,6,0,0
Washington,Spg 14,Circuit Clerk,,REP,Circuit Clerk Kyle Sylvester,975,423,542,10,0,0
Washington,Spg 14,Clerk/Treasurer SPRINGDALE,,NON,City Clerk/Treas. Denise Pearce,1000,429,561,10,0,0
Washington,Spg 14,Constable District 01,,DEM,Matt Miller,478,208,262,8,0,0
Washington,Spg 14,Constable District 01,,REP,Constable John Duggar,612,260,348,4,0,0
Washington,Spg 14,County Assessor,,DEM,Carol Waddle,335,149,180,6,0,0
Washington,Spg 14,County Assessor,,REP,Assessor Russell Hill,763,320,437,6,0,0
Washington,Spg 14,County Judge,,DEM,Alderman Mark Kinion,380,150,223,7,0,0
Washington,Spg 14,County Judge,,REP,Joseph K. Wood,723,320,397,6,0,0
Washington,Spg 14,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,AGAINST ISSUE NO. 1,309,140,165,4,0,0
Washington,Spg 14,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,FOR ISSUE NO. 1,746,310,429,7,0,0
Washington,Spg 14,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,AGAINST ISSUE NO. 2,271,142,128,1,0,0
Washington,Spg 14,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,FOR ISSUE NO. 2,810,322,477,11,0,0
Washington,Spg 14,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,AGAINST ISSUE NO. 3,377,155,216,6,0,0
Washington,Spg 14,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,FOR ISSUE NO. 3,607,266,337,4,0,0
Washington,Spg 14,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,AGAINST ISSUE NO. 6,531,213,313,5,0,0
Washington,Spg 14,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,FOR ISSUE NO. 6,559,258,294,7,0,0
Washington,Spg 14,Justice of the Peace District 03,,DEM,Andrew Gaber,418,168,243,7,0,0
Washington,Spg 14,Justice of the Peace District 03,,REP,Harvey Bowman,671,295,370,6,0,0
Washington,Spg 14,Mayor SPRINGDALE,,NON,Mayor Doug Sprouse,1029,444,574,11,0,0
Washington,Spg 14,U.S. House,3,LIB,Steve Isaacson,245,121,120,4,0,0
Washington,Spg 14,U.S. House,3,REP,Congressman Steve Womack,854,352,495,7,0,0
Washington,Spg 14,U.S. President & Vice President,,BFA,Evan McMullin/Nathan Johnson,12,7,5,0,0,0
Washington,Spg 14,U.S. President & Vice President,,CON,Darrell L. Castle/Scott N. Bradley,14,11,3,0,0,0
Washington,Spg 14,U.S. President & Vice President,,DEM,Hillary Clinton/Tim Kaine,362,144,211,7,0,0
Washington,Spg 14,U.S. President & Vice President,,GRN,Jill Stein/Ajamu Baraka,14,11,3,0,0,0
Washington,Spg 14,U.S. President & Vice President,,IND,Jim Hedges/Bill Bayes,1,0,1,0,0,0
Washington,Spg 14,U.S. President & Vice President,,IND,Lynn S. Kahn/Kathleen Monahan,7,4,3,0,0,0
Washington,Spg 14,U.S. President & Vice President,,LIB,Gary Johnson/Bill Weld,45,29,16,0,0,0
Washington,Spg 14,U.S. President & Vice President,,REP,Donald J. Trump/Michael R. Pence,681,284,391,6,0,0
Washington,Spg 14,U.S. Senate,,DEM,Conner Eldridge,363,150,206,7,0,0
Washington,Spg 14,U.S. Senate,,LIB,Frank Gilbert,45,28,17,0,0,0
Washington,Spg 14,U.S. Senate,,NON,Write-In,2,1,1,0,0,0
Washington,Spg 14,U.S. Senate,,REP,Senator John Boozman,710,302,402,6,0,0
Washington,Spg 14,Unopposed Candidates,,NON,FOR ALL,856,348,496,12,0,0
Washington,Spg 15,Alderman Ward 1 Position 2 SPRINGDALE,,NON,Colby Fulfer,310,83,220,7,0,0
Washington,Spg 15,Alderman Ward 1 Position 2 SPRINGDALE,,NON,Eric Ford,406,138,264,4,0,0
Washington,Spg 15,Alderman Ward 1 Position 2 SPRINGDALE,,NON,Paul Jackson Hughes II,125,38,84,3,0,0
Washington,Spg 15,Alderman Ward 2 Position 2 SPRINGDALE,,NON,Ray Dotson,324,95,222,7,0,0
Washington,Spg 15,Alderman Ward 2 Position 2 SPRINGDALE,,NON,Rick Evans,552,171,374,7,0,0
Washington,Spg 15,Alderman Ward 3 Position 2 SPRINGDALE,,NON,Christopher Pryor,138,40,97,1,0,0
Washington,Spg 15,Alderman Ward 3 Position 2 SPRINGDALE,,NON,Jeff Watson,317,90,218,9,0,0
Washington,Spg 15,Alderman Ward 3 Position 2 SPRINGDALE,,NON,Kathryn Birkhead,265,86,176,3,0,0
Washington,Spg 15,Alderman Ward 3 Position 2 SPRINGDALE,,NON,Mike Nelson,134,42,91,1,0,0
Washington,Spg 15,Alderman Ward 4 Position 2 SPRINGDALE,,NON,Jeremy Lynch,386,118,260,8,0,0
Washington,Spg 15,Alderman Ward 4 Position 2 SPRINGDALE,,NON,Kathy Jaycox,462,133,323,6,0,0
Washington,Spg 15,Circuit Clerk,,REP,Circuit Clerk Kyle Sylvester,870,257,597,16,0,0
Washington,Spg 15,Clerk/Treasurer SPRINGDALE,,NON,City Clerk/Treas. Denise Pearce,925,286,624,15,0,0
Washington,Spg 15,Constable District 01,,DEM,Matt Miller,553,184,362,7,0,0
Washington,Spg 15,Constable District 01,,REP,Constable John Duggar,457,132,317,8,0,0
Washington,Spg 15,County Assessor,,DEM,Carol Waddle,483,170,307,6,0,0
Washington,Spg 15,County Assessor,,REP,Assessor Russell Hill,542,147,384,11,0,0
Washington,Spg 15,County Judge,,DEM,Alderman Mark Kinion,475,149,325,1,0,0
Washington,Spg 15,County Judge,,REP,Joseph K. Wood,547,168,363,16,0,0
Washington,Spg 15,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,AGAINST ISSUE NO. 1,255,64,186,5,0,0
Washington,Spg 15,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,FOR ISSUE NO. 1,712,227,474,11,0,0
Washington,Spg 15,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,AGAINST ISSUE NO. 2,282,100,177,5,0,0
Washington,Spg 15,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,FOR ISSUE NO. 2,708,203,493,12,0,0
Washington,Spg 15,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,AGAINST ISSUE NO. 3,278,68,204,6,0,0
Washington,Spg 15,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,FOR ISSUE NO. 3,642,213,419,10,0,0
Washington,Spg 15,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,AGAINST ISSUE NO. 6,390,103,276,11,0,0
Washington,Spg 15,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,FOR ISSUE NO. 6,602,203,392,7,0,0
Washington,Spg 15,Mayor SPRINGDALE,,NON,Mayor Doug Sprouse,945,298,631,16,0,0
Washington,Spg 15,State Representative,89,DEM,Irvin Camacho,501,173,324,4,0,0
Washington,Spg 15,State Representative,89,REP,Jeff Williams,542,152,377,13,0,0
Washington,Spg 15,U.S. House,3,LIB,Steve Isaacson,341,110,227,4,0,0
Washington,Spg 15,U.S. House,3,REP,Congressman Steve Womack,663,193,457,13,0,0
Washington,Spg 15,U.S. President & Vice President,,BFA,Evan McMullin/Nathan Johnson,10,5,5,0,0,0
Washington,Spg 15,U.S. President & Vice President,,CON,Darrell L. Castle/Scott N. Bradley,16,4,12,0,0,0
Washington,Spg 15,U.S. President & Vice President,,DEM,Hillary Clinton/Tim Kaine,488,169,316,3,0,0
Washington,Spg 15,U.S. President & Vice President,,GRN,Jill Stein/Ajamu Baraka,13,5,8,0,0,0
Washington,Spg 15,U.S. President & Vice President,,IND,Jim Hedges/Bill Bayes,4,2,2,0,0,0
Washington,Spg 15,U.S. President & Vice President,,IND,Lynn S. Kahn/Kathleen Monahan,1,0,1,0,0,0
Washington,Spg 15,U.S. President & Vice President,,LIB,Gary Johnson/Bill Weld,32,8,22,2,0,0
Washington,Spg 15,U.S. President & Vice President,,REP,Donald J. Trump/Michael R. Pence,503,142,348,13,0,0
Washington,Spg 15,U.S. Senate,,DEM,Conner Eldridge,461,154,303,4,0,0
Washington,Spg 15,U.S. Senate,,LIB,Frank Gilbert,55,14,39,2,0,0
Washington,Spg 15,U.S. Senate,,NON,Write-In,2,2,0,0,0,0
Washington,Spg 15,U.S. Senate,,REP,Senator John Boozman,535,158,366,11,0,0
Washington,Spg 15,Unopposed Candidates,,NON,FOR ALL,722,207,501,14,0,0
Washington,Spg 16,Alderman Ward 1 Position 2 SPRINGDALE,,NON,Colby Fulfer,219,102,112,5,0,0
Washington,Spg 16,Alderman Ward 1 Position 2 SPRINGDALE,,NON,Eric Ford,242,110,128,4,0,0
Washington,Spg 16,Alderman Ward 1 Position 2 SPRINGDALE,,NON,Paul Jackson Hughes II,59,29,30,0,0,0
Washington,Spg 16,Alderman Ward 2 Position 2 SPRINGDALE,,NON,Ray Dotson,246,121,118,7,0,0
Washington,Spg 16,Alderman Ward 2 Position 2 SPRINGDALE,,NON,Rick Evans,298,131,163,4,0,0
Washington,Spg 16,Alderman Ward 3 Position 2 SPRINGDALE,,NON,Christopher Pryor,77,34,43,0,0,0
Washington,Spg 16,Alderman Ward 3 Position 2 SPRINGDALE,,NON,Jeff Watson,246,106,133,7,0,0
Washington,Spg 16,Alderman Ward 3 Position 2 SPRINGDALE,,NON,Kathryn Birkhead,121,57,63,1,0,0
Washington,Spg 16,Alderman Ward 3 Position 2 SPRINGDALE,,NON,Mike Nelson,89,51,35,3,0,0
Washington,Spg 16,Alderman Ward 4 Position 2 SPRINGDALE,,NON,Jeremy Lynch,231,113,116,2,0,0
Washington,Spg 16,Alderman Ward 4 Position 2 SPRINGDALE,,NON,Kathy Jaycox,285,132,144,9,0,0
Washington,Spg 16,Circuit Clerk,,REP,Circuit Clerk Kyle Sylvester,538,256,270,12,0,0
Washington,Spg 16,Clerk/Treasurer SPRINGDALE,,NON,City Clerk/Treas. Denise Pearce,553,260,282,11,0,0
Washington,Spg 16,Constable District 01,,DEM,Matt Miller,284,141,138,5,0,0
Washington,Spg 16,Constable District 01,,REP,Constable John Duggar,308,140,161,7,0,0
Washington,Spg 16,County Assessor,,DEM,Carol Waddle,223,103,117,3,0,0
Washington,Spg 16,County Assessor,,REP,Assessor Russell Hill,376,178,189,9,0,0
Washington,Spg 16,County Judge,,DEM,Alderman Mark Kinion,234,108,122,4,0,0
Washington,Spg 16,County Judge,,REP,Joseph K. Wood,366,178,180,8,0,0
Washington,Spg 16,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,AGAINST ISSUE NO. 1,199,97,97,5,0,0
Washington,Spg 16,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,FOR ISSUE NO. 1,378,178,193,7,0,0
Washington,Spg 16,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,AGAINST ISSUE NO. 2,182,93,88,1,0,0
Washington,Spg 16,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,FOR ISSUE NO. 2,408,189,208,11,0,0
Washington,Spg 16,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,AGAINST ISSUE NO. 3,234,115,113,6,0,0
Washington,Spg 16,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,FOR ISSUE NO. 3,317,153,158,6,0,0
Washington,Spg 16,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,AGAINST ISSUE NO. 6,259,106,152,1,0,0
Washington,Spg 16,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,FOR ISSUE NO. 6,331,180,140,11,0,0
Washington,Spg 16,Justice of the Peace District 03,,DEM,Andrew Gaber,248,119,125,4,0,0
Washington,Spg 16,Justice of the Peace District 03,,REP,Harvey Bowman,341,161,172,8,0,0
Washington,Spg 16,Mayor SPRINGDALE,,NON,Mayor Doug Sprouse,556,261,283,12,0,0
Washington,Spg 16,State Representative,89,DEM,Irvin Camacho,226,115,108,3,0,0
Washington,Spg 16,State Representative,89,REP,Jeff Williams,379,172,198,9,0,0
Washington,Spg 16,U.S. House,3,LIB,Steve Isaacson,153,78,75,0,0,0
Washington,Spg 16,U.S. House,3,REP,Congressman Steve Womack,437,206,220,11,0,0
Washington,Spg 16,U.S. President & Vice President,,BFA,Evan McMullin/Nathan Johnson,9,4,5,0,0,0
Washington,Spg 16,U.S. President & Vice President,,CON,Darrell L. Castle/Scott N. Bradley,4,2,2,0,0,0
Washington,Spg 16,U.S. President & Vice President,,DEM,Hillary Clinton/Tim Kaine,219,104,111,4,0,0
Washington,Spg 16,U.S. President & Vice President,,GRN,Jill Stein/Ajamu Baraka,10,8,2,0,0,0
Washington,Spg 16,U.S. President & Vice President,,IND,Jim Hedges/Bill Bayes,2,0,2,0,0,0
Washington,Spg 16,U.S. President & Vice President,,IND,Lynn S. Kahn/Kathleen Monahan,2,1,1,0,0,0
Washington,Spg 16,U.S. President & Vice President,,LIB,Gary Johnson/Bill Weld,18,8,9,1,0,0
Washington,Spg 16,U.S. President & Vice President,,REP,Donald J. Trump/Michael R. Pence,352,166,179,7,0,0
Washington,Spg 16,U.S. Senate,,DEM,Conner Eldridge,239,111,123,5,0,0
Washington,Spg 16,U.S. Senate,,LIB,Frank Gilbert,28,18,10,0,0,0
Washington,Spg 16,U.S. Senate,,NON,Write-In,1,0,1,0,0,0
Washington,Spg 16,U.S. Senate,,REP,Senator John Boozman,340,160,174,6,0,0
Washington,Spg 16,Unopposed Candidates,,NON,FOR ALL,446,214,222,10,0,0
Washington,Spg 17,Alderman Ward 1 Position 2 SPRINGDALE,,NON,Colby Fulfer,532,215,312,5,0,0
Washington,Spg 17,Alderman Ward 1 Position 2 SPRINGDALE,,NON,Eric Ford,586,231,342,13,0,0
Washington,Spg 17,Alderman Ward 1 Position 2 SPRINGDALE,,NON,Paul Jackson Hughes II,139,50,83,6,0,0
Washington,Spg 17,Alderman Ward 2 Position 2 SPRINGDALE,,NON,Ray Dotson,461,196,250,15,0,0
Washington,Spg 17,Alderman Ward 2 Position 2 SPRINGDALE,,NON,Rick Evans,817,307,500,10,0,0
Washington,Spg 17,Alderman Ward 3 Position 2 SPRINGDALE,,NON,Christopher Pryor,171,70,98,3,0,0
Washington,Spg 17,Alderman Ward 3 Position 2 SPRINGDALE,,NON,Jeff Watson,486,174,302,10,0,0
Washington,Spg 17,Alderman Ward 3 Position 2 SPRINGDALE,,NON,Kathryn Birkhead,416,151,256,9,0,0
Washington,Spg 17,Alderman Ward 3 Position 2 SPRINGDALE,,NON,Mike Nelson,190,90,98,2,0,0
Washington,Spg 17,Alderman Ward 4 Position 2 SPRINGDALE,,NON,Jeremy Lynch,514,210,294,10,0,0
Washington,Spg 17,Alderman Ward 4 Position 2 SPRINGDALE,,NON,Kathy Jaycox,731,272,445,14,0,0
Washington,Spg 17,Circuit Clerk,,REP,Circuit Clerk Kyle Sylvester,1332,513,793,26,0,0
Washington,Spg 17,Clerk/Treasurer SPRINGDALE,,NON,City Clerk/Treas. Denise Pearce,1365,516,822,27,0,0
Washington,Spg 17,County Assessor,,DEM,Carol Waddle,563,201,346,16,0,0
Washington,Spg 17,County Assessor,,REP,Assessor Russell Hill,955,370,566,19,0,0
Washington,Spg 17,County Judge,,DEM,Alderman Mark Kinion,630,227,387,16,0,0
Washington,Spg 17,County Judge,,REP,Joseph K. Wood,889,350,519,20,0,0
Washington,Spg 17,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,AGAINST ISSUE NO. 1,418,162,248,8,0,0
Washington,Spg 17,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,FOR ISSUE NO. 1,1033,386,623,24,0,0
Washington,Spg 17,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,AGAINST ISSUE NO. 2,339,135,197,7,0,0
Washington,Spg 17,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,FOR ISSUE NO. 2,1152,428,698,26,0,0
Washington,Spg 17,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,AGAINST ISSUE NO. 3,552,201,337,14,0,0
Washington,Spg 17,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,FOR ISSUE NO. 3,874,351,503,20,0,0
Washington,Spg 17,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,AGAINST ISSUE NO. 6,715,252,442,21,0,0
Washington,Spg 17,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,FOR ISSUE NO. 6,781,319,447,15,0,0
Washington,Spg 17,Mayor SPRINGDALE,,NON,Mayor Doug Sprouse,1404,530,844,30,0,0
Washington,Spg 17,U.S. House,3,LIB,Steve Isaacson,381,152,225,4,0,0
Washington,Spg 17,U.S. House,3,REP,Congressman Steve Womack,1115,423,665,27,0,0
Washington,Spg 17,U.S. President & Vice President,,BFA,Evan McMullin/Nathan Johnson,15,7,8,0,0,0
Washington,Spg 17,U.S. President & Vice President,,CON,Darrell L. Castle/Scott N. Bradley,5,2,3,0,0,0
Washington,Spg 17,U.S. President & Vice President,,DEM,Hillary Clinton/Tim Kaine,605,221,367,17,0,0
Washington,Spg 17,U.S. President & Vice President,,GRN,Jill Stein/Ajamu Baraka,20,11,9,0,0,0
Washington,Spg 17,U.S. President & Vice President,,IND,Jim Hedges/Bill Bayes,1,0,1,0,0,0
Washington,Spg 17,U.S. President & Vice President,,IND,Lynn S. Kahn/Kathleen Monahan,4,4,0,0,0,0
Washington,Spg 17,U.S. President & Vice President,,LIB,Gary Johnson/Bill Weld,41,26,15,0,0,0
Washington,Spg 17,U.S. President & Vice President,,REP,Donald J. Trump/Michael R. Pence,870,326,524,20,0,0
Washington,Spg 17,U.S. Senate,,DEM,Conner Eldridge,596,207,374,15,0,0
Washington,Spg 17,U.S. Senate,,LIB,Frank Gilbert,65,32,32,1,0,0
Washington,Spg 17,U.S. Senate,,NON,Write-In,3,1,2,0,0,0
Washington,Spg 17,U.S. Senate,,REP,Senator John Boozman,875,342,513,20,0,0
Washington,Spg 17,Unopposed Candidates,,NON,FOR ALL,1158,428,703,27,0,0
Washington,Spg 18,Alderman Ward 1 Position 2 SPRINGDALE,,NON,Colby Fulfer,296,101,190,5,0,0
Washington,Spg 18,Alderman Ward 1 Position 2 SPRINGDALE,,NON,Eric Ford,286,105,173,8,0,0
Washington,Spg 18,Alderman Ward 1 Position 2 SPRINGDALE,,NON,Paul Jackson Hughes II,80,25,55,0,0,0
Washington,Spg 18,Alderman Ward 2 Position 2 SPRINGDALE,,NON,Ray Dotson,247,102,139,6,0,0
Washington,Spg 18,Alderman Ward 2 Position 2 SPRINGDALE,,NON,Rick Evans,425,136,283,6,0,0
Washington,Spg 18,Alderman Ward 3 Position 2 SPRINGDALE,,NON,Christopher Pryor,73,27,44,2,0,0
Washington,Spg 18,Alderman Ward 3 Position 2 SPRINGDALE,,NON,Jeff Watson,280,85,188,7,0,0
Washington,Spg 18,Alderman Ward 3 Position 2 SPRINGDALE,,NON,Kathryn Birkhead,197,71,122,4,0,0
Washington,Spg 18,Alderman Ward 3 Position 2 SPRINGDALE,,NON,Mike Nelson,111,47,63,1,0,0
Washington,Spg 18,Alderman Ward 4 Position 2 SPRINGDALE,,NON,Jeremy Lynch,287,109,171,7,0,0
Washington,Spg 18,Alderman Ward 4 Position 2 SPRINGDALE,,NON,Kathy Jaycox,381,129,244,8,0,0
Washington,Spg 18,Circuit Clerk,,REP,Circuit Clerk Kyle Sylvester,667,247,408,12,0,0
Washington,Spg 18,Clerk/Treasurer SPRINGDALE,,NON,City Clerk/Treas. Denise Pearce,701,258,428,15,0,0
Washington,Spg 18,Constable District 01,,DEM,Matt Miller,360,130,226,4,0,0
Washington,Spg 18,Constable District 01,,REP,Constable John Duggar,397,145,242,10,0,0
Washington,Spg 18,County Assessor,,DEM,Carol Waddle,266,102,160,4,0,0
Washington,Spg 18,County Assessor,,REP,Assessor Russell Hill,499,178,311,10,0,0
Washington,Spg 18,County Judge,,DEM,Alderman Mark Kinion,287,94,189,4,0,0
Washington,Spg 18,County Judge,,REP,Joseph K. Wood,483,187,286,10,0,0
Washington,Spg 18,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,AGAINST ISSUE NO. 1,218,81,132,5,0,0
Washington,Spg 18,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,FOR ISSUE NO. 1,544,206,330,8,0,0
Washington,Spg 18,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,AGAINST ISSUE NO. 2,188,68,118,2,0,0
Washington,Spg 18,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,FOR ISSUE NO. 2,582,217,352,13,0,0
Washington,Spg 18,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,AGAINST ISSUE NO. 3,278,93,176,9,0,0
Washington,Spg 18,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,FOR ISSUE NO. 3,416,162,251,3,0,0
Washington,Spg 18,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,AGAINST ISSUE NO. 6,371,111,250,10,0,0
Washington,Spg 18,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,FOR ISSUE NO. 6,396,176,214,6,0,0
Washington,Spg 18,Justice of the Peace District 03,,DEM,Andrew Gaber,316,110,203,3,0,0
Washington,Spg 18,Justice of the Peace District 03,,REP,Harvey Bowman,444,168,265,11,0,0
Washington,Spg 18,Mayor SPRINGDALE,,NON,Mayor Doug Sprouse,713,261,437,15,0,0
Washington,Spg 18,U.S. House,3,LIB,Steve Isaacson,176,70,105,1,0,0
Washington,Spg 18,U.S. House,3,REP,Congressman Steve Womack,579,212,355,12,0,0
Washington,Spg 18,U.S. President & Vice President,,BFA,Evan McMullin/Nathan Johnson,24,7,15,2,0,0
Washington,Spg 18,U.S. President & Vice President,,CON,Darrell L. Castle/Scott N. Bradley,9,4,5,0,0,0
Washington,Spg 18,U.S. President & Vice President,,DEM,Hillary Clinton/Tim Kaine,280,95,182,3,0,0
Washington,Spg 18,U.S. President & Vice President,,GRN,Jill Stein/Ajamu Baraka,7,4,3,0,0,0
Washington,Spg 18,U.S. President & Vice President,,IND,Jim Hedges/Bill Bayes,1,1,0,0,0,0
Washington,Spg 18,U.S. President & Vice President,,IND,Lynn S. Kahn/Kathleen Monahan,2,0,2,0,0,0
Washington,Spg 18,U.S. President & Vice President,,LIB,Gary Johnson/Bill Weld,37,17,20,0,0,0
Washington,Spg 18,U.S. President & Vice President,,REP,Donald J. Trump/Michael R. Pence,446,174,261,11,0,0
Washington,Spg 18,U.S. Senate,,DEM,Conner Eldridge,291,103,185,3,0,0
Washington,Spg 18,U.S. Senate,,LIB,Frank Gilbert,38,17,21,0,0,0
Washington,Spg 18,U.S. Senate,,NON,Write-In,1,0,1,0,0,0
Washington,Spg 18,U.S. Senate,,REP,Senator John Boozman,466,176,279,11,0,0
Washington,Spg 18,Unopposed Candidates,,NON,FOR ALL,588,216,363,9,0,0
Washington,Spg 19,Alderman Ward 1 Position 2 SPRINGDALE,,NON,Colby Fulfer,233,90,143,0,0,0
Washington,Spg 19,Alderman Ward 1 Position 2 SPRINGDALE,,NON,Eric Ford,203,79,120,4,0,0
Washington,Spg 19,Alderman Ward 1 Position 2 SPRINGDALE,,NON,Paul Jackson Hughes II,59,21,37,1,0,0
Washington,Spg 19,Alderman Ward 2 Position 2 SPRINGDALE,,NON,Ray Dotson,191,71,118,2,0,0
Washington,Spg 19,Alderman Ward 2 Position 2 SPRINGDALE,,NON,Rick Evans,306,112,190,4,0,0
