precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_NICOLL,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_dem_O'MALLEY,gen_dem_SANDERS,gen_rep_BUSH,gen_rep_CARSON,gen_rep_CHRISTIE,gen_rep_CRUZ,gen_rep_FIORINA,gen_rep_GILMORE,gen_rep_GRAHAM,gen_rep_HUCKABEE,gen_rep_KASICH,gen_rep_NICOLL,gen_rep_PATAKI,gen_rep_PAUL,gen_rep_RUBIO,gen_rep_SANTORUM,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
CANNON4-1 Eastside,59,1,23,2,23,0,90,0,0,0,0,3,0,0,1,29,0,222,59,1,23,2,23,0,90,0,0,0,0,3,0,0,1,29,0,222,370,83,453
CANNON4-2 Short Mountain,23,2,18,2,14,0,25,0,0,0,0,0,0,0,0,9,0,80,23,2,18,2,14,0,25,0,0,0,0,0,0,0,0,9,0,80,130,43,173
CANNON5-1 Woodbury,103,1,42,2,20,1,74,0,0,0,0,8,0,0,0,24,0,160,103,1,42,2,20,1,74,0,0,0,0,8,0,0,0,24,0,160,289,146,435
CARROLLAtwood,61,1,20,1,26,0,60,0,0,0,1,1,0,0,0,18,0,108,61,1,20,1,26,0,60,0,0,0,1,1,0,0,0,18,0,108,215,82,297
CARROLLBethel College,49,4,41,3,23,0,72,0,0,0,1,22,0,0,0,92,1,157,49,4,41,3,23,0,72,0,0,0,1,22,0,0,0,92,1,157,371,94,465
CARROLLBruceton,32,1,26,4,16,0,58,0,0,0,2,5,0,0,0,19,0,79,32,1,26,4,16,0,58,0,0,0,2,5,0,0,0,19,0,79,183,59,242
CARROLLBuena Vista,5,0,5,1,1,0,14,0,0,0,0,0,0,0,0,3,0,30,5,0,5,1,1,0,14,0,0,0,0,0,0,0,0,3,0,30,49,10,59
CARROLLCannon,19,1,13,1,11,0,35,0,1,0,1,2,0,0,1,17,0,51,19,1,13,1,11,0,35,0,1,0,1,2,0,0,1,17,0,51,120,33,153
CARROLLCedar Grove,34,0,11,3,17,0,57,0,0,0,0,10,0,0,1,34,0,82,34,0,11,3,17,0,57,0,0,0,0,10,0,0,1,34,0,82,204,45,249
CARROLLCivic Center,146,1,37,11,42,1,158,0,0,1,2,30,0,0,2,130,0,208,146,1,37,11,42,1,158,0,0,1,2,30,0,0,2,130,0,208,585,184,769
CARROLLClarksburg,19,1,14,0,31,1,93,0,0,0,1,8,0,0,0,42,0,104,19,1,14,0,31,1,93,0,0,0,1,8,0,0,0,42,0,104,280,34,314
CARROLLConcord,25,0,7,0,13,0,27,0,0,0,0,4,0,0,0,14,0,30,25,0,7,0,13,0,27,0,0,0,0,4,0,0,0,14,0,30,88,32,120
CARROLLHollow Rock,36,0,15,1,8,0,27,0,0,0,2,6,0,0,0,19,0,55,36,0,15,1,8,0,27,0,0,0,2,6,0,0,0,19,0,55,118,51,169
CARROLLHuntingdon,68,2,38,2,37,0,92,0,0,1,1,23,0,0,0,63,0,169,68,2,38,2,37,0,92,0,0,1,1,23,0,0,0,63,0,169,388,108,496
CARROLLLavinia,15,1,5,1,14,0,39,0,0,0,0,2,0,0,0,18,0,57,15,1,5,1,14,0,39,0,0,0,0,2,0,0,0,18,0,57,131,21,152
CARROLLMacedonia,7,1,3,1,8,0,24,0,0,0,0,2,0,0,0,11,0,30,7,1,3,1,8,0,24,0,0,0,0,2,0,0,0,11,0,30,76,11,87
CARROLLMcKenzie,29,0,17,2,11,0,41,0,1,0,0,7,0,0,0,25,0,75,29,0,17,2,11,0,41,0,1,0,0,7,0,0,0,25,0,75,162,46,208
CARROLLMcLemoresville,38,2,11,2,15,1,29,0,0,0,0,5,0,0,0,16,0,75,38,2,11,2,15,1,29,0,0,0,0,5,0,0,0,16,0,75,143,51,194
CARROLLSenior Citizens,68,0,28,2,19,0,46,0,0,0,2,13,0,0,0,26,0,97,68,0,28,2,19,0,46,0,0,0,2,13,0,0,0,26,0,97,205,96,301
CARROLLTrezevant,60,0,7,0,17,0,62,0,0,0,1,4,0,0,0,17,0,124,60,0,7,0,17,0,62,0,0,0,1,4,0,0,0,17,0,124,225,67,292
CARROLLVale,6,0,6,1,2,0,15,0,0,0,0,1,0,0,0,6,2,26,6,0,6,1,2,0,15,0,0,0,0,1,0,0,0,6,2,26,53,12,65
CARROLLWestport,4,0,3,0,4,0,18,0,0,0,0,1,0,0,0,3,0,24,4,0,3,0,4,0,18,0,0,0,0,1,0,0,0,3,0,24,50,7,57
CARTERCentral,51,0,47,6,38,1,142,0,0,0,3,12,0,0,0,120,0,220,51,0,47,6,38,1,142,0,0,0,3,12,0,0,0,120,0,220,542,98,640
CARTERCourthouse,49,0,24,7,42,2,125,0,0,1,2,13,0,0,2,115,0,223,49,0,24,7,42,2,125,0,0,1,2,13,0,0,2,115,0,223,532,73,605
CARTEREastside,23,0,38,4,29,0,109,0,0,0,2,8,0,0,1,57,0,218,23,0,38,4,29,0,109,0,0,0,2,8,0,0,1,57,0,218,428,61,489
CARTERElk Mills,13,0,3,0,2,0,14,0,0,0,0,0,0,0,0,16,0,40,13,0,3,0,2,0,14,0,0,0,0,0,0,0,0,16,0,40,72,16,88
CARTERGap Creek,56,1,52,2,52,0,137,1,0,0,1,14,0,0,0,116,0,325,56,1,52,2,52,0,137,1,0,0,1,14,0,0,0,116,0,325,648,109,757
CARTERHampton,19,0,32,5,18,0,72,0,0,0,1,5,0,0,1,64,0,185,19,0,32,5,18,0,72,0,0,0,1,5,0,0,1,64,0,185,351,51,402
CARTERHappy Valley,100,1,153,14,82,2,248,1,0,0,5,55,0,0,1,234,1,373,100,1,153,14,82,2,248,1,0,0,5,55,0,0,1,234,1,373,1016,254,1270
CARTERHarold McCormick,58,2,54,14,27,1,66,1,0,1,3,7,0,0,0,43,1,150,58,2,54,14,27,1,66,1,0,1,3,7,0,0,0,43,1,150,314,114,428
CARTERHigh School,60,0,98,9,49,3,143,1,2,0,2,30,0,0,0,125,1,231,60,0,98,9,49,3,143,1,2,0,2,30,0,0,0,125,1,231,596,158,754
CARTERHunter,55,0,42,8,55,2,205,0,0,0,6,33,0,0,3,135,1,399,55,0,42,8,55,2,205,0,0,0,6,33,0,0,3,135,1,399,847,97,944
CARTERKeenburg,28,1,35,1,19,0,89,0,1,0,4,15,0,0,0,57,0,200,28,1,35,1,19,0,89,0,1,0,4,15,0,0,0,57,0,200,386,64,450
CARTERLittle Milligan,7,0,6,0,16,0,28,0,0,0,0,11,0,0,1,27,0,59,7,0,6,0,16,0,28,0,0,0,0,11,0,0,1,27,0,59,142,13,155
CARTERMidway,10,0,8,1,28,0,81,1,0,1,0,2,0,0,1,37,1,154,10,0,8,1,28,0,81,1,0,1,0,2,0,0,1,37,1,154,307,18,325
CARTERNational Guard,8,0,1,0,7,0,9,0,0,0,0,0,0,0,0,12,0,23,8,0,1,0,7,0,9,0,0,0,0,0,0,0,0,12,0,23,51,9,60
CARTERRange,19,0,21,2,8,0,42,0,0,0,1,5,0,0,0,31,0,89,19,0,21,2,8,0,42,0,0,0,1,5,0,0,0,31,0,89,178,40,218
CARTERRoan Mountain,30,0,26,5,50,3,185,1,0,0,3,15,0,0,0,115,1,262,30,0,26,5,50,3,185,1,0,0,3,15,0,0,0,115,1,262,640,56,696
CARTERSiam,13,0,14,0,22,0,66,0,0,1,1,5,0,1,1,46,0,99,13,0,14,0,22,0,66,0,0,1,1,5,0,1,1,46,0,99,242,27,269
CARTERTiger Valley,27,0,35,4,39,1,164,1,0,1,2,15,0,0,0,81,0,247,27,0,35,4,39,1,164,1,0,1,2,15,0,0,0,81,0,247,555,62,617
CARTERUnaka,29,0,38,7,28,1,135,0,0,0,3,13,0,0,1,63,0,191,29,0,38,7,28,1,135,0,0,0,3,13,0,0,1,63,0,191,442,67,509
CARTERValley Forge,36,0,38,6,24,1,118,0,2,1,1,20,0,1,0,103,0,243,36,0,38,6,24,1,118,0,2,1,1,20,0,1,0,103,0,243,520,74,594
CARTERWatauga,9,0,7,0,7,0,17,0,0,0,0,1,0,0,1,14,0,65,9,0,7,0,7,0,17,0,0,0,0,1,0,0,1,14,0,65,105,16,121
CARTERWestside,74,3,56,9,57,1,157,0,0,1,5,35,0,0,1,146,1,272,74,3,56,9,57,1,157,0,0,1,5,35,0,0,1,146,1,272,685,133,818
CHEATHAM1-1 County Library,193,3,117,12,51,0,187,0,0,0,2,23,0,0,1,94,1,361,193,3,117,12,51,0,187,0,0,0,2,23,0,0,1,94,1,361,732,313,1045
CHEATHAM2-2 East Cheatham,143,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234
CHEATHAM2-2-5 East Cheatham,0,0,0,0,3,0,34,0,0,0,0,5,0,0,1,24,0,44,0,0,0,0,3,0,34,0,0,0,0,5,0,0,1,24,0,44,111,0,111
CHEATHAM2-2-6 East Cheatham,0,0,0,3,63,1,252,0,0,0,0,23,0,0,1,81,0,379,0,0,0,3,63,1,252,0,0,0,0,23,0,0,1,81,0,379,803,0,803
CHEATHAM3-1 Pleasant View,141,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,239
CHEATHAM3-1-5 Pleasant View,0,0,0,3,24,0,93,0,0,0,1,6,0,0,0,48,0,95,0,0,0,3,24,0,93,0,0,0,1,6,0,0,0,48,0,95,270,0,270
CHEATHAM3-1-6 Pleasant View,0,0,0,2,57,0,247,1,0,1,1,32,0,1,3,116,1,284,0,0,0,2,57,0,247,1,0,1,1,32,0,1,3,116,1,284,746,0,746
CHEATHAM4-1 West Cheatham,94,0,61,4,39,0,165,0,0,0,1,18,0,1,0,77,1,318,94,0,61,4,39,0,165,0,0,0,1,18,0,1,0,77,1,318,624,155,779
CHEATHAM4-3 Sycamore,63,0,38,4,36,0,120,0,0,1,1,13,0,0,0,76,1,177,63,0,38,4,36,0,120,0,0,1,1,13,0,0,0,76,1,177,429,101,530
CHEATHAM5-1 Greenbrier,49,1,32,1,20,0,63,0,0,0,0,7,0,0,0,31,1,119,49,1,32,1,20,0,63,0,0,0,0,7,0,0,0,31,1,119,242,82,324
CHEATHAM5-2 Pegram,131,1,137,7,46,0,188,0,0,0,0,31,0,0,2,117,0,300,131,1,137,7,46,0,188,0,0,0,0,31,0,0,2,117,0,300,691,269,960
CHEATHAM6-1 Harpeth,252,3,233,4,80,1,277,1,2,0,3,53,0,0,3,184,0,454,252,3,233,4,80,1,277,1,2,0,3,53,0,0,3,184,0,454,1062,488,1550
CHESTER1-2 Enville,27,0,17,4,17,0,46,0,1,0,1,3,0,0,0,24,0,87,27,0,17,4,17,0,46,0,1,0,1,3,0,0,0,24,0,87,183,44,227
CHESTER1-5 Sweet Lips,19,0,5,1,13,0,31,0,0,0,0,3,0,0,0,25,0,72,19,0,5,1,13,0,31,0,0,0,0,3,0,0,0,25,0,72,145,24,169
CHESTER1-6 Harmony,13,0,10,2,11,0,21,0,0,0,0,0,0,0,0,21,1,59,13,0,10,2,11,0,21,0,0,0,0,0,0,0,0,21,1,59,115,23,138
CHESTER2-1 Jacks Creek,7,0,8,2,19,0,36,0,0,0,2,4,0,0,0,17,0,86,7,0,8,2,19,0,36,0,0,0,2,4,0,0,0,17,0,86,166,15,181
CHESTER2-2 Friendship,39,0,12,0,39,0,94,0,1,0,0,5,0,0,0,38,1,117,39,0,12,0,39,0,94,0,1,0,0,5,0,0,0,38,1,117,295,51,346
CHESTER3-2 Montezuma,34,0,19,1,37,0,66,0,1,0,0,8,0,1,2,33,0,121,34,0,19,1,37,0,66,0,1,0,0,8,0,1,2,33,0,121,270,53,323
CHESTER3-4 Masseyville,19,0,3,0,4,0,29,0,0,0,1,3,0,0,0,18,0,50,19,0,3,0,4,0,29,0,0,0,1,3,0,0,0,18,0,50,105,22,127
CHESTER3-6 Deanburg,7,0,2,1,13,0,26,0,0,0,1,4,0,0,0,25,0,53,7,0,2,1,13,0,26,0,0,0,1,4,0,0,0,25,0,53,123,9,132
CHESTER4-1 West Chester,54,1,27,12,84,0,151,0,0,0,1,20,0,0,0,100,0,203,54,1,27,12,84,0,151,0,0,0,1,20,0,0,0,100,0,203,571,82,653
CHESTER5-1 East Chester,77,1,26,4,59,0,90,0,1,0,2,8,0,0,0,52,0,122,77,1,26,4,59,0,90,0,1,0,2,8,0,0,0,52,0,122,338,104,442
CHESTER6-1 City Hall,46,0,16,1,26,2,61,0,0,0,1,5,0,0,0,26,0,58,46,0,16,1,26,2,61,0,0,0,1,5,0,0,0,26,0,58,180,62,242
CLAIBORNE1-1 Tazewell,92,2,43,2,25,1,85,1,0,1,2,10,0,0,0,76,0,238,92,2,43,2,25,1,85,1,0,1,2,10,0,0,0,76,0,238,441,137,578
CLAIBORNE2-1 Clouds,24,0,25,1,14,0,74,0,0,0,1,4,0,0,0,28,1,133,24,0,25,1,14,0,74,0,0,0,1,4,0,0,0,28,1,133,256,49,305
CLAIBORNE2-2 Goin,9,1,12,1,7,0,22,0,1,0,1,2,0,0,1,20,0,112,9,1,12,1,7,0,22,0,1,0,1,2,0,0,1,20,0,112,167,22,189
CLAIBORNE2-3 Sandlick,21,1,15,1,10,0,38,0,0,0,1,9,0,0,0,14,0,88,21,1,15,1,10,0,38,0,0,0,1,9,0,0,0,14,0,88,161,37,198
CLAIBORNE3-1 Lone Mountain,18,0,1,0,4,0,35,0,1,0,1,7,0,0,0,12,0,66,18,0,1,0,4,0,35,0,1,0,1,7,0,0,0,12,0,66,126,19,145
CLAIBORNE3-2 New Tazewell,63,2,33,7,21,1,64,1,2,0,1,15,0,0,3,53,0,268,63,2,33,7,21,1,64,1,2,0,1,15,0,0,3,53,0,268,436,98,534
CLAIBORNE4-1 Gibson Hall,12,1,3,0,1,0,5,0,0,0,0,4,0,0,0,6,0,13,12,1,3,0,1,0,5,0,0,0,0,4,0,0,0,6,0,13,29,16,45
CLAIBORNE4-2 Howard's Quarter,4,0,5,0,1,0,13,0,0,0,1,1,0,0,0,11,0,44,4,0,5,0,1,0,13,0,0,0,1,1,0,0,0,11,0,44,71,9,80
CLAIBORNE4-3 Liberty,6,1,7,0,2,0,18,0,0,0,1,5,0,0,1,5,0,29,6,1,7,0,2,0,18,0,0,0,1,5,0,0,1,5,0,29,61,14,75
CLAIBORNE4-4 Springdale,44,0,24,1,16,0,46,0,0,0,0,6,0,0,0,23,0,154,44,0,24,1,16,0,46,0,0,0,0,6,0,0,0,23,0,154,246,68,314
CLAIBORNE5-1 Big Spring Union,27,1,14,1,10,1,37,0,0,0,0,1,0,0,0,18,0,119,27,1,14,1,10,1,37,0,0,0,0,1,0,0,0,18,0,119,187,42,229
CLAIBORNE6-1 Harrogate,76,0,44,3,29,2,123,0,0,1,1,19,0,0,0,74,0,264,76,0,44,3,29,2,123,0,0,1,1,19,0,0,0,74,0,264,516,120,636
CLAIBORNE7-1 Arthur,52,0,42,6,35,1,107,1,0,0,3,12,0,0,1,110,0,222,52,0,42,6,35,1,107,1,0,0,3,12,0,0,1,110,0,222,498,94,592
CLAIBORNE7-2 Cumberland Gap,16,0,9,0,1,0,3,0,0,0,0,2,0,0,2,13,0,24,16,0,9,0,1,0,3,0,0,0,0,2,0,0,2,13,0,24,45,25,70
CLAIBORNE8-1 Rogers Mill,17,0,20,4,8,0,65,1,0,0,1,9,0,0,0,22,0,123,17,0,20,4,8,0,65,1,0,0,1,9,0,0,0,22,0,123,233,37,270
CLAIBORNE8-2 Vanbebber Sprngs,36,0,11,2,16,0,59,0,0,0,1,10,0,0,0,36,0,104,36,0,11,2,16,0,59,0,0,0,1,10,0,0,0,36,0,104,228,47,275
CLAIBORNE9-1 Clairfield,27,2,5,0,0,0,8,1,0,0,0,2,0,0,0,19,0,25,27,2,5,0,0,0,8,1,0,0,0,2,0,0,0,19,0,25,55,34,89
CLAY1 Dentons Cross Road,39,0,20,1,11,1,42,0,1,0,0,9,0,0,1,30,0,133,39,0,20,1,11,1,42,0,1,0,0,9,0,0,1,30,0,133,229,59,288
CLAY2 Hermitage Springs,38,1,14,3,23,1,42,0,0,0,0,5,0,0,2,32,0,122,38,1,14,3,23,1,42,0,0,0,0,5,0,0,2,32,0,122,230,53,283
CLAY3 Celina,95,0,23,2,4,0,19,0,0,0,0,4,0,0,1,27,1,86,95,0,23,2,4,0,19,0,0,0,0,4,0,0,1,27,1,86,144,118,262
CLAY4-1 Maple Grove,14,0,3,0,8,0,21,0,0,0,0,5,0,0,0,16,0,48,14,0,3,0,8,0,21,0,0,0,0,5,0,0,0,16,0,48,98,17,115
CLAY4-2 Butlers Landing,38,0,17,0,9,0,30,0,0,0,0,5,0,0,0,12,0,104,38,0,17,0,9,0,30,0,0,0,0,5,0,0,0,12,0,104,160,55,215
CLAY5-1 Beech Bethany,19,0,12,1,7,0,15,0,0,0,0,2,0,0,1,19,0,47,19,0,12,1,7,0,15,0,0,0,0,2,0,0,1,19,0,47,92,31,123
CLAY5-2 Pea Ridge,27,1,14,0,4,1,11,0,1,0,0,7,0,0,1,10,0,60,27,1,14,0,4,1,11,0,1,0,0,7,0,0,1,10,0,60,95,42,137
COCKEArmory,18,0,23,6,15,0,55,1,1,0,2,9,0,0,1,36,0,135,18,0,23,6,15,0,55,1,1,0,2,9,0,0,1,36,0,135,261,41,302
COCKEBridgeport,21,0,13,2,13,0,56,0,0,0,3,5,0,0,0,39,0,132,21,0,13,2,13,0,56,0,0,0,3,5,0,0,0,39,0,132,250,34,284
COCKECenterview,31,0,28,5,19,1,117,0,0,0,2,9,0,0,0,79,1,316,31,0,28,5,19,1,117,0,0,0,2,9,0,0,0,79,1,316,549,59,608
COCKECentral,35,0,17,6,14,0,49,2,0,0,4,5,0,0,0,25,0,144,35,0,17,6,14,0,49,2,0,0,4,5,0,0,0,25,0,144,249,52,301
COCKECocke County High,15,0,9,2,14,0,58,1,0,0,0,6,0,0,0,21,0,131,15,0,9,2,14,0,58,1,0,0,0,6,0,0,0,21,0,131,233,24,257
COCKECosby,22,1,43,5,41,1,125,3,0,0,3,21,0,0,0,60,2,274,22,1,43,5,41,1,125,3,0,0,3,21,0,0,0,60,2,274,535,66,601
COCKEDel Rio,17,0,26,6,25,1,60,0,0,0,1,16,0,0,1,36,0,136,17,0,26,6,25,1,60,0,0,0,1,16,0,0,1,36,0,136,282,43,325
COCKEEdgemont,32,1,16,5,12,1,51,0,0,0,1,3,0,0,1,26,0,161,32,1,16,5,12,1,51,0,0,0,1,3,0,0,1,26,0,161,261,49,310
COCKEEdwina,42,1,17,6,42,0,136,0,0,0,6,15,0,0,1,78,0,270,42,1,17,6,42,0,136,0,0,0,6,15,0,0,1,78,0,270,554,60,614
COCKEForest Hill,21,0,13,4,18,0,60,1,0,0,2,16,0,0,3,29,1,183,21,0,13,4,18,0,60,1,0,0,2,16,0,0,3,29,1,183,317,34,351
COCKEGrassy Fork,9,0,20,3,10,0,36,0,0,0,3,3,0,0,0,25,1,98,9,0,20,3,10,0,36,0,0,0,3,3,0,0,0,25,1,98,179,29,208
COCKEHouston Valley,0,0,2,0,0,1,11,0,0,0,0,0,0,0,0,2,0,18,0,0,2,0,0,1,11,0,0,0,0,0,0,0,0,2,0,18,32,2,34
COCKELong Creek,16,1,7,4,17,0,61,0,0,0,4,12,0,0,1,24,0,158,16,1,7,4,17,0,61,0,0,0,4,12,0,0,1,24,0,158,281,24,305
COCKENewport Grammar,36,0,24,13,25,1,118,0,0,0,6,37,0,0,3,77,1,201,36,0,24,13,25,1,118,0,0,0,6,37,0,0,3,77,1,201,482,60,542
COCKENorthport,32,1,19,2,22,1,47,0,0,1,4,10,0,0,1,39,1,163,32,1,19,2,22,1,47,0,0,1,4,10,0,0,1,39,1,163,291,52,343
COCKEParrottsville,21,0,28,5,25,0,114,0,0,1,4,16,0,0,3,73,0,275,21,0,28,5,25,0,114,0,0,1,4,16,0,0,3,73,0,275,516,49,565
COCKERankin,12,0,3,1,7,1,22,0,0,0,0,5,0,0,0,13,0,73,12,0,3,1,7,1,22,0,0,0,0,5,0,0,0,13,0,73,122,15,137
COCKESmoky Mountain,45,1,38,1,14,2,75,0,0,1,2,8,0,0,0,36,0,152,45,1,38,1,14,2,75,0,0,1,2,8,0,0,0,36,0,152,291,84,375
COCKEWest End,34,0,15,11,23,1,45,1,0,0,2,11,0,0,0,47,0,180,34,0,15,11,23,1,45,1,0,0,2,11,0,0,0,47,0,180,321,49,370
COFFEE1 Ada Wright CC,80,1,45,6,25,1,95,0,0,0,0,25,156,0,0,46,0,165,80,1,45,6,25,1,95,0,0,0,0,25,156,0,0,46,0,165,519,126,645
COFFEE10 Mt. Ararat,60,1,26,4,33,0,114,0,0,0,0,12,144,0,0,39,0,150,60,1,26,4,33,0,114,0,0,0,0,12,144,0,0,39,0,150,496,87,583
COFFEE11 Fredonia,65,0,24,4,24,0,87,0,0,0,1,10,192,0,0,71,1,185,65,0,24,4,24,0,87,0,0,0,1,10,192,0,0,71,1,185,575,89,664
COFFEE12 North Coffee,52,4,38,3,42,0,121,0,0,0,0,10,200,0,3,47,0,206,52,4,38,3,42,0,121,0,0,0,0,10,200,0,3,47,0,206,632,94,726
COFFEE13-1 Blanton's Chapel,41,0,34,4,36,1,98,0,0,1,2,11,178,0,1,37,0,153,41,0,34,4,36,1,98,0,0,1,2,11,178,0,1,37,0,153,522,75,597
COFFEE13-2 Grace Baptist,29,0,16,0,27,0,60,0,0,0,1,11,154,0,0,51,0,113,29,0,16,0,27,0,60,0,0,0,1,11,154,0,0,51,0,113,417,45,462
COFFEE14 Hickerson,98,1,40,4,36,1,131,0,0,0,0,18,212,0,3,62,1,199,98,1,40,4,36,1,131,0,0,0,0,18,212,0,3,62,1,199,667,139,806
COFFEE15 Grace Baptist,91,2,72,2,65,1,129,3,0,0,0,48,292,0,0,122,0,187,91,2,72,2,65,1,129,3,0,0,0,48,292,0,0,122,0,187,849,165,1014
COFFEE16 Lion's Club,122,2,59,10,46,1,181,1,0,0,2,51,390,0,1,195,0,220,122,2,59,10,46,1,181,1,0,0,2,51,390,0,1,195,0,220,1098,183,1281
COFFEE17 Hands On Science,43,2,27,1,10,0,31,0,0,0,0,2,61,0,2,12,0,64,43,2,27,1,10,0,31,0,0,0,0,2,61,0,2,12,0,64,183,72,255
COFFEE18 First Christian,64,1,43,9,44,0,71,0,0,0,0,19,177,0,0,65,0,125,64,1,43,9,44,0,71,0,0,0,0,19,177,0,0,65,0,125,510,108,618
COFFEE19 CD Stamps Center,73,0,27,1,8,1,28,0,0,0,1,5,63,0,0,16,0,67,73,0,27,1,8,1,28,0,0,0,1,5,63,0,0,16,0,67,190,100,290
COFFEE2 St Paul,49,2,22,0,9,0,50,0,0,0,0,2,84,0,0,23,0,84,49,2,22,0,9,0,50,0,0,0,0,2,84,0,0,23,0,84,252,73,325
COFFEE20 Sr Citizens Center,76,1,46,4,30,1,109,0,0,0,1,23,191,0,1,62,0,151,76,1,46,4,30,1,109,0,0,0,1,23,191,0,1,62,0,151,573,123,696
COFFEE21 Wilson Ave,97,0,53,2,29,0,114,0,0,0,1,22,202,0,2,77,0,151,97,0,53,2,29,0,114,0,0,0,1,22,202,0,2,77,0,151,600,150,750
COFFEE3 Trinity,63,2,65,0,45,1,133,0,0,0,0,25,232,1,0,75,1,165,63,2,65,0,45,1,133,0,0,0,0,25,232,1,0,75,1,165,678,130,808
COFFEE4 First Baptist,93,1,52,9,38,0,94,0,0,0,2,18,169,0,1,47,0,160,93,1,52,9,38,0,94,0,0,0,2,18,169,0,1,47,0,160,538,146,684
COFFEE5 Hillsboro,85,0,17,3,26,0,118,0,1,0,0,20,189,0,0,54,0,196,85,0,17,3,26,0,118,0,1,0,0,20,189,0,0,54,0,196,607,102,709
COFFEE6 TN Vocational Center,43,3,41,4,32,0,67,1,0,0,1,7,158,0,4,38,1,141,43,3,41,4,32,0,67,1,0,0,1,7,158,0,4,38,1,141,454,87,541
COFFEE7 Forest Mill,66,1,28,2,40,0,121,0,0,0,0,19,215,0,0,46,1,194,66,1,28,2,40,0,121,0,0,0,0,19,215,0,0,46,1,194,638,95,733
COFFEE8 New Union,49,1,29,5,38,2,140,0,0,0,1,22,250,0,0,75,0,260,49,1,29,5,38,2,140,0,0,0,1,22,250,0,0,75,0,260,793,79,872
COFFEE9-1 Pocahontas,38,1,17,1,18,0,66,0,0,0,0,7,106,0,0,28,0,119,38,1,17,1,18,0,66,0,0,0,0,7,106,0,0,28,0,119,345,56,401
COFFEE9-2 Summitville,27,0,10,0,6,0,43,2,0,0,0,4,55,0,0,20,0,66,27,0,10,0,6,0,43,2,0,0,0,4,55,0,0,20,0,66,196,37,233
CROCKETT1,19,0,3,1,17,1,45,0,0,0,0,0,0,0,0,25,0,98,19,0,3,1,17,1,45,0,0,0,0,0,0,0,0,25,0,98,187,22,209
CROCKETT10,46,0,6,2,6,0,30,1,0,0,0,2,0,0,0,16,0,53,46,0,6,2,6,0,30,1,0,0,0,2,0,0,0,16,0,53,110,52,162
CROCKETT11,33,1,9,8,15,1,50,0,0,1,0,2,0,0,2,38,0,88,33,1,9,8,15,1,50,0,0,1,0,2,0,0,2,38,0,88,205,43,248
CROCKETT12,42,1,12,3,25,0,69,0,0,0,0,7,0,0,0,27,0,101,42,1,12,3,25,0,69,0,0,0,0,7,0,0,0,27,0,101,232,55,287
CROCKETT2,21,0,7,1,11,0,57,0,0,0,1,9,0,0,0,35,0,97,21,0,7,1,11,0,57,0,0,0,1,9,0,0,0,35,0,97,211,28,239
CROCKETT3,25,0,12,2,16,0,37,0,0,0,0,3,0,0,0,18,0,109,25,0,12,2,16,0,37,0,0,0,0,3,0,0,0,18,0,109,185,37,222
CROCKETT4,22,0,11,0,20,1,41,0,0,0,0,4,0,0,0,29,0,87,22,0,11,0,20,1,41,0,0,0,0,4,0,0,0,29,0,87,182,33,215
CROCKETT5,81,0,5,1,11,0,27,0,0,0,1,3,0,0,0,9,0,34,81,0,5,1,11,0,27,0,0,0,1,3,0,0,0,9,0,34,86,86,172
CROCKETT6,29,0,10,2,23,0,60,0,0,0,3,5,0,0,0,13,0,104,29,0,10,2,23,0,60,0,0,0,3,5,0,0,0,13,0,104,210,39,249
CROCKETT7,40,0,12,4,11,0,26,0,0,0,0,5,0,0,0,10,0,62,40,0,12,4,11,0,26,0,0,0,0,5,0,0,0,10,0,62,118,52,170
CROCKETT8,42,0,11,0,21,0,49,0,0,0,0,8,0,0,3,35,0,102,42,0,11,0,21,0,49,0,0,0,0,8,0,0,3,35,0,102,218,53,271
CROCKETT9,24,0,5,2,13,1,47,0,0,0,1,6,0,0,0,20,0,60,24,0,5,2,13,1,47,0,0,0,1,6,0,0,0,20,0,60,150,29,179
CUMBERLAND1 Cornerstone,129,3,97,26,67,5,290,0,0,0,1,73,0,0,2,173,2,404,129,3,97,26,67,5,290,0,0,0,1,73,0,0,2,173,2,404,1043,229,1272
CUMBERLAND2 Complex 2,64,2,74,11,57,0,134,0,0,0,3,41,0,0,2,107,1,269,64,2,74,11,57,0,134,0,0,0,3,41,0,0,2,107,1,269,625,140,765
CUMBERLAND3 Big Lick,27,1,24,4,31,0,89,0,1,0,1,16,0,0,0,30,1,174,27,1,24,4,31,0,89,0,1,0,1,16,0,0,0,30,1,174,347,52,399
