precinct,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_dem_CLINTON,gen_dem_SANDERS,gen_rep_CARSON,gen_rep_CRUZ,gen_rep_KASICH,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
Adams111,11,6,2,6,2,45,0,0,109,0,0,0,55,17,109
Adams112,14,10,2,6,1,41,96,26,0,0,0,0,50,24,122
Adams113,17,11,8,8,2,59,0,0,0,117,0,0,77,28,117
Adams114,16,19,1,10,13,44,0,0,54,0,0,113,68,35,167
Adams115,18,11,4,5,11,53,48,0,0,0,0,0,73,29,48
Adams121,5,11,8,3,6,76,0,0,0,19,0,0,93,16,19
Adams122,9,7,3,11,6,55,0,0,0,0,137,16,75,16,153
Adams211,3,2,0,3,0,14,0,29,0,0,0,0,17,5,29
Adams212,6,9,0,4,4,51,0,0,0,0,14,0,59,15,14
Adams221,0,0,2,2,5,27,0,0,63,0,0,0,36,0,63
Adams222,0,0,3,3,1,15,34,4,0,0,0,0,22,0,38
Adams311,17,20,0,0,0,0,0,0,0,176,0,0,0,37,176
Adams313,0,0,0,0,0,0,0,0,2,0,0,25,0,0,27
Adams321,3,4,2,4,1,32,15,0,0,0,0,0,39,7,15
Adams322,2,2,0,0,0,0,0,0,0,5,0,0,0,4,5
Adams323,0,0,2,4,0,17,0,0,0,0,43,6,23,0,49
Adams325,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8
Adams411,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21
Adams412,28,37,10,11,2,55,0,0,124,0,0,0,78,65,124
Adams413,51,19,1,9,4,46,121,140,0,0,0,0,60,70,261
Adams414,26,21,3,16,7,53,0,0,0,163,0,0,79,47,163
Adams415,21,21,4,21,4,60,0,0,89,0,0,132,89,42,221
Adams416,28,17,3,3,2,29,99,0,0,0,0,0,37,45,99
Adams511,26,15,0,2,1,16,0,0,0,67,0,0,19,41,67
Adams512,17,12,2,8,2,49,0,0,0,0,116,59,61,29,175
Adams514,17,9,1,18,4,60,0,170,0,0,0,0,83,26,170
Adams515,11,12,1,13,1,48,0,0,0,0,43,0,63,23,43
Adams516,5,10,4,5,5,88,0,0,208,0,0,0,102,15,208
Asotin1,7,18,4,13,2,71,153,32,0,0,0,0,90,25,185
Asotin101,41,29,6,7,0,73,0,0,0,91,0,0,86,70,91
Asotin102,24,28,3,2,8,73,0,0,0,0,185,73,86,52,258
Asotin202,47,58,6,16,12,67,0,179,0,0,0,0,101,105,179
Asotin203,46,39,3,12,11,55,0,0,0,0,136,0,81,85,136
Asotin204,38,40,8,5,2,94,0,0,208,0,0,0,109,78,208
Asotin205,36,30,2,10,8,47,130,102,0,0,0,0,67,66,232
Asotin206,45,43,8,14,7,82,0,0,0,177,0,0,111,88,177
Asotin207,41,27,4,7,3,55,0,0,103,0,0,126,69,68,229
Asotin208,47,39,3,6,6,70,118,0,0,0,0,0,85,86,118
Asotin3,17,14,3,7,9,84,0,0,0,163,0,0,103,31,163
Asotin301,40,36,5,8,15,128,0,0,0,132,0,0,156,76,132
Asotin302,70,52,9,19,15,196,0,0,0,0,415,189,239,122,604
Asotin304,53,33,5,15,9,87,0,212,0,0,0,0,116,86,212
Asotin305,60,65,17,23,7,215,0,0,0,0,181,0,262,125,181
Asotin306,86,55,18,11,16,171,0,0,365,0,0,0,216,141,365
Asotin307,58,47,13,18,6,126,278,137,0,0,0,0,163,105,415
Asotin4,14,9,6,5,4,82,0,0,35,0,0,182,97,23,217
Asotin401,41,48,1,2,9,112,0,0,0,213,0,0,124,89,213
Asotin402,66,54,7,7,8,99,0,0,152,0,0,261,121,120,413
Asotin5,75,38,8,17,24,167,186,0,0,0,0,0,216,113,186
Asotin501,66,36,5,15,13,85,151,0,0,0,0,0,118,102,151
Asotin502,51,36,4,19,2,76,0,0,0,142,0,0,101,87,142
Asotin503,70,59,5,16,11,133,0,0,0,0,270,161,165,129,431
Benton1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton1022,0,0,0,2,1,10,0,32,0,0,0,0,13,0,32
Benton1023,2,5,1,7,0,12,0,0,0,0,12,0,20,7,12
Benton1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton1091,4,5,0,0,0,0,0,0,15,0,0,67,0,9,82
Benton1240,8,2,0,0,0,0,11,0,0,0,0,0,0,10,11
Benton1241,0,0,3,1,0,12,0,0,0,2,0,0,16,0,2
Benton1290,5,5,2,2,0,32,0,0,0,0,75,22,36,10,97
Benton1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton1360,0,0,0,6,0,17,0,0,0,0,3,0,23,0,3
Benton1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton1365,0,0,3,6,3,26,0,0,13,0,0,64,38,0,77
Benton1400,0,0,0,2,1,8,5,0,0,0,0,0,11,0,5
Benton1402,19,14,3,10,0,76,0,0,0,56,0,0,89,33,56
Benton1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton1406,21,31,13,25,5,82,0,225,0,0,0,0,125,52,225
Benton1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton1408,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9
Benton1409,0,0,1,5,1,24,76,16,0,0,0,0,31,0,92
Benton1412,21,16,3,12,3,65,0,0,0,193,0,0,83,37,193
Benton1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton1414,7,8,1,5,4,13,23,0,0,0,0,0,23,15,23
Benton1420,9,14,3,18,6,107,0,0,0,65,0,0,134,23,65
Benton1422,5,6,2,0,0,21,0,0,0,0,51,26,23,11,77
Benton1646,9,23,3,4,1,31,0,146,0,0,0,0,39,32,146
Benton1650,45,46,3,14,7,132,0,0,0,0,191,0,156,91,191
Benton1651,11,13,1,5,0,27,0,0,83,0,0,0,33,24,83
Benton1655,23,16,2,8,3,47,156,81,0,0,0,0,60,39,237
Benton1656,15,25,2,5,2,54,0,0,0,149,0,0,63,40,149
Benton1657,27,17,1,3,3,68,0,0,94,0,0,187,75,44,281
Benton1660,38,37,8,16,6,102,165,0,0,0,0,0,132,75,165
Benton1663,25,31,4,12,13,79,0,0,0,119,0,0,108,56,119
Benton1664,62,53,9,19,25,131,0,0,0,0,428,284,184,115,712
Benton1667,21,33,3,8,5,52,0,104,0,0,0,0,68,54,104
Benton1668,70,55,18,24,17,164,0,0,0,0,246,0,223,125,246
Benton1669,34,29,1,6,6,73,0,0,220,0,0,0,86,63,220
Benton1670,20,35,12,21,14,61,258,128,0,0,0,0,108,55,386
Benton1674,13,24,6,7,7,84,0,0,0,208,0,0,104,37,208
Benton1675,11,9,3,11,4,39,0,0,50,0,0,126,57,20,176
Benton1676,66,32,15,22,12,165,187,0,0,0,0,0,214,98,187
Benton1680,30,39,14,25,12,109,0,0,0,138,0,0,160,69,138
Benton1681,40,28,6,16,12,77,0,0,0,0,236,162,111,68,398
Benton1683,47,22,4,10,16,107,0,258,0,0,0,0,137,69,258
Benton1685,34,57,3,12,14,118,0,0,0,0,180,0,147,91,180
Benton1686,47,25,6,15,12,91,0,0,255,0,0,0,124,72,255
Benton1690,69,46,2,22,24,155,415,246,0,0,0,0,203,115,661
Benton1691,6,3,2,7,0,26,0,0,0,95,0,0,35,9,95
Benton2401,52,40,11,29,5,155,0,0,165,0,0,427,200,92,592
Benton2403,40,40,3,21,11,85,170,0,0,0,0,0,120,80,170
Benton2404,19,14,5,10,9,83,0,0,0,79,0,0,107,33,79
Benton2405,39,43,0,25,9,114,0,0,0,0,297,130,148,82,427
Benton2407,5,4,0,1,3,10,0,27,0,0,0,0,14,9,27
Benton2408,17,7,0,2,1,23,0,0,0,0,63,0,26,24,63
Benton2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton2560,27,35,2,11,3,48,159,124,0,0,0,0,64,62,283
Benton2565,32,28,1,3,3,40,0,0,0,137,0,0,47,60,137
Benton2570,23,38,9,10,7,73,0,0,117,0,0,220,99,61,337
Benton2574,19,27,5,0,6,42,74,0,0,0,0,0,53,46,74
Benton2575,16,20,1,5,0,45,0,0,0,71,0,0,51,36,71
Benton2580,35,17,4,4,9,53,0,0,0,0,138,101,70,52,239
Benton2590,36,23,2,8,5,68,0,198,0,0,0,0,83,59,198
Benton2595,25,32,9,16,5,77,0,0,0,0,112,0,107,57,112
Benton2600,27,17,5,9,5,57,0,0,164,0,0,0,76,44,164
Benton2601,11,31,2,8,2,58,151,99,0,0,0,0,70,42,250
Benton2605,22,25,4,12,6,72,0,0,0,215,0,0,94,47,215
Benton2610,39,36,5,8,6,60,0,0,116,0,0,160,79,75,276
Benton2615,22,12,0,3,5,36,63,0,0,0,0,0,44,34,63
Benton2620,21,11,4,8,4,71,0,0,0,94,0,0,87,32,94
Benton2625,48,58,3,10,9,99,0,0,0,0,259,226,121,106,485
Benton2630,20,39,2,16,8,89,0,244,0,0,0,0,115,59,244
Benton2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton2633,34,17,6,17,9,109,0,0,233,0,0,0,141,51,233
Benton2634,60,31,6,12,27,145,325,170,0,0,0,0,190,91,495
Benton2635,32,38,7,17,7,136,0,0,0,371,0,0,167,70,371
Benton2636,27,27,5,17,16,106,0,0,118,0,0,332,144,54,450
Benton2637,53,17,6,21,15,101,165,0,0,0,0,0,143,70,165
Benton2638,17,43,6,25,13,123,0,0,0,152,0,0,167,60,152
Benton2639,26,18,1,5,2,78,0,0,0,0,178,72,86,44,250
Benton2641,35,25,4,17,13,80,0,215,0,0,0,0,114,60,215
Benton3001,46,66,8,19,3,132,0,0,0,0,175,0,162,112,175
Benton3002,37,35,5,9,7,114,0,0,300,0,0,0,135,72,300
Benton3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton3101,31,23,6,17,6,87,0,0,0,239,0,0,116,54,239
Benton3102,40,60,10,31,10,170,0,0,160,0,0,490,221,100,650
Benton3103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton3104,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
Benton3105,0,0,0,0,2,4,0,0,0,0,21,5,6,0,26
Benton3107,34,35,6,13,8,147,0,325,0,0,0,0,174,69,325
Benton3500,8,17,0,3,0,16,0,0,0,0,46,0,19,25,46
Benton3505,34,33,1,4,4,65,0,0,179,0,0,0,74,67,179
Benton3510,17,27,1,4,0,45,134,112,0,0,0,0,50,44,246
Benton3511,4,2,0,3,0,4,0,0,0,15,0,0,7,6,15
Benton3515,31,24,6,4,1,53,0,0,125,0,0,133,64,55,258
Benton3516,2,4,0,0,0,0,12,0,0,0,0,0,0,6,12
Benton3520,15,22,0,4,0,28,0,0,0,102,0,0,32,37,102
Benton3525,28,37,1,11,6,58,0,0,0,0,167,142,76,65,309
Benton3535,20,25,6,5,3,43,0,129,0,0,0,0,57,45,129
Benton3540,40,31,11,23,3,78,0,0,0,0,168,0,115,71,168
Benton3545,16,19,0,5,3,48,0,0,146,0,0,0,56,35,146
Benton3550,23,31,3,21,3,111,274,106,0,0,0,0,138,54,380
Benton3551,31,23,5,14,9,80,0,0,0,270,0,0,108,54,270
Benton3552,16,28,6,13,9,87,0,0,150,0,0,287,115,44,437
Benton3553,32,32,3,13,5,83,131,0,0,0,0,0,104,64,131
Benton3555,29,23,5,14,6,87,0,0,0,105,0,0,112,52,105
Benton3556,36,30,5,13,10,137,0,0,0,0,367,154,165,66,521
Benton3558,47,35,1,38,7,124,0,388,0,0,0,0,170,82,388
Benton3559,29,34,7,17,2,130,0,0,0,0,147,0,156,63,147
Benton3560,20,14,7,12,3,51,0,0,150,0,0,0,73,34,150
Benton4001,18,32,3,6,4,48,126,101,0,0,0,0,61,50,227
Benton4002,20,25,5,5,5,50,0,0,0,161,0,0,65,45,161
Benton4003,13,20,2,3,4,53,0,0,55,0,0,158,62,33,213
Benton4004,36,48,7,24,14,143,192,0,0,0,0,0,188,84,192
Benton4005,16,17,1,7,1,52,0,0,0,64,0,0,61,33,64
Benton4006,33,32,8,21,10,105,0,0,0,0,341,179,144,65,520
Benton4008,55,41,8,30,12,113,0,301,0,0,0,0,163,96,301
Benton4009,27,34,2,15,8,73,0,0,0,0,124,0,98,61,124
Benton4010,0,0,0,3,1,9,0,0,29,0,0,0,13,0,29
Benton4011,24,26,3,11,7,109,353,124,0,0,0,0,130,50,477
Benton4012,34,57,8,40,5,114,0,0,0,423,0,0,167,91,423
Benton4013,16,16,5,10,3,83,0,0,72,0,0,233,101,32,305
Benton4014,65,47,12,32,25,189,285,0,0,0,0,0,258,112,285
Benton4015,28,28,3,16,4,90,0,0,0,111,0,0,113,56,111
Benton4016,12,20,7,9,8,67,0,0,0,0,179,69,91,32,248
Benton4101,13,20,0,21,10,68,0,192,0,0,0,0,99,33,192
Benton4102,33,38,7,17,15,121,0,0,0,0,157,0,160,71,157
Benton4103,16,28,4,31,6,107,0,0,286,0,0,0,148,44,286
Benton450,51,41,10,11,13,118,286,180,0,0,0,0,152,92,466
Benton455,44,41,5,10,9,72,0,0,0,209,0,0,96,85,209
Benton460,38,26,9,18,11,70,0,0,132,0,0,187,108,64,319
Benton465,42,35,6,9,18,98,182,0,0,0,0,0,131,77,182
Benton470,26,30,6,14,11,60,0,0,0,140,0,0,91,56,140
Benton5602,34,18,1,6,5,105,295,96,0,0,0,0,117,52,391
Benton5603,9,2,3,3,1,16,0,0,0,60,0,0,23,11,60
Benton5606,45,43,4,29,7,165,0,0,142,0,0,509,205,88,651
Benton5608,26,22,3,9,3,59,84,0,0,0,0,0,74,48,84
Benton5609,17,16,3,7,3,110,0,0,0,83,0,0,123,33,83
Benton5613,6,3,1,4,0,12,0,0,0,0,62,22,17,9,84
Benton5619,8,13,4,5,1,41,0,117,0,0,0,0,51,21,117
Benton5621,7,13,1,9,6,38,0,0,0,0,32,0,54,20,32
Benton5622,12,11,3,5,0,53,0,0,113,0,0,0,61,23,113
Benton5623,22,25,3,1,5,59,151,92,0,0,0,0,68,47,243
Benton5624,23,16,5,13,7,70,0,0,0,179,0,0,95,39,179
Benton5625,34,32,9,31,11,121,0,0,144,0,0,365,172,66,509
Benton5626,12,8,2,10,1,47,52,0,0,0,0,0,60,20,52
Benton5627,48,48,12,24,17,139,0,0,0,167,0,0,192,96,167
Benton5628,39,35,7,11,8,154,0,0,0,0,380,132,180,74,512
Benton5630,19,21,7,21,7,98,0,293,0,0,0,0,133,40,293
Benton5631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton5632,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
Benton5633,4,3,3,5,0,12,28,12,0,0,0,0,20,7,40
Benton5634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton5635,0,0,0,0,0,0,0,0,4,0,0,11,0,0,15
Benton5636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton5637,5,8,0,0,0,0,0,0,0,16,0,0,0,13,16
Benton5638,34,38,4,27,13,168,0,0,0,0,558,185,212,72,743
Benton6105,28,29,4,13,7,98,0,207,0,0,0,0,122,57,207
Benton6110,56,34,7,15,11,54,0,0,0,0,227,0,87,90,227
Benton6115,46,42,2,7,12,40,0,0,117,0,0,0,61,88,117
Benton6120,45,30,5,16,20,75,175,184,0,0,0,0,116,75,359
Benton6125,21,22,6,13,6,44,0,0,0,150,0,0,69,43,150
Benton6130,41,33,0,17,21,43,0,0,186,0,0,120,81,74,306
Benton6135,36,35,4,12,13,44,154,0,0,0,0,0,73,71,154
Benton6140,33,40,8,11,8,68,0,0,0,146,0,0,95,73,146
Benton6145,50,43,7,14,18,82,0,0,0,0,230,228,121,93,458
Benton6151,85,55,10,30,24,129,0,388,0,0,0,0,193,140,388
Benton6155,49,39,9,17,24,98,0,0,0,0,185,0,148,88,185
Benton6160,50,58,10,26,21,63,0,0,198,0,0,0,120,108,198
Benton6165,47,44,3,8,4,48,147,134,0,0,0,0,63,91,281
Benton6170,22,60,5,15,4,58,0,0,0,233,0,0,82,82,233
Benton6175,45,56,9,37,23,106,0,0,206,0,0,361,175,101,567
Benton6180,25,50,5,6,7,32,143,0,0,0,0,0,50,75,143
Benton6185,48,34,4,6,3,52,0,0,0,141,0,0,65,82,141
Benton6186,17,22,2,2,2,22,0,0,0,0,71,77,28,39,148
Benton6195,25,23,1,15,5,69,0,198,0,0,0,0,90,48,198
Benton6200,30,50,1,15,6,71,0,0,0,0,137,0,93,80,137
Benton6205,19,48,3,14,4,49,0,0,161,0,0,0,70,67,161
Benton6210,21,38,4,7,8,74,175,87,0,0,0,0,93,59,262
Benton6215,21,35,3,7,4,65,0,0,0,182,0,0,79,56,182
Benton6220,20,37,6,10,3,45,0,0,113,0,0,174,64,57,287
Benton6225,31,28,7,14,16,74,123,0,0,0,0,0,111,59,123
Benton6230,24,33,1,8,7,35,0,0,0,124,0,0,51,57,124
Benton6235,26,26,2,6,3,49,0,0,0,0,136,101,60,52,237
Benton6245,25,35,4,8,4,46,0,187,0,0,0,0,62,60,187
Benton6250,35,45,8,19,2,60,0,0,0,0,147,0,89,80,147
Benton6255,47,63,8,16,8,70,0,0,277,0,0,0,102,110,277
Benton6260,19,33,7,13,9,62,159,81,0,0,0,0,91,52,240
Benton6265,33,43,7,8,3,63,0,0,0,212,0,0,81,76,212
Benton6270,65,56,9,18,18,105,0,0,212,0,0,250,150,121,462
Benton6271,21,20,4,17,4,54,88,0,0,0,0,0,79,41,88
Benton6275,26,32,2,8,4,40,0,0,0,123,0,0,54,58,123
Benton6278,40,26,4,30,13,104,0,0,0,0,314,156,151,66,470
Benton6280,45,40,4,21,13,79,0,265,0,0,0,0,117,85,265
Benton6281,72,36,9,22,28,90,0,0,0,0,246,0,149,108,246
Benton6282,62,42,2,32,8,128,0,0,367,0,0,0,170,104,367
Benton6283,29,39,2,22,11,64,214,135,0,0,0,0,99,68,349
Benton6284,28,24,2,7,15,75,0,0,0,216,0,0,99,52,216
Benton6285,58,42,9,29,10,134,0,0,242,0,0,379,182,100,621
Benton6286,27,13,5,18,8,78,104,0,0,0,0,0,109,40,104
Benton6287,39,40,1,4,4,75,0,0,0,150,0,0,84,79,150
Benton6288,57,27,10,27,14,64,0,0,0,0,258,211,115,84,469
Benton6290,39,50,5,8,7,96,0,304,0,0,0,0,116,89,304
Benton6291,52,47,8,17,7,117,0,0,0,0,250,0,149,99,250
Benton6292,32,25,3,17,12,66,0,0,172,0,0,0,98,57,172
Benton6293,15,17,1,8,6,60,174,73,0,0,0,0,75,32,247
Benton6295,41,34,2,13,20,91,0,0,0,253,0,0,126,75,253
Benton6300,44,23,9,13,15,85,0,0,123,0,0,231,122,67,354
Benton6301,39,34,5,12,9,90,228,0,0,0,0,0,116,73,228
Benton6305,40,26,4,9,15,94,0,0,0,181,0,0,122,66,181
Benton6310,48,30,4,19,12,86,0,0,0,0,269,196,121,78,465
Benton6315,74,39,5,26,31,175,0,481,0,0,0,0,237,113,481
Benton6316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton6320,51,42,12,25,33,104,0,0,416,0,0,0,174,93,416
Benton97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelan100,0,0,0,0,0,0,7,4,0,0,0,0,0,0,11
Chelan110,48,54,6,7,7,102,0,0,0,217,0,0,122,102,217
Chelan111,17,23,0,1,9,31,0,0,47,0,0,80,41,40,127
Chelan112,3,7,0,0,0,0,15,0,0,0,0,0,0,10,15
Chelan113,12,11,0,3,0,33,0,0,0,44,0,0,36,23,44
Chelan114,64,47,11,11,11,136,0,0,0,0,271,203,169,111,474
Chelan1149,3,2,1,0,5,14,26,18,0,0,0,0,20,5,44
Chelan1150,0,0,2,0,0,5,0,0,0,0,0,0,7,0,0
Chelan1151,0,0,0,0,0,0,7,4,0,0,0,0,0,0,11
Chelan1152,5,7,2,3,5,12,27,50,0,0,0,0,22,12,77
Chelan1153,3,4,0,2,2,8,15,11,0,0,0,0,12,7,26
Chelan116,19,14,4,5,7,51,0,90,0,0,0,0,67,33,90
Chelan120,35,41,5,17,11,115,0,0,0,0,159,0,148,76,159
Chelan121,29,37,5,18,5,110,0,0,253,0,0,0,138,66,253
Chelan122,27,25,4,13,11,52,107,101,0,0,0,0,80,52,208
Chelan123,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
Chelan124,7,3,2,1,2,27,0,0,24,0,0,56,32,10,80
Chelan125,118,93,7,36,28,143,354,0,0,0,0,0,214,211,354
Chelan126,19,27,2,3,0,20,0,0,0,76,0,0,25,46,76
Chelan127,7,23,2,7,2,43,0,0,0,0,101,88,54,30,189
Chelan129,43,32,1,9,16,70,0,150,0,0,0,0,96,75,150
Chelan1290,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
Chelan131,5,13,2,3,2,29,0,0,0,0,31,0,36,18,31
Chelan132,4,9,0,0,0,0,0,0,37,0,0,0,0,13,37
Chelan133,36,33,2,10,11,114,309,134,0,0,0,0,137,69,443
Chelan134,38,47,16,36,16,152,0,0,0,488,0,0,220,85,488
Chelan135,60,48,6,26,18,195,0,0,0,0,0,0,245,108,0
Chelan136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelan140,39,33,3,6,1,57,0,0,0,124,0,0,67,72,124
Chelan141,0,0,0,0,0,0,0,0,0,0,9,10,0,0,19
Chelan143,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
Chelan144,0,0,0,2,0,10,0,0,0,0,7,0,12,0,7
Chelan145,3,2,0,2,0,15,0,0,35,0,0,0,17,5,35
Chelan146,12,11,2,4,3,43,101,37,0,0,0,0,52,23,138
Chelan147,42,53,7,21,8,234,0,0,0,497,0,0,270,95,497
Chelan148,37,32,9,5,2,66,0,0,129,0,0,181,82,69,310
Chelan149,19,15,5,7,10,59,71,0,0,0,0,0,81,34,71
Chelan150,15,5,1,2,1,18,0,0,0,41,0,0,22,20,41
Chelan151,0,0,0,0,0,0,0,0,0,0,3,2,0,0,5
Chelan153,101,57,21,36,27,271,0,640,0,0,0,0,355,158,640
Chelan154,106,59,4,27,25,213,0,0,0,0,338,0,269,165,338
Chelan155,27,41,4,4,17,79,0,0,184,0,0,0,104,68,184
Chelan156,8,10,1,4,1,20,50,41,0,0,0,0,26,18,91
Chelan157,58,60,2,25,15,206,0,0,0,460,0,0,248,118,460
Chelan158,16,22,4,2,5,54,0,0,79,0,0,137,65,38,216
Chelan159,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Chelan161,3,7,0,0,0,0,0,0,0,13,0,0,0,10,13
Chelan162,11,7,0,0,0,0,0,0,0,0,19,19,0,18,38
Chelan164,9,15,2,4,5,71,0,209,0,0,0,0,82,24,209
Chelan165,13,10,1,9,3,41,0,0,0,0,54,0,54,23,54
Chelan171,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14
Chelan172,2,3,0,3,0,10,18,9,0,0,0,0,13,5,27
Chelan173,7,13,0,1,2,3,0,0,0,10,0,0,6,20,10
Chelan174,50,46,4,11,12,128,0,0,155,0,0,282,155,96,437
Chelan175,114,70,8,23,39,190,340,0,0,0,0,0,260,184,340
Chelan181,73,40,5,11,9,176,0,0,0,219,0,0,201,113,219
Chelan182,57,54,8,10,15,135,0,0,0,0,290,229,168,111,519
Chelan190,10,9,3,9,1,5,0,37,0,0,0,0,18,19,37
Chelan210,76,88,6,4,15,81,0,0,0,0,316,0,106,164,316
Chelan220,76,113,11,10,17,118,255,372,0,0,0,0,156,189,627
Chelan310,37,45,4,9,2,70,142,174,0,0,0,0,85,82,316
Chelan320,24,24,9,23,14,90,262,135,0,0,0,0,136,48,397
Chelan330,31,33,8,28,10,108,147,276,0,0,0,0,154,64,423
Chelan410,46,31,7,14,14,132,320,194,0,0,0,0,167,77,514
Chelan420,75,65,8,20,22,136,260,357,0,0,0,0,186,140,617
Chelan430,98,83,16,33,18,195,472,370,0,0,0,0,262,181,842
Chelan440,112,67,15,30,28,209,400,485,0,0,0,0,282,179,885
Chelan450,112,84,10,26,27,163,467,401,0,0,0,0,226,196,868
Chelan460,114,119,13,20,16,168,506,393,0,0,0,0,217,233,899
Chelan470,99,85,10,24,30,134,366,348,0,0,0,0,198,184,714
Chelan480,102,131,9,29,20,154,502,445,0,0,0,0,212,233,947
Chelan490,52,58,2,13,10,105,270,181,0,0,0,0,130,110,451
Chelan510,76,84,7,20,6,134,315,326,0,0,0,0,167,160,641
Chelan520,118,69,15,33,58,276,624,416,0,0,0,0,382,187,1040
Chelan530,109,92,12,23,21,228,374,521,0,0,0,0,284,201,895
Chelan540,84,71,6,19,17,189,417,289,0,0,0,0,231,155,706
Chelan560,105,118,7,33,13,165,499,480,0,0,0,0,218,223,979
Chelan580,53,45,7,16,12,143,298,194,0,0,0,0,178,98,492
Chelan590,88,56,15,16,26,181,267,408,0,0,0,0,238,144,675
Chelan610,53,42,10,12,8,146,342,142,0,0,0,0,176,95,484
Chelan710,55,50,12,9,10,113,210,244,0,0,0,0,144,105,454
Chelan720,80,53,13,17,22,199,383,233,0,0,0,0,251,133,616
Chelan730,82,102,13,7,16,134,340,360,0,0,0,0,170,184,700
Clallam101,74,74,7,7,13,94,242,245,0,0,0,0,121,148,487
Clallam102,121,139,0,15,11,122,494,322,0,0,0,0,148,260,816
Clallam103,126,140,11,14,24,151,400,469,0,0,0,0,200,266,869
Clallam104,82,104,12,11,16,86,338,251,0,0,0,0,125,186,589
Clallam105,100,153,8,9,13,117,278,413,0,0,0,0,147,253,691
Clallam106,83,96,7,12,16,117,316,287,0,0,0,0,152,179,603
Clallam107,139,178,9,20,12,119,340,475,0,0,0,0,160,317,815
Clallam108,61,84,9,4,6,71,251,194,0,0,0,0,90,145,445
Clallam109,133,164,7,17,9,155,475,486,0,0,0,0,188,297,961
Clallam110,28,35,3,4,0,45,90,107,0,0,0,0,52,63,197
Clallam111,170,158,7,20,16,153,400,469,0,0,0,0,196,328,869
Clallam112,61,54,6,17,14,92,222,229,0,0,0,0,129,115,451
Clallam113,64,75,7,10,21,119,278,264,0,0,0,0,157,139,542
Clallam201,91,52,7,17,10,139,251,306,0,0,0,0,173,143,557
Clallam204,33,47,3,9,8,143,332,122,0,0,0,0,163,80,454
Clallam205,92,75,6,13,9,141,265,417,0,0,0,0,169,167,682
Clallam207,114,52,9,19,33,201,332,292,0,0,0,0,262,166,624
Clallam208,51,53,4,22,12,78,177,207,0,0,0,0,116,104,384
Clallam209,85,142,9,22,7,170,427,335,0,0,0,0,208,227,762
Clallam210,43,56,2,13,6,95,163,242,0,0,0,0,116,99,405
Clallam211,79,88,2,11,15,142,316,270,0,0,0,0,170,167,586
Clallam212,15,27,3,6,4,86,66,202,0,0,0,0,99,42,268
Clallam214,98,89,8,19,10,137,306,262,0,0,0,0,174,187,568
Clallam215,40,54,5,3,2,79,138,185,0,0,0,0,89,94,323
Clallam216,39,49,4,9,3,54,148,139,0,0,0,0,70,88,287
Clallam217,140,106,10,26,11,129,394,261,0,0,0,0,176,246,655
Clallam218,145,123,11,15,13,184,351,384,0,0,0,0,223,268,735
Clallam220,89,103,8,31,15,128,292,386,0,0,0,0,182,192,678
Clallam221,111,100,7,13,10,157,321,297,0,0,0,0,187,211,618
Clallam222,136,103,3,16,26,187,350,351,0,0,0,0,232,239,701
Clallam223,82,47,1,8,11,89,182,192,0,0,0,0,109,129,374
