precinct,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_KASICH,pri_rep_TRUMP,gen_dem_CLINTON,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
Sandoval62,101,58,6,2,18,3,17,114,355,405,160,159,760
Sandoval63,43,47,1,2,15,0,6,55,238,289,79,90,527
Sandoval64,102,115,6,9,29,6,14,116,396,517,180,217,913
Sandoval65,105,93,0,4,10,0,9,83,461,425,106,198,886
Sandoval66,123,162,8,12,32,2,14,155,589,727,223,285,1316
Sandoval67,87,96,7,1,19,1,4,87,458,465,119,183,923
Sandoval68,74,142,1,4,11,1,8,104,495,594,129,216,1089
Sandoval69,79,115,1,7,19,0,4,74,434,513,105,194,947
Sandoval7,70,56,2,0,4,0,1,13,182,83,20,126,265
Sandoval70,27,54,0,7,9,1,1,52,224,243,70,81,467
Sandoval71,43,76,0,1,10,0,6,56,263,273,73,119,536
Sandoval72,107,101,4,5,40,3,8,117,598,776,177,208,1374
Sandoval73,51,43,0,1,13,6,11,63,169,292,94,94,461
Sandoval74,216,128,5,10,25,8,34,190,603,725,272,344,1328
Sandoval75,47,50,1,3,6,1,6,55,207,244,72,97,451
Sandoval76,200,121,5,3,12,5,13,78,542,370,116,321,912
Sandoval77,154,73,0,0,0,0,0,3,344,17,3,227,361
Sandoval78,17,20,1,1,7,2,8,37,66,111,56,37,177
Sandoval79,14,29,0,0,2,0,2,15,80,68,19,43,148
Sandoval8,74,54,0,0,2,0,1,2,237,21,5,128,258
Sandoval80,71,102,2,5,18,0,9,110,421,571,144,173,992
Sandoval81,58,50,5,2,25,2,12,86,269,319,132,108,588
Sandoval82,89,89,4,3,16,2,11,58,350,375,94,178,725
Sandoval83,58,68,4,3,15,1,11,130,282,484,164,126,766
Sandoval84,65,73,1,3,10,2,3,64,353,390,83,138,743
Sandoval85,47,56,0,6,16,3,11,80,297,489,116,103,786
Sandoval86,76,54,1,5,17,0,8,71,378,400,102,130,778
Sandoval9,192,66,0,0,2,1,0,1,499,20,4,258,519
Santa Fe1,207,181,2,2,18,0,3,28,512,192,53,388,704
Santa Fe10,398,213,3,1,8,0,15,67,1049,247,94,611,1296
Santa Fe11,301,388,0,3,3,3,5,27,1020,155,41,689,1175
Santa Fe12,180,191,0,0,7,0,3,22,627,154,32,371,781
Santa Fe13,248,317,3,2,8,0,6,41,937,198,60,565,1135
Santa Fe14,109,81,0,1,4,1,3,14,364,113,23,190,477
Santa Fe15,34,69,4,2,21,0,3,99,198,349,129,103,547
Santa Fe16,31,24,2,0,9,1,2,46,86,118,60,55,204
Santa Fe17,69,80,2,0,3,0,0,17,210,62,22,149,272
Santa Fe18,39,52,1,5,31,0,7,107,168,406,151,91,574
Santa Fe19,44,28,0,0,2,1,3,19,59,83,25,72,142
Santa Fe2,32,42,1,0,2,0,0,11,98,47,14,74,145
Santa Fe20,216,251,0,0,1,3,2,17,709,84,23,467,793
Santa Fe21,337,368,3,2,4,0,14,28,1085,188,51,705,1273
Santa Fe22,227,183,1,0,4,0,5,18,642,100,28,410,742
Santa Fe23,138,119,2,1,7,2,8,22,368,117,42,257,485
Santa Fe24,197,222,2,0,4,2,4,11,578,89,23,419,667
Santa Fe25,92,175,0,0,1,0,3,4,394,46,8,267,440
Santa Fe26,91,122,1,0,2,0,0,9,318,32,12,213,350
Santa Fe27,178,259,0,0,5,0,2,11,651,73,18,437,724
Santa Fe28,139,85,2,2,3,0,4,9,382,60,20,224,442
Santa Fe29,299,259,2,1,11,2,11,48,782,243,75,558,1025
Santa Fe3,121,63,1,0,0,0,1,4,213,41,6,184,254
Santa Fe30,224,171,0,0,5,2,8,25,665,120,40,395,785
Santa Fe31,86,125,0,0,1,0,3,20,330,79,24,211,409
Santa Fe32,287,329,1,0,5,0,3,15,797,123,24,616,920
Santa Fe33,144,271,1,0,2,0,2,11,586,86,16,415,672
Santa Fe34,255,299,2,3,8,1,4,17,758,125,35,554,883
Santa Fe35,37,69,0,0,0,1,2,11,187,38,14,106,225
Santa Fe36,135,97,1,1,3,0,6,11,389,52,22,232,441
Santa Fe37,215,174,3,3,4,3,9,21,574,102,43,389,676
Santa Fe38,262,200,5,1,6,2,4,39,707,184,57,462,891
Santa Fe39,159,145,2,1,8,0,1,17,380,128,29,304,508
Santa Fe4,25,19,0,0,0,0,1,4,49,16,5,44,65
Santa Fe40,43,41,2,1,3,1,1,11,159,30,19,84,189
Santa Fe41,51,79,0,0,1,0,0,5,224,33,6,130,257
Santa Fe42,104,163,2,0,0,0,3,5,420,53,10,267,473
Santa Fe43,104,153,1,0,2,0,4,12,379,52,19,257,431
Santa Fe44,209,238,1,2,1,0,3,13,626,51,20,447,677
Santa Fe45,116,109,1,0,1,1,6,15,312,64,24,225,376
Santa Fe46,95,64,2,0,2,0,7,11,296,51,22,159,347
Santa Fe47,225,176,4,0,0,0,8,8,656,78,20,401,734
Santa Fe48,376,324,2,1,2,1,7,36,1103,178,49,700,1281
Santa Fe49,170,161,1,1,6,2,4,9,418,114,23,331,532
Santa Fe5,185,139,3,1,11,1,5,15,430,140,36,324,570
Santa Fe50,178,182,1,3,7,1,1,24,535,99,37,360,634
Santa Fe51,160,146,2,3,8,0,5,25,470,102,43,306,572
Santa Fe52,204,287,2,3,9,1,6,33,776,178,54,491,954
Santa Fe53,212,247,0,1,6,2,10,28,717,166,47,459,883
Santa Fe54,271,227,8,0,2,0,8,22,811,172,40,498,983
Santa Fe55,382,277,2,0,4,1,14,37,1063,169,58,659,1232
Santa Fe56,190,203,5,0,9,2,6,44,626,231,66,393,857
Santa Fe57,111,137,2,3,8,1,0,21,367,121,35,248,488
Santa Fe58,141,75,1,1,11,0,8,18,340,127,39,216,467
Santa Fe59,145,133,2,0,8,1,7,23,395,150,41,278,545
Santa Fe6,31,22,0,1,0,0,1,1,100,3,3,53,103
Santa Fe60,50,39,2,3,4,1,3,14,132,76,27,89,208
Santa Fe61,201,176,1,1,4,0,4,25,560,151,35,377,711
Santa Fe62,160,141,1,1,6,0,2,12,554,135,22,301,689
Santa Fe63,154,163,1,1,0,0,1,31,519,134,34,317,653
Santa Fe64,166,183,3,2,15,1,5,26,649,162,52,349,811
Santa Fe65,404,390,2,6,7,2,13,76,1291,264,106,794,1555
Santa Fe66,191,212,2,1,10,1,8,39,769,204,61,403,973
Santa Fe67,256,271,1,0,6,0,7,34,929,230,48,527,1159
Santa Fe68,161,185,0,0,1,0,4,27,628,128,32,346,756
Santa Fe69,464,395,5,2,12,3,22,61,1274,250,105,859,1524
Santa Fe7,77,93,0,2,4,0,4,18,286,64,28,170,350
Santa Fe70,480,424,7,2,16,5,21,106,1553,480,157,904,2033
Santa Fe71,340,284,3,0,10,2,15,52,975,245,82,624,1220
Santa Fe72,176,325,2,0,6,1,7,27,751,140,43,501,891
Santa Fe73,68,77,2,6,50,3,15,174,309,618,250,145,927
Santa Fe74,154,149,2,2,3,0,2,16,475,79,25,303,554
Santa Fe75,149,212,4,3,7,1,5,19,704,166,39,361,870
Santa Fe76,174,168,3,1,4,1,6,20,486,125,35,342,611
Santa Fe77,246,233,1,1,5,0,6,43,690,165,56,479,855
Santa Fe78,440,328,3,6,15,4,13,61,1262,289,102,768,1551
Santa Fe79,91,75,3,1,4,2,3,12,277,105,25,166,382
Santa Fe8,209,168,3,2,3,2,11,9,642,103,30,377,745
Santa Fe80,74,64,1,3,5,0,1,15,350,102,25,138,452
Santa Fe81,102,144,3,0,4,0,4,30,391,111,41,246,502
Santa Fe82,206,87,3,1,6,1,21,59,602,300,91,293,902
Santa Fe83,336,171,3,3,7,0,19,47,908,262,79,507,1170
Santa Fe84,50,91,2,10,30,2,14,166,303,668,224,141,971
Santa Fe85,46,82,1,8,26,1,10,112,246,598,158,128,844
Santa Fe86,246,299,8,4,17,1,2,47,950,269,79,545,1219
Santa Fe87,40,37,0,0,7,0,1,10,113,40,18,77,153
Santa Fe88,152,179,0,5,14,3,8,49,524,240,79,331,764
Santa Fe89,196,234,2,3,12,1,6,43,775,271,67,430,1046
Santa Fe9,237,167,3,0,2,0,14,33,677,153,52,404,830
Santa Fe90,376,277,5,1,7,2,25,69,1144,393,109,653,1537
Sierra1,53,62,1,3,8,2,7,100,220,327,121,115,547
Sierra2,84,87,7,9,25,2,23,350,291,939,416,171,1230
Sierra3,6,14,1,1,7,0,2,69,39,175,80,20,214
Sierra4,13,26,0,3,5,0,2,60,56,150,70,39,206
Sierra5,50,72,3,6,13,0,5,143,217,462,170,122,679
Sierra6,14,54,0,1,3,0,0,14,121,51,18,68,172
Sierra7,38,74,3,0,3,1,4,70,187,241,81,112,428
Sierra8,58,57,6,1,8,0,6,62,202,217,83,115,419
Sierra9,85,86,6,8,22,0,8,145,279,448,189,171,727
Socorro1,73,81,4,4,10,1,1,31,241,119,51,154,360
Socorro10,16,16,2,0,3,0,1,6,48,23,12,32,71
Socorro11,51,66,3,9,25,0,9,82,159,259,128,117,418
Socorro12,1,1,0,1,0,0,0,4,2,14,5,2,16
Socorro13,31,49,3,4,14,2,8,75,146,202,106,80,348
Socorro14,24,33,3,4,6,3,9,50,90,169,75,57,259
Socorro15,169,101,6,6,7,1,1,12,467,83,33,270,550
Socorro16,0,0,0,0,0,0,0,8,3,16,8,0,19
Socorro17,16,7,0,0,1,1,0,12,35,29,14,23,64
Socorro18,73,90,1,0,10,1,5,35,239,153,52,163,392
Socorro19,48,43,4,7,10,0,4,62,125,196,87,91,321
Socorro2,74,66,5,2,12,1,11,32,262,127,63,140,389
Socorro20,29,26,1,0,8,0,1,32,111,84,42,55,195
Socorro21,1,0,0,0,0,0,0,2,4,3,2,1,7
Socorro22,1,12,0,0,2,0,2,15,14,43,19,13,57
Socorro23,18,18,0,1,3,0,1,13,53,44,18,36,97
Socorro24,25,36,2,3,8,0,3,32,82,120,48,61,202
Socorro25,19,11,0,0,1,0,0,6,49,34,7,30,83
Socorro26,0,1,0,0,0,0,0,2,2,5,2,1,7
Socorro27,30,36,3,1,18,1,1,40,139,225,64,66,364
Socorro3,87,121,3,5,13,2,12,39,330,177,74,208,507
Socorro4,28,39,0,1,3,0,4,14,88,65,22,67,153
Socorro5,46,39,2,1,5,1,1,35,120,77,45,85,197
Socorro6,61,40,3,2,11,0,7,33,140,105,56,101,245
Socorro7,19,9,1,0,0,0,0,2,53,12,3,28,65
Socorro8,112,83,4,2,13,1,9,62,298,203,91,195,501
Socorro9,3,3,0,0,1,0,2,17,13,29,20,6,42
Taos1,28,134,1,0,6,0,1,12,215,54,20,162,269
Taos10,60,116,0,0,3,0,3,3,247,49,9,176,296
Taos11,166,224,0,0,6,1,1,18,582,79,26,390,661
Taos12,218,318,3,1,6,1,5,29,778,156,45,536,934
Taos13,78,75,2,1,2,0,1,0,408,16,6,153,424
Taos14,79,133,1,1,6,1,2,14,292,88,25,212,380
Taos15,205,350,3,0,5,1,7,25,747,158,41,555,905
Taos16,98,165,0,1,0,0,5,8,347,63,14,263,410
Taos17,240,408,2,1,4,3,5,43,960,204,58,648,1164
Taos18,159,272,0,2,6,1,4,28,553,161,41,431,714
Taos19,243,278,3,1,6,1,3,21,659,182,35,521,841
Taos2,44,13,0,0,1,0,0,1,91,23,2,57,114
Taos20,131,127,3,0,3,0,0,13,328,83,19,258,411
Taos21,191,175,1,0,6,0,1,29,489,137,37,366,626
Taos22,31,66,0,0,0,0,0,12,118,30,12,97,148
Taos23,10,35,0,1,0,0,0,2,44,13,3,45,57
Taos24,53,31,1,0,4,0,0,8,92,33,13,84,125
Taos25,21,21,3,0,5,2,3,12,83,41,25,42,124
Taos26,15,12,0,1,6,0,0,3,36,19,10,27,55
Taos27,77,44,1,2,5,0,0,7,158,47,15,121,205
Taos28,82,67,2,0,9,0,1,10,155,67,22,149,222
Taos29,36,27,1,0,1,0,1,8,85,28,11,63,113
Taos3,22,27,0,0,1,0,0,12,54,27,13,49,81
Taos30,17,8,0,0,1,0,0,2,34,4,3,25,38
Taos31,8,8,0,0,1,0,0,0,20,11,1,16,31
Taos32,49,32,2,1,2,0,0,2,116,20,7,81,136
Taos33,10,13,0,0,0,0,1,2,48,16,3,23,64
Taos34,109,108,1,0,1,1,4,27,317,97,34,217,414
Taos35,167,250,1,1,7,0,3,18,560,145,30,417,705
Taos36,16,12,0,0,0,0,0,0,42,4,0,28,46
Taos4,90,95,0,2,7,0,1,12,241,69,22,185,310
Taos5,74,82,1,0,5,2,0,8,208,68,16,156,276
Taos6,123,94,3,0,10,1,0,17,286,113,31,217,399
Taos7,15,30,1,1,3,0,5,25,93,208,35,45,301
Taos8,41,86,0,0,0,0,2,5,170,25,7,127,195
Taos9,297,424,0,1,7,2,11,24,1012,189,45,721,1201
Torrance1,69,53,5,2,23,1,4,75,149,283,110,122,432
Torrance10,34,57,0,2,22,0,8,53,99,183,85,91,282
Torrance11,19,3,1,1,5,1,2,16,26,43,26,22,69
Torrance12,1,6,0,2,4,1,0,13,4,53,20,7,57
Torrance13,84,66,5,6,24,1,3,132,222,465,171,150,687
Torrance14,1,3,1,0,5,0,0,20,4,53,26,4,57
Torrance15,11,19,0,0,9,0,1,33,63,149,43,30,212
Torrance16,54,44,0,0,12,1,2,64,125,171,79,98,296
Torrance2,16,24,2,0,13,2,4,44,45,159,65,40,204
Torrance3,35,23,4,4,13,1,1,43,69,107,66,58,176
Torrance4,32,26,2,3,11,1,0,29,62,73,46,58,135
Torrance5,71,111,6,4,27,5,13,180,342,750,235,182,1092
Torrance6,96,91,2,5,48,3,9,142,258,603,209,187,861
Torrance7,40,53,3,4,18,1,4,82,140,303,112,93,443
Torrance8,29,16,1,2,7,0,0,15,50,78,25,45,128
Torrance9,59,60,3,5,29,2,6,82,127,241,127,119,368
Union1,6,19,0,3,10,1,1,61,47,201,76,25,248
Union4,44,50,6,3,24,1,7,88,76,373,129,94,449
Union6,51,65,4,2,4,3,2,79,104,290,94,116,394
Union7,44,35,5,2,6,1,2,46,80,196,62,79,276
Union8,5,11,2,2,9,0,2,23,11,92,38,16,103
Union9,4,10,0,0,6,0,0,17,2,64,23,14,66
Valencia1,13,14,0,0,5,1,0,16,63,79,22,27,142
Valencia10,55,60,1,2,14,1,3,45,189,211,66,115,400
Valencia11,42,43,4,5,28,1,7,108,154,371,153,85,525
Valencia12,64,60,3,2,14,1,5,58,256,309,83,124,565
Valencia13,47,28,0,0,1,1,1,5,189,63,8,75,252
Valencia14,88,67,3,2,24,2,2,72,264,302,105,155,566
Valencia15,45,31,0,1,8,0,1,29,147,182,39,76,329
Valencia16,76,79,0,4,6,3,1,31,399,223,45,155,622
Valencia17,147,149,3,5,22,6,12,112,604,682,160,296,1286
Valencia18,41,62,2,3,16,5,14,86,189,337,126,103,526
Valencia19,40,31,4,1,14,2,3,72,137,262,96,71,399
Valencia2,126,111,3,5,12,1,6,57,381,370,84,237,751
Valencia20,25,19,2,0,6,0,0,30,75,131,38,44,206
Valencia21,127,98,5,5,14,0,4,88,394,423,116,225,817
Valencia22,32,33,2,0,6,0,4,42,131,191,54,65,322
Valencia23,130,108,2,6,10,0,3,54,364,413,75,238,777
Valencia24,6,15,0,0,0,0,0,1,106,24,1,21,130
Valencia25,45,29,4,0,9,0,0,17,125,110,30,74,235
Valencia26,64,50,4,1,4,1,3,26,178,127,39,114,305
Valencia27,108,82,6,4,23,0,3,72,359,401,108,190,760
Valencia28,56,63,0,2,21,1,5,68,358,311,97,119,669
Valencia29,141,96,9,10,12,4,12,132,392,526,179,237,918
Valencia3,62,52,1,1,10,0,6,39,192,218,57,114,410
Valencia30,129,139,1,2,19,1,7,139,407,528,169,268,935
Valencia31,112,105,1,4,19,1,5,72,303,428,102,217,731
Valencia32,116,77,4,5,14,1,6,68,324,395,98,193,719
Valencia33,29,21,0,0,5,0,1,16,104,127,22,50,231
Valencia34,36,52,2,2,9,1,2,29,97,136,45,88,233
Valencia35,51,47,5,0,8,0,4,26,136,205,43,98,341
Valencia36,28,39,2,1,7,0,2,22,107,143,34,67,250
Valencia37,31,44,1,1,9,1,6,39,135,187,57,75,322
Valencia38,58,59,4,5,13,2,3,43,221,306,70,117,527
Valencia39,137,108,0,3,19,1,10,113,518,652,146,245,1170
Valencia4,67,67,3,8,19,2,10,105,198,395,147,134,593
Valencia40,94,92,5,3,23,2,9,77,335,387,119,186,722
Valencia41,109,92,1,1,25,0,12,86,379,495,125,201,874
Valencia5,111,111,6,5,26,1,7,127,360,502,172,222,862
Valencia6,105,111,3,4,24,4,10,87,404,472,132,216,876
Valencia7,142,123,5,5,26,3,10,132,483,591,181,265,1074
Valencia8,130,144,5,9,32,3,12,106,507,716,167,274,1223
Valencia9,62,74,3,4,15,1,8,71,177,284,102,136,461
