precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_STEINBERG,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_R.KASICH,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
McDuffieVanderhorst,283,1,31,0,3,22,0,89,1,0,1,9,0,1,0,45,0,111,722,477,282,315,1199
McDuffieWhiteoak,83,0,14,0,1,22,0,88,0,0,1,5,0,0,0,36,0,119,240,410,272,97,650
McIntoshCrescent,292,0,36,0,0,7,0,33,0,0,0,6,0,0,0,33,0,112,799,406,191,328,1205
McIntoshDarien,267,3,48,2,16,35,2,100,0,1,4,19,0,3,0,63,0,328,582,925,571,320,1507
McIntoshNorth Darien,140,1,28,3,2,24,3,87,0,0,0,15,0,0,0,79,0,268,409,844,478,172,1253
McIntoshSapelo Island,16,0,1,0,1,2,0,3,0,0,0,1,0,0,0,0,0,3,39,10,10,17,49
McIntoshSouth Newport,124,0,29,1,7,34,0,124,0,1,2,53,1,1,0,119,0,315,358,1009,657,154,1367
McIntoshTownsend,27,0,7,0,0,3,0,26,0,0,3,1,0,0,0,5,0,54,116,293,92,34,409
MeriwetherALVATON,135,1,22,0,4,21,0,102,0,0,0,11,0,0,0,41,0,146,322,535,325,158,857
MeriwetherCHALYBEATE,17,0,4,0,0,21,0,26,0,0,0,5,0,1,0,23,0,86,43,262,162,21,305
MeriwetherCOVE,6,0,2,0,0,7,0,15,0,0,0,7,0,0,0,9,0,54,16,141,92,8,157
MeriwetherDURAND,57,0,14,1,0,12,0,43,0,0,0,3,0,0,0,25,0,74,152,284,157,72,436
MeriwetherGAY,25,0,4,0,1,7,0,23,0,0,0,2,0,0,0,25,0,49,66,182,107,29,248
MeriwetherGREENVILLE,239,1,23,1,0,16,0,55,0,0,0,10,0,0,0,57,0,147,607,561,285,264,1168
MeriwetherLONE OAK,147,0,23,0,0,16,1,51,0,0,0,4,0,0,0,27,0,94,368,344,193,170,712
MeriwetherLUTHERSVILLE,239,0,50,5,2,26,0,133,0,0,0,14,0,1,0,62,0,212,639,855,450,294,1494
MeriwetherMANCHESTER GILL I,101,0,22,0,1,26,1,93,0,0,0,19,0,1,0,71,1,165,299,624,378,123,923
MeriwetherMANCHESTER GILL II,207,0,25,0,0,6,0,12,0,0,0,0,0,0,0,11,0,30,478,116,59,232,594
MeriwetherODESSADALE,37,1,2,0,0,1,0,15,0,0,0,4,0,0,0,13,0,25,76,114,58,40,190
MeriwetherRALEIGH,18,0,5,0,0,18,0,32,0,0,0,4,0,0,0,21,1,77,66,266,153,23,332
MeriwetherWARM SPRINGS,87,0,26,1,0,31,0,74,0,0,0,6,0,1,0,56,0,147,252,520,315,114,772
MeriwetherWOODBURY,148,2,15,0,1,15,1,37,0,0,0,14,0,1,0,50,0,130,420,418,249,165,838
MillerColquitt-Miller,159,6,37,3,11,42,2,152,0,0,2,15,0,2,0,139,0,556,623,1891,921,205,2514
MitchellBaconton,131,0,12,0,1,9,0,49,0,0,2,6,0,0,0,28,0,89,294,342,184,143,636
MitchellBranchville,24,0,13,1,3,10,1,36,0,0,0,6,0,0,0,24,0,98,71,327,178,38,398
MitchellCamilla North,422,3,40,2,1,18,0,20,0,0,2,9,0,1,0,24,0,51,944,212,126,467,1156
MitchellCamilla South,358,3,71,1,9,27,0,86,0,0,3,25,0,0,0,90,1,310,990,1087,551,433,2077
MitchellCotton,12,0,5,0,0,16,0,24,0,0,2,10,0,0,0,19,0,70,21,245,141,17,266
MitchellHisonton,2,0,0,0,2,9,0,12,0,0,0,2,0,0,0,10,0,42,11,105,77,2,116
MitchellHopeful,18,1,4,0,1,20,0,24,0,0,1,5,0,0,0,15,0,36,49,178,102,23,227
MitchellLester,47,0,9,2,2,10,0,75,0,0,0,8,0,0,0,25,0,178,140,599,298,58,739
MitchellPebble City,4,0,2,0,0,9,0,6,0,0,0,3,0,0,0,7,0,38,14,107,63,6,121
MitchellPelham,294,0,43,4,5,29,1,90,2,0,1,13,0,1,0,52,0,259,907,879,453,341,1786
MitchellSale City,30,1,4,1,1,5,0,19,0,0,0,1,0,0,0,5,0,75,52,198,106,36,250
MonroeBENTONS,102,0,43,0,2,64,0,194,0,1,1,46,0,0,0,163,0,361,322,1266,832,145,1588
MonroeBRANTLEYS,20,0,15,0,1,32,0,106,0,0,4,20,0,1,0,69,0,138,92,592,371,35,684
MonroeBURGAYS,87,0,39,0,4,70,0,233,0,0,2,54,0,0,0,222,0,331,292,1328,916,126,1620
MonroeCABANISS,62,1,6,2,0,11,0,52,1,0,0,4,0,0,0,21,0,97,107,315,186,71,422
MonroeCOX,36,0,18,0,0,20,1,59,0,0,0,10,0,0,0,54,0,90,104,356,234,54,460
MonroeCULLODEN,46,0,6,0,1,11,0,33,1,0,0,10,0,0,0,28,0,47,93,178,131,52,271
MonroeDILLARDS,35,0,15,0,5,22,0,79,0,0,1,17,0,0,0,58,1,119,113,483,302,50,596
MonroeEVERS,68,1,26,0,5,41,1,151,0,0,0,24,0,0,0,103,0,206,240,876,531,95,1116
MonroeFORSYTH,525,1,70,1,4,72,0,150,0,2,1,45,0,1,0,134,0,236,1486,1044,645,597,2530
MonroeHIGH FALLS,60,0,15,0,5,63,0,123,0,0,1,6,0,1,0,51,0,226,153,790,476,75,943
MonroeKELSEYS,101,0,9,0,0,8,0,47,0,0,0,5,0,1,0,11,0,74,209,235,146,110,444
MonroeMIDDLEBROOKS,48,0,20,0,1,34,0,117,0,0,0,14,0,2,0,47,1,154,140,706,370,68,846
MonroePROCTORS,50,4,14,1,1,28,0,74,0,0,1,10,0,0,0,37,0,115,168,439,266,69,607
MonroeRUSSELLVILLE,11,0,5,0,0,7,0,39,0,0,0,1,0,0,0,17,0,71,52,224,135,16,276
MontgomeryAiley,46,0,17,1,0,12,0,24,0,0,0,6,0,0,0,12,0,60,89,219,114,64,308
MontgomeryAlston,13,0,4,0,2,24,0,50,0,0,1,3,0,0,0,16,0,76,36,293,172,17,329
MontgomeryHiggston,41,0,18,0,2,46,1,108,0,0,1,0,0,4,0,52,0,172,157,690,386,59,847
MontgomeryKibbee,4,0,8,1,1,17,0,37,0,0,0,6,0,0,0,38,0,85,33,307,184,13,340
MontgomeryMount Vernon,127,0,18,1,0,22,1,60,0,0,0,8,0,0,0,43,0,127,368,500,261,146,868
MontgomeryTarrytown,3,0,1,0,0,12,0,26,0,0,1,3,0,0,0,12,0,65,16,207,119,4,223
MontgomeryUvalda,53,2,6,3,1,15,0,37,0,0,0,9,0,3,0,27,0,127,148,454,219,64,602
MorganBeth/Springfield,31,0,7,0,1,15,1,81,0,0,1,4,0,0,0,43,0,100,112,430,246,38,542
MorganCentral Morgan,141,1,62,2,6,58,3,236,2,0,1,72,1,2,0,226,0,307,461,1345,914,206,1806
MorganClacks Chapel,27,0,6,0,1,11,0,65,0,0,0,6,0,0,0,45,0,128,63,412,256,33,475
MorganEast Morgan,97,0,33,0,4,40,0,150,1,0,2,29,0,1,0,175,1,254,298,1022,657,130,1320
MorganNorth Morgan,109,0,44,0,3,47,2,263,0,0,3,12,0,1,0,120,1,375,376,1276,827,153,1652
MorganNortheast Morgan,409,1,72,0,1,30,0,110,0,2,0,42,0,1,0,115,0,185,1026,744,486,482,1770
MorganWest Morgan,96,1,35,0,4,34,0,246,1,0,0,19,0,1,0,149,1,310,327,1330,765,132,1657
MurrayCARTERS-DOOLITTLE,38,0,49,0,1,29,0,109,0,0,1,9,0,2,0,51,1,293,151,979,496,87,1130
MurrayMCDONALD,43,0,64,0,1,51,0,94,0,0,1,14,0,0,0,70,0,339,175,1123,570,107,1298
MurrayNORTH,33,0,38,2,2,42,0,111,0,0,1,7,0,0,0,62,0,313,134,1084,538,73,1218
MurraySHUCK PEN,53,0,48,3,4,56,2,143,1,1,0,15,0,2,0,66,0,410,257,1333,700,104,1590
MurraySOUTHWEST,54,0,46,1,4,28,0,139,0,1,2,8,0,3,0,56,1,405,214,1368,647,101,1582
MurraySPRING PLACE,75,1,58,1,4,70,0,161,0,0,2,22,0,3,0,109,0,483,326,1700,854,135,2026
MurrayTOWN,148,5,104,4,15,135,2,271,0,0,10,44,0,3,0,259,2,842,543,2754,1583,261,3297
MuscogeeBRITT DAVID BAPT CH,117,2,76,2,6,42,2,150,0,1,2,21,0,0,0,87,0,201,485,914,512,197,1399
MuscogeeCARVER/MACK,809,1,106,0,0,2,0,7,0,0,2,1,0,0,0,4,0,10,2095,80,26,916,2175
MuscogeeCOLUMBUS TECH,186,0,88,3,4,34,0,162,1,0,1,9,0,1,0,57,2,203,764,1012,474,277,1776
MuscogeeCORNERSTONE CHURCH,291,1,141,1,13,97,2,286,0,0,1,44,0,2,0,263,0,406,1230,2172,1114,434,3402
MuscogeeCUSSETA RD,748,1,88,2,0,13,0,12,0,0,1,2,1,0,0,4,0,26,2420,126,59,839,2546
MuscogeeEDDY/KEY,354,1,72,1,4,9,1,49,1,0,0,4,0,0,0,15,1,95,1334,371,179,428,1705
MuscogeeEDGEWOOD BAPTIST,388,0,106,0,4,22,1,106,0,0,2,14,0,1,0,56,0,115,1088,625,321,494,1713
MuscogeeEPWORTH-02,19,0,9,0,0,6,0,6,0,0,0,1,0,0,0,4,0,4,67,44,21,28,111
MuscogeeEPWORTH-03,150,2,119,1,10,62,2,212,0,2,3,25,0,3,0,124,0,265,760,1224,708,272,1984
MuscogeeFAITH TABERNACLE,832,1,115,2,1,9,0,18,0,1,0,6,0,0,0,14,0,45,2169,179,94,950,2348
MuscogeeFIRST AFRICAN,130,0,77,0,0,6,0,32,0,0,0,20,0,0,0,33,0,33,579,208,124,207,787
MuscogeeFORT/WADDELL,993,3,171,5,2,23,0,63,0,0,1,18,0,0,0,42,0,103,2721,535,252,1172,3256
MuscogeeGALLOPS/HANNAN,241,2,85,1,3,15,0,45,0,0,0,14,0,0,0,29,1,79,848,328,186,329,1176
MuscogeeGENTIAN/REESE @LDS,375,2,188,1,7,90,1,286,1,2,3,53,0,2,0,206,0,344,1395,1609,995,566,3004
MuscogeeMOON/MORNINGSIDE,281,3,155,2,6,77,3,345,3,0,2,61,0,1,0,232,0,391,973,2079,1121,441,3052
MuscogeeMT. PILGRIM,1154,4,161,0,2,16,0,13,1,0,0,4,0,1,0,12,0,17,2941,142,66,1319,3083
MuscogeeNATIONAL INFANTRY,486,1,60,0,2,6,0,25,0,1,0,1,0,2,0,15,0,23,1866,316,75,547,2182
MuscogeePSALMOND/MATHEWS,587,0,194,0,7,99,1,435,1,1,2,112,0,3,0,311,0,490,1834,2505,1462,781,4339
MuscogeeROTHSCHILD,1038,1,182,0,5,12,1,64,0,1,1,13,0,0,0,28,0,90,3213,483,215,1221,3696
MuscogeeSALVATION ARMY,207,2,84,0,2,47,1,159,1,0,2,33,1,1,0,105,1,180,820,924,533,293,1744
MuscogeeST JOHN/BELVEDERE,1230,1,150,2,2,10,0,15,1,0,0,7,0,1,0,9,0,20,2852,179,65,1383,3031
MuscogeeST PAUL U.M.C.-02,203,0,162,0,12,56,3,218,1,0,1,117,0,1,0,282,1,312,824,1569,1004,365,2393
MuscogeeST PAUL U.M.C.-03,111,1,74,0,2,27,1,59,1,0,0,49,0,1,0,82,0,101,412,498,323,186,910
MuscogeeST PETER U. M. C.,195,0,100,2,8,80,1,240,0,0,4,56,0,0,0,189,1,288,629,1330,867,297,1959
MuscogeeST. ANDREWS/MIDLAND,557,0,201,1,13,92,1,380,1,1,2,140,0,3,0,343,1,488,1838,2566,1465,759,4404
MuscogeeST. MARK/HEIFERHORN,312,1,175,1,8,138,2,507,2,2,0,129,0,2,0,462,0,578,1129,2934,1830,489,4063
MuscogeeWYNNBROOK,138,1,60,0,10,67,2,186,2,0,1,115,1,0,0,332,0,311,516,1402,1027,199,1918
MuscogeeWYNNTON,730,1,143,1,7,24,1,105,2,0,0,43,0,1,0,100,0,116,2049,622,399,875,2671
NewtonAlcovy-10,8,1,15,0,1,4,0,28,0,0,0,4,0,0,0,24,0,65,46,211,126,24,257
NewtonAlcovy-4,259,1,93,1,3,44,0,168,2,0,1,42,0,2,0,214,1,345,989,1228,822,354,2217
NewtonAlmon,627,0,151,0,3,23,1,116,2,0,0,14,0,1,0,81,0,171,1963,706,412,778,2669
NewtonBeaverdam,713,0,192,0,2,25,0,100,1,3,0,11,0,1,0,55,0,177,2068,617,375,905,2685
NewtonBrewers,162,2,71,1,4,45,0,207,0,0,2,11,0,1,0,136,1,465,500,1512,872,236,2012
NewtonBrick Store,125,1,48,0,8,55,1,231,1,0,1,30,0,1,0,212,1,343,394,1283,884,174,1677
NewtonBuck Creek,476,2,116,4,4,42,0,227,1,2,1,11,0,4,0,139,0,333,1365,1357,764,598,2722
NewtonCedar Shoals,234,1,76,1,2,26,0,91,0,0,2,8,0,1,0,75,0,192,743,629,397,312,1372
NewtonCity Pond,214,0,34,1,3,10,1,37,1,0,0,10,0,0,0,33,1,78,552,310,174,249,862
NewtonCovington Mills,260,0,76,0,3,28,0,88,0,0,0,23,0,3,0,115,0,225,803,762,485,336,1565
NewtonCrowell,683,2,148,2,3,16,1,54,1,0,0,9,0,1,0,34,0,112,2109,367,231,835,2476
NewtonDowns,547,2,150,4,4,63,2,328,1,0,2,19,0,1,0,156,1,480,1619,1884,1057,703,3503
NewtonFairview,328,2,79,1,0,13,0,35,0,0,0,8,0,0,0,18,0,68,1155,217,142,410,1372
NewtonGum Creek,260,0,91,0,5,70,4,380,0,0,2,45,0,3,0,263,0,580,654,2072,1352,351,2726
NewtonHub,72,0,52,0,0,61,0,280,1,0,2,26,0,4,0,207,0,325,267,1331,906,124,1598
NewtonLeguinn,88,0,35,0,2,31,0,195,1,0,1,12,0,0,0,103,2,264,268,1064,611,123,1332
NewtonLivingston,535,2,131,1,3,27,1,116,1,0,0,9,0,2,0,61,0,168,1649,722,388,669,2371
NewtonMansfield,33,0,22,0,2,32,2,191,0,0,0,9,0,0,0,97,1,239,114,877,573,55,991
NewtonNewborn,31,0,26,0,1,10,0,80,0,0,1,6,0,0,0,46,0,116,105,425,260,57,530
NewtonOxford,164,1,63,0,2,33,1,156,0,1,3,17,0,1,0,125,1,290,417,1009,630,228,1426
NewtonRocky Plains-10,239,3,81,1,1,30,1,166,0,0,1,8,0,0,0,90,1,257,676,976,555,324,1652
NewtonRocky Plains-4,39,0,8,0,0,4,0,34,0,0,0,3,0,1,0,7,0,32,138,140,81,47,278
NewtonStansells,540,0,140,3,4,25,1,102,1,0,1,17,0,2,0,82,0,188,1662,726,423,683,2388
NewtonTown,636,4,104,2,2,19,1,82,0,0,0,4,0,0,0,54,1,113,1687,488,276,746,2175
OconeeAnnex,113,1,96,2,2,32,2,172,1,0,2,52,0,3,0,232,0,224,499,950,722,212,1449
OconeeAntioch,48,1,49,0,4,35,0,122,0,0,1,27,0,1,0,80,0,164,204,685,434,98,889
OconeeAthens Academy,162,0,110,0,4,39,0,162,1,0,0,103,0,3,0,277,0,236,639,1105,825,272,1744
OconeeBishop,75,0,64,1,3,44,0,145,3,0,2,44,0,0,0,164,0,166,319,931,571,140,1250
OconeeBogart,71,0,97,1,6,58,1,203,1,0,0,42,0,0,0,188,0,223,412,1122,722,169,1534
OconeeCity Hall,103,0,96,0,4,47,0,126,0,0,0,36,0,2,0,166,0,127,445,693,508,199,1138
OconeeCivic Center,217,2,177,1,7,63,1,360,2,1,0,106,0,4,0,429,0,416,925,1883,1389,397,2808
OconeeColham Ferry,67,0,89,0,4,32,1,176,0,0,0,42,0,1,0,138,0,180,333,837,574,156,1170
OconeeDark Corner,68,1,74,0,4,70,0,270,0,0,0,39,1,1,0,242,0,332,369,1511,959,143,1880
OconeeFarmington,40,0,27,0,1,16,0,75,0,0,0,9,0,0,0,34,0,83,125,327,218,67,452
OconeeHigh Shoals,73,0,66,0,1,42,1,183,0,0,0,36,0,1,0,187,0,228,320,965,679,139,1285
OconeeMalcom Bridge,162,0,125,0,8,80,1,263,0,0,3,103,0,5,0,369,0,380,821,1822,1212,287,2643
OconeeNorth Oconee,26,0,32,0,2,23,0,99,0,0,0,28,0,1,0,77,0,118,170,594,348,58,764
OglethorpeBeaverdam,103,2,132,1,3,53,3,250,1,0,1,38,0,2,0,161,0,390,483,1471,902,238,1954
OglethorpeCrawford,162,0,113,2,9,53,0,214,0,1,1,41,0,2,0,95,0,301,539,1214,717,277,1753
OglethorpeLexington,297,1,113,2,18,91,2,300,1,0,5,36,1,6,0,183,1,540,809,1940,1184,413,2749
PauldingAUSTIN MIDDLE SCHOOL,361,1,180,1,5,131,2,619,0,0,2,43,0,3,0,344,1,783,1508,3768,1933,543,5276
PauldingCARL SCOGGINS MID SC,99,2,64,0,4,75,1,428,0,0,3,21,0,7,0,193,1,581,392,2344,1314,165,2736
PauldingHIRAM HIGH SCHOOL,420,0,151,0,6,65,3,312,0,2,2,30,1,7,0,226,1,566,1704,2275,1221,571,3979
PauldingMOSES MIDDLE SCHOOL,174,2,144,0,9,100,0,435,2,0,1,50,0,3,0,349,0,581,971,2893,1530,320,3864
PauldingMT TABOR PARK,292,3,183,4,12,144,4,588,2,0,6,84,0,6,0,542,0,1023,1351,4231,2411,482,5582
PauldingNEBO ELEMENTARY SCH,234,2,163,3,12,130,1,627,0,0,1,51,1,3,0,320,1,856,1054,3606,2003,402,4660
PauldingNORTHSIDE ELEM SCH,58,0,39,0,5,34,1,161,0,0,1,17,0,0,0,126,1,375,268,1242,721,97,1510
PauldingP B RITCH MIDD SCH,446,2,197,1,6,80,2,369,0,1,9,35,0,3,0,330,1,589,1945,2531,1425,646,4476
PauldingPAULDING CO HIGH SC,227,1,127,2,6,70,1,379,1,0,5,34,0,6,0,203,1,511,999,2235,1217,357,3234
PauldingRUSSOM ELEM SCH,365,0,193,2,5,126,3,636,1,0,2,78,0,5,0,654,0,850,1781,4527,2360,560,6308
PauldingSAMMY MCCLURE MID SC,263,0,149,2,12,145,2,712,1,0,7,102,0,3,0,823,0,1192,1303,5443,2999,414,6746
PauldingSARA RAGSDALE ELM SC,169,0,104,2,2,90,1,473,1,0,8,26,0,4,0,236,0,713,725,3038,1554,275,3763
PauldingTAYLOR FARM PARK,629,3,248,5,19,103,0,641,0,0,5,46,2,3,0,388,1,744,2350,3532,1952,885,5882
PauldingWATSON GOVT COMPLEX,386,3,181,0,12,92,1,409,1,2,3,41,0,8,0,310,0,658,1674,2997,1537,570,4671
PeachBYRON #1,166,0,45,2,2,44,0,200,0,0,3,21,0,2,0,120,0,297,443,1216,689,213,1659
PeachBYRON #2,277,1,72,2,2,85,1,255,0,0,2,39,0,1,0,174,0,424,947,1834,983,352,2781
PeachCLAUDE,18,1,12,0,2,21,0,69,1,0,1,9,0,0,0,45,0,125,102,442,273,31,544
PeachFORT VALLEY #1,317,1,58,2,2,42,0,94,0,0,2,22,0,0,0,72,1,163,889,610,398,378,1499
PeachFORT VALLEY #2,304,1,48,0,2,24,1,53,1,0,0,11,1,0,0,25,0,95,950,442,213,353,1392
PeachFORT VALLEY #3,528,0,70,0,1,4,1,15,0,0,0,6,0,0,0,23,0,50,1575,204,100,598,1779
PeachPOWERSVILLE,66,1,11,0,0,39,0,110,0,0,2,16,0,1,0,57,0,171,194,665,396,78,859
PickensAPPALACHIAN,39,0,48,1,2,26,0,143,0,0,1,24,0,5,0,108,0,290,167,970,599,88,1137
PickensHILL,19,1,32,2,1,35,0,119,2,0,1,14,0,3,0,91,0,242,158,913,508,54,1071
PickensHINTON,11,0,14,0,0,8,2,42,0,0,0,4,0,0,0,33,0,144,47,404,233,25,451
PickensJASPER,42,2,40,1,5,33,0,120,1,0,2,18,0,0,0,113,0,271,246,1024,563,85,1270
PickensJERUSALEM,16,0,11,0,0,21,0,93,0,0,1,7,0,1,0,49,1,183,67,538,356,27,605
PickensLUDVILLE,8,1,5,0,0,7,0,68,0,0,0,3,0,0,0,13,0,90,24,343,181,14,367
PickensNELSON,30,0,29,0,1,21,1,123,0,0,0,13,2,0,0,60,0,196,118,750,417,59,868
PickensREFUGE,49,0,24,1,5,40,1,143,0,0,0,20,1,0,0,115,0,399,169,1259,724,74,1428
PickensSHARPTOP,72,0,65,0,10,49,0,190,0,0,1,84,1,0,0,229,0,434,340,1434,998,137,1774
PickensTALKING ROCK,15,0,24,0,1,31,2,126,0,0,3,14,0,4,0,71,1,261,104,933,514,39,1037
PickensTATE - 09,17,0,13,0,0,9,0,57,0,0,1,3,0,0,0,30,0,144,69,423,244,30,492
PickensTATE - 14,24,0,19,0,2,27,1,137,0,0,0,10,0,1,0,76,0,198,105,935,452,43,1040
PickensYELLOW CREEK,89,1,46,0,5,37,2,209,0,0,1,91,1,1,0,342,1,508,365,1725,1198,136,2090
PierceAlabaha,10,0,11,0,3,21,0,105,0,0,1,10,0,0,0,48,0,118,47,511,306,21,558
PierceBlackshear,51,1,31,1,9,48,1,270,1,0,1,15,0,3,0,158,0,311,188,1556,817,84,1744
PierceHacklebarney/Cason,81,0,21,0,6,51,2,201,0,0,4,22,0,1,0,143,0,328,375,1491,758,102,1866
PierceMershon,2,0,5,1,2,9,0,27,0,0,0,0,0,0,0,28,0,40,26,273,106,8,299
PierceOtter Creek,25,0,6,0,2,30,1,121,0,0,1,5,0,4,0,77,0,167,71,754,408,31,825
PiercePatterson,29,0,15,0,6,26,0,130,0,1,0,1,0,2,0,42,1,114,115,623,323,44,738
PierceSt Johns/Blackshear,19,0,15,1,3,31,0,152,0,0,2,17,0,0,0,86,0,218,77,905,509,35,982
PierceSunset/Sweat,2,0,0,0,0,6,0,34,0,0,0,1,0,0,0,16,0,49,4,189,106,2,193
PikeConcord,65,0,15,0,2,48,0,107,0,0,1,11,0,0,0,75,0,186,183,690,430,80,873
PikeHollonville,36,0,15,0,3,58,1,174,1,0,2,11,0,1,0,97,0,240,97,1001,588,51,1098
PikeLifsey Springs,34,0,13,0,3,33,1,86,0,0,0,8,0,2,0,58,0,197,88,635,388,47,723
PikeMeansville,27,1,17,0,4,52,0,129,1,0,0,10,0,3,0,47,0,208,90,766,454,45,856
PikeMolena,60,1,26,0,3,41,0,107,1,0,0,16,0,1,0,68,0,232,176,770,469,87,946
PikeSecond District,47,1,33,1,8,90,0,271,1,0,2,20,0,2,0,162,0,383,178,1483,939,82,1661
PikeWilliamson,27,0,27,0,3,74,0,157,0,0,0,11,0,1,0,99,0,206,118,917,551,54,1035
PikeZebulon,122,2,42,0,0,55,1,165,0,0,3,15,0,2,0,72,0,281,310,1016,594,166,1326
PolkARAGON,84,4,32,2,4,50,1,162,0,0,2,19,0,0,0,92,1,464,262,1493,795,122,1755
PolkBLOOMING GROVE,60,1,38,1,2,23,0,72,0,1,1,10,0,0,0,67,0,244,162,790,420,100,952
PolkCEDARTOWN,337,0,117,5,8,81,4,217,1,0,6,61,1,3,0,274,1,692,1053,2319,1349,459,3372
PolkFISH CREEK,70,2,44,3,5,51,0,137,0,0,5,27,0,1,0,91,0,424,241,1338,741,119,1579
PolkLAKE CREEK,82,1,56,2,3,54,0,157,0,0,3,27,0,1,0,133,0,472,248,1564,850,141,1812
PolkROCKMART,257,5,91,4,9,91,1,249,0,1,5,21,0,2,0,215,2,756,772,2506,1352,357,3278
PolkYOUNGS GROVE,54,0,25,0,2,41,1,98,1,0,3,12,0,2,0,72,0,311,129,1004,543,79,1133
PulaskiCOURTHOUSE ANNEX,376,1,60,0,13,92,4,237,0,0,8,47,0,1,0,262,0,675,1104,2437,1339,437,3541
Putnam101.0,295,2,57,1,1,28,0,118,1,0,1,15,0,1,0,98,0,326,864,998,589,355,1862
Putnam104.0,319,1,40,1,2,50,0,99,0,1,2,5,0,1,0,90,2,316,1004,998,568,361,2002
Putnam105.0,106,0,38,1,8,54,1,226,2,0,7,92,1,0,0,366,1,528,376,1918,1286,145,2294
Putnam106.0,28,0,6,0,2,35,0,76,1,0,1,11,0,1,0,68,1,211,105,653,407,34,758
Putnam107.0,123,2,65,1,8,79,0,227,0,0,1,38,0,2,0,227,0,602,409,1977,1184,191,2386
QuitmanGeorgetown,169,1,14,3,5,23,0,36,0,0,1,11,0,0,0,41,0,157,426,525,274,187,951
QuitmanMorris,24,0,1,0,2,1,0,5,0,0,0,1,0,0,0,4,0,17,35,50,30,25,85
RabunRabun,398,7,326,4,33,277,9,716,6,0,15,210,0,7,0,771,0,1732,1444,6287,3776,735,7731
Randolph4th District,2,0,0,0,0,4,0,4,0,0,1,0,0,0,0,1,1,26,12,74,37,2,86
RandolphBenevolence,41,3,9,1,4,5,0,15,0,0,0,1,1,0,0,9,0,50,84,171,85,54,255
RandolphCarnegie,13,0,7,0,3,9,0,23,0,0,0,3,0,0,0,10,0,94,30,206,142,20,236
RandolphColeman,27,0,2,1,0,0,0,17,0,0,0,1,0,0,0,2,0,34,62,89,54,30,151
RandolphCuthbert,96,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,238,5,1,101,243
RandolphCuthbert/Courthouse,342,0,42,1,4,24,0,32,0,0,0,4,0,1,0,29,0,118,734,426,212,385,1160
RandolphShellman,108,0,4,0,3,4,0,17,0,0,0,6,0,0,0,13,0,60,314,175,103,112,489
RandolphSpringvale,56,1,1,2,1,2,0,6,0,1,0,0,0,0,0,10,0,15,112,55,35,60,167
Richmond101,68,0,44,1,0,13,0,54,0,0,1,16,0,0,0,48,0,61,262,253,193,113,515
Richmond102,127,0,51,1,1,4,0,21,0,0,0,4,0,0,0,17,0,52,520,189,99,179,709
Richmond103,237,0,40,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,735,16,5,277,751
Richmond104,525,1,72,0,1,7,0,9,0,0,0,3,0,0,0,9,0,24,1444,93,53,598,1537
Richmond105,136,0,9,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,384,12,3,146,396
Richmond106,81,1,18,0,1,4,0,13,0,0,0,0,0,0,0,10,0,31,332,118,59,100,450
Richmond107,190,0,62,1,3,20,0,99,0,0,2,23,0,0,0,120,0,127,534,561,394,253,1095
Richmond108,106,2,15,0,1,4,0,3,0,0,0,0,0,0,0,3,0,4,282,28,15,123,310
Richmond109,149,2,49,1,0,6,0,23,0,0,0,3,0,0,0,30,0,16,442,105,78,201,547
Richmond111,175,1,70,0,0,9,0,18,0,0,0,6,0,1,0,15,0,28,614,126,77,246,740
Richmond112,56,1,22,0,3,6,0,28,0,0,0,4,0,0,0,14,0,30,268,176,85,79,444
Richmond114,139,0,19,0,0,2,0,5,0,0,0,0,0,0,0,2,0,12,406,48,21,158,454
Richmond115,38,1,9,1,0,2,0,18,0,0,0,0,0,0,0,4,0,21,101,99,45,49,200
Richmond201,269,0,13,0,1,1,0,1,0,0,0,1,0,0,0,0,0,4,721,22,8,282,743
Richmond202,460,0,86,2,2,17,0,128,0,1,0,3,0,0,0,50,2,169,1556,685,372,548,2241
Richmond203,201,1,13,1,0,1,0,0,0,0,0,0,0,1,0,2,1,4,551,10,9,216,561
Richmond204,93,0,89,1,1,22,1,85,0,0,1,18,0,0,0,72,0,104,432,453,304,183,885
Richmond207,272,1,34,1,0,1,0,3,0,0,0,0,0,0,0,1,0,2,755,16,7,308,771
Richmond208,330,2,65,0,1,12,1,26,0,0,0,2,0,0,0,26,0,59,1134,229,127,397,1363
Richmond209,135,3,16,0,0,3,0,12,0,0,1,0,0,0,0,5,0,34,426,135,55,154,561
Richmond210,305,1,51,1,0,6,0,17,0,0,0,1,0,0,0,14,0,21,819,111,59,358,930
Richmond301,156,2,94,0,4,77,1,219,0,1,0,72,0,0,0,285,0,268,553,1157,927,252,1710
