precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_STEINBERG,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_R.KASICH,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
FayetteDOGWOOD-03,112,0,57,1,6,25,1,199,3,0,0,24,0,0,0,187,0,228,409,929,673,170,1338
FayetteDOGWOOD-13,58,0,21,0,3,11,0,81,0,0,0,27,0,0,0,96,0,104,199,404,322,79,603
FayetteEUROPE,903,3,172,2,4,16,0,48,1,0,0,14,0,1,0,53,1,80,1903,286,218,1080,2189
FayetteFAYETTEVILLE EAST,202,0,80,0,1,24,2,100,1,0,1,23,0,1,0,114,0,148,634,611,415,282,1245
FayetteFAYETTEVILLE WEST,125,3,64,0,0,42,2,117,0,0,0,16,0,0,0,84,0,137,489,628,398,192,1117
FayetteFIELDING RIDGE,188,3,108,0,9,59,0,185,0,0,0,124,0,1,0,455,2,322,789,1655,1157,299,2444
FayetteFLAT CREEK,115,0,74,1,4,47,0,116,1,0,1,60,0,3,0,218,0,163,491,806,613,190,1297
FayetteFLINT,186,0,56,0,1,19,2,104,0,0,0,17,0,0,0,65,0,142,562,493,350,242,1055
FayetteHARPS CROSSING,110,0,46,0,3,37,0,191,3,0,0,41,0,2,0,157,0,185,359,837,619,156,1196
FayetteHOPEFUL,338,0,78,1,0,37,0,108,1,0,1,15,0,2,0,72,0,195,731,612,431,417,1343
FayetteJEFF DAVIS,318,2,77,1,3,28,0,97,1,0,0,22,0,1,0,102,0,185,985,714,439,398,1699
FayetteKEDRON,184,1,123,0,3,46,0,163,2,0,0,65,0,2,0,239,1,286,899,1284,807,308,2183
FayetteKENWOOD,244,0,62,0,1,6,1,34,0,0,0,7,0,2,0,26,2,39,519,156,118,306,675
FayetteMCINTOSH,174,3,89,1,2,50,1,203,0,0,1,130,0,1,0,385,0,323,714,1549,1096,267,2263
FayetteMORNING CREEK,407,1,125,0,3,35,0,177,0,0,0,39,1,2,0,193,1,215,1088,919,666,533,2007
FayetteMURPHY,264,0,99,0,5,59,2,231,1,0,1,32,0,2,0,233,0,267,883,1215,833,363,2098
FayetteOAK GROVE,65,0,45,0,2,19,1,111,2,0,0,50,0,0,0,149,0,150,266,661,484,110,927
FayetteOAK RIDGE,285,1,114,0,3,38,0,120,0,0,0,16,0,2,0,126,0,165,777,636,470,400,1413
FayetteRAREOVER,149,0,71,0,8,66,2,255,0,0,5,65,0,2,0,286,2,307,550,1387,998,220,1937
FayetteRISING STAR,123,0,96,0,5,55,1,255,0,0,3,75,0,3,0,363,0,332,643,1711,1092,219,2354
FayetteSANDY CREEK-03,426,0,112,0,2,30,0,125,2,0,1,45,0,1,0,199,0,153,1208,765,558,538,1973
FayetteSANDY CREEK-13,149,0,45,1,1,30,0,79,0,0,0,17,0,1,0,108,1,97,415,472,334,195,887
FayetteSHAKERAG EAST,70,0,76,0,4,36,2,126,0,0,1,34,0,0,0,119,0,166,316,687,488,146,1003
FayetteSHAKERAG WEST,64,0,45,0,3,28,0,83,0,0,1,52,0,1,0,161,0,151,271,622,480,109,893
FayetteSPRING HILL,342,0,130,0,4,29,0,197,2,0,1,43,0,0,0,221,0,215,1029,1005,712,472,2034
FayetteSTARRSMILL,125,0,76,0,6,95,0,321,1,0,2,89,0,2,0,395,1,416,525,1902,1328,201,2427
FayetteWHITEWATER,135,1,76,0,7,74,1,257,1,0,0,81,0,2,0,369,0,363,616,1786,1155,212,2402
FayetteWILLOW POND,165,0,113,1,1,40,0,210,2,0,1,42,0,0,0,224,0,235,785,1051,755,279,1836
FayetteWILLOWBEND,91,0,62,0,4,37,2,142,0,1,1,66,0,0,0,196,0,203,370,941,652,153,1311
FayetteWINDGATE,56,1,43,1,4,24,0,67,0,0,0,36,0,0,0,135,0,112,225,468,378,101,693
FayetteWOOLSEY,65,1,50,1,2,61,0,270,1,0,2,59,0,2,0,247,0,330,313,1412,974,117,1725
FloydALTO PARK,111,1,65,1,3,54,1,214,1,0,2,70,0,0,0,213,0,375,442,1480,933,178,1922
FloydARMUCHEE,39,0,15,1,2,49,2,64,0,0,0,19,0,2,0,73,0,198,122,654,409,55,776
FloydBARKERS,43,0,35,1,3,49,1,159,0,0,1,19,0,3,0,108,0,286,185,1196,629,79,1381
FloydCAVE SPRING,80,0,43,2,0,35,0,67,1,0,2,24,0,1,0,66,0,165,223,709,361,125,932
FloydCHULIO,46,1,22,0,1,13,0,92,0,0,2,17,0,0,0,56,0,170,120,591,351,69,711
FloydEAST LINDALE,100,1,54,2,6,75,0,211,0,0,2,53,0,3,0,219,0,369,483,1595,938,157,2078
FloydEAST ROME,271,1,158,2,6,68,2,122,0,1,1,98,0,2,0,262,0,303,1019,1164,865,432,2183
FloydETOWAH,184,3,100,1,6,135,3,257,3,0,3,79,0,1,0,282,1,614,613,2444,1384,288,3057
FloydEVERETT SPRINGS,14,0,9,1,1,11,0,23,1,0,0,5,0,0,0,19,1,77,40,237,138,24,277
FloydFLOYD SPRINGS,34,1,25,0,1,55,0,118,0,0,1,24,0,1,0,106,0,255,119,977,561,60,1096
FloydFOSTER'S MILL,30,0,15,1,0,13,0,68,0,0,0,13,0,0,0,39,1,142,76,491,276,46,567
FloydGARDEN LAKES,86,3,48,0,3,34,1,113,0,0,0,27,0,0,0,59,2,210,381,824,449,137,1205
FloydGLENWOOD,98,2,91,2,10,81,2,180,0,0,1,34,0,4,0,178,0,313,381,1444,803,193,1825
FloydHOWELL,27,0,21,0,0,21,0,107,1,0,1,6,0,0,0,58,0,236,90,810,430,48,900
FloydMT ALTO NORTH,287,2,115,0,5,67,0,137,2,0,1,40,0,0,0,236,0,341,1005,1384,829,404,2389
FloydMT ALTO SOUTH,228,2,115,0,9,62,1,155,0,0,2,56,0,3,0,260,0,334,832,1338,882,345,2170
FloydNORTH CAROLINA,49,1,35,0,0,43,0,80,0,0,1,8,0,1,0,53,0,186,168,789,372,85,957
FloydNORTH ROME,297,1,75,3,6,64,1,116,0,0,2,67,1,2,0,198,0,191,844,906,648,376,1750
FloydRIVERSIDE,33,0,23,0,0,21,1,50,0,0,2,9,0,0,0,48,0,79,128,351,210,56,479
FloydSOUTH ROME,149,1,56,0,0,5,0,15,0,0,0,8,0,0,0,33,0,37,497,156,98,206,653
