precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,pri_rep_WILLIAMS
SAUKVILLAGE OF SAUK CITY WARDS 3-4,127,0,0,197,1,0,0,82,0,0,0,56,1,2,0,75,0
SAUKVILLAGE OF SPRING GREEN WARD 1-2,173,0,0,288,0,1,1,88,0,0,1,71,0,2,2,88,0
SAWYERTOWN OF HAYWARD WARD 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAWYERTOWN OF HAYWARD WARD 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAWYERTOWN OF HAYWARD WARDS 1-2,189,0,0,313,1,5,1,253,0,0,2,104,0,4,1,342,0
SAWYERTOWN OF HAYWARD WARDS 3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAWYERTOWN OF HAYWARD WARDS 5-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHAWANOTOWN OF GREEN VALLEY WARD 1-2,44,0,0,80,1,1,0,120,0,0,0,15,0,0,0,103,0
SHAWANOTOWN OF WESCOTT WARDS 1-4,199,0,1,221,2,0,0,287,1,0,0,52,0,7,0,395,0
"SHAWANOVILLAGE OF PULASKI WARD 4,7",5,0,0,7,0,0,0,15,0,0,0,5,0,1,1,13,0
SHAWANOVILLAGE OF WITTENBERG WARD 1-2,47,0,1,63,1,1,0,64,0,0,0,4,0,2,0,57,0
ST. CROIXCITY OF NEW RICHMOND WARDS 1-2,52,0,0,49,3,4,0,67,0,0,0,25,3,3,0,63,0
ST. CROIXCITY OF NEW RICHMOND WARDS 11-12,67,0,1,99,0,2,1,90,0,0,0,40,0,6,2,73,0
ST. CROIXCITY OF NEW RICHMOND WARDS 3-4,72,0,0,101,1,3,1,68,1,0,0,36,0,3,0,62,0
ST. CROIXCITY OF NEW RICHMOND WARDS 5-6,50,0,0,81,0,1,0,55,0,0,0,17,0,2,0,58,0
ST. CROIXCITY OF NEW RICHMOND WARDS 7-8,85,0,1,83,0,2,0,68,0,1,0,21,1,3,0,54,0
ST. CROIXCITY OF NEW RICHMOND WARDS 9-10,75,0,0,66,1,0,0,95,2,0,0,37,1,3,1,70,0
ST. CROIXCITY OF RIVER FALLS WARDS 1-4,208,0,4,276,2,3,1,217,0,0,0,117,4,9,1,156,0
ST. CROIXTOWN OF BALDWIN WARD 1-2,47,0,0,51,1,4,1,98,0,0,0,24,0,6,0,70,0
ST. CROIXTOWN OF EAU GALLE WARD 1-2,68,0,1,68,1,4,1,120,0,0,0,30,0,3,0,94,0
ST. CROIXTOWN OF RICHMOND WARD 1-5,128,0,1,177,0,5,1,217,0,0,1,69,1,14,0,226,0
ST. CROIXTOWN OF SOMERSET WARD 1-6,222,0,1,194,1,5,1,327,4,0,0,133,3,17,0,372,0
ST. CROIXTOWN OF STAR PRAIRIE WARD 1-6,133,0,1,157,2,3,1,241,1,0,0,63,2,15,1,276,0
TAYLORCITY OF MEDFORD WARDS 1-2,91,0,0,100,1,3,0,94,0,0,0,30,0,4,0,96,0
TAYLORCITY OF MEDFORD WARDS 3-4,49,0,0,79,2,0,0,89,0,0,0,13,1,2,0,93,0
TAYLORCITY OF MEDFORD WARDS 5-6,55,0,0,60,0,2,0,100,0,0,1,18,0,6,2,84,0
TAYLORCITY OF MEDFORD WARDS 7-8,49,0,0,87,2,1,0,98,0,0,0,25,0,1,0,96,0
TAYLORTOWN OF HAMMEL WARD 1,18,0,1,42,1,2,0,54,0,0,1,8,1,2,1,75,0
TAYLORTOWN OF HAMMEL WARD 2,6,0,1,18,0,0,0,19,0,0,0,6,0,2,0,30,0
TAYLORTOWN OF MEDFORD WARD 1,56,0,1,95,2,1,0,156,0,0,0,30,0,2,0,161,0
TAYLORTOWN OF MEDFORD WARD 2,14,0,0,25,0,3,0,77,0,0,0,13,0,0,0,64,0
TAYLORTOWN OF MEDFORD WARD 3,23,0,0,36,0,0,0,106,0,0,1,7,1,1,0,89,0
TAYLORTOWN OF RIB LAKE WARD 1,10,0,1,17,1,1,0,29,0,0,0,10,0,1,0,15,0
TAYLORTOWN OF RIB LAKE WARD 2,13,0,0,40,0,1,0,52,0,0,0,12,0,2,0,71,0
TREMPEALEAUTOWN OF ETTRICK WARD 1-2,102,0,0,137,0,1,0,79,0,0,2,37,1,2,0,130,0
TREMPEALEAUTOWN OF GALE WARD 1,110,0,0,159,0,3,0,133,0,0,3,37,1,1,0,172,0
TREMPEALEAUTOWN OF GALE WARD 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TREMPEALEAUTOWN OF GALE WARD 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WALWORTHCITY OF DELAVAN WARDS 1-5,15",127,0,0,167,0,0,1,220,0,0,1,67,1,3,0,113,0
WALWORTHCITY OF DELAVAN WARDS 11-14,138,0,0,242,1,2,1,226,1,0,1,56,0,3,0,178,0
WALWORTHCITY OF DELAVAN WARDS 6-10,127,0,0,228,0,0,0,212,0,0,1,53,0,6,0,113,0
"WALWORTHCITY OF ELKHORN WARD 1,5,7",194,0,0,316,3,0,0,425,0,0,0,130,1,14,0,259,0
WALWORTHCITY OF ELKHORN WARD 2,62,0,0,65,1,1,0,71,0,0,0,14,0,4,0,56,0
WALWORTHCITY OF ELKHORN WARD 3,47,0,0,118,2,1,1,105,0,0,0,23,1,1,0,59,0
"WALWORTHCITY OF ELKHORN WARD 4,8",113,0,0,145,2,3,1,209,0,0,0,56,2,2,0,133,0
WALWORTHCITY OF ELKHORN WARD 6,80,0,0,135,4,6,0,187,0,0,0,39,1,1,0,102,0
WALWORTHCITY OF LAKE GENEVA WARDS 1-2,127,0,0,163,0,2,2,136,0,0,1,94,0,2,1,139,0
WALWORTHCITY OF LAKE GENEVA WARDS 3-4,91,0,1,162,1,2,0,135,0,0,0,45,0,3,0,110,0
"WALWORTHCITY OF LAKE GENEVA WARDS 5-6,10",123,0,3,147,1,3,1,164,0,2,0,77,2,5,0,170,0
"WALWORTHCITY OF LAKE GENEVA WARDS 7-9,11-14",83,0,0,144,1,1,0,128,0,0,0,62,1,1,0,117,0
WALWORTHCITY OF WHITEWATER WARDS 7-9,50,0,2,714,1,0,0,213,1,0,0,78,0,6,0,83,0
WALWORTHTOWN OF EAST TROY WARDS 1-6,208,0,0,284,3,4,0,769,0,0,4,158,0,5,0,364,0
WALWORTHTOWN OF SPRING PRAIRIE WARD 1-4,103,0,0,158,0,4,0,424,0,0,1,78,0,3,1,227,0
WALWORTHTOWN OF WALWORTH WARD 1-3,61,0,0,104,0,1,1,203,1,1,2,91,1,2,1,165,0
WASHINGTONCITY OF HARTFORD WARDS 1-5,165,0,2,233,3,5,1,713,1,0,0,132,3,13,0,272,0
"WASHINGTONCITY OF HARTFORD WARDS 11-14,21-22",226,0,0,296,2,6,3,707,3,0,0,124,2,14,1,285,0
"WASHINGTONCITY OF HARTFORD WARDS 6-10,15-17,20,23-25",179,0,1,303,2,1,0,624,0,0,0,112,3,10,1,259,0
WASHINGTONCITY OF WEST BEND WARD 1-3,202,0,0,257,1,6,1,575,0,0,1,96,1,6,0,202,0
"WASHINGTONCITY OF WEST BEND WARD 15-19,25,27",186,0,0,227,2,3,0,573,0,0,0,72,2,10,0,219,0
WASHINGTONCITY OF WEST BEND WARD 20-22,149,0,1,247,2,4,2,487,1,0,1,63,0,7,0,205,0
"WASHINGTONCITY OF WEST BEND WARD 23-24,26",247,0,0,205,2,2,6,746,0,0,0,165,2,13,1,239,0
WASHINGTONCITY OF WEST BEND WARD 4-6,221,0,1,308,0,4,2,543,1,0,2,146,3,8,0,247,0
WASHINGTONCITY OF WEST BEND WARD 7-8,215,0,3,249,10,9,1,734,0,0,2,229,6,8,1,211,0
"WASHINGTONCITY OF WEST BEND WARDS 11-14,28-29",166,0,1,234,3,5,0,490,1,0,1,83,1,2,0,170,0
"WASHINGTONCITY OF WEST BEND WARDS 9-10,30-32",190,0,0,240,1,5,0,526,0,0,0,132,1,14,0,205,0
WASHINGTONTOWN OF TRENTON WARDS 1-8,196,0,0,270,4,4,0,1048,1,0,1,172,3,11,0,408,0
WASHINGTONTOWN OF WEST BEND WARD 1-8,241,0,2,270,10,7,1,1095,1,0,2,265,4,23,1,387,0
WASHINGTONVILLAGE OF JACKSON WARD 1-10,296,0,1,341,6,6,3,1285,0,0,3,207,5,15,1,452,0
"WASHINGTONVILLAGE OF KEWASKUM WARD 1-5,7",188,0,2,248,1,6,3,642,0,0,0,129,1,10,0,292,0
WASHINGTONVILLAGE OF RICHFIELD WARD 1-2,138,0,0,148,1,5,0,695,0,0,0,138,3,10,0,255,0
WASHINGTONVILLAGE OF RICHFIELD WARD 3-4,137,0,0,122,2,1,0,547,0,0,0,68,3,9,0,242,0
WASHINGTONVILLAGE OF RICHFIELD WARD 5-6,155,0,0,176,1,3,0,839,2,0,1,159,0,7,0,302,0
WASHINGTONVILLAGE OF RICHFIELD WARD 7-9,182,0,1,216,3,4,1,820,0,0,2,148,2,19,2,339,0
"WAUKESHACITY OF DELAFIELD WARDS 1-4,7-8,11-14",310,0,1,371,3,3,0,995,1,0,1,289,1,16,0,415,0
"WAUKESHACITY OF DELAFIELD WARDS 5-6,9-10",106,0,1,113,0,1,0,361,0,1,0,112,1,3,0,123,0
WAUKESHACITY OF MUSKEGO WARD 13,94,0,0,91,0,3,0,334,0,0,0,78,1,6,0,141,0
WAUKESHACITY OF MUSKEGO WARD 14,100,0,0,118,2,4,0,484,0,0,1,87,0,6,0,165,0
"WAUKESHACITY OF MUSKEGO WARD 6,8",196,0,1,196,2,0,2,576,0,0,1,130,0,10,1,247,0
WAUKESHACITY OF MUSKEGO WARD 7,49,0,0,62,0,2,0,215,1,0,0,36,0,4,0,96,0
WAUKESHACITY OF PEWAUKEE WARD 1-2,215,0,1,182,3,3,1,757,0,1,1,197,2,6,0,257,0
WAUKESHACITY OF PEWAUKEE WARD 3-4,93,0,0,75,2,2,0,357,0,0,1,100,0,7,1,163,0
WAUKESHACITY OF PEWAUKEE WARD 5-7,306,0,1,253,2,2,1,984,0,0,2,237,1,16,0,340,0
WAUKESHACITY OF PEWAUKEE WARD 8,130,0,0,105,0,1,2,375,0,0,1,110,0,7,0,147,0
WAUKESHACITY OF PEWAUKEE WARD 9-10,155,0,1,151,3,4,1,640,0,0,0,151,1,6,0,185,0
WAUKESHATOWN OF BROOKFIELD WARD 1,80,0,0,45,3,0,0,121,0,0,1,47,0,3,0,65,0
WAUKESHATOWN OF BROOKFIELD WARDS 3-4,76,0,0,79,2,0,0,260,1,0,0,63,0,2,0,99,0
WAUKESHATOWN OF BROOKFIELD WARDS 9-10,74,0,0,65,2,2,2,172,1,0,1,51,0,8,0,74,0
WAUKESHATOWN OF EAGLE WARD 1-4,172,0,1,228,1,4,0,784,0,1,1,141,2,8,0,316,0
"WAUKESHATOWN OF GENESEE WARD 1,6,9",125,0,0,171,0,3,1,538,0,0,1,122,2,11,0,180,0
"WAUKESHATOWN OF GENESEE WARD 2,5",69,0,1,72,1,2,0,299,0,0,0,62,0,4,0,100,0
"WAUKESHATOWN OF GENESEE WARD 3,10",87,0,0,89,0,0,1,282,1,0,1,68,0,2,0,101,0
"WAUKESHATOWN OF GENESEE WARD 4,7-8",166,0,0,156,1,2,0,628,1,0,1,97,4,2,0,212,0
WAUKESHATOWN OF LISBON WARD 1,94,0,0,92,2,2,1,360,0,0,1,60,1,4,0,170,0
WAUKESHATOWN OF LISBON WARD 6,76,0,0,88,0,0,0,356,0,0,0,79,1,3,0,133,0
WAUKESHATOWN OF LISBON WARDS 2-3,230,0,1,198,1,4,1,714,0,0,1,122,3,8,0,285,0
"WAUKESHATOWN OF MUKWONAGO WARDS 1,4-8",261,0,0,258,2,0,0,1075,2,0,3,182,1,15,2,357,0
WAUKESHATOWN OF MUKWONAGO WARDS 2-3,69,0,0,98,1,4,3,328,1,0,0,55,0,7,1,128,0
WAUKESHATOWN OF MUKWONAGO WARDS 9-11,108,0,0,119,1,2,0,454,2,0,1,106,2,9,0,179,0
"WAUKESHATOWN OF OCONOMOWOC WARD 1-2,4",146,0,1,173,2,3,1,690,1,0,0,154,0,11,1,271,0
"WAUKESHATOWN OF OCONOMOWOC WARD 3,6-7",147,0,0,177,0,2,0,589,0,0,0,135,0,7,0,223,0
"WAUKESHATOWN OF OCONOMOWOC WARD 5,8-10",150,0,0,147,3,2,1,587,1,0,0,179,0,8,0,283,0
WAUKESHATOWN OF OTTAWA WARD 1-5,214,0,0,285,4,0,0,817,1,0,3,192,1,10,0,371,0
"WAUKESHATOWN OF VERNON WARD 2,4-5",130,0,1,135,1,3,0,576,0,0,2,124,2,7,0,233,0
"WAUKESHATOWN OF VERNON WARD 3,6-7",104,0,0,104,3,1,0,438,1,0,0,85,0,5,0,170,0
WAUKESHAVILLAGE OF BUTLER WARD 1-3,119,0,0,122,2,2,1,257,1,0,2,60,2,3,0,138,0
WAUKESHAVILLAGE OF DOUSMAN WARD 1-3,99,0,0,122,2,7,1,397,1,1,0,110,0,3,0,172,0
WAUKESHAVILLAGE OF EAGLE WARD 1-2,94,0,0,116,0,4,0,387,0,0,2,65,0,6,0,179,0
WAUKESHAVILLAGE OF HARTLAND WARDS 1-6,236,0,0,315,4,0,0,684,1,0,0,215,0,8,0,283,0
WAUKESHAVILLAGE OF HARTLAND WARDS 7-14,209,0,0,247,0,4,1,789,0,0,1,162,1,11,0,297,0
WAUKESHAVILLAGE OF LANNON WARD 1-2,71,0,0,98,1,2,0,177,0,0,1,33,0,6,0,109,0
WAUKESHAVILLAGE OF MERTON WARD 1-5,129,0,0,140,1,1,0,753,1,0,0,171,2,10,0,255,0
WAUKESHAVILLAGE OF NASHOTAH WARD 1-3,84,0,0,69,0,4,1,315,1,0,1,82,0,5,1,126,0
WAUKESHAVILLAGE OF SUMMIT WARDS 1-6,246,0,1,325,2,7,0,939,1,0,0,264,4,11,0,311,0
"WAUKESHAVILLAGE OF SUSSEX WARD 1,3",168,0,0,193,1,1,0,516,1,0,1,95,0,8,0,184,0
"WAUKESHAVILLAGE OF SUSSEX WARD 2,4",184,0,3,231,1,4,2,621,0,0,2,116,2,13,0,199,0
WAUKESHAVILLAGE OF SUSSEX WARD 6-7,135,0,0,108,0,1,1,567,0,0,0,98,0,11,0,130,0
"WAUKESHAVILLAGE OF SUSSEX WARDS 5,9",94,0,0,73,1,1,0,320,1,0,0,65,1,1,1,110,0
WAUKESHAVILLAGE OF WALES WARD 1-4,162,0,1,270,2,3,0,566,0,0,0,126,2,12,0,197,0
WAUPACACITY OF CLINTONVILLE WARD 1,29,0,0,21,0,1,4,19,0,0,0,9,0,1,0,32,0
WAUPACACITY OF CLINTONVILLE WARD 2,26,0,0,55,1,0,0,47,0,1,0,11,1,3,0,50,0
WAUPACACITY OF CLINTONVILLE WARD 3,32,0,1,65,0,0,0,74,0,1,1,12,1,2,0,59,0
WAUPACACITY OF CLINTONVILLE WARD 4,22,0,1,42,1,1,1,53,0,0,0,6,0,1,0,64,0
WAUPACACITY OF CLINTONVILLE WARD 5,44,0,0,80,0,0,0,97,0,0,0,11,0,1,0,73,0
WAUPACACITY OF CLINTONVILLE WARDS 6-7,56,0,1,60,1,2,1,88,0,1,1,16,0,4,0,72,0
WAUPACACITY OF WAUPACA WARD 1,32,0,0,55,0,0,0,73,0,0,0,21,0,0,0,33,0
WAUPACACITY OF WAUPACA WARD 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAUPACACITY OF WAUPACA WARD 3,25,0,0,65,1,2,1,37,0,1,0,4,0,1,0,25,0
WAUPACACITY OF WAUPACA WARD 4,33,0,0,56,0,3,0,50,0,0,1,10,0,2,1,30,0
WAUPACACITY OF WAUPACA WARD 6,24,0,0,76,1,0,0,29,0,0,1,8,0,0,0,25,0
WAUPACACITY OF WAUPACA WARD 8,43,0,0,51,0,1,0,58,0,0,0,20,0,2,0,56,0
WAUPACACITY OF WAUPACA WARD 9,19,0,0,44,0,1,0,25,0,0,0,3,0,0,0,23,0
"WAUPACACITY OF WAUPACA WARDS 2,7,11",46,0,1,79,0,1,1,71,1,0,0,18,2,4,0,58,0
"WAUPACACITY OF WAUPACA WARDS 5,10",75,0,2,103,1,4,0,119,0,0,1,19,0,6,0,77,0
"WINNEBAGOCITY OF MENASHA WARDS 1-2,4,7",241,0,3,459,5,1,0,271,0,0,2,71,3,6,3,278,0
"WINNEBAGOCITY OF MENASHA WARDS 5-6,8-9,23-29,31-35,38",288,0,0,494,6,5,0,287,0,0,2,73,7,8,0,278,0
WINNEBAGOCITY OF OMRO WARDS 1-8,220,0,0,288,3,8,1,346,0,1,1,51,3,4,0,272,0
"WINNEBAGOTOWN OF MENASHA WARD 1-2,4,7",374,0,4,532,5,6,2,671,1,1,5,210,2,18,0,500,0
WINNEBAGOTOWN OF MENASHA WARD 11-13,222,0,1,370,1,6,0,263,1,0,1,56,2,4,0,223,0
"WINNEBAGOTOWN OF MENASHA WARD 3,5-6",327,0,1,464,3,7,1,551,2,0,1,160,6,7,0,450,0
WINNEBAGOTOWN OF MENASHA WARD 8-10,273,0,1,369,3,2,2,375,0,0,1,77,3,1,0,277,0
WINNEBAGOTOWN OF OSHKOSH WARDS 1A-5,192,0,1,207,1,2,1,340,0,0,1,109,1,6,0,356,0
"WOODCITY OF MARSHFIELD WARD 1,11",71,0,1,118,2,1,0,108,1,1,0,27,0,0,1,78,0
"WOODCITY OF MARSHFIELD WARD 3,13",172,0,0,198,1,6,0,242,1,0,0,81,0,4,0,162,0
"WOODCITY OF MARSHFIELD WARD 4,14",142,0,1,187,1,2,0,208,1,0,1,63,1,3,0,150,0
"WOODCITY OF MARSHFIELD WARD 5,15",110,0,1,194,1,2,0,153,1,0,0,33,3,6,0,127,0
"WOODCITY OF MARSHFIELD WARD 8,18,23",137,0,0,196,1,3,0,175,0,0,3,49,1,3,1,162,0
"WOODCITY OF MARSHFIELD WARD 9,19,22",86,0,0,163,0,5,1,146,0,0,0,12,2,2,0,122,0
"WOODCITY OF MARSHFIELD WARDS 6,16,25-26",99,0,0,152,0,2,0,156,0,0,1,27,1,3,0,139,0
"WOODCITY OF MARSHFIELD WARDS 7,17,27",152,0,0,212,1,2,3,200,0,0,2,53,2,5,0,163,0
