precinct,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_KASICH,pri_rep_TRUMP,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_FUENTE,gen_ind_MCMULLIN,gen_ind_RIVA,gen_lib_JOHNSON,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
LUNA12,90,49,3,1,11,0,6,41,1,255,5,1,4,0,40,152,62,139,458
LUNA13,75,101,5,6,24,4,10,226,1,269,8,0,7,0,51,646,275,176,982
LUNA14,70,60,3,6,21,1,11,158,1,281,9,1,4,0,66,458,200,130,820
LUNA2,29,37,1,4,8,1,4,90,2,175,3,1,3,0,28,304,108,66,516
LUNA3,58,68,5,4,17,0,10,181,1,229,9,0,3,1,32,439,217,126,714
LUNA4,62,38,1,2,6,3,3,32,1,342,8,0,1,1,18,101,47,100,472
LUNA5,94,78,3,10,17,1,6,114,4,336,7,0,9,0,57,347,151,172,760
LUNA6,76,60,5,0,7,3,11,63,1,251,4,0,4,0,38,216,89,136,514
LUNA8,111,39,5,3,4,2,2,24,0,328,3,1,1,1,36,140,40,150,510
MCKINLEY1,74,37,1,0,5,2,2,10,2,274,6,1,2,0,48,50,20,111,383
MCKINLEY10,119,59,5,2,5,1,6,4,0,293,4,1,2,1,46,49,23,178,396
MCKINLEY11,28,32,2,1,3,0,0,0,1,110,2,0,0,0,35,31,6,60,179
MCKINLEY12,28,12,0,0,0,0,0,2,0,43,0,0,0,1,8,15,2,40,67
MCKINLEY13,41,32,1,0,4,0,1,1,1,163,5,1,0,2,51,34,7,73,257
MCKINLEY14,93,91,5,3,6,0,0,16,0,337,5,0,2,2,95,151,30,184,592
MCKINLEY15,74,91,5,3,3,1,0,7,3,247,4,0,2,0,58,91,19,165,405
MCKINLEY16,53,59,0,2,3,0,1,11,0,182,5,1,2,1,36,61,17,112,288
MCKINLEY17,82,92,7,5,12,1,5,35,5,263,12,1,6,2,76,215,65,174,580
MCKINLEY18,29,20,2,0,0,0,0,4,2,82,3,0,0,0,8,22,6,49,117
MCKINLEY19,160,107,1,2,7,4,1,6,1,362,14,0,3,0,82,105,21,267,567
MCKINLEY2,39,31,0,0,3,0,1,6,1,113,3,1,1,0,28,65,10,70,212
MCKINLEY20,122,63,1,3,7,1,0,24,0,314,5,1,1,3,63,108,36,185,495
MCKINLEY21,93,66,4,1,3,0,1,17,1,255,3,0,2,2,49,99,26,159,411
MCKINLEY22,107,50,5,1,3,1,2,8,2,229,5,0,1,0,44,89,20,157,370
MCKINLEY23,123,67,2,3,0,0,2,13,1,315,1,1,3,3,48,93,20,190,465
MCKINLEY24,118,83,4,2,6,1,0,14,3,316,1,0,0,1,59,125,27,201,505
MCKINLEY25,218,143,4,3,11,0,0,29,4,532,14,0,12,7,102,206,47,361,877
MCKINLEY26,24,25,2,2,17,0,1,42,1,65,7,0,8,0,8,181,64,49,270
MCKINLEY27,136,43,6,3,8,0,2,3,1,567,5,3,2,2,44,22,22,179,646
MCKINLEY28,48,24,2,3,1,0,0,3,0,227,1,0,3,1,26,19,9,72,277
MCKINLEY29,74,22,1,0,8,0,2,0,0,325,3,0,1,0,32,15,11,96,376
MCKINLEY3,35,22,2,3,10,0,3,9,0,87,2,0,4,0,14,62,27,57,169
MCKINLEY30,123,38,3,1,3,0,0,0,1,486,8,0,2,0,32,31,7,161,560
MCKINLEY31,48,33,1,3,9,0,1,20,0,159,2,0,6,2,34,118,34,81,321
MCKINLEY32,36,25,2,1,3,0,0,11,0,120,3,0,4,1,23,66,17,61,217
MCKINLEY33,112,65,2,0,1,0,0,6,0,286,6,0,0,2,66,109,9,177,469
MCKINLEY34,54,42,0,0,1,0,2,2,0,135,4,0,2,2,28,58,5,96,229
MCKINLEY35,49,37,0,0,3,1,0,11,1,140,3,1,2,0,34,49,15,86,230
MCKINLEY36,15,11,0,1,1,0,0,3,0,43,0,0,1,1,6,17,5,26,68
MCKINLEY37,32,20,0,0,0,0,0,7,0,75,1,0,1,0,13,29,7,52,119
MCKINLEY38,45,34,1,0,2,0,0,2,0,114,3,1,1,0,27,47,5,79,193
MCKINLEY39,49,73,1,0,3,0,0,17,0,181,6,0,5,1,32,91,21,122,316
MCKINLEY4,123,66,1,1,4,1,0,2,0,262,7,0,2,1,42,47,9,189,361
MCKINLEY40,31,38,0,0,1,0,2,4,0,104,2,0,3,1,16,59,7,69,185
MCKINLEY41,92,55,1,0,8,0,0,8,0,228,3,0,0,0,39,83,17,147,353
MCKINLEY42,17,31,0,1,3,0,3,21,1,67,3,0,0,0,6,67,28,48,144
MCKINLEY43,99,126,2,3,8,0,4,35,3,235,10,0,5,1,42,237,52,225,533
MCKINLEY44,48,57,2,3,2,0,2,20,6,97,2,0,2,2,25,124,29,105,258
MCKINLEY45,45,70,0,2,7,1,1,31,2,152,10,0,5,1,25,156,42,115,351
MCKINLEY46,104,87,2,1,7,0,4,36,0,204,3,0,8,2,28,206,50,191,451
MCKINLEY47,36,22,2,0,2,1,0,7,0,111,2,1,1,0,14,47,12,58,176
MCKINLEY48,116,81,2,2,11,1,4,17,1,349,13,1,5,1,82,147,37,197,599
MCKINLEY49,108,99,4,4,12,1,11,58,3,296,6,1,12,0,67,238,90,207,623
MCKINLEY5,185,128,8,1,10,1,3,20,0,501,11,1,4,1,54,104,43,313,676
MCKINLEY50,20,15,1,1,1,0,1,8,1,63,0,0,1,0,9,53,12,35,127
MCKINLEY51,74,58,2,0,2,0,2,1,1,224,3,0,0,3,40,33,7,132,304
MCKINLEY52,27,25,3,0,1,0,3,31,0,71,3,0,4,0,21,113,38,52,212
MCKINLEY53,147,68,2,1,6,0,3,1,1,330,7,0,1,0,37,29,13,215,405
MCKINLEY54,102,41,6,2,8,0,1,10,1,248,2,1,0,4,38,80,27,143,374
MCKINLEY55,57,42,2,1,4,0,3,9,0,163,8,0,9,1,43,55,19,99,279
MCKINLEY56,64,62,4,0,6,2,3,29,1,195,4,0,6,1,34,178,44,126,419
MCKINLEY57,86,28,3,1,5,0,0,3,0,194,3,0,0,2,23,33,12,114,255
MCKINLEY58,68,64,3,1,5,1,2,21,2,216,0,0,0,0,48,138,33,132,404
MCKINLEY59,32,29,0,1,1,0,2,21,1,89,6,0,6,1,20,69,25,61,192
MCKINLEY6,214,104,3,3,8,1,0,8,2,517,7,0,5,5,87,79,23,318,702
MCKINLEY60,47,46,2,1,6,0,0,2,0,147,4,0,3,0,27,31,11,93,212
MCKINLEY61,59,27,1,0,0,0,0,1,0,117,2,0,3,0,25,12,2,86,159
MCKINLEY62,49,24,2,1,2,0,0,3,0,122,0,0,0,2,19,30,8,73,173
MCKINLEY7,136,116,4,2,5,0,1,13,1,360,5,1,4,4,49,58,25,252,482
MCKINLEY8,94,42,2,1,10,0,1,4,0,196,7,0,2,3,30,27,18,136,265
MCKINLEY9,104,61,2,3,4,1,1,4,0,278,5,1,1,3,67,48,15,165,403
MORA1,180,120,0,1,5,0,1,25,0,295,2,0,0,0,44,110,32,300,451
MORA10,53,40,1,0,7,0,0,1,0,78,2,0,0,0,8,47,9,93,135
MORA11,72,41,1,1,1,0,0,17,0,127,2,0,0,0,13,61,20,113,203
MORA2,192,105,1,0,6,0,0,19,1,269,9,0,1,0,30,93,26,297,403
MORA3,67,61,0,1,7,1,1,19,0,123,3,0,1,0,12,64,29,128,203
MORA4,117,63,4,3,10,1,1,4,0,158,3,1,1,0,25,56,23,180,244
MORA5,84,39,1,1,1,0,1,11,1,131,4,0,0,1,11,72,15,123,220
MORA6,47,33,2,0,3,0,0,5,1,64,5,0,0,0,10,43,10,80,123
MORA7,59,26,0,0,6,0,0,3,0,98,1,0,2,0,11,22,9,85,134
MORA8,85,63,0,0,4,2,1,15,1,144,4,0,0,0,19,66,22,148,234
MORA9,28,12,1,0,1,0,0,4,0,49,0,0,0,0,11,31,6,40,91
OTERO1,27,24,0,0,1,0,0,6,1,409,4,3,1,0,21,102,7,51,541
OTERO10,82,64,5,6,50,4,15,249,7,299,14,0,10,0,85,899,329,146,1314
OTERO11,49,52,2,1,6,0,0,5,0,348,4,1,3,1,116,59,14,101,532
OTERO12,60,37,3,2,19,2,10,91,1,171,6,0,3,1,61,413,127,97,656
OTERO13,56,51,2,4,16,3,4,61,2,203,3,1,0,1,45,252,90,107,507
OTERO14,72,61,7,5,27,2,11,138,2,201,4,0,7,0,63,556,190,133,833
OTERO15,30,28,4,4,18,1,11,136,3,140,2,1,3,0,60,496,174,58,705
OTERO16,0,9,0,0,3,0,1,9,0,60,2,1,5,0,19,110,13,9,197
OTERO17,29,25,3,4,15,2,5,124,4,214,6,1,2,1,60,407,153,54,695
OTERO18,119,66,9,16,47,9,20,354,4,416,13,0,15,3,94,1197,455,185,1742
OTERO19,32,23,2,3,5,0,2,9,0,136,3,0,1,0,19,56,21,55,215
OTERO2,0,3,0,1,1,0,0,8,1,3,0,0,0,0,2,23,10,3,29
OTERO20,31,14,0,3,1,1,1,22,0,97,1,0,0,1,18,75,28,45,192
OTERO21,34,43,7,11,21,2,10,141,4,236,12,0,4,0,62,513,192,77,831
OTERO22,19,19,2,3,6,0,3,34,0,90,2,0,3,0,14,157,48,38,266
OTERO23,30,29,2,1,11,1,4,43,2,103,3,1,2,2,29,170,62,59,312
OTERO24,53,56,5,6,24,4,15,158,4,197,10,0,9,1,61,449,212,109,731
OTERO25,29,30,2,6,22,4,11,88,4,136,3,1,7,0,35,340,133,59,526
OTERO26,19,25,4,3,8,3,8,64,1,118,5,1,3,0,38,180,90,44,346
OTERO27,26,41,6,1,23,0,3,83,2,111,6,0,4,2,47,286,116,67,458
OTERO28,44,52,5,7,28,3,12,145,2,190,4,0,7,2,74,474,200,96,753
OTERO29,52,39,11,9,28,1,15,162,0,231,5,1,9,0,72,549,226,91,867
OTERO3,0,0,0,0,9,0,0,7,0,0,0,0,0,0,1,23,16,0,24
OTERO30,33,21,2,5,8,1,2,34,0,105,0,0,6,1,37,152,52,54,301
OTERO31,25,18,3,1,4,0,4,32,2,93,0,0,3,1,35,117,44,43,251
OTERO32,24,34,2,2,9,1,1,33,2,137,3,0,3,0,33,136,48,58,314
OTERO33,38,33,2,4,11,0,4,45,1,128,7,0,3,0,37,176,66,71,352
OTERO34,23,12,5,3,12,1,7,57,2,88,2,0,0,0,15,170,85,35,277
OTERO35,34,32,6,4,20,1,7,170,2,125,4,1,6,2,45,517,208,66,702
OTERO36,42,22,4,10,12,0,8,84,0,164,2,0,4,0,42,309,118,64,521
OTERO37,17,25,3,2,5,1,2,49,1,80,1,0,5,0,29,181,62,42,297
OTERO38,9,8,1,0,6,2,0,13,0,28,3,0,0,0,12,69,22,17,112
OTERO39,34,13,5,7,15,1,8,96,1,137,4,1,6,0,36,317,132,47,502
OTERO4,2,2,1,0,10,0,1,16,3,5,0,0,0,0,1,62,28,4,71
OTERO40,22,21,5,3,18,0,12,92,0,104,1,0,6,0,19,268,130,43,398
OTERO41,28,29,1,1,0,0,1,13,0,340,7,0,4,1,24,105,16,57,481
OTERO5,6,10,0,1,8,0,0,42,0,32,0,0,1,0,6,137,51,16,176
OTERO6,2,4,0,2,13,1,4,37,0,3,1,1,1,0,11,111,57,6,128
OTERO7,13,9,0,1,6,0,4,40,0,41,2,0,4,0,17,158,51,22,222
OTERO8,66,81,5,10,44,3,16,216,5,277,8,0,8,1,78,761,294,147,1138
OTERO9,30,45,4,7,23,2,8,101,4,128,12,0,4,2,40,355,145,75,545
QUAY1,0,4,3,1,6,1,0,32,0,2,0,0,1,0,6,86,43,4,95
QUAY10,59,26,1,2,5,0,1,12,0,127,2,0,1,1,27,57,21,85,215
QUAY11,69,65,6,4,19,2,11,87,1,165,2,0,3,1,41,293,129,134,506
QUAY12,48,49,5,3,23,0,4,74,0,86,0,0,1,0,32,230,109,97,349
QUAY2,2,4,0,2,3,1,1,24,0,4,0,0,0,0,1,60,31,6,65
QUAY3,22,29,2,2,8,0,1,57,0,38,1,0,0,0,19,162,70,51,220
QUAY4,3,9,0,0,6,0,0,17,1,7,1,0,1,0,0,56,23,12,66
QUAY5,42,59,5,5,15,1,2,146,2,72,1,0,4,0,28,509,174,101,616
QUAY6,28,48,4,2,10,1,4,95,1,54,1,1,3,0,19,271,116,76,350
QUAY7,90,57,1,2,6,0,3,35,1,222,4,0,0,0,48,120,47,147,395
QUAY8,25,26,3,0,3,0,2,43,0,63,1,0,1,0,20,118,51,51,203
QUAY9,86,69,4,1,16,1,3,76,2,177,2,1,2,0,58,250,101,155,492
RIO ARRIBA1,108,136,0,0,2,2,3,10,1,289,13,0,0,0,24,59,17,244,386
RIO ARRIBA10,172,95,2,0,5,0,0,6,0,326,9,2,2,0,40,106,13,267,485
RIO ARRIBA11,258,209,1,2,15,2,4,42,2,575,12,1,5,4,87,295,66,467,981
RIO ARRIBA12,95,62,1,1,3,1,0,7,0,194,4,0,0,0,38,93,13,157,329
RIO ARRIBA13,253,170,4,1,3,0,0,13,1,414,6,1,1,1,41,176,21,423,641
RIO ARRIBA14,146,62,2,0,2,0,1,8,1,247,0,0,0,0,23,77,13,208,348
RIO ARRIBA15,78,58,0,0,1,0,0,1,0,117,2,1,0,0,16,31,2,136,167
RIO ARRIBA16,88,72,0,0,0,0,0,7,0,172,3,1,1,0,11,60,7,160,248
RIO ARRIBA17,31,36,0,0,0,0,0,1,0,76,10,0,0,0,11,16,1,67,113
RIO ARRIBA18,89,98,0,0,2,2,0,14,2,148,2,1,0,1,61,97,18,187,312
RIO ARRIBA19,80,35,0,0,7,0,1,27,0,126,2,0,0,0,23,97,35,115,248
RIO ARRIBA2,383,210,2,0,4,0,3,18,2,651,7,0,1,1,73,185,27,593,920
RIO ARRIBA20,189,129,2,2,3,0,3,43,0,331,4,0,1,0,53,255,53,318,644
RIO ARRIBA21,18,13,2,0,0,0,0,0,0,33,0,0,1,0,8,13,2,31,55
RIO ARRIBA22,43,24,2,0,0,0,0,4,0,65,1,0,0,0,10,24,6,67,100
RIO ARRIBA23,87,56,0,0,0,1,1,2,0,103,2,0,0,0,15,42,4,143,162
RIO ARRIBA24,185,117,1,5,20,0,1,21,0,484,12,0,2,1,135,104,48,302,738
RIO ARRIBA25,5,12,0,0,3,0,1,27,1,25,0,0,0,0,3,105,31,17,134
RIO ARRIBA26,63,50,0,0,0,1,0,7,0,110,2,1,0,0,15,64,8,113,192
RIO ARRIBA27,22,13,1,0,0,0,1,1,0,36,1,1,0,0,8,19,3,35,65
RIO ARRIBA28,4,3,0,0,0,0,0,0,0,21,0,0,0,1,0,5,0,7,27
RIO ARRIBA29,0,3,0,0,0,0,1,0,0,3,0,0,0,0,3,6,1,3,12
RIO ARRIBA3,164,90,0,2,7,1,0,12,1,276,2,1,2,1,29,113,22,254,425
RIO ARRIBA30,20,15,1,0,5,0,1,12,0,40,1,0,3,0,24,74,19,35,142
RIO ARRIBA31,177,121,1,0,2,0,2,5,1,347,8,0,2,0,34,66,10,298,458
RIO ARRIBA32,68,66,3,1,1,1,0,8,1,168,6,1,4,0,25,74,14,134,279
RIO ARRIBA33,22,27,1,0,0,0,0,0,0,53,2,0,0,0,10,9,1,49,74
RIO ARRIBA34,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4
RIO ARRIBA35,144,144,3,0,4,0,3,27,0,332,12,0,0,0,41,115,37,288,500
RIO ARRIBA36,309,212,3,0,8,1,3,37,0,571,6,1,1,2,92,251,52,521,924
RIO ARRIBA37,44,28,0,0,1,0,0,1,0,89,0,0,0,0,16,22,2,72,127
RIO ARRIBA38,205,146,1,1,4,0,0,15,1,394,7,0,0,1,47,133,21,351,583
RIO ARRIBA39,193,109,0,1,6,1,3,19,0,391,4,0,1,0,47,132,30,302,575
RIO ARRIBA4,203,129,0,0,3,0,3,14,1,407,5,0,0,0,63,157,20,332,633
RIO ARRIBA40,173,94,0,1,6,0,0,12,0,330,5,0,0,0,54,129,19,267,518
RIO ARRIBA41,399,144,3,1,6,0,0,5,1,539,3,0,0,1,88,61,15,543,693
RIO ARRIBA42,36,37,0,0,0,0,1,5,0,91,5,0,0,0,14,31,6,73,141
RIO ARRIBA5,147,71,2,0,4,0,2,10,0,214,3,1,0,0,32,82,18,218,332
RIO ARRIBA6,46,68,0,0,2,0,1,6,1,146,12,0,0,0,12,27,9,114,198
RIO ARRIBA7,123,87,0,2,1,0,5,13,0,333,9,0,0,1,54,71,21,210,468
RIO ARRIBA8,84,46,0,0,1,1,0,4,0,144,1,0,0,1,27,44,6,130,217
RIO ARRIBA9,87,62,0,1,3,0,5,9,0,177,5,0,1,0,18,79,18,149,280
ROOSEVELT1,20,26,3,5,5,3,1,18,1,116,1,1,2,1,32,131,35,46,285
ROOSEVELT10,26,45,5,5,7,2,11,91,0,149,5,0,11,1,63,386,121,71,615
ROOSEVELT11,3,10,4,3,2,0,1,48,1,40,2,0,5,0,16,183,58,13,247
ROOSEVELT12,22,36,4,6,2,1,6,53,1,126,5,0,2,1,43,240,72,58,418
ROOSEVELT13,3,17,0,2,3,0,4,10,0,59,2,0,3,1,25,70,19,20,160
ROOSEVELT14,17,49,2,4,7,0,2,41,1,116,10,0,1,0,55,216,56,66,399
ROOSEVELT15,12,7,1,1,7,0,0,24,1,44,0,0,1,1,8,133,33,19,188
ROOSEVELT16,9,13,1,0,11,0,0,23,0,36,1,0,0,0,9,94,35,22,140
ROOSEVELT17,4,19,4,5,11,0,3,55,0,54,4,0,8,1,20,267,78,23,354
ROOSEVELT18,12,7,5,6,17,0,5,90,0,44,1,0,1,0,19,335,123,19,400
ROOSEVELT2,59,37,5,7,28,1,4,194,0,180,4,1,3,0,50,560,239,96,798
ROOSEVELT3,3,6,0,4,0,0,0,4,0,11,0,0,1,0,5,37,8,9,54
ROOSEVELT4,8,11,1,1,3,1,0,65,0,31,0,1,1,0,8,209,71,19,250
ROOSEVELT5,4,6,5,5,2,0,1,71,1,19,0,0,1,0,7,174,84,10,202
ROOSEVELT6,4,20,1,3,11,0,4,74,0,25,0,0,1,0,11,242,93,24,279
ROOSEVELT7,10,16,1,2,8,0,1,6,0,53,5,0,6,0,18,74,18,26,156
ROOSEVELT8,37,24,0,2,2,0,3,12,1,170,1,0,4,2,37,94,19,61,309
ROOSEVELT9,29,43,5,4,20,0,9,87,4,181,7,2,7,0,56,439,125,72,696
SAN JUAN1,114,73,3,2,14,2,5,23,3,398,18,0,3,6,85,142,49,187,655
SAN JUAN10,47,31,7,1,8,0,1,9,1,221,2,0,4,2,55,49,26,78,334
SAN JUAN11,60,39,6,2,9,1,6,7,3,214,1,1,2,1,50,62,31,99,334
SAN JUAN12,70,27,0,0,3,0,0,5,1,177,2,1,0,3,42,53,8,97,279
SAN JUAN13,113,82,5,1,19,1,4,7,0,329,9,1,0,3,73,57,37,195,472
SAN JUAN14,50,35,2,2,4,0,0,3,1,135,3,0,1,1,35,37,11,85,213
SAN JUAN15,78,37,2,4,4,1,1,4,1,236,1,1,0,1,44,68,16,115,352
SAN JUAN16,77,52,9,1,11,1,3,14,1,318,7,0,1,1,79,189,39,129,596
SAN JUAN17,21,23,1,0,2,0,1,5,1,78,3,0,0,1,16,37,9,44,136
SAN JUAN18,74,64,4,5,19,1,2,35,6,290,4,1,3,3,80,227,66,138,614
SAN JUAN19,16,16,1,1,1,1,1,3,1,86,5,0,0,1,40,49,8,32,182
SAN JUAN2,79,49,4,3,6,0,3,9,0,328,4,0,8,5,77,95,25,128,517
SAN JUAN20,75,68,6,4,16,1,7,23,1,396,7,0,5,1,109,255,57,143,774
SAN JUAN21,27,32,3,3,23,1,0,113,4,166,3,0,11,1,49,421,143,59,655
SAN JUAN22,68,66,5,7,20,1,3,76,3,300,8,0,9,3,85,458,112,134,866
SAN JUAN23,39,29,5,12,18,2,6,89,2,134,5,0,8,1,56,397,132,68,603
SAN JUAN24,11,19,3,5,25,0,7,68,5,55,4,0,8,0,41,290,108,30,403
SAN JUAN25,23,23,2,11,18,1,6,87,1,85,3,0,17,0,40,291,125,46,437
SAN JUAN26,25,17,0,3,10,0,0,28,0,118,2,0,1,0,36,200,41,42,357
SAN JUAN27,32,41,1,1,12,0,2,51,1,234,4,2,3,1,88,358,67,73,691
SAN JUAN28,13,32,1,3,6,1,3,56,1,96,4,0,4,2,38,290,70,45,435
SAN JUAN29,23,23,3,0,16,1,4,46,0,111,0,0,4,2,27,220,70,46,364
SAN JUAN3,77,34,3,0,8,0,1,18,1,280,10,0,4,5,56,105,30,111,461
SAN JUAN30,30,46,7,8,16,5,11,130,3,165,3,0,5,0,64,587,177,76,827
SAN JUAN31,75,60,13,4,35,2,30,197,2,249,6,1,20,0,92,889,281,135,1259
SAN JUAN32,14,10,4,1,5,0,7,37,0,56,1,0,0,0,22,150,54,24,229
SAN JUAN33,26,37,2,5,14,1,7,56,1,155,5,0,8,1,50,307,85,63,527
SAN JUAN34,35,43,2,0,10,2,4,56,0,155,3,0,5,1,54,270,74,78,488
SAN JUAN35,16,26,3,6,10,2,6,50,4,99,3,0,5,0,33,223,77,42,367
SAN JUAN36,14,16,0,3,9,2,4,60,1,76,3,0,6,0,18,265,78,30,369
SAN JUAN37,11,39,2,6,19,0,3,64,1,104,7,0,4,1,47,293,94,50,457
SAN JUAN38,32,35,1,8,16,4,12,113,3,131,5,0,6,0,56,460,154,67,661
SAN JUAN39,44,52,6,3,34,3,8,188,2,188,7,0,22,1,77,767,242,96,1064
SAN JUAN4,119,104,10,2,18,0,2,33,0,548,21,1,8,5,138,187,65,223,908
SAN JUAN40,36,30,1,3,9,2,2,56,0,136,8,0,8,1,62,328,73,66,543
SAN JUAN41,32,36,5,7,28,1,18,157,0,153,3,0,25,0,44,710,216,68,935
SAN JUAN42,33,42,5,7,35,1,12,151,3,133,4,0,4,0,44,622,211,75,810
SAN JUAN43,34,34,4,3,14,2,7,60,1,109,3,0,5,0,49,316,90,68,483
SAN JUAN44,32,50,8,11,24,0,7,148,0,171,6,0,15,3,67,656,198,82,918
SAN JUAN45,28,30,3,2,15,1,6,77,2,144,5,1,9,0,67,383,104,58,611
SAN JUAN46,23,35,1,6,16,1,13,102,1,107,2,0,21,0,53,453,139,58,637
SAN JUAN47,7,11,1,0,3,1,2,22,0,39,0,0,1,0,20,146,29,18,206
SAN JUAN48,22,19,2,4,7,3,6,125,4,96,1,0,7,0,37,550,147,41,695
SAN JUAN49,43,45,7,8,30,2,12,163,5,217,9,1,10,0,89,769,222,88,1100
SAN JUAN5,140,84,13,1,10,2,0,25,2,605,18,2,0,11,123,215,51,224,976
SAN JUAN50,18,32,5,4,5,3,3,48,1,137,6,3,2,1,54,340,68,50,544
SAN JUAN51,23,19,1,1,9,1,2,54,3,149,5,1,4,0,42,307,68,42,511
SAN JUAN52,13,7,1,3,6,0,3,46,1,48,4,0,4,0,21,238,59,20,316
SAN JUAN53,37,46,5,6,30,4,4,115,1,211,3,0,6,0,70,578,164,83,869
SAN JUAN54,40,18,4,5,18,0,9,108,1,128,1,1,5,3,56,505,144,58,700
SAN JUAN55,25,38,6,6,34,4,6,130,2,121,6,0,14,1,56,605,186,63,805
SAN JUAN56,25,38,3,5,21,0,1,88,2,213,7,1,6,2,81,594,118,63,906
SAN JUAN57,23,39,1,4,20,1,2,173,1,89,5,0,7,0,50,677,201,62,829
SAN JUAN58,15,19,1,3,19,7,4,114,0,63,4,0,4,0,28,453,148,34,552
SAN JUAN59,30,40,9,13,52,5,7,178,4,131,3,0,25,1,72,789,264,70,1025
SAN JUAN6,40,15,6,2,1,1,3,11,1,125,3,0,2,0,38,52,24,55,221
SAN JUAN60,16,21,2,4,12,1,8,93,1,48,4,0,4,0,25,324,120,37,406
SAN JUAN61,27,29,0,5,20,1,11,144,2,131,1,0,10,0,55,741,181,56,940
SAN JUAN62,24,40,7,5,22,0,6,83,1,104,6,0,7,0,54,374,123,64,546
SAN JUAN63,25,36,1,6,19,1,5,78,3,105,4,0,3,1,41,383,110,61,540
SAN JUAN64,19,24,2,7,9,2,7,86,2,95,3,0,7,0,24,364,113,43,495
SAN JUAN65,30,31,2,4,15,0,3,81,0,88,2,1,6,0,27,437,105,61,561
SAN JUAN66,24,39,3,2,18,0,7,88,2,88,0,0,2,0,50,312,118,63,454
SAN JUAN67,36,40,6,5,25,1,7,150,0,145,8,0,8,1,71,745,194,76,978
SAN JUAN68,9,22,0,1,2,0,0,48,0,66,6,0,0,0,38,243,51,31,353
SAN JUAN69,32,32,3,2,36,2,11,152,3,118,4,0,15,0,72,644,206,64,856
SAN JUAN7,56,20,2,2,2,0,0,1,1,177,1,1,0,5,23,56,7,76,264
SAN JUAN70,22,18,2,1,19,0,2,90,2,104,5,0,6,0,33,405,114,40,555
SAN JUAN71,15,22,2,5,14,0,3,111,4,116,5,0,5,2,40,618,135,37,790
SAN JUAN72,47,39,1,1,29,3,2,78,0,125,5,0,5,0,36,411,114,86,582
SAN JUAN73,17,16,1,2,6,0,0,55,2,74,0,0,9,1,23,311,64,33,420
SAN JUAN74,62,50,3,4,26,1,6,134,6,219,4,0,14,1,82,717,174,112,1043
SAN JUAN75,33,20,3,1,7,0,0,57,0,88,0,0,1,1,29,263,68,53,382
SAN JUAN76,43,50,6,5,54,1,14,168,4,182,4,0,21,1,76,727,248,93,1015
SAN JUAN77,36,33,1,5,14,0,9,136,0,117,7,0,6,0,62,697,165,69,889
SAN JUAN8,136,103,16,6,12,3,8,20,2,485,1,1,4,8,144,103,65,239,748
SAN JUAN9,71,32,1,1,3,0,1,9,0,154,3,0,1,0,20,37,15,103,215
SAN MIGUEL1,67,70,0,0,2,0,1,2,0,198,13,0,1,1,19,34,5,137,266
SAN MIGUEL10,75,80,3,0,2,1,1,17,1,192,2,0,3,0,43,79,24,155,320
SAN MIGUEL11,36,32,0,0,0,0,0,4,0,90,1,1,0,0,15,24,4,68,131
SAN MIGUEL12,123,86,0,3,4,0,1,9,1,268,12,0,7,0,51,93,17,209,432
SAN MIGUEL13,111,77,0,1,3,0,0,9,0,197,5,0,0,1,29,50,13,188,282
SAN MIGUEL14,15,12,0,0,1,1,0,9,0,30,1,0,0,1,7,37,11,27,76
SAN MIGUEL15,10,11,0,1,4,0,0,28,0,23,0,0,0,0,7,81,33,21,111
SAN MIGUEL16,148,134,0,0,6,1,2,24,0,329,14,0,2,0,38,154,33,282,537
SAN MIGUEL17,18,21,0,0,2,0,0,0,0,41,1,0,0,0,11,7,2,39,60
SAN MIGUEL18,100,54,1,0,6,0,1,12,2,153,3,0,0,0,9,53,20,154,220
SAN MIGUEL19,203,96,0,0,2,0,0,9,1,316,3,1,2,1,29,62,11,299,415
SAN MIGUEL2,123,123,2,0,8,0,5,4,1,324,11,0,1,0,38,79,19,246,454
SAN MIGUEL20,41,13,0,0,3,0,0,3,0,53,1,0,0,0,6,22,6,54,82
SAN MIGUEL21,111,80,1,3,1,0,0,14,0,245,2,1,0,0,19,68,19,191,335
SAN MIGUEL22,43,44,2,1,6,0,1,10,0,138,3,1,1,1,15,66,20,87,225
SAN MIGUEL23,280,223,4,3,22,0,2,49,1,644,12,0,4,1,90,285,80,503,1037
SAN MIGUEL24,107,71,2,1,9,1,3,15,0,203,2,0,0,0,24,79,31,178,308
SAN MIGUEL25,125,75,0,0,2,1,0,5,2,231,10,0,2,0,28,51,8,200,324
SAN MIGUEL26,276,141,0,0,4,1,1,8,1,533,10,0,0,2,57,91,14,417,694
SAN MIGUEL27,154,146,2,0,5,0,2,8,1,381,11,2,1,1,54,117,17,300,568
SAN MIGUEL28,93,66,0,0,0,0,0,10,0,228,5,0,1,0,27,85,10,159,346
SAN MIGUEL3,155,90,0,0,2,0,1,2,0,316,6,0,3,0,25,45,5,245,395
