precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_STEINBERG,pri_ind_COLE,pri_ind_HENDRIX,pri_ind_III,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_DAVIS,pri_rep_FIELDS,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_R.KASICH,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_lib_JOHNSON,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
RICHMOND115,38,1,9,1,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0,4,0,21,101,4,99,45,49,204
RICHMOND201,269,0,13,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,721,4,22,8,282,747
RICHMOND202,460,0,86,2,0,0,0,2,17,0,128,0,0,0,1,0,3,0,0,0,50,2,169,1556,49,685,372,548,2290
RICHMOND203,201,1,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,4,551,1,10,9,216,562
RICHMOND204,93,0,89,1,0,0,0,1,22,1,85,0,0,0,0,1,18,0,0,0,72,0,104,432,40,453,304,183,925
RICHMOND207,272,1,34,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,2,755,4,16,7,308,775
RICHMOND208,330,2,65,0,0,0,0,1,12,1,26,0,0,0,0,0,2,0,0,0,26,0,59,1134,28,229,127,397,1391
RICHMOND209,135,3,16,0,0,0,0,0,3,0,12,0,0,0,0,1,0,0,0,0,5,0,34,426,5,135,55,154,566
RICHMOND210,305,1,51,1,0,0,0,0,6,0,17,0,0,0,0,0,1,0,0,0,14,0,21,819,15,111,59,358,945
RICHMOND301,156,2,94,0,0,0,0,4,77,1,219,0,0,0,1,0,72,0,0,0,285,0,268,553,75,1157,927,252,1785
RICHMOND302,80,0,19,1,0,0,0,0,10,0,19,0,0,0,1,0,9,0,0,0,26,0,29,400,12,130,94,100,542
RICHMOND303,68,0,39,0,0,0,0,3,37,0,117,0,0,0,0,0,43,0,3,0,193,0,158,273,37,725,554,107,1035
RICHMOND304,26,0,15,0,0,0,0,0,7,0,29,0,0,0,0,0,8,0,0,0,41,0,42,100,14,165,127,41,279
RICHMOND305,33,0,5,0,0,0,0,1,17,0,51,0,0,0,0,0,23,1,0,0,79,0,53,64,10,267,225,38,341
RICHMOND306,392,0,122,0,0,0,0,3,48,1,147,0,0,0,0,1,24,0,2,0,97,0,166,1275,69,861,489,514,2205
RICHMOND307,119,0,61,0,0,0,0,4,36,0,101,0,0,0,0,0,40,0,0,0,172,0,151,392,31,655,504,180,1078
RICHMOND308,45,0,18,0,0,0,0,1,10,0,28,0,0,0,0,0,4,0,0,0,15,0,31,181,10,153,89,63,344
RICHMOND309,517,1,83,0,0,0,0,0,10,0,22,0,0,0,0,0,7,0,0,0,30,0,42,1469,33,212,111,601,1714
RICHMOND310,663,0,115,0,0,0,0,1,30,0,83,0,0,0,0,0,7,0,1,0,50,0,111,1848,67,580,283,778,2495
RICHMOND401,454,1,75,1,0,0,0,1,2,0,8,0,0,0,0,0,2,0,0,0,7,0,8,1234,15,67,28,531,1316
RICHMOND402,457,1,73,0,0,0,0,1,6,0,12,0,0,0,0,0,2,0,1,0,9,0,17,1385,33,147,48,531,1565
RICHMOND404,322,1,44,0,0,0,0,1,9,0,20,0,0,0,0,0,1,0,1,0,14,0,28,910,21,118,74,367,1049
RICHMOND405,934,2,123,1,0,0,0,2,12,1,35,0,0,0,0,0,2,0,0,0,16,0,36,2270,39,204,104,1060,2513
RICHMOND406,732,1,98,1,0,0,0,0,7,0,36,0,0,0,0,0,2,0,0,0,25,0,22,1719,32,170,92,832,1921
RICHMOND501,602,0,66,1,0,0,0,2,13,1,31,0,0,0,0,1,4,0,1,0,14,0,40,1626,22,224,107,669,1872
RICHMOND502,765,2,126,2,0,0,0,1,8,0,31,0,0,0,0,1,2,0,0,0,12,0,36,2119,34,171,91,895,2324
RICHMOND503,709,2,94,2,0,0,0,2,17,0,55,0,0,0,0,0,1,0,1,0,18,0,88,1856,31,340,182,807,2227
RICHMOND504,212,1,38,0,0,0,0,3,10,0,51,0,0,0,0,0,4,1,1,0,31,0,81,706,23,309,182,251,1038
RICHMOND506,41,1,9,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,8,0,16,136,0,69,41,51,205
RICHMOND507,90,0,23,0,0,0,0,0,9,0,17,0,0,2,0,0,4,0,0,0,7,0,25,318,25,136,64,113,479
RICHMOND509,412,2,56,0,0,0,0,0,1,0,21,0,0,0,0,0,9,0,1,0,16,0,34,1091,19,175,82,470,1285
RICHMOND601,388,1,79,1,0,0,0,0,14,0,62,0,0,0,0,0,7,0,0,0,16,0,107,1259,40,478,206,469,1777
RICHMOND603,251,0,67,0,0,0,0,3,72,0,268,0,0,2,0,1,12,0,2,0,151,1,215,883,46,1050,727,318,1979
RICHMOND604,197,1,45,1,0,0,0,0,10,0,46,0,0,0,0,0,2,0,0,0,26,0,54,643,27,282,138,244,952
RICHMOND605,227,0,45,0,0,0,0,0,9,0,45,0,0,0,0,0,3,0,0,0,23,0,62,1268,43,724,142,272,2035
RICHMOND607,426,0,55,0,0,0,0,2,5,1,11,0,0,0,0,0,0,0,0,0,10,0,9,1045,16,48,38,481,1109
RICHMOND608,88,0,26,0,0,0,0,2,18,0,84,0,0,0,0,0,10,0,0,0,52,0,149,280,25,542,315,114,847
RICHMOND701,157,1,81,0,0,0,0,1,51,0,225,0,0,0,0,0,52,0,2,0,198,0,233,566,63,1049,762,239,1678
RICHMOND702,97,0,97,0,0,0,0,1,36,1,155,0,0,0,0,1,18,0,2,0,111,0,213,406,54,798,538,194,1258
RICHMOND703,299,2,188,1,0,0,0,2,43,0,209,0,0,0,1,1,17,0,2,0,188,2,236,1321,115,1160,701,490,2596
RICHMOND705,148,0,70,1,0,0,0,6,45,0,178,0,0,0,0,0,45,0,2,0,188,0,212,624,50,909,676,219,1583
RICHMOND706,210,1,100,1,0,0,0,8,66,1,262,0,0,0,0,1,56,0,2,0,264,0,275,737,78,1402,935,312,2217
RICHMOND707,148,0,88,0,0,0,0,1,28,0,84,0,0,0,0,0,15,0,0,0,75,0,94,634,44,490,297,236,1168
RICHMOND708,14,0,9,0,0,0,0,0,5,0,37,0,0,0,0,0,4,0,0,0,13,0,35,49,9,150,94,23,208
RICHMOND709,51,0,28,0,0,0,0,0,13,0,34,0,0,0,0,0,2,0,1,0,18,0,42,160,12,169,110,79,341
RICHMOND801,25,1,9,0,0,0,0,0,7,0,37,0,0,0,0,0,4,0,0,0,11,0,64,94,4,198,123,35,296
RICHMOND801B,27,0,16,0,0,0,0,2,11,0,33,0,0,0,0,1,1,1,0,0,9,0,54,75,2,214,112,43,291
RICHMOND802,172,1,47,1,0,0,0,0,36,1,172,0,0,1,0,0,5,0,1,0,57,1,292,513,32,1117,566,221,1662
RICHMOND803,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,8,1,4,23
RICHMOND804,211,0,32,0,0,0,0,0,17,0,67,0,0,0,0,0,5,0,0,0,32,0,86,597,35,446,207,243,1078
RICHMOND804H,298,0,48,1,0,0,0,1,31,0,169,0,0,0,0,2,11,0,1,0,65,0,250,769,25,931,530,347,1725
RICHMOND805,79,0,16,0,0,0,0,0,7,0,33,0,0,0,0,0,6,0,0,0,12,0,32,271,7,135,90,95,413
RICHMOND806,83,0,27,0,0,0,0,3,19,0,94,0,0,0,0,0,2,0,0,0,27,0,103,244,11,480,248,110,735
RICHMOND807,178,0,40,0,0,0,0,0,8,0,23,0,0,0,0,0,1,0,0,0,12,0,58,544,20,197,102,218,761
RICHMOND808,209,2,61,0,0,0,0,0,34,0,138,0,0,1,0,1,12,0,1,0,61,0,197,586,28,784,445,272,1398
RICHMOND809,209,0,26,0,0,0,0,0,3,2,9,0,0,0,0,0,1,0,0,0,3,0,3,508,9,30,21,235,547
RICHMOND810,28,1,7,0,0,0,0,0,12,0,34,0,0,0,0,0,1,0,0,0,12,0,44,80,8,150,103,36,238
ROCKDALEBARKSDALE,572,1,163,1,0,0,0,6,51,0,247,0,0,4,0,1,34,1,0,0,242,0,394,1659,95,1396,980,737,3150
ROCKDALEBETHEL,105,0,37,0,0,0,0,2,31,0,136,0,0,0,0,0,15,0,0,0,82,0,186,278,17,668,452,142,963
ROCKDALECONYERS,390,3,103,1,0,0,0,1,15,0,79,0,0,1,0,0,17,0,1,0,64,0,125,1269,40,439,303,497,1748
ROCKDALEFIELDSTONE,663,1,175,2,0,0,0,4,20,0,68,0,0,1,0,1,18,0,0,0,66,1,96,2022,56,390,275,841,2468
ROCKDALEFLAT SHOALS,630,1,164,0,0,0,0,9,24,0,106,0,0,0,1,1,25,0,1,0,112,0,164,1739,45,641,443,795,2425
ROCKDALEHIGHTOWER,406,1,113,0,0,0,0,0,27,0,148,0,0,0,0,0,13,0,0,0,93,0,212,1176,42,799,493,520,2017
ROCKDALEHONEY CREEK,196,0,82,0,0,0,0,3,29,2,141,0,0,0,0,1,25,0,1,0,178,0,228,625,49,883,608,278,1557
ROCKDALELORRAINE,548,1,142,0,0,0,0,3,36,0,224,0,0,0,1,1,29,0,1,0,170,1,362,1354,61,1239,828,691,2654
ROCKDALEMAGNET,257,0,89,0,0,0,0,3,31,1,179,0,0,1,0,2,23,0,2,0,185,0,305,776,55,1038,732,346,1869
ROCKDALEMILSTEAD,462,1,127,0,0,0,0,5,27,1,102,0,0,0,0,0,17,0,0,0,59,0,122,1530,49,526,333,590,2105
ROCKDALEOLDE TOWNE,731,1,166,1,0,0,0,3,12,0,74,0,0,0,0,2,11,0,1,0,79,0,116,2424,69,513,298,899,3006
ROCKDALEROCKDALE,617,0,164,1,0,0,0,1,41,2,130,0,0,0,0,1,28,0,0,0,118,1,300,1713,53,867,622,782,2633
ROCKDALESALEM,489,0,157,0,0,0,0,2,23,0,100,0,0,1,0,1,13,0,1,0,90,1,213,1521,57,674,445,646,2252
ROCKDALESHEFFIELD,171,1,62,0,0,0,0,3,29,1,168,0,0,0,0,2,19,0,0,0,89,0,286,483,48,874,597,234,1405
ROCKDALESMYRNA,707,0,167,3,0,0,0,4,39,2,124,0,0,1,0,1,33,0,0,0,169,0,211,1834,54,821,584,877,2709
ROCKDALEST. PIUS,446,0,107,0,0,0,0,1,12,0,56,0,0,0,1,1,12,0,0,0,84,0,95,1165,31,372,262,553,1568
ROCKDALESTANTON,328,0,139,1,0,0,0,3,31,1,202,0,0,0,0,0,23,0,0,0,192,0,272,1017,59,1012,724,468,2088
ROCKDALETHE LAKES,255,1,77,1,0,0,0,5,16,0,54,0,0,0,0,1,11,1,0,0,68,0,112,670,43,326,268,334,1039
SCHLEYPRECINCT ONE,147,3,25,1,0,0,0,7,74,1,223,0,0,0,1,3,23,0,0,0,110,0,331,401,36,1472,773,176,1909
SCREVENBAY BRANCH,30,1,14,0,0,0,0,2,19,0,45,0,0,0,1,0,14,0,0,0,42,0,115,75,7,470,238,45,552
SCREVENGREENHILL CHURCH,41,0,12,2,0,0,0,1,15,0,45,0,0,0,0,0,12,0,0,0,23,0,112,121,15,423,208,55,559
SCREVENHILTONIA,84,1,18,0,0,0,0,0,15,0,35,0,0,0,1,0,2,0,0,0,25,1,82,265,6,295,161,103,566
SCREVENHUNTERS,29,1,9,0,0,0,0,1,13,0,21,0,0,0,0,0,9,0,0,0,11,0,44,98,4,194,99,39,296
SCREVENJACKSON FIRE STATION,16,0,8,0,0,0,0,0,19,0,11,0,0,0,0,0,5,0,0,0,15,0,47,53,7,168,97,24,228
SCREVENJENK HILL FIRE STA,129,2,22,1,0,0,0,2,18,0,48,0,0,0,1,0,4,0,0,0,31,0,61,366,14,324,165,154,704
SCREVENNEWINGTON,84,1,15,0,0,0,0,1,5,0,56,0,0,0,0,0,3,0,0,0,28,0,115,233,3,384,208,100,620
SCREVENROCKY FORD,44,0,8,0,0,0,0,1,10,0,37,0,0,0,0,0,9,0,0,0,40,0,45,95,9,233,142,52,337
SCREVENSCREVEN REC DEPT,51,0,13,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,13,0,19,134,2,111,38,65,247
SCREVENSR CITIZENS CENTER,123,2,20,0,0,0,0,2,10,0,24,0,0,0,0,0,4,0,0,0,35,0,54,434,13,247,129,145,694
SCREVENSYLVANIA,97,2,27,0,0,0,0,7,17,2,50,0,0,0,0,1,8,0,0,0,60,0,96,318,12,413,241,126,743
SEMINOLEPRECINCT 1,98,1,11,0,0,0,0,6,34,0,82,0,0,0,0,0,12,0,0,0,78,1,158,229,11,573,371,110,813
SEMINOLEPRECINCT 2,92,2,14,0,0,0,0,1,10,0,48,0,0,0,0,1,7,0,1,0,50,1,164,232,10,490,283,108,732
SEMINOLEPRECINCT 3,198,2,16,1,0,0,0,0,2,0,6,0,0,0,0,0,1,0,0,0,11,0,21,501,5,92,41,217,598
SEMINOLEPRECINCT 4,64,0,20,0,0,0,0,2,12,1,68,0,0,1,0,1,8,0,2,0,54,0,203,144,10,565,352,84,719
SEMINOLEPRECINCT 5,23,0,20,0,0,0,0,2,21,0,60,0,0,0,0,1,8,1,1,0,55,0,212,83,12,625,361,43,720
SPALDINGAMBUCS,130,0,34,1,0,0,0,2,23,0,122,0,0,1,1,0,13,0,0,0,50,0,181,347,16,672,393,165,1035
SPALDINGBLALOCK,6,0,16,0,0,0,0,3,11,0,68,0,0,0,0,1,4,0,0,0,32,0,100,44,12,368,219,22,424
SPALDINGBOY SCOUTS HDQTRS,74,0,37,0,0,0,0,4,63,0,155,0,0,1,0,1,24,0,1,0,113,1,235,267,25,867,598,111,1159
SPALDINGCABIN,55,0,29,2,0,0,0,2,47,0,161,0,0,0,0,3,7,0,1,0,61,0,266,151,25,927,548,86,1103
SPALDINGCARVER,164,0,27,0,0,0,0,1,48,0,116,0,0,0,0,2,7,0,1,0,86,1,191,380,27,796,453,191,1203
SPALDINGCITY PARK,265,0,32,0,0,0,0,1,10,0,24,0,0,0,0,0,2,0,0,0,13,0,66,839,15,221,116,297,1075
SPALDINGCOMMUNITY,300,1,27,0,0,0,0,0,5,0,19,0,0,1,0,1,0,0,0,0,12,0,22,759,16,123,60,328,898
SPALDINGCOUNTY LINE,46,4,34,1,0,0,0,4,46,0,225,0,0,2,0,0,16,0,2,0,140,0,384,171,41,1261,819,85,1473
SPALDINGFAIRMONT,284,1,24,0,0,0,0,1,6,0,9,0,0,0,0,0,3,0,0,0,7,0,16,855,11,72,42,309,938
SPALDINGFIRST ASSEMBLY,142,1,57,0,0,0,0,3,62,1,208,0,0,1,0,2,21,0,2,0,133,0,337,405,39,1248,770,200,1692
SPALDINGFIRST METHODIST,57,2,46,0,0,0,0,8,60,0,142,0,0,1,0,1,37,0,3,0,167,1,211,227,42,883,631,105,1152
SPALDINGFIRST PRESBYTERIA,148,0,48,0,0,0,0,2,58,1,140,0,0,0,1,1,35,0,2,0,151,0,245,425,33,998,636,196,1456
SPALDINGGARY REID,309,1,44,1,0,0,0,1,21,1,92,0,0,0,1,0,5,0,1,0,58,1,155,837,27,611,336,355,1475
SPALDINGLIBERTY,55,1,36,1,0,0,0,2,41,0,106,0,0,0,0,0,11,0,1,0,65,2,210,177,18,766,438,93,961
SPALDINGROBERTS,74,1,38,1,0,0,0,3,59,2,157,0,0,0,0,2,13,0,1,0,91,0,334,219,20,1085,662,114,1324
SPALDINGSECOND BAPTISH CH,245,3,23,1,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,9,0,20,741,8,101,46,272,850
SPALDINGSUNNYSIDE METHODI,82,0,36,1,0,0,0,3,32,0,140,0,0,0,0,1,20,0,0,0,42,0,210,235,33,722,448,119,990
SPALDINGTHIRD WARD,30,0,39,0,0,0,0,5,38,0,94,0,0,0,0,2,33,0,2,0,132,0,184,180,38,634,490,69,852
STEPHENSSENIOR CENTER,460,10,284,4,0,0,0,75,373,8,885,0,0,4,3,9,157,0,6,0,921,1,1730,1837,243,7686,4172,758,9766
STEWARTLOUVALE,53,0,2,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,4,0,17,124,3,79,33,55,206
STEWARTLUMPKIN,185,0,19,0,0,0,0,1,9,0,38,0,0,0,0,1,4,0,0,0,17,0,71,470,15,304,141,204,789
STEWARTOMAHA,38,1,6,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,23,79,3,75,28,46,157
STEWARTRICHLAND,184,0,19,3,0,0,0,1,9,1,36,0,0,0,0,1,10,1,4,0,14,0,102,549,7,347,179,206,903
SUMTERAG CENTER,193,1,33,0,0,0,0,4,43,0,86,0,0,0,0,1,17,0,1,0,60,0,198,497,15,784,410,227,1296
SUMTERAIRPORT,208,0,28,0,0,0,0,0,27,0,112,0,0,0,0,1,19,0,0,0,97,0,146,501,25,674,402,236,1200
SUMTERCHAMBLISS,89,0,13,0,0,0,0,2,18,0,55,0,0,0,0,0,9,0,0,0,46,0,128,218,8,438,258,102,664
SUMTERCONCORD,15,0,7,0,0,0,0,1,11,0,46,0,0,0,0,0,0,0,0,0,15,0,61,35,4,226,134,22,265
SUMTERGSW CONF CENTER,196,1,127,1,0,0,0,5,60,0,106,0,0,1,0,1,36,1,1,0,142,0,227,774,45,1051,580,325,1870
SUMTERLESLIE,178,0,18,1,0,0,0,1,13,1,95,0,0,1,0,2,10,0,1,0,59,1,222,394,21,680,406,197,1095
SUMTERPLAINS,137,3,32,2,0,0,0,1,20,0,39,0,0,0,0,1,2,0,0,0,30,0,122,339,11,349,215,174,699
SUMTERREC DEPT,439,2,59,1,0,0,0,0,8,0,45,0,0,1,2,0,7,0,0,0,33,0,62,1276,17,254,158,501,1547
SUMTERREES PARK,410,1,64,1,0,0,0,1,13,2,45,0,0,0,0,2,10,0,0,0,37,0,98,1216,25,376,208,476,1617
SUMTERTHOMSON,67,1,16,0,0,0,0,2,6,0,32,0,0,0,0,1,3,0,1,0,15,0,55,199,5,226,115,84,430
TALBOTBOX SPRINGS,48,0,8,0,0,0,0,0,4,0,33,0,0,0,0,0,3,0,4,0,4,0,51,121,6,166,99,56,293
TALBOTFLINT HILL,236,0,25,0,0,0,0,1,17,0,41,0,0,0,0,0,8,0,0,0,24,0,72,464,15,275,163,261,754
TALBOTGENEVA,79,0,21,1,0,0,0,0,11,0,20,0,0,0,0,0,1,0,0,0,8,0,33,215,3,129,73,101,347
TALBOTJUNCTION CITY,91,0,9,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,35,207,7,106,53,100,320
TALBOTONEAL,101,0,13,1,0,0,0,0,7,0,25,0,0,0,0,0,6,0,0,0,10,0,43,230,3,171,91,115,404
TALBOTTALBOTTON,173,2,22,3,0,0,0,0,3,0,6,0,0,0,0,1,4,0,0,0,5,0,39,488,6,106,58,200,600
TALBOTVALLEY,124,0,22,4,0,0,0,1,11,0,25,0,0,0,0,0,2,0,0,0,17,0,95,277,6,243,151,150,526
TALIAFERROCRAWFORDVILLE,195,1,23,1,0,0,0,2,6,0,28,0,0,0,0,0,7,0,0,0,21,0,79,431,3,269,143,220,703
TALIAFERROSHARON,41,0,12,0,0,0,0,3,2,0,20,0,0,0,0,0,3,0,0,0,3,0,23,114,0,80,54,53,194
TATTNALLCOBBTOWN,18,0,8,0,0,0,0,2,14,0,43,0,0,0,0,0,3,0,0,0,31,0,96,78,6,343,189,26,427
TATTNALLCOLLINS,73,0,14,1,0,0,0,3,21,0,92,0,0,0,0,1,7,0,0,0,64,0,132,192,7,656,320,88,855
TATTNALLDISTRICT II,176,0,35,1,0,0,0,6,32,1,114,0,0,0,0,3,14,0,1,0,89,0,188,453,25,878,448,212,1356
TATTNALLDISTRICT IV,121,5,38,0,0,0,0,2,30,1,154,0,0,0,0,1,21,0,0,0,98,1,232,459,21,1027,540,164,1507
TATTNALLDISTRICT V,15,0,12,1,0,0,0,3,16,0,87,0,0,0,0,0,10,0,0,0,38,0,135,84,9,558,289,28,651
TATTNALLEAST GLENNVILLE,71,1,26,1,0,0,0,4,46,0,167,0,0,0,0,1,25,0,0,0,118,0,226,235,32,1203,587,99,1470
TATTNALLMANASSAS,10,0,6,0,0,0,0,1,2,0,25,0,0,0,1,1,3,0,0,0,4,0,29,43,1,124,66,16,168
TATTNALLSHILOH,34,0,15,0,0,0,0,2,5,0,44,0,0,0,0,0,1,0,0,0,16,0,51,137,8,307,119,49,452
TAYLOR#1 BUTLER FIRE DEPT.,197,2,11,1,0,0,0,0,3,0,7,0,0,0,0,0,1,0,0,0,5,0,30,549,11,99,46,211,659
TAYLOR#5 COURTHOUSE,71,1,23,0,0,0,0,4,74,0,105,0,0,1,0,1,21,0,0,0,75,0,312,204,19,1186,593,95,1409
TAYLOR#6 REYNOLDS,209,1,29,0,0,0,0,4,46,2,92,0,0,1,2,0,7,0,0,0,61,1,209,543,15,779,425,239,1337
TELFAIRHELENA,56,0,12,0,0,0,0,1,23,0,23,0,0,0,0,2,5,0,0,0,22,0,109,195,7,401,185,68,603
TELFAIRJACKSONVILLE,50,1,13,0,0,0,0,2,10,0,51,0,0,0,0,1,6,0,0,0,21,0,58,116,0,307,149,64,423
TELFAIRMCRAE,206,2,31,3,0,0,0,2,58,0,55,0,0,1,0,3,24,0,0,0,80,0,184,612,14,762,407,242,1388
TELFAIRMILAN,19,0,18,1,0,0,0,1,20,1,51,0,0,0,0,2,15,0,0,0,17,0,121,62,5,474,228,38,541
TELFAIRSCOTLAND,17,0,1,0,0,0,0,0,2,0,15,0,0,0,0,1,0,0,0,0,14,0,40,45,5,158,72,18,208
TERRELLBRONWOOD,112,0,13,1,0,0,0,1,9,1,33,0,0,0,0,1,4,1,0,0,19,0,97,258,7,290,166,126,555
TERRELLDAWSON,464,2,49,1,0,0,0,2,23,1,63,0,0,0,1,4,7,0,2,0,40,0,137,1395,14,427,280,516,1836
TERRELLGRAVES,47,0,7,0,0,0,0,2,10,0,32,0,0,0,0,1,2,0,2,0,19,0,94,129,2,258,162,54,389
TERRELLHEROD-DOVER,24,0,5,0,0,0,0,1,3,1,22,0,0,0,0,0,0,0,0,0,5,0,37,83,3,106,69,29,192
TERRELLPARROTT,48,0,11,0,0,0,0,1,6,0,21,0,0,0,0,0,1,0,0,0,15,0,70,116,3,183,114,59,302
TERRELLSASSER,109,0,21,0,0,0,0,1,20,0,78,0,0,0,0,1,16,0,0,0,40,0,214,286,11,610,370,130,907
THOMASBARWICK,24,0,4,0,0,0,0,1,15,0,54,0,0,0,0,0,7,0,0,0,15,0,79,98,5,330,171,28,433
THOMASBOSTON,142,1,29,1,0,0,0,2,31,0,55,0,0,0,0,1,6,0,1,0,50,0,146,495,5,539,292,173,1039
THOMASCENTRAL,183,0,53,0,0,0,0,14,110,0,184,0,0,0,0,3,31,0,1,0,150,0,252,654,38,1366,745,236,2058
THOMASCOOLIDGE,45,0,15,1,0,0,0,2,15,1,61,0,0,0,0,0,0,0,0,0,41,0,125,136,22,403,245,61,561
THOMASDOUGLASS,293,0,52,0,0,0,0,1,9,1,17,0,0,0,0,0,4,0,0,0,24,0,41,1004,20,208,97,345,1232
THOMASELLABELLE,38,1,25,0,0,0,0,1,24,1,90,0,0,0,0,1,13,0,0,0,43,1,185,126,11,629,359,64,766
THOMASFIRE STATION 2,78,0,16,0,0,0,0,3,39,2,113,0,0,0,0,1,30,0,0,0,125,0,162,237,23,742,475,94,1002
THOMASGATLIN CREEK,61,0,34,1,0,0,0,4,71,0,149,0,0,2,0,1,19,0,2,0,78,0,285,259,36,1051,611,96,1346
THOMASHARPER,277,0,38,1,0,0,0,2,16,0,39,0,0,1,0,1,14,0,0,0,46,0,40,918,18,282,159,316,1218
THOMASJERGER,118,3,30,2,0,0,0,14,40,0,98,0,0,1,0,2,66,1,0,0,193,2,153,459,39,799,570,153,1297
THOMASMEIGS,67,0,7,1,0,0,0,3,15,1,39,0,0,0,0,0,1,0,0,0,23,0,76,246,2,267,158,75,515
THOMASMERRILLVILLE,40,0,12,0,0,0,0,1,25,0,35,0,0,0,0,1,6,0,0,0,26,1,85,140,9,317,180,52,466
THOMASMETCALFE,12,0,4,0,0,0,0,0,13,0,19,0,0,0,0,1,2,0,0,0,12,0,39,61,2,151,86,16,214
THOMASNEW COVENANT,84,0,29,1,0,0,0,5,57,0,150,0,0,0,0,0,25,0,2,0,81,0,262,294,32,979,582,114,1305
THOMASOCHLOCKNEE,39,0,13,0,0,0,0,2,28,0,72,0,0,0,0,2,7,0,0,0,38,0,156,120,10,591,305,52,721
THOMASPATTEN,12,1,0,0,0,0,0,1,16,0,45,0,0,0,0,0,3,0,0,0,27,0,48,44,3,226,140,13,273
THOMASPAVO,26,1,7,0,0,0,0,1,21,0,52,0,0,0,0,0,5,0,0,0,34,0,102,83,9,348,215,34,440
THOMASREMINGTON ESC,102,2,57,0,0,0,0,5,56,0,101,0,0,0,0,2,34,1,1,0,104,0,175,467,34,869,479,161,1370
THOMASRESOURCE CENTER,289,1,45,1,0,0,0,0,5,0,3,0,0,1,0,0,1,1,0,0,14,0,12,770,6,69,37,336,845
THOMASSCOTT,124,1,81,0,0,0,0,10,63,0,181,0,0,3,0,4,42,0,3,0,183,0,228,531,44,1062,717,206,1637
TIFTBRIGHTON,55,0,22,2,0,0,0,9,60,3,195,0,0,1,0,4,40,0,0,0,106,0,373,210,31,1306,791,79,1547
TIFTBROOKFIELD,28,0,12,0,0,0,0,4,20,0,111,0,0,0,0,0,6,0,0,0,51,1,243,104,15,784,436,40,903
TIFTCHULA,36,1,8,0,0,0,0,6,42,0,127,0,0,0,0,2,18,0,1,0,106,0,231,129,10,814,533,45,953
TIFTDOCIA,18,0,8,0,0,0,0,0,24,0,90,0,0,0,0,2,17,0,0,0,78,0,189,76,11,658,400,26,745
TIFTELDORADO,15,0,13,0,0,0,0,3,22,0,87,0,0,0,0,2,11,0,1,0,63,0,172,79,9,645,361,28,733
TIFTMOTT-LITTMAN GYM,337,4,32,1,0,0,0,1,13,0,16,0,0,0,0,1,1,0,0,0,10,0,63,1116,19,223,105,374,1358
TIFTOMEGA,20,0,9,0,0,0,0,2,20,0,49,0,0,0,0,2,2,0,0,0,23,0,90,89,11,329,188,29,429
TIFTTIFTON LODGE,127,1,60,2,0,0,0,5,62,1,189,0,0,0,0,1,36,1,0,0,132,0,367,537,38,1346,794,190,1921
TIFTTIFTON NORTHEAST,130,2,66,2,0,0,0,5,51,0,155,0,0,1,0,0,49,0,0,0,128,2,329,601,39,1155,720,200,1795
TIFTTIFTON NORTHWEST,122,2,84,2,0,0,0,7,88,2,193,0,0,0,0,4,31,0,1,0,155,1,381,479,39,1457,863,210,1975
TIFTTIFTON SOUTH,222,0,24,1,0,0,0,2,16,0,24,0,0,0,0,1,8,0,1,0,28,0,91,765,7,313,171,247,1085
TIFTTY TY,48,1,7,1,0,0,0,3,19,0,52,0,0,0,0,1,7,0,0,0,44,1,177,162,15,554,304,57,731
TOOMBS15361 LYONS,98,1,42,3,0,0,0,5,75,3,197,0,0,0,1,3,22,1,1,0,142,0,316,488,36,1453,766,144,1977
TOOMBS39 NEW BRANCH,30,0,9,0,0,0,0,2,35,0,107,0,0,0,0,2,15,0,1,0,57,1,184,92,13,721,404,39,826
TOOMBS43 CEDAR CROSSING,12,0,13,0,0,0,0,7,23,0,81,0,0,0,0,4,6,0,0,0,59,0,191,71,13,718,371,25,802
TOOMBS513 V.P.D.,231,1,69,1,0,0,0,9,130,2,325,0,0,0,0,4,54,0,2,0,331,0,503,975,65,2394,1360,302,3434
