precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_STEINBERG,pri_ind_COLE,pri_ind_HENDRIX,pri_ind_III,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_DAVIS,pri_rep_FIELDS,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_R.KASICH,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_lib_JOHNSON,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
MONROECULLODEN,46,0,6,0,0,0,0,1,11,0,33,0,0,1,0,0,10,0,0,0,28,0,47,93,6,178,131,52,277
MONROEDILLARDS,35,0,15,0,0,0,0,5,22,0,79,0,0,0,0,1,17,0,0,0,58,1,119,113,11,483,302,50,607
MONROEEVERS,68,1,26,0,0,0,0,5,41,1,151,0,0,0,0,0,24,0,0,0,103,0,206,240,40,876,531,95,1156
MONROEFORSYTH,525,1,70,1,0,0,0,4,72,0,150,0,0,0,2,1,45,0,1,0,134,0,236,1486,38,1044,645,597,2568
MONROEHIGH FALLS,60,0,15,0,0,0,0,5,63,0,123,0,0,0,0,1,6,0,1,0,51,0,226,153,23,790,476,75,966
MONROEKELSEYS,101,0,9,0,0,0,0,0,8,0,47,0,0,0,0,0,5,0,1,0,11,0,74,209,4,235,146,110,448
MONROEMIDDLEBROOKS,48,0,20,0,0,0,0,1,34,0,117,0,0,0,0,0,14,0,2,0,47,1,154,140,22,706,370,68,868
MONROEPROCTORS,50,4,14,1,0,0,0,1,28,0,74,0,0,0,0,1,10,0,0,0,37,0,115,168,17,439,266,69,624
MONROERUSSELLVILLE,11,0,5,0,0,0,0,0,7,0,39,0,0,0,0,0,1,0,0,0,17,0,71,52,1,224,135,16,277
MONTGOMERYAILEY,46,0,17,1,0,0,0,0,12,0,24,0,0,0,0,0,6,0,0,0,12,0,60,89,1,219,114,64,309
MONTGOMERYALSTON,13,0,4,0,0,0,0,2,24,0,50,0,0,0,0,1,3,0,0,0,16,0,76,36,4,293,172,17,333
MONTGOMERYHIGGSTON,41,0,18,0,0,0,0,2,46,1,108,0,0,0,0,1,0,0,4,0,52,0,172,157,15,690,386,59,862
MONTGOMERYKIBBEE,4,0,8,1,0,0,0,1,17,0,37,0,0,0,0,0,6,0,0,0,38,0,85,33,5,307,184,13,345
MONTGOMERYMOUNT VERNON,127,0,18,1,0,0,0,0,22,1,60,0,0,0,0,0,8,0,0,0,43,0,127,368,13,500,261,146,881
MONTGOMERYTARRYTOWN,3,0,1,0,0,0,0,0,12,0,26,0,0,0,0,1,3,0,0,0,12,0,65,16,1,207,119,4,224
MONTGOMERYUVALDA,53,2,6,3,0,0,0,1,15,0,37,0,0,0,0,0,9,0,3,0,27,0,127,148,6,454,219,64,608
MORGANBETH/SPRINGFIELD,31,0,7,0,0,0,0,1,15,1,81,0,0,0,0,1,4,0,0,0,43,0,100,112,15,430,246,38,557
MORGANCENTRAL MORGAN,141,1,62,2,0,0,0,6,58,3,236,0,0,2,0,1,72,1,2,0,226,0,307,461,43,1345,914,206,1849
MORGANCLACKS CHAPEL,27,0,6,0,0,0,0,1,11,0,65,0,0,0,0,0,6,0,0,0,45,0,128,63,11,412,256,33,486
MORGANEAST MORGAN,97,0,33,0,0,0,0,4,40,0,150,0,0,1,0,2,29,0,1,0,175,1,254,298,29,1022,657,130,1349
MORGANNORTH MORGAN,109,0,44,0,0,0,0,3,47,2,263,0,0,0,0,3,12,0,1,0,120,1,375,376,46,1276,827,153,1698
MORGANNORTHEAST MORGAN,409,1,72,0,0,0,0,1,30,0,110,0,0,0,2,0,42,0,1,0,115,0,185,1026,45,744,486,482,1815
MORGANWEST MORGAN,96,1,35,0,0,0,0,4,34,0,246,0,0,1,0,0,19,0,1,0,149,1,310,327,29,1330,765,132,1686
MURRAYCARTERS-DOOLITTLE,38,0,49,0,0,0,0,1,29,0,109,0,0,0,0,1,9,0,2,0,51,1,293,151,23,979,496,87,1153
MURRAYMCDONALD,43,0,64,0,0,0,0,1,51,0,94,0,0,0,0,1,14,0,0,0,70,0,339,175,29,1123,570,107,1327
MURRAYNORTH,33,0,38,2,0,0,0,2,42,0,111,0,0,0,0,1,7,0,0,0,62,0,313,134,29,1084,538,73,1247
MURRAYSHUCK PEN,53,0,48,3,0,0,0,4,56,2,143,0,0,1,1,0,15,0,2,0,66,0,410,257,38,1333,700,104,1628
MURRAYSOUTHWEST,54,0,46,1,0,0,0,4,28,0,139,0,0,0,1,2,8,0,3,0,56,1,405,214,44,1368,647,101,1626
MURRAYSPRING PLACE,75,1,58,1,0,0,0,4,70,0,161,0,0,0,0,2,22,0,3,0,109,0,483,326,50,1700,854,135,2076
MURRAYTOWN,148,5,104,4,0,0,0,15,135,2,271,0,0,0,0,10,44,0,3,0,259,2,842,543,70,2754,1583,261,3367
MUSCOGEEBRITT DAVID BAPT CH,117,2,76,2,0,0,0,6,42,2,150,0,0,0,1,2,21,0,0,0,87,0,201,485,52,914,512,197,1451
MUSCOGEECARVER/MACK,809,1,106,0,0,0,0,0,2,0,7,0,0,0,0,2,1,0,0,0,4,0,10,2095,26,80,26,916,2201
MUSCOGEECOLUMBUS TECH,186,0,88,3,0,0,0,4,34,0,162,0,0,1,0,1,9,0,1,0,57,2,203,764,65,1012,474,277,1841
MUSCOGEECORNERSTONE CHURCH,291,1,141,1,0,0,0,13,97,2,286,0,0,0,0,1,44,0,2,0,263,0,406,1230,111,2172,1114,434,3513
MUSCOGEECUSSETA RD,748,1,88,2,0,0,0,0,13,0,12,0,0,0,0,1,2,1,0,0,4,0,26,2420,32,126,59,839,2578
MUSCOGEEEDDY/KEY,354,1,72,1,0,0,0,4,9,1,49,0,0,1,0,0,4,0,0,0,15,1,95,1334,27,371,179,428,1732
MUSCOGEEEDGEWOOD BAPTIST,388,0,106,0,0,0,0,4,22,1,106,0,0,0,0,2,14,0,1,0,56,0,115,1088,44,625,321,494,1757
MUSCOGEEEPWORTH-02,19,0,9,0,0,0,0,0,6,0,6,0,0,0,0,0,1,0,0,0,4,0,4,67,3,44,21,28,114
MUSCOGEEEPWORTH-03,150,2,119,1,0,0,0,10,62,2,212,0,0,0,2,3,25,0,3,0,124,0,265,760,89,1224,708,272,2073
MUSCOGEEFAITH TABERNACLE,832,1,115,2,0,0,0,1,9,0,18,0,0,0,1,0,6,0,0,0,14,0,45,2169,34,179,94,950,2382
MUSCOGEEFIRST AFRICAN,130,0,77,0,0,0,0,0,6,0,32,0,0,0,0,0,20,0,0,0,33,0,33,579,33,208,124,207,820
MUSCOGEEFORT/WADDELL,993,3,171,5,0,0,0,2,23,0,63,0,0,0,0,1,18,0,0,0,42,0,103,2721,61,535,252,1172,3317
MUSCOGEEGALLOPS/HANNAN,241,2,85,1,0,0,0,3,15,0,45,0,0,0,0,0,14,0,0,0,29,1,79,848,44,328,186,329,1220
MUSCOGEEGENTIAN/REESE @LDS,375,2,188,1,0,0,0,7,90,1,286,0,0,1,2,3,53,0,2,0,206,0,344,1395,108,1609,995,566,3112
MUSCOGEEMOON/MORNINGSIDE,281,3,155,2,0,0,0,6,77,3,345,0,0,3,0,2,61,0,1,0,232,0,391,973,115,2079,1121,441,3167
MUSCOGEEMT. PILGRIM,1154,4,161,0,0,0,0,2,16,0,13,0,0,1,0,0,4,0,1,0,12,0,17,2941,55,142,66,1319,3138
MUSCOGEENATIONAL INFANTRY,486,1,60,0,0,0,0,2,6,0,25,0,0,0,1,0,1,0,2,0,15,0,23,1866,40,316,75,547,2222
MUSCOGEEPSALMOND/MATHEWS,587,0,194,0,0,0,0,7,99,1,435,0,0,1,1,2,112,0,3,0,311,0,490,1834,124,2505,1462,781,4463
MUSCOGEEROTHSCHILD,1038,1,182,0,0,0,0,5,12,1,64,0,0,0,1,1,13,0,0,0,28,0,90,3213,72,483,215,1221,3768
MUSCOGEESALVATION ARMY,207,2,84,0,0,0,0,2,47,1,159,0,0,1,0,2,33,1,1,0,105,1,180,820,59,924,533,293,1803
MUSCOGEEST JOHN/BELVEDERE,1230,1,150,2,0,0,0,2,10,0,15,0,0,1,0,0,7,0,1,0,9,0,20,2852,34,179,65,1383,3065
MUSCOGEEST PAUL U.M.C.-02,203,0,162,0,0,0,0,12,56,3,218,0,0,1,0,1,117,0,1,0,282,1,312,824,96,1569,1004,365,2489
MUSCOGEEST PAUL U.M.C.-03,111,1,74,0,0,0,0,2,27,1,59,0,0,1,0,0,49,0,1,0,82,0,101,412,37,498,323,186,947
MUSCOGEEST PETER U. M. C.,195,0,100,2,0,0,0,8,80,1,240,0,0,0,0,4,56,0,0,0,189,1,288,629,60,1330,867,297,2019
MUSCOGEEST. ANDREWS/MIDLAND,557,0,201,1,0,0,0,13,92,1,380,0,0,1,1,2,140,0,3,0,343,1,488,1838,173,2566,1465,759,4577
MUSCOGEEST. MARK/HEIFERHORN,312,1,175,1,0,0,0,8,138,2,507,0,0,2,2,0,129,0,2,0,462,0,578,1129,106,2934,1830,489,4169
MUSCOGEEWYNNBROOK,138,1,60,0,0,0,0,10,67,2,186,0,0,2,0,1,115,1,0,0,332,0,311,516,58,1402,1027,199,1976
MUSCOGEEWYNNTON,730,1,143,1,0,0,0,7,24,1,105,0,0,2,0,0,43,0,1,0,100,0,116,2049,73,622,399,875,2744
NEWTONALCOVY-10,8,1,15,0,0,0,0,1,4,0,28,0,0,0,0,0,4,0,0,0,24,0,65,46,7,211,126,24,264
NEWTONALCOVY-4,259,1,93,1,0,0,0,3,44,0,168,0,0,2,0,1,42,0,2,0,214,1,345,989,72,1228,822,354,2289
NEWTONALMON,627,0,151,0,0,0,0,3,23,1,116,0,0,2,0,0,14,0,1,0,81,0,171,1963,49,706,412,778,2718
NEWTONBEAVERDAM,713,0,192,0,0,0,0,2,25,0,100,0,0,1,3,0,11,0,1,0,55,0,177,2068,39,617,375,905,2724
NEWTONBREWERS,162,2,71,1,0,0,0,4,45,0,207,0,0,0,0,2,11,0,1,0,136,1,465,500,47,1512,872,236,2059
NEWTONBRICK STORE,125,1,48,0,0,0,0,8,55,1,231,0,0,1,0,1,30,0,1,0,212,1,343,394,44,1283,884,174,1721
NEWTONBUCK CREEK,476,2,116,4,0,0,0,4,42,0,227,0,0,1,2,1,11,0,4,0,139,0,333,1365,72,1357,764,598,2794
NEWTONCEDAR SHOALS,234,1,76,1,0,0,0,2,26,0,91,0,0,0,0,2,8,0,1,0,75,0,192,743,51,629,397,312,1423
NEWTONCITY POND,214,0,34,1,0,0,0,3,10,1,37,0,0,1,0,0,10,0,0,0,33,1,78,552,17,310,174,249,879
NEWTONCOVINGTON MILLS,260,0,76,0,0,0,0,3,28,0,88,0,0,0,0,0,23,0,3,0,115,0,225,803,43,762,485,336,1608
NEWTONCROWELL,683,2,148,2,0,0,0,3,16,1,54,0,0,1,0,0,9,0,1,0,34,0,112,2109,28,367,231,835,2504
NEWTONDOWNS,547,2,150,4,0,0,0,4,63,2,328,0,0,1,0,2,19,0,1,0,156,1,480,1619,83,1884,1057,703,3586
NEWTONFAIRVIEW,328,2,79,1,0,0,0,0,13,0,35,0,0,0,0,0,8,0,0,0,18,0,68,1155,19,217,142,410,1391
NEWTONGUM CREEK,260,0,91,0,0,0,0,5,70,4,380,0,0,0,0,2,45,0,3,0,263,0,580,654,65,2072,1352,351,2791
NEWTONHUB,72,0,52,0,0,0,0,0,61,0,280,0,0,1,0,2,26,0,4,0,207,0,325,267,40,1331,906,124,1638
NEWTONLEGUINN,88,0,35,0,0,0,0,2,31,0,195,0,0,1,0,1,12,0,0,0,103,2,264,268,27,1064,611,123,1359
NEWTONLIVINGSTON,535,2,131,1,0,0,0,3,27,1,116,0,0,1,0,0,9,0,2,0,61,0,168,1649,42,722,388,669,2413
NEWTONMANSFIELD,33,0,22,0,0,0,0,2,32,2,191,0,0,0,0,0,9,0,0,0,97,1,239,114,19,877,573,55,1010
NEWTONNEWBORN,31,0,26,0,0,0,0,1,10,0,80,0,0,0,0,1,6,0,0,0,46,0,116,105,16,425,260,57,546
NEWTONOXFORD,164,1,63,0,0,0,0,2,33,1,156,0,0,0,1,3,17,0,1,0,125,1,290,417,49,1009,630,228,1475
NEWTONROCKY PLAINS-10,239,3,81,1,0,0,0,1,30,1,166,0,0,0,0,1,8,0,0,0,90,1,257,676,32,976,555,324,1684
NEWTONROCKY PLAINS-4,39,0,8,0,0,0,0,0,4,0,34,0,0,0,0,0,3,0,1,0,7,0,32,138,6,140,81,47,284
NEWTONSTANSELLS,540,0,140,3,0,0,0,4,25,1,102,0,0,1,0,1,17,0,2,0,82,0,188,1662,41,726,423,683,2429
NEWTONTOWN,636,4,104,2,0,0,0,2,19,1,82,0,0,0,0,0,4,0,0,0,54,1,113,1687,39,488,276,746,2214
OCONEEANNEX,113,1,96,2,0,0,0,2,32,2,172,0,0,1,0,2,52,0,3,0,232,0,224,499,72,950,722,212,1521
OCONEEANTIOCH,48,1,49,0,0,0,0,4,35,0,122,0,0,0,0,1,27,0,1,0,80,0,164,204,33,685,434,98,922
OCONEEATHENS ACADEMY,162,0,110,0,0,0,0,4,39,0,162,0,0,1,0,0,103,0,3,0,277,0,236,639,91,1105,825,272,1835
OCONEEBISHOP,75,0,64,1,0,0,0,3,44,0,145,0,0,3,0,2,44,0,0,0,164,0,166,319,64,931,571,140,1314
OCONEEBOGART,71,0,97,1,0,0,0,6,58,1,203,0,0,1,0,0,42,0,0,0,188,0,223,412,94,1122,722,169,1628
OCONEECITY HALL,103,0,96,0,0,0,0,4,47,0,126,0,0,0,0,0,36,0,2,0,166,0,127,445,78,693,508,199,1216
OCONEECIVIC CENTER,217,2,177,1,0,0,0,7,63,1,360,0,0,2,1,0,106,0,4,0,429,0,416,925,126,1883,1389,397,2934
OCONEECOLHAM FERRY,67,0,89,0,0,0,0,4,32,1,176,0,0,0,0,0,42,0,1,0,138,0,180,333,41,837,574,156,1211
OCONEEDARK CORNER,68,1,74,0,0,0,0,4,70,0,270,0,0,0,0,0,39,1,1,0,242,0,332,369,72,1511,959,143,1952
OCONEEFARMINGTON,40,0,27,0,0,0,0,1,16,0,75,0,0,0,0,0,9,0,0,0,34,0,83,125,16,327,218,67,468
OCONEEHIGH SHOALS,73,0,66,0,0,0,0,1,42,1,183,0,0,0,0,0,36,0,1,0,187,0,228,320,56,965,679,139,1341
OCONEEMALCOM BRIDGE,162,0,125,0,0,0,0,8,80,1,263,0,0,0,0,3,103,0,5,0,369,0,380,821,140,1822,1212,287,2783
OCONEENORTH OCONEE,26,0,32,0,0,0,0,2,23,0,99,0,0,0,0,0,28,0,1,0,77,0,118,170,42,594,348,58,806
OGLETHORPEBEAVERDAM,103,2,132,1,0,0,0,3,53,3,250,0,0,1,0,1,38,0,2,0,161,0,390,483,63,1471,902,238,2017
OGLETHORPECRAWFORD,162,0,113,2,0,0,0,9,53,0,214,0,0,0,1,1,41,0,2,0,95,0,301,539,60,1214,717,277,1813
OGLETHORPELEXINGTON,297,1,113,2,0,0,0,18,91,2,300,0,0,1,0,5,36,1,6,0,183,1,540,809,76,1940,1184,413,2825
PAULDINGAUSTIN MIDDLE SCHOOL,361,1,180,1,0,0,0,5,131,2,619,0,0,0,0,2,43,0,3,0,344,1,783,1508,166,3768,1933,543,5442
PAULDINGCARL SCOGGINS MID SC,99,2,64,0,0,0,0,4,75,1,428,0,0,0,0,3,21,0,7,0,193,1,581,392,66,2344,1314,165,2802
PAULDINGHIRAM HIGH SCHOOL,420,0,151,0,0,0,0,6,65,3,312,244,166,0,2,2,30,1,7,0,226,1,566,1704,97,2275,1631,571,4076
PAULDINGMOSES MIDDLE SCHOOL,174,2,144,0,0,0,0,9,100,0,435,0,0,2,0,1,50,0,3,0,349,0,581,971,120,2893,1530,320,3984
PAULDINGMT TABOR PARK,292,3,183,4,0,0,0,12,144,4,588,1623,941,2,0,6,84,0,6,0,542,0,1023,1351,201,4231,4975,482,5783
PAULDINGNEBO ELEMENTARY SCH,234,2,163,3,0,0,0,12,130,1,627,107,69,0,0,1,51,1,3,0,320,1,856,1054,143,3606,2179,402,4803
PAULDINGNORTHSIDE ELEM SCH,58,0,39,0,0,0,0,5,34,1,161,0,0,0,0,1,17,0,0,0,126,1,375,268,36,1242,721,97,1546
PAULDINGP B RITCH MIDD SCH,446,2,197,1,0,0,0,6,80,2,369,906,487,0,1,9,35,0,3,0,330,1,589,1945,128,2531,2818,646,4604
PAULDINGPAULDING CO HIGH SC,227,1,127,2,0,0,0,6,70,1,379,404,369,1,0,5,34,0,6,0,203,1,511,999,119,2235,1990,357,3353
PAULDINGRUSSOM ELEM SCH,365,0,193,2,0,0,0,5,126,3,636,506,229,1,0,2,78,0,5,0,654,0,850,1781,225,4527,3095,560,6533
PAULDINGSAMMY MCCLURE MID SC,263,0,149,2,0,0,0,12,145,2,712,0,0,1,0,7,102,0,3,0,823,0,1192,1303,224,5443,2999,414,6970
PAULDINGSARA RAGSDALE ELM SC,169,0,104,2,0,0,0,2,90,1,473,0,0,1,0,8,26,0,4,0,236,0,713,725,109,3038,1554,275,3872
PAULDINGTAYLOR FARM PARK,629,3,248,5,0,0,0,19,103,0,641,0,0,0,0,5,46,2,3,0,388,1,744,2350,168,3532,1952,885,6050
PAULDINGWATSON GOVT COMPLEX,386,3,181,0,0,0,0,12,92,1,409,153,122,1,2,3,41,0,8,0,310,0,658,1674,152,2997,1812,570,4823
PEACHBYRON #1,166,0,45,2,0,0,0,2,44,0,200,0,0,0,0,3,21,0,2,0,120,0,297,443,37,1216,689,213,1696
PEACHBYRON #2,277,1,72,2,0,0,0,2,85,1,255,0,0,0,0,2,39,0,1,0,174,0,424,947,68,1834,983,352,2849
PEACHCLAUDE,18,1,12,0,0,0,0,2,21,0,69,0,0,1,0,1,9,0,0,0,45,0,125,102,11,442,273,31,555
PEACHFORT VALLEY #1,317,1,58,2,0,0,0,2,42,0,94,0,0,0,0,2,22,0,0,0,72,1,163,889,33,610,398,378,1532
PEACHFORT VALLEY #2,304,1,48,0,0,0,0,2,24,1,53,0,0,1,0,0,11,1,0,0,25,0,95,950,20,442,213,353,1412
PEACHFORT VALLEY #3,528,0,70,0,0,0,0,1,4,1,15,0,0,0,0,0,6,0,0,0,23,0,50,1575,25,204,100,598,1804
PEACHPOWERSVILLE,66,1,11,0,0,0,0,0,39,0,110,0,0,0,0,2,16,0,1,0,57,0,171,194,17,665,396,78,876
PICKENSAPPALACHIAN,39,0,48,1,0,0,0,2,26,0,143,0,0,0,0,1,24,0,5,0,108,0,290,167,33,970,599,88,1170
PICKENSHILL,19,1,32,2,0,0,0,1,35,0,119,0,0,2,0,1,14,0,3,0,91,0,242,158,42,913,508,54,1113
PICKENSHINTON,11,0,14,0,0,0,0,0,8,2,42,0,0,0,0,0,4,0,0,0,33,0,144,47,16,404,233,25,467
PICKENSJASPER,42,2,40,1,0,0,0,5,33,0,120,0,0,1,0,2,18,0,0,0,113,0,271,246,44,1024,563,85,1314
PICKENSJERUSALEM,16,0,11,0,0,0,0,0,21,0,93,0,0,0,0,1,7,0,1,0,49,1,183,67,12,538,356,27,617
PICKENSLUDVILLE,8,1,5,0,0,0,0,0,7,0,68,0,0,0,0,0,3,0,0,0,13,0,90,24,10,343,181,14,377
PICKENSNELSON,30,0,29,0,0,0,0,1,21,1,123,0,0,0,0,0,13,2,0,0,60,0,196,118,25,750,417,59,893
PICKENSREFUGE,49,0,24,1,0,0,0,5,40,1,143,0,0,0,0,0,20,1,0,0,115,0,399,169,29,1259,724,74,1457
PICKENSSHARPTOP,72,0,65,0,0,0,0,10,49,0,190,0,0,0,0,1,84,1,0,0,229,0,434,340,46,1434,998,137,1820
PICKENSTALKING ROCK,15,0,24,0,0,0,0,1,31,2,126,0,0,0,0,3,14,0,4,0,71,1,261,104,19,933,514,39,1056
PICKENSTATE - 09,17,0,13,0,0,0,0,0,9,0,57,0,0,0,0,1,3,0,0,0,30,0,144,69,11,423,244,30,503
PICKENSTATE - 14,24,0,19,0,0,0,0,2,27,1,137,0,0,0,0,0,10,0,1,0,76,0,198,105,31,935,452,43,1071
PICKENSYELLOW CREEK,89,1,46,0,0,0,0,5,37,2,209,0,0,0,0,1,91,1,1,0,342,1,508,365,36,1725,1198,136,2126
PIERCEALABAHA,10,0,11,0,0,0,0,3,21,0,105,0,0,0,0,1,10,0,0,0,48,0,118,47,3,511,306,21,561
PIERCEBLACKSHEAR,51,1,31,1,0,0,0,9,48,1,270,0,0,1,0,1,15,0,3,0,158,0,311,188,30,1556,817,84,1774
PIERCEHACKLEBARNEY/CASON,81,0,21,0,0,0,0,6,51,2,201,0,0,0,0,4,22,0,1,0,143,0,328,375,25,1491,758,102,1891
PIERCEMERSHON,2,0,5,1,0,0,0,2,9,0,27,0,0,0,0,0,0,0,0,0,28,0,40,26,2,273,106,8,301
PIERCEOTTER CREEK,25,0,6,0,0,0,0,2,30,1,121,0,0,0,0,1,5,0,4,0,77,0,167,71,15,754,408,31,840
PIERCEPATTERSON,29,0,15,0,0,0,0,6,26,0,130,0,0,0,1,0,1,0,2,0,42,1,114,115,9,623,323,44,747
PIERCEST JOHNS/BLACKSHEAR,19,0,15,1,0,0,0,3,31,0,152,0,0,0,0,2,17,0,0,0,86,0,218,77,8,905,509,35,990
PIERCESUNSET/SWEAT,2,0,0,0,0,0,0,0,6,0,34,0,0,0,0,0,1,0,0,0,16,0,49,4,1,189,106,2,194
PIKECONCORD,65,0,15,0,0,0,0,2,48,0,107,0,0,0,0,1,11,0,0,0,75,0,186,183,13,690,430,80,886
PIKEHOLLONVILLE,36,0,15,0,0,0,0,3,58,1,174,0,0,1,0,2,11,0,1,0,97,0,240,97,20,1001,588,51,1118
PIKELIFSEY SPRINGS,34,0,13,0,0,0,0,3,33,1,86,0,0,0,0,0,8,0,2,0,58,0,197,88,15,635,388,47,738
PIKEMEANSVILLE,27,1,17,0,0,0,0,4,52,0,129,0,0,1,0,0,10,0,3,0,47,0,208,90,10,766,454,45,866
PIKEMOLENA,60,1,26,0,0,0,0,3,41,0,107,0,0,1,0,0,16,0,1,0,68,0,232,176,24,770,469,87,970
PIKESECOND DISTRICT,47,1,33,1,0,0,0,8,90,0,271,0,0,1,0,2,20,0,2,0,162,0,383,178,28,1483,939,82,1689
PIKEWILLIAMSON,27,0,27,0,0,0,0,3,74,0,157,0,0,0,0,0,11,0,1,0,99,0,206,118,19,917,551,54,1054
PIKEZEBULON,122,2,42,0,0,0,0,0,55,1,165,0,0,0,0,3,15,0,2,0,72,0,281,310,34,1016,594,166,1360
POLKARAGON,84,4,32,2,0,0,0,4,50,1,162,0,0,0,0,2,19,0,0,0,92,1,464,262,34,1493,795,122,1789
POLKBLOOMING GROVE,60,1,38,1,0,0,0,2,23,0,72,0,0,0,1,1,10,0,0,0,67,0,244,162,20,790,420,100,972
POLKCEDARTOWN,337,0,117,5,0,0,0,8,81,4,217,0,0,1,0,6,61,1,3,0,274,1,692,1053,81,2319,1349,459,3453
POLKFISH CREEK,70,2,44,3,0,0,0,5,51,0,137,0,0,0,0,5,27,0,1,0,91,0,424,241,26,1338,741,119,1605
POLKLAKE CREEK,82,1,56,2,0,0,0,3,54,0,157,0,0,0,0,3,27,0,1,0,133,0,472,248,41,1564,850,141,1853
POLKROCKMART,257,5,91,4,0,0,0,9,91,1,249,0,0,0,1,5,21,0,2,0,215,2,756,772,63,2506,1352,357,3341
POLKYOUNGS GROVE,54,0,25,0,0,0,0,2,41,1,98,0,0,1,0,3,12,0,2,0,72,0,311,129,24,1004,543,79,1157
PULASKICOURTHOUSE ANNEX,376,1,60,0,0,0,0,13,92,4,237,0,0,0,0,8,47,0,1,0,262,0,675,1104,58,2437,1339,437,3599
PUTNAM101.0,295,2,57,1,0,0,0,1,28,0,118,0,0,1,0,1,15,0,1,0,98,0,326,864,32,998,589,355,1894
PUTNAM104.0,319,1,40,1,0,0,0,2,50,0,99,0,0,0,1,2,5,0,1,0,90,2,316,1004,24,998,568,361,2026
PUTNAM105.0,106,0,38,1,0,0,0,8,54,1,226,0,0,2,0,7,92,1,0,0,366,1,528,376,42,1918,1286,145,2336
PUTNAM106.0,28,0,6,0,0,0,0,2,35,0,76,0,0,1,0,1,11,0,1,0,68,1,211,105,16,653,407,34,774
PUTNAM107.0,123,2,65,1,0,0,0,8,79,0,227,0,0,0,0,1,38,0,2,0,227,0,602,409,56,1977,1184,191,2442
QUITMANGEORGETOWN,169,1,14,3,0,0,0,5,23,0,36,0,0,0,0,1,11,0,0,0,41,0,157,426,7,525,274,187,958
QUITMANMORRIS,24,0,1,0,0,0,0,2,1,0,5,0,0,0,0,0,1,0,0,0,4,0,17,35,1,50,30,25,86
RABUNRABUN,398,7,326,4,0,0,0,33,277,9,716,0,0,6,0,15,210,0,7,0,771,0,1732,1444,219,6287,3776,735,7950
RANDOLPH4TH DISTRICT,2,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0,0,0,0,1,1,26,12,0,74,37,2,86
RANDOLPHBENEVOLENCE,41,3,9,1,0,0,0,4,5,0,15,0,0,0,0,0,1,1,0,0,9,0,50,84,2,171,85,54,257
RANDOLPHCARNEGIE,13,0,7,0,0,0,0,3,9,0,23,0,0,0,0,0,3,0,0,0,10,0,94,30,7,206,142,20,243
RANDOLPHCOLEMAN,27,0,2,1,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,2,0,34,62,3,89,54,30,154
RANDOLPHCUTHBERT,96,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,238,2,5,1,101,245
RANDOLPHCUTHBERT/COURTHOUSE,342,0,42,1,0,0,0,4,24,0,32,0,0,0,0,0,4,0,1,0,29,0,118,734,12,426,212,385,1172
RANDOLPHSHELLMAN,108,0,4,0,0,0,0,3,4,0,17,0,0,0,0,0,6,0,0,0,13,0,60,314,2,175,103,112,491
RANDOLPHSPRINGVALE,56,1,1,2,0,0,0,1,2,0,6,0,0,0,1,0,0,0,0,0,10,0,15,112,0,55,35,60,167
RICHMOND101,68,0,44,1,0,0,0,0,13,0,54,0,0,0,0,1,16,0,0,0,48,0,61,262,26,253,193,113,541
RICHMOND102,127,0,51,1,0,0,0,1,4,0,21,0,0,0,0,0,4,0,0,0,17,0,52,520,22,189,99,179,731
RICHMOND103,237,0,40,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,735,5,16,5,277,756
RICHMOND104,525,1,72,0,0,0,0,1,7,0,9,0,0,0,0,0,3,0,0,0,9,0,24,1444,19,93,53,598,1556
RICHMOND105,136,0,9,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,384,4,12,3,146,400
RICHMOND106,81,1,18,0,0,0,0,1,4,0,13,0,0,0,0,0,0,0,0,0,10,0,31,332,6,118,59,100,456
RICHMOND107,190,0,62,1,0,0,0,3,20,0,99,0,0,0,0,2,23,0,0,0,120,0,127,534,32,561,394,253,1127
RICHMOND108,106,2,15,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,3,0,4,282,9,28,15,123,319
RICHMOND109,149,2,49,1,0,0,0,0,6,0,23,0,0,0,0,0,3,0,0,0,30,0,16,442,31,105,78,201,578
RICHMOND111,175,1,70,0,0,0,0,0,9,0,18,0,0,0,0,0,6,0,1,0,15,0,28,614,28,126,77,246,768
RICHMOND112,56,1,22,0,0,0,0,3,6,0,28,0,0,0,0,0,4,0,0,0,14,0,30,268,21,176,85,79,465
RICHMOND114,139,0,19,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,2,0,12,406,3,48,21,158,457
