precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_dem_FUENTE,gen_grn_STEIN,gen_ind_HOEFLING,gen_ind_MCMULLIN,gen_lib_JOHNSON,gen_rep_TRUMP
TAYLORC101,0,22,0,1,0,2,1,165
TAYLORC103,0,24,0,2,0,1,7,157
TAYLORC104,0,115,0,0,0,2,2,267
TAYLORC105,0,176,0,2,0,8,15,626
TAYLORD101,0,17,0,0,0,2,2,163
TAYLORD102,0,155,0,7,0,10,15,698
TAYLORD104,0,165,0,5,0,19,23,453
TAYLORE101,0,177,0,2,0,8,16,715
TAYLORE102,0,123,1,6,0,5,15,280
TAYLORE103,0,106,0,3,0,5,5,295
TAYLORF101,0,62,1,2,0,3,6,344
TAYLORF102,0,182,0,1,0,16,19,676
TAYLORF103,0,223,0,3,0,7,24,426
TODDA101,0,31,0,1,0,0,6,253
TODDA102,0,59,1,2,0,2,5,285
TODDA103,0,35,0,2,0,0,3,220
TODDAB,0,48,0,3,0,3,5,190
TODDB101,0,41,0,0,0,2,5,357
TODDB102,0,41,0,1,0,1,5,284
TODDB103,0,21,0,0,0,1,1,91
TODDB104,0,12,0,0,0,0,0,81
TODDC101,0,148,0,9,0,3,5,357
TODDC102,0,88,0,2,0,8,8,329
TODDD101,0,50,0,1,0,0,1,78
TODDD102,0,195,1,2,0,5,10,628
TODDE101,0,77,1,3,0,1,4,229
TODDE102,0,196,0,0,0,1,6,230
TRIGGA101,0,206,1,5,0,5,13,565
TRIGGA102,0,21,0,2,0,1,3,71
TRIGGAB,0,121,0,1,0,9,11,345
TRIGGB101,0,63,0,1,0,5,8,329
TRIGGB102,0,156,0,5,0,8,13,480
TRIGGC101,0,235,0,5,0,6,14,550
TRIGGD101,0,158,1,2,0,1,4,352
TRIGGD102,0,5,0,0,0,1,0,28
TRIGGD103,0,59,0,3,0,1,2,129
TRIGGE101,0,104,2,4,0,2,11,295
TRIGGE102,0,43,0,1,0,3,6,229
TRIGGE104,0,41,0,2,0,0,1,143
TRIGGF101,0,41,0,1,0,5,2,203
TRIGGF102,0,124,1,5,0,6,15,575
TRIGGG101,0,109,0,4,0,4,15,378
TRIGGG102,0,101,0,4,0,2,3,256
TRIMBLEA101,0,66,0,1,0,0,5,191
TRIMBLEA102,0,43,0,4,0,1,4,184
TRIMBLEA103,0,85,0,2,0,1,9,295
TRIMBLEAB,0,54,0,1,0,4,6,186
TRIMBLEB101,0,75,0,0,0,2,4,166
TRIMBLEB103,0,93,0,2,0,4,12,278
TRIMBLEB104,0,77,1,2,0,1,10,177
TRIMBLEC101,0,64,0,1,0,3,6,145
TRIMBLEC103,0,68,0,3,0,3,6,208
TRIMBLEC104,0,80,0,3,0,4,10,312
TRIMBLED101,0,44,1,0,0,1,4,202
TRIMBLED102,0,45,0,0,0,3,8,191
TRIMBLED103,0,85,0,1,0,1,4,236
UNIONA101,0,82,0,3,0,1,13,428
UNIONA103,0,129,0,5,0,8,6,217
UNIONA104,0,69,0,3,0,0,8,254
UNIONAB,0,95,0,4,0,8,5,276
UNIONB101,0,66,0,0,0,1,8,320
UNIONB102,0,90,0,3,0,1,4,314
UNIONB103,0,89,0,2,0,0,6,172
UNIONC101,0,59,0,0,0,1,5,375
UNIONC102,0,64,0,1,0,1,5,236
UNIONC103,0,51,0,0,0,1,8,230
UNIONC104,0,16,0,0,0,0,4,159
UNIONE102,0,84,0,0,0,4,6,315
UNIONE103,0,55,0,0,0,0,3,321
UNIONE104,0,64,1,2,0,1,12,254
UNIONF101,0,131,1,0,0,4,6,376
UNIONF102,0,54,0,1,0,1,2,122
UNIONF103,0,133,0,5,0,1,14,332
WARRENA101,1,133,0,1,0,7,25,341
WARRENA102A,0,319,0,4,0,17,22,616
WARRENA103A,0,173,0,4,0,9,13,181
WARRENA104A,0,212,0,3,1,8,13,261
WARRENA105,0,303,0,2,0,18,31,549
WARRENA106,0,164,0,1,0,13,14,327
WARRENA107A,0,128,1,9,0,3,7,179
WARRENA108A,0,276,0,11,0,14,15,322
WARRENA109A,0,386,0,14,0,16,40,372
WARRENA110A,0,297,0,4,0,13,17,476
WARRENA111A,0,98,0,5,0,8,13,210
WARRENA112A,0,279,0,7,0,9,25,268
WARRENA113A,0,145,0,6,0,12,15,136
WARRENA114A,0,128,0,0,0,5,6,279
WARRENA115,0,119,0,2,0,9,14,290
WARRENA116A,0,0,0,0,0,0,0,1
WARRENA117A,0,0,0,0,0,0,0,5
WARRENA118A,0,2,0,0,0,0,0,3
WARRENAB,2,1073,1,17,0,36,88,1797
WARRENB101A,0,285,0,18,0,4,29,149
WARRENB102A,0,152,0,4,0,2,1,57
WARRENB103A,0,133,0,1,0,2,8,68
WARRENB104A,0,237,0,1,0,1,7,32
WARRENB105A,0,241,1,4,0,3,5,45
WARRENB106A,0,254,0,2,0,4,11,103
WARRENB107A,0,201,0,10,0,1,13,128
WARRENB108A,0,135,0,0,0,1,12,84
WARRENB109A,0,248,0,20,0,12,30,157
WARRENB110A,0,417,0,10,0,10,36,168
WARRENB111A,0,176,0,2,0,5,17,118
WARRENB112A,0,30,0,3,0,1,2,8
WARRENB113A,0,50,0,7,0,0,3,22
WARRENC101A,1,147,1,3,0,4,17,219
WARRENC102A,0,386,0,18,0,18,38,307
WARRENC103A,0,233,0,5,0,15,22,186
WARRENC104A,0,317,0,12,0,6,30,275
WARRENC105A,0,194,0,3,0,9,25,247
WARRENC106A,0,107,0,5,0,3,12,127
WARRENC107A,0,289,0,9,0,13,23,558
WARRENC108,0,56,0,1,0,1,4,104
WARRENC109A,0,0,0,0,0,0,0,2
WARRENC110A,0,334,1,7,0,16,21,184
WARRENC111,0,215,0,1,0,35,41,556
WARRENC112,0,384,1,14,0,31,41,773
WARREND101D,0,285,1,4,0,8,38,706
WARREND102C,0,283,1,9,0,6,41,409
WARREND103,2,85,0,4,0,1,12,288
WARREND104E,0,139,0,1,0,3,15,301
WARREND105,0,178,1,4,0,4,14,389
WARREND106,0,123,0,7,0,1,12,354
WARREND107,0,40,0,2,0,1,9,135
WARREND108,0,195,0,7,0,11,12,552
WARREND109,0,221,2,2,0,12,28,465
WARREND110,0,137,0,3,0,16,14,447
WARREND111A,0,185,1,5,0,4,21,281
WARREND112,0,300,0,6,0,23,29,623
WARREND113,0,171,0,5,0,9,17,277
WARREND114,0,222,0,5,0,5,16,227
WARREND116,0,1,0,0,0,0,1,0
WARRENE101,0,250,1,1,0,9,16,417
WARRENE102,0,197,0,8,0,6,22,666
WARRENE103,0,101,0,3,0,1,11,285
WARRENE104,0,84,0,1,0,5,12,286
WARRENE105,0,99,0,2,0,2,11,312
WARRENE106,0,217,0,11,0,11,24,700
WARRENE107,2,320,0,10,0,10,30,486
WARRENE108,0,135,0,2,0,5,15,444
WARRENE109,0,223,0,3,0,6,22,511
WARRENE110A,0,404,1,6,0,6,37,260
WARRENE111A,0,194,0,2,0,2,15,136
WARRENE112A,0,200,0,3,0,4,9,127
WARRENF101B,0,124,1,1,0,1,10,472
WARRENF102,0,233,3,5,0,19,42,613
WARRENF103,0,124,0,5,0,11,21,497
WARRENF104,2,324,0,4,0,17,27,661
WARRENF105,0,167,0,4,0,22,24,595
WARRENF106,0,154,0,4,0,20,19,527
WARRENF107,0,143,1,1,0,4,13,409
WARRENF108,0,206,0,6,0,18,27,726
WARRENF109,1,74,0,3,0,6,8,260
WARRENF110,0,91,0,1,0,6,3,358
WARRENF111,0,80,0,1,0,12,7,320
WARRENF112,0,68,1,1,0,2,7,159
WARRENF113,0,261,0,3,0,23,35,686
WARRENF114,0,155,0,2,0,12,19,417
WARRENF115A,0,145,0,6,0,16,23,243
WARRENF116A,0,0,0,0,0,0,0,2
WARRENF117A,0,28,0,2,0,1,1,35
WARRENF118,0,144,0,0,0,4,10,329
WARRENTOTAL,11,16966,20,415,0,759,1605,28683
WASHINGTONA101,0,63,1,0,0,4,6,237
WASHINGTONA102,0,42,1,4,0,2,8,400
WASHINGTONA103,0,27,0,0,0,0,0,96
WASHINGTONAB1,0,2,0,0,0,0,0,10
WASHINGTONAB2,0,81,0,0,0,3,5,175
WASHINGTONB101,0,42,0,1,0,3,6,334
WASHINGTONB102,0,124,1,5,0,6,17,446
WASHINGTONC101,0,25,0,2,0,2,3,154
WASHINGTONC102,0,59,0,3,0,4,7,272
WASHINGTONC103,0,43,0,0,0,0,3,170
WASHINGTOND101,0,170,2,0,0,5,5,226
WASHINGTOND102,0,180,2,0,0,6,11,189
WASHINGTONE101,0,96,0,1,0,2,3,166
WASHINGTONE102,0,158,0,0,0,5,9,385
WASHINGTONF101,0,82,2,0,0,7,11,271
WASHINGTONF102,0,226,0,1,0,11,17,482
WAYNEA101,0,77,0,0,0,1,9,223
WAYNEA102,0,44,1,0,0,1,4,164
WAYNEA103,0,106,0,5,0,5,6,449
WAYNEA106,0,57,0,1,0,1,2,228
WAYNEA107,0,51,0,0,0,0,5,156
WAYNEAB,0,157,0,0,0,0,4,468
WAYNEB101,0,81,0,1,0,4,7,416
WAYNEB102,0,41,0,3,0,1,1,271
WAYNEB103,0,66,0,8,0,5,11,410
WAYNEB106,0,36,0,4,0,0,3,327
WAYNEB109,0,25,0,0,0,2,4,197
WAYNED104,0,51,1,0,0,1,4,347
WAYNED105,0,62,0,0,0,3,2,305
WAYNED106,0,96,0,1,0,3,7,267
WAYNED107,0,20,1,0,0,0,6,277
WAYNED110,0,83,0,1,0,1,8,223
WAYNEG101,0,164,0,3,0,8,15,606
WAYNEG103,0,27,0,0,0,0,5,106
WAYNEG104,0,79,0,1,0,3,3,452
WAYNEG106,0,108,0,2,0,2,10,478
WEBSTERA101,0,104,0,2,0,4,6,500
WEBSTERA102,0,63,0,2,0,0,10,271
WEBSTERA103,0,75,0,2,0,6,9,396
WEBSTERA104,0,35,0,1,0,5,9,272
WEBSTERA105,0,40,0,0,0,2,7,177
WEBSTERAB,0,78,0,2,0,1,4,217
WEBSTERB101,0,62,1,6,0,3,4,186
WEBSTERB102,0,96,0,2,0,3,15,415
WEBSTERB103,0,71,0,0,0,1,9,221
WEBSTERB104,0,55,0,0,0,1,3,206
WEBSTERB105,0,90,0,2,0,2,5,331
WEBSTERC101,0,201,0,0,0,2,11,390
WEBSTERC102,0,71,0,0,0,2,6,234
WEBSTERC103,0,125,0,1,0,0,11,275
WEBSTERC104,0,74,0,2,0,2,2,306
WHITLEYA101,0,23,0,0,0,2,9,48
WHITLEYA103,0,53,0,0,0,1,12,408
WHITLEYA104,0,36,0,1,0,0,7,337
WHITLEYA105,0,25,0,1,0,3,0,234
WHITLEYA106,0,73,0,0,0,3,5,369
WHITLEYA107,0,50,0,0,0,1,4,212
WHITLEYA109,0,130,0,7,0,8,15,521
WHITLEYA111,0,19,0,1,0,2,1,232
WHITLEYAB,0,147,1,3,0,9,21,644
WHITLEYB101,0,147,0,2,0,12,13,554
WHITLEYB102,0,26,0,1,0,0,3,139
WHITLEYB104,0,29,0,1,0,1,6,112
WHITLEYB105,0,90,0,3,0,4,9,408
WHITLEYB106,0,112,0,2,0,5,13,458
WHITLEYB107,0,89,0,2,0,4,6,495
WHITLEYB108,0,35,0,1,0,1,7,117
WHITLEYB109,0,43,0,0,0,2,9,126
WHITLEYB110,0,112,1,2,0,14,9,466
WHITLEYC101,0,10,0,0,0,0,1,104
WHITLEYC102,0,25,0,1,0,0,2,116
WHITLEYC103,0,2,0,0,0,1,0,50
WHITLEYC104,0,81,0,0,0,0,4,264
WHITLEYC105,0,23,0,0,0,0,2,124
WHITLEYC106,0,27,0,2,0,1,5,241
WHITLEYC107,0,55,2,0,0,3,5,338
WHITLEYC108,0,17,0,1,0,0,3,238
WHITLEYC109,0,36,0,0,0,3,4,106
WHITLEYC110,0,32,0,1,0,1,4,137
WHITLEYC111,0,33,0,1,0,1,4,238
WHITLEYC112,0,17,0,0,0,1,1,195
WHITLEYC113,0,25,0,0,0,0,3,114
WHITLEYC114,0,9,0,0,0,0,1,155
WHITLEYD101,0,71,0,0,0,5,11,640
WHITLEYD102,0,110,0,1,0,3,16,547
WHITLEYD104,0,100,0,2,0,8,15,683
WHITLEYD105,0,56,0,2,0,1,5,424
WHITLEYD106,0,99,0,3,0,3,7,718
WOLFEA101 LEE CITY #1,0,75,1,1,0,2,9,190
WOLFEA105 HAZEL GREEN #2,0,118,0,3,0,3,4,287
WOLFEABSENTEE,0,46,0,0,0,1,0,88
WOLFEB101 HOLLY #5,0,38,0,0,0,1,5,174
WOLFEB102 STILLWATER #6,0,85,0,0,0,3,0,178
WOLFEB106 CAMPTON #8,0,113,0,3,0,2,7,263
WOLFEC101 CAMPTON #3,0,97,0,2,0,3,5,242
WOLFEC102 ROGERS #4,0,113,0,0,0,6,8,291
WOLFEC104 CAMPTON #7,0,68,0,0,0,5,4,91
WOODFORDA101,0,225,0,4,0,10,20,345
WOODFORDA102,0,421,0,7,0,14,28,338
WOODFORDAB,0,355,4,6,0,13,30,429
WOODFORDB101,0,168,0,5,0,5,17,288
WOODFORDB102,0,138,2,3,0,5,21,175
WOODFORDB103,0,182,3,1,0,2,12,157
WOODFORDC101,0,279,0,10,0,16,34,492
WOODFORDC102,0,248,0,5,0,9,33,430
WOODFORDD101,0,299,1,6,0,15,49,559
WOODFORDD102,0,240,1,5,0,10,31,385
WOODFORDE101,0,274,0,6,0,10,19,321
WOODFORDE102,0,265,0,5,0,12,13,246
WOODFORDF101,0,241,0,8,0,26,43,535
WOODFORDF102,0,319,0,5,0,23,49,549
WOODFORDG101,0,304,0,6,0,21,26,421
WOODFORDG102,0,224,0,4,0,15,31,413
WOODFORDG103,0,183,1,6,0,8,23,416
WOODFORDH101,0,155,0,5,0,7,15,352
WOODFORDH102,0,221,1,6,0,15,17,369
WOODFORDH103,0,217,0,14,0,10,18,477
