precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_dem_FUENTE,gen_grn_STEIN,gen_ind_HOEFLING,gen_ind_MCMULLIN,gen_lib_JOHNSON,gen_rep_TRUMP
JEFFERSOND130,0,369,0,8,0,15,31,248
JEFFERSOND131,0,237,1,3,0,13,18,160
JEFFERSOND132,0,697,0,7,0,12,30,459
JEFFERSOND135,0,306,0,6,0,10,22,213
JEFFERSOND136,0,491,0,8,0,7,19,453
JEFFERSOND137,0,0,0,0,0,0,0,0
JEFFERSOND137 - JEF,0,242,0,4,0,10,21,329
JEFFERSOND138,0,598,0,7,0,16,36,489
JEFFERSOND139,0,468,1,15,0,17,41,435
JEFFERSOND140,0,429,1,8,0,19,32,390
JEFFERSOND141,0,264,0,0,0,9,16,359
JEFFERSOND142,0,0,0,0,0,0,0,0
JEFFERSOND142 - JEF,0,317,0,2,0,9,18,397
JEFFERSOND144,0,186,0,4,0,13,12,159
JEFFERSOND145,0,154,0,1,0,1,13,162
JEFFERSONE139,0,0,0,0,0,0,0,0
JEFFERSONE139 - STM,0,357,0,9,0,6,20,150
JEFFERSONE141,0,0,0,0,0,0,0,0
JEFFERSONE141 - BWV,0,152,0,1,0,9,18,142
JEFFERSONE142,0,296,0,2,0,10,25,241
JEFFERSONE143,0,0,0,0,0,0,0,0
JEFFERSONE143 - STM,0,286,0,10,0,12,29,173
JEFFERSONE144,0,380,0,14,0,15,27,286
JEFFERSONE145,0,0,0,0,0,0,0,0
JEFFERSONE145 - LYN,0,353,1,14,0,7,28,325
JEFFERSONE148,0,440,0,0,0,5,30,393
JEFFERSONE152,0,345,0,3,0,6,29,434
JEFFERSONE154,0,303,0,6,0,13,16,326
JEFFERSONE155,0,365,0,6,0,12,29,318
JEFFERSONE157,0,0,0,0,0,0,0,0
JEFFERSONE157 - NOR,0,98,0,1,0,6,9,88
JEFFERSONE158,0,228,0,0,0,4,13,226
JEFFERSONE159,0,174,0,4,0,6,12,193
JEFFERSONE160,0,258,0,5,0,11,16,318
JEFFERSONE161,0,0,0,0,0,0,0,0
JEFFERSONE161 - HUB,0,112,0,2,0,6,8,217
JEFFERSONE162,0,126,0,3,0,8,13,106
JEFFERSONE163,0,0,0,0,0,0,0,0
JEFFERSONE163 - HUB,0,273,0,4,0,1,26,531
JEFFERSONE164,0,0,0,0,0,0,0,0
JEFFERSONE164 - HUB,0,231,0,1,0,21,8,450
JEFFERSONE165,0,438,0,3,0,13,30,356
JEFFERSONE166,0,0,0,0,0,0,0,0
JEFFERSONE166 - JEF,0,209,0,6,0,5,14,252
JEFFERSONE167,0,349,0,13,0,13,28,222
JEFFERSONE168,0,0,0,0,0,0,0,0
JEFFERSONE168 - HUB,0,147,0,3,0,4,15,225
JEFFERSONE169,0,384,0,9,0,19,35,591
JEFFERSONE171,0,260,0,8,0,7,14,192
JEFFERSONE173,0,277,2,7,0,8,23,134
JEFFERSONE175,0,0,0,0,0,0,0,0
JEFFERSONE175 - GRD,0,267,0,5,0,18,16,196
JEFFERSONE176,0,0,0,0,0,0,0,0
JEFFERSONE176 - LYN,0,160,0,1,0,8,15,121
JEFFERSONE177,0,115,0,4,0,3,11,140
JEFFERSONE178,0,257,0,2,0,16,17,352
JEFFERSONE179,0,0,0,0,0,0,0,0
JEFFERSONE179 - JEF,0,262,0,2,0,15,17,367
JEFFERSONE180,0,0,0,0,0,0,0,0
JEFFERSONE180 - JEF,0,318,1,5,0,9,22,261
JEFFERSONE181,0,386,0,6,0,11,23,324
JEFFERSONE182,0,617,0,5,0,15,25,653
JEFFERSONE183,0,295,0,10,0,9,28,260
JEFFERSONE184,0,240,0,4,0,16,20,236
JEFFERSONE185,0,0,0,0,0,0,0,0
JEFFERSONE185 - STM,0,149,0,7,0,7,13,88
JEFFERSONF106,0,274,0,1,0,6,11,299
JEFFERSONF145,0,454,1,5,0,11,27,535
JEFFERSONF151,0,428,1,4,0,14,23,559
JEFFERSONF152,0,399,1,7,0,13,28,542
JEFFERSONF153,0,372,1,6,0,22,28,416
JEFFERSONF154,0,303,0,1,0,5,29,364
JEFFERSONF155,0,145,1,3,0,5,8,198
JEFFERSONF156,0,401,0,9,0,13,31,477
JEFFERSONF158,0,0,0,0,0,0,0,0
JEFFERSONF158 - MID,0,100,0,4,0,3,12,155
JEFFERSONF161,0,0,0,0,0,0,0,0
JEFFERSONF161 - DOH,0,218,0,1,0,10,17,338
JEFFERSONF163,0,276,0,2,0,11,23,331
JEFFERSONF164,0,240,1,5,0,9,24,450
JEFFERSONF166,0,247,0,5,0,15,14,316
JEFFERSONF167,0,333,0,2,0,9,21,240
JEFFERSONF169,0,177,0,3,0,6,14,150
JEFFERSONF170,0,0,0,0,0,0,0,0
JEFFERSONF170 - DOH,0,225,0,7,0,5,15,150
JEFFERSONF171,0,250,0,4,0,4,22,370
JEFFERSONF172,0,302,1,9,0,12,27,302
JEFFERSONF176,0,251,1,5,0,8,26,339
JEFFERSONF179,0,0,0,0,0,0,0,0
JEFFERSONF179 - LYN,0,336,0,7,0,11,29,348
JEFFERSONF180,0,0,0,0,0,0,0,0
JEFFERSONF180 - LYN,0,496,2,7,0,20,38,449
JEFFERSONF181,0,541,0,7,0,21,39,385
JEFFERSONF182,0,544,0,14,0,19,52,479
JEFFERSONF183,0,117,0,2,0,1,10,220
JEFFERSONF184,0,298,1,4,0,13,27,387
JEFFERSONF185,0,453,1,12,0,24,30,253
JEFFERSONF186,0,668,2,13,0,20,36,335
JEFFERSONF187,0,340,0,7,0,25,35,253
JEFFERSONG103,0,401,0,11,0,8,19,65
JEFFERSONG104,0,318,1,17,0,3,15,80
JEFFERSONG106,0,351,1,12,0,8,22,83
JEFFERSONG107,0,420,2,8,0,10,21,101
JEFFERSONG108,0,327,0,9,0,3,12,62
JEFFERSONG109,0,565,0,12,0,10,33,128
JEFFERSONG111,0,428,1,11,0,7,23,99
JEFFERSONG112,0,753,1,23,0,15,42,186
JEFFERSONG116,0,604,0,12,0,7,24,157
JEFFERSONG117,0,753,0,11,0,15,23,224
JEFFERSONG119,0,290,1,4,0,9,20,132
JEFFERSONG120,0,379,0,11,0,7,23,140
JEFFERSONG121,0,305,0,4,0,7,21,195
JEFFERSONG122,0,285,0,4,0,7,10,102
JEFFERSONG123,0,0,0,0,0,0,0,0
JEFFERSONG123 - SMM,0,159,0,0,0,2,6,60
JEFFERSONG124,0,477,0,7,0,7,37,330
JEFFERSONG126,0,324,0,6,0,7,9,181
JEFFERSONG129,0,96,0,4,0,2,9,69
JEFFERSONG140,0,386,0,12,0,16,19,87
JEFFERSONG141,0,388,0,5,0,24,14,109
JEFFERSONG142,0,112,0,0,0,1,3,47
JEFFERSONG143,0,614,1,14,0,8,32,157
JEFFERSONG144,0,479,0,6,0,10,21,142
JEFFERSONG145,0,607,0,18,0,12,34,249
JEFFERSONG146,0,560,0,10,0,4,25,176
JEFFERSONG147,0,434,0,4,0,11,39,206
JEFFERSONG148,0,209,0,2,0,3,13,101
JEFFERSONG149,0,0,0,0,0,0,0,0
JEFFERSONG149 - WEL,0,233,0,2,0,5,11,113
JEFFERSONG150,0,177,1,3,0,59,8,110
JEFFERSONG151,0,234,0,0,0,13,15,138
JEFFERSONG154,0,353,2,7,0,8,31,233
JEFFERSONG155,0,437,1,11,0,5,24,220
JEFFERSONG156,0,321,0,4,0,13,19,339
JEFFERSONG157,0,489,1,5,0,5,33,359
JEFFERSONG158,0,381,0,5,0,15,20,343
JEFFERSONG159,0,0,0,0,0,0,0,0
JEFFERSONG160,0,153,0,1,0,8,17,214
JEFFERSONG161,0,0,0,0,0,0,0,0
JEFFERSONG161 - SNG,0,307,0,0,0,2,7,134
JEFFERSONG162,0,40,0,0,0,3,4,51
JEFFERSONG163,0,0,0,0,0,0,0,0
JEFFERSONG163 - STM,0,260,0,10,0,12,21,163
JEFFERSONG164,0,0,0,0,0,0,0,0
JEFFERSONG164 - STM,0,590,0,8,0,22,34,337
JEFFERSONG165,0,0,0,0,0,0,0,0
JEFFERSONG165 - STM,0,204,0,3,0,8,22,147
JEFFERSONG166,0,78,0,5,0,5,5,42
JEFFERSONG167,0,178,0,7,0,9,12,122
JEFFERSONG168 - STM,0,29,0,0,0,0,2,44
JEFFERSONG169,0,177,0,3,0,35,5,66
JEFFERSONH102,0,466,0,9,0,8,16,114
JEFFERSONH103,0,570,0,12,0,2,23,183
JEFFERSONH105,0,442,0,15,0,4,30,157
JEFFERSONH106,0,394,2,13,0,15,16,151
JEFFERSONH109,0,0,0,0,0,0,0,0
JEFFERSONH109 - PKV,0,201,2,9,0,2,12,107
JEFFERSONH110,0,414,1,8,0,6,23,202
JEFFERSONH111,0,227,0,6,0,14,14,142
JEFFERSONH112,0,314,0,7,0,7,21,242
JEFFERSONH113,0,162,0,1,0,2,16,154
JEFFERSONH114,0,6,0,0,0,0,0,2
JEFFERSONH115,0,217,0,0,0,8,18,155
JEFFERSONH116,0,295,0,9,0,9,32,241
JEFFERSONH117,0,0,0,0,0,0,0,0
JEFFERSONH117 - APK,0,430,0,7,0,20,29,436
JEFFERSONH118,0,357,0,12,0,5,31,256
JEFFERSONH120,0,465,2,13,0,13,34,423
JEFFERSONH121,0,176,0,1,0,5,17,129
JEFFERSONH123,0,105,0,1,0,8,6,113
JEFFERSONH124,0,106,2,3,0,1,7,33
JEFFERSONH125,0,151,0,5,0,2,11,188
JEFFERSONH126,0,0,0,0,0,0,0,0
JEFFERSONH126 - LNV,0,193,0,8,0,8,12,219
JEFFERSONH127,0,196,0,1,0,3,2,83
JEFFERSONH130,0,0,0,0,0,0,0,0
JEFFERSONH131,0,254,0,15,0,0,22,75
JEFFERSONH132,0,174,0,8,0,3,4,28
JEFFERSONH133,0,59,0,4,0,1,3,15
JEFFERSONH138,0,588,0,17,0,10,30,401
JEFFERSONH141,0,421,1,7,0,15,23,187
JEFFERSONH144,0,273,1,4,0,6,32,391
JEFFERSONH145,0,191,0,2,0,5,15,334
JEFFERSONH146,0,287,1,4,0,4,22,391
JEFFERSONH147,0,204,1,6,0,9,20,296
JEFFERSONH148,0,235,0,11,0,11,20,375
JEFFERSONH150,0,0,0,0,0,0,0,0
JEFFERSONH150 - WAP,0,0,0,0,0,0,0,2
JEFFERSONH151,0,0,0,0,0,0,0,0
JEFFERSONH151 - WAP,0,1,0,0,0,0,0,0
JEFFERSONH152,0,74,0,3,0,0,4,38
JEFFERSONH153,0,0,0,0,0,0,0,0
JEFFERSONH154,0,74,0,3,0,0,3,79
JEFFERSONH155,0,112,0,0,0,2,7,80
JEFFERSONH156,0,0,0,0,0,0,0,0
JEFFERSONH157,0,14,0,0,0,1,0,3
JEFFERSONH158,0,0,0,0,0,0,0,0
JEFFERSONH159,0,67,0,3,0,4,6,109
JEFFERSONH160,0,437,1,6,0,13,30,345
JEFFERSONH161,0,0,0,0,0,0,0,1
JEFFERSONH162,0,202,0,5,0,7,32,234
JEFFERSONI107,0,381,0,10,0,10,18,203
JEFFERSONI109,0,238,0,6,0,4,15,115
JEFFERSONI110,0,83,0,4,0,5,11,78
JEFFERSONI111,0,489,3,14,0,15,30,284
JEFFERSONI112,0,360,1,6,0,10,36,297
JEFFERSONI115,0,317,0,4,0,5,6,67
JEFFERSONI120,0,180,2,5,0,5,7,128
JEFFERSONI122,0,116,1,2,0,1,3,202
JEFFERSONI123,0,476,0,4,0,12,15,473
JEFFERSONI124,0,187,0,4,0,5,5,168
JEFFERSONI125,0,185,0,1,0,4,7,127
JEFFERSONI126,0,170,0,3,0,11,18,424
JEFFERSONI130,0,106,0,6,0,3,3,231
JEFFERSONI133,0,275,1,7,0,7,40,712
JEFFERSONI135,0,90,0,3,0,4,10,227
JEFFERSONI138,0,0,0,0,0,0,0,2
JEFFERSONI140,0,41,0,0,0,0,2,28
JEFFERSONI141,0,311,0,6,0,19,24,336
JEFFERSONI142,0,0,0,0,0,0,0,1
JEFFERSONI143,0,24,0,0,0,2,0,35
JEFFERSONI144,0,21,1,0,0,1,2,53
JEFFERSONI145,0,70,0,2,0,1,7,79
JEFFERSONI146,0,234,0,11,0,8,21,352
JEFFERSONI147,0,16,0,0,0,0,1,23
JEFFERSONI148,0,121,0,1,0,3,6,184
JEFFERSONI149,0,0,0,0,0,0,0,0
JEFFERSONI150,0,36,0,0,0,1,1,29
JEFFERSONI151,0,297,0,4,0,6,28,374
JEFFERSONI152,0,307,0,16,0,11,39,500
JEFFERSONI153,0,491,0,12,0,10,52,595
JEFFERSONI154,0,473,1,11,0,13,35,522
JEFFERSONI155,0,12,0,0,0,1,2,21
JEFFERSONI156,0,127,0,0,0,2,9,171
JEFFERSONJ101,0,395,0,11,0,5,14,155
JEFFERSONJ104,0,462,0,7,0,2,20,225
JEFFERSONJ105,0,196,0,2,0,5,8,143
JEFFERSONJ107,0,285,0,4,0,3,12,128
JEFFERSONJ108,0,411,0,21,0,8,37,285
JEFFERSONJ111,0,305,0,10,0,0,15,177
JEFFERSONJ113,0,392,1,10,0,20,24,335
JEFFERSONJ114,0,430,0,9,0,21,30,343
JEFFERSONJ117,0,218,1,3,0,6,9,204
JEFFERSONJ119,0,249,3,3,0,6,10,264
JEFFERSONJ120,0,306,0,2,0,12,19,343
JEFFERSONJ122,0,304,0,6,0,5,10,282
JEFFERSONJ123,0,160,0,2,0,5,14,187
JEFFERSONJ130,0,100,0,3,0,2,6,85
JEFFERSONJ135,0,258,0,2,0,3,22,401
JEFFERSONJ137,0,190,1,5,0,6,15,390
JEFFERSONJ138,0,63,0,1,0,1,6,109
JEFFERSONJ140,0,130,0,5,0,7,10,73
JEFFERSONJ141,0,140,0,4,0,4,8,301
JEFFERSONJ142,0,2,0,0,0,0,0,4
JEFFERSONJ143,0,29,0,0,0,1,1,46
JEFFERSONJ144,0,198,0,2,0,3,13,402
JEFFERSONJ145,0,230,0,2,0,5,21,472
JEFFERSONJ146,0,0,0,0,0,0,0,0
JEFFERSONJ147,0,358,0,8,0,4,13,215
JEFFERSONJ148,0,351,1,8,0,16,25,264
JEFFERSONJ149,0,369,0,9,0,6,9,127
JEFFERSONJ150,0,215,0,6,0,3,8,155
JEFFERSONJ151,0,6,0,1,0,1,0,4
JEFFERSONJ152,0,146,0,4,0,5,11,315
JEFFERSONJ153,0,76,1,2,0,0,7,153
JEFFERSONJ154,0,0,0,0,0,0,0,0
JEFFERSONJ155,0,63,0,1,0,1,5,166
JEFFERSONK104,0,291,0,5,0,6,20,99
JEFFERSONK105,0,634,1,21,0,9,28,97
JEFFERSONK110,0,287,0,3,0,4,9,79
JEFFERSONK111,0,181,0,7,0,2,4,72
JEFFERSONK112,0,246,0,5,0,6,7,72
JEFFERSONK113,0,188,0,2,0,1,6,44
JEFFERSONK114,0,361,2,2,0,2,18,137
JEFFERSONK116,0,50,0,1,0,2,0,31
JEFFERSONK117,0,318,1,17,0,9,24,172
JEFFERSONK118,0,457,0,1,0,3,5,32
JEFFERSONK119,0,303,0,5,0,6,13,234
JEFFERSONK122,0,0,0,0,0,0,0,0
JEFFERSONK122 - SHI,0,562,0,6,0,2,4,104
JEFFERSONK123,0,0,0,0,0,0,0,0
JEFFERSONK123 - SHI,0,667,1,2,0,0,8,98
JEFFERSONK125,0,136,0,1,0,1,5,53
JEFFERSONK126,0,220,0,4,0,0,4,68
JEFFERSONK127,0,380,0,7,0,8,12,352
JEFFERSONK128,0,224,1,7,0,6,20,281
JEFFERSONK129,0,392,0,18,0,7,21,113
JEFFERSONK130,0,0,0,0,0,0,0,0
JEFFERSONK130 - SHI,0,353,0,2,0,0,5,86
JEFFERSONK131,0,0,0,0,0,0,0,0
JEFFERSONK131 - SHI,0,324,0,2,0,3,12,145
JEFFERSONK132,0,94,1,4,0,3,9,140
JEFFERSONK133,0,349,1,6,0,6,23,117
JEFFERSONK134,0,262,0,7,0,7,21,158
JEFFERSONK135,0,15,0,0,0,0,1,3
JEFFERSONK136,0,84,0,1,0,0,0,21
JEFFERSONK137,0,163,0,2,0,1,3,3
JEFFERSONK138,0,61,0,0,0,0,3,67
JEFFERSONK139,0,0,0,0,0,0,0,0
JEFFERSONK140,0,172,0,3,0,2,7,32
JEFFERSONK141,0,105,0,4,0,4,7,48
JEFFERSONK142,0,0,0,0,0,0,0,0
JEFFERSONK143,0,0,0,0,0,0,0,0
JEFFERSONK144,0,278,0,4,0,4,12,237
JEFFERSONK145,0,418,1,8,0,4,15,410
JEFFERSONK146,0,352,0,8,0,8,24,408
JEFFERSONK147,0,455,2,8,0,7,23,463
JEFFERSONK148,0,242,0,2,0,4,12,218
JEFFERSONK149,0,0,0,0,0,0,0,1
JEFFERSONK150,0,0,0,0,0,0,0,0
JEFFERSONK151,0,0,0,0,0,0,0,0
JEFFERSONL104,0,580,0,0,0,3,4,21
JEFFERSONL108,0,353,0,1,0,1,3,18
JEFFERSONL110,0,12,0,0,0,0,0,5
JEFFERSONL111,0,247,0,8,0,1,6,29
JEFFERSONL112,0,311,0,3,0,6,4,12
JEFFERSONL113,0,560,0,8,0,9,13,45
JEFFERSONL115,0,65,0,5,0,1,4,17
JEFFERSONL117,0,447,0,6,0,28,43,165
JEFFERSONL118,0,570,0,3,0,13,27,347
JEFFERSONL119,0,504,0,7,0,59,29,144
JEFFERSONL134,0,288,0,5,0,7,19,212
JEFFERSONL135,0,275,0,9,0,11,16,195
JEFFERSONL136,0,440,0,11,0,7,41,209
JEFFERSONL138,0,219,1,4,0,11,25,173
JEFFERSONL139,0,419,0,5,0,67,26,327
JEFFERSONL140,0,260,0,0,0,1,2,4
JEFFERSONL141,0,286,0,10,0,2,9,62
JEFFERSONL142,0,288,0,3,0,3,11,68
JEFFERSONL143,0,194,1,4,0,2,8,33
JEFFERSONL144,0,205,0,1,0,2,2,8
JEFFERSONL145,0,460,0,4,0,1,5,5
JEFFERSONL146,0,0,0,0,0,0,0,0
JEFFERSONL146 - STM,0,426,0,6,0,14,30,256
JEFFERSONL147,0,436,0,6,0,1,2,6
JEFFERSONL148,0,198,0,0,0,0,1,12
JEFFERSONL149,0,26,0,0,0,0,0,1
JEFFERSONL150,0,48,0,0,0,0,0,1
JEFFERSONL151,0,280,0,4,0,13,13,191
JEFFERSONL152,0,152,0,2,0,7,14,102
JEFFERSONL153,0,0,0,0,0,0,0,0
JEFFERSONL153 - WLP,0,38,0,0,0,3,2,29
JEFFERSONL154,0,336,0,5,0,1,5,7
JEFFERSONL155,0,8,0,0,0,0,2,2
JEFFERSONL156,0,516,0,12,0,3,12,81
JEFFERSONL157,0,457,0,7,0,2,3,5
JEFFERSONL158,0,328,0,5,0,1,0,5
JEFFERSONL159,0,131,0,0,0,0,0,2
JEFFERSONL160,0,246,0,1,0,4,1,4
JEFFERSONL161,0,424,0,2,0,0,3,13
JEFFERSONL162,0,8,0,0,0,0,0,0
JEFFERSONL163,0,242,0,2,0,1,1,18
JEFFERSONL164,0,187,0,7,0,3,13,89
JEFFERSONM102,0,948,0,4,0,0,3,14
JEFFERSONM103,0,998,0,5,0,0,2,13
JEFFERSONM104,0,404,0,6,0,2,0,8
JEFFERSONM105,0,406,0,2,0,2,2,8
JEFFERSONM107,0,240,0,3,0,0,1,3
JEFFERSONM110,0,583,0,2,0,4,2,5
JEFFERSONM121,0,458,0,13,0,8,14,83
JEFFERSONM123,0,694,1,20,0,14,31,112
JEFFERSONM124,0,546,1,14,0,10,26,106
JEFFERSONM129,0,271,0,1,0,0,0,12
JEFFERSONM130,0,258,0,3,0,2,2,22
JEFFERSONM131,0,259,0,9,0,4,7,52
JEFFERSONM133,0,687,1,2,0,3,3,10
JEFFERSONM137,0,295,0,10,0,48,13,106
JEFFERSONM138,0,621,0,7,0,50,23,180
JEFFERSONM139,0,412,0,13,0,11,26,78
JEFFERSONM140,0,171,0,6,0,2,13,46
JEFFERSONM141,0,259,1,4,0,4,9,73
JEFFERSONM142,0,752,0,21,0,23,43,166
JEFFERSONM143,0,322,1,9,0,8,13,92
JEFFERSONM144,0,207,0,8,0,6,10,44
JEFFERSONM145,0,32,0,2,0,0,0,3
JEFFERSONM146,0,431,0,14,0,26,19,51
JEFFERSONM147,0,292,0,14,0,6,23,62
JEFFERSONM148,0,439,0,2,0,0,0,8
JEFFERSONM149,0,285,0,0,0,1,7,161
JEFFERSONM150,0,178,1,7,0,2,12,64
JEFFERSONM159,0,118,0,3,0,3,3,26
JEFFERSONM160,0,95,1,3,0,2,5,27
JEFFERSONM162,0,200,0,8,0,1,8,36
JEFFERSONM163,0,157,0,5,0,3,10,36
JEFFERSONM164,0,16,0,0,0,1,1,8
JEFFERSONM165,0,0,0,0,0,0,0,0
JEFFERSONM166,0,450,0,3,0,5,2,31
JEFFERSONM167,0,0,0,0,0,0,0,0
JEFFERSONM168,0,99,0,8,0,1,11,15
JEFFERSONM169,0,265,0,2,0,3,1,4
JEFFERSONM170,0,646,0,5,0,2,1,27
JEFFERSONM171,0,769,0,4,0,0,8,31
JEFFERSONM172,0,121,0,6,0,1,2,13
JEFFERSONM173,0,0,0,0,0,0,0,0
JEFFERSONM173 - SHI,0,540,1,1,0,4,4,67
JEFFERSONM174,0,1,0,0,0,0,0,0
JEFFERSONM175,0,0,0,0,0,0,0,0
JEFFERSONMAIL-IN 3RD A-D,0,624,0,11,0,11,21,486
JEFFERSONMAIL-IN 3RD E,0,315,0,5,0,3,11,200
JEFFERSONMAIL-IN 3RD F-G,0,696,0,15,0,17,24,291
JEFFERSONMAIL-IN 3RD H-J,0,346,0,5,0,10,16,230
JEFFERSONMAIL-IN 3RD K-M,0,640,1,8,0,12,15,156
JEFFERSONMAIL-IN 3RD NOQV,0,583,0,7,0,7,19,397
JEFFERSONMAIL-IN 3RD S,0,370,0,5,0,7,21,228
JEFFERSONMAIL-IN 4TH,0,130,0,2,0,6,9,116
JEFFERSONN101,0,531,0,7,0,3,4,100
JEFFERSONN102,0,286,0,11,0,8,15,223
JEFFERSONN103,0,670,0,9,0,4,3,18
JEFFERSONN104,0,716,0,3,0,5,6,20
JEFFERSONN105,0,521,1,3,0,1,1,30
JEFFERSONN106,0,629,0,3,0,1,3,15
JEFFERSONN107,0,630,0,4,0,4,3,11
JEFFERSONN108,0,694,1,2,0,4,2,14
JEFFERSONN109,0,466,0,3,0,3,2,7
JEFFERSONN110,0,417,0,2,0,4,6,5
JEFFERSONN111,0,295,0,1,0,1,3,2
JEFFERSONN112,0,362,0,1,0,1,2,9
JEFFERSONN113,0,273,0,1,0,0,5,7
JEFFERSONN115,0,267,0,6,0,1,10,143
JEFFERSONN117,0,413,0,4,0,4,10,91
JEFFERSONN124,0,1,0,0,0,0,0,2
JEFFERSONN125,0,349,0,5,0,9,18,322
JEFFERSONN126,0,0,0,0,0,0,0,0
JEFFERSONN126 - INH,0,168,0,7,0,9,16,288
JEFFERSONN127,0,38,0,0,0,0,0,19
JEFFERSONN128,0,162,0,0,0,1,3,54
JEFFERSONN130,0,506,0,11,0,44,30,229
JEFFERSONN131,0,263,1,5,0,9,26,346
JEFFERSONN134,0,584,2,7,0,12,15,121
JEFFERSONN135,0,88,0,0,0,1,8,36
JEFFERSONN136,0,259,0,4,0,1,1,29
JEFFERSONN137,0,132,0,0,0,0,2,2
JEFFERSONN138,0,34,0,0,0,0,0,2
JEFFERSONN139,0,75,0,0,0,0,0,0
JEFFERSONN141,0,0,0,0,0,0,0,0
JEFFERSONN141 - INH,0,208,0,0,0,7,16,222
JEFFERSONN142,0,0,0,0,0,0,0,0
JEFFERSONN142 - WDH,0,427,0,4,0,9,29,390
JEFFERSONN143,0,420,0,8,0,23,32,374
JEFFERSONN144,0,0,0,0,0,0,0,0
JEFFERSONN144 - WLP,0,234,0,5,0,15,17,236
JEFFERSONN145,0,451,0,2,0,0,1,3
JEFFERSONN146,0,0,0,0,0,0,0,0
JEFFERSONN146 - STM,0,261,0,6,0,12,15,197
JEFFERSONN147,0,72,0,3,0,1,0,32
JEFFERSONN148,0,328,0,4,0,1,3,3
JEFFERSONN149,0,102,0,0,0,0,0,1
JEFFERSONN150,0,12,0,0,0,0,0,0
JEFFERSONO105,0,650,0,3,0,3,6,147
JEFFERSONO107,0,723,0,9,0,1,11,185
JEFFERSONO109,0,591,0,5,0,3,15,211
JEFFERSONO111,0,423,0,5,0,5,6,196
JEFFERSONO112,0,230,0,5,0,3,8,292
JEFFERSONO113,0,361,0,6,0,4,3,138
JEFFERSONO114,0,309,0,5,0,3,15,364
JEFFERSONO115,0,367,1,3,0,12,26,478
JEFFERSONO117,0,0,0,0,0,0,0,0
JEFFERSONO117 - SHI,0,564,1,6,0,2,8,96
JEFFERSONO119,0,0,0,0,0,0,0,0
JEFFERSONO119 - SHI,0,544,0,12,0,1,10,103
JEFFERSONO121,0,0,0,0,0,0,0,0
JEFFERSONO121 - SHI,0,444,0,5,0,3,8,132
JEFFERSONO123,0,0,0,0,0,0,0,0
JEFFERSONO123 - SHI,0,286,0,4,0,3,8,130
JEFFERSONO124,0,0,0,0,0,0,0,0
JEFFERSONO124 - SHI,0,237,0,4,0,2,16,192
JEFFERSONO126,0,0,0,0,0,0,0,0
JEFFERSONO126 - SHI,0,364,0,5,0,3,12,183
JEFFERSONO127,0,330,0,5,0,5,13,214
JEFFERSONO128,0,372,0,4,0,6,11,356
JEFFERSONO129,0,435,1,3,0,16,22,527
JEFFERSONO130,0,292,0,2,0,5,13,316
JEFFERSONO131,0,248,1,3,0,8,18,222
JEFFERSONO133,0,265,0,6,0,13,30,498
JEFFERSONO134,0,245,1,5,0,9,13,573
JEFFERSONO135,0,260,0,3,0,7,12,336
JEFFERSONO136,0,293,0,9,0,3,13,289
JEFFERSONO137,0,432,0,2,0,11,23,509
JEFFERSONO138,0,131,0,0,0,0,5,159
JEFFERSONO139,0,17,0,1,0,1,3,15
JEFFERSONO141,0,0,0,0,0,0,0,0
JEFFERSONO142,0,173,0,8,0,8,19,225
JEFFERSONO143,0,5,0,0,0,0,0,13
JEFFERSONPRESIDENTIAL,0,27,0,0,0,6,3,12
JEFFERSONPROVISIONAL 3RD,0,11,0,0,0,0,1,9
JEFFERSONPROVISIONAL 4TH,0,0,0,0,0,0,0,0
JEFFERSONQ101,0,584,3,9,0,10,25,350
JEFFERSONQ103,0,505,0,4,0,14,33,401
JEFFERSONQ104,0,168,0,4,0,2,6,84
JEFFERSONQ105,0,530,1,7,0,12,28,502
JEFFERSONQ107,0,528,1,13,0,26,22,341
JEFFERSONQ109,0,448,1,9,0,11,24,573
JEFFERSONQ112,0,293,0,7,0,3,16,497
JEFFERSONQ113,0,110,0,2,0,4,18,255
JEFFERSONQ114,0,262,0,11,0,9,27,466
JEFFERSONQ115,0,354,0,9,0,20,18,412
JEFFERSONQ116,0,340,1,4,0,8,27,423
JEFFERSONQ117,0,274,0,7,0,13,17,436
JEFFERSONQ119,0,363,0,9,0,14,25,466
JEFFERSONQ122,0,474,2,3,0,1,6,86
JEFFERSONQ123,0,804,1,3,0,1,9,34
JEFFERSONQ124,0,413,0,1,0,2,6,129
JEFFERSONQ125,0,476,2,9,0,20,57,662
JEFFERSONQ126,0,143,0,2,0,9,9,261
JEFFERSONQ127,0,243,0,4,0,2,13,135
JEFFERSONQ131,0,145,0,0,0,4,12,226
JEFFERSONQ132,0,220,0,10,0,3,13,251
JEFFERSONQ134,0,313,0,4,0,3,9,160
JEFFERSONQ136,0,129,0,0,0,2,9,119
JEFFERSONQ137,0,377,0,9,0,11,20,276
JEFFERSONQ138,0,271,0,9,0,6,25,163
JEFFERSONQ139,0,128,0,5,0,9,10,173
JEFFERSONS116,0,265,0,3,0,3,15,339
JEFFERSONS118,0,392,1,4,0,11,46,383
JEFFERSONS119,0,515,1,8,0,16,31,378
JEFFERSONS125,0,537,1,6,0,6,20,466
JEFFERSONS126,0,0,0,0,0,0,0,0
JEFFERSONS126 - PSP,0,360,0,4,0,8,22,416
