precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,pri_rep_WILLIAMS,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HOEFLING,gen_ind_KENISTON,gen_ind_KOTLIKOFF,gen_ind_MALDONADO,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_ind_SCHOENKE,gen_ind_SOLTYSIK,gen_lib_JOHNSON,gen_rep_TRUMP,dem_primary_total,general_total
SHAWANOTOWN OF MORRIS WARD 1,36,0,1,37,0,0,0,46,0,0,1,11,0,0,0,49,0,3,80,1,0,0,0,0,0,0,0,0,0,0,0,6,131,74,221
SHAWANOTOWN OF NAVARINO WARD 1,29,0,0,24,0,1,0,68,0,0,0,5,0,2,0,54,0,0,65,1,0,0,0,0,0,0,0,4,0,0,0,5,162,53,237
SHAWANOTOWN OF PELLA WARD 1,39,0,0,57,1,0,0,104,0,0,0,14,0,0,1,132,0,0,98,2,0,0,0,0,0,0,0,2,1,0,0,14,378,96,495
SHAWANOTOWN OF RED SPRINGS WARDS 1-2,68,0,0,108,0,0,1,85,2,0,0,7,0,1,0,81,0,3,219,9,0,0,0,0,0,0,0,2,0,0,0,12,189,176,434
SHAWANOTOWN OF RICHMOND WARDS 1-3,79,0,0,148,0,4,0,247,0,0,1,48,0,2,0,254,0,5,254,6,0,0,0,0,0,0,0,0,0,0,0,25,735,227,1025
SHAWANOTOWN OF SENECA WARD 1,19,0,0,41,2,0,0,58,0,0,0,6,0,3,0,67,0,3,88,3,0,0,0,0,0,0,0,0,0,0,0,9,176,60,279
SHAWANOTOWN OF WASHINGTON WARDS 1-3,106,0,1,120,2,1,0,176,0,0,0,39,0,3,0,228,0,9,282,7,0,0,0,0,0,0,0,0,0,0,0,16,668,227,982
SHAWANOTOWN OF WAUKECHON WARDS 1-2,48,0,0,61,2,0,1,131,0,0,0,13,0,2,0,140,0,0,107,5,0,0,0,0,0,0,0,2,1,0,0,29,385,109,529
SHAWANOTOWN OF WITTENBERG WARDS 1-2,53,0,0,44,0,1,0,74,0,0,2,16,0,2,0,98,0,3,135,3,0,0,0,0,0,0,0,0,0,0,0,11,296,97,448
SHAWANOVILLAGE OF ANIWA WARD 1,14,0,0,14,0,0,1,15,0,0,0,6,1,0,0,20,0,2,31,1,0,0,0,0,0,0,0,0,0,0,0,6,63,28,103
SHAWANOVILLAGE OF BIRNAMWOOD WARD 1,41,0,0,55,0,0,0,55,0,0,0,5,2,0,0,56,0,0,117,5,0,0,0,0,0,0,0,0,0,0,0,10,183,96,315
SHAWANOVILLAGE OF BONDUEL WARD 1-2,52,0,0,96,3,1,0,175,0,0,3,34,0,0,0,146,0,4,168,4,0,0,0,0,0,0,0,3,0,0,0,27,496,148,702
SHAWANOVILLAGE OF BOWLER WARD 1,13,0,0,37,0,1,1,15,0,0,0,1,0,0,0,32,0,0,37,5,0,1,0,0,0,0,0,0,0,0,0,3,74,50,120
SHAWANOVILLAGE OF CECIL WARD 1,25,0,0,37,0,0,0,89,0,0,1,8,0,3,0,75,0,1,91,0,0,0,0,0,0,0,0,1,0,0,0,11,214,62,318
SHAWANOVILLAGE OF ELAND WARD 1,28,0,0,44,0,0,0,19,0,0,0,0,0,1,1,20,0,0,58,1,0,0,0,0,0,0,0,0,0,0,0,2,47,72,108
SHAWANOVILLAGE OF GRESHAM WARD 1,39,0,0,57,0,1,0,53,0,0,0,3,0,1,0,60,0,0,105,10,0,0,0,0,0,0,0,0,0,0,0,10,120,96,245
SHAWANOVILLAGE OF MATTOON WARD 1,23,0,0,23,0,0,0,28,0,0,0,1,0,0,0,38,0,1,42,1,0,0,0,0,0,0,0,0,0,0,0,2,102,46,148
SHAWANOVILLAGE OF TIGERTON WARD 1,34,0,0,59,1,2,0,71,0,0,0,8,0,1,0,89,0,2,113,2,0,1,0,0,0,0,0,0,0,0,0,7,230,93,355
SHEBOYGANCITY OF PLYMOUTH WARD 1-3,125,0,2,164,3,1,0,256,0,0,1,41,1,3,0,121,0,8,423,5,0,1,0,0,0,0,0,2,2,0,0,50,569,291,1060
SHEBOYGANCITY OF PLYMOUTH WARD 10-12,135,0,0,114,0,4,1,260,0,0,1,87,2,7,1,124,0,6,383,15,0,0,0,0,0,0,0,12,0,0,0,41,518,249,975
SHEBOYGANCITY OF PLYMOUTH WARD 4-6,158,0,0,156,3,2,1,274,0,0,0,77,0,2,0,123,0,8,474,8,0,0,0,0,0,0,0,4,1,0,0,46,599,314,1140
SHEBOYGANCITY OF PLYMOUTH WARD 7-9,136,0,0,135,1,1,2,266,2,0,0,84,0,4,0,124,0,3,447,10,0,0,0,0,0,0,0,13,0,0,0,51,628,271,1152
"SHEBOYGANCITY OF SHEBOYGAN FALLS WARDS 1-2,9",211,0,1,211,1,1,0,479,0,0,2,116,5,5,0,201,0,11,610,13,0,0,0,0,0,0,0,13,1,0,0,64,946,423,1658
SHEBOYGANCITY OF SHEBOYGAN FALLS WARDS 3-5,201,0,1,224,3,3,1,356,0,0,2,68,4,2,0,132,0,9,613,21,0,2,1,0,0,0,0,11,4,0,0,84,701,426,1446
SHEBOYGANCITY OF SHEBOYGAN FALLS WARDS 6-8,182,0,0,211,2,8,2,299,0,0,0,64,1,4,2,185,0,14,555,7,0,0,0,0,0,0,0,10,0,0,0,67,751,393,1404
SHEBOYGANCITY OF SHEBOYGAN WARD 1,204,0,2,264,0,1,1,276,1,0,1,79,0,4,0,129,0,4,641,12,0,0,0,0,0,0,0,9,2,0,0,50,401,470,1119
SHEBOYGANCITY OF SHEBOYGAN WARD 10,96,0,0,211,1,1,0,94,0,0,1,17,1,4,0,93,0,5,418,21,0,1,0,0,0,0,0,5,1,0,0,46,305,307,802
SHEBOYGANCITY OF SHEBOYGAN WARD 11,94,0,0,218,1,1,0,120,0,0,0,28,0,1,0,64,0,9,422,15,0,0,0,0,0,0,0,1,1,0,0,32,285,312,765
SHEBOYGANCITY OF SHEBOYGAN WARD 12,101,0,2,188,0,1,0,155,0,0,0,55,1,1,0,94,0,2,379,17,0,0,0,0,0,0,0,10,0,0,0,39,325,291,772
SHEBOYGANCITY OF SHEBOYGAN WARD 13,158,0,1,288,0,1,0,138,0,0,0,65,1,4,0,91,0,8,612,13,0,3,0,0,0,0,0,5,2,0,0,70,380,447,1093
SHEBOYGANCITY OF SHEBOYGAN WARD 14,105,0,1,148,2,3,0,72,1,1,0,24,2,2,0,48,0,6,389,13,0,0,0,0,0,0,0,4,2,0,0,28,228,254,670
SHEBOYGANCITY OF SHEBOYGAN WARD 15,53,0,0,81,0,1,1,43,0,0,0,13,1,0,0,41,0,3,196,4,0,0,0,0,0,0,0,0,0,0,0,19,142,134,364
SHEBOYGANCITY OF SHEBOYGAN WARD 16,135,0,1,147,4,0,1,171,0,2,2,42,0,6,0,92,0,9,422,9,0,0,0,0,0,0,0,0,0,0,0,43,403,283,886
SHEBOYGANCITY OF SHEBOYGAN WARD 17,121,0,0,133,1,2,1,146,0,1,1,26,0,1,0,73,0,2,359,5,0,0,0,0,0,0,0,2,2,0,0,34,318,254,722
SHEBOYGANCITY OF SHEBOYGAN WARD 18,89,0,0,174,0,0,1,86,0,1,0,9,1,0,0,76,0,6,378,18,0,0,0,0,0,0,0,0,3,0,0,36,268,263,709
SHEBOYGANCITY OF SHEBOYGAN WARD 19,162,0,2,199,2,1,0,195,0,0,0,58,0,4,0,143,0,8,529,13,0,0,0,0,0,0,0,3,1,0,0,53,512,363,1119
SHEBOYGANCITY OF SHEBOYGAN WARD 2,200,0,0,157,1,4,0,200,0,0,0,58,0,3,2,75,0,4,481,11,0,1,0,0,0,0,0,9,0,0,0,46,400,357,952
SHEBOYGANCITY OF SHEBOYGAN WARD 20,106,0,1,205,0,0,0,153,0,0,1,29,1,3,0,93,0,3,441,8,0,0,0,0,0,0,0,2,0,0,0,48,394,312,896
SHEBOYGANCITY OF SHEBOYGAN WARD 21,53,0,0,97,1,0,1,72,0,0,0,8,1,0,0,44,0,2,225,6,0,0,0,0,0,0,0,0,0,0,0,20,178,150,431
SHEBOYGANCITY OF SHEBOYGAN WARD 22,220,0,1,220,2,5,1,201,0,0,2,47,0,2,1,125,0,9,659,15,0,1,0,0,0,0,0,5,0,0,0,61,541,441,1291
SHEBOYGANCITY OF SHEBOYGAN WARD 23,188,0,2,210,0,1,2,242,0,0,1,69,0,3,0,140,0,3,616,18,0,0,0,0,0,0,0,1,2,0,0,48,617,400,1305
SHEBOYGANCITY OF SHEBOYGAN WARD 24,191,0,1,241,2,3,0,231,0,1,0,55,1,4,0,114,0,4,634,14,0,2,0,0,0,0,0,10,1,0,0,47,528,433,1240
SHEBOYGANCITY OF SHEBOYGAN WARD 25,129,0,1,165,0,1,1,204,0,0,0,44,0,4,0,134,0,0,421,4,0,0,0,0,0,0,0,1,0,0,0,32,491,295,949
SHEBOYGANCITY OF SHEBOYGAN WARD 26,177,0,0,156,2,1,1,228,1,0,0,43,1,2,0,97,0,3,449,6,0,0,0,0,0,0,0,0,2,0,0,40,476,333,976
SHEBOYGANCITY OF SHEBOYGAN WARD 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHEBOYGANCITY OF SHEBOYGAN WARD 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHEBOYGANCITY OF SHEBOYGAN WARD 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHEBOYGANCITY OF SHEBOYGAN WARD 3,128,0,0,174,0,0,0,195,0,0,0,58,0,4,1,69,0,12,410,11,0,0,0,0,0,0,0,6,0,0,0,35,391,302,865
SHEBOYGANCITY OF SHEBOYGAN WARD 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHEBOYGANCITY OF SHEBOYGAN WARD 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHEBOYGANCITY OF SHEBOYGAN WARD 32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHEBOYGANCITY OF SHEBOYGAN WARD 4,104,0,0,193,0,1,2,104,0,0,0,14,0,6,0,74,0,2,431,12,0,0,0,0,0,0,0,3,2,0,0,45,299,297,794
SHEBOYGANCITY OF SHEBOYGAN WARD 5,188,0,1,176,2,1,0,217,0,0,0,59,0,4,0,124,0,1,519,5,0,0,1,0,0,0,0,11,1,0,0,37,464,365,1039
SHEBOYGANCITY OF SHEBOYGAN WARD 6,41,0,0,44,0,0,0,50,0,0,0,15,0,1,0,18,0,1,127,0,0,0,0,0,0,0,0,2,1,0,0,8,114,85,253
SHEBOYGANCITY OF SHEBOYGAN WARD 7,15,0,0,18,1,0,0,28,0,0,0,3,0,0,0,17,0,1,46,1,0,0,0,0,0,0,0,0,0,0,0,5,52,33,105
SHEBOYGANCITY OF SHEBOYGAN WARD 8,70,0,0,91,0,0,0,87,1,0,0,21,0,1,1,50,0,1,207,5,0,0,0,0,0,0,0,4,2,0,0,24,214,161,457
SHEBOYGANCITY OF SHEBOYGAN WARD 9,12,0,0,24,1,0,0,11,0,0,0,1,0,0,0,10,0,3,43,4,0,0,0,0,0,0,0,0,0,0,0,6,39,36,95
SHEBOYGANTOWN OF GREENBUSH WARDS 1-3,87,0,3,127,0,0,1,314,1,0,1,50,0,6,0,102,1,4,292,3,0,0,2,1,0,0,0,0,0,0,0,31,564,217,897
SHEBOYGANTOWN OF HERMAN WARDS 1-3,85,0,1,137,1,4,0,322,0,0,2,41,0,2,1,132,0,8,320,6,0,1,0,0,0,0,0,4,0,0,0,37,678,223,1054
SHEBOYGANTOWN OF HOLLAND WARDS 1-3,92,0,0,138,1,3,1,666,0,0,0,108,3,4,0,134,0,13,306,12,0,0,1,0,0,0,0,8,0,0,0,49,1084,230,1473
SHEBOYGANTOWN OF LIMA WARDS 1-4,117,0,2,157,2,3,0,718,0,1,2,107,0,9,0,202,0,14,412,8,0,0,0,0,0,0,0,24,0,0,0,61,1218,276,1737
SHEBOYGANTOWN OF LYNDON WARDS 1-3,77,0,1,109,2,0,0,310,1,0,0,36,3,5,0,134,0,4,234,12,0,0,0,0,0,0,0,4,0,0,0,37,620,187,911
SHEBOYGANTOWN OF MITCHELL WARDS 1-3,61,0,0,110,1,0,1,224,0,0,0,34,0,4,0,142,0,4,181,11,0,0,0,0,0,0,0,0,0,0,0,21,496,171,713
SHEBOYGANTOWN OF MOSEL WARD 1,46,0,1,74,0,2,0,137,0,0,0,17,0,3,0,64,0,4,153,7,0,0,0,0,0,0,0,3,0,0,0,21,290,121,478
SHEBOYGANTOWN OF PLYMOUTH WARDS 1-4,207,0,1,227,3,3,1,592,0,0,2,122,1,11,1,235,0,13,590,20,0,0,0,0,0,0,0,13,2,0,0,66,1180,435,1884
SHEBOYGANTOWN OF RHINE WARDS 1-3,171,0,1,193,0,3,0,413,0,0,0,54,2,4,0,180,0,8,500,5,0,1,0,0,0,0,0,13,3,0,0,22,869,365,1421
SHEBOYGANTOWN OF RUSSELL WARD 1,10,0,0,22,1,1,0,74,1,0,0,6,0,0,0,26,0,2,45,0,0,0,0,0,0,0,0,0,1,0,0,5,152,32,205
SHEBOYGANTOWN OF SCOTT WARDS 1-3,68,0,1,91,1,0,0,367,1,0,0,54,0,3,1,152,0,4,207,3,0,0,0,0,0,0,0,11,1,0,0,24,819,160,1069
SHEBOYGANTOWN OF SHEBOYGAN FALLS WARDS 1-3,78,0,0,110,2,1,1,306,0,0,2,59,1,8,0,134,0,8,278,5,0,1,0,0,0,0,0,4,1,0,0,35,682,188,1014
SHEBOYGANTOWN OF SHEBOYGAN WARDS 1-10,605,0,1,579,6,9,1,1200,2,1,5,306,6,22,0,542,1,26,1866,36,0,0,1,0,0,0,0,20,1,0,0,175,2478,1185,4603
SHEBOYGANTOWN OF SHERMAN WARDS 1-2,55,0,0,78,2,2,2,313,0,0,0,42,1,1,0,133,0,4,199,11,0,0,0,0,0,0,0,1,0,0,0,25,647,133,887
SHEBOYGANTOWN OF WILSON WARDS 1-4,282,0,0,348,3,6,0,653,2,0,1,163,3,3,2,315,0,15,859,7,0,1,0,0,0,0,0,9,1,0,0,66,1273,630,2231
SHEBOYGANVILLAGE OF ADELL WARD 1,21,0,1,24,1,1,0,88,0,0,0,12,0,1,1,37,0,3,51,2,0,0,0,0,0,0,1,0,1,0,0,7,208,46,273
SHEBOYGANVILLAGE OF CASCADE WARD 1,33,0,1,47,0,2,0,95,0,0,0,8,1,2,0,56,0,4,105,3,0,1,0,0,0,0,0,0,0,0,0,14,245,81,372
SHEBOYGANVILLAGE OF CEDAR GROVE WARDS 1-3,10,0,0,98,1,4,0,507,1,0,1,68,1,3,1,110,0,13,205,2,0,1,0,0,0,0,0,16,0,0,0,47,875,108,1159
SHEBOYGANVILLAGE OF ELKHART LAKE WARDS 1-2,109,0,0,125,0,1,0,158,0,1,2,67,1,1,0,87,0,4,308,12,0,0,0,0,0,0,0,8,1,0,0,27,338,234,698
SHEBOYGANVILLAGE OF GLENBEULAH WARD 1,40,0,0,52,0,1,1,56,0,0,0,12,0,1,0,37,0,3,96,2,0,0,0,0,0,0,0,0,0,0,0,14,145,92,260
SHEBOYGANVILLAGE OF HOWARDS GROVE WARDS 1-4,233,0,2,256,0,2,0,548,1,0,1,128,1,15,0,227,1,8,679,17,0,1,0,0,0,0,0,5,2,0,0,83,1139,491,1934
SHEBOYGANVILLAGE OF KOHLER WARDS 1-3,192,0,0,160,0,2,1,381,0,0,1,144,1,9,0,151,0,1,562,4,0,0,0,0,0,0,0,13,0,0,0,32,726,352,1338
SHEBOYGANVILLAGE OF OOSTBURG WARDS 1-4,74,0,0,95,4,7,1,916,1,0,0,98,6,15,0,184,0,18,240,9,0,2,2,0,0,0,0,17,1,0,0,76,1465,169,1830
SHEBOYGANVILLAGE OF RANDOM LAKE WARDS 1-2,82,0,0,118,1,2,0,297,1,0,1,42,0,8,0,111,0,4,237,4,0,0,0,0,0,0,0,0,1,0,0,32,593,200,871
SHEBOYGANVILLAGE OF WALDO WARD 1,22,0,0,40,1,0,0,95,0,0,0,12,0,3,0,50,0,3,72,4,0,0,0,0,0,0,0,2,1,0,0,14,197,62,293
ST. CROIXCITY OF GLENWOOD CITY WARD 1-2,70,0,0,68,0,1,0,71,0,0,0,17,0,4,0,107,0,3,186,7,0,2,0,0,0,0,0,2,3,0,0,15,338,138,556
ST. CROIXCITY OF HUDSON WARD 1-2,91,0,1,122,1,2,0,139,0,0,0,45,3,3,0,105,0,11,420,21,0,0,0,0,0,0,0,0,1,0,0,56,476,214,985
ST. CROIXCITY OF HUDSON WARD 11-12,194,0,2,184,2,5,1,197,0,0,0,123,2,16,0,138,0,7,537,19,0,3,0,0,0,0,0,7,0,0,0,73,568,380,1214
ST. CROIXCITY OF HUDSON WARD 3-4,208,0,2,175,5,3,0,229,0,0,0,122,2,14,0,255,0,6,707,9,0,2,0,0,0,0,0,9,0,0,0,75,850,385,1658
ST. CROIXCITY OF HUDSON WARD 5-6,184,0,0,198,4,8,1,168,1,0,4,98,0,19,0,183,0,8,609,11,0,0,0,0,0,0,0,6,0,0,0,51,522,382,1207
ST. CROIXCITY OF HUDSON WARD 7-8,134,0,1,155,2,0,0,165,1,0,1,81,2,7,0,149,0,5,511,11,0,0,0,0,0,0,0,9,0,0,0,76,561,290,1173
ST. CROIXCITY OF HUDSON WARD 9-10,208,0,2,282,2,6,0,146,1,0,3,74,6,8,0,127,0,2,645,20,0,0,0,0,1,0,0,11,1,0,0,56,444,492,1180
ST. CROIXTOWN OF CADY WARD 1,41,0,1,57,2,1,1,100,0,0,0,13,1,5,0,97,0,10,131,4,0,0,0,0,0,0,0,1,1,0,0,16,306,99,469
ST. CROIXTOWN OF CYLON WARD 1,22,0,0,36,0,2,0,87,0,0,0,10,1,3,0,68,0,0,108,3,0,0,0,0,0,0,0,5,0,0,0,14,236,58,366
ST. CROIXTOWN OF EMERALD WARD 1,30,0,0,45,0,4,0,67,0,0,0,6,2,3,0,67,0,0,124,5,0,2,0,0,0,0,0,1,0,0,0,12,264,75,408
ST. CROIXTOWN OF ERIN PRAIRIE WARD 1,39,0,1,46,0,1,0,47,0,0,0,25,1,1,1,50,0,3,129,5,0,0,0,0,0,0,0,1,0,0,0,10,240,86,388
ST. CROIXTOWN OF FOREST WARD 1,27,0,0,30,0,5,0,40,1,0,1,12,0,3,0,66,0,4,72,3,0,2,0,0,0,0,0,2,0,0,0,11,220,57,314
ST. CROIXTOWN OF GLENWOOD WARD 1,32,0,1,35,0,1,0,66,0,0,1,6,0,0,0,81,0,1,92,3,0,0,0,0,0,0,0,2,1,0,0,16,262,68,377
ST. CROIXTOWN OF HAMMOND WARDS 1-3,63,0,0,103,1,4,0,177,0,0,1,43,1,8,1,161,0,7,311,15,0,3,0,0,0,0,0,1,1,0,0,78,836,166,1252
ST. CROIXTOWN OF HUDSON WARDS 1-14,565,0,5,621,13,21,5,939,2,0,5,406,13,62,2,868,0,17,1760,37,0,1,0,0,0,0,1,23,1,0,0,249,2867,1191,4956
ST. CROIXTOWN OF KINNICKINNIC WARDS 1-3,132,0,1,139,4,0,0,133,1,0,2,80,0,5,0,132,0,0,419,15,0,1,1,0,0,0,0,4,1,0,0,48,561,272,1050
ST. CROIXTOWN OF PLEASANT VALLEY WARD 1,39,0,0,34,1,0,0,45,0,0,0,11,0,0,0,45,0,3,110,2,0,0,0,0,0,0,0,2,0,0,0,10,145,73,272
ST. CROIXTOWN OF RUSH RIVER WARD 1,36,0,0,39,0,0,0,40,0,0,0,17,1,3,0,42,0,2,101,3,0,1,0,0,0,0,0,0,1,0,0,16,162,75,286
ST. CROIXTOWN OF SPRINGFIELD WARD 1,28,0,1,67,0,1,0,75,0,0,0,24,2,2,0,78,0,8,148,4,0,0,0,0,0,0,0,0,0,0,0,21,317,96,498
ST. CROIXTOWN OF ST. JOSEPH WARD 1-6,262,0,7,333,3,9,1,437,3,0,2,203,6,29,2,426,0,5,908,24,0,4,0,0,0,0,0,7,1,0,0,110,1375,602,2434
ST. CROIXTOWN OF STANTON WARD 1,47,0,0,44,0,2,0,76,0,0,2,28,0,4,1,58,0,0,171,4,0,3,0,0,0,0,0,0,0,0,0,21,303,91,502
ST. CROIXTOWN OF TROY WARD 1-7,345,0,2,352,2,7,3,563,1,0,1,247,4,20,2,437,0,19,1219,22,0,2,0,0,0,0,0,12,0,0,0,137,1778,699,3189
ST. CROIXTOWN OF WARREN WARDS 1-3,75,0,1,95,1,0,0,144,0,0,0,33,0,4,1,140,0,4,294,8,0,3,0,0,0,0,0,8,0,0,0,39,633,171,989
ST. CROIXVILLAGE OF BALDWIN WARD 1-6,160,0,2,209,3,5,1,271,0,0,1,65,1,8,0,255,0,7,698,12,0,4,0,0,0,0,0,10,1,0,0,125,1052,371,1909
ST. CROIXVILLAGE OF DEER PARK WARD 1,7,0,0,11,0,0,0,21,0,0,0,6,0,1,0,24,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,8,82,18,112
ST. CROIXVILLAGE OF HAMMOND WARDS 1-4,92,0,2,127,1,3,2,107,0,0,1,23,2,3,0,145,0,6,341,18,0,2,0,0,0,0,0,3,0,0,0,64,481,221,915
ST. CROIXVILLAGE OF NORTH HUDSON WARD 1-6,292,0,1,318,2,15,1,335,2,0,1,173,3,18,0,366,0,14,929,26,0,1,0,0,0,0,0,15,1,0,0,99,1106,611,2191
ST. CROIXVILLAGE OF ROBERTS WARDS 1-4,83,0,0,105,1,1,0,91,0,0,0,18,2,4,0,106,0,7,322,10,0,1,0,0,0,0,0,2,0,0,0,49,422,188,813
ST. CROIXVILLAGE OF SOMERSET WARD 1-4,95,0,0,119,3,3,0,112,0,0,1,25,4,10,0,184,0,9,362,15,0,1,0,1,0,0,0,0,1,0,0,62,703,214,1154
ST. CROIXVILLAGE OF SPRING VALLEY WARD 3,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
ST. CROIXVILLAGE OF STAR PRAIRIE WARD 1,26,0,0,49,0,0,0,32,0,0,0,6,0,2,0,64,0,2,99,7,0,0,0,0,0,0,0,0,0,0,0,28,183,75,319
ST. CROIXVILLAGE OF WILSON WARD 1,10,0,0,13,0,0,0,21,0,0,0,3,0,0,0,17,0,0,30,1,0,2,0,0,0,0,0,0,1,0,0,6,56,23,96
ST. CROIXVILLAGE OF WOODVILLE WARD 1-2,51,0,3,66,1,3,0,93,1,0,0,10,0,4,0,88,0,6,193,8,0,2,0,0,0,0,0,4,0,0,0,29,356,120,598
TAYLORTOWN OF AURORA WARD 1,10,0,0,24,0,1,0,37,0,0,0,6,0,0,0,36,0,0,39,2,0,0,0,0,0,0,0,0,1,0,0,1,135,34,178
TAYLORTOWN OF BROWNING WARD 1,36,0,0,51,1,0,0,77,0,0,0,11,2,2,0,105,0,3,73,3,0,0,0,0,0,0,0,2,1,0,0,16,325,87,423
TAYLORTOWN OF CHELSEA WARD 1,28,0,0,53,0,3,0,87,0,0,0,18,0,0,0,90,0,3,86,0,0,1,0,0,0,0,0,1,1,0,0,9,274,81,375
TAYLORTOWN OF CLEVELAND WARD 1,11,0,0,16,0,0,0,29,0,0,0,0,0,0,0,32,0,1,21,2,0,0,0,0,0,0,0,0,0,0,0,9,98,27,131
TAYLORTOWN OF DEER CREEK WARD 1,25,0,0,46,1,1,0,75,0,0,0,7,2,1,0,89,0,0,60,1,0,0,0,0,0,0,0,0,0,0,0,7,279,71,347
TAYLORTOWN OF FORD WARD 1,15,0,1,12,0,2,0,26,0,0,0,3,0,0,0,34,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,5,94,28,137
TAYLORTOWN OF GOODRICH WARD 1,17,0,0,28,2,0,0,56,0,0,0,10,0,1,0,78,0,1,60,1,0,0,1,0,0,0,0,1,0,0,0,8,206,45,278
TAYLORTOWN OF GREENWOOD WARD 1,19,0,0,46,0,0,0,50,0,0,0,7,0,2,0,68,0,1,73,3,0,0,0,0,0,0,0,1,0,0,0,5,239,65,322
TAYLORTOWN OF GROVER WARD 1,6,0,0,14,0,0,1,31,0,0,0,1,0,0,0,43,0,0,19,3,0,1,0,0,0,0,0,1,0,0,0,5,103,20,132
TAYLORTOWN OF HOLWAY WARD 1,22,0,0,34,0,1,0,65,0,0,0,4,1,1,0,43,0,4,62,3,0,0,0,0,0,0,0,1,1,0,0,9,189,56,269
TAYLORTOWN OF JUMP RIVER WARD 1,22,0,1,11,0,0,0,16,0,0,0,0,0,0,0,17,0,0,44,2,0,0,0,0,0,0,0,0,0,0,0,2,92,34,140
TAYLORTOWN OF LITTLE BLACK WARD 1-2,54,0,1,54,1,1,0,111,1,0,3,18,0,2,0,119,0,2,142,2,0,1,0,0,0,0,0,1,2,0,0,18,382,109,550
TAYLORTOWN OF MAPLEHURST WARD 1,9,0,0,23,1,1,0,21,0,0,0,7,0,0,0,58,0,0,33,0,0,1,0,0,0,0,0,0,0,0,0,3,136,32,173
TAYLORTOWN OF MCKINLEY WARD 1,13,0,0,15,0,0,0,36,0,0,0,5,0,1,1,38,0,1,24,1,0,0,0,0,0,0,0,0,0,0,0,2,143,28,171
TAYLORTOWN OF MOLITOR WARD 1,21,0,0,22,0,0,0,22,0,0,0,6,0,1,0,50,0,0,47,2,0,1,0,0,0,0,0,0,1,0,0,1,118,43,170
TAYLORTOWN OF PERSHING WARD 1,15,0,0,13,0,0,0,14,0,1,0,0,0,0,0,6,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,1,44,28,76
TAYLORTOWN OF ROOSEVELT WARD 1,19,0,0,29,0,1,0,34,0,0,0,4,0,2,0,38,0,1,47,1,0,0,0,0,0,0,0,0,0,0,0,6,118,48,173
TAYLORTOWN OF TAFT WARD 1,15,0,0,21,0,0,0,31,0,0,1,1,0,0,0,30,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,7,103,36,146
TAYLORTOWN OF WESTBORO WARD 1,21,0,1,46,0,3,0,73,0,0,0,9,0,2,0,86,0,2,70,2,0,0,0,1,0,0,0,1,0,0,0,6,287,68,369
TAYLORVILLAGE OF GILMAN WARD 1,16,0,0,28,0,0,1,23,0,0,0,7,0,1,1,44,0,1,61,3,0,0,0,0,0,0,0,0,0,0,0,5,112,44,182
TAYLORVILLAGE OF LUBLIN WARD 1,9,0,1,3,0,0,6,11,0,0,0,0,0,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,39,13,53
TAYLORVILLAGE OF RIB LAKE WARD 1,39,0,1,52,0,2,0,75,0,0,0,11,0,2,0,61,0,5,103,2,0,1,0,0,0,0,0,0,0,0,0,7,232,92,350
TAYLORVILLAGE OF STETSONVILLE WARD 1,26,0,1,39,0,1,0,40,0,0,1,9,0,2,0,51,0,2,70,2,0,1,0,0,0,0,0,0,0,0,0,8,163,66,246
