precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,pri_rep_WILLIAMS,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HOEFLING,gen_ind_KENISTON,gen_ind_KOTLIKOFF,gen_ind_MALDONADO,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_ind_SCHOENKE,gen_ind_SOLTYSIK,gen_lib_JOHNSON,gen_rep_TRUMP,dem_primary_total,general_total
TREMPEALEAUCITY OF ARCADIA WARDS 1-3,105,1,0,114,1,1,0,128,0,0,0,34,0,2,0,153,2,7,292,7,0,0,0,0,0,0,0,0,1,0,0,20,469,220,796
TREMPEALEAUCITY OF BLAIR WARDS 1-3,104,0,0,71,1,0,0,46,0,0,0,18,1,5,0,70,0,4,241,6,0,1,0,0,0,0,0,0,0,0,0,16,241,175,509
TREMPEALEAUCITY OF GALESVILLE WARD 1-3,90,0,1,171,2,4,1,94,0,0,0,29,2,5,1,126,0,3,330,11,0,0,0,0,0,0,0,0,0,0,0,22,392,262,758
TREMPEALEAUCITY OF INDEPENDENCE WARDS 1-3,67,0,2,77,0,0,0,55,0,0,0,21,0,3,0,99,0,3,179,8,0,0,0,0,0,0,0,1,2,0,0,15,258,146,466
TREMPEALEAUCITY OF OSSEO WARDS 1-3,136,0,1,132,0,3,1,115,0,0,0,29,2,3,0,129,0,3,389,6,0,0,0,0,0,0,0,2,1,0,0,22,436,269,859
TREMPEALEAUCITY OF WHITEHALL WARDS 1-3,144,1,0,142,1,0,2,101,0,0,0,27,0,4,0,100,0,1,326,1,0,1,0,0,0,0,0,2,0,0,0,23,337,287,691
TREMPEALEAUTOWN OF ALBION WARDS 1-2,34,0,0,59,0,0,0,38,0,0,0,11,0,0,0,89,0,0,126,2,0,0,0,0,0,0,0,0,0,0,0,15,202,93,345
TREMPEALEAUTOWN OF ARCADIA WARDS 1-4,119,1,3,168,0,1,0,110,0,0,2,45,0,2,0,198,1,6,319,4,0,0,0,0,0,0,0,0,0,0,0,11,572,291,912
TREMPEALEAUTOWN OF BURNSIDE WARDS 1-2,38,0,0,36,1,0,0,22,0,0,0,6,0,4,0,51,0,1,76,1,0,0,0,0,0,0,0,0,0,0,0,6,120,74,204
TREMPEALEAUTOWN OF CALEDONIA WARDS 1-2,48,0,0,78,0,0,0,54,1,1,1,24,0,4,0,95,0,2,188,8,0,1,0,0,0,0,0,2,0,0,0,13,287,126,501
TREMPEALEAUTOWN OF CHIMNEY ROCK WARD 1,24,0,0,23,0,0,0,22,0,0,0,8,0,0,0,20,0,0,63,1,0,0,0,0,0,0,0,0,0,0,0,1,84,47,149
TREMPEALEAUTOWN OF DODGE WARD 1,34,0,0,50,0,0,0,30,0,0,0,6,0,1,0,36,0,4,95,1,0,0,0,0,0,0,0,0,0,0,0,3,130,84,233
TREMPEALEAUTOWN OF HALE WARD 1,91,0,1,97,0,1,0,82,0,0,0,13,0,1,0,120,0,3,226,0,0,1,0,0,0,0,0,0,0,0,0,16,328,189,574
TREMPEALEAUTOWN OF LINCOLN WARDS 1-2,55,1,1,49,3,0,0,39,0,0,0,10,0,0,0,47,0,0,140,3,0,0,0,0,0,0,0,1,0,0,0,13,163,106,320
TREMPEALEAUTOWN OF PIGEON WARDS 1-2,68,0,1,62,0,0,1,53,1,0,0,11,1,1,0,60,0,2,142,2,0,0,0,0,0,0,0,3,1,0,0,12,199,131,361
TREMPEALEAUTOWN OF PRESTON WARDS 1-3,70,0,1,52,2,0,0,71,0,0,1,13,0,1,0,60,0,4,172,2,0,0,0,0,0,0,0,0,0,0,0,11,232,123,421
TREMPEALEAUTOWN OF SUMNER WARD 1,71,0,0,68,0,0,0,71,0,0,0,13,0,0,0,79,0,2,177,4,0,0,0,0,0,0,0,3,0,0,0,10,240,139,436
TREMPEALEAUTOWN OF TREMPEALEAU WARD 1-2,100,1,0,188,2,0,1,128,0,0,1,51,2,2,0,167,0,5,421,11,0,0,0,0,0,0,0,1,0,0,0,26,548,289,1012
TREMPEALEAUTOWN OF UNITY WARDS 1-2,30,0,0,53,0,0,0,41,0,0,0,9,0,0,0,55,0,4,112,4,0,0,0,0,0,0,0,4,0,0,0,8,152,83,284
TREMPEALEAUVILLAGE OF ELEVA WARD 1,47,0,0,51,0,0,0,35,0,0,0,10,0,0,0,46,0,1,137,1,0,0,0,0,0,0,0,0,0,0,0,8,160,98,307
TREMPEALEAUVILLAGE OF ETTRICK WARD 1,32,1,0,53,0,1,0,32,0,0,0,10,0,1,0,48,0,0,116,3,0,0,0,0,0,0,0,0,0,0,0,8,136,86,263
TREMPEALEAUVILLAGE OF PIGEON FALLS WARD 1,35,0,0,36,0,0,0,40,0,0,0,13,0,0,0,25,0,3,89,0,0,0,0,0,0,0,0,0,0,0,0,8,87,71,187
TREMPEALEAUVILLAGE OF STRUM WARDS 1-2,102,1,2,116,2,0,0,31,0,0,0,20,0,1,0,74,0,1,251,2,0,0,0,0,0,0,0,3,1,0,0,18,229,221,505
TREMPEALEAUVILLAGE OF TREMPEALEAU WARDS 1-2,133,1,0,188,3,2,0,129,0,0,0,36,0,1,0,165,2,4,362,9,0,0,0,0,0,0,0,2,0,0,0,33,482,322,892
VERNONCITY OF HILLSBORO WARD 1-4,90,0,1,111,3,3,0,80,1,0,0,26,1,4,0,119,0,1,266,10,0,0,0,0,0,0,0,3,0,0,0,24,326,202,630
VERNONCITY OF VIROQUA WARDS 1-9,281,0,0,743,1,4,0,255,0,0,2,84,3,8,0,305,2,8,1165,89,0,0,0,0,0,0,0,2,2,0,0,45,879,1024,2190
VERNONCITY OF WESTBY WARD 1-5,187,0,0,290,4,4,0,155,1,0,1,54,1,6,0,114,0,5,580,13,0,0,0,0,0,0,1,3,1,0,0,36,473,477,1112
VERNONTOWN OF BERGEN WARD 1-3,111,0,1,140,0,2,0,115,0,0,0,39,2,1,0,175,0,4,357,6,0,0,0,0,0,0,0,0,1,0,0,37,369,252,774
VERNONTOWN OF CHRISTIANA WARD 1-2,77,0,2,93,0,2,1,84,0,0,0,30,1,2,0,91,0,5,200,2,0,0,0,0,0,0,1,0,0,0,0,13,282,172,503
VERNONTOWN OF CLINTON WARD 1-2,33,0,0,50,0,0,0,28,0,0,2,9,0,1,1,47,0,0,104,2,0,0,0,0,0,0,0,1,0,0,0,8,127,83,242
VERNONTOWN OF COON WARD 1-2,72,0,0,106,1,2,0,47,0,0,0,19,0,2,0,74,0,2,200,5,0,0,0,0,0,0,0,0,0,0,0,11,208,178,426
VERNONTOWN OF FOREST WARD 1,42,0,0,46,2,1,2,39,0,0,0,11,0,1,1,43,0,4,99,5,0,0,0,0,0,0,0,0,0,0,0,3,141,88,252
VERNONTOWN OF FRANKLIN WARD 1-2,58,0,1,114,0,0,1,108,0,0,0,36,2,1,0,105,0,6,197,9,0,0,0,0,0,0,0,0,0,0,0,17,325,173,554
VERNONTOWN OF GENOA WARD 1-2,59,0,1,101,0,2,0,35,0,0,0,12,1,1,0,73,0,0,212,5,0,0,0,0,0,0,0,0,0,0,0,11,189,161,417
VERNONTOWN OF GREENWOOD WARD 1,33,0,0,40,0,0,0,24,0,0,0,8,0,1,1,39,0,0,74,1,0,1,0,0,0,0,0,1,0,0,0,6,110,73,193
VERNONTOWN OF HAMBURG WARD 1-2,77,0,0,108,0,5,1,80,0,0,1,32,1,2,0,91,0,9,233,5,0,0,0,0,0,0,0,0,0,0,0,29,258,185,534
VERNONTOWN OF HARMONY WARD 1-3,36,0,0,80,1,1,0,44,0,0,0,19,1,1,0,54,0,1,138,5,0,0,0,0,0,0,0,2,0,0,0,10,173,116,329
VERNONTOWN OF HILLSBORO WARD 1-3,38,0,0,42,0,2,1,59,1,0,0,11,0,1,0,91,0,7,106,5,0,0,0,0,0,0,0,1,0,0,0,4,221,80,344
VERNONTOWN OF JEFFERSON WARDS 1-4,68,0,0,137,1,1,0,82,1,0,0,21,0,4,0,102,0,2,245,11,0,1,0,0,0,0,0,0,1,0,0,21,325,205,606
VERNONTOWN OF KICKAPOO WARD 1,36,0,0,82,1,0,0,42,0,0,0,7,0,1,0,40,0,1,121,8,0,0,0,0,0,0,0,0,0,0,0,5,132,118,267
VERNONTOWN OF LIBERTY WARD 1,15,0,0,68,0,2,0,20,0,0,0,8,0,0,0,23,0,1,86,7,0,0,0,0,0,0,0,0,1,0,0,4,71,83,170
VERNONTOWN OF STARK WARD 1-2,19,0,0,64,0,0,0,27,0,0,0,10,0,0,1,26,0,1,92,10,0,0,0,0,0,0,0,0,0,0,0,6,100,83,209
VERNONTOWN OF STERLING WARD 1,34,0,0,53,1,4,0,54,0,0,0,16,0,1,0,65,0,2,89,6,0,0,0,0,0,0,0,0,1,0,0,9,196,87,303
VERNONTOWN OF UNION WARD 1-3,31,0,0,67,0,2,0,33,0,0,0,5,1,0,0,48,1,5,92,8,0,0,0,0,0,0,0,0,0,0,0,9,120,98,234
VERNONTOWN OF VIROQUA WARD 1-4,131,0,1,229,0,3,0,138,0,0,0,50,0,4,1,157,0,5,418,20,0,0,0,0,0,0,1,6,0,0,0,21,493,361,964
VERNONTOWN OF WEBSTER WARD 1-2,42,0,0,125,0,0,0,25,0,0,2,15,0,0,0,39,0,2,172,14,0,0,0,0,0,0,0,0,1,0,0,12,133,167,334
VERNONTOWN OF WHEATLAND WARD 1,40,0,0,72,0,1,0,31,0,0,0,9,1,1,0,77,0,4,130,1,0,0,0,0,0,0,0,0,0,0,0,13,179,112,327
VERNONTOWN OF WHITESTOWN WARD 1,24,0,0,44,0,0,0,36,0,0,0,10,0,0,0,53,0,0,87,3,0,0,0,0,0,0,0,0,0,0,0,5,137,68,232
VERNONVILLAGE OF CHASEBURG WARD 1,12,0,0,48,1,0,0,33,0,0,1,11,0,2,0,27,0,0,64,4,0,1,0,0,0,0,0,0,0,0,0,10,82,60,161
VERNONVILLAGE OF COON VALLEY WARD 1,64,0,0,81,1,0,0,68,0,0,0,26,1,2,0,72,0,4,189,4,0,1,0,0,0,0,0,0,0,0,0,19,191,145,408
VERNONVILLAGE OF DE SOTO WARD 1,19,0,0,18,0,1,0,11,0,0,1,9,0,0,0,30,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,4,68,37,122
VERNONVILLAGE OF GENOA WARD 1,27,0,0,38,0,0,0,8,0,0,1,7,0,0,0,18,0,1,70,0,0,1,0,0,0,0,0,0,0,0,0,8,54,65,134
VERNONVILLAGE OF LA FARGE WARD 1,56,0,0,93,0,1,0,34,0,0,0,8,0,2,1,55,0,2,146,14,0,1,0,0,0,0,0,1,0,0,0,7,164,149,335
VERNONVILLAGE OF ONTARIO WARD 1,21,0,0,38,0,2,0,25,0,0,0,13,0,1,0,43,0,0,69,4,0,0,0,0,0,0,0,0,1,0,0,6,111,59,191
VERNONVILLAGE OF READSTOWN WARD 1,25,0,0,33,0,1,0,16,0,0,0,6,0,1,0,39,0,1,64,5,0,0,0,0,0,0,0,0,1,0,0,22,98,58,191
VERNONVILLAGE OF STODDARD WARD 1,64,0,1,111,1,0,0,33,0,0,0,15,1,2,0,79,0,0,198,8,0,5,0,0,0,0,0,0,1,0,0,10,204,176,426
VERNONVILLAGE OF VIOLA WARD 1,14,0,0,16,0,1,0,11,0,0,1,1,0,0,0,25,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,2,57,30,99
VILASCITY OF EAGLE RIVER WARDS 1-5,69,0,0,123,1,2,2,129,1,0,1,39,0,4,0,138,1,4,293,5,0,0,0,0,0,0,0,2,1,0,0,30,421,192,756
VILASTOWN OF ARBOR VITAE WARDS 1-7,221,0,0,346,2,4,0,301,0,0,2,106,1,5,0,526,0,7,726,24,0,0,0,0,0,0,0,0,0,0,0,45,1235,567,2037
VILASTOWN OF BOULDER JUNCTION WARDS 1-2,71,0,0,108,0,1,0,92,0,0,0,37,0,1,0,191,0,2,245,2,0,0,0,0,0,0,0,0,1,0,0,17,417,179,684
VILASTOWN OF CLOVERLAND WARDS 1-2,63,0,1,91,3,0,1,113,0,0,0,41,0,2,0,197,0,2,209,10,0,0,0,0,0,0,0,0,2,0,0,19,473,155,715
VILASTOWN OF CONOVER WARDS 1-2,79,0,0,117,1,4,0,129,0,0,1,44,0,0,0,210,1,2,275,7,0,0,0,0,0,0,0,4,0,0,0,17,544,196,849
VILASTOWN OF LAC DU FLAMBEAU WARDS 1-7,159,0,0,429,2,2,1,131,0,1,1,74,2,4,2,235,0,4,762,26,0,0,0,0,0,0,0,1,2,0,0,36,591,588,1422
VILASTOWN OF LAND O-LAKES WARD 1,62,0,0,92,1,3,2,70,0,0,1,52,0,2,0,157,0,1,184,4,0,0,0,0,0,0,0,0,0,0,0,14,367,154,570
VILASTOWN OF LINCOLN WARDS 1-5,156,0,1,197,0,3,2,241,1,0,1,120,0,10,0,379,0,4,484,14,0,2,0,0,0,0,0,2,1,0,0,61,1026,354,1594
VILASTOWN OF MANITOWISH WATERS WARD 1,47,0,0,46,1,1,2,71,0,0,0,36,1,0,0,157,0,1,130,0,0,0,0,0,0,0,0,0,1,0,0,13,349,93,494
VILASTOWN OF PHELPS WARDS 1-2,64,0,0,120,0,4,0,164,0,0,0,49,0,3,1,199,0,8,220,12,0,0,0,0,0,0,0,4,2,0,0,16,524,184,786
VILASTOWN OF PLUM LAKE WARDS 1-2,39,0,0,54,1,1,0,58,0,0,0,34,0,1,0,98,0,3,117,3,0,0,0,0,0,0,0,0,0,0,0,13,234,93,370
VILASTOWN OF PRESQUE ISLE WARD 1,61,0,0,76,0,0,1,83,0,0,1,43,0,0,0,109,0,2,218,2,0,0,0,0,0,0,0,0,0,0,0,13,303,137,538
VILASTOWN OF ST. GERMAIN WARDS 1-2,141,0,0,178,1,4,0,209,0,0,0,74,2,7,0,363,0,1,420,5,0,1,0,0,0,0,0,0,1,0,0,19,850,319,1297
VILASTOWN OF WASHINGTON WARDS 1-3,138,0,1,136,1,6,1,192,0,0,1,56,0,3,0,217,0,2,373,2,0,0,0,1,0,0,0,1,0,0,0,20,625,275,1024
VILASTOWN OF WINCHESTER WARD 1,44,0,1,34,1,0,0,49,0,0,0,30,0,2,1,70,0,2,114,0,0,0,0,0,0,0,0,0,0,0,0,7,210,79,333
WALWORTHCITY OF BURLINGTON WARD 10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WALWORTHCITY OF BURLINGTON WARD 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WALWORTHCITY OF WHITEWATER WARDS 1-2,186,0,2,256,0,2,0,170,0,0,0,71,1,3,0,114,0,7,651,28,0,0,0,0,0,0,0,4,1,0,0,64,492,444,1247
WALWORTHCITY OF WHITEWATER WARDS 3-4,136,0,1,302,3,2,0,129,0,0,0,57,0,5,0,55,0,1,575,21,0,1,0,0,0,0,0,2,1,0,0,68,397,439,1066
WALWORTHCITY OF WHITEWATER WARDS 5-6,226,0,2,371,0,4,0,233,0,0,1,103,1,4,1,123,0,8,804,17,0,1,0,0,0,0,0,0,2,0,0,79,550,599,1461
WALWORTHTOWN OF BLOOMFIELD WARD 1-2,65,0,0,105,1,0,0,107,0,0,0,44,0,5,0,88,0,6,258,10,0,2,0,0,0,0,0,5,0,0,0,32,367,170,680
WALWORTHTOWN OF DARIEN WARDS 1-3,71,0,0,120,2,6,0,215,0,0,0,56,1,5,0,124,0,7,268,11,0,0,0,0,0,0,0,5,0,0,0,32,533,191,856
WALWORTHTOWN OF DELAVAN WARD 1-11,294,0,1,354,2,2,1,606,0,0,2,167,1,6,1,448,0,17,972,21,0,1,2,0,1,0,0,13,1,0,0,95,1567,649,2690
WALWORTHTOWN OF GENEVA WARDS 1-8,270,0,3,383,1,2,0,464,2,0,1,192,1,9,0,529,0,6,936,36,0,1,0,0,0,0,0,15,4,0,0,93,1583,656,2674
WALWORTHTOWN OF LA GRANGE WARD 1-3,112,0,0,184,1,3,0,362,0,0,5,113,0,5,2,220,0,4,419,17,0,0,0,0,0,0,0,8,0,0,0,47,849,296,1344
WALWORTHTOWN OF LAFAYETTE WARDS 1-3,106,0,0,153,2,0,0,339,0,0,0,87,0,5,0,178,0,5,338,8,0,0,0,0,0,0,0,14,0,0,0,37,785,259,1187
WALWORTHTOWN OF LINN WARD 5,27,0,0,34,0,0,1,53,0,0,0,21,0,3,0,34,0,2,90,6,0,0,0,0,0,0,0,2,0,0,0,9,133,61,242
"WALWORTHTOWN OF LINN WARDS 1-4,6",82,0,0,153,1,2,2,207,0,0,1,99,0,4,0,201,0,5,348,10,0,0,0,0,0,0,0,5,1,0,0,36,658,235,1063
WALWORTHTOWN OF LYONS WARDS 1-7,184,0,2,225,3,4,0,441,1,1,0,119,2,3,0,352,0,2,574,21,0,2,0,0,0,0,0,18,0,0,0,50,1198,411,1865
WALWORTHTOWN OF RICHMOND WARDS 1-3,127,0,1,159,0,3,0,221,1,0,0,62,0,1,0,158,0,3,359,7,0,0,0,0,0,0,0,3,0,0,0,37,591,287,1000
WALWORTHTOWN OF SHARON WARD 1,48,0,0,65,0,5,0,114,0,0,1,34,1,1,0,76,0,1,151,3,0,0,0,0,0,0,0,1,0,0,0,15,320,113,491
WALWORTHTOWN OF SUGAR CREEK WARD 1-5,211,0,0,328,8,4,2,510,1,3,0,125,1,9,0,326,0,6,696,17,0,1,0,0,0,0,0,3,1,0,0,90,1361,539,2175
WALWORTHTOWN OF TROY WARDS 1-3,143,0,0,186,2,4,1,472,0,0,1,98,0,3,0,218,0,11,435,13,0,1,0,0,0,0,0,8,0,0,0,45,985,329,1498
WALWORTHTOWN OF WHITEWATER WARD 1-2,112,0,0,125,2,3,0,207,0,0,1,50,0,3,0,122,0,1,309,7,0,0,0,0,0,0,0,0,1,0,0,38,434,237,790
WALWORTHTOWN OF WHITEWATER WARD 3,2,0,0,13,0,1,0,20,0,0,0,5,0,0,0,5,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,3,26,15,50
WALWORTHVILLAGE OF BLOOMFIELD WARD 1-5,173,0,0,302,0,4,1,315,1,0,1,70,2,7,1,388,0,8,550,33,0,0,0,0,1,0,0,7,1,0,0,71,1283,475,1954
WALWORTHVILLAGE OF DARIEN WARD 1-2,79,0,0,114,0,0,1,125,0,1,0,44,0,0,0,95,0,5,250,15,0,0,0,0,0,0,0,2,0,0,0,26,371,193,669
WALWORTHVILLAGE OF EAST TROY WARD 1-5,231,0,3,328,2,5,2,644,0,0,1,135,1,13,1,314,0,13,729,18,0,1,0,0,0,0,0,13,5,0,0,128,1499,562,2406
WALWORTHVILLAGE OF FONTANA WARD 1-3,118,0,1,126,4,2,0,161,0,0,0,129,1,4,0,183,0,3,381,9,0,0,0,0,0,0,0,7,2,0,0,29,538,245,969
WALWORTHVILLAGE OF GENOA CITY WARDS 1-4,98,0,0,204,0,5,0,172,0,0,2,48,4,5,0,225,0,6,400,22,0,0,0,0,0,0,0,4,0,0,0,74,758,302,1264
WALWORTHVILLAGE OF MUKWONAGO WARD 11,7,0,0,15,0,0,0,16,0,0,0,4,0,0,0,22,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,5,59,22,99
WALWORTHVILLAGE OF SHARON WARD 1-2,73,0,1,137,0,3,1,110,1,0,0,30,0,5,1,121,0,2,243,10,0,0,0,0,0,0,0,3,0,0,0,40,362,211,660
WALWORTHVILLAGE OF WALWORTH WARD 1-3,113,0,2,174,1,4,0,223,0,0,2,114,1,11,0,198,0,10,430,19,0,3,0,0,0,0,0,6,1,0,0,48,692,289,1209
WALWORTHVILLAGE OF WILLIAMS BAY WARD 1-4,160,0,0,218,2,4,1,274,0,0,1,150,0,9,0,241,0,4,568,18,0,2,0,0,0,0,0,5,0,0,0,64,810,378,1471
WASHBURNCITY OF SHELL LAKE WARDS 1-2,109,0,5,128,1,3,0,134,0,1,3,31,0,4,0,113,0,2,320,6,0,1,0,0,0,0,0,5,0,0,0,35,363,242,732
WASHBURNCITY OF SPOONER WARDS 1-4,145,0,3,225,5,6,0,150,0,0,1,48,2,7,2,189,0,3,444,1,0,0,0,0,0,0,0,20,0,0,0,43,613,373,1124
WASHBURNTOWN OF BARRONETT WARD 1,19,0,0,42,1,1,0,33,0,0,0,11,0,1,0,43,0,0,83,2,0,0,0,0,0,0,0,0,0,0,0,7,129,61,221
WASHBURNTOWN OF BASHAW WARDS 1-3,47,0,0,105,0,6,2,120,0,0,0,34,0,4,0,121,0,3,190,4,0,0,0,0,0,0,0,0,0,0,0,14,352,152,563
WASHBURNTOWN OF BASS LAKE WARD 1,24,0,0,44,1,2,0,36,0,0,0,13,1,2,0,78,0,0,80,4,0,0,0,0,0,0,0,3,1,0,0,4,214,68,306
WASHBURNTOWN OF BEAVER BROOK WARDS 1-3,47,0,0,58,0,5,0,78,1,0,2,25,1,3,0,75,0,0,146,2,0,0,0,0,0,0,0,0,0,0,0,17,252,105,417
WASHBURNTOWN OF BIRCHWOOD WARDS 1-3,33,0,1,41,0,0,1,64,0,0,0,29,0,1,0,103,1,3,108,0,0,0,0,0,0,0,0,1,1,0,0,5,284,75,402
WASHBURNTOWN OF BROOKLYN WARD 1,23,0,0,34,0,0,0,30,0,0,0,10,0,0,0,32,0,0,56,1,0,0,0,0,0,0,0,0,0,0,0,8,101,57,166
WASHBURNTOWN OF CASEY WARD 1,36,0,0,29,2,1,0,37,0,0,0,20,0,3,0,52,0,1,108,0,0,0,0,0,0,0,0,0,0,0,0,4,160,65,273
WASHBURNTOWN OF CHICOG WARDS 1-2,27,0,0,31,0,0,1,16,0,0,0,8,1,0,0,30,0,0,70,3,0,0,0,0,0,0,0,0,0,0,0,5,95,58,173
WASHBURNTOWN OF CRYSTAL WARDS 1-2,14,0,0,27,1,0,0,25,1,0,0,6,2,0,0,51,0,0,47,3,0,0,0,0,0,0,0,0,0,0,0,3,106,41,159
WASHBURNTOWN OF EVERGREEN WARDS 1-2,78,0,0,97,1,4,0,121,2,0,0,40,0,6,1,148,0,4,227,2,0,0,0,0,0,0,1,3,1,0,0,18,429,175,685
WASHBURNTOWN OF FROG CREEK WARD 1,7,0,0,6,0,0,0,13,0,0,0,6,0,0,0,16,0,0,23,1,0,0,0,0,0,0,0,1,0,0,0,3,51,13,79
WASHBURNTOWN OF GULL LAKE WARD 1,19,0,0,27,0,0,0,13,0,0,0,5,0,1,0,26,0,0,55,3,0,0,0,0,0,0,0,0,0,0,0,2,71,46,131
WASHBURNTOWN OF LONG LAKE WARD 1,59,0,0,62,0,0,0,59,0,0,0,22,0,0,0,83,0,1,155,3,0,0,0,0,0,0,0,0,0,0,0,13,226,121,398
WASHBURNTOWN OF MADGE WARDS 1-3,66,0,0,47,0,0,0,56,0,0,0,10,1,2,0,69,0,0,156,3,0,0,0,0,0,0,0,0,0,0,0,5,189,113,353
WASHBURNTOWN OF MINONG WARDS 1-2,59,0,0,56,0,2,2,58,0,0,0,35,0,3,0,108,0,1,248,4,0,1,0,0,0,0,0,1,0,0,0,10,307,115,572
WASHBURNTOWN OF SARONA WARDS 1-2,22,0,1,17,1,0,0,38,0,0,0,4,1,2,0,59,0,2,63,0,0,0,0,0,0,0,0,1,0,0,0,4,162,40,232
WASHBURNTOWN OF SPOONER WARDS 1-3,64,0,0,68,1,2,1,65,0,0,0,17,2,3,0,101,0,0,159,1,0,0,0,0,0,0,0,0,0,0,0,19,264,132,443
WASHBURNTOWN OF SPRINGBROOK WARD 1,22,0,0,42,1,0,1,36,0,0,0,15,0,0,0,62,0,1,82,6,0,0,0,0,0,0,0,1,0,0,0,8,160,64,258
WASHBURNTOWN OF STINNETT WARD 1,5,0,0,22,0,0,0,17,0,0,0,3,1,0,0,36,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,1,80,27,114
WASHBURNTOWN OF STONE LAKE WARD 1,26,0,0,49,0,0,2,28,0,0,0,16,0,3,0,86,0,1,88,2,0,0,0,0,0,0,0,0,0,0,0,13,184,75,288
WASHBURNTOWN OF TREGO WARDS 1-2,61,0,1,99,1,1,0,85,0,0,0,27,0,2,0,134,0,2,196,7,0,0,0,0,0,0,0,0,0,0,0,17,342,161,564
WASHBURNVILLAGE OF BIRCHWOOD WARD 1,21,0,1,32,0,0,1,36,0,0,0,6,0,2,0,58,0,1,70,2,0,0,0,0,0,0,0,0,0,0,0,10,137,54,220
WASHBURNVILLAGE OF MINONG WARD 1,25,0,0,31,0,1,0,16,0,0,0,2,1,2,0,54,0,1,78,3,0,0,0,0,0,0,0,0,0,0,0,3,133,56,218
WASHINGTONCITY OF MILWAUKEE WARD 318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WASHINGTONTOWN OF ADDISON WARD 1-6,132,0,0,177,0,4,1,769,0,0,2,129,2,10,0,284,0,8,400,16,0,0,0,0,0,0,0,6,3,0,0,70,1548,309,2051
WASHINGTONTOWN OF BARTON WARDS 1-4,137,0,0,183,2,0,0,623,1,0,1,95,4,12,1,245,0,5,428,11,0,1,0,0,1,0,0,4,0,0,0,53,1210,320,1713
WASHINGTONTOWN OF ERIN WARDS 1-4,197,0,1,195,3,2,0,929,1,0,1,162,5,7,1,362,0,18,582,14,0,0,0,0,0,0,2,30,0,0,0,77,1795,393,2518
WASHINGTONTOWN OF FARMINGTON WARD 1-5,134,0,0,194,2,8,0,772,0,0,0,101,2,13,0,328,0,6,465,22,0,1,0,0,0,0,0,9,0,0,0,37,1656,328,2196
WASHINGTONTOWN OF GERMANTOWN WARD 1,15,0,0,14,1,0,0,56,1,0,0,8,0,1,0,31,0,0,49,0,0,0,0,0,0,0,0,1,0,0,0,3,103,29,156
WASHINGTONTOWN OF HARTFORD WARD 1-5,151,0,0,199,7,5,2,753,1,0,0,153,0,9,0,337,0,4,499,11,0,0,0,0,0,0,0,10,0,0,0,77,1622,350,2223
WASHINGTONTOWN OF JACKSON WARDS 1-6,174,0,1,201,3,2,1,1219,1,0,1,184,3,11,0,296,0,14,573,18,0,0,0,0,0,0,0,9,0,0,0,96,2125,376,2835
WASHINGTONTOWN OF KEWASKUM WARD 1-2,51,0,0,60,4,2,1,261,0,0,0,52,0,1,0,111,0,4,145,3,0,0,0,0,0,0,0,0,0,0,0,24,526,111,702
WASHINGTONTOWN OF POLK WARD 1-6,166,0,1,210,1,5,0,920,0,0,1,182,1,9,1,339,0,12,531,16,0,0,0,0,0,0,0,7,0,0,0,70,1890,377,2526
WASHINGTONTOWN OF WAYNE WARDS 1-3,75,0,0,96,2,5,2,458,0,0,0,69,0,3,0,200,0,2,241,4,0,2,0,0,0,0,0,11,0,0,0,33,1001,171,1294
"WASHINGTONVILLAGE OF GERMANTOWN WARDS 1,8,10-11",287,0,0,296,3,6,1,1163,0,0,1,246,4,18,0,304,0,9,945,19,0,2,0,1,0,0,0,25,0,0,0,118,1929,583,3048
WASHINGTONVILLAGE OF GERMANTOWN WARDS 12-15,314,0,2,287,4,4,2,1099,0,0,0,246,2,14,1,379,0,6,1012,19,0,3,0,0,0,0,0,24,0,0,0,146,2035,603,3245
"WASHINGTONVILLAGE OF GERMANTOWN WARDS 2,5-7",275,0,0,347,1,6,1,753,1,0,2,164,0,14,0,342,0,17,971,29,0,1,0,0,0,0,0,23,1,0,0,128,1709,622,2879
