precinct,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,gen_sol_RIVA,gen_sow_KENNEDY,dem_primary_total,general_total
SNOHOMISHMAPLEWOOD,60,61,0,5,11,74,2,392,5,26,218,2,0,121,645
SNOHOMISHMARINER,66,83,0,5,11,47,2,312,7,24,158,1,1,149,505
SNOHOMISHMARION,38,35,1,7,9,70,3,160,1,17,162,0,0,73,343
SNOHOMISHMARKS,61,56,2,13,5,54,0,240,9,35,212,0,0,117,496
SNOHOMISHMARSH,56,69,3,17,26,62,5,339,4,42,259,0,1,125,650
SNOHOMISHMARTHA LAKE,71,69,3,9,12,80,6,368,17,34,230,1,0,140,656
SNOHOMISHMARYSVILLE 1,37,48,3,5,0,57,3,138,5,17,170,0,0,85,333
SNOHOMISHMARYSVILLE 10,42,55,5,5,4,62,1,220,4,38,192,2,1,97,458
SNOHOMISHMARYSVILLE 11,67,58,4,14,11,111,5,250,7,30,271,3,2,125,568
SNOHOMISHMARYSVILLE 12,63,73,6,10,6,92,2,325,7,43,257,0,1,136,635
SNOHOMISHMARYSVILLE 13,43,67,5,7,8,57,5,183,4,26,180,0,1,110,399
SNOHOMISHMARYSVILLE 14,64,70,3,19,12,96,4,262,12,54,303,0,0,134,635
SNOHOMISHMARYSVILLE 15,48,62,2,2,3,58,4,247,12,28,249,1,1,110,542
SNOHOMISHMARYSVILLE 16,43,59,5,16,7,71,2,250,9,41,225,0,3,102,530
SNOHOMISHMARYSVILLE 17,70,53,3,18,4,71,9,216,10,43,212,0,2,123,492
SNOHOMISHMARYSVILLE 18,51,57,2,12,12,82,8,213,9,38,229,0,0,108,497
SNOHOMISHMARYSVILLE 19,35,34,3,21,12,63,3,177,6,28,202,1,0,69,417
SNOHOMISHMARYSVILLE 2,17,44,4,4,4,29,3,107,4,14,126,1,0,61,255
SNOHOMISHMARYSVILLE 20,50,59,5,9,8,82,6,257,9,42,220,1,1,109,536
SNOHOMISHMARYSVILLE 21,60,68,10,14,7,89,3,271,16,49,288,3,0,128,630
SNOHOMISHMARYSVILLE 22,68,92,5,13,8,102,5,268,10,51,298,0,0,160,632
SNOHOMISHMARYSVILLE 23,35,43,3,5,1,46,1,175,5,28,181,0,0,78,390
SNOHOMISHMARYSVILLE 24,50,30,10,4,6,60,3,153,5,25,177,0,1,80,364
SNOHOMISHMARYSVILLE 25,31,47,1,4,0,40,2,169,6,32,134,0,1,78,344
SNOHOMISHMARYSVILLE 26,102,54,7,8,4,88,6,268,8,18,236,0,0,156,536
SNOHOMISHMARYSVILLE 27,74,62,4,13,9,97,3,272,14,47,284,1,2,136,623
SNOHOMISHMARYSVILLE 28,42,36,3,7,4,58,1,127,4,13,160,0,0,78,305
SNOHOMISHMARYSVILLE 29,50,57,3,10,5,51,4,313,21,46,272,3,0,107,659
SNOHOMISHMARYSVILLE 3,51,49,4,12,5,80,1,224,5,28,239,0,0,100,497
SNOHOMISHMARYSVILLE 30,49,53,5,21,8,84,2,304,2,34,266,0,1,102,609
SNOHOMISHMARYSVILLE 31,43,65,3,12,3,81,7,237,4,47,233,0,0,108,528
SNOHOMISHMARYSVILLE 32,47,45,2,9,8,55,3,149,7,13,194,0,0,92,366
SNOHOMISHMARYSVILLE 33,0,0,0,0,0,0,0,3,0,3,2,0,0,0,8
SNOHOMISHMARYSVILLE 34,37,52,3,8,3,83,2,198,5,42,240,3,0,89,490
SNOHOMISHMARYSVILLE 35,48,65,9,13,5,85,3,223,12,32,243,1,1,113,515
SNOHOMISHMARYSVILLE 36,32,41,1,11,3,55,1,165,6,13,153,0,1,73,339
SNOHOMISHMARYSVILLE 37,52,36,3,4,6,57,0,142,7,12,156,1,1,88,319
SNOHOMISHMARYSVILLE 38,38,56,3,8,3,46,5,172,12,27,167,1,1,94,385
SNOHOMISHMARYSVILLE 39,62,45,9,7,8,57,8,182,7,17,171,0,1,107,386
SNOHOMISHMARYSVILLE 4,35,91,2,10,8,50,6,230,24,33,179,5,1,126,478
SNOHOMISHMARYSVILLE 40,47,40,2,7,10,60,1,142,9,11,170,1,2,87,336
SNOHOMISHMARYSVILLE 41,34,41,1,3,0,43,3,170,6,30,139,0,0,75,348
SNOHOMISHMARYSVILLE 42,52,45,4,9,1,72,4,187,7,29,208,2,0,97,437
SNOHOMISHMARYSVILLE 43,37,46,2,10,2,83,2,188,6,35,252,0,1,83,484
SNOHOMISHMARYSVILLE 44,61,77,2,8,7,87,6,278,11,48,280,0,2,138,625
SNOHOMISHMARYSVILLE 45,34,62,3,9,5,59,0,155,6,31,194,0,0,96,386
SNOHOMISHMARYSVILLE 46,65,72,5,11,3,130,1,247,11,44,327,0,0,137,630
SNOHOMISHMARYSVILLE 47,65,47,3,14,6,67,5,231,5,29,200,0,0,112,470
SNOHOMISHMARYSVILLE 48,61,47,7,14,6,65,3,208,7,19,184,2,1,108,424
SNOHOMISHMARYSVILLE 49,58,39,6,6,6,68,7,158,10,24,205,0,0,97,404
SNOHOMISHMARYSVILLE 5,54,60,5,23,13,89,4,267,15,35,262,1,1,114,585
SNOHOMISHMARYSVILLE 50,50,47,3,4,7,77,1,239,11,36,231,1,0,97,519
SNOHOMISHMARYSVILLE 51,25,23,2,7,5,32,4,130,1,10,103,0,2,48,250
SNOHOMISHMARYSVILLE 52,37,46,1,7,8,57,5,181,11,32,176,2,0,83,407
SNOHOMISHMARYSVILLE 53,28,58,4,4,6,62,4,171,14,24,195,1,1,86,410
SNOHOMISHMARYSVILLE 54,60,86,3,13,6,102,3,264,16,51,294,2,3,146,633
SNOHOMISHMARYSVILLE 55,38,29,0,13,6,50,5,157,9,20,151,0,0,67,342
SNOHOMISHMARYSVILLE 56,42,68,6,12,5,88,3,269,11,52,246,0,1,110,582
SNOHOMISHMARYSVILLE 57,8,16,1,2,3,27,4,88,6,18,125,0,0,24,241
SNOHOMISHMARYSVILLE 58,29,18,5,9,0,28,2,110,3,14,110,0,0,47,239
SNOHOMISHMARYSVILLE 59,36,48,3,4,3,47,1,156,3,11,146,1,0,84,318
SNOHOMISHMARYSVILLE 6,58,56,1,7,4,72,1,205,15,24,196,1,1,114,443
SNOHOMISHMARYSVILLE 60,25,32,3,8,7,36,4,108,2,23,137,0,0,57,274
SNOHOMISHMARYSVILLE 7,42,27,3,6,3,58,1,116,4,10,152,0,0,69,283
SNOHOMISHMARYSVILLE 8,58,64,7,8,4,59,3,250,25,23,195,0,2,122,498
SNOHOMISHMARYSVILLE 9,20,34,1,6,0,33,4,124,8,18,110,1,0,54,265
SNOHOMISHMAY CREEK,46,95,3,11,5,113,5,227,20,40,260,0,1,141,553
SNOHOMISHMC DONALD,20,29,2,8,6,81,3,123,2,17,226,1,0,49,372
SNOHOMISHMC FARLAND,60,67,3,7,5,138,2,187,4,21,280,0,1,127,495
SNOHOMISHMC RAE,32,38,3,6,8,69,0,129,1,20,204,0,0,70,354
SNOHOMISHMEADOW,46,41,6,4,7,73,4,166,1,26,217,1,0,87,415
SNOHOMISHMEADOWCREST,65,64,8,13,9,45,4,357,8,17,171,3,0,129,560
SNOHOMISHMEADOWDALE,80,63,2,6,7,50,0,320,4,23,140,0,1,143,488
SNOHOMISHMENZEL,35,51,2,7,4,74,6,189,12,34,206,1,1,86,449
SNOHOMISHMERIDIAN,70,84,2,13,7,48,10,411,12,38,189,1,0,154,661
SNOHOMISHMERWIN,29,33,6,5,3,49,0,154,7,17,166,0,1,62,345
SNOHOMISHMILL,37,73,5,9,10,83,3,198,12,28,252,1,3,110,497
SNOHOMISHMILL CREEK 1,129,49,1,11,22,87,1,349,10,22,201,0,0,178,583
SNOHOMISHMILL CREEK 10,54,51,2,5,9,52,0,310,8,24,152,0,0,105,494
SNOHOMISHMILL CREEK 11,47,28,0,1,12,59,0,212,4,11,134,0,0,75,361
SNOHOMISHMILL CREEK 12,39,29,2,7,13,61,1,172,2,27,171,2,0,68,375
SNOHOMISHMILL CREEK 13,67,79,0,8,12,64,0,345,18,35,190,1,0,146,589
SNOHOMISHMILL CREEK 14,5,2,0,0,0,0,0,13,0,1,9,0,0,7,23
SNOHOMISHMILL CREEK 15,72,65,1,12,13,53,6,366,10,36,147,0,1,137,566
SNOHOMISHMILL CREEK 16,44,18,1,1,15,44,2,195,3,9,136,0,1,62,346
SNOHOMISHMILL CREEK 17,52,56,1,13,9,58,2,282,7,21,167,1,0,108,480
SNOHOMISHMILL CREEK 18,50,47,4,11,2,49,1,276,12,26,172,1,2,97,490
SNOHOMISHMILL CREEK 19,79,46,0,14,9,51,1,323,5,33,174,1,4,125,541
SNOHOMISHMILL CREEK 2,47,34,3,7,10,56,0,203,6,26,158,0,1,81,394
SNOHOMISHMILL CREEK 20,57,30,2,8,16,61,2,199,1,16,147,0,0,87,365
SNOHOMISHMILL CREEK 21,43,16,1,1,4,30,0,148,0,5,82,0,0,59,235
SNOHOMISHMILL CREEK 22,59,65,2,4,6,39,0,313,13,58,161,0,0,124,545
SNOHOMISHMILL CREEK 23,59,43,2,5,7,31,2,279,5,32,148,0,0,102,466
SNOHOMISHMILL CREEK 3,35,42,3,10,8,33,4,188,5,14,115,0,0,77,326
SNOHOMISHMILL CREEK 4,68,39,4,5,22,49,1,210,2,19,141,2,0,107,375
SNOHOMISHMILL CREEK 5,108,43,2,15,19,101,1,322,1,22,207,0,1,151,554
SNOHOMISHMILL CREEK 6,91,48,4,5,23,66,5,361,7,33,219,0,0,139,625
SNOHOMISHMILL CREEK 7,5,2,0,2,1,8,0,30,0,1,22,0,0,7,53
SNOHOMISHMILL CREEK 8,100,51,5,14,18,86,1,325,7,24,193,0,0,151,550
SNOHOMISHMILL CREEK 9,80,63,0,7,13,51,8,343,9,21,170,0,0,143,551
SNOHOMISHMILLARD,27,25,3,11,0,54,4,124,4,15,167,0,1,52,315
SNOHOMISHMINOR,77,80,5,10,11,82,6,260,5,21,174,0,0,157,466
SNOHOMISHMISTY,67,62,2,9,4,54,4,302,11,21,152,0,0,129,490
SNOHOMISHMONROE 1,74,76,4,12,6,73,7,277,18,46,213,2,0,150,563
SNOHOMISHMONROE 10,24,68,6,26,9,62,9,264,11,35,254,0,0,92,573
SNOHOMISHMONROE 11,16,15,1,11,4,23,4,84,4,5,78,1,0,31,176
SNOHOMISHMONROE 12,33,28,4,14,4,55,7,145,9,32,159,0,0,61,352
SNOHOMISHMONROE 2,43,77,7,16,7,90,7,272,11,45,301,0,0,120,636
SNOHOMISHMONROE 3,60,66,4,13,9,81,2,272,11,36,247,0,2,126,570
SNOHOMISHMONROE 4,74,57,2,11,9,94,2,275,8,39,231,1,2,131,558
SNOHOMISHMONROE 5,49,95,1,16,12,85,5,305,13,40,286,1,0,144,650
SNOHOMISHMONROE 6,55,56,3,7,7,54,3,211,9,34,192,0,0,111,449
SNOHOMISHMONROE 7,34,64,7,15,6,62,10,205,9,27,249,4,0,98,504
SNOHOMISHMONROE 8,40,34,3,5,4,61,2,163,5,19,160,0,0,74,349
SNOHOMISHMONROE 9,69,41,4,26,16,85,7,279,4,55,295,1,0,110,641
SNOHOMISHMORNING RISE,47,56,3,17,6,50,1,274,10,27,184,0,0,103,496
SNOHOMISHMOUNTLAKE TERRACE 1,71,71,0,8,5,33,1,346,16,18,88,3,1,142,473
SNOHOMISHMOUNTLAKE TERRACE 10,120,100,5,12,15,83,3,509,13,25,172,0,1,220,723
SNOHOMISHMOUNTLAKE TERRACE 11,59,91,1,7,2,41,4,347,6,23,104,0,3,150,487
SNOHOMISHMOUNTLAKE TERRACE 12,70,67,3,9,3,30,2,294,12,22,105,3,2,137,440
SNOHOMISHMOUNTLAKE TERRACE 13,98,91,1,12,6,50,4,419,9,38,137,0,1,189,608
SNOHOMISHMOUNTLAKE TERRACE 14,76,79,2,18,12,48,9,386,20,31,149,2,1,155,598
SNOHOMISHMOUNTLAKE TERRACE 15,66,67,2,4,2,32,1,265,6,23,110,0,0,133,405
SNOHOMISHMOUNTLAKE TERRACE 16,63,95,1,2,3,29,1,391,11,29,79,1,0,158,512
SNOHOMISHMOUNTLAKE TERRACE 17,115,109,2,10,9,34,7,524,17,31,121,1,1,224,702
SNOHOMISHMOUNTLAKE TERRACE 18,67,73,5,4,10,45,5,295,7,32,123,1,1,140,464
SNOHOMISHMOUNTLAKE TERRACE 19,60,75,4,18,6,53,6,358,10,31,131,0,1,135,537
SNOHOMISHMOUNTLAKE TERRACE 2,82,77,1,7,7,32,4,440,15,29,149,0,0,159,637
SNOHOMISHMOUNTLAKE TERRACE 3,62,60,3,14,1,41,0,329,12,27,107,1,2,122,478
SNOHOMISHMOUNTLAKE TERRACE 4,57,51,1,9,3,31,2,234,3,16,100,0,0,108,355
SNOHOMISHMOUNTLAKE TERRACE 5,84,59,0,14,7,34,4,326,11,32,128,0,2,143,503
SNOHOMISHMOUNTLAKE TERRACE 6,53,59,0,8,5,40,2,275,14,20,103,1,1,112,416
SNOHOMISHMOUNTLAKE TERRACE 7,38,55,0,4,6,30,2,200,10,13,102,0,1,93,328
SNOHOMISHMOUNTLAKE TERRACE 8,76,65,1,12,11,47,1,394,12,35,119,2,1,141,564
SNOHOMISHMOUNTLAKE TERRACE 9,51,53,0,11,4,39,0,229,3,22,104,1,0,104,359
SNOHOMISHMUKILTEO 1,89,64,5,10,23,83,1,356,3,25,218,0,0,153,603
SNOHOMISHMUKILTEO 10,74,64,3,12,7,39,3,303,4,17,123,0,3,138,453
SNOHOMISHMUKILTEO 11,69,72,5,13,10,54,6,329,3,29,138,0,1,141,506
SNOHOMISHMUKILTEO 12,137,74,4,15,21,82,0,472,9,33,212,0,0,211,726
SNOHOMISHMUKILTEO 13,80,43,0,7,12,60,0,311,5,26,148,0,0,123,490
SNOHOMISHMUKILTEO 14,93,67,2,6,18,88,1,332,7,30,192,0,1,160,563
SNOHOMISHMUKILTEO 15,21,36,0,0,0,0,2,147,16,22,86,0,0,57,273
SNOHOMISHMUKILTEO 16,115,62,4,5,14,63,5,412,9,17,194,0,0,177,637
SNOHOMISHMUKILTEO 17,81,76,3,13,13,54,3,380,12,33,169,0,0,157,597
SNOHOMISHMUKILTEO 18,112,71,1,12,20,92,1,422,4,17,215,0,1,183,660
SNOHOMISHMUKILTEO 19,83,54,7,18,22,72,2,398,8,34,229,0,0,137,671
SNOHOMISHMUKILTEO 2,134,66,1,8,6,91,2,493,8,32,218,0,2,200,755
SNOHOMISHMUKILTEO 20,54,61,3,6,13,52,1,306,12,30,165,0,1,115,515
SNOHOMISHMUKILTEO 21,42,24,2,6,3,35,3,177,3,23,91,0,0,66,297
SNOHOMISHMUKILTEO 3,54,52,4,14,12,48,2,256,11,28,159,1,0,106,457
SNOHOMISHMUKILTEO 4,48,43,0,9,9,49,5,215,4,26,115,0,1,91,366
SNOHOMISHMUKILTEO 5,88,65,0,12,12,110,1,404,9,33,244,0,2,153,693
SNOHOMISHMUKILTEO 6,98,75,6,8,21,59,1,363,7,26,165,0,0,173,562
SNOHOMISHMUKILTEO 7,57,26,2,8,18,51,1,219,5,12,133,0,0,83,370
SNOHOMISHMUKILTEO 8,62,62,3,4,18,62,2,249,7,32,163,1,1,124,455
SNOHOMISHMUKILTEO 9,77,63,1,3,4,68,2,286,13,21,174,0,1,140,497
SNOHOMISHNEWBERG,27,39,0,6,4,56,2,164,6,23,191,0,0,66,386
SNOHOMISHNEWTON,46,64,2,11,6,36,2,357,15,38,172,0,0,110,584
SNOHOMISHNILE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNOHOMISHNORDEN,37,39,2,16,4,91,4,140,8,34,275,0,0,76,461
SNOHOMISHNORMA,70,85,1,8,4,45,1,352,25,28,134,1,1,155,542
SNOHOMISHNORTH CREEK,57,88,3,10,6,40,2,382,10,39,144,1,2,145,580
SNOHOMISHNORTH FORK,18,35,0,12,2,55,2,93,12,22,165,1,2,53,297
SNOHOMISHNORTHROAD,75,79,4,7,11,66,5,406,21,39,202,0,2,154,675
SNOHOMISHOAK KNOLL,46,48,2,13,2,36,2,282,6,16,106,0,0,94,412
SNOHOMISHOAKS,50,74,6,9,7,69,7,281,9,41,216,1,0,124,555
SNOHOMISHOHLDE,51,38,3,14,14,95,1,185,10,22,239,0,1,89,458
SNOHOMISHOLDMARK,77,69,1,8,5,74,1,449,6,45,259,0,1,146,761
SNOHOMISHOLIVIA,16,12,0,0,0,0,0,55,1,5,30,0,0,28,91
SNOHOMISHOLNEY,46,63,5,14,7,133,2,195,15,31,306,0,0,109,549
SNOHOMISHOLYMPUS,51,46,1,9,6,34,2,231,3,27,138,0,1,97,402
SNOHOMISHOSBORN,57,47,3,12,14,42,3,183,9,36,158,1,0,104,390
SNOHOMISHOSO,29,28,2,7,5,59,4,93,7,15,184,0,0,57,303
SNOHOMISHOUTLOOK,46,53,3,10,7,86,4,184,12,22,247,0,4,99,473
SNOHOMISHOVERLOOK,59,91,10,8,14,62,2,437,11,58,274,0,1,150,783
SNOHOMISHOWEN,35,35,1,16,11,69,1,181,8,21,224,1,1,70,437
SNOHOMISHPACIFIC,26,17,2,2,0,11,0,93,4,0,37,0,0,43,134
SNOHOMISHPACKWOOD,20,25,3,5,3,43,0,92,3,9,142,0,0,45,246
SNOHOMISHPANTHER CREEK,44,41,3,9,4,56,2,201,8,36,182,2,1,85,432
SNOHOMISHPARADISE,54,49,4,19,12,97,5,219,9,39,273,0,1,103,546
SNOHOMISHPARK PLACE,20,28,3,9,6,46,2,77,3,11,119,0,0,48,212
SNOHOMISHPARKSHORE,50,41,4,5,9,36,2,222,3,23,131,0,0,91,381
SNOHOMISHPEAK,0,0,0,0,0,0,0,8,0,1,11,0,0,0,20
SNOHOMISHPELLERIN,35,58,2,12,4,103,2,249,14,40,232,0,0,93,537
SNOHOMISHPENNANT,66,78,4,9,17,111,6,299,10,51,294,0,1,144,661
SNOHOMISHPETERSON,64,48,9,8,9,73,4,252,11,36,213,2,0,112,518
SNOHOMISHPICNIC POINT,55,44,4,8,6,32,5,217,5,20,120,0,0,99,367
SNOHOMISHPILCHUCK,29,46,4,14,4,84,3,194,4,25,229,0,1,75,456
SNOHOMISHPILCHUCK RIVER,5,6,0,0,0,0,0,17,1,0,8,0,0,11,26
SNOHOMISHPILOT,50,40,6,10,5,134,4,176,10,43,339,1,1,90,574
SNOHOMISHPINE GROVE,14,21,0,4,2,14,1,90,3,5,33,0,0,35,132
SNOHOMISHPINEWOOD,52,42,3,5,9,59,3,223,4,11,150,0,0,94,391
SNOHOMISHPIONEER,78,62,2,14,6,51,5,334,11,18,146,1,1,140,516
SNOHOMISHPIONEER TRAILS,75,37,1,15,7,65,4,299,8,36,184,0,1,112,532
SNOHOMISHPIPELINE,46,51,2,9,9,78,2,179,1,30,229,1,0,97,442
SNOHOMISHPOINTE,8,5,0,4,1,9,2,31,0,2,32,0,0,13,67
SNOHOMISHPOND,44,46,4,13,3,49,0,169,7,17,182,0,2,90,377
SNOHOMISHPOPLAR,43,38,3,2,5,32,1,201,4,24,96,0,0,81,326
SNOHOMISHPOPPY,58,54,3,13,5,47,5,354,9,48,197,0,0,112,613
SNOHOMISHPORT SUSAN,67,58,11,21,18,113,4,243,4,38,305,1,1,125,596
SNOHOMISHPORTAGE,18,26,0,5,6,55,1,73,4,15,153,0,2,44,248
SNOHOMISHPOST,87,81,2,12,8,54,5,405,20,35,156,1,2,168,624
SNOHOMISHPRIEST POINT,42,39,0,0,8,38,0,159,5,14,111,0,1,81,290
SNOHOMISHPUGET,71,59,4,7,6,47,1,259,3,26,123,0,0,130,412
SNOHOMISHPUGET PARK,61,34,2,7,8,45,2,250,4,27,143,0,0,95,426
SNOHOMISHQUEENS,86,70,3,16,9,61,4,477,15,35,184,1,2,156,718
SNOHOMISHRAILROAD,27,33,0,5,9,59,2,98,3,17,190,0,1,60,311
SNOHOMISHRAINIER,23,24,1,8,1,61,0,121,6,9,164,0,0,47,300
SNOHOMISHREDHAWK,84,81,4,13,27,75,5,483,12,52,216,0,1,165,769
SNOHOMISHREES,22,17,4,3,4,32,1,96,3,11,100,0,0,39,211
SNOHOMISHRHODY RIDGE,35,38,2,11,13,35,1,255,8,18,120,1,0,73,403
SNOHOMISHRICHLAND,14,14,0,2,4,32,2,74,3,12,87,1,0,28,179
SNOHOMISHRIDGEVIEW,45,55,0,13,5,22,0,240,10,15,80,1,1,100,347
SNOHOMISHRIDGEWAY,23,37,2,6,4,38,4,131,5,20,134,1,0,60,295
SNOHOMISHRIVERCREST,34,39,5,3,8,54,1,163,2,9,144,0,0,73,319
SNOHOMISHRIVERVIEW,50,63,6,13,12,51,8,247,7,23,212,0,0,113,497
SNOHOMISHROB,44,41,5,16,8,28,1,190,3,13,91,0,0,85,298
SNOHOMISHROBE,33,34,0,16,7,39,3,134,10,16,121,0,0,67,284
SNOHOMISHROBINHOOD,30,55,2,9,4,61,5,146,6,27,190,0,0,85,374
SNOHOMISHRONCREST,11,20,2,4,4,36,3,68,0,10,98,0,0,31,179
SNOHOMISHROOSEVELT,34,26,0,5,6,45,2,123,4,24,132,0,0,60,285
SNOHOMISHROSE,23,37,6,6,8,69,4,128,3,37,197,0,0,60,369
SNOHOMISHROWLAND,43,26,3,9,5,54,0,161,4,31,162,1,2,69,361
SNOHOMISHROYAL,54,46,2,13,5,83,4,278,8,27,211,0,0,100,528
SNOHOMISHRUGGS LAKE,64,74,3,3,6,61,3,395,10,46,236,0,0,138,690
SNOHOMISHSAMOEA,84,68,1,9,7,67,2,372,7,31,177,0,0,152,589
SNOHOMISHSANDMAN,40,35,4,12,4,58,1,126,11,17,192,0,1,75,348
SNOHOMISHSAUK,27,15,1,3,3,65,0,66,1,4,145,1,0,42,217
SNOHOMISHSEATTLE HILL,45,61,0,9,12,58,4,359,6,36,207,0,0,106,612
SNOHOMISHSERENE,72,53,1,9,4,87,1,283,2,18,179,0,1,125,484
SNOHOMISHSEXTON,58,71,11,9,5,79,1,277,6,34,257,0,1,129,576
SNOHOMISHSHADOW WOOD,72,54,3,11,13,38,4,299,2,29,140,0,1,126,475
SNOHOMISHSHELBY,83,40,0,2,7,43,1,233,6,17,117,1,0,123,375
SNOHOMISHSHELTON,51,58,5,9,10,113,3,272,5,25,339,0,1,109,645
SNOHOMISHSHOECRAFT,50,50,1,10,24,119,1,238,9,20,307,0,0,100,575
SNOHOMISHSHORE,77,95,4,5,10,77,3,345,17,30,182,0,1,172,578
SNOHOMISHSHORTS,77,55,5,13,24,64,3,292,5,26,237,0,0,132,563
SNOHOMISHSILER,38,33,2,7,5,57,1,144,5,24,123,0,0,71,297
SNOHOMISHSILVANA,25,28,3,5,1,58,1,128,6,19,200,0,0,53,354
SNOHOMISHSILVANA TERRACE,29,29,2,11,7,62,3,119,9,21,188,0,0,58,340
SNOHOMISHSILVER CREEK,61,58,2,9,6,35,2,280,8,24,106,0,0,119,420
SNOHOMISHSILVER FIRS,62,68,9,13,12,45,4,326,11,28,218,1,0,130,588
SNOHOMISHSILVER LAKE,70,55,3,14,3,47,1,268,2,36,166,0,2,125,475
SNOHOMISHSISCO,65,54,6,13,17,107,1,209,9,28,311,1,2,119,561
SNOHOMISHSKYKOMISH,17,19,0,3,8,27,0,83,6,4,60,0,0,36,153
SNOHOMISHSLEEPY HOLLOW,51,41,0,15,10,73,10,173,9,18,213,0,2,92,425
SNOHOMISHSLIVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNOHOMISHSNOCADE,76,48,5,21,18,95,4,354,7,35,265,0,1,124,666
SNOHOMISHSNOHOMISH 1,40,69,5,19,18,76,9,284,13,44,257,0,0,109,607
SNOHOMISHSNOHOMISH 10,24,36,6,9,4,50,1,143,5,16,146,1,0,60,312
SNOHOMISHSNOHOMISH 2,41,58,4,3,3,57,4,173,7,33,154,1,1,99,373
SNOHOMISHSNOHOMISH 3,53,56,2,9,14,42,5,249,11,18,141,0,0,109,424
SNOHOMISHSNOHOMISH 4,52,93,0,9,2,66,5,226,14,39,161,0,0,145,445
SNOHOMISHSNOHOMISH 5,101,97,4,21,10,80,1,388,14,42,256,0,3,198,704
SNOHOMISHSNOHOMISH 6,32,23,5,5,6,47,1,147,3,22,131,0,0,55,304
SNOHOMISHSNOHOMISH 7,69,81,3,12,7,65,6,263,16,27,193,1,2,150,508
SNOHOMISHSNOHOMISH 8,68,90,8,15,8,83,3,280,18,50,273,0,2,158,626
SNOHOMISHSNOHOMISH 9,31,37,3,11,6,27,3,150,6,26,99,0,0,68,284
SNOHOMISHSOFIE,36,23,4,7,4,42,2,130,6,20,122,1,1,59,282
SNOHOMISHSOUTH ALDERWOOD,109,104,5,9,9,62,3,548,16,25,205,0,0,213,797
SNOHOMISHSOUTH LAKE STEVENS,40,52,4,7,9,69,5,247,4,47,244,0,0,92,547
SNOHOMISHSOUTH SNOHOMISH,39,29,5,5,13,54,0,146,4,20,173,0,0,68,343
SNOHOMISHSPADA,2,3,0,0,0,0,0,5,0,1,6,0,0,5,12
SNOHOMISHSPENCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNOHOMISHSPRUCE,21,32,1,10,7,29,1,129,3,23,111,0,0,53,267
SNOHOMISHSTAFFORD,41,43,2,6,7,34,2,275,3,7,126,0,0,84,413
SNOHOMISHSTANBY,19,15,1,3,4,29,1,44,3,9,65,0,0,34,122
SNOHOMISHSTANWOOD 1,34,37,2,6,6,37,2,120,5,28,132,0,0,71,287
SNOHOMISHSTANWOOD 2,52,53,11,15,9,67,5,156,12,31,196,0,0,105,400
SNOHOMISHSTANWOOD 3,41,41,2,17,12,75,3,169,6,28,198,0,0,82,404
SNOHOMISHSTANWOOD 4,74,60,4,23,28,100,4,262,10,36,284,0,1,134,597
SNOHOMISHSTANWOOD 5,52,61,8,14,13,101,5,228,8,41,347,0,1,113,630
SNOHOMISHSTANWOOD 6,35,31,1,7,3,76,3,164,10,30,225,0,0,66,432
SNOHOMISHSTANWOOD 7,35,38,4,3,3,49,0,147,7,17,147,2,1,73,321
SNOHOMISHSTAR CREEK,25,31,3,8,11,53,2,101,4,12,147,0,0,56,266
SNOHOMISHSTICKNEY,73,51,3,9,4,49,5,319,5,31,158,0,2,124,520
SNOHOMISHSTILLAGUAMISH,31,17,2,3,2,29,5,68,2,11,88,0,0,48,174
SNOHOMISHSTITCH,27,18,1,2,5,21,1,90,0,13,75,0,0,45,179
SNOHOMISHSTOCK SHOW,46,39,2,6,2,42,5,209,8,12,133,0,1,85,368
SNOHOMISHSTONE GATE,88,84,4,7,1,42,3,415,15,39,136,0,0,172,608
SNOHOMISHSTORM LAKE,74,79,5,18,9,116,1,301,12,48,330,0,0,153,692
SNOHOMISHSTRAUS,32,65,6,12,10,115,6,181,14,37,351,0,2,97,591
SNOHOMISHSTRAWBERRY,49,70,1,6,3,50,2,387,10,46,192,0,0,119,637
SNOHOMISHSULTAN 1,46,54,4,18,0,102,7,182,18,25,259,0,1,100,492
SNOHOMISHSULTAN 2,44,69,4,18,2,66,1,179,7,44,229,1,0,113,461
SNOHOMISHSULTAN 3,38,70,6,7,11,90,4,191,17,50,256,1,0,108,519
SNOHOMISHSULTAN 4,19,63,1,10,3,66,7,157,13,24,200,0,1,82,402
SNOHOMISHSULTAN RIVER,56,52,1,13,7,93,8,216,14,22,239,0,0,108,499
SNOHOMISHSUMMIT,69,42,3,3,8,44,3,284,6,20,131,0,0,111,444
SNOHOMISHSUNDAY LAKE,67,59,10,15,15,121,2,256,14,26,321,0,0,126,619
SNOHOMISHSUNNYSIDE,15,26,4,4,1,30,0,70,3,12,80,0,0,41,165
SNOHOMISHSUNRISE,56,39,1,6,8,43,1,223,5,15,136,0,1,95,381
