precinct,pri_dem_CLINTON,pri_dem_O'MAILEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HOEFLING,gen_ind_JOHNSON,gen_ind_KENNEDY,gen_ind_KOTLIKOFF,gen_ind_MCMULLIN,gen_ind_SCHOENKE,gen_ind_SMITH,gen_ind_STEIN,gen_rep_TRUMP,gen_unk_LIMBAUGH,dem_primary_total,general_total
CARTERMIDWAY,10,0,8,1,28,0,81,1,0,1,0,2,0,1,37,1,154,39,0,0,0,0,6,0,0,0,0,0,1,480,0,18,526
CARTERNATIONAL GUARD,8,0,1,0,7,0,9,0,0,0,0,0,0,0,12,0,23,17,0,0,1,0,2,0,0,0,0,0,0,74,0,9,94
CARTERRANGE,19,0,21,2,8,0,42,0,0,0,1,5,0,0,31,0,89,66,0,0,1,0,11,1,0,4,0,0,2,314,0,40,399
CARTERROAN MOUNTAIN,30,0,26,5,50,3,185,1,0,0,3,15,0,0,115,1,262,151,2,0,4,0,13,1,0,2,0,1,5,1225,0,56,1404
CARTERSIAM,13,0,14,0,22,0,66,0,0,1,1,5,1,1,46,0,99,73,1,0,1,0,9,0,0,1,0,0,3,442,0,27,530
CARTERTIGER VALLEY,27,0,35,4,39,1,164,1,0,1,2,15,0,0,81,0,247,142,0,0,1,0,18,1,0,0,0,3,5,1043,0,62,1213
CARTERUNAKA,29,0,38,7,28,1,135,0,0,0,3,13,0,1,63,0,191,134,0,0,1,0,12,0,0,1,0,4,7,691,0,67,850
CARTERVALLEY FORGE,36,0,38,6,24,1,118,0,2,1,1,20,1,0,103,0,243,161,0,0,2,0,17,2,0,2,0,7,4,989,0,74,1184
CARTERWATAUGA,9,0,7,0,7,0,17,0,0,0,0,1,0,1,14,0,65,39,1,0,1,0,6,0,0,0,0,0,2,190,0,16,239
CARTERWESTSIDE,74,3,56,9,57,1,157,0,0,1,5,35,0,1,146,1,272,293,1,0,1,0,26,0,0,4,0,3,10,1139,0,133,1477
CHEATHAM1-1 COUNTY LIBRARY,193,3,117,12,51,0,187,0,0,0,2,23,0,1,94,1,361,670,1,0,4,0,80,1,0,14,0,12,11,1444,0,313,2237
CHEATHAM2-2 EAST CHEATHAM,143,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,6,0,61,1,0,16,0,7,10,1987,0,234,2612
CHEATHAM3-1 PLEASANT VIEW,141,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,2,0,2,0,98,0,0,7,0,9,13,2138,0,239,2811
CHEATHAM4-1 WEST CHEATHAM,94,0,61,4,39,0,165,0,0,0,1,18,1,0,77,1,318,307,3,0,2,0,41,1,0,1,0,7,7,1134,0,155,1503
CHEATHAM4-3 SYCAMORE,63,0,38,4,36,0,120,0,0,1,1,13,0,0,76,1,177,230,0,0,2,0,32,1,0,1,0,0,6,848,0,101,1120
CHEATHAM5-1 GREENBRIER,49,1,32,1,20,0,63,0,0,0,0,7,0,0,31,1,119,148,0,0,2,0,8,1,0,1,0,0,8,526,0,82,694
CHEATHAM5-2 PEGRAM,131,1,137,7,46,0,188,0,0,0,0,31,0,2,117,0,300,552,2,0,4,0,57,4,0,9,0,7,16,1281,0,269,1932
CHEATHAM6-1 HARPETH,252,3,233,4,80,1,277,1,2,0,3,53,0,3,184,0,454,905,0,0,4,0,86,4,0,41,0,8,28,1939,0,488,3015
CHESTER1-2 ENVILLE,27,0,17,4,17,0,46,0,1,0,1,3,0,0,24,0,87,82,0,0,0,0,7,0,0,0,0,1,0,380,0,44,470
CHESTER1-5 SWEET LIPS,19,0,5,1,13,0,31,0,0,0,0,3,0,0,25,0,72,65,0,0,0,0,6,0,0,4,0,0,2,296,0,24,373
CHESTER1-6 HARMONY,13,0,10,2,11,0,21,0,0,0,0,0,0,0,21,1,59,52,0,0,1,0,9,1,0,0,0,1,0,208,0,23,272
CHESTER2-1 JACKS CREEK,7,0,8,2,19,0,36,0,0,0,2,4,0,0,17,0,86,66,1,0,0,0,5,0,0,2,0,0,1,372,0,15,447
CHESTER2-2 FRIENDSHIP,39,0,12,0,39,0,94,0,1,0,0,5,0,0,38,1,117,107,0,0,0,0,6,1,0,1,0,1,2,657,0,51,775
CHESTER3-2 MONTEZUMA,34,0,19,1,37,0,66,0,1,0,0,8,1,2,33,0,121,93,1,0,0,0,12,0,0,3,0,1,0,559,0,53,669
CHESTER3-4 MASSEYVILLE,19,0,3,0,4,0,29,0,0,0,1,3,0,0,18,0,50,35,0,0,0,0,4,0,0,0,0,1,0,196,0,22,236
CHESTER3-6 DEANBURG,7,0,2,1,13,0,26,0,0,0,1,4,0,0,25,0,53,26,0,0,0,0,3,2,0,3,0,1,0,223,0,9,258
CHESTER4-1 WEST CHESTER,54,1,27,12,84,0,151,0,0,0,1,20,0,0,100,0,203,66,0,0,2,0,8,0,0,2,0,1,2,512,0,82,593
CHESTER5-1 EAST CHESTER,77,1,26,4,59,0,90,0,1,0,2,8,0,0,52,0,122,81,0,0,0,0,8,0,0,0,0,0,1,381,0,104,471
CHESTER6-1 CITY HALL,46,0,16,1,26,2,61,0,0,0,1,5,0,0,26,0,58,169,0,0,0,0,12,0,0,6,0,2,0,383,0,62,572
CLAIBORNE1-1 TAZEWELL,92,2,43,2,25,1,85,1,0,1,2,10,0,0,76,0,238,330,1,0,1,0,20,3,0,0,0,3,5,1153,0,137,1516
CLAIBORNE2-1 CLOUDS,24,0,25,1,14,0,74,0,0,0,1,4,0,0,28,1,133,94,0,0,1,0,12,1,0,3,0,2,2,688,0,49,803
CLAIBORNE2-2 GOIN,9,1,12,1,7,0,22,0,1,0,1,2,0,1,20,0,112,68,0,0,2,0,9,0,0,0,0,0,0,361,0,22,440
CLAIBORNE2-3 SANDLICK,21,1,15,1,10,0,38,0,0,0,1,9,0,0,14,0,88,77,0,0,0,0,10,0,0,0,0,0,0,381,0,37,468
CLAIBORNE3-1 LONE MOUNTAIN,18,0,1,0,4,0,35,0,1,0,1,7,0,0,12,0,66,50,0,0,0,0,11,0,0,1,0,5,1,256,0,19,324
CLAIBORNE3-2 NEW TAZEWELL,63,2,33,7,21,1,64,1,2,0,1,15,0,3,53,0,268,229,0,0,4,0,31,4,0,0,0,2,5,940,0,98,1215
CLAIBORNE4-1 GIBSON HALL,12,1,3,0,1,0,5,0,0,0,0,4,0,0,6,0,13,27,0,0,0,0,0,1,0,0,0,1,0,72,0,16,101
CLAIBORNE4-2 HOWARD'S QUARTER,4,0,5,0,1,0,13,0,0,0,1,1,0,0,11,0,44,16,0,0,0,0,1,0,0,0,0,0,0,155,0,9,172
CLAIBORNE4-3 LIBERTY,6,1,7,0,2,0,18,0,0,0,1,5,0,1,5,0,29,17,0,0,0,0,4,1,0,0,0,0,0,110,0,14,132
CLAIBORNE4-4 SPRINGDALE,44,0,24,1,16,0,46,0,0,0,0,6,0,0,23,0,154,109,0,0,2,0,14,1,0,2,0,0,2,571,0,68,701
CLAIBORNE5-1 BIG SPRING UNION,27,1,14,1,10,1,37,0,0,0,0,1,0,0,18,0,119,72,0,0,0,0,9,0,0,0,0,2,1,484,0,42,568
CLAIBORNE6-1 HARROGATE,76,0,44,3,29,2,123,0,0,1,1,19,0,0,74,0,264,242,1,0,1,0,24,8,0,5,0,4,4,1116,0,120,1405
CLAIBORNE7-1 ARTHUR,52,0,42,6,35,1,107,1,0,0,3,12,0,1,110,0,222,247,0,0,3,0,26,2,0,1,0,1,9,1128,0,94,1417
CLAIBORNE7-2 CUMBERLAND GAP,16,0,9,0,1,0,3,0,0,0,0,2,0,2,13,0,24,41,0,0,0,0,5,0,0,2,0,0,0,98,0,25,146
CLAIBORNE8-1 ROGERS MILL,17,0,20,4,8,0,65,1,0,0,1,9,0,0,22,0,123,60,0,0,1,0,5,1,0,0,0,2,0,448,0,37,517
CLAIBORNE8-2 VANBEBBER SPRNGS,36,0,11,2,16,0,59,0,0,0,1,10,0,0,36,0,104,105,0,0,1,0,10,1,0,2,0,5,0,500,0,47,624
CLAIBORNE9-1 CLAIRFIELD,27,2,5,0,0,0,8,1,0,0,0,2,0,0,19,0,25,48,0,0,0,0,1,1,0,0,0,0,0,141,0,34,191
CLAY1 DENTONS CROSS ROAD,39,0,20,1,11,1,42,0,1,0,0,9,0,1,30,0,133,100,0,0,0,0,5,0,0,0,0,3,2,478,0,59,588
CLAY2 HERMITAGE SPRINGS,38,1,14,3,23,1,42,0,0,0,0,5,0,2,32,0,122,89,0,0,0,0,14,0,0,0,0,1,3,429,0,53,536
CLAY3 CELINA,95,0,23,2,4,0,19,0,0,0,0,4,0,1,27,1,86,220,0,0,0,0,4,1,0,0,0,3,4,305,0,118,537
CLAY4-1 MAPLE GROVE,14,0,3,0,8,0,21,0,0,0,0,5,0,0,16,0,48,42,0,0,0,0,1,0,0,0,0,0,0,185,0,17,228
CLAY4-2 BUTLERS LANDING,38,0,17,0,9,0,30,0,0,0,0,5,0,0,12,0,104,96,0,0,2,0,12,0,0,0,0,1,1,327,0,55,439
CLAY5-1 BEECH BETHANY,19,0,12,1,7,0,15,0,0,0,0,2,0,1,19,0,47,77,0,0,0,0,5,0,0,0,0,1,1,220,0,31,304
CLAY5-2 PEA RIDGE,27,1,14,0,4,1,11,0,1,0,0,7,0,1,10,0,60,83,0,0,0,0,6,1,0,0,0,1,0,197,0,42,288
COCKEARMORY,18,0,23,6,15,0,55,1,1,0,2,9,0,1,36,0,135,93,0,0,2,0,7,1,0,2,0,0,4,419,0,41,528
COCKEBRIDGEPORT,21,0,13,2,13,0,56,0,0,0,3,5,0,0,39,0,132,71,0,0,1,0,10,1,0,0,0,0,0,397,0,34,480
COCKECENTERVIEW,31,0,28,5,19,1,117,0,0,0,2,9,0,0,79,1,316,122,0,0,2,0,12,0,0,0,0,1,2,886,0,59,1025
COCKECENTRAL,35,0,17,6,14,0,49,2,0,0,4,5,0,0,25,0,144,142,0,0,1,0,15,3,0,2,0,1,5,444,0,52,613
COCKECOCKE COUNTY HIGH,15,0,9,2,14,0,58,1,0,0,0,6,0,0,21,0,131,78,0,0,1,0,6,0,0,0,0,0,1,387,0,24,473
COCKECOSBY,22,1,43,5,41,1,125,3,0,0,3,21,0,0,60,2,274,161,0,0,1,0,28,0,0,0,0,1,4,949,0,66,1144
COCKEDEL RIO,17,0,26,6,25,1,60,0,0,0,1,16,0,1,36,0,136,84,0,0,0,0,10,2,0,0,0,1,2,466,0,43,565
COCKEEDGEMONT,32,1,16,5,12,1,51,0,0,0,1,3,0,1,26,0,161,94,0,0,1,0,8,2,0,0,0,3,2,483,0,49,593
COCKEEDWINA,42,1,17,6,42,0,136,0,0,0,6,15,0,1,78,0,270,133,0,0,1,2,14,1,0,2,0,7,6,907,0,60,1073
COCKEFOREST HILL,21,0,13,4,18,0,60,1,0,0,2,16,0,3,29,1,183,81,0,0,3,0,6,1,0,0,0,1,3,503,0,34,598
COCKEGRASSY FORK,9,0,20,3,10,0,36,0,0,0,3,3,0,0,25,1,98,60,0,0,0,0,3,2,0,0,0,1,6,303,0,29,375
COCKEHOUSTON VALLEY,0,0,2,0,0,1,11,0,0,0,0,0,0,0,2,0,18,9,0,0,0,0,1,0,0,0,0,0,0,51,0,2,61
COCKELONG CREEK,16,1,7,4,17,0,61,0,0,0,4,12,0,1,24,0,158,77,0,0,1,0,11,0,0,1,0,2,1,428,0,24,521
COCKENEWPORT GRAMMAR,36,0,24,13,25,1,118,0,0,0,6,37,0,3,77,1,201,185,0,0,0,0,30,2,0,4,0,2,3,680,0,60,906
COCKENORTHPORT,32,1,19,2,22,1,47,0,0,1,4,10,0,1,39,1,163,147,1,0,1,0,16,0,0,0,0,1,4,543,0,52,713
COCKEPARROTTSVILLE,21,0,28,5,25,0,114,0,0,1,4,16,0,3,73,0,275,141,0,0,1,0,15,3,0,0,0,1,1,739,0,49,901
COCKERANKIN,12,0,3,1,7,1,22,0,0,0,0,5,0,0,13,0,73,34,0,0,2,0,3,0,0,0,0,0,0,193,0,15,232
COCKESMOKY MOUNTAIN,45,1,38,1,14,2,75,0,0,1,2,8,0,0,36,0,152,145,0,0,3,0,7,1,0,2,0,2,14,526,0,84,700
COCKEWEST END,34,0,15,11,23,1,45,1,0,0,2,11,0,0,47,0,180,124,1,0,0,0,9,0,0,0,0,3,1,487,0,49,625
COFFEE1 ADA WRIGHT CC,80,1,45,6,25,1,95,0,0,0,0,25,0,0,46,0,165,261,0,0,3,0,24,2,0,1,0,3,8,639,0,126,941
COFFEE10 MT. ARARAT,60,1,26,4,33,0,114,0,0,0,0,12,0,0,39,0,150,180,0,0,0,0,17,1,0,1,0,3,5,652,0,87,859
COFFEE11 FREDONIA,65,0,24,4,24,0,87,0,0,0,1,10,0,0,71,1,185,177,0,0,0,0,30,0,0,8,0,5,0,668,0,89,888
COFFEE12 NORTH COFFEE,52,4,38,3,42,0,121,0,0,0,0,10,0,3,47,0,206,176,0,0,2,0,21,1,0,1,0,0,8,821,0,94,1030
COFFEE13-1 BLANTON'S CHAPEL,41,0,34,4,36,1,98,0,0,1,2,11,0,1,37,0,153,125,0,0,0,0,14,0,0,1,0,3,1,506,0,75,650
COFFEE13-2 GRACE BAPTIST,29,0,16,0,27,0,60,0,0,0,1,11,0,0,51,0,113,72,0,0,1,0,11,0,0,0,0,1,1,434,0,45,520
COFFEE14 HICKERSON,98,1,40,4,36,1,131,0,0,0,0,18,0,3,62,1,199,236,0,0,1,0,15,0,0,1,0,1,2,822,0,139,1078
COFFEE15 GRACE BAPTIST,91,2,72,2,65,1,129,3,0,0,0,48,0,0,122,0,187,323,4,0,3,0,28,3,0,5,0,2,1,897,0,165,1266
COFFEE16 LION'S CLUB,122,2,59,10,46,1,181,1,0,0,2,51,0,1,195,0,220,366,0,0,1,0,62,2,0,8,0,2,7,983,0,183,1431
COFFEE18 FIRST CHRISTIAN,64,1,43,9,44,0,71,0,0,0,0,19,0,0,65,0,125,233,0,0,1,0,32,2,0,1,0,4,3,614,0,108,890
COFFEE19 CD STAMPS CENTER,73,0,27,1,8,1,28,0,0,0,1,5,0,0,16,0,67,212,0,0,2,0,11,0,0,1,0,3,6,353,0,100,588
COFFEE2 ST PAUL,49,2,22,0,9,0,50,0,0,0,0,2,0,0,23,0,84,137,0,0,2,0,20,0,0,1,0,1,5,336,0,73,502
COFFEE20 SR CITIZENS CENTER,76,1,46,4,30,1,109,0,0,0,1,23,0,1,62,0,151,284,0,0,3,0,24,2,0,5,0,1,12,647,0,123,978
COFFEE21 WILSON AVE,97,0,53,2,29,0,114,0,0,0,1,22,0,2,77,0,151,296,0,0,1,0,34,4,0,8,0,5,8,668,0,150,1024
COFFEE3 TRINITY,63,2,65,0,45,1,133,0,0,0,0,25,1,0,75,1,165,262,2,0,4,0,25,1,0,3,0,6,11,778,0,130,1092
COFFEE4 FIRST BAPTIST,93,1,52,9,38,0,94,0,0,0,2,18,0,1,47,0,160,298,0,0,1,0,20,1,0,1,0,4,13,661,0,146,999
COFFEE5 HILLSBORO,85,0,17,3,26,0,118,0,1,0,0,20,0,0,54,0,196,217,0,0,1,0,11,2,0,2,0,3,5,723,0,102,964
COFFEE6 TN VOCATIONAL CENTER,43,3,41,4,32,0,67,1,0,0,1,7,0,4,38,1,141,154,0,0,1,0,20,0,0,1,0,3,0,589,0,87,768
COFFEE7 FOREST MILL,66,1,28,2,40,0,121,0,0,0,0,19,0,0,46,1,194,192,0,0,1,0,19,0,0,1,0,0,3,732,0,95,948
COFFEE8 NEW UNION,49,1,29,5,38,2,140,0,0,0,1,22,0,0,75,0,260,187,0,0,1,0,42,1,0,4,0,5,8,885,0,79,1133
COFFEE9-1 POCAHONTAS,38,1,17,1,18,0,66,0,0,0,0,7,0,0,28,0,119,102,2,0,1,1,10,0,0,0,0,4,2,482,0,56,604
COFFEE9-2 SUMMITVILLE,27,0,10,0,6,0,43,2,0,0,0,4,0,0,20,0,66,70,1,0,1,0,6,1,0,0,0,1,2,242,0,37,324
CROCKETT10,46,0,6,2,6,0,30,1,0,0,0,2,0,0,16,0,53,159,0,0,0,0,3,1,0,0,0,0,1,195,0,52,359
CROCKETT11,33,1,9,8,15,1,50,0,0,1,0,2,0,2,38,0,88,85,0,0,2,0,13,0,0,0,0,2,0,381,0,43,483
CROCKETT12,42,1,12,3,25,0,69,0,0,0,0,7,0,0,27,0,101,115,0,0,1,0,4,0,0,0,0,1,2,422,0,55,545
CUMBERLAND1 CORNERSTONE,129,3,97,26,67,5,290,0,0,0,1,73,0,2,173,2,404,524,1,0,4,0,53,3,0,4,0,6,11,1957,0,229,2563
CUMBERLAND2 COMPLEX 2,64,2,74,11,57,0,134,0,0,0,3,41,0,2,107,1,269,346,0,0,4,0,40,3,0,0,0,8,9,1222,0,140,1632
CUMBERLAND3 BIG LICK,27,1,24,4,31,0,89,0,1,0,1,16,0,0,30,1,174,121,0,0,0,0,7,0,0,0,0,4,2,523,0,52,657
CUMBERLAND3 DORTON,22,0,11,2,14,0,45,2,0,0,0,5,0,0,29,0,93,52,0,0,0,0,8,0,0,0,0,1,4,321,0,33,386
CUMBERLAND3 HOMESTEAD,49,2,28,5,30,0,210,0,0,0,3,25,0,0,83,0,196,201,0,0,0,0,29,0,0,1,0,2,4,849,0,79,1086
CUMBERLAND3 LINARY,33,1,38,1,23,0,127,0,0,0,3,11,0,0,51,1,160,125,0,0,1,0,20,1,0,3,0,0,8,623,0,72,781
CUMBERLAND4 BAKERS,20,1,18,6,23,0,88,0,0,1,0,8,0,1,30,0,150,95,0,0,1,0,8,1,0,2,0,0,3,542,0,39,652
CUMBERLAND4 OAK HILL,53,1,33,6,35,1,145,0,1,0,4,24,0,1,73,0,253,200,0,0,1,0,25,2,0,0,0,2,3,963,0,87,1196
CUMBERLAND4 TABOR,26,2,34,4,45,2,117,0,0,0,1,14,1,1,64,0,185,110,0,0,1,0,16,2,0,0,0,1,4,710,0,62,844
CUMBERLAND5 LANTANA,40,0,30,2,24,2,102,1,0,0,1,19,0,1,60,0,168,163,0,0,1,0,21,0,0,0,0,0,3,587,0,70,775
CUMBERLAND5 TANSI,91,2,51,6,55,2,183,0,0,0,5,28,1,1,141,1,351,328,0,0,4,0,26,1,0,0,0,4,2,1384,0,144,1749
CUMBERLAND5 VANDEVER,34,2,23,0,19,0,119,0,0,0,3,7,1,1,39,0,186,98,0,0,1,0,13,0,0,3,0,1,4,648,0,59,768
CUMBERLAND6 CHESTNUT HILL,51,2,30,3,22,1,68,0,1,0,1,17,0,0,53,0,184,175,0,0,2,0,15,0,0,0,0,4,3,702,0,83,901
CUMBERLAND6 CRAB ORCHARD,19,0,17,3,17,0,48,0,0,0,0,8,0,0,26,0,83,72,1,0,2,0,6,1,0,0,0,1,5,384,0,36,472
CUMBERLAND6 GRASSY COVE,14,0,21,2,20,0,46,0,0,0,0,4,0,3,17,0,98,57,0,0,1,0,9,0,0,1,0,1,1,309,0,35,379
CUMBERLAND6 OZONE-PINEVIEW,41,0,20,1,17,0,71,1,0,0,2,7,0,0,25,0,130,116,3,0,0,0,11,0,0,0,0,0,0,488,0,61,618
CUMBERLAND7 MAYLAND,23,1,36,4,26,1,128,0,0,0,2,21,1,1,54,0,205,160,0,0,1,0,16,1,0,0,0,2,6,820,0,60,1006
CUMBERLAND7 RINNIE,12,0,11,1,12,1,76,0,0,0,0,6,0,0,27,0,107,41,0,0,0,0,4,0,0,1,0,0,2,385,0,23,433
CUMBERLAND7 WOODY,46,2,35,8,35,0,141,0,0,0,0,11,0,2,47,0,264,135,1,0,0,0,24,0,0,1,0,1,3,897,0,83,1062
CUMBERLAND8 MIDWAY,9,0,8,0,1,0,39,0,0,0,0,1,0,0,10,0,65,32,0,0,1,0,4,0,0,0,0,1,2,219,0,17,259
CUMBERLAND8 PLEASANT HILL,118,6,66,2,22,0,115,0,1,0,2,8,0,0,36,1,135,269,1,0,1,0,15,2,0,1,0,1,3,621,0,190,914
CUMBERLAND8 POMONA,49,2,42,4,48,1,189,0,1,0,2,44,0,3,86,0,287,209,4,0,1,0,13,0,0,0,0,2,6,1086,0,93,1321
CUMBERLAND9 FAIRFIELD NORTH,201,3,78,35,89,3,305,4,0,0,3,161,1,1,461,0,613,655,0,0,4,0,34,3,0,1,0,3,2,1978,0,282,2680
CUMBERLAND9 FAIRFIELD SOUTH,141,0,63,16,59,3,189,1,0,0,2,108,0,2,250,2,392,918,0,0,6,0,54,6,0,1,0,8,9,2195,0,204,3197
DAVIDSON13-1,177,0,118,1,11,1,52,0,0,0,0,6,0,3,29,0,80,808,0,0,4,0,46,2,0,3,0,0,26,339,0,295,1228
DAVIDSON13-2,64,0,45,3,7,0,27,0,0,0,0,7,0,1,33,0,40,256,0,0,1,0,23,1,0,0,0,3,5,171,0,109,460
DAVIDSON13-3,432,4,262,9,55,0,176,3,0,0,1,42,0,0,163,0,266,1597,0,0,9,0,126,5,0,5,0,5,27,1182,0,698,2956
DAVIDSON13-4,33,0,21,0,2,1,20,1,0,0,0,1,0,0,16,0,28,113,0,0,0,0,11,0,0,0,0,0,3,105,0,54,232
DAVIDSON14-1,277,0,135,7,33,1,113,1,0,0,0,24,0,0,109,0,166,1167,1,0,4,0,93,5,0,2,0,11,21,945,0,412,2249
DAVIDSON14-2,245,2,168,9,66,0,179,0,0,0,3,25,0,1,119,0,258,846,0,0,5,0,72,5,0,7,0,5,26,1126,0,415,2092
DAVIDSON14-3,60,0,41,0,6,0,19,0,0,0,0,4,0,0,12,0,17,310,0,0,0,0,23,4,0,0,0,1,8,160,0,101,506
DAVIDSON14-4,3,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,1,27,0,0,0,0,1,0,0,1,0,0,0,6,0,6,35
DAVIDSON14-5,200,0,157,1,32,0,111,0,0,0,0,15,0,1,74,0,161,853,0,0,4,0,91,3,0,5,0,4,25,703,0,357,1688
DAVIDSON15-1,363,1,232,11,76,0,223,2,0,1,2,33,0,2,161,0,268,1209,0,0,7,0,109,0,0,4,0,8,28,1208,0,596,2573
DAVIDSON15-2,211,0,200,6,48,1,163,0,0,0,2,36,0,2,137,0,193,717,0,0,2,1,93,2,0,8,0,7,16,811,0,411,1657
DAVIDSON15-3,196,3,212,10,42,0,138,0,0,0,0,25,0,5,109,0,225,813,0,0,6,0,88,0,0,6,0,9,28,972,0,411,1922
DAVIDSON15-4,159,0,102,6,37,2,60,1,0,0,0,11,0,1,48,0,92,520,0,0,2,0,54,1,0,3,0,5,13,440,0,261,1038
DAVIDSON15-5,13,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,4,96,0,0,0,0,2,0,0,1,0,1,4,20,0,22,124
DAVIDSON16-1,95,0,79,2,9,1,26,0,0,0,0,4,0,0,26,0,50,405,0,0,0,0,21,1,0,2,0,1,10,187,0,174,627
DAVIDSON16-2,54,0,47,0,13,1,32,0,0,0,0,6,0,1,12,0,46,242,0,0,3,0,12,0,0,2,0,1,7,156,0,101,423
DAVIDSON16-3,432,4,544,4,37,1,187,0,0,0,2,35,0,8,173,1,269,2057,2,0,10,0,202,9,0,18,0,14,57,1068,0,980,3437
DAVIDSON16-4,55,0,65,0,7,0,17,0,0,0,0,3,0,1,12,1,31,218,0,0,0,0,17,0,0,2,0,0,8,106,0,120,351
DAVIDSON16-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
DAVIDSON17-1,378,0,160,1,5,0,16,0,0,0,0,12,0,0,62,1,28,1053,0,0,5,0,50,2,0,13,0,6,18,186,0,538,1333
DAVIDSON17-2,188,0,108,0,5,0,10,1,0,0,0,11,0,0,31,0,12,603,0,0,4,0,22,2,0,2,0,1,11,116,0,296,761
DAVIDSON17-3,167,1,128,1,6,0,19,0,0,1,0,9,0,0,22,0,16,670,0,0,1,0,29,1,0,2,0,2,14,114,0,296,833
DAVIDSON17-4,374,1,204,4,9,1,31,0,0,0,0,62,0,2,172,0,44,1316,2,0,2,0,102,1,0,22,0,3,21,375,0,579,1844
DAVIDSON17-5,39,1,44,2,4,0,16,0,0,0,0,6,0,1,32,0,25,202,0,0,0,0,33,1,0,0,0,1,6,116,0,84,359
DAVIDSON17-6,115,1,65,1,13,1,42,1,0,0,0,11,0,4,34,0,56,355,1,0,2,0,25,2,0,6,0,4,13,233,0,181,641
DAVIDSON17-7,131,0,78,1,5,0,11,0,0,0,0,6,0,0,26,0,27,460,0,0,1,0,22,0,0,5,0,0,7,143,0,209,638
DAVIDSON18-1,17,0,25,0,0,0,0,0,0,0,0,0,0,0,5,0,5,113,0,0,0,0,8,0,0,0,0,1,1,12,0,42,135
DAVIDSON18-2,186,0,103,1,5,0,18,0,0,0,1,25,1,1,48,0,11,578,0,0,1,0,29,0,0,5,0,2,7,150,0,289,772
DAVIDSON18-3,540,1,418,2,18,0,43,0,0,0,1,71,0,5,185,0,76,1809,1,0,2,0,135,2,0,19,0,2,22,443,0,959,2435
DAVIDSON18-4,412,2,334,3,20,0,43,1,0,1,1,78,0,0,117,0,64,1406,0,0,4,0,69,1,0,14,0,7,24,360,1,748,1886
DAVIDSON18-5,22,0,12,0,1,0,1,0,0,0,0,5,0,0,12,0,0,55,0,0,0,0,2,0,0,0,0,0,0,22,0,34,79
DAVIDSON19-1,261,0,202,3,19,0,55,0,0,0,1,41,0,0,130,0,114,1172,0,0,2,0,116,4,0,8,0,2,28,716,0,463,2048
DAVIDSON19-2,220,0,154,1,7,0,14,0,0,0,1,29,0,1,76,0,33,1026,0,0,2,0,75,1,0,3,0,1,16,258,0,374,1382
DAVIDSON19-3,303,1,92,0,3,0,3,0,0,0,0,5,0,0,27,0,10,982,0,0,1,0,26,1,0,2,0,1,21,78,0,396,1112
DAVIDSON19-4,175,0,114,2,7,0,18,0,0,0,0,19,0,1,85,0,29,739,0,0,4,0,70,1,0,4,0,3,8,279,0,289,1108
DAVIDSON19-5,98,1,22,0,0,0,4,1,1,0,0,0,0,0,4,0,1,470,0,0,0,0,4,1,0,1,0,0,3,38,0,121,517
DAVIDSON19-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
DAVIDSON20-1,8,0,8,0,2,0,0,0,0,0,0,0,0,0,1,0,1,67,0,0,0,0,0,0,0,0,0,0,1,11,0,16,79
DAVIDSON20-2,116,1,177,0,11,0,24,1,0,0,1,21,0,0,75,0,76,759,0,0,3,0,99,2,0,8,0,2,22,374,0,294,1269
DAVIDSON20-3,470,8,464,11,53,1,123,0,1,0,2,48,0,5,164,0,281,1927,0,0,7,0,163,5,0,12,0,9,59,1214,0,942,3396
DAVIDSON21-1,373,1,87,0,4,0,2,0,0,0,0,2,0,0,3,0,2,1254,0,0,2,0,5,1,0,0,0,3,12,15,0,461,1292
DAVIDSON21-2,625,5,105,3,4,0,9,1,0,0,0,3,0,0,92,1,7,1642,0,0,1,0,26,4,0,7,0,13,11,139,0,735,1843
DAVIDSON21-3,289,1,81,0,4,0,6,0,0,0,0,3,0,0,6,0,3,892,2,0,4,0,24,3,0,3,0,1,11,62,0,371,1002
DAVIDSON21-4,203,0,164,5,16,0,22,1,0,0,0,33,0,0,111,0,44,932,0,0,2,0,121,0,0,11,0,2,22,412,0,367,1502
DAVIDSON22-1,214,2,124,5,35,0,124,0,0,0,1,35,0,1,152,1,186,750,0,0,2,0,67,3,0,4,0,4,13,845,0,340,1688
