precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_FOX,gen_ind_HARTNELL,gen_ind_HOEFLING,gen_ind_KOTLIKOFF,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_lib_JOHNSON,gen_nlp_SOLTYSIK,gen_rep_TRUMP
WASHTENAWANN ARBOR CITY 1 WARD 1,4,1250,16,0,0,0,0,0,0,0,35,0,137
WASHTENAWANN ARBOR CITY 1 WARD 2,0,614,16,0,0,0,0,0,0,0,24,2,68
WASHTENAWANN ARBOR CITY 1 WARD 3,0,1040,10,0,0,0,0,0,0,0,26,0,116
WASHTENAWANN ARBOR CITY 1 WARD 4,0,746,7,0,0,0,0,0,0,0,38,1,92
WASHTENAWANN ARBOR CITY 1 WARD 5,3,836,12,0,0,0,0,0,0,0,31,0,72
WASHTENAWANN ARBOR CITY 10 WARD 1,5,1200,32,0,0,0,0,0,0,0,32,2,160
WASHTENAWANN ARBOR CITY 10 WARD 4,2,643,7,0,0,0,0,0,0,0,35,0,160
WASHTENAWANN ARBOR CITY 10 WARD 5,8,1253,31,0,0,0,0,0,0,0,44,1,298
WASHTENAWANN ARBOR CITY 11 WARD 5,3,1684,25,0,0,0,0,0,0,0,34,0,199
WASHTENAWANN ARBOR CITY 2 WARD 1,0,765,11,0,0,0,0,0,0,0,18,0,95
WASHTENAWANN ARBOR CITY 2 WARD 2,2,1017,11,0,0,0,0,0,0,0,47,0,146
WASHTENAWANN ARBOR CITY 2 WARD 3,0,1104,8,0,0,0,0,0,0,0,34,0,104
WASHTENAWANN ARBOR CITY 2 WARD 4,0,525,10,0,0,0,0,0,0,0,17,0,40
WASHTENAWANN ARBOR CITY 2 WARD 5,1,1593,22,0,0,0,0,0,0,0,28,2,100
WASHTENAWANN ARBOR CITY 3 WARD 1,2,596,9,0,0,0,0,0,0,0,18,0,31
WASHTENAWANN ARBOR CITY 3 WARD 2,1,767,4,0,0,0,0,0,0,0,22,0,104
WASHTENAWANN ARBOR CITY 3 WARD 3,1,1663,14,0,0,0,0,0,0,0,35,0,139
WASHTENAWANN ARBOR CITY 3 WARD 4,1,1155,17,0,0,0,0,0,0,0,34,0,94
WASHTENAWANN ARBOR CITY 3 WARD 5,0,791,20,0,0,0,0,0,0,0,8,2,49
WASHTENAWANN ARBOR CITY 4 WARD 1,2,587,9,0,0,0,0,0,0,0,11,1,31
WASHTENAWANN ARBOR CITY 4 WARD 2,0,1024,5,0,0,0,0,0,0,0,23,0,174
WASHTENAWANN ARBOR CITY 4 WARD 3,2,1186,23,0,0,0,0,0,0,0,48,0,168
WASHTENAWANN ARBOR CITY 4 WARD 4,1,1268,19,0,0,0,0,0,0,0,35,0,182
WASHTENAWANN ARBOR CITY 4 WARD 5,0,1348,24,0,0,0,0,0,0,0,20,2,102
WASHTENAWANN ARBOR CITY 5 WARD 1,1,939,16,0,0,0,0,0,0,0,19,0,79
WASHTENAWANN ARBOR CITY 5 WARD 2,1,1120,8,0,0,0,0,0,0,0,36,1,198
WASHTENAWANN ARBOR CITY 5 WARD 3,7,1199,32,0,0,0,0,0,0,0,20,2,215
WASHTENAWANN ARBOR CITY 5 WARD 4,0,1061,38,0,0,0,0,0,0,0,41,1,140
WASHTENAWANN ARBOR CITY 5 WARD 5,3,1385,26,0,0,0,0,0,0,0,34,0,151
WASHTENAWANN ARBOR CITY 6 WARD 1,0,722,10,0,0,0,0,0,0,0,22,0,68
WASHTENAWANN ARBOR CITY 6 WARD 2,3,1114,14,0,0,0,0,0,0,0,35,1,213
WASHTENAWANN ARBOR CITY 6 WARD 3,3,866,26,0,0,0,0,0,0,0,35,0,160
WASHTENAWANN ARBOR CITY 6 WARD 4,3,1144,30,0,0,0,0,0,0,0,57,0,254
WASHTENAWANN ARBOR CITY 6 WARD 5,4,1059,12,0,0,0,0,0,0,0,22,0,98
WASHTENAWANN ARBOR CITY 7 WARD 1,0,672,14,0,0,0,0,0,0,0,29,0,96
WASHTENAWANN ARBOR CITY 7 WARD 2,0,1220,16,0,0,0,0,0,0,0,27,0,220
WASHTENAWANN ARBOR CITY 7 WARD 3,4,1037,20,0,0,0,0,0,0,0,27,0,221
WASHTENAWANN ARBOR CITY 7 WARD 4,1,1258,17,0,0,0,0,0,0,0,38,0,245
WASHTENAWANN ARBOR CITY 7 WARD 5,2,720,13,0,0,0,0,0,0,0,25,0,105
WASHTENAWANN ARBOR CITY 8 WARD 1,0,1075,8,0,0,0,0,0,0,0,25,0,123
WASHTENAWANN ARBOR CITY 8 WARD 2,1,1004,14,0,0,0,0,0,0,0,29,0,197
WASHTENAWANN ARBOR CITY 8 WARD 3,3,1149,21,0,0,0,0,0,0,0,29,4,207
WASHTENAWANN ARBOR CITY 8 WARD 4,2,1033,17,0,0,0,0,0,0,0,41,0,160
WASHTENAWANN ARBOR CITY 8 WARD 5,2,691,9,0,0,0,0,0,0,0,10,1,128
WASHTENAWANN ARBOR CITY 9 WARD 1,5,1382,28,0,0,0,0,0,0,0,42,0,276
WASHTENAWANN ARBOR CITY 9 WARD 2,2,1224,15,0,0,0,0,0,0,0,39,1,252
WASHTENAWANN ARBOR CITY 9 WARD 3,2,1154,26,0,0,0,0,0,0,0,35,1,209
WASHTENAWANN ARBOR CITY 9 WARD 4,2,918,11,0,0,0,0,0,0,0,38,1,221
WASHTENAWANN ARBOR CITY 9 WARD 5,0,1291,25,0,0,0,0,0,0,0,25,1,172
WASHTENAWANN ARBOR TOWNSHIP 1,1,824,14,0,0,0,0,0,0,0,27,0,424
WASHTENAWANN ARBOR TOWNSHIP 2,1,1129,17,0,0,0,0,0,0,0,30,0,264
WASHTENAWAUGUSTA TOWNSHIP 1,5,582,17,0,0,0,0,0,0,0,52,0,648
WASHTENAWAUGUSTA TOWNSHIP 2,4,443,9,0,0,0,0,0,0,0,27,0,492
WASHTENAWAUGUSTA TOWNSHIP 3,8,519,28,0,0,0,0,0,0,0,49,0,749
WASHTENAWBRIDGEWATER TOWNSHIP 1,6,352,8,0,0,0,0,0,0,0,44,0,590
WASHTENAWCHELSEA CITY 1,5,1141,12,0,0,0,0,0,0,0,68,0,641
WASHTENAWCHELSEA CITY 2,2,773,17,0,0,0,0,0,0,0,70,0,455
WASHTENAWDEXTER CITY 1,5,843,14,0,0,0,0,0,0,0,66,0,468
WASHTENAWDEXTER CITY 2,1,687,12,0,0,0,0,0,0,0,56,0,325
WASHTENAWDEXTER TOWNSHIP 1,4,885,14,0,0,0,0,0,0,0,70,1,676
WASHTENAWDEXTER TOWNSHIP 2,4,730,15,0,0,0,0,0,0,0,49,0,678
WASHTENAWDEXTER TOWNSHIP 3,3,426,2,0,0,0,0,0,0,0,35,1,429
WASHTENAWFREEDOM TOWNSHIP 1,3,378,10,0,0,0,0,0,0,0,30,1,509
WASHTENAWLIMA TOWNSHIP 1,14,1091,34,0,0,0,0,0,0,0,94,0,1062
WASHTENAWLODI TOWNSHIP 1,3,646,12,0,0,0,0,0,0,0,51,0,722
WASHTENAWLODI TOWNSHIP 2,1,778,15,0,0,0,0,0,0,0,54,0,765
WASHTENAWLODI TOWNSHIP 3,2,509,14,0,0,0,0,0,0,0,22,2,279
WASHTENAWLYNDON TOWNSHIP 1,3,751,19,0,0,0,0,0,0,0,49,3,837
WASHTENAWMANCHESTER TOWNSHIP 1,2,607,19,0,0,0,0,0,0,0,52,0,529
WASHTENAWMANCHESTER TOWNSHIP 2,4,545,16,0,0,0,0,0,0,0,53,0,888
WASHTENAWMILAN CITY 1W,8,1005,30,0,0,0,0,0,0,0,116,2,916
WASHTENAWNORTHFIELD TOWNSHIP 1,7,847,13,0,0,0,0,0,0,0,98,3,917
WASHTENAWNORTHFIELD TOWNSHIP 2,7,534,14,0,0,0,0,0,0,0,57,1,878
WASHTENAWNORTHFIELD TOWNSHIP 3,2,493,19,0,0,0,0,0,0,0,63,0,585
WASHTENAWPITTSFIELD TOWNSHIP 1,13,1318,14,0,0,0,0,0,0,0,96,1,522
WASHTENAWPITTSFIELD TOWNSHIP 10,4,939,21,0,0,0,0,0,0,0,45,0,229
WASHTENAWPITTSFIELD TOWNSHIP 2,2,1238,34,0,0,0,0,0,0,0,54,2,285
WASHTENAWPITTSFIELD TOWNSHIP 3,6,1462,28,0,0,0,0,0,0,0,26,0,328
WASHTENAWPITTSFIELD TOWNSHIP 4,6,1258,47,0,0,0,0,0,0,0,58,2,221
WASHTENAWPITTSFIELD TOWNSHIP 5,2,698,0,0,0,0,0,0,0,0,27,0,176
WASHTENAWPITTSFIELD TOWNSHIP 6,8,1265,22,0,0,0,0,0,0,0,56,0,626
WASHTENAWPITTSFIELD TOWNSHIP 7,3,1403,20,0,0,0,0,0,0,0,56,0,421
WASHTENAWPITTSFIELD TOWNSHIP 8,10,1256,18,0,0,0,0,0,0,0,94,0,986
WASHTENAWPITTSFIELD TOWNSHIP 9,5,1534,16,0,0,0,0,0,0,0,68,0,747
WASHTENAWSALEM TOWNSHIP 1,3,427,2,0,0,0,0,0,0,0,55,1,877
WASHTENAWSALEM TOWNSHIP 2,5,504,15,0,0,0,0,0,0,0,41,2,939
WASHTENAWSALEM TOWNSHIP 3,5,346,6,0,0,0,0,0,0,0,50,0,614
WASHTENAWSALINE CITY 1,6,988,25,0,0,0,0,0,0,0,74,1,664
WASHTENAWSALINE CITY 2,2,839,18,0,0,0,0,0,0,0,62,0,554
WASHTENAWSALINE CITY 3,6,1164,22,0,0,0,0,0,0,0,67,0,776
WASHTENAWSALINE TOWNSHIP 1,1,488,11,0,0,0,0,0,0,0,41,1,651
WASHTENAWSCIO TOWNSHIP 2,0,454,5,0,0,0,0,0,0,0,47,0,341
WASHTENAWSCIO TOWNSHIP 3,2,747,14,0,0,0,0,0,0,0,32,0,262
WASHTENAWSCIO TOWNSHIP 4,1,778,16,0,0,0,0,0,0,0,23,0,278
WASHTENAWSCIO TOWNSHIP 5,3,689,32,0,0,0,0,0,0,0,48,4,355
WASHTENAWSCIO TOWNSHIP 6,3,815,6,0,0,0,0,0,0,0,30,0,320
WASHTENAWSCIO TOWNSHIP 7,4,1387,10,0,0,0,0,0,0,0,45,1,386
WASHTENAWSCIO TOWNSHIP 8,4,1182,19,0,0,0,0,0,0,0,44,1,405
WASHTENAWSCIO TOWNSHIP 9,6,1018,27,0,0,0,0,0,0,0,42,0,301
WASHTENAWSHARON TOWNSHIP 1,3,431,11,0,0,0,0,0,0,0,46,0,638
WASHTENAWSUPERIOR TOWNSHIP 1,4,803,12,0,0,0,0,0,0,0,46,0,443
WASHTENAWSUPERIOR TOWNSHIP 2,6,1242,17,0,0,0,0,0,0,0,34,2,362
WASHTENAWSUPERIOR TOWNSHIP 3,2,898,9,0,0,0,0,0,0,0,15,1,86
WASHTENAWSUPERIOR TOWNSHIP 4,3,853,17,0,0,0,0,0,0,0,44,0,375
WASHTENAWSUPERIOR TOWNSHIP 5,7,1011,19,0,0,0,0,0,0,0,65,1,759
WASHTENAWSYLVAN TOWNSHIP 1,8,972,18,0,0,0,0,0,0,0,85,0,929
WASHTENAWWEBSTER TOWNSHIP 1,6,680,16,0,0,0,0,0,0,0,44,1,608
WASHTENAWWEBSTER TOWNSHIP 2,3,573,11,0,0,0,0,0,0,0,48,0,639
WASHTENAWWEBSTER TOWNSHIP 3,11,842,13,0,0,0,0,0,0,0,67,0,562
WASHTENAWYORK TOWNSHIP 1,10,603,22,0,0,0,0,0,0,0,67,2,853
WASHTENAWYORK TOWNSHIP 2,7,690,11,0,0,0,0,0,0,0,67,2,818
WASHTENAWYORK TOWNSHIP 3,2,567,5,0,0,0,0,0,0,0,53,0,621
WASHTENAWYPSILANTI CITY 1 WARD 1,2,802,6,0,0,0,0,0,0,0,10,1,24
WASHTENAWYPSILANTI CITY 1 WARD 2,4,589,9,0,0,0,0,0,0,0,11,0,152
WASHTENAWYPSILANTI CITY 1 WARD 3,2,557,30,0,0,0,0,0,0,0,32,1,86
WASHTENAWYPSILANTI CITY 2 WARD 1,0,878,23,0,0,0,0,0,0,0,35,1,90
WASHTENAWYPSILANTI CITY 2 WARD 2,0,734,17,0,0,0,0,0,0,0,15,0,143
WASHTENAWYPSILANTI CITY 2 WARD 3,4,681,32,0,0,0,0,0,0,0,24,2,150
WASHTENAWYPSILANTI CITY 3 WARD 1,0,576,14,0,0,0,0,0,0,0,27,1,100
WASHTENAWYPSILANTI CITY 3 WARD 2,2,639,13,0,0,0,0,0,0,0,15,1,110
WASHTENAWYPSILANTI CITY 3 WARD 3,4,833,41,0,0,0,0,0,0,0,29,0,154
WASHTENAWYPSILANTI CITY 4 WARD 2,3,732,31,0,0,0,0,0,0,0,24,0,73
WASHTENAWYPSILANTI TOWNSHIP 1,5,1168,33,0,0,0,0,0,0,0,32,1,167
WASHTENAWYPSILANTI TOWNSHIP 10,2,756,16,0,0,0,0,0,0,0,17,1,167
WASHTENAWYPSILANTI TOWNSHIP 11,9,1054,14,0,0,0,0,0,0,0,25,0,250
WASHTENAWYPSILANTI TOWNSHIP 12,2,944,28,0,0,0,0,0,0,0,54,1,281
WASHTENAWYPSILANTI TOWNSHIP 13,3,1278,26,0,0,0,0,0,0,0,42,4,390
WASHTENAWYPSILANTI TOWNSHIP 14,6,979,17,0,0,0,0,0,0,0,46,1,389
WASHTENAWYPSILANTI TOWNSHIP 15,4,805,12,0,0,0,0,0,0,0,39,1,455
WASHTENAWYPSILANTI TOWNSHIP 17,4,1363,14,0,0,0,0,0,0,0,71,1,448
WASHTENAWYPSILANTI TOWNSHIP 18,4,1246,17,0,0,0,0,0,0,0,69,1,613
WASHTENAWYPSILANTI TOWNSHIP 19,5,1364,35,0,0,0,0,0,0,0,76,1,587
WASHTENAWYPSILANTI TOWNSHIP 2,3,969,20,0,0,0,0,0,0,0,42,1,278
WASHTENAWYPSILANTI TOWNSHIP 20,1,808,17,0,0,0,0,0,0,0,41,0,483
WASHTENAWYPSILANTI TOWNSHIP 3,1,910,30,0,0,0,0,0,0,0,36,0,127
WASHTENAWYPSILANTI TOWNSHIP 4,9,1192,32,0,0,0,0,0,0,0,48,0,336
WASHTENAWYPSILANTI TOWNSHIP 5,5,736,14,0,0,0,0,0,0,0,38,2,249
WASHTENAWYPSILANTI TOWNSHIP 6,2,476,28,0,0,0,0,0,0,0,18,0,248
WASHTENAWYPSILANTI TOWNSHIP 7,4,757,12,0,0,0,0,0,0,0,22,2,280
WASHTENAWYPSILANTI TOWNSHIP 8,1,648,19,0,0,0,0,0,0,0,26,3,351
WASHTENAWYPSILANTI TOWNSHIP 9,6,1037,21,0,0,0,0,0,0,0,55,2,498
WAYNE9999,0,0,0,0,0,0,0,0,90,3,0,0,0
WAYNEALLEN PARK CITY 1,4,498,10,0,0,0,0,0,0,0,26,0,416
WAYNEALLEN PARK CITY 10,2,312,6,0,0,0,0,0,0,0,24,0,345
WAYNEALLEN PARK CITY 11,2,509,18,0,0,0,0,0,1,0,44,0,584
WAYNEALLEN PARK CITY 12,0,380,3,0,0,0,0,0,0,0,32,1,368
WAYNEALLEN PARK CITY 13,0,353,14,0,0,0,0,0,0,0,32,0,488
WAYNEALLEN PARK CITY 14,1,463,11,0,0,0,0,0,0,0,50,1,579
WAYNEALLEN PARK CITY 15,4,367,8,0,0,0,0,0,0,0,25,0,417
WAYNEALLEN PARK CITY 16,3,313,4,0,0,0,0,1,0,0,22,0,492
WAYNEALLEN PARK CITY 2,3,474,12,0,0,0,0,0,0,0,31,0,515
WAYNEALLEN PARK CITY 3,4,458,11,0,0,0,0,0,2,0,39,0,474
WAYNEALLEN PARK CITY 4,2,338,14,0,0,0,0,0,1,0,28,0,420
WAYNEALLEN PARK CITY 5,2,271,8,0,0,0,0,0,2,0,28,1,372
WAYNEALLEN PARK CITY 6,2,307,6,0,0,0,0,0,1,0,31,1,345
WAYNEALLEN PARK CITY 7,1,531,24,0,0,0,0,1,2,0,38,0,533
WAYNEALLEN PARK CITY 8,4,444,15,0,0,0,0,0,2,0,25,0,478
WAYNEALLEN PARK CITY 9,3,597,11,0,0,0,0,0,1,0,51,2,595
WAYNEBELLEVILLE CITY 1,1,511,10,0,0,0,0,0,3,0,41,0,434
WAYNEBELLEVILLE CITY 2,4,493,12,0,0,0,0,1,3,0,30,1,376
WAYNEBROWNSTOWN TOWNSHIP 1,3,769,23,0,0,0,0,0,1,0,67,0,800
WAYNEBROWNSTOWN TOWNSHIP 10,6,694,10,0,0,0,0,0,1,0,41,0,772
WAYNEBROWNSTOWN TOWNSHIP 11,2,391,6,0,0,0,0,0,1,0,38,2,505
WAYNEBROWNSTOWN TOWNSHIP 2,4,956,8,0,0,0,0,0,0,0,50,2,597
WAYNEBROWNSTOWN TOWNSHIP 3,3,599,14,0,0,0,0,0,0,0,35,0,498
WAYNEBROWNSTOWN TOWNSHIP 4,7,846,6,0,0,0,0,1,5,0,64,0,1093
WAYNEBROWNSTOWN TOWNSHIP 5,1,586,5,0,0,0,0,0,0,0,36,0,437
WAYNEBROWNSTOWN TOWNSHIP 6,0,721,8,0,0,0,0,0,1,0,44,0,756
WAYNEBROWNSTOWN TOWNSHIP 7,7,503,16,0,0,0,0,0,1,0,52,2,676
WAYNEBROWNSTOWN TOWNSHIP 8,4,566,10,0,0,0,0,0,7,0,43,0,693
WAYNEBROWNSTOWN TOWNSHIP 9,4,745,26,0,0,0,0,0,0,0,36,0,663
WAYNECANTON TOWNSHIP 1,2,577,13,0,0,0,0,0,7,0,53,0,487
WAYNECANTON TOWNSHIP 10,3,550,8,0,0,0,0,0,1,0,32,0,499
WAYNECANTON TOWNSHIP 11,5,729,9,0,0,1,0,0,6,0,59,2,705
WAYNECANTON TOWNSHIP 12,6,524,9,0,0,0,0,0,3,0,39,0,430
WAYNECANTON TOWNSHIP 13,2,750,15,0,0,0,0,0,4,0,38,0,591
WAYNECANTON TOWNSHIP 14,2,579,11,0,0,0,0,0,0,0,24,0,441
WAYNECANTON TOWNSHIP 15,2,352,13,0,0,0,0,0,0,0,20,0,235
WAYNECANTON TOWNSHIP 16,2,754,15,0,0,0,0,0,0,0,51,0,539
WAYNECANTON TOWNSHIP 17,3,745,17,0,0,0,0,0,1,0,58,0,722
WAYNECANTON TOWNSHIP 18,3,691,6,0,0,0,0,0,2,0,40,1,500
WAYNECANTON TOWNSHIP 19,6,656,10,0,0,0,0,0,2,0,46,0,595
WAYNECANTON TOWNSHIP 2,3,704,16,0,0,0,0,1,1,0,48,0,589
WAYNECANTON TOWNSHIP 20,3,617,9,0,0,0,0,0,2,0,34,0,394
WAYNECANTON TOWNSHIP 21,4,564,8,0,0,0,0,2,2,0,39,0,560
WAYNECANTON TOWNSHIP 22,4,554,9,0,0,0,0,1,1,0,46,1,498
WAYNECANTON TOWNSHIP 23,3,612,11,0,0,0,0,0,0,0,31,0,467
WAYNECANTON TOWNSHIP 24,0,436,5,0,0,0,0,0,3,0,39,0,413
WAYNECANTON TOWNSHIP 25,6,663,10,0,0,0,0,0,0,0,49,0,580
WAYNECANTON TOWNSHIP 26,2,888,10,0,0,0,0,0,3,0,44,0,680
WAYNECANTON TOWNSHIP 27,0,450,10,0,0,0,0,0,0,0,12,0,333
WAYNECANTON TOWNSHIP 28,1,696,12,0,0,0,0,0,1,0,31,0,320
WAYNECANTON TOWNSHIP 29,5,1043,23,0,0,0,0,0,0,0,40,1,373
WAYNECANTON TOWNSHIP 3,8,423,15,0,0,0,0,0,2,0,54,0,355
WAYNECANTON TOWNSHIP 30,2,393,11,0,0,0,0,0,0,0,13,0,165
WAYNECANTON TOWNSHIP 31,2,613,10,0,0,0,0,0,1,0,26,0,273
WAYNECANTON TOWNSHIP 32,3,695,5,0,1,0,0,0,1,0,25,2,150
WAYNECANTON TOWNSHIP 33,1,889,7,0,0,0,0,0,0,0,41,0,721
WAYNECANTON TOWNSHIP 34,2,598,6,0,0,0,0,0,0,0,41,1,307
WAYNECANTON TOWNSHIP 35,4,767,10,0,0,0,0,0,0,0,25,0,571
WAYNECANTON TOWNSHIP 36,5,616,11,0,0,0,0,0,4,0,31,1,388
WAYNECANTON TOWNSHIP 37,3,700,12,0,0,0,0,0,0,0,41,2,526
WAYNECANTON TOWNSHIP 38,3,758,4,0,0,0,0,0,9,0,48,0,571
WAYNECANTON TOWNSHIP 39,1,444,11,0,0,0,0,0,2,0,20,0,391
WAYNECANTON TOWNSHIP 4,2,501,13,0,0,0,0,0,2,0,49,0,541
WAYNECANTON TOWNSHIP 40,3,434,11,0,0,0,0,0,4,0,20,0,237
WAYNECANTON TOWNSHIP 41,1,618,4,0,0,0,0,0,2,0,23,0,381
WAYNECANTON TOWNSHIP 42,1,698,11,0,0,0,0,0,3,0,31,0,367
WAYNECANTON TOWNSHIP 5,7,871,19,0,0,0,0,0,4,0,56,0,586
WAYNECANTON TOWNSHIP 6,0,74,1,0,0,0,0,0,0,0,3,0,106
WAYNECANTON TOWNSHIP 7,2,392,16,0,0,0,0,0,2,0,40,0,450
WAYNECANTON TOWNSHIP 8,7,781,17,0,0,0,0,0,3,0,47,0,768
WAYNECANTON TOWNSHIP 9,3,766,10,0,0,0,0,0,0,0,57,0,559
WAYNEDEARBORN CITY 1,1,581,17,0,0,0,0,0,0,0,11,0,93
WAYNEDEARBORN CITY 10,0,469,15,0,0,0,0,0,0,0,10,0,84
WAYNEDEARBORN CITY 11,3,483,17,0,0,0,0,0,0,0,7,0,81
WAYNEDEARBORN CITY 12,1,507,13,0,0,0,0,0,0,0,4,1,100
WAYNEDEARBORN CITY 13,2,371,2,0,0,0,0,0,0,0,19,2,199
WAYNEDEARBORN CITY 15,0,611,22,0,0,0,0,0,0,0,8,0,100
WAYNEDEARBORN CITY 16,1,519,25,0,0,0,0,0,1,0,12,1,128
WAYNEDEARBORN CITY 17,2,695,30,0,0,0,0,0,0,0,17,0,188
WAYNEDEARBORN CITY 18,3,771,19,0,0,0,0,0,0,0,17,1,161
WAYNEDEARBORN CITY 19,2,530,13,0,0,0,0,0,0,0,10,0,112
WAYNEDEARBORN CITY 2,1,560,23,0,0,0,0,0,0,0,9,2,95
WAYNEDEARBORN CITY 20,1,516,7,0,0,0,0,0,0,0,2,0,30
WAYNEDEARBORN CITY 21,2,654,16,0,0,0,0,0,0,0,4,0,40
WAYNEDEARBORN CITY 22,0,496,2,0,0,0,0,0,0,0,16,0,135
WAYNEDEARBORN CITY 23,2,454,8,0,0,0,0,0,2,0,10,2,182
WAYNEDEARBORN CITY 24,2,443,13,0,0,0,0,1,0,0,27,0,248
WAYNEDEARBORN CITY 25,3,579,12,0,0,0,0,0,0,0,27,2,480
WAYNEDEARBORN CITY 26,1,562,14,0,0,0,0,0,0,0,46,1,457
WAYNEDEARBORN CITY 27,4,538,18,0,0,0,0,0,4,0,46,1,403
WAYNEDEARBORN CITY 28,3,326,5,0,0,0,0,0,0,0,16,0,286
WAYNEDEARBORN CITY 29,2,333,7,0,0,0,0,0,0,0,26,0,246
WAYNEDEARBORN CITY 3,3,756,52,0,0,0,0,0,0,0,13,2,171
WAYNEDEARBORN CITY 30,3,290,6,0,0,0,0,0,0,0,32,1,253
WAYNEDEARBORN CITY 31,0,629,25,0,0,0,0,0,0,0,28,0,352
WAYNEDEARBORN CITY 32,2,480,23,0,0,0,0,0,1,0,26,0,371
WAYNEDEARBORN CITY 33,5,548,27,0,0,0,0,0,0,0,37,1,356
WAYNEDEARBORN CITY 34,0,528,20,0,0,0,0,0,0,0,38,0,376
WAYNEDEARBORN CITY 35,1,410,13,0,0,0,0,0,0,0,31,0,300
WAYNEDEARBORN CITY 36,4,426,18,0,0,0,0,0,0,0,21,1,319
WAYNEDEARBORN CITY 37,2,548,11,0,0,0,0,2,8,0,49,0,428
WAYNEDEARBORN CITY 38,1,561,20,0,0,0,0,0,0,0,50,2,489
WAYNEDEARBORN CITY 4,0,406,17,0,0,0,0,0,0,0,8,1,70
WAYNEDEARBORN CITY 40,1,435,14,0,0,0,0,0,0,0,31,0,343
WAYNEDEARBORN CITY 41,3,530,24,0,0,0,0,0,3,0,41,0,514
WAYNEDEARBORN CITY 42,0,496,9,0,0,0,0,0,1,0,27,0,304
WAYNEDEARBORN CITY 43,2,503,15,0,0,0,0,0,3,0,28,1,399
WAYNEDEARBORN CITY 44,2,588,14,0,0,0,0,0,3,0,45,0,424
WAYNEDEARBORN CITY 45,2,585,37,0,0,0,0,0,2,0,47,1,419
WAYNEDEARBORN CITY 46,6,541,12,0,0,0,0,0,0,0,49,1,404
WAYNEDEARBORN CITY 47,3,382,11,0,0,0,0,0,0,0,34,0,343
WAYNEDEARBORN CITY 48,0,340,17,0,0,0,0,0,0,0,26,0,367
WAYNEDEARBORN CITY 49,7,541,24,0,0,0,0,0,0,0,47,3,516
WAYNEDEARBORN CITY 5,0,453,15,0,0,0,0,0,0,0,9,0,68
WAYNEDEARBORN CITY 50,3,553,13,0,0,0,0,0,0,0,38,1,341
WAYNEDEARBORN CITY 6,1,653,24,0,0,0,0,0,0,0,18,1,92
WAYNEDEARBORN CITY 7,1,781,36,0,0,0,0,0,0,0,15,1,124
WAYNEDEARBORN CITY 8,2,504,8,0,0,0,0,0,0,0,9,0,77
WAYNEDEARBORN CITY 9,1,475,14,0,0,0,0,0,0,0,9,1,103
WAYNEDEARBORN HEIGHTS CITY 1,1,700,14,0,0,0,0,0,0,0,17,0,184
WAYNEDEARBORN HEIGHTS CITY 10,0,398,9,0,0,0,0,0,0,0,18,0,267
WAYNEDEARBORN HEIGHTS CITY 11,3,776,23,0,0,0,0,0,0,0,21,0,320
WAYNEDEARBORN HEIGHTS CITY 12,4,842,32,0,0,0,0,0,1,0,18,1,328
WAYNEDEARBORN HEIGHTS CITY 13,3,539,35,0,0,0,0,0,0,0,35,0,381
WAYNEDEARBORN HEIGHTS CITY 14,1,315,16,0,0,0,0,0,1,0,11,1,292
WAYNEDEARBORN HEIGHTS CITY 15,4,301,14,0,0,0,0,0,1,0,18,1,249
WAYNEDEARBORN HEIGHTS CITY 16,4,513,15,0,0,0,0,0,0,0,27,1,402
WAYNEDEARBORN HEIGHTS CITY 17,2,380,15,0,0,0,0,0,0,0,24,0,297
WAYNEDEARBORN HEIGHTS CITY 18,3,459,21,0,0,0,0,0,0,0,22,1,304
WAYNEDEARBORN HEIGHTS CITY 19,2,377,13,0,0,0,0,0,0,0,16,0,218
WAYNEDEARBORN HEIGHTS CITY 2,3,528,27,0,0,0,0,0,0,0,19,0,286
WAYNEDEARBORN HEIGHTS CITY 20,0,345,10,0,0,0,0,0,1,0,16,2,213
WAYNEDEARBORN HEIGHTS CITY 21,3,519,22,0,0,0,0,0,0,0,28,0,404
WAYNEDEARBORN HEIGHTS CITY 22,5,471,13,0,0,0,0,0,1,0,25,1,377
WAYNEDEARBORN HEIGHTS CITY 23,5,447,19,0,0,0,0,0,0,0,38,2,544
WAYNEDEARBORN HEIGHTS CITY 24,1,485,14,0,0,0,0,0,2,0,34,0,554
WAYNEDEARBORN HEIGHTS CITY 25,13,556,21,0,1,0,0,2,0,0,56,1,552
WAYNEDEARBORN HEIGHTS CITY 26,6,459,20,0,0,0,0,0,2,0,53,1,496
WAYNEDEARBORN HEIGHTS CITY 27,1,480,21,0,0,0,0,0,1,0,31,0,462
WAYNEDEARBORN HEIGHTS CITY 3,2,487,19,0,0,0,0,0,0,1,10,0,114
WAYNEDEARBORN HEIGHTS CITY 4,7,587,22,0,0,0,0,0,0,0,17,3,140
WAYNEDEARBORN HEIGHTS CITY 5,2,438,5,0,0,0,0,0,0,0,26,0,258
WAYNEDEARBORN HEIGHTS CITY 6,6,514,13,0,0,0,0,0,0,0,29,0,412
WAYNEDEARBORN HEIGHTS CITY 7,4,364,11,0,0,0,0,0,0,0,18,0,319
