precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_STEINBERG,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_lib_JOHNSON,gen_rep_TRUMP,dem_primary_total,general_total
RICHMOND108,106,2,15,0,1,4,0,3,0,0,0,0,0,0,3,0,4,282,9,28,123,319
RICHMOND109,149,2,49,1,0,6,0,23,0,0,0,3,0,0,30,0,16,442,31,105,201,578
RICHMOND111,175,1,70,0,0,9,0,18,0,0,0,6,0,1,15,0,28,614,28,126,246,768
RICHMOND112,56,1,22,0,3,6,0,28,0,0,0,4,0,0,14,0,30,268,21,176,79,465
RICHMOND114,139,0,19,0,0,2,0,5,0,0,0,0,0,0,2,0,12,406,3,48,158,457
RICHMOND115,38,1,9,1,0,2,0,18,0,0,0,0,0,0,4,0,21,101,4,99,49,204
RICHMOND201,269,0,13,0,1,1,0,1,0,0,0,1,0,0,0,0,4,721,4,22,282,747
RICHMOND202,460,0,86,2,2,17,0,128,0,1,0,3,0,0,50,2,169,1556,49,685,548,2290
RICHMOND203,201,1,13,1,0,1,0,0,0,0,0,0,0,1,2,1,4,551,1,10,216,562
RICHMOND204,93,0,89,1,1,22,1,85,0,0,1,18,0,0,72,0,104,432,40,453,183,925
RICHMOND207,272,1,34,1,0,1,0,3,0,0,0,0,0,0,1,0,2,755,4,16,308,775
RICHMOND208,330,2,65,0,1,12,1,26,0,0,0,2,0,0,26,0,59,1134,28,229,397,1391
RICHMOND209,135,3,16,0,0,3,0,12,0,0,1,0,0,0,5,0,34,426,5,135,154,566
RICHMOND210,305,1,51,1,0,6,0,17,0,0,0,1,0,0,14,0,21,819,15,111,358,945
RICHMOND301,156,2,94,0,4,77,1,219,0,1,0,72,0,0,285,0,268,553,75,1157,252,1785
RICHMOND302,80,0,19,1,0,10,0,19,0,1,0,9,0,0,26,0,29,400,12,130,100,542
RICHMOND303,68,0,39,0,3,37,0,117,0,0,0,43,0,3,193,0,158,273,37,725,107,1035
RICHMOND304,26,0,15,0,0,7,0,29,0,0,0,8,0,0,41,0,42,100,14,165,41,279
RICHMOND305,33,0,5,0,1,17,0,51,0,0,0,23,1,0,79,0,53,64,10,267,38,341
RICHMOND306,392,0,122,0,3,48,1,147,0,0,1,24,0,2,97,0,166,1275,69,861,514,2205
RICHMOND307,119,0,61,0,4,36,0,101,0,0,0,40,0,0,172,0,151,392,31,655,180,1078
RICHMOND308,45,0,18,0,1,10,0,28,0,0,0,4,0,0,15,0,31,181,10,153,63,344
RICHMOND309,517,1,83,0,0,10,0,22,0,0,0,7,0,0,30,0,42,1469,33,212,601,1714
RICHMOND310,663,0,115,0,1,30,0,83,0,0,0,7,0,1,50,0,111,1848,67,580,778,2495
RICHMOND401,454,1,75,1,1,2,0,8,0,0,0,2,0,0,7,0,8,1234,15,67,531,1316
RICHMOND402,457,1,73,0,1,6,0,12,0,0,0,2,0,1,9,0,17,1385,33,147,531,1565
RICHMOND404,322,1,44,0,1,9,0,20,0,0,0,1,0,1,14,0,28,910,21,118,367,1049
RICHMOND405,934,2,123,1,2,12,1,35,0,0,0,2,0,0,16,0,36,2270,39,204,1060,2513
RICHMOND406,732,1,98,1,0,7,0,36,0,0,0,2,0,0,25,0,22,1719,32,170,832,1921
RICHMOND501,602,0,66,1,2,13,1,31,0,0,1,4,0,1,14,0,40,1626,22,224,669,1872
RICHMOND502,765,2,126,2,1,8,0,31,0,0,1,2,0,0,12,0,36,2119,34,171,895,2324
RICHMOND503,709,2,94,2,2,17,0,55,0,0,0,1,0,1,18,0,88,1856,31,340,807,2227
RICHMOND504,212,1,38,0,3,10,0,51,0,0,0,4,1,1,31,0,81,706,23,309,251,1038
RICHMOND506,41,1,9,0,0,2,0,15,0,0,0,0,0,0,8,0,16,136,0,69,51,205
RICHMOND507,90,0,23,0,0,9,0,17,2,0,0,4,0,0,7,0,25,318,25,136,113,479
RICHMOND509,412,2,56,0,0,1,0,21,0,0,0,9,0,1,16,0,34,1091,19,175,470,1285
RICHMOND601,388,1,79,1,0,14,0,62,0,0,0,7,0,0,16,0,107,1259,40,478,469,1777
RICHMOND603,251,0,67,0,3,72,0,268,2,0,1,12,0,2,151,1,215,883,46,1050,318,1979
RICHMOND604,197,1,45,1,0,10,0,46,0,0,0,2,0,0,26,0,54,643,27,282,244,952
RICHMOND605,227,0,45,0,0,9,0,45,0,0,0,3,0,0,23,0,62,1268,43,724,272,2035
RICHMOND607,426,0,55,0,2,5,1,11,0,0,0,0,0,0,10,0,9,1045,16,48,481,1109
RICHMOND608,88,0,26,0,2,18,0,84,0,0,0,10,0,0,52,0,149,280,25,542,114,847
RICHMOND701,157,1,81,0,1,51,0,225,0,0,0,52,0,2,198,0,233,566,63,1049,239,1678
RICHMOND702,97,0,97,0,1,36,1,155,0,0,1,18,0,2,111,0,213,406,54,798,194,1258
RICHMOND703,299,2,188,1,2,43,0,209,0,1,1,17,0,2,188,2,236,1321,115,1160,490,2596
RICHMOND705,148,0,70,1,6,45,0,178,0,0,0,45,0,2,188,0,212,624,50,909,219,1583
RICHMOND706,210,1,100,1,8,66,1,262,0,0,1,56,0,2,264,0,275,737,78,1402,312,2217
RICHMOND707,148,0,88,0,1,28,0,84,0,0,0,15,0,0,75,0,94,634,44,490,236,1168
RICHMOND708,14,0,9,0,0,5,0,37,0,0,0,4,0,0,13,0,35,49,9,150,23,208
RICHMOND709,51,0,28,0,0,13,0,34,0,0,0,2,0,1,18,0,42,160,12,169,79,341
RICHMOND801,25,1,9,0,0,7,0,37,0,0,0,4,0,0,11,0,64,94,4,198,35,296
RICHMOND801B,27,0,16,0,2,11,0,33,0,0,1,1,1,0,9,0,54,75,2,214,43,291
RICHMOND802,172,1,47,1,0,36,1,172,1,0,0,5,0,1,57,1,292,513,32,1117,221,1662
RICHMOND803,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,8,4,23
RICHMOND804,211,0,32,0,0,17,0,67,0,0,0,5,0,0,32,0,86,597,35,446,243,1078
RICHMOND804H,298,0,48,1,1,31,0,169,0,0,2,11,0,1,65,0,250,769,25,931,347,1725
RICHMOND805,79,0,16,0,0,7,0,33,0,0,0,6,0,0,12,0,32,271,7,135,95,413
RICHMOND806,83,0,27,0,3,19,0,94,0,0,0,2,0,0,27,0,103,244,11,480,110,735
RICHMOND807,178,0,40,0,0,8,0,23,0,0,0,1,0,0,12,0,58,544,20,197,218,761
RICHMOND808,209,2,61,0,0,34,0,138,1,0,1,12,0,1,61,0,197,586,28,784,272,1398
RICHMOND809,209,0,26,0,0,3,2,9,0,0,0,1,0,0,3,0,3,508,9,30,235,547
RICHMOND810,28,1,7,0,0,12,0,34,0,0,0,1,0,0,12,0,44,80,8,150,36,238
RICHMONDNAN,16315,46,3586,28,78,1137,12,4299,6,4,17,653,3,30,3269,7,5550,48814,1811,24461,19975,75086
ROCKDALEBARKSDALE,572,1,163,1,6,51,0,247,4,0,1,34,1,0,242,0,394,1659,95,1396,737,3150
ROCKDALEBETHEL,105,0,37,0,2,31,0,136,0,0,0,15,0,0,82,0,186,278,17,668,142,963
ROCKDALECONYERS,390,3,103,1,1,15,0,79,1,0,0,17,0,1,64,0,125,1269,40,439,497,1748
ROCKDALEFIELDSTONE,663,1,175,2,4,20,0,68,1,0,1,18,0,0,66,1,96,2022,56,390,841,2468
ROCKDALEFLAT SHOALS,630,1,164,0,9,24,0,106,0,1,1,25,0,1,112,0,164,1739,45,641,795,2425
ROCKDALEHIGHTOWER,406,1,113,0,0,27,0,148,0,0,0,13,0,0,93,0,212,1176,42,799,520,2017
ROCKDALEHONEY CREEK,196,0,82,0,3,29,2,141,0,0,1,25,0,1,178,0,228,625,49,883,278,1557
ROCKDALELORRAINE,548,1,142,0,3,36,0,224,0,1,1,29,0,1,170,1,362,1354,61,1239,691,2654
ROCKDALEMAGNET,257,0,89,0,3,31,1,179,1,0,2,23,0,2,185,0,305,776,55,1038,346,1869
ROCKDALEMILSTEAD,462,1,127,0,5,27,1,102,0,0,0,17,0,0,59,0,122,1530,49,526,590,2105
ROCKDALENAN,7973,12,2234,11,58,494,10,2338,9,3,16,366,2,8,2140,4,3799,23255,923,13478,10230,37656
ROCKDALEOLDE TOWNE,731,1,166,1,3,12,0,74,0,0,2,11,0,1,79,0,116,2424,69,513,899,3006
ROCKDALEROCKDALE,617,0,164,1,1,41,2,130,0,0,1,28,0,0,118,1,300,1713,53,867,782,2633
ROCKDALESALEM,489,0,157,0,2,23,0,100,1,0,1,13,0,1,90,1,213,1521,57,674,646,2252
ROCKDALESHEFFIELD,171,1,62,0,3,29,1,168,0,0,2,19,0,0,89,0,286,483,48,874,234,1405
ROCKDALESMYRNA,707,0,167,3,4,39,2,124,1,0,1,33,0,0,169,0,211,1834,54,821,877,2709
ROCKDALEST. PIUS,446,0,107,0,1,12,0,56,0,1,1,12,0,0,84,0,95,1165,31,372,553,1568
ROCKDALESTANTON,328,0,139,1,3,31,1,202,0,0,0,23,0,0,192,0,272,1017,59,1012,468,2088
ROCKDALETHE LAKES,255,1,77,1,5,16,0,54,0,0,1,11,1,0,68,0,112,670,43,326,334,1039
SCHLEYNAN,147,3,25,1,7,74,1,223,0,1,3,23,0,0,110,0,331,401,36,1472,176,1909
SCHLEYPRECINCT ONE,147,3,25,1,7,74,1,223,0,1,3,23,0,0,110,0,331,401,36,1472,176,1909
SCREVENBAY BRANCH,30,1,14,0,2,19,0,45,0,1,0,14,0,0,42,0,115,75,7,470,45,552
SCREVENGREENHILL CHURCH,41,0,12,2,1,15,0,45,0,0,0,12,0,0,23,0,112,121,15,423,55,559
SCREVENHILTONIA,84,1,18,0,0,15,0,35,0,1,0,2,0,0,25,1,82,265,6,295,103,566
SCREVENHUNTERS,29,1,9,0,1,13,0,21,0,0,0,9,0,0,11,0,44,98,4,194,39,296
SCREVENJACKSON FIRE STATION,16,0,8,0,0,19,0,11,0,0,0,5,0,0,15,0,47,53,7,168,24,228
SCREVENJENK HILL FIRE STA,129,2,22,1,2,18,0,48,0,1,0,4,0,0,31,0,61,366,14,324,154,704
SCREVENNAN,773,10,168,4,18,144,2,382,0,3,1,71,0,0,327,1,802,2300,94,3305,955,5699
SCREVENNEWINGTON,84,1,15,0,1,5,0,56,0,0,0,3,0,0,28,0,115,233,3,384,100,620
SCREVENROCKY FORD,44,0,8,0,1,10,0,37,0,0,0,9,0,0,40,0,45,95,9,233,52,337
SCREVENSCREVEN REC DEPT,51,0,13,1,1,1,0,4,0,0,0,0,0,0,13,0,19,134,2,111,65,247
SCREVENSR CITIZENS CENTER,123,2,20,0,2,10,0,24,0,0,0,4,0,0,35,0,54,434,13,247,145,694
SCREVENSYLVANIA,97,2,27,0,7,17,2,50,0,0,1,8,0,0,60,0,96,318,12,413,126,743
SEMINOLENAN,475,5,81,1,11,79,1,264,1,0,3,36,1,4,248,2,758,1189,48,2345,562,3582
SEMINOLEPRECINCT 1,98,1,11,0,6,34,0,82,0,0,0,12,0,0,78,1,158,229,11,573,110,813
SEMINOLEPRECINCT 2,92,2,14,0,1,10,0,48,0,0,1,7,0,1,50,1,164,232,10,490,108,732
SEMINOLEPRECINCT 3,198,2,16,1,0,2,0,6,0,0,0,1,0,0,11,0,21,501,5,92,217,598
SEMINOLEPRECINCT 4,64,0,20,0,2,12,1,68,1,0,1,8,0,2,54,0,203,144,10,565,84,719
SEMINOLEPRECINCT 5,23,0,20,0,2,21,0,60,0,0,1,8,1,1,55,0,212,83,12,625,43,720
SPALDINGAMBUCS,130,0,34,1,2,23,0,122,1,1,0,13,0,0,50,0,181,347,16,672,165,1035
SPALDINGBLALOCK,6,0,16,0,3,11,0,68,0,0,1,4,0,0,32,0,100,44,12,368,22,424
SPALDINGBOY SCOUTS HDQTRS,74,0,37,0,4,63,0,155,1,0,1,24,0,1,113,1,235,267,25,867,111,1159
SPALDINGCABIN,55,0,29,2,2,47,0,161,0,0,3,7,0,1,61,0,266,151,25,927,86,1103
SPALDINGCARVER,164,0,27,0,1,48,0,116,0,0,2,7,0,1,86,1,191,380,27,796,191,1203
SPALDINGCITY PARK,265,0,32,0,1,10,0,24,0,0,0,2,0,0,13,0,66,839,15,221,297,1075
SPALDINGCOMMUNITY,300,1,27,0,0,5,0,19,1,0,1,0,0,0,12,0,22,759,16,123,328,898
SPALDINGCOUNTY LINE,46,4,34,1,4,46,0,225,2,0,0,16,0,2,140,0,384,171,41,1261,85,1473
SPALDINGFAIRMONT,284,1,24,0,1,6,0,9,0,0,0,3,0,0,7,0,16,855,11,72,309,938
SPALDINGFIRST ASSEMBLY,142,1,57,0,3,62,1,208,1,0,2,21,0,2,133,0,337,405,39,1248,200,1692
SPALDINGFIRST METHODIST,57,2,46,0,8,60,0,142,1,0,1,37,0,3,167,1,211,227,42,883,105,1152
SPALDINGFIRST PRESBYTERIA,148,0,48,0,2,58,1,140,0,1,1,35,0,2,151,0,245,425,33,998,196,1456
SPALDINGGARY REID,309,1,44,1,1,21,1,92,0,1,0,5,0,1,58,1,155,837,27,611,355,1475
SPALDINGLIBERTY,55,1,36,1,2,41,0,106,0,0,0,11,0,1,65,2,210,177,18,766,93,961
SPALDINGNAN,3132,18,820,13,66,774,9,2436,11,3,20,422,0,21,1938,7,4257,9357,597,15646,3983,25600
SPALDINGROBERTS,74,1,38,1,3,59,2,157,0,0,2,13,0,1,91,0,334,219,20,1085,114,1324
SPALDINGSECOND BAPTISH CH,245,3,23,1,0,4,0,13,0,0,0,0,0,0,9,0,20,741,8,101,272,850
SPALDINGSUNNYSIDE METHODI,82,0,36,1,3,32,0,140,0,0,1,20,0,0,42,0,210,235,33,722,119,990
SPALDINGTHIRD WARD,30,0,39,0,5,38,0,94,0,0,2,33,0,2,132,0,184,180,38,634,69,852
STEPHENSNAN,460,10,284,4,75,373,8,885,4,3,9,157,0,6,921,1,1730,1837,243,7686,758,9766
STEPHENSSENIOR CENTER,460,10,284,4,75,373,8,885,4,3,9,157,0,6,921,1,1730,1837,243,7686,758,9766
STEWARTLOUVALE,53,0,2,0,0,1,0,11,0,0,0,0,0,0,4,0,17,124,3,79,55,206
STEWARTLUMPKIN,185,0,19,0,1,9,0,38,0,0,1,4,0,0,17,0,71,470,15,304,204,789
STEWARTNAN,460,1,46,4,2,22,1,85,0,0,2,14,1,4,37,0,213,1222,28,805,511,2055
STEWARTOMAHA,38,1,6,1,0,3,0,0,0,0,0,0,0,0,2,0,23,79,3,75,46,157
STEWARTRICHLAND,184,0,19,3,1,9,1,36,0,0,1,10,1,4,14,0,102,549,7,347,206,903
SUMTERAG CENTER,193,1,33,0,4,43,0,86,0,0,1,17,0,1,60,0,198,497,15,784,227,1296
SUMTERAIRPORT,208,0,28,0,0,27,0,112,0,0,1,19,0,0,97,0,146,501,25,674,236,1200
SUMTERANDERSONVILLE,28,0,7,0,0,16,0,29,0,0,1,2,0,0,14,0,62,71,2,218,35,291
SUMTERCHAMBLISS,89,0,13,0,2,18,0,55,0,0,0,9,0,0,46,0,128,218,8,438,102,664
SUMTERCONCORD,15,0,7,0,1,11,0,46,0,0,0,0,0,0,15,0,61,35,4,226,22,265
SUMTERGSW CONF CENTER,196,1,127,1,5,60,0,106,1,0,1,36,1,1,142,0,227,774,45,1051,325,1870
SUMTERLESLIE,178,0,18,1,1,13,1,95,1,0,2,10,0,1,59,1,222,394,21,680,197,1095
SUMTERNAN,1960,9,404,6,17,235,3,690,3,2,10,115,1,4,548,1,1381,5520,178,5276,2379,10974
SUMTERPLAINS,137,3,32,2,1,20,0,39,0,0,1,2,0,0,30,0,122,339,11,349,174,699
SUMTERREC DEPT,439,2,59,1,0,8,0,45,1,2,0,7,0,0,33,0,62,1276,17,254,501,1547
SUMTERREES PARK,410,1,64,1,1,13,2,45,0,0,2,10,0,0,37,0,98,1216,25,376,476,1617
SUMTERTHOMSON,67,1,16,0,2,6,0,32,0,0,1,3,0,1,15,0,55,199,5,226,84,430
TALBOTBOX SPRINGS,48,0,8,0,0,4,0,33,0,0,0,3,0,4,4,0,51,121,6,166,56,293
TALBOTFLINT HILL,236,0,25,0,1,17,0,41,0,0,0,8,0,0,24,0,72,464,15,275,261,754
TALBOTGENEVA,79,0,21,1,0,11,0,20,0,0,0,1,0,0,8,0,33,215,3,129,101,347
TALBOTJUNCTION CITY,91,0,9,0,0,1,0,12,0,0,0,0,0,0,5,0,35,207,7,106,100,320
TALBOTNAN,852,2,120,9,2,54,0,162,0,0,1,24,0,4,73,0,368,2002,46,1196,983,3244
TALBOTONEAL,101,0,13,1,0,7,0,25,0,0,0,6,0,0,10,0,43,230,3,171,115,404
TALBOTTALBOTTON,173,2,22,3,0,3,0,6,0,0,1,4,0,0,5,0,39,488,6,106,200,600
TALBOTVALLEY,124,0,22,4,1,11,0,25,0,0,0,2,0,0,17,0,95,277,6,243,150,526
TALIAFERRONAN,236,1,35,1,5,8,0,48,0,0,0,10,0,0,24,0,102,545,3,349,273,897
TALIAFERROSHARON,41,0,12,0,3,2,0,20,0,0,0,3,0,0,3,0,23,114,0,80,53,194
TATTNALLCOBBTOWN,18,0,8,0,2,14,0,43,0,0,0,3,0,0,31,0,96,78,6,343,26,427
TATTNALLCOLLINS,73,0,14,1,3,21,0,92,0,0,1,7,0,0,64,0,132,192,7,656,88,855
TATTNALLDISTRICT II,176,0,35,1,6,32,1,114,0,0,3,14,0,1,89,0,188,453,25,878,212,1356
TATTNALLDISTRICT IV,121,5,38,0,2,30,1,154,0,0,1,21,0,0,98,1,232,459,21,1027,164,1507
TATTNALLDISTRICT V,15,0,12,1,3,16,0,87,0,0,0,10,0,0,38,0,135,84,9,558,28,651
TATTNALLEAST GLENNVILLE,71,1,26,1,4,46,0,167,0,0,1,25,0,0,118,0,226,235,32,1203,99,1470
TATTNALLMANASSAS,10,0,6,0,1,2,0,25,0,1,1,3,0,0,4,0,29,43,1,124,16,168
TATTNALLNAN,518,6,154,4,23,166,2,726,0,1,7,84,0,1,458,1,1089,1681,109,5096,682,6886
TATTNALLSHILOH,34,0,15,0,2,5,0,44,0,0,0,1,0,0,16,0,51,137,8,307,49,452
TAYLOR#1 BUTLER FIRE DEPT.,197,2,11,1,0,3,0,7,0,0,0,1,0,0,5,0,30,549,11,99,211,659
TAYLOR#5 COURTHOUSE,71,1,23,0,4,74,0,105,1,0,1,21,0,0,75,0,312,204,19,1186,95,1409
TAYLOR#6 REYNOLDS,209,1,29,0,4,46,2,92,1,2,0,7,0,0,61,1,209,543,15,779,239,1337
TAYLORNAN,477,4,63,1,8,123,2,204,2,2,1,29,0,0,141,1,551,1296,45,2064,545,3405
TELFAIRHELENA,56,0,12,0,1,23,0,23,0,0,2,5,0,0,22,0,109,195,7,401,68,603
TELFAIRJACKSONVILLE,50,1,13,0,2,10,0,51,0,0,1,6,0,0,21,0,58,116,0,307,64,423
TELFAIRLUMBER CITY,78,0,16,1,3,20,0,17,0,0,1,1,0,1,17,0,114,283,1,348,95,632
TELFAIRMCRAE,206,2,31,3,2,58,0,55,1,0,3,24,0,0,80,0,184,612,14,762,242,1388
TELFAIRMILAN,19,0,18,1,1,20,1,51,0,0,2,15,0,0,17,0,121,62,5,474,38,541
TELFAIRNAN,426,3,91,5,9,133,1,212,1,0,10,51,0,1,171,0,626,1313,32,2450,525,3795
TELFAIRSCOTLAND,17,0,1,0,0,2,0,15,0,0,1,0,0,0,14,0,40,45,5,158,18,208
TERRELLBRONWOOD,112,0,13,1,1,9,1,33,0,0,1,4,1,0,19,0,97,258,7,290,126,555
TERRELLDAWSON,464,2,49,1,2,23,1,63,0,1,4,7,0,2,40,0,137,1395,14,427,516,1836
TERRELLGRAVES,47,0,7,0,2,10,0,32,0,0,1,2,0,2,19,0,94,129,2,258,54,389
TERRELLHEROD-DOVER,24,0,5,0,1,3,1,22,0,0,0,0,0,0,5,0,37,83,3,106,29,192
TERRELLNAN,804,2,106,2,8,71,3,249,0,1,7,30,1,4,138,0,649,2267,40,1874,914,4181
TERRELLPARROTT,48,0,11,0,1,6,0,21,0,0,0,1,0,0,15,0,70,116,3,183,59,302
TERRELLSASSER,109,0,21,0,1,20,0,78,0,0,1,16,0,0,40,0,214,286,11,610,130,907
THOMASBARWICK,24,0,4,0,1,15,0,54,0,0,0,7,0,0,15,0,79,98,5,330,28,433
THOMASBOSTON,142,1,29,1,2,31,0,55,0,0,1,6,0,1,50,0,146,495,5,539,173,1039
THOMASCENTRAL,183,0,53,0,14,110,0,184,0,0,3,31,0,1,150,0,252,654,38,1366,236,2058
THOMASCOOLIDGE,45,0,15,1,2,15,1,61,0,0,0,0,0,0,41,0,125,136,22,403,61,561
THOMASDOUGLASS,293,0,52,0,1,9,1,17,0,0,0,4,0,0,24,0,41,1004,20,208,345,1232
THOMASELLABELLE,38,1,25,0,1,24,1,90,0,0,1,13,0,0,43,1,185,126,11,629,64,766
THOMASFIRE STATION 2,78,0,16,0,3,39,2,113,0,0,1,30,0,0,125,0,162,237,23,742,94,1002
THOMASGATLIN CREEK,61,0,34,1,4,71,0,149,2,0,1,19,0,2,78,0,285,259,36,1051,96,1346
THOMASHARPER,277,0,38,1,2,16,0,39,1,0,1,14,0,0,46,0,40,918,18,282,316,1218
THOMASJERGER,118,3,30,2,14,40,0,98,1,0,2,66,1,0,193,2,153,459,39,799,153,1297
THOMASMEIGS,67,0,7,1,3,15,1,39,0,0,0,1,0,0,23,0,76,246,2,267,75,515
THOMASMERRILLVILLE,40,0,12,0,1,25,0,35,0,0,1,6,0,0,26,1,85,140,9,317,52,466
THOMASMETCALFE,12,0,4,0,0,13,0,19,0,0,1,2,0,0,12,0,39,61,2,151,16,214
THOMASNAN,2054,11,551,9,72,669,6,1557,8,0,20,316,3,10,1307,4,2651,7142,368,11228,2625,18738
THOMASNEW COVENANT,84,0,29,1,5,57,0,150,0,0,0,25,0,2,81,0,262,294,32,979,114,1305
THOMASOCHLOCKNEE,39,0,13,0,2,28,0,72,0,0,2,7,0,0,38,0,156,120,10,591,52,721
THOMASPATTEN,12,1,0,0,1,16,0,45,0,0,0,3,0,0,27,0,48,44,3,226,13,273
THOMASPAVO,26,1,7,0,1,21,0,52,0,0,0,5,0,0,34,0,102,83,9,348,34,440
THOMASREMINGTON ESC,102,2,57,0,5,56,0,101,0,0,2,34,1,1,104,0,175,467,34,869,161,1370
THOMASRESOURCE CENTER,289,1,45,1,0,5,0,3,1,0,0,1,1,0,14,0,12,770,6,69,336,845
THOMASSCOTT,124,1,81,0,10,63,0,181,3,0,4,42,0,3,183,0,228,531,44,1062,206,1637
TIFTBRIGHTON,55,0,22,2,9,60,3,195,1,0,4,40,0,0,106,0,373,210,31,1306,79,1547
TIFTBROOKFIELD,28,0,12,0,4,20,0,111,0,0,0,6,0,0,51,1,243,104,15,784,40,903
TIFTCHULA,36,1,8,0,6,42,0,127,0,0,2,18,0,1,106,0,231,129,10,814,45,953
TIFTDOCIA,18,0,8,0,0,24,0,90,0,0,2,17,0,0,78,0,189,76,11,658,26,745
TIFTELDORADO,15,0,13,0,3,22,0,87,0,0,2,11,0,1,63,0,172,79,9,645,28,733
TIFTMOTT-LITTMAN GYM,337,4,32,1,1,13,0,16,0,0,1,1,0,0,10,0,63,1116,19,223,374,1358
TIFTNAN,1158,11,345,11,47,437,6,1288,2,0,20,226,1,4,924,5,2706,4347,244,9584,1525,14175
TIFTOMEGA,20,0,9,0,2,20,0,49,0,0,2,2,0,0,23,0,90,89,11,329,29,429
TIFTTIFTON LODGE,127,1,60,2,5,62,1,189,0,0,1,36,1,0,132,0,367,537,38,1346,190,1921
TIFTTIFTON NORTHEAST,130,2,66,2,5,51,0,155,1,0,0,49,0,0,128,2,329,601,39,1155,200,1795
TIFTTIFTON NORTHWEST,122,2,84,2,7,88,2,193,0,0,4,31,0,1,155,1,381,479,39,1457,210,1975
TIFTTIFTON SOUTH,222,0,24,1,2,16,0,24,0,0,1,8,0,1,28,0,91,765,7,313,247,1085
TIFTTY TY,48,1,7,1,3,19,0,52,0,0,1,7,0,0,44,1,177,162,15,554,57,731
TOOMBS15361 LYONS,98,1,42,3,5,75,3,197,0,1,3,22,1,1,142,0,316,488,36,1453,144,1977
TOOMBS39 NEW BRANCH,30,0,9,0,2,35,0,107,0,0,2,15,0,1,57,1,184,92,13,721,39,826
TOOMBS43 CEDAR CROSSING,12,0,13,0,7,23,0,81,0,0,4,6,0,0,59,0,191,71,13,718,25,802
TOOMBS513 V.P.D.,231,1,69,1,9,130,2,325,0,0,4,54,0,2,331,0,503,975,65,2394,302,3434
TOOMBS514 S.T.I.A.L.C,193,3,33,1,8,83,0,152,0,0,3,22,1,0,139,0,321,712,31,1329,230,2072
TOOMBSNAN,564,5,166,5,31,346,5,862,0,1,16,119,2,4,728,1,1515,2338,158,6615,740,9111
TOWNSHIAWASSEE,118,3,69,2,2,54,2,188,1,0,1,73,0,3,220,0,498,394,45,1775,192,2214
TOWNSMACEDONIA,88,2,70,2,4,59,1,235,2,1,3,58,0,1,202,0,435,346,41,1881,162,2268
TOWNSNAN,317,7,270,5,10,197,3,592,4,1,4,169,0,9,611,0,1369,1210,146,5383,599,6739
TOWNSTATE CITY,1,0,0,0,1,1,0,2,0,0,0,3,0,0,4,0,8,4,1,21,1,26
TOWNSYOUNG HARRIS,110,2,131,1,3,83,0,167,1,0,0,35,0,5,185,0,428,466,59,1706,244,2231
TREUTLENANNEX,41,2,14,3,2,36,0,124,0,0,2,4,0,0,43,0,273,146,12,1198,60,1356
TREUTLENNAN,302,3,58,4,6,67,1,186,0,1,3,9,0,0,98,1,439,862,32,1809,367,2703
TREUTLENSOPERTON,261,1,44,1,4,31,1,62,0,1,1,5,0,0,55,1,166,716,20,611,307,1347
TROUPADMINISTRATION BLDG,457,2,91,1,8,40,1,54,0,0,5,16,1,0,77,0,154,1347,51,572,551,1970
TROUPEAST VERNON,129,4,66,2,5,80,4,203,3,0,0,40,0,3,176,0,497,399,54,1660,201,2113
TROUPGARDNER NEWMAN,153,0,37,1,0,31,0,102,0,0,3,10,0,0,78,0,183,451,21,756,191,1228
TROUPGRAY HILL,133,2,30,2,2,34,0,98,0,0,6,11,0,2,46,1,286,304,29,849,167,1182
TROUPGRIGGS CENTER,476,3,53,3,2,3,0,8,0,1,0,0,0,1,7,0,13,1146,15,64,535,1225
TROUPHAMMETT RD,466,2,93,2,6,62,1,123,2,1,2,14,0,1,96,0,253,1270,47,974,563,2291
TROUPHIGHLAND,171,0,36,0,2,17,0,53,0,0,1,2,0,0,36,0,131,463,22,461,207,946
TROUPHOGANSVILLE,211,3,60,2,5,48,3,132,1,0,5,13,0,2,79,0,297,627,29,1092,276,1748
TROUPHOLLIS HAND,129,2,71,1,10,96,2,269,0,0,0,121,0,1,408,1,433,585,78,1801,203,2464
TROUPLONG CANE,178,0,53,2,6,104,4,247,0,0,3,29,0,1,164,0,421,503,38,1600,233,2141
TROUPMCLENDON,156,1,67,2,5,101,0,275,1,1,1,43,0,1,155,2,454,469,67,1799,226,2335
TROUPMOUNTVILLE,130,1,39,0,2,51,0,118,0,0,1,11,0,1,76,1,226,391,21,771,170,1183
TROUPNAN,3382,23,859,25,70,836,20,2242,9,4,35,395,1,14,1787,6,4161,9713,561,15750,4289,26024
TROUPNORTHSIDE,182,2,55,5,6,59,3,194,0,0,4,48,0,1,197,1,205,631,38,997,244,1666
TROUPROSEMONT,117,1,59,2,11,86,2,312,0,0,2,34,0,0,159,0,509,348,40,1958,179,2346
