precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP
1MT.JOY2,7,284,3,24,745
1MT.PLEASANT1,0,342,12,24,850
1MT.PLEASANT2,1,191,5,27,524
1OXFORDDISTRICT1,6,303,9,18,772
1OXFORDDISTRICT2,7,422,8,36,854
1READING1,5,393,13,29,1067
1READING2,2,271,12,33,793
1STRABAN1,11,500,8,22,676
1STRABAN2,3,301,11,31,730
20MEADVILLEWARD1-1,7,505,14,29,234
20MEADVILLEWARD1-2,5,426,7,28,517
20MEADVILLEWARD2-1,5,287,11,27,356
20MEADVILLEWARD2-2,4,272,12,16,294
20MEADVILLEWARD2-3,1,602,15,31,427
20MEADVILLEWARD3-1,4,232,6,8,208
20MEADVILLEWARD3-2,5,168,8,15,186
20MEADVILLEWARD4,0,67,2,10,60
20MEADVILLEWARD5,0,57,2,6,88
20TITUSVILLEWARD1-1,2,112,3,14,163
20TITUSVILLEWARD1-2,2,125,4,17,210
20TITUSVILLEWARD2-1,1,122,1,10,240
20TITUSVILLEWARD2-2,5,165,1,16,339
20TITUSVILLEWARD3,0,35,0,4,80
20TITUSVILLEWARD4,1,91,0,8,102
20TITUSVILLEWARD5,0,36,0,1,54
20VERNONDISTRICT1,5,175,10,22,415
20VERNONDISTRICT2,4,323,4,21,641
20VERNONDISTRICT3,7,281,6,17,775
20WESTMEADDISTRICT1,3,506,9,47,1064
20WESTMEADDISTRICT2,0,332,9,28,683
21CAMPHILLPRECINCT1,2,423,11,32,325
21CAMPHILLPRECINCT2,3,547,6,35,447
21CAMPHILLPRECINCT3,3,667,17,54,641
21CAMPHILLPRECINCT4,1,270,5,23,253
21CAMPHILLPRECINCT5,5,395,9,32,364
21CARLISLEWARD1-1,4,203,3,14,130
21CARLISLEWARD1-2,4,206,9,20,217
21CARLISLEWARD2,0,415,12,34,307
21CARLISLEWARD3-1,4,452,18,24,267
21CARLISLEWARD3-2,10,619,14,40,514
21CARLISLEWARD3-3,7,761,7,35,641
21CARLISLEWARD4-1,0,264,7,5,76
21CARLISLEWARD4-2,4,1089,11,53,481
21CARLISLEWARD5,3,879,26,45,781
21DICKINSONPRECINCTNORTH,11,651,7,66,1413
21DICKINSONPRECINCTSOUTH,2,160,3,26,568
21EASTPENNSBORO1,3,403,9,34,634
21EASTPENNSBORO10,2,195,3,21,466
21EASTPENNSBORO2,5,405,5,31,577
21EASTPENNSBORO3,6,764,18,53,668
21EASTPENNSBORO4,2,389,8,22,633
21EASTPENNSBORO5,2,363,8,30,587
21EASTPENNSBORO6,2,171,6,12,243
21EASTPENNSBORO7,7,424,8,35,646
21EASTPENNSBORO8,6,407,10,30,623
21EASTPENNSBORO9,5,512,10,54,584
21HAMPDENPRECINCT1,2,301,4,18,480
21HAMPDENPRECINCT10,11,1115,14,93,1520
21HAMPDENPRECINCT11,11,1025,15,73,1351
21HAMPDENPRECINCT12,3,648,5,43,1047
21HAMPDENPRECINCT2,5,488,5,42,486
21HAMPDENPRECINCT3,5,474,7,34,540
21HAMPDENPRECINCT4,6,497,7,30,532
21HAMPDENPRECINCT5,3,512,7,34,605
21HAMPDENPRECINCT6,2,755,8,51,870
21HAMPDENPRECINCT7,4,342,6,31,458
21HAMPDENPRECINCT8,4,283,4,12,391
21HAMPDENPRECINCT9,3,396,9,43,664
21LEMOYNEPRECINCT1,2,212,13,27,218
21LEMOYNEPRECINCT2,5,199,2,23,170
21LEMOYNEPRECINCT3,0,494,14,47,502
21LEMOYNEPRECINCT4,2,143,1,9,192
21LOWERALLENPRECINCT1,4,399,9,40,562
21LOWERALLENPRECINCT2,12,800,18,95,1322
21LOWERALLENPRECINCT3,3,541,13,34,576
21LOWERALLENPRECINCT4,3,417,7,32,410
21LOWERALLENPRECINCT5,6,889,14,63,1113
21LOWERALLENPRECINCT6,12,567,11,53,700
21MECHANICSBURGWARD1,6,229,7,26,214
21MECHANICSBURGWARD2-1,3,350,8,34,461
21MECHANICSBURGWARD2-2,7,416,4,30,633
21MECHANICSBURGWARD3,4,324,4,26,447
21MECHANICSBURGWARD4,1,218,3,24,279
21MECHANICSBURGWARD5,6,315,7,47,454
21MIDDLESEXPRECINCT1,5,537,10,66,1386
21MIDDLESEXPRECINCT2,4,347,5,32,627
21MONROE1,7,582,13,60,1269
21MONROE2,8,471,9,54,917
21NEWCUMBERLANDWARD1-1,5,497,17,54,651
21NEWCUMBERLANDWARD2-1,4,439,11,42,478
21NEWCUMBERLANDWARD2-2,10,459,3,32,500
21NEWCUMBERLANDWARD2-3,1,303,10,26,399
21NEWVILLEWARDNORTH,2,86,3,13,210
21NEWVILLEWARDSOUTH,0,72,1,6,137
21NORTHMIDDLETONPRECINCT1,6,593,12,55,1073
21NORTHMIDDLETONPRECINCT2,2,470,18,38,745
21NORTHMIDDLETONPRECINCT3,17,813,18,58,1427
21SHIPPENSBURGWARDEAST,1,329,10,36,390
21SHIPPENSBURGWARDMIDDLE,2,400,21,37,372
21SILVERSPRINGPRECINCT1,5,438,9,37,709
21SILVERSPRINGPRECINCT2,1,342,8,26,640
21SILVERSPRINGPRECINCT3,3,398,3,27,529
21SILVERSPRINGPRECINCT4,4,501,6,51,715
21SILVERSPRINGPRECINCT5,2,397,7,24,604
21SILVERSPRINGPRECINCT6,7,280,3,26,397
21SILVERSPRINGPRECINCT7,9,658,13,44,764
21SILVERSPRINGPRECINCT8,1,271,3,21,626
21SILVERSPRINGPRECINCT9,5,216,4,19,559
21SOUTHAMPTONPRECINCTLOWER,4,147,5,11,495
21SOUTHAMPTONUPPER1,8,212,2,19,414
21SOUTHAMPTONUPPER2,3,403,14,44,1102
21SOUTHMIDDLET0NPRECINCT2,9,321,6,21,573
21SOUTHMIDDLETONPRECINCT1,6,257,10,34,701
21SOUTHMIDDLETONPRECINCT3,6,318,7,32,555
21SOUTHMIDDLETONPRECINCT4,5,300,4,25,531
21SOUTHMIDDLETONPRECINCT5,2,218,2,23,572
21SOUTHMIDDLETONPRECINCT6,4,317,8,29,586
21SOUTHMIDDLETONPRECINCT7,3,286,4,29,525
21SOUTHMIDDLETONPRECINCT8,5,327,3,34,620
21SOUTHMIDDLETONPRECINCT9,3,318,4,13,630
21UPPERALLENPRECINCT1,5,332,4,34,550
21UPPERALLENPRECINCT10,4,442,6,19,357
21UPPERALLENPRECINCT2,5,193,5,31,241
21UPPERALLENPRECINCT3,4,418,9,40,654
21UPPERALLENPRECINCT4,7,485,10,48,610
21UPPERALLENPRECINCT5,9,436,10,29,620
21UPPERALLENPRECINCT6,9,358,5,44,729
21UPPERALLENPRECINCT7,5,293,6,22,403
21UPPERALLENPRECINCT8,6,563,10,51,888
21UPPERALLENPRECINCT9,6,494,4,38,612
21WESTPENNSBOROPRECINCTLOWER,13,327,9,48,1008
21WESTPENNSBOROPRECINCTUPPER,7,373,10,34,879
21WORMLEYSBURGPRECINCT1,3,275,8,19,302
21WORMLEYSBURGPRECINCT2,4,370,2,31,339
22CONEWAGODISTRICT1,5,234,5,24,608
22CONEWAGODISTRICT2,3,230,6,27,477
22DERRYPRECINCT1,8,577,10,35,521
22DERRYPRECINCT10,1,329,3,26,429
22DERRYPRECINCT11,3,410,3,27,465
22DERRYPRECINCT12,4,388,6,37,330
22DERRYPRECINCT13,2,342,9,25,423
22DERRYPRECINCT14,3,386,6,24,306
22DERRYPRECINCT15,5,815,9,46,739
22DERRYPRECINCT2,0,358,2,15,379
22DERRYPRECINCT3,2,391,7,17,323
22DERRYPRECINCT4,1,329,8,29,388
22DERRYPRECINCT5,3,225,11,18,226
22DERRYPRECINCT6,7,241,7,25,412
22DERRYPRECINCT7,5,391,7,30,587
22DERRYPRECINCT8,5,301,5,33,332
22DERRYPRECINCT9,5,346,15,30,237
22EASTHANOVERPRECINCT1,10,475,9,38,1111
22EASTHANOVERPRECINCT2,5,334,10,28,1035
22HALIFAXDISTRICT1,4,179,6,18,602
22HALIFAXDISTRICT2,2,177,4,17,665
22HARRISBURGWARD1-1,0,160,5,12,47
22HARRISBURGWARD1-2,2,645,3,5,107
22HARRISBURGWARD1-3,1,689,8,5,29
22HARRISBURGWARD10-1,4,863,7,14,103
22HARRISBURGWARD10-2,4,712,4,3,39
22HARRISBURGWARD10-3,0,227,4,5,65
22HARRISBURGWARD10-4,3,765,8,3,40
22HARRISBURGWARD11,4,774,18,20,93
22HARRISBURGWARD12,2,700,15,17,149
22HARRISBURGWARD13-1,4,485,10,7,105
22HARRISBURGWARD13-2,2,457,4,9,146
22HARRISBURGWARD13-3,6,656,6,19,126
22HARRISBURGWARD14,2,658,7,18,204
22HARRISBURGWARD15,1,368,3,7,42
22HARRISBURGWARD2-1,1,390,3,10,55
22HARRISBURGWARD2-2,1,485,1,6,57
22HARRISBURGWARD3,1,449,5,6,88
22HARRISBURGWARD4,3,428,12,18,117
22HARRISBURGWARD5,2,789,13,37,153
22HARRISBURGWARD6,3,457,7,14,88
22HARRISBURGWARD7-1,4,267,3,1,38
22HARRISBURGWARD7-2,2,815,9,4,48
22HARRISBURGWARD8,0,654,10,4,28
22HARRISBURGWARD9-1,0,298,0,6,38
22HARRISBURGWARD9-2,4,553,6,8,47
22HARRISBURGWARD9-3,5,915,6,9,59
22HARRISBURGWARD9-4,1,421,6,19,96
22HARRISBURGWARD9-5,2,459,7,2,79
22HIGHSPIREDISTRICT1,4,225,8,16,225
22HIGHSPIREDISTRICT2,3,251,5,27,264
22HUMMELSTOWNDISTRICT1,1,327,13,33,407
22HUMMELSTOWNDISTRICT2,6,576,13,56,804
22LONDONDERRYDISTRICT1,6,252,10,25,666
22LONDONDERRYDISTRICT2,5,225,10,30,678
22LONDONDERRYDISTRICT3,2,128,6,14,402
22LOWERPAXTONDISTRICT1,3,294,7,20,310
22LOWERPAXTONDISTRICT10,1,483,9,14,181
22LOWERPAXTONDISTRICT11,3,423,5,22,345
22LOWERPAXTONDISTRICT12,4,360,5,20,425
22LOWERPAXTONDISTRICT13,4,347,6,37,527
22LOWERPAXTONDISTRICT14,5,441,8,9,253
22LOWERPAXTONDISTRICT15,7,732,9,44,603
22LOWERPAXTONDISTRICT16,5,594,16,57,859
22LOWERPAXTONDISTRICT17,3,441,12,15,318
22LOWERPAXTONDISTRICT18,3,444,5,14,243
22LOWERPAXTONDISTRICT19,3,556,8,29,582
22LOWERPAXTONDISTRICT2,6,563,11,27,356
22LOWERPAXTONDISTRICT20,7,341,3,25,484
22LOWERPAXTONDISTRICT21,3,636,5,43,772
22LOWERPAXTONDISTRICT22,7,391,0,20,553
22LOWERPAXTONDISTRICT23,6,414,8,22,510
22LOWERPAXTONDISTRICT24,4,354,7,28,532
22LOWERPAXTONDISTRICT25,2,458,6,22,340
22LOWERPAXTONDISTRICT26,9,576,0,19,557
22LOWERPAXTONDISTRICT27,2,436,9,29,473
22LOWERPAXTONDISTRICT3,6,474,11,35,756
22LOWERPAXTONDISTRICT4,8,449,14,49,708
22LOWERPAXTONDISTRICT5,3,455,9,37,419
22LOWERPAXTONDISTRICT6,5,574,19,28,371
22LOWERPAXTONDISTRICT7,2,479,10,36,596
22LOWERPAXTONDISTRICT8,7,519,6,20,271
22LOWERPAXTONDISTRICT9,1,199,5,23,388
22LOWERSWATARADISTRICT1,6,442,9,41,903
22LOWERSWATARADISTRICT2,7,321,12,26,613
22LOWERSWATARADISTRICT3,6,567,16,43,642
22LOWERSWATARADISTRICT4,5,252,14,23,497
22LYKENSWARD1,1,91,0,5,206
22LYKENSWARD2,7,101,3,18,276
22MIDDLEPAXTONDISTRICT1,9,251,8,23,657
22MIDDLEPAXTONDISTRICT2,3,303,7,35,573
22MIDDLEPAXTONDISTRICT3,4,302,8,30,784
22MIDDLETOWNWARD1-1,4,158,5,10,171
22MIDDLETOWNWARD1-2,6,309,14,38,309
22MIDDLETOWNWARD2-1,5,318,22,22,394
22MIDDLETOWNWARD2-2,3,337,12,30,331
22MIDDLETOWNWARD3-1,7,158,4,20,273
22MIDDLETOWNWARD3-2,2,198,2,13,335
22MILLERSBURGDISTRICT1,4,123,5,14,332
22MILLERSBURGDISTRICT2,5,168,7,19,400
22PENBROOKDISTRICT1,1,194,9,5,80
22PENBROOKDISTRICT2,1,221,3,11,83
22PENBROOKDISTRICT3,4,201,2,13,96
22PENBROOKDISTRICT4,2,215,8,9,126
22ROYALTONDISTRICT1,0,35,2,9,101
22ROYALTONDISTRICT2,2,131,3,9,230
22SOUTHHANOVERDISTRICT1,3,283,5,25,592
22SOUTHHANOVERDISTRICT2,3,636,13,53,915
22SOUTHHANOVERDISTRICT3,7,504,6,47,763
22STEELTONWARD1,2,181,3,10,199
22STEELTONWARD2-1,6,423,3,9,97
22STEELTONWARD2-2,1,212,6,5,120
22STEELTONWARD3-1,1,178,2,6,56
22STEELTONWARD3-2,1,286,5,5,69
22STEELTONWARD4,0,315,5,10,93
22SUSQUEHANNAWARD1(CONG11TH),1,176,1,6,154
22SUSQUEHANNAWARD1(WARD4),4,732,14,30,369
22SUSQUEHANNAWARD2,8,1023,9,47,653
22SUSQUEHANNAWARD3A(CONG4),0,23,0,0,3
22SUSQUEHANNAWARD3B(CONG11),6,1051,16,35,415
22SUSQUEHANNAWARD4,8,824,16,35,402
22SUSQUEHANNAWARD5,10,780,14,33,472
22SUSQUEHANNAWARD6,7,837,18,39,592
22SUSQUEHANNAWARD7,7,1049,15,30,372
22SUSQUEHANNAWARD8,3,995,11,27,640
22SUSQUEHANNAWARD9,7,981,10,45,578
22SWATARADISTRICT1,6,488,13,25,445
22SWATARADISTRICT2,3,511,5,15,294
22SWATARADISTRICT3,6,790,10,21,425
22SWATARADISTRICT4,9,538,15,35,456
22SWATARADISTRICT5,10,830,14,55,731
22SWATARADISTRICT6,4,1030,20,62,819
22SWATARADISTRICT7,6,770,11,46,679
22SWATARADISTRICT8,16,612,14,30,961
22SWATARADISTRICT9,1,527,6,27,368
22UPPERPAXTONDISTRICT1,9,228,5,26,753
22UPPERPAXTONDISTRICT2,9,124,5,13,587
22WESTHANOVERDISTRICT1,7,202,9,28,701
22WESTHANOVERDISTRICT2,3,244,4,25,528
22WESTHANOVERDISTRICT3,3,355,1,26,565
22WESTHANOVERDISTRICT4,3,218,3,24,420
22WESTHANOVERDISTRICT5,2,346,5,29,614
22WESTHANOVERDISTRICT6,5,312,5,16,359
22WESTHANOVERDISTRICT7,1,273,7,24,453
22WICONISCODISTRICT1,1,54,1,3,183
22WICONISCODISTRICT2,1,28,0,2,186
22WILLIAMSDISTRICT1,3,83,1,5,380
22WILLIAMSTOWNDISTRICT1,2,69,2,12,208
22WILLIAMSTOWNDISTRICT2,2,51,3,3,155
23ALDANPRECINCTEASTERN,4,792,17,25,421
23ALDANPRECINCTWESTERN,3,617,17,33,385
23ASTONWARD1,3,469,10,25,570
23ASTONWARD2,3,800,7,36,953
23ASTONWARD3,6,554,11,30,743
23ASTONWARD4,5,491,9,22,669
23ASTONWARD5,3,459,7,30,646
23ASTONWARD6,3,541,11,32,724
23ASTONWARD7,3,417,13,25,699
23BETHELPRECINCT1,5,462,12,19,482
23BETHELPRECINCT2,4,443,11,30,482
23BETHELPRECINCT3,5,389,7,33,505
23BETHELPRECINCT4,5,512,4,20,525
23BETHELPRECINCT5,5,454,1,20,510
23BETHELPRECINCT6,5,267,4,17,314
23BROOKHAVENPRECINCT1,6,518,13,30,550
23BROOKHAVENPRECINCT2,2,285,7,12,350
23BROOKHAVENPRECINCT3,4,352,7,21,389
23BROOKHAVENPRECINCT4,4,286,7,15,450
23BROOKHAVENPRECINCT5,2,261,4,15,263
23BROOKHAVENPRECINCT6,5,381,7,17,302
23CHADDSFORDDISTRICTNORTHEAST,1,548,3,19,540
23CHADDSFORDDISTRICTSOUTHEAST,4,620,6,38,524
23CHESTERPRECINCT1,1,493,1,3,14
23CHESTERPRECINCT2,0,162,1,0,52
23CHESTERPRECINCT3,1,300,5,6,46
23CHESTERPRECINCT4,0,415,8,5,44
23CHESTERPRECINCT5,0,405,0,3,29
23CHESTERWARD1-1,0,661,10,6,63
23CHESTERWARD1-2,1,417,3,1,87
23CHESTERWARD1-3,1,278,3,7,43
23CHESTERWARD1-4,3,697,4,0,50
23CHESTERWARD1-5,0,427,2,1,21
23CHESTERWARD1-6,0,433,4,2,37
23CHESTERWARD1-7,0,313,6,4,68
23CHESTERWARD1-8,0,431,3,7,34
23CHESTERWARD10-1,0,364,1,1,7
23CHESTERWARD10-2,0,350,1,0,3
23CHESTERWARD10-3,0,136,1,0,2
23CHESTERWARD11-1,1,310,0,2,16
23CHESTERWARD11-2,1,567,6,2,19
23CHESTERWARD11-3,0,262,3,0,23
23CHESTERWARD11-4,2,546,8,3,45
23CHESTERWARD11-5,0,416,2,3,20
23CHESTERWARD11-6,1,263,2,1,9
23CHESTERWARD2-1,0,279,0,1,12
23CHESTERWARD2-2,1,429,10,13,161
23CHESTERWARD2-3,0,234,2,1,10
23CHESTERWARD2-4,1,224,2,4,16
23CHESTERWARD3,0,169,3,1,8
23CHESTERWARD4,2,442,3,0,12
23CHESTERWARD5-1,0,190,4,1,14
23CHESTERWARD5-2,0,171,0,0,9
23CHESTERWARD6-1,0,168,0,0,0
23CHESTERWARD6-2,0,255,0,2,3
23CHESTERWARD7-1,1,313,3,1,8
23CHESTERWARD7-2,2,380,1,3,8
23CHESTERWARD7-3,0,390,0,0,12
23CHESTERWARD7-4,0,374,1,0,3
23CHESTERWARD8-1,0,442,2,0,14
23CHESTERWARD8-2,1,471,2,1,11
23CHESTERWARD9-1,0,425,4,2,6
23CHESTERWARD9-2,0,212,1,0,0
23CHESTERWARD9-3,1,408,2,1,5
23CLIFTONHEIGHTSWARD1,2,225,3,5,190
23CLIFTONHEIGHTSWARD2,4,456,7,14,314
23CLIFTONHEIGHTSWARD3-1,3,161,3,5,152
23CLIFTONHEIGHTSWARD3-2,0,233,4,6,172
23CLIFTONHEIGHTSWARD4,2,438,15,16,549
23COLLINGDALEPRECINCT1,1,411,5,2,107
23COLLINGDALEPRECINCT2,2,349,10,3,117
23COLLINGDALEPRECINCT3,4,444,5,15,144
23COLLINGDALEPRECINCT4,3,309,8,7,167
23COLLINGDALEPRECINCT5,4,293,4,7,120
23COLLINGDALEPRECINCT6,3,456,12,9,238
23COLLINGDALEPRECINCT7,1,217,4,9,176
23COLWYNPRECINCT1,0,457,2,5,47
23COLWYNPRECINCT2,3,451,2,4,48
23CONCORDPRECINCT1,4,461,6,34,429
23CONCORDPRECINCT10,0,268,6,16,342
23CONCORDPRECINCT11,2,480,7,35,583
23CONCORDPRECINCT2,3,559,4,32,556
23CONCORDPRECINCT3,4,262,1,9,412
23CONCORDPRECINCT4,2,249,3,6,290
23CONCORDPRECINCT5,3,305,1,10,275
23CONCORDPRECINCT6,6,527,0,43,693
23CONCORDPRECINCT7,4,457,12,17,435
23CONCORDPRECINCT8,5,381,5,21,462
23CONCORDPRECINCT9,3,432,3,24,609
23DARBYWARD1,0,965,5,0,14
23DARBYWARD1-1,1,430,3,3,100
23DARBYWARD1-2,1,751,4,4,59
23DARBYWARD2,1,747,4,0,9
23DARBYWARD2-1,1,754,4,3,47
23DARBYWARD2-2,2,613,3,4,16
23DARBYWARD3-1,1,811,13,10,143
23DARBYWARD3-2,1,743,7,14,381
23DARBYWARD4,2,396,12,22,597
23DARBYWARD5-1,6,338,9,11,378
23DARBYWARD5-2,1,147,6,6,145
23EASTLANSDOWNEPRECINCTEASTERN,2,455,6,8,74
23EASTLANSDOWNEPRECINCTWESTERN,4,574,8,10,117
23EDDYSTONEPRECINCTNORTHERN,0,278,3,8,242
23EDDYSTONEPRECINCTSOUTHERN,4,216,4,12,227
23EDGMONTPRECINCT1,4,692,8,30,775
23EDGMONTPRECINCT2,3,522,5,17,576
23FOLCROFTPRECINCT1,1,294,9,4,116
23FOLCROFTPRECINCT2,2,414,15,11,246
23FOLCROFTPRECINCT3,1,363,0,5,195
23FOLCROFTPRECINCT4,4,420,7,12,199
23FOLCROFTPRECINCT5,0,391,7,9,223
23GLENOLDENPRECINCT1,3,258,3,13,284
23GLENOLDENPRECINCT2,3,168,4,8,153
23GLENOLDENPRECINCT3,4,339,7,14,284
23GLENOLDENPRECINCT4,1,554,8,17,461
23GLENOLDENPRECINCT5,0,135,2,3,163
23GLENOLDENPRECINCT6,2,303,6,9,240
23HAVERFORDWARD1-1,1,432,5,21,370
23HAVERFORDWARD1-2,3,352,6,21,270
23HAVERFORDWARD1-3,7,490,8,16,402
23HAVERFORDWARD1-4,4,565,7,25,390
23HAVERFORDWARD2-1,5,373,4,19,227
23HAVERFORDWARD2-2,3,453,7,20,286
23HAVERFORDWARD2-3,3,591,12,34,421
23HAVERFORDWARD2-4,1,408,7,15,334
23HAVERFORDWARD3-1,2,554,8,30,313
23HAVERFORDWARD3-2,4,370,6,26,256
23HAVERFORDWARD3-3,2,498,8,20,281
23HAVERFORDWARD3-4,0,530,8,21,276
23HAVERFORDWARD4-1,0,783,1,21,307
23HAVERFORDWARD4-2,6,565,11,16,318
23HAVERFORDWARD4-3,5,493,7,16,326
23HAVERFORDWARD4-4,3,586,10,25,383
23HAVERFORDWARD5-1,3,612,5,24,168
23HAVERFORDWARD5-2,0,464,10,21,197
23HAVERFORDWARD5-3,2,766,2,17,84
23HAVERFORDWARD5-4,0,415,4,19,338
23HAVERFORDWARD6-1,0,770,6,19,168
23HAVERFORDWARD6-2,2,415,6,19,154
23HAVERFORDWARD6-3,1,614,9,27,224
23HAVERFORDWARD6-4,3,684,7,32,243
23HAVERFORDWARD7-1,1,424,6,19,235
23HAVERFORDWARD7-2,1,465,9,15,294
23HAVERFORDWARD7-3,8,670,12,29,389
23HAVERFORDWARD7-4,2,497,5,17,260
23HAVERFORDWARD8-1,3,721,15,26,315
23HAVERFORDWARD8-2,1,727,10,22,284
23HAVERFORDWARD8-3,3,632,10,25,308
23HAVERFORDWARD8-4,0,329,1,8,111
23HAVERFORDWARD9-1,2,490,5,23,389
23HAVERFORDWARD9-2,2,532,4,23,319
23HAVERFORDWARD9-3,1,321,2,19,318
23HAVERFORDWARD9-4,4,392,5,25,401
23LANSDOWNEPRECINCT1,0,447,8,6,49
23LANSDOWNEPRECINCT10,1,330,6,1,61
23LANSDOWNEPRECINCT11,5,476,8,15,118
23LANSDOWNEPRECINCT2,3,583,15,5,103
23LANSDOWNEPRECINCT3,1,361,10,3,64
23LANSDOWNEPRECINCT4,4,564,7,14,144
23LANSDOWNEPRECINCT5,3,585,4,6,177
23LANSDOWNEPRECINCT6,7,506,12,12,118
23LANSDOWNEPRECINCT7,1,251,1,5,59
23LANSDOWNEPRECINCT8,1,271,1,4,33
23LANSDOWNEPRECINCT9,2,530,3,8,84
23LOWERCHICHESTERPRECINCT1,3,320,7,17,376
23LOWERCHICHESTERPRECINCT2,2,287,6,19,272
23MARCUSHOOKPRECINCT1,0,63,2,3,56
23MARCUSHOOKPRECINCT2,0,54,0,1,74
23MARCUSHOOKPRECINCT3,2,164,4,6,161
23MARCUSHOOKPRECINCT4,0,192,6,7,145
23MARPLEWARD1-1,1,295,3,18,376
23MARPLEWARD1-2,0,284,6,10,327
23MARPLEWARD1-3,4,336,5,10,305
23MARPLEWARD2-1,1,284,8,20,328
23MARPLEWARD2-2,1,287,4,20,233
23MARPLEWARD2-3,4,288,4,13,359
23MARPLEWARD3-1,1,290,3,12,305
23MARPLEWARD3-2,2,297,3,13,309
23MARPLEWARD3-3,2,303,8,14,382
23MARPLEWARD4-1,0,301,3,13,360
23MARPLEWARD4-2,2,207,2,11,216
23MARPLEWARD4-3,1,224,5,9,355
23MARPLEWARD5-1,1,347,6,23,386
23MARPLEWARD5-2,0,330,8,27,412
23MARPLEWARD5-3,4,282,5,14,295
23MARPLEWARD6-1,4,329,5,8,326
23MARPLEWARD6-2,2,266,3,6,395
23MARPLEWARD6-3,4,303,1,10,383
23MARPLEWARD7-1,2,394,2,16,282
23MARPLEWARD7-2,2,328,7,9,360
23MARPLEWARD7-3,1,328,5,15,331
23MEDIAPRECINCTEASTERN,6,659,10,34,270
23MEDIAPRECINCTNORTHERN,3,441,9,17,160
23MEDIAPRECINCTSOUTHERN,2,636,12,21,171
23MEDIAPRECINCTWESTERN,4,625,16,35,232
23MIDDLETOWNDISTRICT1-1,3,436,5,23,315
23MIDDLETOWNDISTRICT1-2,3,411,8,24,351
23MIDDLETOWNDISTRICT1-3,3,349,9,26,372
23MIDDLETOWNDISTRICT2-1,2,445,3,19,331
23MIDDLETOWNDISTRICT2-2,1,375,1,16,279
23MIDDLETOWNDISTRICT2-3,4,391,13,5,326
23MIDDLETOWNDISTRICT3-1,4,385,6,18,331
23MIDDLETOWNDISTRICT3-2,7,477,6,27,420
23MIDDLETOWNDISTRICT3-3,1,340,5,11,326
23MIDDLETOWNDISTRICT4-1,1,296,3,12,294
23MIDDLETOWNDISTRICT4-2,2,324,7,23,464
23MIDDLETOWNDISTRICT4-3,4,462,2,17,328
23NETHERPROVIDENCEWARD1-1,2,258,5,10,139
23NETHERPROVIDENCEWARD1-2,2,496,6,26,304
23NETHERPROVIDENCEWARD2-1,2,599,10,25,242
23NETHERPROVIDENCEWARD2-2,2,166,0,8,98
23NETHERPROVIDENCEWARD3,4,1125,7,32,242
23NETHERPROVIDENCEWARD4-1,0,562,7,23,240
23NETHERPROVIDENCEWARD4-2,3,415,8,14,159
23NETHERPROVIDENCEWARD5-1,0,207,7,9,159
23NETHERPROVIDENCEWARD5-2,1,329,5,21,195
23NETHERPROVIDENCEWARD6-1,0,74,3,1,46
23NETHERPROVIDENCEWARD6-2,4,599,14,13,454
23NETHERPROVIDENCEWARD7-1,4,482,8,20,270
23NETHERPROVIDENCEWARD7-2,1,204,1,9,153
23NEWTOWNPRECINCT1,7,679,9,39,782
23NEWTOWNPRECINCT2,3,743,8,41,655
23NEWTOWNPRECINCT3,2,333,6,24,286
23NEWTOWNPRECINCT4,1,227,7,12,275
23NEWTOWNPRECINCT5,3,644,9,35,771
23NEWTOWNPRECINCT6,4,355,5,18,446
23NEWTOWNPRECINCT7,5,426,5,21,399
23NEWTOWNPRECINCT8,4,528,9,23,536
23NORWOODPRECINCT1,1,164,8,11,151
23NORWOODPRECINCT2,8,127,9,10,179
23NORWOODPRECINCT3,1,141,6,6,110
23NORWOODPRECINCT4,3,132,4,5,133
23NORWOODPRECINCT5,0,179,5,4,170
23NORWOODPRECINCT6,3,213,6,9,286
23NORWOODPRECINCT7,1,190,4,14,278
23NORWOODPRECINCT8,1,172,3,7,234
23PROSPECTPARKPRECINCT1,4,364,4,17,386
23PROSPECTPARKPRECINCT2,1,360,6,20,335
23PROSPECTPARKPRECINCT3,7,257,3,16,265
23PROSPECTPARKPRECINCT4,2,194,3,4,162
23PROSPECTPARKPRECINCT5,7,343,13,16,372
23RADNORWARD1-1,1,853,11,46,383
23RADNORWARD1-2,2,496,5,25,199
23RADNORWARD2-1,1,468,2,19,299
23RADNORWARD2-2,3,469,6,28,253
23RADNORWARD2-3,1,127,2,19,73
23RADNORWARD3-1,2,423,5,21,230
23RADNORWARD3-2,2,964,8,39,474
23RADNORWARD4-1,1,626,9,21,502
23RADNORWARD4-2,1,967,8,41,458
23RADNORWARD5-1,4,575,7,29,167
23RADNORWARD5-2,4,1173,9,41,445
23RADNORWARD6-1,1,835,14,41,467
23RADNORWARD6-2,3,831,7,41,463
23RADNORWARD7-1,0,790,14,23,339
23RADNORWARD7-2,4,707,6,19,309
23RIDLEYPARKPRECINCT1,5,481,7,24,443
23RIDLEYPARKPRECINCT2,0,401,8,32,438
23RIDLEYPARKPRECINCT3,6,531,13,32,559
23RIDLEYPARKPRECINCT4,2,486,14,29,553
23RIDLEYWARD1-1,3,303,8,7,172
23RIDLEYWARD1-2,2,209,5,11,301
