precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP
51PHILADELPHIAWARD63-20,0,207,4,10,217
51PHILADELPHIAWARD63-21,0,239,1,5,169
51PHILADELPHIAWARD63-22,0,278,7,2,156
51PHILADELPHIAWARD63-23,1,458,8,16,306
51PHILADELPHIAWARD63-24,1,187,1,6,168
51PHILADELPHIAWARD63-25,0,175,4,0,151
51PHILADELPHIAWARD63-3,1,240,7,21,355
51PHILADELPHIAWARD63-4,1,301,4,4,265
51PHILADELPHIAWARD63-5,0,219,5,10,203
51PHILADELPHIAWARD63-6,4,320,7,8,188
51PHILADELPHIAWARD63-7,0,152,0,4,55
51PHILADELPHIAWARD63-8,4,253,5,12,175
51PHILADELPHIAWARD63-9,1,237,3,10,249
51PHILADELPHIAWARD64-1,1,238,2,4,152
51PHILADELPHIAWARD64-10,0,176,9,4,138
51PHILADELPHIAWARD64-11,0,158,6,11,177
51PHILADELPHIAWARD64-12,1,146,1,5,104
51PHILADELPHIAWARD64-13,1,145,4,1,200
51PHILADELPHIAWARD64-14,0,152,2,2,164
51PHILADELPHIAWARD64-15,1,315,6,7,147
51PHILADELPHIAWARD64-16,3,214,2,3,210
51PHILADELPHIAWARD64-17,0,159,3,1,154
51PHILADELPHIAWARD64-18,1,270,2,6,254
51PHILADELPHIAWARD64-2,2,255,3,4,265
51PHILADELPHIAWARD64-3,0,217,6,11,155
51PHILADELPHIAWARD64-4,0,181,3,7,215
51PHILADELPHIAWARD64-5,1,265,2,8,252
51PHILADELPHIAWARD64-6,0,188,1,11,205
51PHILADELPHIAWARD64-7,3,197,1,7,182
51PHILADELPHIAWARD64-8,0,171,2,5,194
51PHILADELPHIAWARD64-9,1,176,2,11,109
51PHILADELPHIAWARD65-1,0,211,3,12,367
51PHILADELPHIAWARD65-10,0,273,6,9,352
51PHILADELPHIAWARD65-11,0,310,6,7,143
51PHILADELPHIAWARD65-12,0,152,3,1,41
51PHILADELPHIAWARD65-13,0,163,4,3,97
51PHILADELPHIAWARD65-14,0,228,1,3,46
51PHILADELPHIAWARD65-15,1,237,6,2,56
51PHILADELPHIAWARD65-16,4,196,2,2,101
51PHILADELPHIAWARD65-17,1,333,11,6,138
51PHILADELPHIAWARD65-18,0,305,1,4,72
51PHILADELPHIAWARD65-19,0,198,5,4,144
51PHILADELPHIAWARD65-2,3,250,2,5,298
51PHILADELPHIAWARD65-20,2,528,7,10,333
51PHILADELPHIAWARD65-21,0,174,9,5,118
51PHILADELPHIAWARD65-22,1,219,8,4,114
51PHILADELPHIAWARD65-23,1,208,6,7,238
51PHILADELPHIAWARD65-3,0,218,2,8,103
51PHILADELPHIAWARD65-4,2,364,3,4,220
51PHILADELPHIAWARD65-5,1,195,5,6,100
51PHILADELPHIAWARD65-6,0,142,5,2,54
51PHILADELPHIAWARD65-7,1,273,7,9,423
51PHILADELPHIAWARD65-8,1,214,1,5,136
51PHILADELPHIAWARD65-9,4,274,1,1,217
51PHILADELPHIAWARD66-1,2,234,5,20,174
51PHILADELPHIAWARD66-10,1,197,3,5,216
51PHILADELPHIAWARD66-11,5,161,5,8,254
51PHILADELPHIAWARD66-12,2,231,4,10,168
51PHILADELPHIAWARD66-13,2,140,3,6,158
51PHILADELPHIAWARD66-14,1,170,2,10,268
51PHILADELPHIAWARD66-15,1,273,5,9,224
51PHILADELPHIAWARD66-16,1,117,1,6,161
51PHILADELPHIAWARD66-17,1,154,4,6,190
51PHILADELPHIAWARD66-18,1,217,5,7,218
51PHILADELPHIAWARD66-19,3,209,4,12,193
51PHILADELPHIAWARD66-2,0,130,7,2,157
51PHILADELPHIAWARD66-20,1,213,0,13,204
51PHILADELPHIAWARD66-21,1,335,4,13,335
51PHILADELPHIAWARD66-22,0,341,9,11,319
51PHILADELPHIAWARD66-23,3,233,8,11,247
51PHILADELPHIAWARD66-24,1,182,1,1,219
51PHILADELPHIAWARD66-25,3,118,3,5,211
51PHILADELPHIAWARD66-26,3,221,8,3,262
51PHILADELPHIAWARD66-27,1,186,3,8,145
51PHILADELPHIAWARD66-28,2,196,4,11,210
51PHILADELPHIAWARD66-29,1,190,3,11,349
51PHILADELPHIAWARD66-3,2,140,0,7,192
51PHILADELPHIAWARD66-30,0,184,1,5,251
51PHILADELPHIAWARD66-31,0,186,3,7,222
51PHILADELPHIAWARD66-32,2,230,3,5,209
51PHILADELPHIAWARD66-33,2,263,4,8,281
51PHILADELPHIAWARD66-34,1,152,1,8,250
51PHILADELPHIAWARD66-35,0,220,3,6,260
51PHILADELPHIAWARD66-36,1,238,2,7,350
51PHILADELPHIAWARD66-37,0,213,7,6,131
51PHILADELPHIAWARD66-38,3,218,5,5,235
51PHILADELPHIAWARD66-39,3,205,1,6,214
51PHILADELPHIAWARD66-4,0,140,3,6,181
51PHILADELPHIAWARD66-40,1,146,4,7,168
51PHILADELPHIAWARD66-41,4,365,2,10,168
51PHILADELPHIAWARD66-42,1,141,4,4,233
51PHILADELPHIAWARD66-43,0,249,3,8,328
51PHILADELPHIAWARD66-44,4,175,1,6,277
51PHILADELPHIAWARD66-45,1,119,2,9,192
51PHILADELPHIAWARD66-46,2,165,2,9,261
51PHILADELPHIAWARD66-5,0,197,1,6,168
51PHILADELPHIAWARD66-6,0,146,3,8,239
51PHILADELPHIAWARD66-7,0,138,2,4,193
51PHILADELPHIAWARD66-8,1,457,7,10,291
51PHILADELPHIAWARD66-9,2,152,2,6,253
51PHILADELPHIAWARD7-1,1,292,0,1,13
51PHILADELPHIAWARD7-10,0,281,1,1,29
51PHILADELPHIAWARD7-11,1,409,5,1,23
51PHILADELPHIAWARD7-12,2,453,1,0,32
51PHILADELPHIAWARD7-13,0,237,0,0,17
51PHILADELPHIAWARD7-14,0,355,0,1,20
51PHILADELPHIAWARD7-15,1,227,1,2,8
51PHILADELPHIAWARD7-16,0,258,2,1,9
51PHILADELPHIAWARD7-17,1,295,0,1,13
51PHILADELPHIAWARD7-18,0,382,1,1,13
51PHILADELPHIAWARD7-19,1,334,3,1,7
51PHILADELPHIAWARD7-2,0,285,1,1,6
51PHILADELPHIAWARD7-20,1,249,6,0,20
51PHILADELPHIAWARD7-21,0,351,1,1,20
51PHILADELPHIAWARD7-22,0,280,2,0,17
51PHILADELPHIAWARD7-23,1,236,3,1,21
51PHILADELPHIAWARD7-3,0,210,0,0,9
51PHILADELPHIAWARD7-4,0,408,1,0,23
51PHILADELPHIAWARD7-5,0,532,3,2,21
51PHILADELPHIAWARD7-6,3,421,2,2,17
51PHILADELPHIAWARD7-7,0,267,1,1,6
51PHILADELPHIAWARD7-8,0,352,2,0,20
51PHILADELPHIAWARD7-9,1,238,0,0,8
51PHILADELPHIAWARD8-1,0,551,6,17,48
51PHILADELPHIAWARD8-10,1,653,3,8,108
51PHILADELPHIAWARD8-11,0,520,2,5,105
51PHILADELPHIAWARD8-12,0,645,8,9,85
51PHILADELPHIAWARD8-13,0,400,5,10,59
51PHILADELPHIAWARD8-14,3,848,5,15,103
51PHILADELPHIAWARD8-15,0,918,9,15,177
51PHILADELPHIAWARD8-16,1,418,3,3,71
51PHILADELPHIAWARD8-17,1,452,3,12,109
51PHILADELPHIAWARD8-18,2,617,1,7,112
51PHILADELPHIAWARD8-19,1,538,3,23,78
51PHILADELPHIAWARD8-2,0,536,3,9,60
51PHILADELPHIAWARD8-20,1,343,3,3,57
51PHILADELPHIAWARD8-21,0,401,4,6,79
51PHILADELPHIAWARD8-22,0,209,5,4,43
51PHILADELPHIAWARD8-23,2,562,3,16,95
51PHILADELPHIAWARD8-24,2,873,9,24,146
51PHILADELPHIAWARD8-25,2,560,10,12,102
51PHILADELPHIAWARD8-26,0,984,11,29,122
51PHILADELPHIAWARD8-27,0,495,2,14,50
51PHILADELPHIAWARD8-28,0,535,8,9,42
51PHILADELPHIAWARD8-29,1,668,6,6,116
51PHILADELPHIAWARD8-3,0,718,4,14,89
51PHILADELPHIAWARD8-30,1,535,8,14,82
51PHILADELPHIAWARD8-4,0,649,7,17,74
51PHILADELPHIAWARD8-5,2,971,4,33,157
51PHILADELPHIAWARD8-6,0,518,3,10,81
51PHILADELPHIAWARD8-7,1,589,7,10,74
51PHILADELPHIAWARD8-8,1,629,1,11,105
51PHILADELPHIAWARD8-9,0,673,9,10,75
51PHILADELPHIAWARD9-1,0,499,4,3,22
51PHILADELPHIAWARD9-10,0,558,12,16,103
51PHILADELPHIAWARD9-11,0,710,8,11,97
51PHILADELPHIAWARD9-12,2,630,8,4,43
51PHILADELPHIAWARD9-13,0,535,6,3,14
51PHILADELPHIAWARD9-14,1,431,2,1,8
51PHILADELPHIAWARD9-15,1,507,5,7,17
51PHILADELPHIAWARD9-16,1,436,5,13,34
51PHILADELPHIAWARD9-17,0,364,4,5,22
51PHILADELPHIAWARD9-2,0,487,5,2,34
51PHILADELPHIAWARD9-3,0,624,6,4,44
51PHILADELPHIAWARD9-4,0,420,13,11,52
51PHILADELPHIAWARD9-5,0,501,1,8,72
51PHILADELPHIAWARD9-6,1,509,7,10,78
51PHILADELPHIAWARD9-7,2,450,3,11,87
51PHILADELPHIAWARD9-8,0,295,2,10,55
51PHILADELPHIAWARD9-9,1,623,6,6,80
52DELAWAREDISTRICT1,1,451,15,36,1097
52DELAWAREDISTRICT2,11,482,20,32,1095
52DINGMANDISTRICT1,11,994,31,51,1836
52DINGMANDISTRICT2,4,796,17,52,1602
52LACKAWAXENDISTRICT1,4,321,7,19,880
52LACKAWAXENDISTRICT2,2,308,14,22,917
52LEHMANDISTRICT1,6,987,20,32,882
52LEHMANDISTRICT2,0,1194,13,19,801
52MATAMORAS1,2,179,3,10,276
52MATAMORAS2,2,233,9,25,373
53COUDERSPORTWARD1,1,125,2,7,316
53COUDERSPORTWARD2,2,174,2,17,393
53GALETONWARD1,0,51,1,5,137
53GALETONWARD2,1,50,2,4,179
53SHARONNORTH,0,18,0,6,141
53SHARONSOUTH,1,27,1,7,208
54ASHLANDPRECINCT1,3,198,4,15,343
54ASHLANDPRECINCT2,1,130,3,10,314
54BUTLERENGLEWOOD,2,71,1,6,204
54BUTLERFTSPRINGS,0,151,2,17,543
54BUTLERLAVELLE,7,139,6,17,575
54BUTLERNORTHEAST,0,34,1,4,102
54CASSPRECINCTNORTH,0,48,3,3,137
54CASSPRECINCTSOUTH,1,195,4,17,458
54COALDALEPRECINCTEAST,1,126,7,9,296
54COALDALEPRECINCTWEST,2,124,2,12,329
54FRACKVILLEMIDDLE,2,123,3,5,257
54FRACKVILLENORTH,2,142,4,5,348
54FRACKVILLESOUTH,1,227,4,14,555
54HEGINSDISTRICTEAST,1,116,5,14,638
54HEGINSDISTRICTWEST,3,146,9,14,608
54MAHANOYCITYWARD1,3,71,0,8,114
54MAHANOYCITYWARD2,3,166,4,4,249
54MAHANOYCITYWARD3,1,86,4,0,177
54MAHANOYCITYWARD4,0,158,5,17,342
54MCADOOPRECINCT1,0,103,3,1,300
54MCADOOPRECINCT2,4,150,11,7,346
54MINERSVILLEPRECINCT1,1,129,0,7,221
54MINERSVILLEPRECINCT2,3,160,2,15,292
54MINERSVILLEPRECINCT3,1,153,5,17,238
54MINERSVILLEPRECINCT4,2,113,5,13,205
54NORTHMANHEIMPRECINCT1,3,198,5,22,547
54NORTHMANHEIMPRECINCT2,1,208,7,10,394
54NORTHMANHEIMPRECINCT3,0,83,1,12,346
54NORWEGIANDISTRICTCURRANS,1,239,3,18,602
54NORWEGIANDISTRICTMARLIN,0,135,1,11,326
54ORWIGSBURGPRECINCT1,1,184,4,17,434
54ORWIGSBURGPRECINCT2,2,261,8,13,573
54PALOALTOWARD1,1,55,0,7,130
54PALOALTOWARD2,3,77,2,3,171
54PINEGROVEPRECINCT1,6,182,4,27,694
54PINEGROVEPRECINCT2,1,166,1,22,666
54PINEGROVEPRECINCTNORTH,0,132,6,15,362
54PINEGROVEPRECINCTSOUTH,5,82,3,22,225
54PORTCARBONPRECINCT1,0,89,3,6,158
54PORTCARBONPRECINCT2,3,155,8,16,350
54PORTERDISTRICTEAST,3,80,2,5,471
54PORTERDISTRICTWEST,2,74,6,9,401
54POTTSVILLEWARD1,3,71,5,5,147
54POTTSVILLEWARD2,2,199,4,15,289
54POTTSVILLEWARD3-1,1,174,7,16,247
54POTTSVILLEWARD3-2,1,88,0,3,114
54POTTSVILLEWARD3-3,0,113,3,10,171
54POTTSVILLEWARD4,5,263,8,19,286
54POTTSVILLEWARD5-1,1,175,5,10,204
54POTTSVILLEWARD5-2,3,185,4,10,300
54POTTSVILLEWARD6,1,150,8,8,298
54POTTSVILLEWARD7-1,5,314,5,17,479
54POTTSVILLEWARD7-2,3,366,6,18,433
54RUSHDISTRICTEAST,1,234,6,11,672
54RUSHDISTRICTELIXIR,0,43,2,2,158
54RUSHDISTRICTWEST,8,200,6,19,537
54SCHUYLKILLHAVENWARDEAST,1,198,7,17,469
54SCHUYLKILLHAVENWARDNORTH,0,149,4,21,302
54SCHUYLKILLHAVENWARDSOUTH,4,156,5,29,395
54SCHUYLKILLHAVENWARDWEST,4,154,3,18,417
54SHENANDOAHPRECINCT1,0,31,0,2,76
54SHENANDOAHPRECINCT2,2,93,2,4,124
54SHENANDOAHPRECINCT3,0,168,3,7,247
54SHENANDOAHPRECINCT4,0,87,1,6,150
54SHENANDOAHPRECINCT5,0,84,0,1,180
54SHENANDOAHPRECINCT6,1,30,0,1,58
54ST.CLAIRWARDMIDDLE,2,132,2,6,195
54ST.CLAIRWARDNORTH,2,132,4,14,252
54ST.CLAIRWARDSOUTH,1,192,7,11,269
54TAMAQUAPRECINCT1,2,179,7,16,448
54TAMAQUAPRECINCT2,0,177,7,11,458
54TAMAQUAPRECINCT3,2,196,7,17,442
54TAMAQUAPRECINCT4,1,140,5,14,347
54WASHINGTONDISTRICTNORTH,5,124,2,16,570
54WASHINGTONDISTRICTSOUTH,4,112,2,15,516
54WAYNEPRECINCT1,3,194,8,25,697
54WAYNEPRECINCT2,2,167,4,21,651
54WAYNEPRECINCT3,2,239,6,24,633
54WESTBRUNSWICKNORTH,4,300,6,23,702
54WESTBRUNSWICKSOUTH,4,153,7,14,555
54WESTMAHANOYPRECINCT1,1,77,3,2,148
54WESTMAHANOYPRECINCT2,1,218,5,9,416
54WESTMAHANOYPRECINCTALTAMONT,1,102,2,9,298
54WESTPENNPRECINCT1,5,179,7,15,842
54WESTPENNPRECINCT2,1,117,1,9,418
54WESTPENNPRECINCT3,0,135,8,21,571
55MONROEDISTRICT1,4,363,4,31,461
55MONROEDISTRICT2,1,282,9,35,485
55PENNDISTRICT1,3,282,8,25,392
55PENNDISTRICT2,0,318,11,35,309
55SELINSGROVE1,5,326,8,25,238
55SELINSGROVE2,2,345,8,27,471
55SELINSGROVE3,1,269,10,28,574
56CONEMAUGH1,7,260,4,22,825
56CONEMAUGH2,5,212,7,21,641
56CONEMAUGH3,4,188,5,16,555
56CONEMAUGH4,3,198,3,16,599
56CONEMAUGH5,1,58,1,4,229
56JENNER1,5,203,4,12,755
56JENNER2,1,83,2,19,449
56JENNER3,3,48,2,12,348
56PAINT1,5,164,5,18,552
56PAINT2,3,188,4,8,500
56PAINT3,2,44,0,2,204
56SHADE1,0,58,1,8,288
56SHADE2,1,147,1,5,280
56SHADE3,2,149,2,6,360
56SOMERSET1,2,146,6,26,753
56SOMERSET2,5,212,4,28,1029
56SOMERSET3,5,247,7,21,917
56SOMERSET4,3,163,4,12,664
56SOMERSETEAST,2,138,2,14,394
56SOMERSETNORTHWEST,7,169,4,22,526
56SOMERSETSOUTHWEST,8,399,16,38,995
56WINDBER1,1,158,6,9,280
56WINDBER2,4,226,6,7,416
56WINDBER3,8,126,2,6,203
56WINDBER4,2,142,1,11,226
57CHERRYPRECINCTBERNICE,3,40,0,6,119
57COLLEYPRECINCTLOPEZ,2,35,1,1,105
58MONTROSEWARD1,3,152,8,20,232
58MONTROSEWARD2,1,114,1,10,179
59DELMARNORTH,6,220,10,26,671
59DELMARSOUTH,4,87,1,10,360
59SHIPPENPRECINCTA(CONG5),1,21,3,4,139
59SHIPPENPRECINCTB(CONG10),0,14,0,0,57
59WELLSBOROWARD1,3,209,6,25,495
59WELLSBOROWARD2,10,270,10,30,524
5BEDFORD1,6,209,8,7,1001
5BEDFORD2,1,248,6,17,1053
5BEDFORDWARDEAST,2,206,6,15,510
5BEDFORDWARDWEST,4,187,7,14,586
5BROADTOP1,3,114,3,4,423
60BUFFALO1,1,262,6,28,790
60BUFFALO2,1,68,0,9,301
60EASTBUFFALO1,3,500,6,39,499
60EASTBUFFALO2,3,619,11,27,467
60EASTBUFFALO3,3,487,12,14,449
60EASTBUFFALO4,1,402,8,17,190
60KELLY1,2,424,11,29,687
60KELLY2,3,123,0,16,204
60LEWISBURGWARD1,2,277,10,16,111
60LEWISBURGWARD2,1,288,9,16,116
60LEWISBURGWARD3,0,626,9,35,153
60LEWISBURGWARD4,1,290,2,13,286
60MIFFLINBURGEAST,3,226,10,25,607
60MIFFLINBURGWEST,8,170,6,18,491
60WHITEDEER1,4,108,5,14,479
60WHITEDEER2,2,129,1,11,475
60WHITEDEER3,1,87,2,14,353
60WHITEDEER4,0,94,3,11,244
61CORNPLANTERDISTRICT1,7,276,3,25,539
61CORNPLANTERDISTRICT2,0,97,2,14,212
61CRANBERRYDISTRICT1,6,156,7,16,572
61CRANBERRYDISTRICT2,11,186,4,26,620
61CRANBERRYDISTRICT3,1,118,2,16,296
61CRANBERRYDISTRICT4,1,273,3,26,752
61FRANKLINDISTRICT1,5,352,12,31,483
61FRANKLINDISTRICT2,6,350,3,44,608
61FRANKLINDISTRICT3,3,197,7,25,412
61OILCITYDISTRICT1,4,253,4,22,445
61OILCITYDISTRICT2,3,162,5,19,262
61OILCITYDISTRICT3,8,225,5,24,325
61OILCITYDISTRICT4,4,182,12,20,275
61OILCITYDISTRICT5,1,181,2,16,303
61OILCITYDISTRICT6,1,234,3,17,324
61OILCITYDISTRICT7,3,178,1,14,239
61ROCKLANDDISTRICT1,3,129,2,21,411
61ROCKLANDDISTRICT2,0,20,0,6,101
61SUGARCREEK1,2,106,4,13,259
61SUGARCREEK2,1,86,2,12,243
61SUGARCREEK3,2,121,4,18,317
61SUGARCREEK4,3,112,5,17,261
61SUGARCREEK5,4,130,1,9,418
62CONEWANGOPRECINCT1,9,320,5,29,611
62CONEWANGOPRECINCT2,3,164,3,26,466
62WARRENWARDCENTRAL,4,195,4,22,243
62WARRENWARDEAST,5,406,14,40,619
62WARRENWARDNORTH,3,236,2,14,383
62WARRENWARDSOUTH,1,91,2,12,181
62WARRENWARDSOUTHEAST,5,332,16,31,575
62WARRENWARDWEST,1,192,4,26,350
63AMWELL1,7,332,12,18,943
63AMWELL2,1,129,4,12,393
63CALIFORNIA1,4,158,9,13,108
63CALIFORNIA2,2,427,5,38,267
63CALIFORNIA3,0,110,2,13,205
63CALIFORNIA4,1,314,7,19,346
63CANONSBURGWARD1-3,1,366,7,23,325
63CANONSBURGWARD1-4,2,428,5,31,602
63CANONSBURGWARD2-1,1,253,7,18,276
63CANONSBURGWARD2-2,2,385,12,41,468
63CANONSBURGWARD3-1,3,199,4,22,242
63CANONSBURGWARD3-3,3,295,7,27,273
63CANTON1,9,164,1,6,204
63CANTON2,4,418,5,34,663
63CANTON3,1,112,4,11,133
63CANTON4,5,285,5,16,495
63CANTON5,4,343,8,27,580
63CARROLL1,1,70,3,7,105
63CARROLL2,1,183,3,9,419
63CARROLL3,2,235,1,10,318
63CARROLL4,1,320,3,20,602
63CARROLL5,0,243,3,13,407
63CECIL1,4,431,6,51,735
63CECIL2,2,253,1,15,499
63CECIL3,1,187,4,20,393
63CECIL4,0,421,11,30,770
63CECIL5,7,734,17,40,1383
63CECIL6,3,365,3,21,546
63CENTERVILLE1,2,78,0,7,186
63CENTERVILLE2,1,182,6,7,258
63CENTERVILLE3,0,69,1,1,54
63CENTERVILLE4,3,173,3,5,221
63CENTERVILLE5,0,40,1,0,52
63CENTERVILLE6,1,115,3,3,123
63CHARLEROI2,2,158,6,12,244
63CHARLEROI3,3,154,2,12,176
63CHARLEROI4,3,127,16,13,121
63CHARLEROI6,1,113,1,12,157
63CHARTIERS1,1,71,2,4,183
63CHARTIERS2,2,256,7,28,347
63CHARTIERS3,4,320,7,22,528
63CHARTIERS5,2,143,1,10,288
63CHARTIERS6,0,259,7,18,433
63CHARTIERS7,4,406,4,31,684
63CROSSCREEK1,1,87,3,9,141
63CROSSCREEK2,2,80,0,7,134
63CROSSCREEK3,1,56,1,7,212
63DONEGAL1,4,147,4,14,620
63DONEGAL2,1,33,4,6,182
63DONEGAL3,0,40,2,4,61
63DONORA1,1,118,1,5,151
63DONORA2,0,223,6,9,175
63DONORA4,2,232,3,6,224
63DONORA5,2,223,7,6,148
63DONORA7,0,132,3,10,139
63EASTBETHLEHEMWARD1,0,101,3,8,150
63EASTBETHLEHEMWARD2,1,114,1,3,195
63EASTBETHLEHEMWARD3,0,81,1,3,96
63EASTBETHLEHEMWARD4,0,97,2,4,151
63FALLOWFIELD1,0,284,4,11,555
63FALLOWFIELD2A(CONG9),0,74,1,4,208
63FALLOWFIELD2B(CONG18),0,0,0,0,0
63FALLOWFIELD3,0,201,6,7,330
63FALLOWFIELD4,1,147,6,15,418
63HANOVER1,3,168,5,7,491
63HANOVER2,1,143,3,15,408
63INDEPENDENCE1,0,82,2,15,316
63INDEPENDENCE2,1,107,7,12,230
63MONONGAHELAWARD1,2,144,3,13,235
63MONONGAHELAWARD2-1,2,147,2,17,184
63MONONGAHELAWARD2-3,1,133,3,10,212
63MONONGAHELAWARD3-1,1,116,0,8,110
63MONONGAHELAWARD3-2,1,245,2,15,310
63MT.PLEASANT1,2,376,5,33,863
63MT.PLEASANT2,2,103,1,4,196
63MT.PLEASANT3,0,66,0,5,89
63MT.PLEASANT4,1,33,3,4,85
63NEWEAGLE1,2,184,8,12,287
63NEWEAGLE2,1,141,1,17,305
63NORTHFRANKLIN1,3,383,14,24,635
63NORTHFRANKLIN2,1,208,6,13,316
63NORTHFRANKLIN3,3,303,4,22,391
63NORTHSTRABANE1,6,646,12,54,1279
63NORTHSTRABANE2,2,249,2,17,498
63NORTHSTRABANE3,4,179,4,8,188
63NORTHSTRABANE4,2,446,7,34,677
63NORTHSTRABANE5,3,636,3,35,933
63NORTHSTRABANE6,4,735,8,42,1155
63NOTTINGHAMDISTRICT1,2,306,7,32,691
63NOTTINGHAMDISTRICT2,1,231,4,14,532
63PETERSA1,13,233,2,11,419
63PETERSA2,1,332,6,27,595
63PETERSA3,7,476,1,34,813
63PETERSB1,2,305,5,21,616
63PETERSB2,7,363,4,29,930
63PETERSB3,2,446,8,48,927
63PETERSC1,1,326,2,26,654
63PETERSC2,8,317,1,16,533
63PETERSC3,2,335,2,19,659
63PETERSD1,6,454,5,40,1098
63PETERSD2,5,385,3,25,741
63PETERSD3,1,247,3,18,478
63ROBINSON1,1,75,3,13,156
63ROBINSON2,0,76,0,9,164
63ROBINSON3,4,138,3,8,191
63SMITH1,3,156,3,10,215
63SMITH2,1,133,3,8,233
63SMITH3,0,92,1,9,185
63SMITH4,3,81,1,2,141
63SMITH5,1,95,1,6,137
63SMITH6,2,102,2,5,169
63SMITH7,0,75,2,3,116
63SOMERSET1,3,215,6,19,450
63SOMERSET2,5,211,5,20,484
63SOUTHFRANKLIN1,4,157,4,27,456
63SOUTHFRANKLIN2,1,233,7,21,714
63SOUTHSTRABANE1,3,306,6,21,655
63SOUTHSTRABANE2,4,655,4,32,983
63SOUTHSTRABANE3,1,291,6,30,612
63SOUTHSTRABANE4,3,282,3,15,428
63SOUTHSTRABANE5,1,310,9,22,430
63UNION1,5,288,11,17,533
63UNION2,0,112,1,9,277
63UNION4,0,36,1,6,137
63UNION5,3,218,4,26,422
63UNION6,2,150,4,9,288
63UNION7,2,163,2,12,238
63WASHINGTONWARD2-1,1,178,6,15,95
63WASHINGTONWARD3-1,2,131,4,6,29
63WASHINGTONWARD4,1,164,2,10,126
63WASHINGTONWARD5-1,2,160,5,8,188
63WASHINGTONWARD5-2,2,246,11,11,226
63WASHINGTONWARD6-1,2,345,10,14,148
63WASHINGTONWARD6-3,2,159,1,16,133
63WASHINGTONWARD7-1,0,184,1,11,135
63WASHINGTONWARD7-2,0,322,8,26,339
63WASHINGTONWARD7-3,1,259,6,19,291
63WASHINGTONWARD8-1,2,317,8,19,201
63WESTBROWNSVILLE1,0,67,3,4,91
63WESTBROWNSVILLE2,2,101,2,8,156
63WESTFINLEY1,1,24,3,2,127
63WESTFINLEY2,3,44,4,2,173
63WESTPIKERUN1,0,170,4,21,325
63WESTPIKERUN2,1,147,5,6,160
64BERLIN1,0,137,4,9,474
64BERLIN2,3,122,3,11,486
64CLINTON1,4,177,4,14,469
64CLINTON2,2,133,1,11,252
64DAMASCUS1,1,212,15,14,517
64DAMASCUS2,4,300,10,29,724
64HONESDALE1,3,216,6,16,329
64HONESDALE2,6,310,13,20,364
64HONESDALE3,2,233,11,10,370
64TEXAS1,4,117,3,11,263
64TEXAS2,0,124,0,11,304
64TEXAS3,1,83,5,7,174
65ALLEGHENY1,3,495,5,30,1149
65ALLEGHENY2,1,106,3,6,312
65ALLEGHENY3,0,394,6,33,707
65ALLEGHENY4,0,163,2,10,401
65ALLEGHENY5,1,135,4,4,237
65ARNOLDWARD1-1,2,136,1,5,55
65ARNOLDWARD1-2,2,151,1,0,37
65ARNOLDWARD2-1,1,197,3,8,185
65ARNOLDWARD2-2,1,274,7,11,220
65ARNOLDWARD2-3,0,274,3,8,199
65BELLPERRYSVILLE,2,160,3,18,488
65BELLROARINGRUN,0,78,1,7,188
65BELLSALINA,3,68,3,7,126
65DERRYALTERS,4,138,2,8,440
65DERRYBRADENVILLE,2,129,3,7,271
65DERRYCOKEVILLE,0,131,0,3,261
65DERRYCOOPERSTOWN,0,235,1,17,498
65DERRYKINGSTON,0,87,1,2,161
65DERRYLOYALHANNA,6,131,1,9,272
65DERRYMILLWOOD,3,164,3,13,406
65DERRYNEWDERRY,4,238,6,15,632
65DERRYPEANUT,2,135,2,8,256
65DERRYSAXMAN,1,325,6,16,454
65DERRYSCALPLEVEL,1,86,2,10,267
65DERRYSIMPSONS,5,88,3,9,336
65DERRYTORRANCE,0,49,3,4,82
65DERRYWARD1,2,142,0,16,234
65DERRYWARD2,1,68,2,7,192
65DERRYWARD3,1,40,2,5,159
65DERRYWARD4,0,74,1,10,146
65DONEGALFOURMILERUN,1,175,7,11,572
65DONEGALINDIANCREEK,1,73,3,7,257
65EASTHUNTINGDONBESSEMER1,0,94,2,4,274
65EASTHUNTINGDONBESSEMER2,1,182,4,22,529
65EASTHUNTINGDONRUFFSDALE,3,185,3,23,542
65EASTHUNTINGDONSTONERS,2,68,2,12,246
65EASTHUNTINGDONSTROHMS,2,124,2,5,303
65EASTHUNTINGDONWHITES,4,234,3,19,677
65FAIRFIELDFAIRFIELD,1,47,1,8,207
65FAIRFIELDNORTHFAIRFIELD,0,51,3,4,155
65FAIRFIELDSOUTHFAIRFIELD,1,112,4,16,400
65GREENSBURGWARD1-1,1,93,1,10,95
65GREENSBURGWARD1-2,8,461,11,23,460
65GREENSBURGWARD2-1,0,94,4,9,77
65GREENSBURGWARD2-2,2,186,7,17,197
65GREENSBURGWARD2-3,3,267,3,13,375
65GREENSBURGWARD2-4,5,535,5,49,792
65GREENSBURGWARD3,1,81,2,11,88
65GREENSBURGWARD4-1,0,133,4,11,130
65GREENSBURGWARD5-1,4,204,5,14,204
65GREENSBURGWARD5-2,1,118,3,19,111
65GREENSBURGWARD6,2,68,1,6,88
65GREENSBURGWARD7-1,3,319,5,24,384
65GREENSBURGWARD7-2,0,202,3,16,243
65GREENSBURGWARD8-1,4,165,4,15,214
