precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_HAWES,pri_dem_JUDD,pri_dem_LOCKE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_WILSON,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_GRAY,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP
FORT BEND4029,73,1,0,1,0,0,49,0,11,20,2,322,0,0,0,0,34,1,123,0,150
FORT BEND4030,246,1,0,0,0,0,92,0,9,17,0,348,0,1,0,1,47,0,159,0,233
FORT BEND4035,81,0,0,0,0,0,56,0,2,10,0,146,0,0,0,0,13,2,61,0,75
FORT BEND4039,75,0,0,0,0,0,43,0,1,4,0,55,0,0,0,0,9,1,30,0,31
FORT BEND4042,34,0,0,0,0,0,21,0,5,8,0,123,0,0,0,0,7,1,33,0,90
FORT BEND4044,164,1,0,0,0,0,56,0,7,9,0,181,2,1,0,0,39,0,120,0,123
FORT BEND4045,120,1,0,0,0,0,72,0,2,8,0,165,1,0,0,0,9,1,29,0,75
FORT BEND4046,166,1,0,0,0,1,99,0,7,17,0,214,0,0,0,1,38,3,121,0,152
FORT BEND4047,41,0,0,0,0,0,17,0,1,6,0,66,1,0,0,0,8,2,43,0,52
FORT BEND4049,407,0,1,0,0,1,100,0,5,11,1,175,0,1,0,0,16,2,93,0,96
FORT BEND4062,374,0,0,0,0,1,101,1,6,17,0,284,2,0,0,0,35,0,142,1,153
FORT BEND4064,73,0,0,0,0,0,28,0,4,12,0,128,1,0,0,1,11,2,51,0,40
FORT BEND4065,318,0,0,0,0,3,137,0,7,12,1,274,1,1,0,2,49,1,168,0,193
FORT BEND4071,23,0,0,0,0,0,13,0,0,2,0,27,0,0,0,0,3,0,15,0,25
FORT BEND4079,20,0,0,0,0,0,10,0,1,3,0,48,0,0,0,0,2,0,12,0,18
FORT BEND4080,49,0,0,0,0,0,22,0,2,4,0,75,0,0,0,0,22,0,45,0,65
FORT BEND4082,260,0,1,0,1,0,112,1,6,37,0,609,0,0,0,0,41,2,206,0,280
FORT BEND4084,92,0,0,0,0,0,38,0,2,8,0,122,0,0,0,0,38,0,91,0,74
FORT BEND4086,99,0,0,0,0,1,71,0,1,2,0,77,0,0,0,0,9,2,40,0,41
FORT BEND4102,151,0,0,0,0,0,57,0,3,3,0,127,0,0,0,0,37,0,77,0,105
FORT BEND4105,91,0,0,0,0,0,31,0,1,3,1,140,0,0,0,0,11,0,65,0,71
FORT BEND4107,114,0,0,1,0,0,48,0,7,7,0,292,0,0,0,0,43,2,129,1,165
FORT BEND4110,142,1,0,0,2,0,65,1,9,15,0,234,0,0,0,1,30,1,109,0,106
FORT BEND4111,70,0,0,0,0,0,50,0,4,6,0,112,1,0,1,0,20,0,48,0,66
FORT BEND4117,221,0,0,0,0,0,102,0,2,18,1,217,0,0,1,0,10,2,91,0,92
FORT BEND4119,133,0,0,0,0,0,65,1,10,19,0,400,0,0,0,0,89,0,268,1,212
FORT BEND4121,35,0,0,0,0,0,23,0,0,1,0,35,0,0,0,1,6,1,18,0,25
FORT BEND4124,207,0,0,0,0,0,119,0,8,33,0,227,2,0,1,0,42,0,93,0,134
FORT BEND4125,260,1,0,0,0,0,125,0,7,22,0,188,2,1,0,0,17,1,100,0,116
FORT BEND4126,391,2,0,0,1,0,193,1,5,17,0,321,0,0,1,0,16,3,119,0,139
FORT BEND4127,258,0,0,0,0,0,110,0,5,14,0,187,0,0,0,0,38,2,114,0,118
FORT BEND4129,245,0,0,0,0,1,116,0,13,26,1,427,1,0,0,0,81,3,286,1,240
FORT BEND4131,101,0,0,0,0,0,61,0,7,7,0,207,1,0,0,0,38,0,104,0,98
FORT BEND4135,440,0,0,0,0,4,220,0,6,27,1,453,1,1,0,0,62,1,303,0,278
FORT BEND4140,198,0,1,0,1,0,87,2,9,23,0,342,0,0,0,1,46,3,144,0,161
FORT BEND4147,123,1,0,0,0,0,60,0,4,11,1,113,0,0,0,1,14,0,48,0,72
FREESTONE1,35,0,1,0,0,1,16,0,32,106,1,637,3,3,0,3,24,1,159,1,441
FREESTONE12,6,0,0,0,0,0,0,1,0,4,0,17,0,0,0,0,0,0,3,0,17
GARZA1,6,0,0,0,0,1,4,0,2,18,1,144,1,0,0,2,6,0,20,0,45
GARZA2,6,1,0,1,0,0,8,0,6,20,0,168,0,0,0,3,6,0,24,0,69
GARZA3,10,0,0,0,0,0,2,1,5,19,2,145,0,3,0,1,5,0,22,0,52
GARZA4,8,0,0,0,0,1,5,0,2,6,0,58,0,0,0,1,2,0,14,0,27
GARZA5,2,0,0,0,0,0,1,0,1,1,0,31,0,0,0,1,0,0,5,0,16
GARZA6,3,0,0,0,0,0,2,0,1,1,0,28,0,0,0,0,2,0,4,0,15
GARZATOTAL,35,1,0,1,0,2,22,1,17,65,3,574,1,3,0,8,21,0,89,0,224
GRAYSON101,149,0,1,1,1,0,98,0,12,44,1,269,1,0,23,2,19,3,77,1,212
GRAYSON102,117,0,0,0,0,1,165,1,2,14,1,79,0,1,3,0,10,2,46,0,71
GRAYSON103,7,0,0,0,0,0,4,0,5,5,0,71,0,0,11,1,5,0,25,1,46
GRAYSON104,21,0,0,0,0,0,17,0,8,17,0,168,1,0,13,1,10,0,33,0,84
GRAYSON105,96,0,0,1,0,1,72,0,6,60,0,610,2,0,41,3,40,2,185,0,347
GRAYSON106,36,0,0,1,0,0,62,1,6,41,0,338,1,1,34,4,25,1,66,0,193
GRAYSON107,31,0,0,0,0,1,45,0,7,19,1,297,0,0,21,3,17,3,74,0,194
GRAYSON108,19,0,0,0,0,0,15,0,5,30,1,263,1,0,18,5,17,0,69,1,122
GRAYSON201,105,0,0,0,0,0,89,0,24,47,2,281,0,1,12,7,35,4,128,2,223
GRAYSON202,79,2,0,0,0,1,86,2,14,44,0,274,1,0,23,9,20,4,94,1,218
GRAYSON203,39,0,0,0,0,0,16,0,0,0,0,40,0,0,4,0,2,0,13,1,60
GRAYSON204,20,0,0,0,0,0,19,0,2,16,0,130,0,0,10,0,14,1,48,1,118
GRAYSON205,59,0,0,0,0,0,67,0,10,57,5,439,1,1,21,4,37,4,134,1,360
GRAYSON206,46,0,0,0,0,0,24,0,9,20,2,171,2,1,5,3,19,2,73,2,133
GRAYSON207,24,0,0,0,0,0,9,0,3,13,0,143,0,0,10,0,11,0,29,0,70
GRAYSON208,28,1,1,1,0,0,25,1,1,16,0,163,0,1,20,0,18,3,51,1,126
GRAYSON209,17,0,0,1,0,0,21,0,6,17,0,161,0,0,15,2,10,1,43,0,103
GRAYSON210,27,0,0,0,1,0,30,0,9,18,2,245,1,1,8,3,19,3,69,1,211
GRAYSON301,54,1,0,0,1,0,36,0,2,18,1,137,0,0,9,2,17,1,63,1,81
GRAYSON302,169,0,1,1,0,2,153,0,28,80,3,525,0,2,26,10,39,4,193,3,329
GRAYSON303,20,0,0,0,0,0,11,1,4,21,2,130,1,0,14,0,10,0,41,0,66
GRAYSON304,103,0,0,0,0,0,81,0,22,66,4,317,2,0,22,6,56,1,180,0,216
GRAYSON305,29,0,0,0,0,0,25,0,5,18,0,216,1,0,7,3,12,0,48,1,145
GRAYSON306,56,0,0,0,0,0,62,1,17,64,3,503,1,0,33,8,21,3,138,1,342
GRAYSON307,37,2,0,1,1,1,24,1,4,37,0,281,3,1,17,0,15,2,75,1,227
GRAYSON308,18,0,0,0,0,0,9,0,5,16,0,144,0,0,3,3,4,0,37,0,100
GRAYSON309,22,0,0,0,0,0,11,0,2,21,0,129,1,0,15,1,4,0,21,0,66
GRAYSON401,100,1,0,0,0,1,35,1,5,14,2,76,0,0,1,1,8,1,39,0,59
GRAYSON402,83,0,1,0,1,0,77,0,4,25,0,222,2,0,16,7,20,3,82,1,203
GRAYSON403,61,0,0,2,0,0,42,0,10,30,0,273,1,0,17,5,24,2,104,1,322
GRAYSON404,71,0,0,0,0,0,75,0,11,58,1,442,2,0,34,4,36,0,138,0,330
GRAYSON405,18,0,0,0,0,0,18,0,0,3,0,38,0,0,4,0,3,0,18,0,33
GRAYSON406,44,1,0,0,0,1,39,1,3,32,1,326,0,1,21,2,28,1,78,0,281
GRAYSON407,5,0,0,0,0,0,6,0,0,2,0,9,0,0,0,1,0,1,3,0,12
GRAYSON408,13,0,0,0,0,0,26,0,4,29,1,165,0,0,6,2,18,2,57,1,94
GRAYSON409,117,0,1,0,0,0,93,0,26,67,1,578,1,0,47,10,96,2,248,3,344
HALE101,9,2,0,0,0,0,6,0,3,7,1,51,0,0,0,0,6,0,9,0,31
HALE102,2,0,0,0,0,0,1,0,4,0,0,12,0,0,0,0,0,0,5,0,6
HALE103,10,1,0,0,0,0,5,0,2,5,0,34,0,0,0,0,1,0,13,0,14
HALE104,18,2,0,0,0,0,5,0,6,13,0,51,0,0,0,1,3,0,17,0,25
HALE105,2,0,0,0,0,0,3,0,1,4,0,31,0,0,0,1,2,0,11,0,14
HALE110,3,2,0,0,0,0,5,0,2,5,0,84,0,0,0,0,2,0,27,0,24
HALE111,9,0,0,1,0,0,7,0,4,6,0,100,0,0,0,0,0,0,24,0,31
HALE112,5,0,0,0,0,0,5,0,1,24,0,128,1,0,0,0,3,0,35,0,68
HALE202,5,1,0,0,0,0,3,0,2,1,0,15,0,0,0,0,0,0,9,0,10
HALE203,18,0,0,0,2,0,4,0,3,2,0,35,0,0,0,0,0,0,6,0,12
HALE204,20,2,0,0,0,0,9,0,1,8,0,60,0,0,0,0,2,0,19,0,13
HALE205,6,0,0,1,0,0,4,0,1,0,0,4,0,0,0,0,0,0,4,0,1
HALE206,2,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,2,0,0
HALE213,4,1,0,0,1,0,3,0,1,5,0,40,0,0,0,0,1,0,5,0,11
HALE214,18,2,0,0,0,0,15,0,3,13,0,84,0,0,0,0,5,0,42,0,46
HALE215,5,0,0,0,1,0,4,0,0,2,0,43,0,0,0,0,0,1,10,0,15
HALE304,19,0,0,0,1,0,10,0,4,19,0,158,1,0,1,0,10,0,38,0,58
HALE305,13,0,0,0,0,0,13,0,8,41,1,208,0,0,0,1,13,0,94,0,107
HALE306,7,0,0,0,0,0,0,0,1,2,0,14,0,0,0,0,1,0,3,0,4
HALE307,9,1,0,0,1,1,4,0,2,5,1,41,1,0,0,0,0,1,14,0,20
HALE308,0,0,0,0,0,0,1,0,1,0,0,12,0,0,0,0,0,0,4,0,3
HALE316,33,0,0,0,0,0,6,1,4,28,0,143,0,0,0,0,4,0,43,0,65
HALE317,4,0,0,0,0,0,0,0,2,6,0,13,0,0,0,0,2,0,4,0,6
HALE318,13,0,0,0,0,0,18,1,0,16,1,176,0,0,0,2,3,0,51,0,55
HALE406,18,1,0,0,0,0,9,0,1,9,0,65,0,0,0,0,5,0,14,0,23
HALE407,30,0,0,1,1,0,14,0,10,42,0,262,1,0,1,2,13,5,103,0,116
HALE408,11,0,0,1,0,0,5,0,0,9,0,139,0,1,0,2,10,2,48,0,56
HALE409,15,0,0,0,0,0,15,0,4,22,1,95,0,0,1,1,6,2,31,0,34
HALE419,0,0,0,0,0,0,0,0,0,6,0,44,0,0,1,0,1,1,6,0,18
HALE420,4,0,0,0,0,0,1,0,1,19,0,59,0,0,0,0,4,0,12,0,38
"HOWARD103,104,105",4,0,0,0,0,0,9,0,1,3,0,0,0,0,0,1,1,0,10,0,35
"HOWARD103,104,106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HOWARD103,104,107",0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0
"HOWARD11,12,12A,13,14,16",80,2,0,0,0,1,45,0,8,14,0,0,0,0,0,1,7,2,52,1,75
"HOWARD11,12,12A,13,14,17",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"HOWARD11,12,12A,13,14,18",0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0
HOWARD207,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0
"HOWARD207,207C",28,0,0,2,0,0,11,0,7,7,1,246,0,1,0,3,9,0,68,0,151
"HOWARD24,25,26",59,1,1,0,0,1,26,1,13,49,0,0,1,0,0,1,7,1,76,0,138
"HOWARD24,25,27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HOWARD24,25,28",0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0
HOWARD24.25.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HOWARD32,33,34,35",71,0,1,1,0,0,39,0,14,31,0,350,0,0,0,5,17,1,116,1,245
"HOWARD32,33,34,36",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"HOWARD404, 405",0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0
"HOWARD404,405",16,0,0,0,0,0,8,0,3,17,0,0,0,0,0,0,3,0,14,0,83
"HOWARD408,",0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,2,0,7
"HOWARD42,45,46",62,0,0,0,0,0,39,0,7,33,0,0,0,0,0,0,3,1,54,1,116
"HOWARD42,45,47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HOWARD42,45,48",0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0
HUNT101,10,0,0,0,0,1,11,0,5,17,0,161,0,0,0,2,7,1,37,0,111
HUNT102,26,0,0,0,0,1,17,0,5,27,1,192,0,0,0,1,11,0,28,0,101
HUNT103,10,0,0,0,0,0,7,0,0,9,0,157,0,0,0,0,5,0,29,0,75
HUNT104,18,0,0,0,0,0,12,0,0,15,1,195,0,0,0,0,4,0,27,0,69
HUNT105,27,1,0,1,0,0,18,0,1,7,0,96,0,0,0,0,6,0,28,0,37
HUNT106,63,0,0,0,0,1,31,0,8,16,0,228,0,0,0,2,8,0,63,0,84
HUNT107,73,0,0,0,0,0,50,0,20,47,0,420,2,1,0,0,37,0,123,1,214
HUNT108,47,0,0,1,0,0,35,0,2,19,1,173,0,0,0,1,12,4,43,0,114
HUNT109,19,0,0,0,0,0,10,0,6,6,0,166,0,0,0,0,8,1,34,0,98
HUNT210,17,0,0,0,0,0,11,0,0,4,0,94,0,0,0,0,2,0,13,0,53
HUNT211,23,0,0,0,0,0,18,0,0,9,0,117,0,0,0,0,2,0,25,0,47
HUNT212,34,1,0,0,0,0,23,0,1,18,1,169,1,0,0,0,5,0,26,0,66
HUNT213,14,0,0,0,0,0,6,0,2,11,0,132,0,0,0,1,3,0,33,0,95
HUNT214,47,1,0,0,0,1,41,0,4,33,0,422,0,0,0,0,17,3,90,0,269
HUNT215,55,0,0,0,0,0,62,0,5,51,0,688,0,0,0,3,15,3,136,0,398
HUNT216,43,0,0,0,0,0,23,0,2,20,0,319,0,0,0,2,13,4,64,0,151
HUNT217,40,0,0,0,0,0,32,1,1,17,0,276,0,0,0,0,7,1,33,0,156
HUNT318,7,0,0,0,0,0,6,1,3,14,0,131,0,0,0,0,4,0,11,0,93
HUNT319,22,0,0,0,0,0,19,0,4,22,0,229,0,0,0,0,10,0,47,0,182
HUNT320,44,0,0,0,0,0,26,0,5,15,2,215,0,0,0,1,12,1,45,0,216
HUNT321,38,0,0,0,0,0,18,0,1,9,0,149,0,0,0,0,10,0,20,1,127
HUNT322,25,0,0,0,0,0,10,0,1,9,0,112,0,0,0,0,3,1,14,0,100
HUNT323,46,0,0,1,0,0,31,0,10,28,0,459,0,0,0,2,25,0,111,0,275
HUNT324,44,0,0,0,0,0,30,0,13,30,0,369,2,0,0,4,21,3,129,0,186
HUNT325,62,0,0,0,0,1,36,0,19,51,2,518,1,0,0,3,42,1,165,1,257
HUNT426,17,0,0,0,0,0,11,0,0,6,0,65,0,0,0,0,4,0,5,0,32
HUNT427,110,1,2,0,0,0,97,1,6,23,0,199,0,0,1,1,25,0,76,0,116
HUNT428,86,0,0,0,0,1,56,0,4,24,0,196,0,0,0,0,15,2,52,0,102
HUNT429,16,0,0,0,0,0,10,0,1,5,0,73,0,0,0,2,3,1,27,0,46
HUNT430,14,0,0,0,0,0,9,0,3,6,0,69,0,0,0,2,1,0,19,0,53
HUNT431,39,0,0,0,0,0,12,0,0,2,0,63,0,0,0,1,1,0,8,0,48
HUNT432,10,0,0,0,1,0,7,0,4,11,0,97,0,0,0,4,5,0,22,0,75
HUNT433,156,0,0,0,1,0,45,0,0,7,1,60,1,0,0,0,2,0,20,0,36
HUNT434,27,0,0,0,0,0,19,0,4,17,1,242,0,0,0,0,7,1,47,0,122
KAUFMANLIMITED,2,0,0,0,0,0,1,0,0,2,0,13,0,0,0,0,1,0,5,0,13
KLEBERG0011,113,2,1,1,0,0,35,1,1,16,0,135,0,0,0,1,20,0,66,0,71
KLEBERG0012,103,4,0,0,1,1,48,1,2,8,0,99,0,0,0,0,6,0,44,0,57
KLEBERG0013/0014,234,3,2,0,1,1,75,0,2,7,0,93,0,2,0,0,10,0,51,0,58
KLEBERG0021,58,2,0,0,0,0,15,0,1,0,0,6,0,0,0,0,0,0,3,0,4
KLEBERG0022/0023,202,7,0,1,0,3,100,1,5,8,0,102,1,0,0,1,8,0,37,0,51
KLEBERG0024,95,3,0,0,0,2,66,0,5,7,0,47,0,0,0,0,6,2,30,0,59
KLEBERG0031,110,3,1,3,2,2,37,0,3,6,4,114,0,0,0,2,9,2,43,0,67
KLEBERG0032,90,2,0,1,1,0,30,0,3,1,0,75,0,0,0,1,4,0,12,0,50
KLEBERG0033/0034,135,5,0,4,2,1,48,0,2,3,0,117,0,0,0,1,7,0,51,0,69
KLEBERG0035,103,4,0,0,0,2,59,1,0,6,0,63,0,0,0,0,4,1,17,0,60
KLEBERG0041/0042,164,2,0,0,0,0,33,1,2,1,0,32,0,0,0,0,1,0,9,0,12
KLEBERG0043,161,7,0,1,0,1,40,0,5,10,0,75,0,0,0,1,5,0,30,0,37
KLEBERG0044,55,0,0,0,0,0,11,1,1,1,0,25,0,0,0,0,0,2,11,0,9
KLEBERG0045,117,2,2,1,0,0,33,0,1,1,0,14,0,0,0,0,0,0,7,0,6
LAMAR001C,5,0,0,0,0,0,1,0,3,3,0,68,0,0,0,1,5,0,17,0,37
LAMAR001E,18,0,0,0,0,0,8,0,1,19,0,95,2,0,1,1,1,3,32,0,104
LAMAR001F,18,1,0,0,0,0,16,1,5,22,0,199,0,1,0,4,9,5,55,0,205
LAMAR001H,8,0,0,0,0,0,6,0,2,15,0,89,0,1,0,0,1,0,25,1,94
LAMAR001I,5,0,0,0,0,0,5,0,3,11,0,73,0,0,0,0,5,0,15,0,60
LAMAR002D,34,0,0,0,0,0,9,0,2,23,0,82,0,0,0,4,5,1,17,0,61
LAMAR002E,12,0,0,0,1,0,6,1,1,15,1,100,1,1,0,0,2,0,23,0,65
LAMAR002F,1,0,0,0,0,0,3,0,2,7,0,24,0,0,0,1,2,0,6,0,28
LAMAR002G,19,0,0,0,0,0,4,0,3,8,0,91,0,0,0,0,6,0,12,1,81
LAMAR003D,13,0,0,0,0,2,10,0,3,7,0,149,1,0,0,2,12,2,37,0,101
LAMAR003E,11,0,0,0,0,0,4,0,6,39,0,249,0,0,0,0,10,5,56,0,191
LAMAR003F,6,0,0,0,0,0,4,0,0,6,0,93,1,0,0,1,5,1,34,0,66
LAMAR003G,8,0,0,0,0,0,12,0,1,17,0,105,0,0,0,0,6,0,27,0,81
LAMAR003I,12,0,0,0,0,0,15,0,8,31,0,263,0,0,0,2,12,0,67,0,149
LAMAR004B,49,0,0,0,0,1,19,0,14,22,1,260,0,0,0,6,15,1,52,0,198
LAMAR004D,15,0,0,0,0,0,10,0,1,19,0,269,0,0,0,0,6,1,50,0,173
LAMAR004E,20,0,0,0,0,0,13,0,1,27,0,157,0,0,0,1,8,0,53,0,123
LAMAR004F,31,0,0,0,0,0,17,0,6,41,2,269,1,0,0,2,13,1,104,0,202
LAMAR004G,27,0,0,0,0,0,22,0,18,44,2,262,1,0,0,2,27,4,131,0,237
LASALLE1,164,11,3,3,0,6,61,7,1,2,0,42,0,0,0,0,1,0,13,0,32
LASALLE2,45,0,1,0,0,1,11,0,0,2,0,9,0,0,0,0,0,0,11,0,13
LASALLE3,226,28,6,2,3,4,48,2,0,0,0,13,0,0,0,0,0,0,10,0,21
LASALLE3A,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
LASALLE4,2,0,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0,0,0,0,8
LASALLE5,70,2,0,0,0,1,17,0,0,3,0,26,0,0,0,0,0,0,7,0,17
LASALLE6,50,2,0,0,0,0,18,1,0,0,0,18,0,0,0,0,0,0,6,0,21
LEE101,67,2,0,1,2,1,30,0,5,17,0,191,0,0,0,1,11,0,56,0,173
LEE102,32,0,1,0,0,0,4,0,0,4,0,32,0,0,0,0,2,0,2,0,16
LEE103,5,0,0,0,0,0,2,0,1,1,0,39,0,0,1,0,3,0,9,0,34
LEE201,9,0,0,0,0,0,8,0,2,15,0,130,0,0,0,0,5,0,24,1,100
LEE202,41,0,0,0,0,0,15,0,8,23,1,225,0,0,0,3,22,2,85,0,212
LEE203,7,0,0,0,0,0,7,0,1,3,0,69,1,0,0,1,2,0,19,0,41
LEE301,4,0,0,0,0,0,5,0,0,8,0,22,0,0,0,0,2,0,3,1,33
LEE302,49,0,0,0,1,0,19,0,4,19,0,208,0,0,0,1,11,2,39,0,126
