precinct,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_WRITE-INS,gen_lib_JOHNSON,gen_rep_TRUMP,gen_rep_VOTES,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_PLEDGE,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,pri_rep_UNCOMMITTED,pri_rep_VOTES,gen_total,rep_pri_total,dem_pri_total
SUMTER_ABSENTEE,320,0,2,1,90,1,190,1,1,8,1,0,0,0,0,0,0,1,0,0,1,0,2,8,14,414,27,200
SUMTER_BELLAMY COMMUNITY CTR_,266,0,0,3,26,1,168,3,1,10,0,0,0,2,0,0,0,0,0,0,1,0,0,3,5,296,11,182
SUMTER_BOYD TRAILER,123,1,1,1,40,5,97,2,0,17,1,1,0,3,0,0,0,1,0,0,0,0,5,2,10,171,23,116
SUMTER_COATOPA BEL FIRE DEPT_,142,0,0,2,100,3,111,0,4,17,0,0,0,0,0,0,0,0,0,0,1,0,11,24,28,247,64,132
SUMTER_CUBA COMMUNITY CENTER,460,1,1,4,228,3,251,2,10,39,0,4,0,7,0,0,0,1,0,0,6,0,33,20,58,697,129,302
SUMTER_EMELLE SUMT_ TOWN HALL,189,0,0,2,80,0,137,1,1,21,0,1,0,1,0,0,0,0,0,0,2,0,7,8,26,271,45,160
SUMTER_EPES COMMUNITY CENTER,256,2,0,2,38,0,172,1,0,13,0,3,0,3,0,0,0,0,0,0,1,0,2,7,11,298,27,186
SUMTER_GAINESVILLE COMMUNITY CTR,319,1,2,2,27,3,212,1,3,15,0,0,0,2,0,0,0,0,0,0,1,0,2,10,23,354,38,231
SUMTER_GEIGER TOWN HALL,147,1,0,1,30,2,111,1,0,4,0,2,0,0,0,0,0,0,0,0,3,0,14,3,2,181,24,116
SUMTER_LIVINGSTON CIVIC CENTER,1119,6,5,30,587,7,667,7,21,179,1,5,0,14,0,0,0,0,0,0,13,0,37,111,133,1754,314,874
SUMTER_PANOLA TRAILER,224,0,0,2,27,0,150,0,0,10,0,0,0,1,0,0,0,0,0,0,3,0,2,3,3,253,12,160
SUMTER_PROVISIONAL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
SUMTER_WARD COMMUNITY CENTER,156,0,0,1,66,1,84,0,0,15,1,0,0,7,0,0,0,0,0,0,1,0,16,5,10,224,40,99
SUMTER_WHITFIELD TRAILER,70,0,0,0,6,0,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,76,6,58
SUMTER_YORK SUMTER RESCUE,948,2,2,6,236,0,580,2,3,67,0,5,0,5,0,0,1,1,0,0,6,0,34,20,48,1194,120,652
TALLADEGA_ABSENTEE,312,3,5,14,700,15,20,0,0,5,2,13,0,17,0,0,0,5,0,0,29,0,46,3,0,1049,115,25
TALLADEGA_ANTIOCH BAPTIST CHURCH,620,13,17,53,1854,14,238,0,0,64,7,134,2,260,0,0,4,42,0,0,182,3,472,11,3,2571,1120,302
TALLADEGA_BERNEYS STATION VFD,219,0,1,3,112,3,106,0,0,11,3,5,0,23,0,0,0,1,0,0,7,0,39,2,0,338,80,117
TALLADEGA_BETHEL BAPTIST CHURCH,462,2,2,5,146,5,240,0,2,15,0,4,0,15,0,0,1,6,0,0,11,0,50,2,0,622,89,257
TALLADEGA_BON AIR CITY HALL,245,1,1,6,167,5,123,0,0,15,1,10,0,23,0,0,0,1,0,0,2,0,60,1,0,425,98,138
TALLADEGA_BRECON REC_ CENTER,691,8,2,17,635,18,324,0,0,29,1,19,2,77,0,1,4,9,0,0,45,0,181,5,2,1371,346,353
TALLADEGA_B_ N_ MABRA CENTER,1928,5,6,11,292,11,901,2,2,63,2,8,0,36,0,0,1,2,0,0,19,1,90,5,9,2253,173,968
TALLADEGA_COUNTY LINE VFD,29,2,4,12,377,0,9,0,0,13,2,15,0,43,0,0,1,7,0,0,18,1,142,0,0,424,229,22
TALLADEGA_EASTABOGA COMM_ CENTER,203,0,2,8,476,2,98,0,0,21,0,30,0,53,0,0,1,7,0,0,24,2,163,8,3,691,291,119
TALLADEGA_FAYETTEVILLE VFD,137,1,2,10,580,1,64,0,0,7,3,26,0,57,0,0,2,12,0,0,49,0,185,2,2,731,338,71
TALLADEGA_IRONATON VFD,127,4,7,6,540,5,64,0,0,18,6,48,0,46,0,0,1,5,0,0,43,0,167,3,4,689,323,82
TALLADEGA_KINGSTON BAPTIST CHURCH,235,0,4,0,94,0,116,0,0,13,0,5,0,13,0,0,0,3,0,0,6,0,37,1,0,333,65,129
TALLADEGA_LAY LAKE VOL_ FIRE DEPT,32,2,2,10,521,3,3,0,1,11,0,32,0,65,0,0,1,8,1,0,38,0,165,1,0,570,311,15
TALLADEGA_LINCOLN OLD HIGH SCH GYM,794,6,9,41,1782,23,395,2,0,69,9,92,2,213,0,1,2,34,2,0,143,2,607,15,4,2655,1126,466
TALLADEGA_OAK GROVE CITY HALL,362,3,4,9,867,3,167,2,1,32,2,42,0,97,0,0,0,12,3,0,61,0,260,5,4,1248,486,202
TALLADEGA_PROVISIONAL,2,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
TALLADEGA_RENFROE VFD,256,3,2,11,667,2,118,0,0,19,1,30,1,115,0,0,1,27,0,0,76,0,215,3,2,941,471,137
TALLADEGA_STEMLEY VFD,383,2,7,16,892,2,170,0,1,23,2,48,0,98,0,1,1,18,1,0,72,0,325,6,1,1302,573,194
TALLADEGA_TALLADEGA CO_ CENTRAL HS,229,0,0,1,107,0,116,0,0,6,0,7,0,14,0,0,0,0,0,0,4,0,31,3,0,337,59,122
TALLADEGA_WALDO CITY HALL,62,0,0,7,306,0,22,0,0,9,0,21,0,36,1,0,0,11,0,0,14,0,98,4,0,375,185,31
TALLADEGA_WINTERBORO VFD,552,1,7,18,693,4,301,0,1,25,0,38,0,91,0,0,0,14,1,0,57,0,212,3,9,1275,425,327
TALLAPOOSA_A/C HOUS AUTH Y&A SERVICE,417,1,1,3,345,0,228,0,1,19,2,25,1,38,0,0,0,7,0,0,31,1,114,2,1,767,222,248
TALLAPOOSA_ALEX CITY FIRE LAKE HILL,128,6,1,9,776,8,40,0,0,20,3,66,1,69,0,0,2,18,1,0,81,0,266,2,0,928,509,60
TALLAPOOSA_ALEX CITY NATIONAL GUARD,364,8,12,24,1345,20,156,1,0,22,5,93,2,134,1,1,3,42,1,0,146,1,445,10,6,1773,890,179
TALLAPOOSA_COOPER COMMUNITY CENTER,1067,2,4,18,429,12,567,1,1,35,3,42,2,38,0,0,1,11,1,0,51,0,122,1,8,1532,280,604
TALLAPOOSA_DADEVILLE REC_ CENTER,650,2,4,15,789,13,336,1,2,25,2,36,0,65,0,0,1,21,1,0,72,1,257,4,3,1473,463,364
TALLAPOOSA_DAVISTON COMMUNITY CENTER,48,2,1,4,197,2,21,0,1,2,1,30,1,27,0,0,0,9,1,0,19,0,47,0,0,254,135,24
TALLAPOOSA_DUNCAN MEMORIAL COMM_CTR_,177,4,3,5,471,3,82,0,1,7,0,43,0,45,0,0,0,13,0,0,60,0,132,6,1,663,300,90
TALLAPOOSA_EAGLE CREEK VOTING HOUSE,34,0,0,0,221,4,10,1,1,5,1,17,0,22,0,0,0,5,0,0,15,0,85,1,0,259,146,17
TALLAPOOSA_HACKNEYVILLE COMMUNITY CT,35,0,3,7,654,2,13,0,0,6,5,48,0,66,0,0,3,7,0,0,57,0,233,5,1,701,425,19
TALLAPOOSA_HILLABEE BAPTIST CHURCH,42,1,5,8,574,2,14,1,0,9,2,51,1,49,1,0,4,12,0,0,65,1,215,3,0,632,404,24
TALLAPOOSA_JACKSONS GAP V_F_D_,199,2,4,23,929,10,80,2,2,14,1,77,1,79,0,0,2,14,1,0,79,2,341,3,3,1167,603,98
TALLAPOOSA_MANOY VOTING HOUSE,86,1,10,9,724,5,36,0,0,6,2,46,2,95,0,0,2,34,0,0,79,0,286,4,3,835,553,42
TALLAPOOSA_MONCRIEF,30,1,1,1,205,4,13,1,0,1,0,10,1,20,0,0,0,0,0,0,19,0,74,1,1,242,126,15
TALLAPOOSA_MT_ LOVELY BAPTIST CHURCH,704,5,1,7,76,2,396,0,0,23,2,2,0,8,0,0,0,5,1,0,4,0,18,2,5,795,47,419
TALLAPOOSA_NEW PACES PT_ V_F_D_,164,5,10,20,891,5,69,1,0,23,2,57,1,106,1,0,2,48,1,0,145,2,317,6,0,1095,688,93
TALLAPOOSA_NEW SITE TOWN HALL,73,0,0,5,542,6,38,0,0,7,0,56,1,54,0,0,1,8,1,0,36,0,228,4,3,626,392,45
TALLAPOOSA_OURTOWN V_F_D_,88,2,8,6,619,8,47,0,0,6,1,47,1,53,0,0,0,38,1,0,70,0,232,2,4,731,449,53
TALLAPOOSA_SARDIS COMMUNITY BUILDING,89,0,2,5,187,1,53,0,0,3,2,17,0,25,0,0,1,7,0,0,15,0,57,1,2,284,127,56
TALLAPOOSA_TALLASSEE CITY HALL,98,1,1,11,554,5,32,0,0,15,0,42,0,72,0,1,0,5,0,0,35,0,184,3,2,670,344,47
TALLAPOOSA_UNION COMMUNITY BUILDING,62,1,0,6,580,2,19,1,0,5,2,46,0,58,0,0,0,30,0,0,64,0,229,2,1,651,432,25
TALLAPOOSA_WALL STREET COMM_ CENTER,370,1,1,3,284,2,178,0,1,14,1,24,4,39,0,0,1,1,1,0,27,0,78,1,1,661,178,193
TUSCALOOSA_ABSENTEE,1108,11,47,62,1603,22,103,0,0,31,11,28,2,63,1,0,0,36,1,0,95,1,109,9,2,2853,358,134
TUSCALOOSA_BELK ACTIVITY CENTER,2593,16,37,96,1621,21,1032,0,2,232,1,113,0,305,4,0,2,69,1,0,248,0,444,24,3,4384,1214,1266
TUSCALOOSA_BIG SANDY BAPTIST,1061,14,18,41,1531,12,448,1,0,88,6,126,1,239,0,0,2,35,1,0,140,1,394,16,2,2677,963,537
TUSCALOOSA_BOBBY MILLER ACTIVITY,2175,27,42,87,3069,13,850,0,2,243,2,233,2,613,1,0,3,70,1,0,493,1,772,35,13,5413,2239,1095
TUSCALOOSA_BUHL VFD STATION,28,0,2,2,351,3,9,0,1,5,0,21,0,70,0,0,1,0,4,0,26,0,90,2,1,386,215,15
TUSCALOOSA_COALING TOWN HALL,227,3,9,20,1267,11,100,0,0,34,4,84,0,197,0,0,8,16,4,0,91,0,359,10,3,1537,776,134
TUSCALOOSA_COMM CH COTTONDALE,403,8,23,32,967,8,143,0,0,51,1,82,2,186,0,1,1,27,1,0,120,1,281,11,3,1441,717,194
TUSCALOOSA_COUNTY ROAD CAMP #3,94,3,2,9,413,3,38,0,0,8,1,30,0,68,0,0,1,6,1,0,26,0,102,6,3,524,244,46
TUSCALOOSA_DUNCANVILLE MIDDLE SCHOOL,365,11,16,34,1397,6,153,0,2,48,3,96,0,234,0,0,3,18,3,0,93,0,387,13,5,1829,855,203
TUSCALOOSA_ECHOLA VFD,25,0,1,2,237,1,8,0,0,4,0,20,0,42,0,0,2,3,0,0,19,0,62,0,0,266,148,12
TUSCALOOSA_ELROD VFD STATION,22,1,1,0,227,3,15,0,0,4,1,7,0,32,0,0,1,0,1,0,13,1,64,2,0,254,122,19
TUSCALOOSA_HAGLER COMMUNITY CENTER,16,0,2,1,218,0,5,0,0,3,1,15,0,40,0,0,0,0,0,0,22,0,87,1,1,237,167,8
TUSCALOOSA_HOLT ELEMENTARY,1025,8,13,41,398,5,458,1,2,86,1,26,0,56,0,0,1,5,0,0,36,0,108,2,3,1490,238,547
TUSCALOOSA_MARY PHELPS CENTER,861,12,82,114,2302,37,215,1,1,102,7,182,2,399,1,0,1,178,3,0,648,2,504,21,7,3408,1955,319
TUSCALOOSA_MAYFIELD FIRE,8,0,1,1,88,1,7,0,0,1,0,7,0,15,0,0,1,1,0,0,13,0,29,1,0,99,67,8
TUSCALOOSA_MCABEE CENTER,1015,17,31,47,831,5,361,4,1,146,2,59,1,141,0,2,4,31,3,0,158,1,251,13,4,1946,670,512
TUSCALOOSA_MCDONALD HUGHES CC,1926,3,5,10,41,3,1069,3,1,53,0,0,0,9,0,0,2,1,0,0,1,0,3,6,11,1988,33,1126
TUSCALOOSA_NORTHPORT CITY HALL,922,11,38,77,2215,17,388,1,0,123,7,229,0,421,1,0,5,67,2,0,319,1,500,24,2,3280,1578,512
TUSCALOOSA_NORTHSIDE LIONS CLUB,59,2,8,14,663,2,29,0,0,20,0,29,1,118,0,0,2,8,0,0,38,0,144,3,2,748,345,49
TUSCALOOSA_PROVISIONAL,11,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
TUSCALOOSA_SHERIFF'S FIRING RANGE,12,0,2,1,222,0,5,0,0,3,0,10,0,26,0,0,3,2,0,0,11,0,50,1,0,237,103,8
TUSCALOOSA_STATION 2 CARROLLS CREEK,144,1,6,11,814,7,49,0,1,25,1,53,1,135,1,0,0,21,3,0,83,1,225,5,3,983,532,75
TUSCALOOSA_U OF A STUDENT REC/CTR_,871,25,52,131,1088,2,113,0,1,215,0,27,0,75,0,0,0,39,3,0,231,0,104,4,3,2169,486,329
TUSCALOOSA_UNIVERSITY MALL,821,17,37,65,851,13,217,1,0,152,5,76,0,136,1,0,2,35,1,0,164,0,184,9,2,1804,615,370
TUSCALOOSA_VANCE TOWN HALL,166,5,10,24,981,0,41,0,0,24,0,71,0,142,0,0,2,13,0,0,55,0,238,13,1,1186,535,65
TUSCALOOSA_WHITSON CHURCH OF CHRIST,1,1,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,19,0,0,39,22,0
WALKER_CORONA BAPTIST CHURCH,19,0,0,1,113,3,8,0,0,2,2,4,0,8,0,0,0,1,0,0,2,0,56,2,1,136,76,10
WALKER_DORA CIVIC CENTER,245,4,7,17,915,6,95,0,0,17,2,69,0,111,1,0,4,9,3,0,48,1,276,8,10,1194,542,112
WALKER_ELDRIDGE CITY HALL,13,0,1,1,193,3,0,0,0,4,0,13,0,30,0,0,1,3,0,0,14,0,71,5,3,211,140,4
WALKER_FARMSTEAD BAPTIST,201,3,17,34,1902,9,78,0,0,54,1,137,2,255,0,1,3,33,1,0,176,1,631,14,3,2166,1258,132
WALKER_JASPER MALL,310,10,15,37,1866,14,97,1,1,44,9,159,3,276,0,0,4,65,1,0,240,0,610,20,5,2252,1392,143
WALKER_KANSAS CITY HALL,23,0,0,5,150,1,11,1,0,4,0,8,0,12,0,0,1,4,1,0,6,0,60,1,1,179,94,16
WALKER_LIBERTY HILL CHURCH,7,0,0,2,71,0,2,0,0,1,0,2,0,9,0,0,0,3,0,0,1,0,28,0,0,80,43,3
WALKER_MEMORIAL PARK NATATORIUM,165,3,9,17,803,11,64,0,0,21,5,62,1,115,0,0,0,25,0,0,90,1,255,14,2,1008,570,85
WALKER_NAUVOO CITY HALL,83,3,2,6,440,7,24,0,0,21,1,14,0,34,1,0,0,4,0,0,29,0,172,5,2,541,262,45
WALKER_NEW HOPE MISSIONARY,61,7,3,8,574,4,27,0,0,17,1,24,0,82,0,0,2,7,0,0,29,0,175,6,3,657,329,44
WALKER_OLD HERMAN CHURCH,39,1,2,7,374,1,21,0,1,7,0,32,0,60,0,0,2,7,1,0,15,0,141,1,1,424,260,29
WALKER_PLEASANTFIELD COMMUNITY,11,3,0,5,114,0,2,0,0,4,0,2,1,9,0,0,0,2,0,0,7,0,63,5,0,133,89,6
WALKER_THACH SCHOOL,41,4,3,9,491,3,14,1,1,9,0,24,0,69,0,0,1,6,0,0,20,0,180,3,3,551,306,25
WALKER_TOWNLEY ODD FELLOWS,34,3,1,3,172,2,9,0,0,10,0,10,1,20,0,0,0,1,0,0,13,0,79,5,2,215,131,19
WALKER_TOWNLEY VOL_ FIRE DEPT_#2,21,0,2,7,191,0,6,0,0,8,0,10,0,32,0,1,0,3,0,0,14,0,78,4,0,221,142,14
WALKER_TWILLEY TOWN CHURCH,136,3,1,6,345,2,60,0,1,9,0,31,0,54,0,1,0,6,0,0,12,0,130,4,1,493,239,70
WALKER_UNION HALL GOODSPRINGS,50,1,0,7,391,4,23,0,0,8,0,12,0,52,0,0,0,3,1,0,15,0,142,8,3,453,236,31
WALKER_WESTSIDE BAPTIST,414,5,1,11,361,4,169,0,3,26,1,18,0,53,1,0,1,4,0,0,13,0,123,11,2,796,227,198
WASHINGTON_ABSENTEE,68,1,1,4,264,3,21,2,1,10,1,1,0,7,0,0,0,0,0,0,6,0,18,14,6,341,53,34
WASHINGTON_CHARITY CHAPEL FIRE HOUSE,7,0,0,6,219,2,15,0,0,5,0,3,0,17,0,0,0,0,0,0,16,0,61,8,9,234,114,20
WASHINGTON_CHATOM COURTHOUSE,170,3,0,11,588,3,92,3,7,78,1,15,1,47,0,0,1,5,0,0,42,0,103,66,48,775,329,180
WASHINGTON_COPELAND ASSEMBLY OF GOD,3,0,0,2,297,2,1,3,1,21,0,4,0,37,0,0,1,0,0,0,12,0,42,22,37,304,155,26
WASHINGTON_FAIRFORD FIRE HOUSE,113,0,0,6,259,2,79,0,1,21,0,8,0,29,0,0,0,4,0,0,10,0,65,9,12,380,137,101
WASHINGTON_FRANKVILLE FIRE HOUSE,110,0,3,0,232,8,86,2,3,13,1,4,0,23,0,0,0,1,0,0,16,1,72,12,10,353,140,104
WASHINGTON_FRUITDALE FIRE HOUSE,49,0,1,6,362,1,43,2,3,46,0,11,0,25,0,0,0,0,0,0,14,0,51,56,60,419,217,94
WASHINGTON_HOBSON FIRE HOUSE,17,0,1,1,197,3,6,0,1,27,0,4,0,16,0,0,0,1,0,0,15,0,51,17,19,219,123,34
WASHINGTON_LATON HILL FIRE HOUSE,13,1,0,2,266,4,9,0,3,18,0,11,0,25,0,0,1,2,1,0,13,0,54,26,27,286,160,30
WASHINGTON_LEROY FIRE HOUSE,170,0,1,2,425,7,94,3,3,42,1,12,0,35,0,0,0,3,0,0,39,0,101,42,21,605,254,142
WASHINGTON_MCINTOSH COMMUNITY,437,0,0,2,60,6,384,0,0,28,0,2,0,4,0,0,0,0,0,0,7,0,43,2,5,505,63,412
WASHINGTON_MILLRY FIRE HOUSE,248,1,1,1,477,5,122,1,0,45,1,7,0,39,0,0,1,1,0,0,45,0,129,32,32,733,287,168
WASHINGTON_PROVISIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WASHINGTON_RED CREEK FIRE HOUSE,16,0,0,0,321,5,12,1,1,20,0,7,1,36,0,0,0,1,0,0,18,0,62,22,50,342,197,34
WASHINGTON_ST_ STEPHENS FIRE HOUSE,108,0,1,1,268,0,70,1,1,21,0,22,0,34,0,0,0,2,0,0,21,0,65,23,10,378,177,93
WASHINGTON_TIBBIE FIRE HOUSE,30,1,4,3,364,0,26,1,1,41,0,10,0,33,0,0,0,1,0,0,23,0,74,34,32,402,207,69
WASHINGTON_WAGARVILLE FIRE HOUSE,164,0,1,4,346,2,116,1,1,24,0,9,0,29,0,0,0,4,0,0,23,0,88,17,27,517,197,142
WASHINGTON_YARBO FIRE HOUSE,69,2,1,3,276,2,48,2,3,32,0,8,0,24,0,0,0,1,0,0,15,2,49,28,36,353,163,85
WILCOX_ABSENTEE,393,1,0,2,82,2,440,3,1,17,0,0,0,0,0,0,0,0,0,0,4,0,1,8,64,480,77,461
WILCOX_ARLINGTON COMMUNITY CENTER,116,0,0,1,71,1,74,0,1,10,0,0,0,10,0,0,1,3,0,0,0,0,9,6,6,189,35,85
WILCOX_CLIFTON VOC_ BUILDING DIST 4,123,0,0,0,3,1,104,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127,1,107
WILCOX_CLIFTON VOC_ BUILDING DIST 5,102,0,1,0,0,0,79,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,86
WILCOX_COY PUBLIC SCHOOL HOUSE,189,1,0,0,46,1,126,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,11,4,2,237,19,138
WILCOX_FAITH FELLOWSHIP,332,0,0,1,3,4,242,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,340,10,246
WILCOX_FURMAN TATES CHAPEL DIST 1,50,0,0,0,21,0,38,2,0,9,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,71,7,49
WILCOX_FURMAN TATES CHAPEL DIST 2,27,0,0,0,3,0,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1,21
WILCOX_GEE'S BEND FERRY TERMINAL,192,0,0,0,17,2,153,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,5,1,1,211,9,166
WILCOX_GROCERY STORE,151,0,0,1,46,1,107,0,1,14,0,1,0,0,0,0,0,0,0,0,0,0,10,6,5,199,22,122
WILCOX_HWY 10/28 DIST 1,54,0,0,0,51,0,30,3,0,10,0,3,0,2,0,0,0,0,0,0,0,0,5,5,1,105,16,43
WILCOX_HWY 10/28 DIST 2,207,0,0,0,28,2,141,2,0,6,0,1,0,0,0,0,0,0,0,0,3,0,1,0,8,237,13,149
WILCOX_LOWER PEACHTREE DIST 5,119,0,0,0,0,1,85,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,120,2,92
WILCOX_LOWER PEACHTREE DIST 6,115,0,0,0,1,0,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,72
WILCOX_MILLER FERRY RIVERVIEW CHURCH,20,1,0,0,130,2,8,1,0,19,2,2,0,8,0,0,0,1,0,0,6,0,38,7,14,153,78,28
WILCOX_NATIONAL GUARD BRIDGEPORT,46,0,1,0,107,1,36,2,3,29,0,3,0,9,0,0,0,0,0,0,4,0,16,4,14,155,50,70
WILCOX_PINE APPLE/AWIN DIST 1,29,0,0,0,22,0,18,1,0,7,0,5,0,1,0,0,0,0,0,0,0,0,4,0,1,51,11,26
WILCOX_PINE APPLE/AWIN DIST 2,36,0,0,0,60,3,29,0,0,16,1,1,0,9,0,0,0,0,0,0,2,0,19,4,9,99,45,45
WILCOX_PINE HILL CITY HALL,229,2,3,4,308,3,135,1,1,33,0,11,0,30,0,0,1,5,1,0,19,0,73,12,19,549,171,170
WILCOX_PINE HILL MIDDLE SCHOOL,141,1,0,0,16,1,127,1,0,7,0,0,0,2,0,0,0,0,0,0,1,0,6,0,4,159,13,135
WILCOX_PORTABLE BUILDING,158,0,0,0,0,0,100,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,158,1,104
WILCOX_PRAIRIE BLUFF CATHERINE,184,0,0,1,53,2,139,0,0,19,0,2,0,0,0,0,0,0,0,0,2,0,9,1,7,240,21,158
WILCOX_PROVISIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WILCOX_SE CAMDEN COURTHOUSE DIST 2,202,1,1,3,91,2,154,4,0,26,0,2,0,3,0,0,0,0,0,0,2,0,7,15,16,300,45,184
WILCOX_SE CAMDEN COURTHOUSE DIST 3,21,0,0,0,24,1,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,46,10,14
WILCOX_SEDAN PORT_ BLDG HWY 41,28,0,0,1,44,1,16,0,0,14,0,0,0,1,0,0,0,0,0,0,1,0,2,4,5,74,13,30
WILCOX_ST PAUL AME CHURCH DIST 1,45,0,0,0,6,0,36,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,51,4,38
WILCOX_ST PAUL AME CHURCH DIST 2,38,0,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,2,30
WILCOX_SUNNY SOUTH VOTING BOOTH,133,0,1,1,63,0,85,1,4,9,0,5,0,9,0,0,0,0,0,0,8,0,6,6,6,198,40,99
WILCOX_WHISKEY RUN DIST 3,458,0,1,0,21,8,353,3,2,12,0,2,0,3,0,0,0,0,0,0,0,0,5,1,12,488,23,370
WILCOX_WHISKEY RUN DIST 5,6,0,0,0,13,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,19,6,9
WILCOX_YE OLDE SHOPPE DIST 1,16,0,1,0,6,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,2,16
WILCOX_YE OLDE SHOPPE DIST 2,60,0,1,0,8,2,44,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,71,3,49
WILCOX_YELLOW BLUFF CITY HALL,98,0,0,0,5,0,151,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,103,7,152
WINSTON_21ST STREET GYM,127,6,9,23,1441,5,34,0,0,11,0,94,2,160,1,0,3,33,5,0,138,1,567,14,7,1611,1025,45
WINSTON_ABSENTEE,42,0,1,8,316,4,5,0,0,3,1,3,0,10,0,0,0,5,0,0,9,0,30,0,3,371,61,8
WINSTON_HOME ZONE NEEDMORE,31,1,1,3,373,0,14,0,0,7,2,18,1,28,0,0,2,10,1,0,19,0,129,4,1,409,215,21
WINSTON_LYNN CITY HALL,46,1,6,9,632,6,12,0,1,13,4,28,0,75,1,0,2,9,0,0,53,0,235,2,4,700,413,26
WINSTON_NATURAL BRIDGE CITY HALL,8,0,0,2,105,0,2,0,0,1,1,6,1,10,0,0,0,1,0,0,11,0,42,1,1,115,74,3
WINSTON_OLD UNION CHURCH,2,1,0,4,77,1,1,0,0,0,1,1,0,5,0,0,0,3,0,0,11,0,26,0,1,85,48,1
WINSTON_PEBBLE FIRE HOUSE,20,0,2,5,196,1,12,0,0,1,1,16,0,15,0,0,1,2,0,0,26,0,76,4,1,224,142,13
WINSTON_PROVISIONAL,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
