precinct,gen_con_BRADLEY,gen_dem_KAINE,gen_grn_BARAKA,gen_ind_BAYES,gen_ind_JOHNSON,gen_ind_MONAHAN,gen_lib_WELD,gen_rep_PENCE,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_VALENTINE,pri_dem_WOLFE,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_JINDAL,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
HOT SPRING_MIDWAY,1,96,5,4,6,2,10,308,64,3,2,25,2,3,1,10,0,70,0,0,2,0,4,1,29,0,45,432,162,99
HOT SPRING_MIDWAY CITY,0,15,0,1,0,1,0,128,10,2,5,16,6,7,0,1,0,20,1,0,1,0,0,0,5,0,15,145,43,46
HOT SPRING_MONTGOMERY,0,73,1,1,2,0,15,278,69,0,3,31,0,1,0,6,0,46,1,0,3,0,4,0,46,0,68,370,174,104
HOT SPRING_OUACHITA,0,21,0,1,3,0,2,110,9,0,1,9,0,1,0,13,0,23,0,0,0,0,0,0,7,0,22,137,65,20
HOT SPRING_PERLA CITY,0,58,0,0,0,0,0,10,29,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,68,5,32
HOT SPRING_PRAIRIE,1,38,2,1,3,2,4,168,18,3,1,20,1,1,0,4,0,24,0,0,0,0,1,1,10,0,22,219,62,44
HOT SPRING_ROCKPORT,1,81,7,2,3,2,5,196,36,0,2,18,1,1,1,3,0,26,0,0,3,0,4,0,28,0,57,297,122,58
HOT SPRING_SALINE,0,134,2,2,9,3,11,569,58,1,1,21,2,0,0,24,0,101,0,0,4,0,4,0,50,0,121,730,304,83
HOT SPRING_VALLEY,0,50,1,0,2,1,4,179,25,1,2,15,0,2,0,8,0,17,0,1,5,0,2,0,20,0,44,237,97,45
HOT SPRING_WARD 1,2,365,11,4,3,2,12,235,199,3,2,33,0,3,3,9,0,42,0,0,6,0,3,1,29,0,47,634,140,240
HOT SPRING_WARD 2,1,289,10,6,5,5,23,512,132,0,4,50,3,3,2,19,0,79,1,0,4,0,7,0,88,0,98,851,298,192
HOT SPRING_WARD 3,1,213,11,7,5,8,13,374,101,1,2,64,1,4,1,9,0,60,1,0,6,0,3,0,47,0,65,632,192,173
HOT SPRING_WARD 4,1,402,7,3,3,4,10,278,191,0,5,44,2,2,1,6,0,38,0,0,3,0,1,0,35,0,40,708,124,244
HOWARD_BLACKLAND,0,17,0,0,0,0,0,40,6,0,0,0,0,1,0,0,0,10,0,0,1,0,0,0,4,0,1,57,16,7
HOWARD_BLUE BAYOU,0,11,0,0,0,0,0,38,4,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,2,0,7,49,21,4
HOWARD_BLUE RIDGE,0,13,0,0,0,0,1,60,1,1,0,1,0,0,0,3,0,8,0,0,0,0,0,0,9,0,14,74,34,3
HOWARD_BREWER,0,16,0,1,0,0,2,146,10,0,0,6,0,0,1,8,1,22,0,0,0,0,1,0,20,0,25,165,78,16
HOWARD_BUCK RANGE,1,42,0,1,1,2,2,61,15,0,0,1,0,1,1,1,0,10,0,0,0,0,0,0,4,0,12,110,28,17
HOWARD_BURG,0,2,0,0,0,0,1,23,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,3,26,9,1
HOWARD_CENTER POINT 1,1,44,2,1,1,2,2,117,22,0,0,4,1,1,0,2,0,27,0,0,2,0,0,1,6,0,14,170,52,28
HOWARD_CENTER POINT 2,0,9,1,0,0,0,0,61,4,0,0,3,1,0,0,0,0,18,0,0,0,0,3,0,7,0,5,71,33,8
HOWARD_CLAY,0,7,0,0,0,0,1,51,6,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,4,0,8,59,22,6
HOWARD_COUNTY LINE,2,19,0,1,3,0,2,208,9,0,0,4,0,0,0,5,0,49,0,0,3,0,3,0,20,0,38,235,118,13
HOWARD_DIERKS WARD 1,0,16,0,2,0,0,1,54,10,0,0,3,0,0,0,0,0,5,0,0,0,0,1,1,5,0,7,73,19,13
HOWARD_DIERKS WARD 2,0,8,0,0,0,0,0,58,2,1,1,3,0,1,1,0,0,5,0,0,1,0,0,0,9,0,11,66,27,8
HOWARD_DIERKS WARD 3,0,11,0,0,1,0,3,120,7,0,1,1,0,2,0,4,0,18,0,0,0,0,2,0,12,0,45,135,81,11
HOWARD_DILLARD,1,16,1,0,1,0,2,97,8,0,0,5,0,0,0,8,0,20,0,0,1,0,1,0,10,0,20,118,60,13
HOWARD_DUCKETT,0,5,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,4,0,0,32,11,0
HOWARD_FRANKLIN,0,31,0,0,0,0,1,25,17,0,1,1,0,0,0,0,0,7,0,0,0,0,1,0,0,0,5,57,13,19
HOWARD_HOLLY CREEK,0,10,0,1,0,0,3,86,2,0,0,0,1,1,0,4,0,19,0,0,0,0,0,0,4,0,14,100,41,4
HOWARD_MADISON,1,12,0,1,0,0,1,158,4,0,0,4,0,1,0,5,0,21,0,0,0,0,0,0,20,0,39,173,85,9
HOWARD_MINERAL SPRINGS 1,1,99,1,1,5,0,1,42,49,0,0,6,0,1,0,0,0,14,0,0,2,0,0,0,6,0,5,150,27,56
HOWARD_MINERAL SPRINGS 2,0,96,2,1,5,0,2,82,39,0,0,5,0,0,0,4,0,13,0,0,0,0,3,0,3,0,11,188,34,44
HOWARD_MINERAL SPRINGS TWP,0,12,0,1,1,1,0,18,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,2,33,8,5
HOWARD_MOUNTAIN,0,5,0,0,2,1,4,77,0,0,0,0,0,0,0,1,0,16,0,0,0,0,1,0,4,0,9,89,31,0
HOWARD_MUDDY FORK,0,5,0,0,2,0,0,58,3,0,0,1,0,0,0,1,0,9,0,0,0,0,0,0,4,1,19,65,34,4
HOWARD_NASHVILLE TWP 1,1,77,1,1,1,1,9,404,28,0,2,22,1,0,3,16,0,75,0,0,1,0,5,0,43,0,63,495,206,53
HOWARD_NASHVILLE TWP II,1,33,0,1,1,2,3,139,13,0,1,2,1,0,2,12,0,25,0,0,0,0,1,0,9,0,29,180,78,17
HOWARD_NASHVILLE WARD 1,0,70,1,0,4,0,4,213,26,0,2,12,0,0,0,7,0,39,0,0,4,0,2,1,27,0,40,292,120,40
HOWARD_NASHVILLE WARD 2,0,71,1,1,3,1,2,57,21,0,0,2,0,1,0,4,1,7,0,0,0,0,1,0,6,0,4,136,23,24
HOWARD_NASHVILLE WARD 3,2,138,1,3,1,2,0,36,42,0,1,2,0,0,0,2,0,2,0,0,2,0,0,0,4,0,6,183,16,45
HOWARD_NASHVILLE WARD 4,1,68,2,0,2,1,1,82,17,0,0,4,0,0,0,1,0,8,0,0,2,0,0,0,7,0,10,157,28,21
HOWARD_NASHVILLE WARD 5,0,84,2,1,0,0,4,170,38,1,2,11,0,0,0,8,0,26,0,0,2,0,2,0,10,0,39,261,87,52
HOWARD_NASHVILLE WARD 6,1,91,4,1,1,1,2,154,30,0,1,14,3,0,1,5,0,25,0,0,0,0,3,1,27,0,25,255,87,48
HOWARD_SALINE,0,20,0,0,0,0,1,56,7,0,0,6,0,0,0,1,0,1,0,0,0,0,1,0,4,0,9,77,16,13
HOWARD_SARATOGA,0,48,0,0,1,0,0,37,19,0,0,2,0,0,0,3,0,2,0,0,0,0,0,0,6,0,9,86,20,21
HOWARD_TOLLETTE,0,129,2,1,1,0,1,1,63,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,65
HOWARD_UMPIRE,0,16,0,0,0,0,4,102,7,0,0,3,0,1,0,10,0,20,0,1,1,0,0,0,17,0,11,122,60,11
INDEPENDENCE_ASHLEY,0,78,3,4,8,1,7,330,24,0,1,7,0,1,2,30,0,71,0,0,2,0,5,0,48,0,73,431,231,33
INDEPENDENCE_BARREN,3,96,2,2,8,3,15,487,50,0,0,18,1,1,0,17,1,96,0,0,2,0,5,0,53,0,94,616,268,70
"INDEPENDENCE_BIG BOTTOM WARDS 1,2,3",5,66,3,2,2,1,8,301,31,2,2,22,1,1,1,6,0,60,0,0,2,0,5,0,50,0,80,388,204,59
INDEPENDENCE_BIG BOTTOM WYCOUGH LOGAN,0,43,1,5,3,0,0,231,11,0,0,2,0,0,0,6,0,10,0,0,1,0,4,0,14,0,20,283,55,13
INDEPENDENCE_BLACK RIVER/MARSHALL,0,13,0,0,0,2,2,114,8,0,0,0,0,0,0,7,0,19,0,0,0,0,2,0,9,0,16,131,53,8
INDEPENDENCE_CUSHMAN/UNION,1,94,1,5,7,3,9,373,45,0,0,15,1,0,2,22,0,58,0,0,2,0,7,0,29,1,67,493,188,61
INDEPENDENCE_DEPARTEE,0,11,0,1,0,0,1,48,3,0,0,3,0,0,0,1,0,3,0,0,1,0,1,0,1,0,12,61,19,6
INDEPENDENCE_DOTA,4,71,0,3,3,0,11,278,23,0,1,17,0,1,0,15,0,44,0,0,1,0,8,0,17,0,60,370,145,42
INDEPENDENCE_FAIRVIEW,2,73,1,0,5,1,12,410,25,0,3,11,1,1,0,4,0,71,0,0,3,0,5,0,51,0,79,504,213,41
INDEPENDENCE_GAINSBORO,1,76,0,3,5,5,11,276,26,1,2,14,0,3,0,7,0,35,1,0,2,0,5,0,32,0,53,377,135,46
INDEPENDENCE_GREENBRIER-DESHA,1,73,0,2,2,2,8,251,30,1,1,5,0,0,0,10,0,56,0,0,3,0,8,1,24,0,54,339,156,37
INDEPENDENCE_GREENBRIER-JAMESTOWN,0,16,2,2,1,0,3,76,10,0,0,8,0,0,0,2,0,12,0,0,0,0,3,0,4,0,25,100,46,18
INDEPENDENCE_GREENBRIER-LOCUST GROVE,0,27,2,2,2,0,4,166,8,0,0,8,0,0,0,13,0,36,1,0,1,0,3,0,26,0,32,203,112,16
INDEPENDENCE_HILL,0,21,0,2,0,0,0,87,7,0,0,2,0,0,1,1,0,14,0,0,1,0,2,0,6,0,18,110,43,9
INDEPENDENCE_HUFF,2,38,0,3,5,0,5,219,16,1,0,3,0,0,0,9,0,42,0,0,4,0,1,1,19,0,48,272,124,20
INDEPENDENCE_JEFFERSON,0,16,0,0,1,0,3,60,6,0,0,2,1,0,0,3,0,14,0,0,0,0,1,0,5,0,8,80,31,9
INDEPENDENCE_LIBERTY,3,52,2,4,3,0,3,316,18,0,3,11,0,1,1,9,0,47,0,0,3,0,2,1,38,0,39,383,140,33
INDEPENDENCE_MAGNESS,0,28,1,2,0,0,6,152,10,0,0,7,0,0,0,6,0,19,0,0,1,0,1,0,15,0,40,189,82,17
INDEPENDENCE_MCHUE,8,268,13,7,6,3,35,998,90,0,2,48,1,0,4,44,0,138,0,1,18,0,16,3,122,1,243,1338,590,141
INDEPENDENCE_MCHUE 3,0,54,3,2,5,3,11,209,21,1,0,7,0,0,0,12,0,22,0,0,3,0,7,0,37,1,66,287,148,29
INDEPENDENCE_MOOREFIELD,1,100,6,0,10,0,9,372,40,0,0,17,0,0,1,26,0,80,0,0,5,0,12,1,64,0,77,498,266,57
INDEPENDENCE_MOOREFIELD WARD 1,0,186,2,4,17,2,14,437,65,0,0,23,0,0,1,36,0,68,0,0,4,0,22,3,121,0,84,662,339,88
INDEPENDENCE_MOOREFIELD WARD 4,1,57,0,0,4,0,5,176,20,0,0,13,0,0,0,8,1,35,0,0,2,0,6,0,34,0,39,243,125,33
INDEPENDENCE_OIL TROUGH,3,57,2,2,4,3,5,159,21,0,0,16,3,1,0,5,0,35,0,0,4,0,1,0,12,0,31,235,88,41
INDEPENDENCE_RELIEF,0,20,0,1,1,1,5,147,9,0,0,3,1,0,0,5,0,19,1,0,3,0,2,1,14,0,29,175,74,13
INDEPENDENCE_ROSIE,3,37,4,2,0,2,4,190,17,0,1,6,0,1,0,12,0,32,0,0,3,0,4,0,25,0,28,242,104,25
INDEPENDENCE_RUDDELL RURAL,2,119,1,4,7,1,10,400,52,0,1,21,0,0,0,12,0,80,0,0,2,0,7,1,45,0,93,544,240,74
INDEPENDENCE_RUDDELL WARD 1,0,164,6,4,4,0,21,325,62,0,1,27,1,1,1,17,0,56,1,0,4,0,17,0,84,0,72,524,252,92
INDEPENDENCE_RUDDELL WARD 2,6,270,6,7,8,2,33,461,81,1,3,49,0,0,2,33,0,67,0,1,4,0,25,1,95,0,116,793,344,134
INDEPENDENCE_RUDDELL WARD 3,5,202,8,6,10,2,27,449,79,0,1,36,4,1,1,24,0,79,0,0,5,0,8,1,47,0,84,709,249,121
INDEPENDENCE_RUDDELL WARD 4,1,209,8,7,9,4,21,342,67,0,0,44,0,0,0,13,1,67,0,1,5,0,22,1,44,0,77,601,231,111
INDEPENDENCE_SALADO,1,72,2,6,7,2,10,248,18,0,1,12,1,0,0,9,0,30,0,0,11,0,7,0,42,0,61,348,160,32
INDEPENDENCE_WASHINGTON,3,71,2,2,3,3,21,330,35,1,1,21,0,0,1,15,0,45,0,1,4,0,7,0,43,0,50,435,166,58
INDEPENDENCE_WHITE RIVER,1,103,4,5,5,1,13,518,31,0,1,26,0,1,1,31,1,86,0,0,0,0,3,0,101,0,112,650,335,59
IZARD_ABSENTEE,3,52,3,3,0,1,4,143,8,0,0,4,0,1,0,3,0,0,0,0,0,0,0,1,8,0,9,209,21,13
IZARD_BIG SPRING,0,21,0,0,0,0,0,68,13,0,0,9,0,0,0,1,0,22,0,0,0,0,1,0,1,0,10,89,35,22
IZARD_BOSWELL,3,18,1,0,0,0,4,61,3,0,0,8,0,1,0,2,0,16,0,0,2,0,1,1,8,0,10,87,40,12
IZARD_BROCKWELL,3,31,0,2,1,0,2,123,21,0,1,6,0,2,0,3,0,19,0,0,1,0,0,1,15,0,35,162,74,30
IZARD_CALICO ROCK - WARD 1,0,11,0,0,0,0,2,32,7,0,0,3,0,0,0,3,0,2,0,0,0,0,2,0,2,0,8,45,17,10
IZARD_CALICO ROCK - WARD 2,0,29,1,0,1,0,4,96,13,0,0,3,2,0,0,1,0,20,1,0,2,1,0,0,9,0,17,131,51,18
IZARD_CALICO ROCK - WARD 3,0,19,2,0,0,0,2,99,9,0,0,4,0,1,0,3,0,19,0,0,1,0,0,2,7,0,25,122,57,14
IZARD_CALICO ROCK - WARD 4,0,21,2,0,1,0,7,70,10,0,0,6,0,0,1,5,0,6,0,0,1,0,0,0,11,0,11,101,35,16
IZARD_CALICO ROCK RURAL,1,31,3,2,1,0,3,142,14,0,1,11,0,0,0,12,0,34,0,0,0,0,0,1,10,0,21,183,78,26
IZARD_CLAIBORNE,0,15,1,0,0,0,7,38,9,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,3,0,6,61,13,15
IZARD_DOLPH,1,19,0,0,1,0,5,85,7,0,0,1,1,1,1,0,0,14,0,1,1,0,1,0,4,0,20,111,42,10
IZARD_FRANKLIN CITY,2,17,0,0,2,0,0,77,11,0,0,2,0,0,0,12,0,8,0,0,0,0,2,0,3,0,16,98,41,13
IZARD_FRANKLIN RURAL,2,19,1,0,0,0,2,62,7,0,0,3,0,0,0,1,0,9,0,0,0,0,1,0,5,0,13,86,29,10
IZARD_GID,0,8,2,1,0,1,2,76,4,0,1,4,0,0,0,1,0,19,0,0,0,0,1,0,6,0,16,90,43,9
IZARD_GUION CITY,0,4,0,0,0,1,1,17,2,0,0,0,0,1,0,2,0,3,0,0,0,0,1,0,0,0,7,23,13,3
IZARD_GUION RURAL,0,6,2,0,0,0,0,18,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,4,5
IZARD_HORSESHOE BEND - WARD 1,0,43,1,3,0,0,1,70,10,0,0,8,0,0,0,1,0,4,0,0,1,0,1,0,5,0,18,118,30,18
IZARD_HORSESHOE BEND - WARD 2,1,58,1,0,3,1,6,211,25,0,0,13,0,0,0,11,0,25,0,0,0,0,7,0,30,0,55,281,128,38
IZARD_HORSESHOE BEND - WARD 3,1,46,2,1,1,0,3,145,16,0,0,9,0,0,0,5,0,22,0,0,1,0,5,0,7,0,41,199,81,25
IZARD_HORSESHOE BEND - WARD 4,0,58,0,1,0,0,4,231,25,0,0,7,0,0,0,4,0,28,0,0,1,0,7,1,27,0,79,294,147,32
IZARD_HORSESHOE BEND RURAL,0,2,0,0,1,0,0,9,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,1,12,8,0
IZARD_KNOB CREEK,2,8,0,0,0,0,0,19,7,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,2,0,1,29,12,7
IZARD_LACROSSE,0,12,0,0,0,0,4,46,7,0,0,2,0,0,0,3,0,3,0,0,1,0,0,0,5,0,13,62,25,9
IZARD_LAFFERTY,0,0,2,0,0,0,0,18,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,3,0,6,20,11,2
IZARD_LARKIN,0,9,0,1,0,0,1,31,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,3,0,4,42,13,2
IZARD_MELBOURNE - WARD 1,0,56,4,0,2,0,7,144,28,1,1,19,2,2,0,4,0,19,0,0,0,1,4,0,11,0,22,213,61,53
IZARD_MELBOURNE - WARD 2,0,47,2,1,5,0,3,115,26,0,1,6,0,1,0,4,0,21,0,0,0,0,0,0,8,0,26,173,59,34
IZARD_MELBOURNE - WARD 3,0,23,2,0,6,1,5,78,13,0,0,7,0,1,0,2,0,14,0,0,1,0,1,0,8,0,13,115,39,21
IZARD_MELBOURNE - WARD 4,4,48,1,3,5,1,2,173,26,0,2,9,0,0,0,6,0,30,0,0,1,1,3,0,24,1,41,237,107,37
IZARD_MELBOURNE RURAL,0,45,1,1,2,0,5,125,24,0,1,9,0,0,0,3,0,12,0,0,0,0,5,1,18,0,26,179,65,34
IZARD_MOUNT PLEASANT CITY,0,21,1,3,3,1,6,145,15,0,1,6,1,0,0,8,0,28,0,0,0,0,0,0,9,0,28,180,73,23
IZARD_MOUNT PLEASANT RURAL,0,24,2,0,1,1,2,129,7,0,2,7,0,2,0,2,0,37,0,0,0,0,2,2,10,0,32,159,85,18
IZARD_MYRON,0,14,0,0,1,1,0,32,7,0,0,3,0,0,0,0,0,8,0,0,0,0,1,0,5,0,9,48,23,10
IZARD_NEWBURG,0,21,0,0,0,0,1,67,11,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,5,0,16,89,31,13
IZARD_OXFORD CITY,0,44,1,1,4,1,3,196,26,0,1,13,0,2,0,5,0,27,0,0,0,0,2,0,14,0,45,250,93,42
IZARD_OXFORD CITY IN BROCKWELL,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0
IZARD_OXFORD RURAL,1,12,1,0,1,0,2,49,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,2,0,7,66,15,6
IZARD_PINEVILLE CITY,0,19,2,0,1,0,2,51,15,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,5,0,9,75,20,19
IZARD_PINEVILLE RURAL,1,39,2,1,0,0,2,142,15,0,0,4,0,0,0,5,0,15,0,0,0,0,1,1,0,0,25,187,47,19
IZARD_SAGE,2,27,1,1,0,1,6,124,15,0,0,11,0,0,0,4,0,32,0,0,0,0,2,0,18,0,21,162,77,26
IZARD_STRAWBERRY,0,20,0,0,2,0,2,42,8,0,0,8,0,1,0,2,0,6,0,0,0,0,1,0,1,0,8,66,18,17
IZARD_SYLAMORE,0,14,0,1,0,0,1,80,3,0,1,4,0,0,0,0,1,13,0,0,0,0,0,0,12,0,26,96,52,8
IZARD_TWIN CREEK,0,21,0,1,0,0,2,28,13,0,0,5,0,0,0,3,0,1,0,0,0,0,2,0,2,0,12,52,20,18
IZARD_VIOLET HILL,1,22,0,1,3,1,2,131,11,0,0,3,0,0,0,7,0,24,0,0,1,0,1,0,10,0,25,161,68,14
IZARD_WIDEMAN,2,5,0,0,0,0,0,45,1,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,8,52,16,2
IZARD_WISEMAN,0,10,0,0,0,0,2,41,8,0,0,0,0,1,0,2,0,5,0,0,0,0,0,0,4,0,7,53,18,9
IZARD_ZION,0,16,1,2,0,0,5,114,7,0,1,4,1,1,0,3,0,14,0,0,1,0,0,0,5,0,23,138,46,14
JEFFERSON_01,1,18,1,2,0,1,1,69,19,0,0,9,0,2,0,3,0,10,0,1,0,0,1,0,4,0,12,93,31,30
JEFFERSON_010,0,5,0,0,0,0,0,18,2,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,7,0,3,23,14,3
JEFFERSON_011,0,9,2,0,0,1,1,26,6,0,2,3,0,1,0,1,0,3,0,0,0,0,0,0,5,0,5,39,14,12
JEFFERSON_02,2,108,4,2,2,1,0,21,79,1,1,2,1,2,0,1,0,6,0,0,0,0,0,0,2,0,1,140,10,86
JEFFERSON_026,1,87,1,0,0,0,0,38,59,2,1,10,0,0,0,0,0,2,0,0,0,0,0,0,2,0,8,127,12,72
JEFFERSON_027,1,15,0,1,0,0,4,31,11,1,0,11,0,0,0,0,0,5,0,1,0,0,0,0,1,0,12,52,19,23
JEFFERSON_028,2,124,0,1,1,0,0,65,74,0,1,23,0,2,0,0,0,7,0,0,0,0,1,0,6,0,6,193,20,100
JEFFERSON_029,1,44,1,0,1,1,3,37,31,0,0,5,0,2,0,0,0,10,0,0,0,0,0,0,0,0,8,88,18,38
JEFFERSON_03,0,2,0,1,0,1,0,14,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,18,6,2
JEFFERSON_030,1,9,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6
JEFFERSON_031,1,52,0,0,0,0,0,22,39,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,5,0,4,75,11,44
JEFFERSON_033,0,9,0,0,1,0,0,11,6,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,21,4,11
JEFFERSON_035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
JEFFERSON_036,0,3,0,0,0,0,0,9,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,12,4,4
JEFFERSON_04,1,43,0,0,0,0,0,27,36,0,0,6,0,0,0,0,1,2,0,0,0,0,0,0,1,0,10,71,14,42
JEFFERSON_045,0,13,0,0,0,0,1,34,8,0,1,12,1,0,0,0,0,3,0,0,0,0,0,0,1,0,3,48,7,22
JEFFERSON_05,0,17,0,0,0,0,0,41,12,0,3,9,1,3,0,0,0,5,0,0,0,0,1,0,4,0,6,58,16,28
JEFFERSON_050,1,332,2,3,3,1,9,387,244,4,11,76,3,5,0,7,0,57,0,0,2,0,4,1,32,0,57,738,160,343
JEFFERSON_051,2,106,0,1,0,3,6,282,79,0,1,34,3,4,0,3,0,42,1,0,4,0,2,0,30,1,52,400,135,121
JEFFERSON_053,1,9,0,1,0,0,1,34,3,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,5,0,4,46,10,12
JEFFERSON_054,1,182,2,2,3,3,10,510,128,2,13,75,5,5,0,9,0,96,0,0,3,0,1,0,29,0,73,713,211,228
JEFFERSON_055,0,33,1,0,0,0,1,113,20,1,6,14,2,4,0,0,0,16,0,0,1,0,1,0,12,0,14,148,44,47
JEFFERSON_056,1,31,0,1,0,0,0,66,24,0,1,14,1,1,0,0,0,7,0,0,0,0,0,0,7,0,4,99,18,41
JEFFERSON_057,0,33,0,0,0,0,0,70,24,0,2,11,1,1,0,0,1,10,0,0,0,0,0,0,6,0,14,103,31,39
JEFFERSON_058,1,110,2,2,3,2,4,268,77,1,6,45,2,3,0,7,0,50,0,0,1,0,0,0,15,0,56,392,129,134
JEFFERSON_059,1,80,0,1,3,1,3,137,48,1,1,8,1,0,0,2,0,27,0,0,0,0,1,0,26,0,27,226,83,59
JEFFERSON_06,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
JEFFERSON_060,0,10,0,1,0,0,1,17,7,0,1,2,0,0,0,0,0,7,0,0,1,0,0,1,2,0,4,29,15,10
JEFFERSON_061,0,18,0,1,1,0,0,50,18,0,1,3,0,0,0,0,0,5,0,0,0,0,0,0,10,0,5,70,20,22
JEFFERSON_062,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
JEFFERSON_064,0,1,0,0,0,0,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
JEFFERSON_066,0,25,0,0,1,0,0,30,18,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,9,56,14,18
JEFFERSON_067,0,2,0,1,0,0,0,14,3,0,1,2,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,17,5,7
JEFFERSON_07,0,21,0,0,1,0,0,8,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,1,16
JEFFERSON_073,0,72,1,0,0,1,5,92,42,0,0,12,2,0,0,1,0,14,0,0,0,0,0,0,4,0,23,171,42,56
JEFFERSON_074,2,64,0,0,1,1,3,79,31,1,0,4,1,2,0,1,0,10,0,0,1,0,0,0,3,0,16,150,31,39
JEFFERSON_075,2,67,0,2,2,2,2,220,49,1,1,30,0,4,0,6,0,48,0,0,0,0,2,0,9,0,47,297,112,85
JEFFERSON_076,0,19,2,0,1,1,4,74,13,0,1,6,0,1,0,0,0,19,0,0,0,0,0,0,6,0,15,101,40,21
JEFFERSON_077,0,25,1,1,2,0,1,87,15,1,0,12,1,3,1,6,0,12,0,0,1,0,0,0,3,0,8,117,31,32
JEFFERSON_078,1,26,0,0,1,0,2,121,19,1,2,11,2,1,0,9,0,22,0,0,0,0,0,0,9,0,18,151,58,36
JEFFERSON_079,2,4,0,0,0,0,1,17,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,24,6,3
JEFFERSON_08,0,10,0,0,0,0,0,14,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1,7
JEFFERSON_080,0,6,0,0,0,0,1,50,4,0,0,7,0,1,0,0,0,9,0,0,0,0,0,0,4,0,10,57,23,12
JEFFERSON_081,0,2,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9,2,4
JEFFERSON_083,0,33,0,0,0,0,0,11,23,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,1,0,2,44,6,26
JEFFERSON_084,0,13,0,0,1,0,2,31,5,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,14,47,22,8
JEFFERSON_085,0,7,0,0,0,0,0,56,2,0,0,4,0,2,0,0,0,4,0,0,0,0,0,0,3,0,11,63,18,8
JEFFERSON_086,4,128,2,1,4,3,8,605,72,1,5,55,3,8,0,15,0,123,1,1,3,0,3,0,48,0,118,755,312,144
JEFFERSON_087,2,52,3,1,5,1,5,302,33,0,1,19,0,2,0,8,0,77,0,0,2,0,1,0,21,0,73,371,182,55
JEFFERSON_089,0,39,3,1,1,0,0,110,9,1,1,13,0,2,0,3,0,14,0,0,1,0,0,0,4,0,20,154,42,26
JEFFERSON_09,0,5,0,0,0,0,0,12,7,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,17,5,13
JEFFERSON_090,0,12,0,0,0,0,0,9,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,21,2,9
JEFFERSON_092,0,5,0,0,0,0,0,25,1,0,0,5,1,0,0,0,0,7,0,0,0,0,0,0,4,0,4,30,15,7
