precinct,gen_con_BRADLEY,gen_dem_KAINE,gen_grn_BARAKA,gen_ind_BAYES,gen_ind_JOHNSON,gen_ind_MONAHAN,gen_lib_WELD,gen_rep_PENCE,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_VALENTINE,pri_dem_WOLFE,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_JINDAL,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
PULASKI_136,8,619,11,6,28,6,48,819,202,0,1,96,1,0,3,26,3,180,0,0,1,0,28,0,234,0,135,1545,610,300
PULASKI_137,2,724,11,2,32,0,53,788,250,1,0,66,0,0,1,19,0,147,0,0,1,0,60,1,312,1,143,1612,685,317
PULASKI_14,1,792,16,7,18,7,48,574,269,0,3,102,1,1,3,22,1,106,0,0,3,0,15,1,105,0,128,1463,384,376
PULASKI_15,4,987,11,7,8,3,24,194,356,0,0,58,0,1,3,6,1,38,1,0,3,0,3,1,29,0,48,1238,133,415
PULASKI_16,1,335,10,0,2,0,13,83,110,1,1,59,0,0,0,1,0,7,1,0,1,0,6,1,14,0,15,444,46,171
PULASKI_17,2,816,16,6,2,8,16,238,292,0,1,60,0,0,2,13,0,37,2,0,3,0,17,1,52,0,36,1104,163,353
PULASKI_18,2,804,21,5,19,4,55,512,320,0,2,143,0,1,2,15,1,122,1,0,3,0,18,2,105,0,114,1422,383,466
PULASKI_19,3,888,22,5,5,4,35,375,325,0,2,72,0,1,0,6,0,70,1,0,2,0,3,0,71,1,92,1337,246,400
PULASKI_2,3,595,20,6,19,3,47,688,157,0,2,101,0,0,3,29,0,163,2,0,3,0,16,1,117,0,110,1381,444,260
PULASKI_20,3,741,15,5,23,4,65,682,305,2,1,156,0,1,4,24,0,131,0,0,2,1,38,5,200,0,164,1538,569,465
PULASKI_21,2,373,11,2,7,0,32,375,139,0,5,75,1,1,2,13,1,73,1,0,1,1,15,2,103,0,77,802,289,221
PULASKI_22,5,902,18,5,33,11,37,635,295,1,2,141,0,0,5,38,1,147,1,0,4,0,14,2,129,1,130,1646,472,439
PULASKI_23,12,815,21,6,26,3,77,982,336,1,1,143,1,1,2,27,1,222,1,1,5,0,40,1,319,0,214,1942,833,483
PULASKI_24,3,435,6,3,21,5,30,593,190,2,0,66,0,0,3,17,0,100,0,0,0,0,22,1,187,0,115,1096,445,258
PULASKI_25,1,280,10,3,7,1,28,383,111,1,1,46,0,0,1,15,1,80,1,0,1,0,13,1,92,0,76,713,281,159
PULASKI_26,5,256,10,4,5,4,37,1041,115,0,2,25,0,0,1,22,1,310,0,0,3,0,15,0,123,0,231,1362,706,142
PULASKI_27,7,480,17,5,9,6,48,1313,181,0,1,94,1,2,3,39,0,315,2,1,8,1,21,1,183,0,279,1885,853,279
PULASKI_28,4,565,22,9,16,4,59,1178,165,0,0,108,0,2,4,31,1,253,1,0,6,0,7,0,163,0,231,1857,697,275
PULASKI_29,0,30,1,0,1,0,6,70,2,0,0,2,0,0,0,1,0,6,0,0,0,0,2,0,6,0,7,108,22,4
PULASKI_3,2,175,5,2,9,0,23,207,65,0,0,25,0,0,1,9,0,54,0,0,0,0,2,0,62,0,45,423,173,90
PULASKI_30,0,41,4,0,1,0,12,83,8,0,0,4,0,0,0,2,0,13,0,0,1,0,2,0,3,0,14,141,35,12
PULASKI_31,5,450,14,3,21,3,50,989,170,0,3,47,1,1,2,41,1,268,1,1,3,0,17,3,174,1,168,1535,680,222
PULASKI_32,4,777,25,9,13,6,58,818,319,1,4,107,0,3,5,20,4,189,1,1,1,1,11,3,129,0,169,1710,534,434
PULASKI_33,1,434,4,7,4,2,29,518,197,0,1,48,0,0,3,18,0,111,0,0,1,0,19,2,84,0,135,999,373,246
PULASKI_34,1,443,10,7,6,2,16,430,148,0,1,43,0,1,0,11,1,86,0,0,1,0,11,1,69,0,96,915,276,193
PULASKI_35,5,391,9,2,13,1,33,583,165,0,1,46,1,0,3,16,1,139,0,0,4,0,19,0,131,0,128,1037,441,213
PULASKI_36,4,328,5,1,2,3,21,329,114,1,0,29,0,1,5,12,0,63,1,0,1,0,8,0,60,0,60,693,210,145
PULASKI_37,2,746,18,14,7,6,33,566,269,0,1,71,0,1,2,13,0,115,0,1,3,0,8,1,97,0,119,1392,359,342
PULASKI_38,5,399,6,7,3,3,15,203,118,0,1,32,0,0,2,9,0,49,0,0,1,0,3,2,26,0,30,641,122,151
PULASKI_39,6,866,11,4,14,2,48,1120,338,0,0,82,0,0,5,33,0,241,0,0,4,0,20,2,206,0,202,2071,713,420
PULASKI_4,5,760,16,12,28,6,63,1253,248,1,0,83,0,1,1,52,0,235,1,0,3,0,50,0,325,0,205,2143,872,333
PULASKI_40,2,506,15,2,19,2,39,704,189,0,1,61,0,2,1,19,0,173,0,1,6,0,27,2,184,0,135,1289,548,253
PULASKI_41,2,626,17,8,23,2,63,1027,228,0,1,107,0,2,6,35,2,230,0,0,3,0,24,2,225,0,188,1768,715,338
PULASKI_42,7,494,17,5,17,7,39,869,198,0,1,79,1,0,7,48,0,216,1,0,4,0,20,2,201,1,164,1455,664,279
PULASKI_43,6,738,23,11,11,8,49,772,213,0,0,100,1,1,5,23,0,187,2,0,3,0,8,0,119,0,144,1618,491,315
PULASKI_44,5,884,20,8,18,5,43,1049,317,0,0,93,0,1,5,41,2,239,1,0,2,2,26,1,237,0,200,2032,756,411
PULASKI_45,2,608,9,2,1,7,17,220,219,0,0,46,0,3,1,3,0,34,0,0,2,0,3,0,32,0,52,866,127,268
PULASKI_46,1,360,7,6,5,2,17,227,122,1,0,32,0,3,0,8,0,49,0,0,0,1,4,0,37,0,43,625,142,158
PULASKI_47,1,129,0,0,0,0,0,47,63,0,0,7,0,0,0,1,0,6,0,0,0,0,0,0,4,0,12,177,23,70
PULASKI_48,3,1193,13,6,9,2,22,300,441,0,1,61,0,1,1,5,0,68,1,0,1,0,1,0,34,0,47,1548,158,504
PULASKI_49,1,710,13,12,27,6,70,1164,294,0,2,94,0,1,5,47,1,256,0,0,4,0,38,1,294,0,251,2003,897,391
PULASKI_5,8,719,3,2,24,6,81,1119,229,0,2,96,0,1,11,33,1,222,2,0,1,1,57,2,307,1,254,1962,892,328
PULASKI_50,3,517,10,5,22,3,30,857,192,0,2,74,2,2,2,31,1,184,1,0,0,0,45,3,310,0,170,1447,747,272
PULASKI_51,3,340,5,3,10,2,26,415,128,0,1,50,0,1,0,15,0,80,1,0,0,0,26,0,116,0,81,804,319,180
PULASKI_52,5,794,4,2,2,3,4,65,319,0,0,23,1,0,0,2,0,11,0,0,1,0,0,0,5,0,7,879,26,343
PULASKI_53,0,691,1,3,5,1,2,86,288,0,1,33,1,2,0,1,0,23,0,0,1,0,2,0,11,0,16,789,54,325
PULASKI_54,1,919,8,5,6,2,10,267,322,0,2,47,0,2,0,7,0,46,0,0,1,0,3,0,31,0,62,1218,150,373
PULASKI_55,1,1049,19,3,7,3,31,715,383,0,0,90,2,1,0,23,0,158,1,0,4,0,17,1,109,0,164,1828,477,476
PULASKI_56,4,237,3,4,8,4,10,520,86,0,0,40,0,0,0,18,0,152,1,0,1,0,20,2,107,0,83,790,384,126
PULASKI_57,4,256,5,0,6,0,22,549,98,0,0,44,0,0,0,17,0,111,0,0,0,0,19,0,120,0,121,842,388,142
PULASKI_58,5,792,17,4,32,2,65,1017,278,0,2,77,0,0,0,26,0,170,1,0,4,0,45,0,324,0,197,1934,767,357
PULASKI_59,2,240,7,2,16,2,24,614,87,0,0,33,0,3,0,14,0,142,0,0,1,0,15,3,161,0,87,907,423,123
PULASKI_6,3,139,4,0,5,1,8,270,58,0,0,16,0,2,2,6,0,51,0,0,1,0,6,1,40,0,54,430,161,76
PULASKI_60,1,736,8,4,41,0,56,1246,242,0,0,45,0,0,12,27,1,190,0,1,2,0,63,2,419,0,189,2092,906,287
PULASKI_61,4,388,13,2,14,0,41,827,129,0,0,55,1,0,3,35,0,207,2,0,2,0,28,1,186,0,153,1289,617,185
PULASKI_62,10,223,8,3,8,5,16,531,90,1,0,33,0,0,0,25,0,163,1,0,2,0,8,1,109,0,89,804,398,124
PULASKI_63,0,269,7,5,13,1,25,496,94,0,0,44,1,0,2,18,0,129,0,0,1,0,13,1,113,0,87,816,364,139
PULASKI_64,2,771,11,2,23,3,51,1227,307,0,0,59,0,2,2,41,0,173,0,0,1,0,97,2,461,1,214,2090,992,368
PULASKI_65,8,468,5,3,16,2,31,307,169,0,2,66,0,0,2,10,2,57,1,0,0,0,26,0,115,0,63,840,276,237
PULASKI_66,4,666,9,1,27,4,44,629,247,0,4,91,0,0,3,25,1,158,1,0,2,1,26,1,260,1,96,1384,575,342
PULASKI_67,3,804,18,4,30,4,71,503,294,1,2,137,0,0,2,27,2,129,0,0,3,0,17,1,156,1,90,1437,428,434
PULASKI_68,3,692,15,9,42,5,48,1038,289,0,2,60,1,0,6,29,0,230,0,0,2,0,72,2,411,0,182,1852,934,352
PULASKI_69,4,687,7,2,21,1,29,813,240,0,0,71,0,1,4,22,0,118,2,1,3,0,53,1,360,0,149,1564,713,312
PULASKI_7,1,198,7,2,6,3,15,393,84,3,0,28,0,1,1,12,0,83,0,0,1,0,4,2,54,0,81,625,238,116
PULASKI_70,6,474,3,4,17,1,33,490,195,0,0,76,0,1,4,8,0,97,1,0,1,0,46,4,241,1,95,1028,498,272
PULASKI_71,8,848,13,4,41,5,65,979,378,0,1,100,1,0,4,33,2,208,1,0,3,0,67,2,404,0,147,1963,871,480
PULASKI_72,0,535,12,4,10,2,34,272,164,0,0,87,0,1,3,7,0,60,0,0,3,0,18,2,95,0,58,869,246,252
PULASKI_73,2,675,9,5,25,2,52,618,246,1,0,74,1,2,3,23,0,99,0,0,0,0,39,0,265,0,80,1388,509,324
PULASKI_74,5,549,9,4,17,1,27,386,191,0,0,69,0,0,3,10,0,75,0,1,2,0,27,0,148,0,57,998,323,260
PULASKI_75,7,770,21,2,23,1,47,370,255,0,1,110,1,0,5,15,1,75,0,0,6,0,19,0,128,0,74,1241,323,367
PULASKI_76,2,640,16,2,31,3,48,457,209,0,0,110,4,1,2,19,0,120,0,0,2,0,22,0,175,0,59,1199,399,324
PULASKI_77,5,968,12,4,38,1,59,885,323,0,2,98,0,1,4,25,0,173,1,2,5,0,41,1,283,0,138,1972,673,424
PULASKI_78,4,752,12,8,42,1,75,635,291,0,3,101,1,1,2,18,1,137,0,0,1,0,28,1,182,0,96,1529,466,397
PULASKI_79,4,955,9,4,12,4,33,349,382,0,1,78,0,0,0,10,0,72,0,0,0,0,8,0,83,0,67,1370,240,461
PULASKI_8,1,569,8,3,12,3,48,774,158,2,0,71,0,0,7,15,0,134,0,0,2,1,25,1,159,0,131,1418,475,231
PULASKI_80,1,1384,14,10,18,0,27,369,594,2,0,114,0,0,1,22,0,97,0,0,5,0,8,0,95,0,53,1823,281,710
PULASKI_81,5,887,9,6,11,1,21,516,337,2,1,49,0,0,1,20,0,92,0,0,1,0,9,0,135,0,106,1456,364,389
PULASKI_82,1,971,8,4,5,4,15,197,337,1,2,51,0,1,0,10,0,56,0,0,1,0,6,1,33,0,48,1205,155,392
PULASKI_83,2,1329,10,4,8,6,19,193,604,1,1,101,1,1,0,10,1,53,0,0,1,0,2,1,37,0,44,1571,149,709
PULASKI_84,3,1340,11,7,4,3,14,104,701,1,3,109,1,0,0,10,0,22,0,0,0,0,3,0,20,0,17,1486,72,815
PULASKI_85,2,1144,15,7,3,5,18,171,554,1,4,90,0,0,7,3,0,25,0,1,2,0,10,0,29,0,25,1365,102,649
PULASKI_86,0,652,10,3,9,5,15,119,329,0,2,58,1,0,1,5,0,25,0,0,3,0,2,0,24,0,17,813,77,390
PULASKI_87,5,671,15,5,12,5,48,373,237,1,0,125,0,0,0,20,1,76,0,0,1,0,20,0,127,0,86,1134,331,363
PULASKI_88,7,747,13,3,31,4,52,645,338,1,1,104,1,0,3,22,0,131,0,0,4,0,33,1,241,0,116,1502,551,445
PULASKI_89,1,700,19,3,19,4,46,391,236,0,1,108,0,0,1,11,1,85,1,0,2,0,19,1,136,0,93,1183,350,345
PULASKI_9,2,1012,16,4,28,3,38,536,220,0,1,102,0,0,0,21,0,75,0,0,3,1,9,0,97,0,88,1639,294,323
PULASKI_90,3,776,9,5,19,4,54,486,336,0,0,87,0,0,4,15,2,72,1,1,3,0,74,0,267,0,101,1356,540,423
PULASKI_91,1,761,19,1,19,1,58,419,327,0,1,144,0,0,3,11,0,84,0,1,1,0,45,4,213,0,98,1279,460,472
PULASKI_92,2,681,11,1,13,1,46,342,277,0,0,125,0,0,0,8,1,50,1,0,2,0,43,4,142,0,91,1097,342,402
PULASKI_93,1,803,10,2,16,2,56,443,313,0,0,149,0,1,2,11,0,79,0,0,0,0,23,2,162,0,64,1333,343,463
PULASKI_94,3,550,9,2,11,2,34,264,269,0,0,98,0,0,2,7,0,44,0,0,1,0,37,1,132,0,69,875,293,367
PULASKI_95,7,923,10,2,18,5,60,494,360,0,1,129,0,1,4,12,0,113,2,0,0,0,41,0,188,1,102,1519,463,491
PULASKI_96,2,413,4,3,11,0,22,255,188,0,0,68,0,2,1,9,1,56,0,0,1,0,32,1,111,0,39,710,251,258
PULASKI_97,0,614,11,3,13,1,22,246,229,0,0,96,0,1,0,4,0,51,3,0,2,0,20,0,76,0,43,910,199,326
PULASKI_98,1,945,9,7,2,2,11,76,407,0,1,69,0,1,1,4,1,12,0,0,0,0,1,0,9,0,12,1053,40,478
PULASKI_99,2,675,12,3,11,1,21,162,262,0,0,117,0,0,0,4,0,56,1,0,0,0,5,0,46,0,44,887,156,379
RANDOLPH_BAKER,0,5,0,0,0,0,0,20,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,1,0,2,25,9,1
RANDOLPH_BRISTOW,0,16,0,0,0,0,1,26,7,0,1,1,0,0,0,0,0,7,0,0,1,0,1,0,0,0,6,43,15,9
RANDOLPH_BUTLER,0,0,0,0,0,0,0,25,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,25,8,3
RANDOLPH_COLUMBIA,2,50,3,1,2,0,7,195,21,0,0,18,0,0,1,7,1,26,0,0,0,0,2,0,12,0,39,260,88,39
RANDOLPH_CURRENT RIVER,1,35,0,0,0,0,6,88,11,0,0,4,0,0,0,3,0,17,0,0,0,1,0,0,8,0,25,130,54,15
RANDOLPH_DALTON,3,18,0,0,0,0,3,78,13,0,0,2,0,0,0,6,0,15,0,0,0,0,1,0,9,0,14,102,45,15
RANDOLPH_DEMUN RURAL,6,142,7,4,5,1,20,515,58,0,3,44,1,3,1,15,2,70,0,0,2,0,8,1,38,0,63,700,200,109
RANDOLPH_EAST ROANOKE,1,38,1,1,0,0,0,162,18,1,1,9,0,0,0,2,0,24,0,0,0,0,3,0,5,0,25,203,59,29
RANDOLPH_ELEVEN POINT,0,31,2,3,0,1,4,86,18,0,0,11,0,1,0,2,0,21,0,0,0,0,2,0,7,0,10,127,42,30
RANDOLPH_FOSTER,3,60,0,3,4,1,6,240,32,1,2,8,1,1,1,7,3,31,0,0,1,0,3,0,30,0,46,317,122,45
RANDOLPH_INGRAM,0,10,3,2,0,1,3,59,6,0,0,8,0,0,0,1,0,10,0,0,0,0,0,0,5,0,9,78,25,14
RANDOLPH_JACKSON,0,13,0,1,4,1,0,37,10,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,2,0,11,56,21,11
RANDOLPH_JANES CREEK,3,50,3,1,2,0,7,148,25,1,0,28,4,2,0,6,0,16,0,0,2,0,0,0,5,0,26,214,55,60
RANDOLPH_LITTLE BLACK,1,29,1,1,0,1,5,141,8,0,1,4,1,1,0,2,0,20,0,0,2,0,1,0,10,0,18,179,53,15
RANDOLPH_REYNO,1,29,2,3,1,0,0,113,12,0,1,5,0,0,0,2,1,23,0,0,0,0,1,0,4,0,14,149,45,18
RANDOLPH_RICHARDSON,7,38,2,1,3,2,5,217,19,0,0,11,0,0,0,2,2,34,0,0,2,0,0,0,21,0,34,275,95,30
RANDOLPH_RUNNING LAKE,0,15,0,0,3,0,3,43,12,0,1,4,1,1,0,2,0,8,0,0,0,0,0,0,6,0,3,64,19,19
RANDOLPH_SHILOH,6,69,1,3,5,0,11,288,41,0,3,11,0,1,0,9,0,37,0,0,1,0,7,0,30,0,60,383,144,56
RANDOLPH_SILOAM,0,25,1,2,1,0,1,81,12,0,0,9,0,0,0,4,0,9,0,0,0,0,0,1,4,0,24,111,42,21
RANDOLPH_SPRING RIVER,0,18,0,0,1,2,3,86,7,1,1,8,0,0,0,0,0,8,0,0,1,0,2,0,5,0,14,110,30,17
RANDOLPH_UNION,1,3,0,0,1,0,2,29,1,0,0,2,0,0,0,1,0,7,0,0,0,0,2,0,2,0,2,36,14,3
RANDOLPH_WARD 1,7,190,8,2,12,4,34,409,79,1,0,34,1,1,1,10,0,42,0,0,0,0,7,2,36,0,76,666,174,116
RANDOLPH_WARD 2,3,179,9,3,6,6,30,377,83,0,2,49,2,2,2,7,0,53,0,0,1,0,4,2,27,0,46,613,142,138
RANDOLPH_WARD 3,10,238,9,2,8,3,39,576,109,0,0,51,0,2,0,14,0,77,0,0,3,0,14,0,70,0,87,885,265,162
RANDOLPH_WARM SPRINGS,0,15,1,0,0,0,0,59,11,0,0,2,0,0,0,0,0,9,0,0,0,0,1,0,6,0,12,75,28,13
RANDOLPH_WATER VALLEY,2,21,0,0,3,0,1,76,11,0,0,9,0,0,0,2,0,23,0,0,1,0,0,0,5,0,13,103,44,20
RANDOLPH_WEST ROANOKE,4,55,0,4,4,2,9,267,22,0,1,17,1,1,0,8,0,48,0,0,1,0,2,1,24,0,41,345,125,42
RANDOLPH_WILEY,0,5,0,0,0,0,2,19,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,26,7,4
SALINE_PRECINCT 01,8,434,13,3,27,4,55,1710,150,0,1,93,1,1,4,38,4,443,0,0,7,0,22,1,246,0,297,2254,1062,246
SALINE_PRECINCT 02,3,539,9,2,8,9,42,1528,206,0,2,70,0,0,3,47,0,221,2,0,4,1,113,1,440,0,396,2140,1228,278
SALINE_PRECINCT 03,4,189,6,7,14,6,32,1002,65,0,0,31,2,2,1,32,2,188,1,0,4,0,6,0,85,0,187,1260,506,100
SALINE_PRECINCT 04,3,454,7,4,26,6,49,753,107,2,1,39,0,1,0,21,0,147,0,0,5,0,9,1,113,0,110,1302,406,150
SALINE_PRECINCT 05,4,351,9,8,23,2,47,1043,130,0,2,64,0,1,2,31,0,244,1,0,4,0,29,4,201,0,191,1487,707,197
SALINE_PRECINCT 06,6,461,7,1,24,3,46,1308,135,2,0,52,0,0,1,39,0,295,0,0,6,0,16,1,237,0,242,1856,837,189
SALINE_PRECINCT 07,1,159,6,2,8,3,33,685,69,1,0,24,0,1,1,23,0,159,0,0,2,0,12,1,120,0,155,897,473,95
SALINE_PRECINCT 08,1,57,1,2,1,1,9,280,27,0,1,5,0,0,0,15,0,62,0,0,2,0,5,0,48,0,66,352,198,33
SALINE_PRECINCT 09,9,251,7,2,14,1,39,1176,89,0,2,39,0,2,1,32,0,257,0,0,8,0,17,1,165,3,241,1499,725,132
SALINE_PRECINCT 10,3,161,5,6,6,5,22,868,52,0,0,45,0,1,0,17,0,216,0,0,3,0,14,1,102,0,158,1076,511,98
SALINE_PRECINCT 11,7,531,11,11,18,10,63,996,201,3,1,97,0,0,2,29,1,172,0,0,8,1,17,0,132,0,216,1647,578,302
SALINE_PRECINCT 12,1,218,7,2,11,3,35,444,100,1,0,40,0,0,0,10,0,91,0,0,2,0,9,1,112,0,84,721,309,141
SALINE_PRECINCT 13,9,635,21,9,37,11,66,1471,180,1,1,71,0,4,3,35,0,297,0,0,3,1,28,1,302,0,274,2259,944,257
SALINE_PRECINCT 14,1,474,22,5,22,9,55,947,159,0,1,66,0,0,2,33,2,209,1,0,5,0,16,0,158,0,192,1535,618,226
SALINE_PRECINCT 15,10,457,2,7,27,4,50,1175,122,0,0,54,0,2,3,43,0,274,0,0,3,1,18,0,226,1,153,1732,722,178
SALINE_PRECINCT 16,10,324,5,10,13,6,45,1352,116,0,1,68,1,4,1,31,1,213,1,1,7,0,10,1,187,0,270,1765,723,190
SALINE_PRECINCT 17,5,492,12,8,18,12,63,991,157,0,1,94,0,2,2,33,1,178,0,0,1,0,22,2,177,0,156,1601,572,254
SALINE_PRECINCT 18,1,174,4,2,0,1,4,74,88,0,0,10,3,2,1,0,0,5,0,0,0,0,1,0,7,0,11,260,25,103
SALINE_PRECINCT 19,1,84,1,1,5,1,10,369,33,0,1,11,0,0,0,4,0,90,0,0,2,0,7,0,47,0,74,472,224,45
SALINE_PRECINCT 20,2,301,1,3,3,3,18,884,99,1,2,31,0,0,3,15,0,123,0,0,1,0,45,1,258,0,251,1215,697,133
SALINE_PRECINCT 21,1,44,0,2,5,0,4,209,23,0,0,9,0,1,1,4,1,39,0,0,0,0,2,0,32,0,40,265,119,33
SALINE_PRECINCT 22,4,408,10,4,8,6,35,884,135,0,0,71,0,0,1,32,1,184,0,0,5,0,10,1,123,2,194,1359,553,206
SALINE_PRECINCT 23,1,81,2,2,1,0,5,298,28,0,0,13,0,0,1,7,0,93,0,0,2,0,6,0,16,0,59,390,184,41
SALINE_PRECINCT 24,5,276,8,8,20,12,35,998,106,0,0,54,1,1,1,25,2,228,1,0,2,0,12,1,148,0,197,1362,617,162
SALINE_PRECINCT 25,8,233,9,12,20,7,37,1015,66,0,1,71,1,3,5,27,0,243,0,0,5,0,17,5,106,0,198,1341,606,142
SALINE_PRECINCT 26,11,796,12,11,23,9,59,643,253,0,1,74,0,3,0,19,1,147,0,0,3,0,12,2,99,0,100,1564,383,331
SALINE_PRECINCT 27,11,509,15,4,43,1,52,1486,144,0,0,73,1,0,4,53,3,314,1,0,5,2,32,1,325,0,275,2121,1015,218
SALINE_PRECINCT 28,4,118,6,2,3,1,14,498,53,0,3,21,0,1,0,10,1,105,0,0,0,0,5,1,62,0,112,646,296,78
SALINE_PRECINCT 29,0,85,2,2,1,0,5,367,37,0,1,8,0,0,0,12,0,71,0,0,2,0,4,0,45,0,78,462,212,46
SALINE_PRECINCT 30,4,59,1,0,1,1,2,235,24,0,0,6,1,0,0,6,0,42,0,0,0,0,1,0,26,0,52,303,127,31
SALINE_PRECINCT 31,4,442,22,6,19,5,71,1125,137,0,4,83,0,0,1,30,0,221,0,0,8,0,12,2,147,0,187,1694,608,224
SALINE_PRECINCT 32,4,174,3,9,20,5,19,719,59,0,1,26,0,3,2,19,1,164,0,0,4,0,6,1,100,0,155,953,452,89
SALINE_PRECINCT 33,5,209,13,6,4,8,31,778,70,0,3,37,0,1,2,19,1,202,0,1,4,0,16,0,97,0,172,1054,514,111
SALINE_PRECINCT 34,4,268,10,1,3,3,21,287,97,0,0,31,0,0,2,6,0,44,0,0,2,0,2,1,27,0,64,597,148,128
SALINE_PRECINCT 35,6,487,6,2,13,6,38,1259,153,0,1,57,0,0,15,38,4,226,0,0,6,2,74,2,328,0,279,1817,974,211
SALINE_PRECINCT 36,3,289,7,4,14,7,33,658,91,0,1,64,0,0,2,34,1,147,1,0,3,0,19,2,164,0,127,1015,500,156
SALINE_PRECINCT 37,3,327,10,5,13,10,37,1059,102,0,0,44,0,1,3,38,3,259,0,0,8,0,8,1,171,0,199,1464,690,147
SALINE_PRECINCT 38,3,368,5,6,16,7,44,988,117,0,1,74,2,0,2,25,1,199,1,0,3,0,10,2,130,0,192,1437,565,194
SALINE_PRECINCT 39,2,316,5,5,12,0,34,480,68,0,0,53,0,0,0,17,0,84,0,0,2,0,3,1,87,0,72,854,266,121
SALINE_PRECINCT 40,4,448,8,1,23,3,38,1026,114,0,1,49,1,0,1,31,1,185,0,0,1,0,24,1,214,0,167,1551,625,165
SALINE_PRECINCT 41,7,330,5,3,22,5,39,753,105,0,1,57,0,1,1,28,1,172,0,0,9,0,13,2,126,0,113,1164,465,164
SALINE_PRECINCT 42,3,243,11,3,18,7,30,1042,94,0,1,33,0,0,1,38,0,254,1,0,0,0,19,0,184,0,178,1357,675,128
SEBASTIAN_1-A,9,490,21,5,9,3,47,402,129,1,1,80,0,2,0,8,2,61,0,1,1,0,14,1,51,1,72,986,212,213
SEBASTIAN_1-B,1,131,12,0,8,1,30,157,26,0,2,33,0,0,1,7,0,29,0,0,1,0,4,2,28,0,26,340,98,61
SEBASTIAN_1-C,5,181,13,2,9,4,29,379,63,0,1,41,0,0,4,20,1,73,0,0,3,0,26,0,110,0,78,622,315,105
SEBASTIAN_1-D,2,201,6,5,21,1,33,463,84,0,4,28,0,1,1,15,1,93,0,0,6,0,43,1,137,2,96,732,395,117
SEBASTIAN_1-E,0,15,0,0,2,0,2,26,11,0,0,1,0,0,1,1,0,6,0,0,0,0,4,0,6,0,5,45,23,12
SEBASTIAN_1-F,0,101,6,0,3,0,7,117,27,0,0,20,0,0,1,8,0,27,1,0,1,0,13,0,40,0,20,234,111,47
SEBASTIAN_1-G,0,124,5,0,6,1,10,183,49,0,0,23,0,0,2,9,1,33,1,0,4,0,22,0,37,0,39,329,148,72
SEBASTIAN_1-H,4,270,17,1,15,1,26,283,70,0,2,83,0,0,5,7,0,71,0,0,3,1,14,1,63,0,64,617,229,155
SEBASTIAN_1-I,9,349,12,2,12,1,38,401,102,1,1,82,0,0,5,13,1,58,0,0,1,0,21,1,88,0,99,824,287,186
SEBASTIAN_1-J,1,20,1,0,1,0,4,26,6,0,0,3,1,0,0,0,0,3,0,0,2,0,0,0,3,0,6,53,14,10
SEBASTIAN_1-K,5,159,11,4,2,2,12,167,39,0,1,47,0,0,0,4,0,34,1,0,3,0,5,0,14,0,37,362,98,87
SEBASTIAN_1-L,3,151,15,2,8,5,45,272,40,0,2,67,0,0,1,7,0,38,0,0,1,0,6,1,40,0,48,501,142,109
SEBASTIAN_1-M,0,12,0,0,1,0,1,17,6,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,5,31,9,6
SEBASTIAN_2-A,6,398,15,6,4,6,26,247,123,1,2,52,1,3,1,14,0,29,0,0,2,0,4,1,20,0,72,708,143,182
SEBASTIAN_2-B,6,430,8,4,9,6,14,174,143,0,4,41,0,0,1,2,0,30,0,0,2,0,3,0,17,0,35,651,90,188
SEBASTIAN_2-C,3,120,2,2,0,1,8,125,29,1,0,12,1,0,0,3,0,20,0,0,3,0,2,0,9,0,35,261,72,43
SEBASTIAN_2-D,7,312,9,3,4,4,23,169,83,0,0,35,1,0,2,8,1,20,0,0,2,0,0,2,8,0,33,531,76,119
SEBASTIAN_2-E,2,293,9,5,7,2,15,232,107,0,0,43,0,0,0,8,0,52,2,0,2,0,6,1,27,0,58,565,156,150
SEBASTIAN_2-F,4,217,14,2,2,2,9,102,56,0,2,21,0,0,1,1,0,7,0,0,0,0,0,0,10,0,23,352,42,79
SEBASTIAN_2-G,0,97,0,0,2,1,5,68,25,0,0,12,0,1,0,2,0,8,0,0,1,0,2,0,3,0,20,173,36,38
SEBASTIAN_2-H,1,121,5,0,0,0,4,92,34,0,0,18,0,0,0,3,0,17,0,0,0,0,5,0,14,0,28,223,67,52
SEBASTIAN_3-A,1,179,14,3,1,4,34,241,50,0,0,41,0,1,2,9,0,49,0,0,4,0,3,1,31,0,49,477,148,92
SEBASTIAN_3-B,7,247,11,5,13,5,32,501,65,1,0,62,0,1,4,24,0,110,0,0,8,0,31,2,87,0,89,821,355,129
SEBASTIAN_3-C,2,87,0,2,1,2,18,164,30,0,0,16,0,0,1,10,0,34,0,0,2,0,9,0,45,1,43,276,145,46
