precinct_code,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Wallowa-410634,74.0,5.0,19.0,220.0,17.0,38.0,17.0,14.0,95.0,318.0,126.0,55.0
Wallowa-410635,209.0,12.0,27.0,369.0,63.0,83.0,35.0,25.0,168.0,617.0,228.0,146.0
Wallowa-410636,194.0,16.0,23.0,487.0,63.0,95.0,42.0,21.0,226.0,720.0,289.0,158.0
Wallowa-410637,61.0,2.0,18.0,255.0,17.0,25.0,16.0,18.0,102.0,336.0,136.0,42.0
Wallowa-410638,82.0,8.0,18.0,261.0,33.0,42.0,26.0,12.0,102.0,369.0,140.0,75.0
Wallowa-410639,99.0,8.0,6.0,231.0,24.0,40.0,21.0,8.0,111.0,344.0,140.0,64.0
Wasco-410651,680.0,32.0,95.0,825.0,199.0,246.0,57.0,60.0,231.0,1632.0,348.0,445.0
Wasco-4106510,254.0,15.0,25.0,295.0,67.0,90.0,15.0,23.0,90.0,589.0,128.0,157.0
Wasco-4106511,105.0,2.0,15.0,178.0,33.0,23.0,12.0,15.0,62.0,300.0,89.0,56.0
Wasco-4106512,177.0,11.0,28.0,400.0,56.0,55.0,15.0,26.0,119.0,616.0,160.0,111.0
Wasco-4106513,41.0,2.0,4.0,72.0,0.0,16.0,6.0,4.0,19.0,119.0,29.0,16.0
Wasco-4106514,22.0,3.0,16.0,123.0,7.0,15.0,6.0,3.0,40.0,164.0,49.0,22.0
Wasco-410652,905.0,39.0,136.0,829.0,205.0,382.0,75.0,67.0,207.0,1909.0,349.0,587.0
Wasco-410653,700.0,38.0,129.0,695.0,169.0,285.0,58.0,40.0,230.0,1562.0,328.0,454.0
Wasco-410654,526.0,21.0,82.0,666.0,154.0,172.0,62.0,62.0,198.0,1295.0,322.0,326.0
Wasco-410655,733.0,47.0,63.0,597.0,154.0,305.0,35.0,37.0,176.0,1440.0,248.0,459.0
Wasco-410656,124.0,3.0,20.0,156.0,46.0,42.0,10.0,12.0,55.0,303.0,77.0,88.0
Wasco-410657,259.0,16.0,43.0,476.0,80.0,101.0,39.0,26.0,151.0,794.0,216.0,181.0
Wasco-410658,59.0,3.0,18.0,188.0,15.0,35.0,13.0,7.0,60.0,268.0,80.0,50.0
Wasco-410659,196.0,7.0,15.0,333.0,83.0,70.0,20.0,14.0,94.0,551.0,128.0,153.0
Washington-41067301,554.0,30.0,70.0,0.0,0.0,219.0,70.0,62.0,260.0,654.0,392.0,219.0
Washington-41067302,948.0,62.0,114.0,680.0,244.0,345.0,64.0,31.0,177.0,1804.0,272.0,589.0
Washington-41067303,360.0,20.0,47.0,377.0,83.0,105.0,43.0,30.0,103.0,804.0,176.0,188.0
Washington-41067304,1299.0,52.0,164.0,912.0,300.0,385.0,80.0,67.0,253.0,2427.0,400.0,685.0
Washington-41067305,260.0,11.0,55.0,438.0,46.0,92.0,32.0,24.0,98.0,764.0,154.0,138.0
Washington-41067306,389.0,18.0,34.0,147.0,86.0,114.0,4.0,15.0,52.0,588.0,71.0,200.0
Washington-41067307,754.0,27.0,106.0,534.0,183.0,246.0,68.0,65.0,169.0,1421.0,302.0,429.0
Washington-41067308,56.0,1.0,8.0,70.0,16.0,17.0,9.0,7.0,21.0,135.0,37.0,33.0
Washington-41067309,1663.0,65.0,212.0,885.0,338.0,515.0,85.0,118.0,226.0,2825.0,429.0,853.0
Washington-41067310,544.0,29.0,69.0,764.0,179.0,203.0,66.0,66.0,229.0,1406.0,361.0,382.0
Washington-41067311,247.0,10.0,54.0,265.0,49.0,100.0,24.0,21.0,88.0,576.0,133.0,149.0
Washington-41067312,266.0,11.0,33.0,363.0,88.0,91.0,20.0,23.0,128.0,673.0,171.0,179.0
Washington-41067313,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0
Washington-41067314,86.0,9.0,19.0,171.0,24.0,35.0,16.0,28.0,39.0,285.0,83.0,59.0
Washington-41067315,403.0,10.0,40.0,403.0,107.0,120.0,50.0,49.0,143.0,856.0,242.0,227.0
Washington-41067316,285.0,12.0,36.0,360.0,77.0,122.0,28.0,32.0,100.0,693.0,160.0,199.0
Washington-41067317,294.0,9.0,50.0,502.0,60.0,95.0,43.0,41.0,163.0,855.0,247.0,155.0
Washington-41067318,1225.0,64.0,156.0,956.0,298.0,417.0,91.0,91.0,294.0,2401.0,476.0,715.0
Washington-41067319,3308.0,143.0,329.0,1772.0,643.0,987.0,169.0,142.0,463.0,5552.0,774.0,1630.0
Washington-41067320,1317.0,56.0,145.0,785.0,291.0,414.0,66.0,67.0,171.0,2303.0,304.0,705.0
Washington-41067321,89.0,4.0,25.0,152.0,14.0,56.0,10.0,7.0,34.0,270.0,51.0,70.0
Washington-41067322,92.0,0.0,13.0,103.0,14.0,42.0,9.0,12.0,27.0,208.0,48.0,56.0
Washington-41067323,16.0,0.0,1.0,3.0,5.0,6.0,0.0,0.0,0.0,20.0,0.0,11.0
Washington-41067324,150.0,7.0,35.0,225.0,53.0,58.0,17.0,11.0,67.0,417.0,95.0,111.0
Washington-41067325,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0
Washington-41067326,549.0,24.0,79.0,947.0,144.0,202.0,69.0,54.0,287.0,1599.0,410.0,346.0
Washington-41067327,1713.0,77.0,192.0,1116.0,351.0,478.0,101.0,86.0,318.0,3098.0,505.0,829.0
Washington-41067328,686.0,34.0,97.0,842.0,203.0,232.0,83.0,72.0,246.0,1659.0,401.0,435.0
Washington-41067329,3928.0,176.0,410.0,1830.0,969.0,1107.0,189.0,187.0,520.0,6344.0,896.0,2076.0
Washington-41067330,559.0,30.0,98.0,602.0,123.0,155.0,48.0,22.0,142.0,1289.0,212.0,278.0
Washington-41067331,1350.0,56.0,123.0,520.0,239.0,358.0,35.0,57.0,137.0,2049.0,229.0,597.0
Washington-41067332,1421.0,73.0,141.0,459.0,231.0,485.0,31.0,30.0,99.0,2094.0,160.0,716.0
Washington-41067333,2037.0,100.0,194.0,697.0,350.0,609.0,55.0,51.0,161.0,3028.0,267.0,959.0
Washington-41067334,53.0,2.0,8.0,68.0,11.0,29.0,2.0,2.0,30.0,131.0,34.0,40.0
Washington-41067335,1974.0,71.0,315.0,1496.0,470.0,564.0,157.0,184.0,482.0,3856.0,823.0,1034.0
Washington-41067336,1205.0,53.0,187.0,912.0,288.0,408.0,94.0,68.0,271.0,2357.0,433.0,696.0
Washington-41067337,1800.0,94.0,223.0,1202.0,412.0,530.0,124.0,86.0,307.0,3319.0,517.0,942.0
Washington-41067338,2081.0,95.0,238.0,1440.0,355.0,603.0,122.0,72.0,378.0,3854.0,572.0,958.0
Washington-41067339,2214.0,137.0,289.0,1655.0,550.0,780.0,151.0,108.0,448.0,4295.0,707.0,1330.0
Washington-41067340,2533.0,121.0,344.0,2240.0,665.0,843.0,215.0,180.0,626.0,5238.0,1021.0,1508.0
Washington-41067341,100.0,5.0,9.0,192.0,32.0,41.0,14.0,9.0,58.0,306.0,81.0,73.0
Washington-41067342,18.0,2.0,2.0,29.0,9.0,5.0,5.0,2.0,10.0,51.0,17.0,14.0
Washington-41067343,1952.0,99.0,302.0,1398.0,478.0,568.0,143.0,154.0,423.0,3751.0,720.0,1046.0
Washington-41067344,2059.0,106.0,240.0,1085.0,454.0,725.0,88.0,80.0,269.0,3490.0,437.0,1179.0
Washington-41067345,13.0,0.0,1.0,8.0,6.0,0.0,0.0,0.0,1.0,22.0,1.0,6.0
Washington-41067346,87.0,7.0,13.0,137.0,34.0,31.0,16.0,16.0,44.0,244.0,76.0,65.0
Washington-41067347,24.0,1.0,5.0,26.0,7.0,10.0,1.0,5.0,6.0,56.0,12.0,17.0
Washington-41067348,14.0,0.0,0.0,9.0,6.0,2.0,0.0,3.0,6.0,23.0,9.0,8.0
Washington-41067349,1391.0,82.0,121.0,594.0,247.0,473.0,56.0,59.0,145.0,2188.0,260.0,720.0
Washington-41067350,1729.0,111.0,116.0,694.0,415.0,594.0,64.0,82.0,200.0,2650.0,346.0,1009.0
Washington-41067351,1279.0,61.0,121.0,661.0,236.0,424.0,58.0,45.0,171.0,2122.0,274.0,660.0
Washington-41067352,522.0,43.0,35.0,127.0,81.0,213.0,8.0,7.0,30.0,727.0,45.0,294.0
Washington-41067353,1268.0,76.0,87.0,372.0,321.0,443.0,40.0,41.0,99.0,1803.0,180.0,764.0
Washington-41067354,2116.0,73.0,189.0,1022.0,614.0,663.0,84.0,126.0,352.0,3400.0,562.0,1277.0
Washington-41067355,1677.0,76.0,165.0,764.0,384.0,608.0,74.0,68.0,199.0,2682.0,341.0,992.0
Washington-41067356,907.0,36.0,104.0,460.0,207.0,318.0,46.0,39.0,132.0,1507.0,217.0,525.0
Washington-41067357,757.0,41.0,61.0,401.0,194.0,219.0,49.0,48.0,131.0,1260.0,228.0,413.0
Washington-41067358,1526.0,40.0,135.0,620.0,387.0,359.0,61.0,112.0,198.0,2321.0,371.0,746.0
Washington-41067359,1499.0,35.0,128.0,478.0,314.0,396.0,43.0,67.0,120.0,2140.0,230.0,710.0
Washington-41067360,1693.0,85.0,178.0,645.0,306.0,560.0,59.0,52.0,141.0,2601.0,252.0,866.0
Washington-41067361,1081.0,69.0,81.0,275.0,165.0,378.0,24.0,23.0,73.0,1506.0,120.0,543.0
Washington-41067362,2105.0,82.0,170.0,804.0,587.0,649.0,70.0,136.0,275.0,3161.0,481.0,1236.0
Washington-41067363,2053.0,96.0,190.0,768.0,471.0,630.0,56.0,126.0,232.0,3107.0,414.0,1101.0
Washington-41067364,2684.0,53.0,202.0,969.0,730.0,579.0,81.0,220.0,293.0,3908.0,594.0,1309.0
Washington-41067365,1860.0,45.0,139.0,606.0,591.0,425.0,59.0,121.0,222.0,2650.0,402.0,1016.0
Washington-41067366,1474.0,48.0,112.0,366.0,325.0,478.0,23.0,77.0,127.0,2000.0,227.0,803.0
Washington-41067367,2390.0,37.0,129.0,969.0,536.0,363.0,58.0,139.0,266.0,3525.0,463.0,899.0
Washington-41067368,2131.0,83.0,196.0,865.0,459.0,535.0,93.0,133.0,214.0,3275.0,440.0,994.0
Washington-41067369,939.0,34.0,99.0,489.0,224.0,264.0,58.0,64.0,158.0,1561.0,280.0,488.0
Washington-41067370,1149.0,33.0,115.0,604.0,293.0,327.0,55.0,92.0,200.0,1901.0,347.0,620.0
Washington-41067371,1248.0,42.0,121.0,530.0,322.0,374.0,62.0,115.0,168.0,1941.0,345.0,696.0
Washington-41067372,1109.0,21.0,72.0,368.0,377.0,283.0,29.0,94.0,149.0,1570.0,272.0,660.0
Washington-41067373,133.0,5.0,10.0,118.0,30.0,44.0,15.0,8.0,48.0,266.0,71.0,74.0
Washington-41067374,3.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,4.0,12.0,4.0,2.0
Washington-41067375,190.0,3.0,11.0,40.0,63.0,33.0,1.0,11.0,15.0,244.0,27.0,96.0
Washington-41067376,1009.0,27.0,101.0,490.0,263.0,297.0,43.0,91.0,131.0,1627.0,265.0,560.0
Washington-41067377,1274.0,31.0,97.0,638.0,349.0,265.0,41.0,130.0,239.0,2040.0,410.0,614.0
Washington-41067378,1229.0,37.0,82.0,284.0,351.0,349.0,26.0,57.0,84.0,1632.0,167.0,700.0
Washington-41067379,3799.0,213.0,308.0,1367.0,844.0,1315.0,124.0,157.0,402.0,5687.0,683.0,2159.0
Washington-41067380,3611.0,151.0,302.0,1646.0,1027.0,1095.0,170.0,231.0,502.0,5710.0,903.0,2122.0
Washington-41067381,48.0,3.0,4.0,34.0,14.0,19.0,4.0,5.0,11.0,89.0,20.0,33.0
Washington-41067382,1145.0,64.0,97.0,510.0,179.0,348.0,33.0,41.0,115.0,1816.0,189.0,527.0
Washington-41067383,657.0,31.0,50.0,202.0,229.0,196.0,18.0,42.0,78.0,940.0,138.0,425.0
Washington-41067384,2089.0,65.0,108.0,554.0,660.0,657.0,64.0,107.0,162.0,2816.0,333.0,1317.0
Washington-41067385,1449.0,58.0,105.0,517.0,450.0,413.0,45.0,145.0,212.0,2129.0,402.0,863.0
Washington-41067386,1846.0,51.0,147.0,525.0,634.0,461.0,61.0,158.0,252.0,2569.0,471.0,1095.0
Washington-41067387,745.0,18.0,48.0,160.0,139.0,162.0,15.0,18.0,46.0,971.0,79.0,301.0
Washington-41067388,518.0,26.0,34.0,209.0,143.0,173.0,16.0,28.0,75.0,787.0,119.0,316.0
Washington-41067389,3201.0,96.0,279.0,1476.0,781.0,862.0,144.0,203.0,453.0,5052.0,800.0,1643.0
Washington-41067390,1182.0,28.0,72.0,629.0,337.0,198.0,67.0,142.0,239.0,1911.0,448.0,535.0
Washington-41067391,206.0,15.0,15.0,42.0,35.0,86.0,1.0,5.0,13.0,278.0,19.0,121.0
Washington-41067392,133.0,5.0,8.0,29.0,25.0,51.0,4.0,4.0,7.0,175.0,15.0,76.0
Washington-41067393,435.0,17.0,22.0,95.0,136.0,130.0,11.0,33.0,31.0,569.0,75.0,266.0
Washington-41067394,144.0,2.0,14.0,75.0,20.0,39.0,2.0,5.0,19.0,235.0,26.0,59.0
Washington-41067395,3583.0,114.0,295.0,1568.0,796.0,931.0,119.0,202.0,486.0,5560.0,807.0,1727.0
Washington-41067396,508.0,13.0,56.0,252.0,134.0,124.0,21.0,43.0,94.0,829.0,158.0,258.0
Washington-41067397,1158.0,25.0,135.0,834.0,314.0,286.0,80.0,138.0,280.0,2152.0,498.0,600.0
Washington-41067398,739.0,12.0,83.0,588.0,196.0,177.0,74.0,86.0,203.0,1422.0,363.0,373.0
Washington-41067399,1277.0,56.0,102.0,535.0,345.0,424.0,38.0,50.0,181.0,1970.0,269.0,769.0
Washington-41067400,1922.0,78.0,177.0,838.0,423.0,612.0,67.0,77.0,253.0,3015.0,397.0,1035.0
Washington-41067401,1166.0,52.0,85.0,305.0,375.0,388.0,38.0,56.0,82.0,1608.0,176.0,763.0
Washington-41067402,3602.0,117.0,412.0,2203.0,924.0,880.0,216.0,309.0,719.0,6334.0,1244.0,1804.0
Washington-41067403,741.0,19.0,75.0,352.0,176.0,167.0,28.0,50.0,99.0,1187.0,177.0,343.0
Washington-41067404,3030.0,132.0,280.0,1399.0,766.0,985.0,147.0,142.0,396.0,4841.0,685.0,1751.0
Washington-41067405,4010.0,116.0,369.0,2212.0,1190.0,1080.0,228.0,371.0,756.0,6707.0,1355.0,2270.0
Washington-41067406,272.0,22.0,16.0,57.0,43.0,107.0,6.0,2.0,11.0,367.0,19.0,150.0
Washington-41067407,1165.0,31.0,76.0,317.0,397.0,278.0,28.0,69.0,120.0,1589.0,217.0,675.0
Washington-41067408,56.0,1.0,2.0,25.0,15.0,11.0,2.0,4.0,6.0,84.0,12.0,26.0
Washington-41067409,2360.0,95.0,205.0,1138.0,569.0,682.0,143.0,122.0,358.0,3798.0,623.0,1251.0
Washington-41067410,1515.0,30.0,136.0,864.0,353.0,369.0,99.0,102.0,276.0,2545.0,477.0,722.0
Washington-41067411,32.0,1.0,4.0,21.0,4.0,8.0,3.0,2.0,9.0,58.0,14.0,12.0
Washington-41067412,980.0,29.0,90.0,523.0,245.0,247.0,48.0,59.0,162.0,1622.0,269.0,492.0
Washington-41067413,512.0,17.0,46.0,292.0,123.0,90.0,18.0,26.0,79.0,867.0,123.0,213.0
Washington-41067414,274.0,1.0,21.0,200.0,68.0,53.0,17.0,21.0,65.0,496.0,103.0,121.0
Washington-41067415,221.0,2.0,21.0,202.0,110.0,40.0,15.0,36.0,110.0,446.0,161.0,150.0
Washington-41067416,5.0,0.0,1.0,15.0,1.0,1.0,2.0,6.0,4.0,21.0,12.0,2.0
Washington-41067417,682.0,31.0,58.0,368.0,205.0,222.0,23.0,39.0,117.0,1139.0,179.0,427.0
Washington-41067418,1086.0,29.0,106.0,541.0,274.0,289.0,71.0,83.0,136.0,1762.0,290.0,563.0
Washington-41067419,912.0,26.0,32.0,603.0,387.0,227.0,75.0,90.0,263.0,1573.0,428.0,614.0
Washington-41067420,1655.0,61.0,190.0,1003.0,410.0,460.0,97.0,124.0,300.0,2909.0,521.0,870.0
Washington-41067421,130.0,8.0,21.0,93.0,28.0,23.0,9.0,12.0,31.0,252.0,52.0,51.0
Washington-41067422,5.0,0.0,0.0,13.0,3.0,2.0,1.0,1.0,2.0,18.0,4.0,5.0
Washington-41067423,1692.0,63.0,172.0,849.0,364.0,518.0,87.0,85.0,247.0,2776.0,419.0,882.0
Washington-41067424,1908.0,64.0,274.0,1597.0,427.0,506.0,148.0,168.0,475.0,3843.0,791.0,933.0
Washington-41067425,395.0,12.0,39.0,446.0,109.0,97.0,36.0,42.0,158.0,892.0,236.0,206.0
Washington-41067426,145.0,6.0,26.0,197.0,44.0,47.0,13.0,30.0,63.0,374.0,106.0,91.0
Washington-41067427,17.0,0.0,2.0,7.0,0.0,4.0,1.0,0.0,2.0,26.0,3.0,4.0
Washington-41067428,732.0,25.0,87.0,493.0,162.0,192.0,30.0,50.0,159.0,1337.0,239.0,354.0
Washington-41067429,1411.0,52.0,171.0,796.0,291.0,372.0,68.0,58.0,213.0,2430.0,339.0,663.0
Washington-41067430,485.0,20.0,63.0,581.0,134.0,164.0,69.0,62.0,179.0,1149.0,310.0,298.0
Washington-41067431,503.0,10.0,60.0,637.0,157.0,159.0,61.0,74.0,190.0,1210.0,325.0,316.0
Washington-41067432,157.0,4.0,18.0,105.0,21.0,44.0,6.0,6.0,20.0,284.0,32.0,65.0
Washington-41067433,1050.0,39.0,149.0,711.0,296.0,285.0,75.0,69.0,197.0,1949.0,341.0,581.0
Washington-41067434,1835.0,77.0,169.0,1024.0,436.0,539.0,109.0,113.0,274.0,3105.0,496.0,975.0
Washington-41067435,1664.0,76.0,226.0,1411.0,414.0,496.0,111.0,170.0,470.0,3377.0,751.0,910.0
Washington-41067436,992.0,14.0,137.0,777.0,272.0,187.0,49.0,123.0,258.0,1920.0,430.0,459.0
Washington-41067437,33.0,0.0,1.0,16.0,11.0,7.0,1.0,4.0,7.0,50.0,12.0,18.0
Washington-41067438,70.0,3.0,17.0,139.0,27.0,25.0,6.0,7.0,36.0,229.0,49.0,52.0
Washington-41067439,240.0,3.0,17.0,125.0,32.0,34.0,9.0,15.0,28.0,385.0,52.0,66.0
Washington-41067440,642.0,32.0,80.0,359.0,106.0,175.0,33.0,23.0,87.0,1113.0,143.0,281.0
Washington-41067441,52.0,0.0,3.0,10.0,11.0,14.0,0.0,0.0,4.0,65.0,4.0,25.0
Washington-41067442,1016.0,26.0,155.0,845.0,212.0,246.0,89.0,81.0,244.0,2042.0,414.0,458.0
Washington-41067443,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Washington-41067Total,0.0,0.0,0.0,0.0,37636.0,44573.0,7736.0,9746.0,24916.0,0.0,42398.0,82209.0
Wheeler-410691,85.0,5.0,28.0,251.0,0.0,38.0,28.0,12.0,80.0,369.0,120.0,38.0
Wheeler-410693,42.0,1.0,9.0,153.0,15.0,25.0,9.0,6.0,59.0,205.0,74.0,40.0
Wheeler-410694,28.0,4.0,9.0,187.0,5.0,23.0,15.0,6.0,65.0,228.0,86.0,28.0
Yamhill-410711,796.0,31.0,120.0,0.0,0.0,237.0,112.0,88.0,334.0,947.0,534.0,237.0
Yamhill-4107110,824.0,45.0,149.0,1188.0,226.0,306.0,114.0,70.0,340.0,2206.0,524.0,532.0
Yamhill-4107112,811.0,60.0,136.0,1530.0,239.0,345.0,181.0,101.0,467.0,2537.0,749.0,584.0
Yamhill-4107113,886.0,56.0,168.0,1569.0,285.0,368.0,191.0,123.0,522.0,2679.0,836.0,653.0
Yamhill-4107114,934.0,51.0,144.0,956.0,255.0,325.0,98.0,66.0,274.0,2085.0,438.0,580.0
Yamhill-4107115,937.0,55.0,108.0,905.0,244.0,336.0,119.0,71.0,291.0,2005.0,481.0,580.0
Yamhill-4107116,769.0,34.0,110.0,791.0,207.0,261.0,78.0,56.0,222.0,1704.0,356.0,468.0
Yamhill-4107117,925.0,51.0,118.0,913.0,309.0,300.0,88.0,121.0,266.0,2007.0,475.0,609.0
Yamhill-4107118,1764.0,63.0,171.0,1445.0,623.0,547.0,169.0,219.0,561.0,3443.0,949.0,1170.0
Yamhill-4107119,1383.0,83.0,155.0,997.0,359.0,521.0,124.0,85.0,297.0,2618.0,506.0,880.0
Yamhill-410712,1514.0,84.0,250.0,1603.0,344.0,450.0,166.0,115.0,418.0,3451.0,699.0,794.0
Yamhill-4107120,664.0,35.0,114.0,948.0,229.0,238.0,98.0,107.0,344.0,1761.0,549.0,467.0
Yamhill-4107121,688.0,29.0,131.0,1070.0,203.0,247.0,117.0,72.0,343.0,1918.0,532.0,450.0
Yamhill-4107122,827.0,41.0,164.0,1062.0,185.0,261.0,105.0,67.0,300.0,2094.0,472.0,446.0
Yamhill-4107126,559.0,30.0,101.0,1010.0,154.0,203.0,60.0,35.0,286.0,1700.0,381.0,357.0
Yamhill-4107127,122.0,14.0,35.0,285.0,38.0,57.0,17.0,3.0,79.0,456.0,99.0,95.0
Yamhill-4107128,256.0,22.0,72.0,560.0,61.0,127.0,43.0,24.0,178.0,910.0,245.0,188.0
Yamhill-410713,1524.0,69.0,298.0,1884.0,351.0,475.0,233.0,154.0,507.0,3775.0,894.0,826.0
Yamhill-410714,1212.0,88.0,235.0,1280.0,276.0,453.0,189.0,135.0,347.0,2815.0,671.0,729.0
Yamhill-410717,727.0,35.0,117.0,763.0,189.0,207.0,93.0,61.0,193.0,1642.0,347.0,396.0
Yamhill-410719,1179.0,40.0,178.0,1432.0,364.0,386.0,158.0,130.0,419.0,2829.0,707.0,750.0
