precinct,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FUENTE,gen_ind_JOHNSON,gen_ind_STEIN,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
"PALM BEACH_120993086 3086, 3090",655,5,1,45,14,708,108,5,92,2,1,0,53,0,1,0,1,8,0,73,0,118,1428,257,205
"PALM BEACH_120993088 2218, 3088",148,0,0,3,1,43,21,0,7,0,0,0,1,0,0,0,0,0,0,1,0,8,195,10,28
"PALM BEACH_120993090 3086, 3090",1321,0,0,20,7,973,548,5,160,3,0,0,36,0,0,0,3,24,1,110,0,249,2321,426,713
PALM BEACH_120993092 3092,1133,2,0,25,7,877,407,7,127,4,0,0,39,0,0,0,0,16,0,78,0,234,2044,371,541
PALM BEACH_120993094 3094,244,2,1,10,3,211,67,1,27,1,1,0,17,0,0,0,0,3,0,22,0,32,471,76,95
PALM BEACH_120993096 3096,812,0,0,31,7,583,182,4,109,3,1,0,27,0,0,0,1,14,1,47,0,116,1433,210,295
PALM BEACH_120993098 3098,634,3,0,26,5,619,125,2,82,1,0,0,44,1,0,0,0,19,1,62,0,140,1287,268,209
PALM BEACH_120993100 3100,416,2,1,19,4,399,123,5,58,1,2,0,27,0,0,0,0,11,1,45,0,110,841,197,186
PALM BEACH_120993102 3102,1019,0,0,20,14,502,157,4,96,2,2,0,25,0,0,0,0,8,0,44,0,92,1555,173,257
"PALM BEACH_120993104 3104, 3106",412,1,1,21,4,401,101,0,33,2,0,0,27,0,0,0,0,17,0,36,0,83,840,165,134
"PALM BEACH_120993106 3104, 3106",239,0,1,7,4,143,58,0,26,0,0,1,7,0,0,0,0,4,0,13,0,18,394,43,84
"PALM BEACH_120993108 3108, 3114",928,2,4,30,4,410,180,0,71,1,0,0,28,0,0,0,0,10,0,36,0,81,1378,156,251
PALM BEACH_120993110 3110,650,0,0,18,6,346,153,3,62,0,1,1,16,0,0,0,0,6,0,14,0,81,1020,119,218
PALM BEACH_120993112 3112,680,0,1,14,5,267,111,2,66,1,3,0,17,0,0,0,0,5,0,33,0,37,967,96,179
"PALM BEACH_120993114 3108, 3114",328,1,1,17,4,287,60,0,28,0,0,0,9,0,0,0,0,7,1,14,0,60,638,91,88
"PALM BEACH_120993116 3116, 3118",1048,0,0,33,7,555,296,5,111,6,3,0,38,0,0,0,0,18,0,48,0,112,1643,225,412
"PALM BEACH_120993118 3116, 3118",195,0,1,15,3,235,45,2,37,2,0,0,17,0,0,0,0,9,0,26,0,45,449,99,84
PALM BEACH_120993120 3120,1241,0,1,12,4,815,555,9,142,10,0,0,36,0,0,0,0,49,0,73,0,242,2073,410,706
PALM BEACH_120993122 3122,820,0,0,8,4,498,455,6,104,1,0,0,17,0,0,0,0,35,0,54,1,152,1330,260,565
PALM BEACH_120993124 3124,798,1,2,33,13,642,164,1,81,2,1,0,37,0,0,0,1,26,1,80,0,133,1489,281,246
PALM BEACH_120993126 3126,618,0,0,29,8,533,151,0,83,0,0,0,26,0,0,0,0,31,0,53,0,115,1188,225,234
PALM BEACH_120993128 3128,911,1,0,24,9,661,197,6,98,3,0,0,34,0,0,0,0,19,1,50,0,147,1606,254,301
PALM BEACH_120993130 3130,1111,3,1,35,14,1004,279,11,119,2,1,0,63,0,0,0,0,34,2,93,0,263,2168,458,409
PALM BEACH_120993136 3136,795,2,1,22,13,432,175,3,67,2,0,0,21,0,0,0,0,11,0,30,1,84,1265,149,245
"PALM BEACH_120993138 3138, 3164",808,2,4,13,12,525,152,3,78,1,2,0,38,0,0,0,0,22,1,50,0,106,1364,220,233
"PALM BEACH_120993140 3140, 3142",390,2,0,10,6,229,85,2,38,0,0,1,16,0,0,0,0,3,0,9,0,53,637,82,125
"PALM BEACH_120993142 3140, 3142",310,0,0,10,4,173,75,2,34,0,0,0,10,0,0,0,0,5,1,12,0,34,497,62,111
"PALM BEACH_120993144 3144, 3146",4,0,0,2,1,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,1,1
"PALM BEACH_120993146 3144, 3146",288,0,0,6,1,119,98,0,30,0,4,0,4,0,0,0,0,7,0,16,0,22,414,53,128
"PALM BEACH_120993148 3148, 3180, 3182, 3190",50,0,0,0,0,58,13,1,6,0,2,0,8,0,0,0,0,3,0,3,0,13,108,29,20
"PALM BEACH_120993150 3150, 3152",614,0,0,5,3,313,271,1,56,1,0,1,15,0,0,0,0,17,0,44,0,93,935,171,328
"PALM BEACH_120993152 3150, 3152",708,2,1,12,4,482,278,1,68,3,1,0,19,0,0,0,0,24,0,59,0,135,1209,241,347
PALM BEACH_120993154 3154,848,0,0,5,1,398,423,3,110,1,0,0,18,0,0,0,1,18,0,40,0,99,1252,177,536
PALM BEACH_120993156 3156,1027,0,1,15,9,526,340,7,130,2,0,0,25,0,0,0,0,22,2,60,0,133,1578,244,477
PALM BEACH_120993158 3158,1003,0,3,34,10,897,226,4,121,1,3,0,57,0,0,1,1,26,1,94,0,182,1947,366,351
"PALM BEACH_120993164 3138, 3164",776,1,0,16,8,593,180,7,85,4,2,0,44,0,0,1,0,23,1,66,0,116,1394,257,272
"PALM BEACH_120993168 3168, 3174",904,3,3,26,14,520,197,1,89,2,3,0,16,0,0,0,1,7,1,43,0,103,1470,176,287
"PALM BEACH_120993170 3170, 3172, 3176",995,3,1,31,21,628,191,4,113,3,5,0,30,0,0,0,0,13,0,47,0,137,1679,235,308
"PALM BEACH_120993172 3170, 3172, 3176",368,1,1,9,8,156,38,0,29,1,0,0,2,0,0,0,0,3,0,15,0,13,543,34,67
"PALM BEACH_120993174 3168, 3174",214,0,0,10,0,172,44,0,28,3,0,0,19,0,0,0,0,7,0,22,0,34,396,85,72
"PALM BEACH_120993176 3170, 3172, 3176",165,0,0,5,2,99,24,0,17,1,0,0,7,0,0,0,0,3,0,7,0,11,271,29,41
"PALM BEACH_120993182 3148, 3180, 3182, 3190",98,0,0,3,1,42,19,0,8,0,0,0,2,0,0,0,0,0,0,0,0,8,144,10,27
"PALM BEACH_120993186 3186,3187,3188,4020",187,2,0,7,3,118,31,1,35,0,0,0,11,0,0,0,0,3,1,7,0,37,317,59,67
"PALM BEACH_120993187 3186,3187,3188,4020",563,3,0,27,13,351,77,0,65,0,0,0,10,0,0,0,0,4,0,27,0,60,957,101,142
"PALM BEACH_120993188 3186,3187,3188,4020",397,3,0,21,7,321,78,0,48,0,0,0,18,0,0,0,0,9,0,15,0,59,749,101,126
"PALM BEACH_120993190 3148, 3180, 3182, 3190",288,1,0,11,5,116,52,2,35,0,0,0,5,0,0,1,0,3,0,9,0,13,421,31,89
PALM BEACH_120993192 3192,544,1,0,5,4,400,159,7,69,2,0,0,17,0,0,0,1,13,1,30,0,137,954,201,235
PALM BEACH_120993194 3194,608,5,0,20,10,193,151,3,92,1,1,0,6,0,1,0,0,3,0,14,0,29,836,55,246
PALM BEACH_120993196 3196,534,0,1,18,5,642,186,10,60,5,1,0,28,0,0,0,0,32,1,76,1,178,1200,322,256
PALM BEACH_120993198 3198,424,0,0,15,3,525,146,7,47,4,4,0,37,0,0,0,0,20,0,62,1,142,967,270,200
"PALM BEACH_120993200 3200, 3202",576,2,0,29,6,433,146,4,92,4,1,1,31,0,0,0,0,24,1,42,0,113,1046,217,242
"PALM BEACH_120993202 3200, 3202",73,0,0,4,3,59,17,0,14,1,0,0,2,0,0,0,0,2,0,7,0,15,139,27,31
"PALM BEACH_120994002 3075, 4002, 7172",453,0,2,19,8,420,124,6,54,6,2,0,21,0,0,0,0,25,0,54,1,133,902,242,184
PALM BEACH_120994004 4004,446,0,0,15,3,460,128,4,55,4,2,0,19,2,0,0,0,21,1,38,0,155,924,242,187
PALM BEACH_120994006 4006,89,0,0,3,1,161,22,1,7,0,0,0,6,0,0,0,0,17,0,20,0,59,254,102,30
"PALM BEACH_120994008 4008, 7176",557,0,1,31,4,592,109,4,75,2,1,0,26,1,0,0,0,25,0,47,0,150,1185,252,188
PALM BEACH_120994010 4010,774,3,2,27,12,869,220,8,97,4,1,1,62,0,1,0,0,32,2,84,0,231,1687,418,325
PALM BEACH_120994012 4012,611,0,0,17,2,600,242,8,64,10,3,0,36,1,0,0,1,34,0,66,0,146,1230,297,314
"PALM BEACH_120994014 4014, 5032,",447,2,0,14,5,494,171,5,47,4,2,1,35,0,0,0,0,30,0,68,1,139,962,280,223
PALM BEACH_120994016 4016,465,1,1,20,8,283,108,2,49,3,1,0,18,0,0,0,0,11,1,23,0,60,778,117,159
PALM BEACH_120994018 4018,120,0,0,9,3,339,36,2,9,4,4,0,17,0,0,0,0,54,0,65,0,114,471,258,47
"PALM BEACH_120994020 3186,3187,3188,4020",41,0,0,1,0,20,8,0,6,0,0,0,2,0,0,0,0,1,0,2,0,5,62,10,14
PALM BEACH_120994022 4022,772,2,1,16,4,254,173,0,68,3,2,0,12,0,0,0,0,4,1,18,0,41,1049,81,241
PALM BEACH_120994024 4024,456,0,0,17,4,521,99,5,57,4,2,1,31,0,0,1,0,18,1,53,0,151,998,262,161
PALM BEACH_120994026 4026,491,0,0,19,11,495,137,8,54,1,1,0,26,0,0,0,0,16,0,57,0,126,1016,227,199
PALM BEACH_120994028 4028,511,1,0,24,6,694,122,4,71,6,0,0,31,0,1,0,2,72,2,123,1,227,1236,465,197
PALM BEACH_120994030 4030,39,0,0,4,0,141,12,0,0,1,0,1,8,0,0,0,0,38,0,48,0,33,184,129,12
"PALM BEACH_120994032 4032, 4034, 4052, 4053",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"PALM BEACH_120994034 4032, 4034, 4052, 4053",338,1,0,8,5,325,77,2,34,3,1,0,20,0,0,0,0,14,0,32,0,82,677,152,113
"PALM BEACH_120994036 4036, 4060, 4062, 7192",321,0,0,11,2,427,103,2,36,1,1,0,19,0,0,0,0,22,0,42,0,117,761,202,141
"PALM BEACH_120994038 4038, 4040, 4042, 4044",85,2,0,3,1,130,26,2,15,2,0,0,14,0,0,0,0,15,0,15,0,37,221,83,43
"PALM BEACH_120994044 4038, 4040, 4042, 4044",53,0,0,2,2,26,11,0,8,0,0,0,0,0,0,0,0,4,0,5,0,7,83,16,19
PALM BEACH_120994046 4046,104,0,0,5,1,299,21,2,10,4,0,0,13,0,0,0,0,53,0,59,0,97,409,226,33
"PALM BEACH_120994048 4048, 4078, 4080, 4082, 4084, 4086",109,1,0,5,2,142,31,0,12,3,0,0,10,0,0,0,0,15,0,16,0,42,259,86,43
PALM BEACH_120994050 4050,1193,1,0,14,3,445,496,7,83,4,0,0,14,0,0,1,1,59,0,61,0,104,1656,244,586
"PALM BEACH_120994052 4032, 4034, 4052, 4053",95,0,0,3,3,70,18,1,14,0,0,0,6,0,0,0,0,4,0,6,0,14,171,30,33
"PALM BEACH_120994053 4032, 4034, 4052, 4053",196,0,1,11,3,64,24,0,19,1,0,0,1,0,0,0,0,1,0,4,0,8,275,15,43
"PALM BEACH_120994054 4054, 4056",569,1,0,31,9,663,132,7,84,8,2,0,57,0,0,0,0,46,0,89,0,184,1273,386,223
"PALM BEACH_120994058 4058, 4074",38,0,0,0,0,64,15,1,3,0,0,0,4,0,0,0,0,2,0,15,0,16,102,37,19
"PALM BEACH_120994060 4036, 4060, 4062, 7192",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,2,0
"PALM BEACH_120994062 4036, 4060, 4062, 7192",39,0,0,3,2,46,9,0,8,0,0,0,0,0,0,0,0,0,0,5,0,14,90,19,17
"PALM BEACH_120994064 4064, 4066, 4068, 4070, 7190",62,0,0,3,0,40,21,0,4,0,0,0,3,0,0,0,0,1,0,4,0,10,105,18,25
PALM BEACH_120994072 4072,206,0,0,13,1,390,36,2,10,7,1,0,19,0,0,0,0,50,1,76,0,111,610,265,48
"PALM BEACH_120994074 4058, 4074",388,0,0,13,5,296,58,3,44,3,0,0,14,0,0,0,0,22,0,22,1,79,702,141,105
PALM BEACH_120994076 4076,462,0,2,16,3,386,97,0,58,1,1,1,15,1,0,0,0,16,0,28,0,110,869,173,155
"PALM BEACH_120994078 4048, 4078, 4080, 4082, 4084, 4086",4,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,7,4,2
"PALM BEACH_120994082 4048, 4078, 4080, 4082, 4084, 4086",0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0
"PALM BEACH_120994084 4048, 4078, 4080, 4082, 4084, 4086",42,0,0,0,1,25,15,0,9,0,0,0,2,0,0,0,0,1,0,0,0,3,68,6,24
"PALM BEACH_120994086 4048, 4078, 4080, 4082, 4084, 4086",562,0,1,28,4,397,150,3,90,1,2,0,20,0,0,0,0,12,1,48,0,90,992,174,243
"PALM BEACH_120994088 4088, 4092",903,0,1,17,9,459,332,6,113,3,2,0,16,0,0,0,0,31,0,44,0,127,1389,223,451
PALM BEACH_120994090 4090,274,0,0,1,3,222,117,2,24,2,1,0,10,0,0,1,0,5,0,15,1,63,500,98,143
PALM BEACH_120994094 4094,727,0,2,31,13,685,174,6,87,5,2,1,39,1,0,0,0,57,0,81,0,180,1458,366,267
"PALM BEACH_120994096 4096, 4100, 5086, 5088",447,0,0,1,0,33,88,0,16,0,1,0,1,0,0,0,0,1,0,5,0,7,481,15,104
PALM BEACH_120994098 4098,899,0,1,33,9,725,231,3,90,3,4,0,30,1,0,0,1,24,0,70,1,173,1667,307,324
"PALM BEACH_120994100 4096, 4100, 5086, 5088",117,0,1,9,4,140,19,0,23,0,0,0,9,0,0,0,0,5,0,11,0,37,271,62,42
"PALM BEACH_120994102 4102, 4112",459,0,2,19,4,490,95,3,49,2,0,0,21,0,0,0,0,66,1,76,0,123,974,289,147
PALM BEACH_120994104 4104,784,1,3,32,11,607,210,3,88,2,1,0,19,0,0,0,0,30,1,66,0,172,1438,291,301
PALM BEACH_120994106 4106,421,2,0,16,5,408,126,3,56,3,0,0,21,0,0,0,0,20,1,48,0,101,852,194,185
PALM BEACH_120994108 4108,538,1,1,16,7,422,192,0,82,0,0,1,16,0,0,0,0,13,0,36,0,85,985,151,274
"PALM BEACH_120994110 4110, 7202, 7206",427,0,0,21,2,412,164,4,46,8,1,0,11,0,0,0,0,34,0,54,0,146,862,254,214
"PALM BEACH_120994112 4102, 4112",689,1,1,29,5,750,201,1,49,7,1,0,26,1,0,0,0,77,2,137,0,235,1475,486,251
"PALM BEACH_120994114 4114, 5120, 5122, 5124",740,1,2,17,7,780,190,3,77,4,0,0,47,0,0,0,0,39,1,120,1,215,1547,427,270
"PALM BEACH_120994116 4116, 4120",36,0,0,3,2,29,7,0,3,0,0,0,4,0,0,0,0,3,0,1,0,6,70,14,10
PALM BEACH_120994118 4118,712,0,0,24,11,420,169,2,88,5,0,0,22,0,0,0,1,35,0,36,0,96,1167,195,259
"PALM BEACH_120994120 4116, 4120",502,3,2,16,8,254,123,0,67,2,3,0,17,1,0,0,0,8,0,38,0,46,785,115,190
PALM BEACH_120994122 4122,694,2,0,27,12,428,169,5,86,2,0,1,16,2,0,0,0,10,0,46,0,87,1163,164,260
PALM BEACH_120994124 4124,795,4,2,25,15,490,154,0,104,7,0,0,30,0,0,0,0,16,0,45,0,88,1331,186,258
"PALM BEACH_120994126 4126, 7204",582,1,0,18,4,861,168,3,69,7,1,0,24,0,0,0,0,54,0,91,0,291,1466,468,240
PALM BEACH_120994130 4130,672,1,0,22,9,663,171,3,75,3,2,0,56,0,0,0,0,31,0,81,0,152,1367,325,249
PALM BEACH_120994132 4132,411,1,0,3,1,400,141,1,31,2,2,0,10,0,0,0,0,16,0,40,0,125,816,195,173
"PALM BEACH_120994134 4134, 4136",458,0,2,11,2,603,103,2,49,1,2,1,28,0,0,0,0,22,0,52,1,149,1076,256,154
"PALM BEACH_120994136 4134, 4136",653,0,1,22,12,583,176,2,65,0,2,0,36,0,0,0,0,18,0,67,0,140,1271,263,243
"PALM BEACH_120994138 4138, 4154",819,1,1,32,10,1185,162,3,104,5,2,1,50,0,0,0,0,49,0,114,0,397,2048,618,269
"PALM BEACH_120994140 4140, 4146, 4148",322,0,0,4,1,205,77,1,37,2,0,0,11,0,0,0,0,14,0,23,0,48,532,98,115
PALM BEACH_120994142 4142,946,1,1,19,2,785,256,3,83,2,1,0,9,0,0,0,0,50,1,103,0,226,1754,392,342
PALM BEACH_120994144 4144,231,0,0,7,1,218,64,1,24,3,0,0,8,0,0,0,0,22,1,26,0,53,457,113,89
"PALM BEACH_120994146 4140, 4146, 4148",565,0,0,7,6,453,183,2,53,2,0,0,9,0,0,0,0,40,0,81,0,136,1031,268,238
"PALM BEACH_120994148 4140, 4146, 4148",627,1,0,11,5,422,172,1,47,1,0,1,11,1,0,0,1,26,1,51,0,100,1066,193,220
"PALM BEACH_120994150 4150, 4162",192,1,0,9,0,164,41,1,15,0,0,0,4,0,0,0,0,6,0,15,0,44,366,69,57
PALM BEACH_120994152 4152,668,3,1,34,11,665,148,3,85,4,2,0,31,0,0,0,0,25,0,60,0,150,1382,272,236
"PALM BEACH_120994154 4138, 4154",366,1,1,18,10,336,59,0,47,2,0,0,12,0,0,0,0,16,0,29,0,75,732,134,106
PALM BEACH_120994160 4160,455,0,1,16,2,478,140,1,63,5,0,0,18,0,0,0,0,34,0,61,0,134,952,252,204
"PALM BEACH_120994162 4150, 4162",553,2,0,24,7,485,119,1,66,2,0,0,31,0,0,0,2,28,0,87,0,120,1071,270,186
PALM BEACH_120994164 4164,658,1,0,39,5,646,146,3,86,5,1,0,36,0,0,0,0,55,0,118,0,197,1349,412,235
PALM BEACH_120994166 4166,1170,2,2,37,18,558,124,2,119,4,1,1,18,0,0,0,0,13,0,56,1,85,1787,179,245
PALM BEACH_120994172 4172,711,0,0,21,8,725,218,4,72,6,0,1,34,2,0,0,0,47,0,83,0,213,1465,386,294
"PALM BEACH_120994174 4174, 4178",392,1,0,11,1,279,108,0,42,2,0,0,11,0,0,0,0,14,1,41,0,78,684,147,150
PALM BEACH_120994176 4176,974,0,2,28,6,727,231,5,125,7,0,0,27,0,0,1,0,33,0,72,0,171,1737,311,361
"PALM BEACH_120994178 4174, 4178",828,4,1,16,7,648,274,4,91,3,3,0,40,1,1,1,1,42,0,85,0,175,1504,352,369
PALM BEACH_120994182 4182,976,2,1,33,9,662,239,3,111,2,0,0,42,0,0,0,0,25,0,77,0,141,1683,287,353
PALM BEACH_120994184 4184,597,0,0,30,4,662,132,2,105,4,1,1,38,0,0,0,0,36,0,79,0,145,1293,304,239
"PALM BEACH_120994196 4196, 4206",723,0,0,2,4,501,264,1,74,3,0,0,17,0,0,0,0,26,0,55,0,112,1230,213,339
"PALM BEACH_120994206 4196, 4206",648,0,0,12,5,494,167,1,59,2,0,0,19,0,0,0,0,14,0,54,0,129,1159,218,227
PALM BEACH_120994208 4208,990,0,1,7,5,607,392,1,97,3,1,1,33,1,0,0,0,33,0,77,0,155,1610,304,490
PALM BEACH_120994212 4212,745,0,1,26,14,820,176,6,105,3,0,0,29,0,0,0,0,54,1,84,0,232,1606,403,287
"PALM BEACH_120994214 4214, 4216",671,1,1,34,8,937,131,3,88,3,6,1,45,0,0,0,0,35,0,95,1,264,1652,450,222
"PALM BEACH_120994216 4214, 4216",750,1,0,45,10,1084,165,6,99,6,2,1,97,0,0,0,0,75,0,126,0,282,1890,589,270
"PALM BEACH_120994218 4218, 4224",499,2,2,28,7,865,105,2,73,10,1,0,46,0,0,0,0,43,0,134,0,264,1403,498,180
"PALM BEACH_120994220 4220, 4228",460,1,2,14,10,424,93,3,44,0,0,0,20,0,0,0,0,12,1,58,0,76,911,167,140
"PALM BEACH_120994224 4218, 4224",563,3,0,28,9,1093,119,3,60,3,2,1,42,0,0,0,2,83,1,106,1,340,1696,581,182
"PALM BEACH_120994228 4220, 4228",577,0,0,14,0,651,174,1,58,1,4,1,24,0,0,0,0,32,0,73,1,213,1242,349,233
PALM BEACH_120994230 4230,367,0,0,6,4,433,93,3,45,2,0,0,25,0,1,0,1,24,0,58,0,128,810,239,141
PALM BEACH_120995008 5008,1010,0,1,20,4,642,265,5,49,1,0,0,22,0,0,0,0,18,0,75,0,140,1677,256,319
PALM BEACH_120995009 5009,1271,0,1,36,9,963,235,1,94,1,2,0,46,0,0,0,0,23,0,91,0,216,2280,379,330
PALM BEACH_120995010 5010,1013,0,0,4,4,310,509,3,120,0,0,0,6,0,0,0,0,31,0,18,0,74,1331,129,632
PALM BEACH_120995012 5012,462,0,0,0,2,171,228,4,43,1,0,2,5,0,0,0,0,13,0,15,0,41,635,77,275
PALM BEACH_120995014 5014,624,1,2,18,8,414,137,2,67,0,0,1,25,0,0,0,0,11,0,46,0,85,1067,168,206
"PALM BEACH_120995016 5016, 5026",931,0,0,26,12,682,289,4,110,4,2,0,32,0,0,0,0,10,0,60,0,171,1651,279,403
PALM BEACH_120995018 5018,745,1,0,7,3,318,378,5,82,0,0,2,6,0,0,1,0,17,1,21,0,80,1074,128,465
"PALM BEACH_120995020 5020, 5022",625,1,0,20,7,328,141,3,52,1,0,0,24,0,0,0,0,10,0,37,0,59,981,131,196
"PALM BEACH_120995022 5020, 5022",907,0,0,15,3,507,345,7,95,2,0,1,13,0,0,0,0,25,0,47,0,132,1432,220,447
PALM BEACH_120995024 5024,597,0,0,5,2,313,277,7,56,1,0,0,10,1,0,0,0,18,0,52,0,87,917,169,340
"PALM BEACH_120995026 5016, 5026",931,1,0,19,7,384,312,2,102,0,1,0,16,0,0,0,0,20,0,49,0,90,1342,176,416
PALM BEACH_120995028 5028,777,2,3,18,9,566,307,5,120,3,0,0,34,0,0,0,0,12,0,57,0,107,1375,213,432
PALM BEACH_120995030 5030,635,1,0,7,6,230,217,1,60,0,1,0,10,0,0,0,1,6,0,17,0,49,879,84,278
"PALM BEACH_120995032 4014, 5032,",299,0,1,0,1,111,157,1,38,0,0,0,3,0,0,0,0,9,0,18,0,24,412,54,196
PALM BEACH_120995034 5034,918,0,1,5,0,372,416,1,89,1,0,0,16,0,0,0,0,32,0,31,0,110,1296,190,506
PALM BEACH_120995036 5036,804,0,0,8,1,363,372,3,99,0,1,0,12,0,0,0,0,21,0,26,0,103,1176,163,474
PALM BEACH_120995038 5038,807,0,0,7,4,351,426,4,98,0,1,0,10,0,0,1,1,26,0,27,0,99,1169,165,528
PALM BEACH_120995040 5040,455,0,0,6,2,206,205,2,33,1,0,0,11,0,0,0,0,15,0,23,0,38,669,88,240
PALM BEACH_120995042 5042,895,2,0,12,6,421,364,2,66,1,2,0,14,0,0,0,0,17,0,36,0,111,1336,181,432
PALM BEACH_120995044 5044,583,0,0,3,0,272,296,3,76,1,2,0,5,0,0,0,0,25,0,22,0,75,858,130,375
PALM BEACH_120995046 5046,1449,0,2,13,5,702,561,4,136,1,0,1,35,0,0,0,0,31,1,69,0,169,2171,307,701
PALM BEACH_120995048 5048,578,0,0,12,4,379,199,2,73,1,1,0,24,0,0,0,0,17,0,39,0,99,973,181,274
PALM BEACH_120995050 5050,1122,0,0,8,3,404,607,9,130,0,0,1,6,0,0,0,0,21,0,46,0,102,1537,176,746
PALM BEACH_120995052 5052,546,0,0,7,2,376,158,2,41,2,0,1,17,0,0,0,1,14,1,31,0,106,931,173,201
"PALM BEACH_120995056 5056, 5060",1605,2,0,23,4,1015,521,3,138,2,1,0,33,0,0,0,0,26,0,74,0,202,2649,338,662
PALM BEACH_120995058 5058,729,0,0,6,1,271,417,4,78,2,0,0,5,0,0,0,0,13,0,32,0,70,1007,122,499
"PALM BEACH_120995060 5056, 5060",539,0,0,3,1,295,221,1,56,1,0,0,8,0,0,0,0,23,0,39,0,93,838,164,278
PALM BEACH_120995062 5062,480,0,0,7,0,284,257,8,63,2,2,0,3,0,0,0,0,12,0,30,0,94,771,143,328
PALM BEACH_120995064 5064,954,0,0,7,3,395,495,4,91,1,0,0,12,1,0,0,1,14,0,18,0,83,1359,130,590
PALM BEACH_120995066 5066,640,1,0,8,6,399,253,1,101,2,1,0,8,0,0,0,0,6,0,35,0,87,1054,139,355
PALM BEACH_120995068 5068,208,0,0,4,4,102,97,0,34,0,0,0,3,0,0,0,0,4,0,11,1,16,318,35,131
PALM BEACH_120995070 5070,413,2,0,2,3,251,186,0,74,1,1,0,12,0,0,0,0,8,0,17,0,67,671,106,260
PALM BEACH_120995072 5072,773,1,0,6,2,229,370,3,78,0,1,0,4,0,0,0,0,12,0,16,1,33,1011,67,451
PALM BEACH_120995074 5074,305,1,0,7,4,176,112,5,58,0,0,0,7,0,0,0,0,3,0,19,0,56,493,85,175
PALM BEACH_120995076 5076,627,0,0,5,5,279,260,5,78,0,1,0,9,0,0,0,0,16,0,11,0,87,916,124,343
PALM BEACH_120995078 5078,544,0,1,8,5,301,208,3,67,2,0,0,6,0,0,0,0,5,0,30,0,66,859,109,278
"PALM BEACH_120995080 5080, 5082",81,1,0,2,1,51,28,0,12,2,0,0,3,0,0,0,0,1,0,6,0,14,136,26,40
"PALM BEACH_120995082 5080, 5082",564,2,0,14,4,380,173,2,63,0,0,0,19,0,0,0,0,10,0,27,0,93,964,149,238
PALM BEACH_120995084 5084,419,0,1,9,1,329,162,8,53,2,0,0,14,0,0,0,0,3,0,22,0,78,759,119,223
"PALM BEACH_120995086 4096, 4100, 5086, 5088",29,0,0,1,0,18,12,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,48,4,14
"PALM BEACH_120995088 4096, 4100, 5086, 5088",179,3,0,7,1,109,35,2,23,0,0,0,7,0,0,0,0,2,0,9,0,23,299,41,60
PALM BEACH_120995090 5090,1016,0,1,16,3,537,398,3,105,2,0,0,18,0,0,0,0,31,0,68,0,122,1573,241,506
PALM BEACH_120995092 5092,810,1,0,5,1,404,388,3,84,1,0,0,13,0,0,0,0,11,0,38,0,96,1221,159,475
PALM BEACH_120995094 5094,340,0,0,0,3,182,141,4,42,0,0,0,6,0,0,0,0,3,0,3,0,51,525,63,187
PALM BEACH_120995096 5096,769,2,3,11,4,467,293,6,80,1,0,0,22,0,0,0,0,8,0,25,0,114,1256,170,379
"PALM BEACH_120995098 5098, 5102",369,0,0,4,1,263,174,4,47,1,0,1,5,0,0,0,1,7,0,15,0,72,637,102,225
"PALM BEACH_120995100 5100, 5104",769,0,0,8,11,398,343,3,105,1,1,1,7,0,0,0,0,9,0,27,0,81,1186,127,451
"PALM BEACH_120995102 5098, 5102",915,1,3,7,6,328,403,3,81,1,0,1,13,0,0,0,0,8,0,27,0,76,1260,126,487
"PALM BEACH_120995104 5100, 5104",740,1,2,9,7,391,310,2,90,0,1,0,16,0,0,0,0,8,1,23,0,71,1150,120,402
PALM BEACH_120995106 5106,909,1,0,33,14,642,231,2,137,1,1,0,38,0,0,0,0,13,1,51,1,121,1599,227,370
"PALM BEACH_120995108 5108, 5136",1109,0,0,29,3,1016,255,4,63,2,0,0,21,0,0,0,0,42,0,99,0,247,2157,411,322
"PALM BEACH_120995110 5110, 5114, 5118",566,0,0,12,2,589,172,4,35,1,0,0,13,0,0,0,0,47,0,110,0,167,1169,338,211
PALM BEACH_120995112 5112,650,1,0,15,0,650,175,2,56,1,1,0,22,0,0,0,0,48,0,112,1,185,1316,370,233
"PALM BEACH_120995114 5110, 5114, 5118",230,0,0,9,0,217,53,1,20,0,0,0,8,0,0,0,0,5,0,25,0,48,456,86,74
