county,precinct,office,district,candidate,party,votes
Richmond,"=""21/61""",President,NYC,Jill Stein / Ajamu Baraka (Green),Green,8
Richmond,"=""21/61""",President,NYC,Hillary Clinton / Tim Kaine (Working Families),Working Families,14
Richmond,"=""21/61""",President,NYC,Gary Johnson / Bill Weld (Independence),Independence,3
Richmond,"=""21/61""",President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,0
Richmond,"=""21/61""",President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,0
Richmond,"=""21/61""",President,NYC,Scattered,,4
Richmond,"=""22/61""",President,NYC,Manually Counted Emergency,,0
Richmond,"=""22/61""",President,NYC,Absentee / Military,,23
Richmond,"=""22/61""",President,NYC,Federal,,1
Richmond,"=""22/61""",President,NYC,Special Presidential,,0
Richmond,"=""22/61""",President,NYC,Affidavit,,23
Richmond,"=""22/61""",President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,541
Richmond,"=""22/61""",President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,119
Richmond,"=""22/61""",President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,14
Richmond,"=""22/61""",President,NYC,Jill Stein / Ajamu Baraka (Green),Green,10
Richmond,"=""22/61""",President,NYC,Hillary Clinton / Tim Kaine (Working Families),Working Families,13
Richmond,"=""22/61""",President,NYC,Gary Johnson / Bill Weld (Independence),Independence,1
Richmond,"=""22/61""",President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,1
Richmond,"=""22/61""",President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,1
Richmond,"=""22/61""",President,NYC,Scattered,,4
Richmond,"=""23/61""",President,NYC,Manually Counted Emergency,,0
Richmond,"=""23/61""",President,NYC,Absentee / Military,,36
Richmond,"=""23/61""",President,NYC,Federal,,1
Richmond,"=""23/61""",President,NYC,Special Presidential,,0
Richmond,"=""23/61""",President,NYC,Affidavit,,20
Richmond,"=""23/61""",President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,458
Richmond,"=""23/61""",President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,204
Richmond,"=""23/61""",President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,21
Richmond,"=""23/61""",President,NYC,Jill Stein / Ajamu Baraka (Green),Green,13
Richmond,"=""23/61""",President,NYC,Hillary Clinton / Tim Kaine (Working Families),Working Families,19
Richmond,"=""23/61""",President,NYC,Gary Johnson / Bill Weld (Independence),Independence,9
Richmond,"=""23/61""",President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,4
Richmond,"=""23/61""",President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,0
Richmond,"=""23/61""",President,NYC,Scattered,,4
Richmond,"=""24/61""",President,NYC,Manually Counted Emergency,,0
Richmond,"=""24/61""",President,NYC,Absentee / Military,,29
Richmond,"=""24/61""",President,NYC,Federal,,1
Richmond,"=""24/61""",President,NYC,Special Presidential,,0
Richmond,"=""24/61""",President,NYC,Affidavit,,11
Richmond,"=""24/61""",President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,314
Richmond,"=""24/61""",President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,335
Richmond,"=""24/61""",President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,54
Richmond,"=""24/61""",President,NYC,Jill Stein / Ajamu Baraka (Green),Green,6
Richmond,"=""24/61""",President,NYC,Hillary Clinton / Tim Kaine (Working Families),Working Families,16
Richmond,"=""24/61""",President,NYC,Gary Johnson / Bill Weld (Independence),Independence,8
Richmond,"=""24/61""",President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,1
Richmond,"=""24/61""",President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,3
Richmond,"=""24/61""",President,NYC,Scattered,,5
Richmond,"=""25/61""",President,NYC,Manually Counted Emergency,,0
Richmond,"=""25/61""",President,NYC,Absentee / Military,,31
Richmond,"=""25/61""",President,NYC,Federal,,2
Richmond,"=""25/61""",President,NYC,Special Presidential,,0
Richmond,"=""25/61""",President,NYC,Affidavit,,25
Richmond,"=""25/61""",President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,466
Richmond,"=""25/61""",President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,224
Richmond,"=""25/61""",President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,23
Richmond,"=""25/61""",President,NYC,Jill Stein / Ajamu Baraka (Green),Green,14
Richmond,"=""25/61""",President,NYC,Hillary Clinton / Tim Kaine (Working Families),Working Families,9
Richmond,"=""25/61""",President,NYC,Gary Johnson / Bill Weld (Independence),Independence,2
Richmond,"=""25/61""",President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,3
Richmond,"=""25/61""",President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,4
Richmond,"=""25/61""",President,NYC,Scattered,,1
Richmond,"=""26/61""",President,NYC,Manually Counted Emergency,,0
Richmond,"=""26/61""",President,NYC,Absentee / Military,,21
Richmond,"=""26/61""",President,NYC,Federal,,2
Richmond,"=""26/61""",President,NYC,Special Presidential,,0
